"1splitHere46","13660431splitHere46","java.lang.NullPointerException"
"4523splitHere46","13759582splitHere46","getDay()"
"4524splitHere46","13759582splitHere46","Calendar.get(Calendar.DAY_OF_WEEK)"
"4525splitHere46","13759586splitHere46","chmod 775"
"4526splitHere46","13759586splitHere46","sudo java ClassFileName<newline46mondego>"
"4527splitHere46","13759586splitHere46","sudo"
"4528splitHere46","13759586splitHere46","command[0]=<doubleQuotes46>sudo -u oracle <doubleQuotes46>;<newline46mondego><newline46mondego>//command[1]=commandname;<newline46mondego><newline46mondego>//command[2...n]=Other params;<newline46mondego>"
"4529splitHere46","13759586splitHere46","oracle"
"4530splitHere46","13759586splitHere46","sudo"
"4531splitHere46","13759598splitHere46","wait"
"4532splitHere46","13759598splitHere46","notify"
"4533splitHere46","13759598splitHere46","IClient"
"4534splitHere46","13759598splitHere46","IClient"
"4535splitHere46","13759644splitHere46","Parent page = FXMLLoader.<Parent>load(MainWindowController.class.getResource(<doubleQuotes46>main.fxml<doubleQuotes46>).toExternalForm());<newline46mondego>"
"4536splitHere46","13759664splitHere46","public class TestLocation01 {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        new TestLocation01();<newline46mondego>    }<newline46mondego><newline46mondego>    public TestLocation01() {<newline46mondego>        EventQueue.invokeLater(new Runnable() {<newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                try {<newline46mondego>                    UIManager.setLookAndFeel(UIManager.getSystemLookAndFeelClassName());<newline46mondego>                } catch (ClassNotFoundException | InstantiationException | IllegalAccessException | UnsupportedLookAndFeelException ex) {<newline46mondego>                }<newline46mondego><newline46mondego>                JPanel outter = new JPanel(new BorderLayout());<newline46mondego>                outter.setBorder(new CompoundBorder(new LineBorder(Color.RED), new EmptyBorder(10, 10, 10, 10)));<newline46mondego>                JPanel inner = new JPanel(new GridBagLayout());<newline46mondego>                inner.setBorder(new CompoundBorder(new LineBorder(Color.BLUE), new EmptyBorder(10, 10, 10, 10)));<newline46mondego>                JLabel label = new JLabel(<doubleQuotes46>Testing<doubleQuotes46>);<newline46mondego>                inner.add(label);<newline46mondego>                outter.add(inner);<newline46mondego><newline46mondego>                JLabel below = new JLabel(<doubleQuotes46>Below<doubleQuotes46>);<newline46mondego><newline46mondego>                JFrame frame = new JFrame(<doubleQuotes46>Test<doubleQuotes46>);<newline46mondego>                frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>                frame.setLayout(new BorderLayout());<newline46mondego>                frame.add(outter);<newline46mondego>                frame.add(below, BorderLayout.SOUTH);<newline46mondego>                frame.setSize(200, 200);<newline46mondego>                frame.setLocationRelativeTo(null);<newline46mondego>                frame.setVisible(true);<newline46mondego><newline46mondego>                System.out.println(<doubleQuotes46>lable.location: <doubleQuotes46> + label.getLocation());<newline46mondego>                System.out.println(<doubleQuotes46>label to inner: <doubleQuotes46> + SwingUtilities.convertPoint(label, new Point(0, 0), inner));<newline46mondego>                System.out.println(<doubleQuotes46>label to outter: <doubleQuotes46> + SwingUtilities.convertPoint(label, new Point(0, 0), outter));<newline46mondego>                System.out.println(<doubleQuotes46>label.parent to inner: <doubleQuotes46> + SwingUtilities.convertPoint(label.getParent(), new Point(0, 0), inner));<newline46mondego>                System.out.println(<doubleQuotes46>label.parent to outter: <doubleQuotes46> + SwingUtilities.convertPoint(label.getParent(), new Point(0, 0), outter));<newline46mondego>                System.out.println(<doubleQuotes46>label to frame: <doubleQuotes46> + SwingUtilities.convertPoint(label, new Point(0, 0), frame));<newline46mondego>                System.out.println(<doubleQuotes46>label.getParent to frame: <doubleQuotes46> + SwingUtilities.convertPoint(label.getParent(), new Point(0, 0), frame));<newline46mondego>                System.out.println(<doubleQuotes46>outter to label: <doubleQuotes46> + SwingUtilities.convertPoint(outter, new Point(0, 0), label));<newline46mondego>                System.out.println(<doubleQuotes46>label to below: <doubleQuotes46> + SwingUtilities.convertPoint(label, new Point(0, 0), below));<newline46mondego>                System.out.println(<doubleQuotes46>below to label: <doubleQuotes46> + SwingUtilities.convertPoint(below, new Point(0, 0), label));<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }        <newline46mondego>}<newline46mondego>"
"4537splitHere46","13759664splitHere46","lable.location: java.awt.Point[x=65,y=62]<newline46mondego>label to inner: java.awt.Point[x=65,y=62]<newline46mondego>label to outter: java.awt.Point[x=76,y=73]<newline46mondego>label.parent to inner: java.awt.Point[x=0,y=0]<newline46mondego>label.parent to outter: java.awt.Point[x=11,y=11]<newline46mondego>label to frame: java.awt.Point[x=76,y=95]<newline46mondego>label.getParent to frame: java.awt.Point[x=11,y=33]<newline46mondego>outter to label: java.awt.Point[x=-76,y=-73]<newline46mondego>label to below: java.awt.Point[x=76,y=-89]<newline46mondego>below to label: java.awt.Point[x=-76,y=89]<newline46mondego>"
"4538splitHere46","13759664splitHere46","label"
"4539splitHere46","13759664splitHere46","label"
"4540splitHere46","13759664splitHere46","label"
"4541splitHere46","13759664splitHere46","label"
"4542splitHere46","13759664splitHere46","below"
"4543splitHere46","13759664splitHere46","label"
"4544splitHere46","13759664splitHere46","below"
"4545splitHere46","13759767splitHere46","private static void merge(String[] data, int first, int n1, int n2)<newline46mondego>    {<newline46mondego>        String[] temp = new String[n1 + n2];<newline46mondego>        int copied = 0;<newline46mondego>        int copied1 = 0;<newline46mondego>        int copied2 = 0;<newline46mondego><newline46mondego>        while ((copied1 < n1) && (copied2 < n2))<newline46mondego>        {<newline46mondego>            if (data[first + copied1].compareTo(data[first + n1 + copied2]) < 0)<newline46mondego>                temp[copied++] = data[first + (copied1++)];<newline46mondego>            else<newline46mondego>                temp[copied++] = data[first + n1 + (copied2++)];<newline46mondego>        }<newline46mondego><newline46mondego>        while (copied1 < n1)<newline46mondego>            temp[copied++] = data[first + (copied1++)];<newline46mondego>        while (copied2 < n2)<newline46mondego>            temp[copied++] = data[first + n1 + (copied2++)];<newline46mondego><newline46mondego>        for (int i = 0; i < copied; i++)<newline46mondego>            data[first + i] = temp[i];<newline46mondego><newline46mondego>    }<newline46mondego>"
"4546splitHere46","13759787splitHere46","try {<newline46mondego><newline46mondego>        String str;<newline46mondego>                    String[] temp;<newline46mondego><newline46mondego>        BufferedReader br = new BufferedReader(new FileReader(<doubleQuotes46>your filepath<doubleQuotes46>));<newline46mondego><newline46mondego>        while ((str= br.readLine()) != null) {<newline46mondego>                            temp = str.split(<doubleQuotes46>;<doubleQuotes46>); // seperator words bye;<newline46mondego>            System.out.println(str);<newline46mondego>                    for(int i = 0; i<temp.lenght; i++)<newline46mondego>                            System.out.println(temp[i]);<newline46mondego>        }<newline46mondego><newline46mondego>    } catch (IOException e) {<newline46mondego>        e.printStackTrace();<newline46mondego>    } finally {<newline46mondego>        try {<newline46mondego>            if (br != null)br.close();<newline46mondego>        } catch (IOException ex) {<newline46mondego>            ex.printStackTrace();<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"4547splitHere46","13759814splitHere46","Stroke"
"4548splitHere46","13759814splitHere46","g.setStroke(new BasicStroke(2f));<newline46mondego>"
"4549splitHere46","13759839splitHere46","-import org.kie.builder.ResourceType;<newline46mondego>+import org.kie.io.ResourceType;<newline46mondego>"
"4550splitHere46","13760045splitHere46","private static final Comparator<Number> NUMBER_COMPARATOR = new Comparator<Number>() {<newline46mondego>    private BigDecimal createBigDecimal(Number value) {<newline46mondego>        BigDecimal result = null;<newline46mondego>        if (value instanceof Short) {<newline46mondego>            result = BigDecimal.valueOf(value.shortValue());<newline46mondego>        } else <newline46mondego>        if (value instanceof Long) {<newline46mondego>            result = BigDecimal.valueOf(value.longValue());             <newline46mondego>        } else <newline46mondego>        if (value instanceof Float) {<newline46mondego>            result = BigDecimal.valueOf(value.floatValue());                                <newline46mondego>        } else <newline46mondego>        if (value instanceof Double) {<newline46mondego>            result = BigDecimal.valueOf(value.doubleValue());                               <newline46mondego>        } else <newline46mondego>        if (value instanceof Integer) {<newline46mondego>            result = BigDecimal.valueOf(value.intValue());                              <newline46mondego>        } else {<newline46mondego>            throw new IllegalArgumentException(<doubleQuotes46>unsupported Number subtype: <doubleQuotes46> + value.getClass().getName());<newline46mondego>        }<newline46mondego>                       assert(result != null);<newline46mondego><newline46mondego>        return result;<newline46mondego>    }<newline46mondego><newline46mondego>    public int compare(Number o1, Number o2) {<newline46mondego>        return createBigDecimal(o1).compareTo(createBigDecimal(o2));<newline46mondego>    };<newline46mondego>};<newline46mondego><newline46mondego>public static void main(String[] args) {<newline46mondego>    Number i = Integer.valueOf(5);<newline46mondego>    Number j = Double.valueOf(7);<newline46mondego>              // -1<newline46mondego>    System.out.println(NUMBER_COMPARATOR.compare(i, j));<newline46mondego><newline46mondego>         i = Long.MAX_VALUE;<newline46mondego>         j = Long.valueOf(7);<newline46mondego>              // +1<newline46mondego>         System.out.println(NUMBER_COMPARATOR.compare(i, j));<newline46mondego><newline46mondego>         i = Long.MAX_VALUE;<newline46mondego>         j = Long.valueOf(-7);<newline46mondego>              // +1<newline46mondego>         System.out.println(NUMBER_COMPARATOR.compare(i, j));<newline46mondego><newline46mondego>         i = Long.MAX_VALUE;<newline46mondego>         j = Double.MAX_VALUE;<newline46mondego>              // -1<newline46mondego>         System.out.println(NUMBER_COMPARATOR.compare(i, j));<newline46mondego><newline46mondego>    i = Long.MAX_VALUE;<newline46mondego>    j = Long.valueOf(Long.MAX_VALUE - 1);<newline46mondego>    // +1<newline46mondego>    System.out.println(NUMBER_COMPARATOR.compare(i, j));<newline46mondego><newline46mondego>              // sorting Long values<newline46mondego>    Long[] values = new Long[] {Long.valueOf(10), Long.valueOf(-1), Long.valueOf(4)};<newline46mondego>    Arrays.sort(values, NUMBER_COMPARATOR);<newline46mondego>              // [-1, 4, 10] <newline46mondego>    System.out.println(Arrays.toString(values));  <newline46mondego>}<newline46mondego>"
"4551splitHere46","13760207splitHere46","BasicDBObject updateObject = new BasicDBObject();<newline46mondego>BasicDBList dbCarList = mapCars(cars);<newline46mondego>updateObject.append(<doubleQuotes46>$push<doubleQuotes46>, new BasicDBObject(<doubleQuotes46>cars<doubleQuotes46>, dbCarList));<newline46mondego><newline46mondego>...<newline46mondego>private BasicDBList mapCars(List<Car> cars) {<newline46mondego>  BasicDBList result = new BasicDBList();<newline46mondego>  for (Car car: cars) {<newline46mondego>    BasicDBObject dbCar = new BasicDBObject();<newline46mondego>    dbCar.append(<doubleQuotes46>name<doubleQuotes46>, car.getName());<newline46mondego>    result.add(dbCar);<newline46mondego>  }<newline46mondego><newline46mondego>  return result;<newline46mondego>}<newline46mondego>"
"4552splitHere46","13760235splitHere46","setContentView(R.layout.activity_main);"
"4553splitHere46","13760235splitHere46","if (android.os.Build.VERSION.SDK_INT > 9) {<newline46mondego>    StrictMode.ThreadPolicy policy = new StrictMode.ThreadPolicy.Builder().permitAll().build();<newline46mondego>    StrictMode.setThreadPolicy(policy);<newline46mondego>}<newline46mondego>"
"4554splitHere46","13760235splitHere46","import android.os.StrictMode;<newline46mondego>"
"4555splitHere46","13760407splitHere46","import javax.swing.JDialog;<newline46mondego>import javax.swing.JPanel;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JLabel;<newline46mondego>import javax.swing.JButton;<newline46mondego><newline46mondego>public class CustomDialog extends JDialog {<newline46mondego>    private JPanel myPanel = null;<newline46mondego>    private JButton yesButton = null;<newline46mondego>    private JButton noButton = null;<newline46mondego><newline46mondego>    public CustomDialog(JFrame frame, boolean modal, String myMessage) {<newline46mondego>    super(frame, modal);<newline46mondego>    myPanel = new JPanel();<newline46mondego>    getContentPane().add(myPanel);<newline46mondego>    myPanel.add(new JLabel(myMessage));<newline46mondego>    yesButton = new JButton(<doubleQuotes46>Yes<doubleQuotes46>);<newline46mondego>    myPanel.add(yesButton);<newline46mondego>    noButton = new JButton(<doubleQuotes46>No<doubleQuotes46>);<newline46mondego>    myPanel.add(noButton);<newline46mondego>    pack();<newline46mondego>    //setLocationRelativeTo(frame);<newline46mondego>    setLocation(200, 200); // <--<newline46mondego>    setVisible(true);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4556splitHere46","13760462splitHere46","TreeCellRenderer"
"4557splitHere46","13760462splitHere46","JTree"
"4558splitHere46","13760462splitHere46","DefaultMutableTreeNode"
"4559splitHere46","13760462splitHere46","JLabel"
"4560splitHere46","13760462splitHere46","setIcon(...)"
"4561splitHere46","13760462splitHere46","setText(...)"
"4562splitHere46","13760462splitHere46","DefaultMutableTreeNode.getAllowsChildren()"
"4563splitHere46","13760462splitHere46","Contact.isSomeProperty()"
"4564splitHere46","13760462splitHere46","import java.awt.Component;<newline46mondego>import java.util.ArrayList;<newline46mondego>import java.util.Iterator;<newline46mondego>import java.util.List;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JScrollPane;<newline46mondego>import javax.swing.JTree;<newline46mondego>import javax.swing.SwingUtilities;<newline46mondego>import javax.swing.UIManager;<newline46mondego>import javax.swing.tree.DefaultMutableTreeNode;<newline46mondego>import javax.swing.tree.DefaultTreeCellRenderer;<newline46mondego><newline46mondego><newline46mondego>public class Browser extends JFrame {<newline46mondego><newline46mondego><newline46mondego>    private JTree tree;<newline46mondego>    //ManagerOfContacts mngrOfContacts;<newline46mondego><newline46mondego>    public Browser() {<newline46mondego><newline46mondego>        //Generates the ManagerOfContacts and associated Contacts<newline46mondego>        //Driver driver = new Driver();<newline46mondego>        //mngrOfContacts = driver.getManagerOfContacts();<newline46mondego>        //---------------------------\\<newline46mondego><newline46mondego><newline46mondego>        DefaultMutableTreeNode contacts = new DefaultMutableTreeNode(<doubleQuotes46>Contacts<doubleQuotes46>);<newline46mondego>        createNodes(contacts);<newline46mondego>        tree = new JTree(contacts);<newline46mondego><newline46mondego>        // use your own renderer (!)<newline46mondego>        tree.setCellRenderer(new MyTreeCellRenderer());<newline46mondego><newline46mondego>        JScrollPane treeView = new JScrollPane(tree);<newline46mondego><newline46mondego>        add(treeView);<newline46mondego><newline46mondego>        setSize(400,400);<newline46mondego>        setDefaultCloseOperation(EXIT_ON_CLOSE);<newline46mondego>        setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public final void createNodes(DefaultMutableTreeNode top){<newline46mondego>        DefaultMutableTreeNode contactName;<newline46mondego><newline46mondego>        // dummies<newline46mondego>        List<Contact> contacts = new ArrayList<Contact>();<newline46mondego>        contacts.add(new Contact(<doubleQuotes46>Me<doubleQuotes46>, true));<newline46mondego>        contacts.add(new Contact(<doubleQuotes46>You<doubleQuotes46>));<newline46mondego><newline46mondego>        Iterator<Contact> contactItr = contacts.iterator();<newline46mondego>        while(contactItr.hasNext()){<newline46mondego>            contactName = new DefaultMutableTreeNode(contactItr.next());<newline46mondego>            top.add(contactName);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego>            public void run() {<newline46mondego>                Browser browsr = new Browser();<newline46mondego>            }<newline46mondego>        });<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    // dummy<newline46mondego>    private static class Contact {<newline46mondego><newline46mondego>        private boolean someProperty;<newline46mondego>        private String name;<newline46mondego><newline46mondego>        public Contact(String name) {<newline46mondego>            this(name, false);<newline46mondego>        }<newline46mondego><newline46mondego>        public Contact(String name, boolean property) {<newline46mondego>            this.someProperty = property;<newline46mondego>            this.name = name;<newline46mondego>        }<newline46mondego><newline46mondego>        public boolean isSomeProperty() {<newline46mondego>            return someProperty;<newline46mondego>        }<newline46mondego><newline46mondego>        public String getName() {<newline46mondego>            return name;<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public String toString() {<newline46mondego>            return name;<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    // this is what you want<newline46mondego>    private static class MyTreeCellRenderer extends DefaultTreeCellRenderer {<newline46mondego><newline46mondego>        @Override<newline46mondego>        public Component getTreeCellRendererComponent(JTree tree, Object value, boolean sel, boolean expanded, boolean leaf, int row, boolean hasFocus) {<newline46mondego>            super.getTreeCellRendererComponent(tree, value, sel, expanded, leaf, row, hasFocus);<newline46mondego><newline46mondego>            // decide what icons you want by examining the node<newline46mondego>            if (value instanceof DefaultMutableTreeNode) {<newline46mondego>                DefaultMutableTreeNode node = (DefaultMutableTreeNode) value;<newline46mondego>                if (node.getUserObject() instanceof String) {<newline46mondego>                    // your root node, since you just put a String as a user obj                    <newline46mondego>                    setIcon(UIManager.getIcon(<doubleQuotes46>FileView.computerIcon<doubleQuotes46>));<newline46mondego>                } else if (node.getUserObject() instanceof Contact) {<newline46mondego>                    // decide based on some property of your Contact obj<newline46mondego>                    Contact contact = (Contact)  node.getUserObject();<newline46mondego>                    if (contact.isSomeProperty()) {<newline46mondego>                        setIcon(UIManager.getIcon(<doubleQuotes46>FileView.hardDriveIcon<doubleQuotes46>));<newline46mondego>                    } else {<newline46mondego>                        setIcon(UIManager.getIcon(<doubleQuotes46>FileChooser.homeFolderIcon<doubleQuotes46>));<newline46mondego>                    }<newline46mondego>                }<newline46mondego>            }<newline46mondego><newline46mondego>            return this;<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4565splitHere46","13760605splitHere46","java.util.Properties"
"4566splitHere46","13760605splitHere46","next()"
"4567splitHere46","13760605splitHere46","Properties prop = new Properties();<newline46mondego><newline46mondego>try {<newline46mondego>  prop.load(new FileInputStream(removeSpaces(name)+<doubleQuotes46>.txt<doubleQuotes46>));<newline46mondego>  cust.setAge(Integer.parseInt(prop.getProperty(<doubleQuotes46>age<doubleQuotes46>)));<newline46mondego>} catch (IOException e) {<newline46mondego>  e.printStackTrace();<newline46mondego>}<newline46mondego>"
"4568splitHere46","13760605splitHere46","age=19<newline46mondego>name=kkkk<newline46mondego>started_at=06/12/2012<newline46mondego>starting_weight=85.0<newline46mondego>"
"4569splitHere46","13760846splitHere46","log4j.properties"
"4570splitHere46","13760846splitHere46","src/main/resources"
"4571splitHere46","13760846splitHere46","log4j.jar"
"4572splitHere46","13760846splitHere46","pom.xml"
"4573splitHere46","13760929splitHere46","Thread.interrupted()"
"4574splitHere46","13760929splitHere46","true"
"4575splitHere46","13760929splitHere46","InterruptedException"
"4576splitHere46","13760938splitHere46","(?<=\\|\\d)\\|<newline46mondego>            --<newline46mondego>             |<newline46mondego>             |->kept | out so it doesnt get included in the result!<newline46mondego>"
"4577splitHere46","13761036splitHere46","Intent intent = getIntent();<newline46mondego>String actu_ip = intent.getStringExtra(IPEntry.ACTUALSMARTIP);<newline46mondego>"
"4578splitHere46","13761036splitHere46","getIntent()"
"4579splitHere46","13761036splitHere46","onCreate()"
"4580splitHere46","13761036splitHere46","Intent intent;<newline46mondego>String actu_ip;<newline46mondego><newline46mondego>@Override<newline46mondego>public void onCreate(Bundle savedInstanceState) {<newline46mondego>    ....<newline46mondego>    Intent intent = getIntent();<newline46mondego>    String actu_ip = intent.getStringExtra(IPEntry.ACTUALSMARTIP);<newline46mondego>    ....<newline46mondego>}<newline46mondego>"
"4581splitHere46","13761098splitHere46","int"
"4582splitHere46","13761098splitHere46","|"
"4583splitHere46","13761098splitHere46","0xFFFFFFF0"
"4584splitHere46","13761098splitHere46","|"
"4585splitHere46","13761098splitHere46","data[0]"
"4586splitHere46","13761098splitHere46","& 0xff"
"4587splitHere46","13761098splitHere46","0x000000F0"
"4588splitHere46","13761098splitHere46","int masked = data[0] << 8 & 0xFF | data[1] & 0xFF;<newline46mondego>"
"4589splitHere46","13761098splitHere46","int masked = ((data[0] & 0xff) << 8) | (data[1] & 0xFF);<newline46mondego>"
"4590splitHere46","13761098splitHere46","&"
"4591splitHere46","13761098splitHere46","<<"
"4592splitHere46","13761098splitHere46","|"
"4593splitHere46","13761314splitHere46","int"
"4594splitHere46","13761314splitHere46","System.out.println(<doubleQuotes46>Enter a month 1-12: <doubleQuotes46>);<newline46mondego>int inputMonth = input.nextInt();<newline46mondego><newline46mondego>// This will hold our result.<newline46mondego>int convertedMonth; <newline46mondego>// Convert January to 13 and February to 14; Zeller's requirement<newline46mondego>if (inputMonth == 1){<newline46mondego>   convertedMonth = 13;<newline46mondego>}<newline46mondego>else if (inputMonth == 2){<newline46mondego>   convertedMonth = 14;<newline46mondego>}<newline46mondego>else{<newline46mondego>   convertedMonth = inputMonth;<newline46mondego>}<newline46mondego>"
"4595splitHere46","13761314splitHere46","m"
"4596splitHere46","13761314splitHere46","convertedMonth"
"4597splitHere46","13761314splitHere46","int convertedMounth = inputMonth;<newline46mondego>"
"4598splitHere46","13761357splitHere46","passport"
"4599splitHere46","13761357splitHere46","flight_id"
"4600splitHere46","13761357splitHere46","getReference()"
"4601splitHere46","13761357splitHere46","booking.setPassportNum(em.getReference(Passenger.class, passport));<newline46mondego>booking.setFlightId(em.getReference(Flight.class, flight_id));<newline46mondego>"
"4602splitHere46","13761357splitHere46","Passengers_Flights"
"4603splitHere46","13761357splitHere46","@ManyToMany"
"4604splitHere46","13761412splitHere46","import java.awt.BorderLayout;<newline46mondego>import java.awt.FlowLayout;<newline46mondego>import java.awt.event.ActionEvent;<newline46mondego>import java.awt.event.ActionListener;<newline46mondego>import java.util.Vector;<newline46mondego><newline46mondego>import javax.swing.JButton;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JOptionPane;<newline46mondego>import javax.swing.JScrollPane;<newline46mondego>import javax.swing.JTable;<newline46mondego>import javax.swing.SwingUtilities;<newline46mondego>import javax.swing.UIManager;<newline46mondego>import javax.swing.UnsupportedLookAndFeelException;<newline46mondego>import javax.swing.table.DefaultTableModel;<newline46mondego>import javax.swing.table.JTableHeader;<newline46mondego><newline46mondego>public class TestTable2 {<newline46mondego><newline46mondego>    protected void initUI() {<newline46mondego>        DefaultTableModel model = new DefaultTableModel();<newline46mondego>        for (int i = 0; i < 5; i++) {<newline46mondego>            model.addColumn(<doubleQuotes46>Col-<doubleQuotes46> + (i + 1));<newline46mondego>        }<newline46mondego>        for (int i = 0; i < 200; i++) {<newline46mondego>            Vector<Object> row = new Vector<Object>();<newline46mondego>            for (int j = 0; j < 5; j++) {<newline46mondego>                row.add(<doubleQuotes46>New cell - <doubleQuotes46> + (j + 1));<newline46mondego>            }<newline46mondego>            model.addRow(row);<newline46mondego>        }<newline46mondego>        JTable table = new JTable(model);<newline46mondego>        final JButton button = new JButton(<doubleQuotes46>Click me<doubleQuotes46>);<newline46mondego>        button.addActionListener(new ActionListener() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void actionPerformed(ActionEvent e) {<newline46mondego>                JOptionPane.showMessageDialog(button, <doubleQuotes46>You have clicked me<doubleQuotes46>);<newline46mondego>            }<newline46mondego>        });<newline46mondego>        JTableHeader header = table.getTableHeader();<newline46mondego>        header.setLayout(new FlowLayout(FlowLayout.TRAILING, 5, 0));<newline46mondego>        header.add(button);<newline46mondego>        JFrame frame = new JFrame(TestTable2.class.getSimpleName());<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        JScrollPane scrollpane = new JScrollPane(table);<newline46mondego>        frame.add(scrollpane, BorderLayout.CENTER);<newline46mondego>        frame.pack();<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException,<newline46mondego>            UnsupportedLookAndFeelException {<newline46mondego>        UIManager.setLookAndFeel(UIManager.getSystemLookAndFeelClassName());<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                new TestTable2().initUI();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"4605splitHere46","13761588splitHere46","DO 20 I = 1, 512<newline46mondego>"
"4606splitHere46","13761588splitHere46","20"
"4607splitHere46","13761588splitHere46","40"
"4608splitHere46","13761588splitHere46","DO I = 1, 512<newline46mondego>       SUM(I) = 0<newline46mondego>       DO J = 1, I<newline46mondego>          SUM(I) = SUM(I) + 1<newline46mondego>       END DO<newline46mondego>    END DO<newline46mondego>"
"4609splitHere46","13761588splitHere46","SUM"
"4610splitHere46","13761588splitHere46","DO I = 1, 512<newline46mondego>          SUM(I) = I<newline46mondego>       END DO<newline46mondego>"
"4611splitHere46","13761588splitHere46","SUM = [(I,I=1,512)]<newline46mondego>"
"4612splitHere46","13761588splitHere46","I"
"4613splitHere46","13761588splitHere46","SUM"
"4614splitHere46","13761588splitHere46","I"
"4615splitHere46","13761588splitHere46","512"
"4616splitHere46","13761588splitHere46","1+2+3+4+...+512"
"4617splitHere46","13761588splitHere46","F-"
"4618splitHere46","13761588splitHere46","N"
"4619splitHere46","13761588splitHere46","F-"
"4620splitHere46","13761599splitHere46","public static <T> ArrayList<T> getViewsFromViewGroup(ViewGroup root, Class<T> clazz) {<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"4621splitHere46","13761599splitHere46","Class"
"4622splitHere46","13761599splitHere46","T"
"4623splitHere46","13761599splitHere46","clazz"
"4624splitHere46","13761642splitHere46","Handler[] handlers =<newline46mondego>  Logger.getLogger( <doubleQuotes46><doubleQuotes46> ).getHandlers();<newline46mondego>for ( int index = 0; index < handlers.length; index++ ) {<newline46mondego>  handlers[index].setLevel( Level.SEVERE);<newline46mondego>}<newline46mondego>"
"4625splitHere46","13761702splitHere46","C:\opencv\build\x86\vc10\bin;C:\opencv\build\common\tbb\ia32\vc10\<newline46mondego>"
"4626splitHere46","13761702splitHere46","C:\opencv\build\x64\vc10\bin;C:\opencv\build\common\tbb\intel64\vc10\<newline46mondego>"
"4627splitHere46","13761739splitHere46","/**<newline46mondego> * computes single bone influence<newline46mondego> *<newline46mondego> * @param m current bone transformation Matrix<newline46mondego> * @param t position vector<newline46mondego> * @param f flag: 1 position, 0 direction<newline46mondego> * @return Vector3 single bone influence<newline46mondego> */<newline46mondego>private static Vector3 getSingleBoneInfluence(Matrix4 m, Vector3 t, float f) {<newline46mondego>    float[] pI = new float[4];<newline46mondego>    pI[0] = m.values[0]  * t.x + m.values[4]  * t.y + m.values[8]  * t.z + m.values[12]  * f;<newline46mondego>    pI[1] = m.values[1]  * t.x + m.values[5]  * t.y + m.values[9]  * t.z + m.values[13]  * f;<newline46mondego>    pI[2] = m.values[2]  * t.x + m.values[6]  * t.y + m.values[10] * t.z + m.values[14]  * f;<newline46mondego><newline46mondego>    return Vector3.createNew(pI[0], pI[1], pI[2]);<newline46mondego>}<newline46mondego>"
"4628splitHere46","13761749splitHere46","String url = <doubleQuotes46>jdbc:mysql://localhost:3306/mydb<doubleQuotes46>;<newline46mondego>"
"4629splitHere46","13761749splitHere46","con = DriverManager.getConnection(url + db, user, pass);<newline46mondego>"
"4630splitHere46","13761749splitHere46","<doubleQuotes46>jdbc:mysql://localhost:3306/mydbmyDB<doubleQuotes46><newline46mondego>"
"4631splitHere46","13761749splitHere46","mysql-connector-java-5.1.18-bin.jar"
"4632splitHere46","13761749splitHere46","YOUR_WEBAPPS_FOLDER/YOUR_WEBAPP/WEB-INF/lib/<newline46mondego>"
