"1splitHere46","11049972splitHere46","public static int count(List list) {<newline46mondego>  int sum = 0;<newline46mondego>  for(Object o: list) {<newline46mondego>     sum += o instanceof List ? count((List) o) : 1;<newline46mondego>  }<newline46mondego>  return sum;<newline46mondego>}<newline46mondego>"
"5981splitHere46","11204788splitHere46","System.out.println"
"5982splitHere46","11204788splitHere46","long startTime = System.currentTimeMillis();<newline46mondego>solveTowerOfHanoi(i, <doubleQuotes46>A<doubleQuotes46>, <doubleQuotes46>B<doubleQuotes46>, <doubleQuotes46>C<doubleQuotes46>);<newline46mondego>long endTime = System.currentTimeMillis();<newline46mondego>System.out.println(<doubleQuotes46>Time taken for <doubleQuotes46> + i + <doubleQuotes46>: <doubleQuotes46> + (endTime - startTime));<newline46mondego>"
"5983splitHere46","11204788splitHere46","nanoTime"
"5984splitHere46","11204788splitHere46","currentTimeMillis"
"5985splitHere46","11204788splitHere46","nanoTime"
"5986splitHere46","11204788splitHere46","| Discs | milliS | nanoS      |<newline46mondego>|    1: |      0 |       7000 |<newline46mondego>|    2: |      0 |       4000 |<newline46mondego>|    3: |      0 |       6000 |<newline46mondego>|    4: |      0 |      11000 |<newline46mondego>|    5: |      0 |      22000 |<newline46mondego>|    6: |      0 |      43000 |<newline46mondego>|    7: |      0 |      84000 |<newline46mondego>|    8: |      0 |     172000 |<newline46mondego>|    9: |      1 |     331000 |<newline46mondego>|   10: |      0 |     663000 |<newline46mondego>|   11: |      2 |    1334000 |<newline46mondego>|   12: |      2 |    2632000 |<newline46mondego>|   13: |      6 |    5265000 |<newline46mondego>|   14: |     11 |   10476000 |<newline46mondego>|   15: |     21 |   22034000 |<newline46mondego>|   16: |     42 |   43407000 |<newline46mondego>|   17: |     85 |   89683000 |<newline46mondego>|   18: |    169 |  171209000 |<newline46mondego>|   19: |    337 | -655065000 |<newline46mondego>|   20: |    673 |  688203000 |<newline46mondego>|   21: |   1345 | -814465000 |<newline46mondego>|   22: |   2708 |  707742000 |<newline46mondego>|   23: |   5531 | -533716000 |<newline46mondego>|   24: |  10918 | -140615000 |<newline46mondego>|   25: |  21542 |  628928000 |<newline46mondego>|   26: |  42889 |   97892000 |<newline46mondego>|   27: |  85698 |  325197000 |<newline46mondego>|   28: | 172370 |  -80280000 |<newline46mondego>|   29: | 345650 |  110795000 |<newline46mondego>|   30: | 685006 |  453388000 |<newline46mondego>"
"5987splitHere46","11204788splitHere46","javac -v => Eclipse Java Compiler v_677_R32x, 3.2.1 release, Copyright IBM Corp 2000, 2006. All rights reserved.<newline46mondego><newline46mondego>java --version => java version <doubleQuotes46>1.4.2<doubleQuotes46><newline46mondego>gij (GNU libgcj) version 4.1.2 20071124 (Red Hat 4.1.2-42)<newline46mondego>"
"5988splitHere46","11204947splitHere46","Object[] options = {<doubleQuotes46>OK<doubleQuotes46>};<newline46mondego>    int n = JOptionPane.showOptionDialog(frame,<newline46mondego>                   <doubleQuotes46>Message here <doubleQuotes46>,<doubleQuotes46>Title<doubleQuotes46>,<newline46mondego>                   JOptionPane.PLAIN_MESSAGE,<newline46mondego>                   JOptionPane.QUESTION_MESSAGE,<newline46mondego>                   null,<newline46mondego>                   options,<newline46mondego>                   options[0]);<newline46mondego>"
"5989splitHere46","11204980splitHere46","getTextComponent(ActionEvent)"
"5990splitHere46","11204980splitHere46","Action logSelected = new TextAction(<doubleQuotes46>log selected<doubleQuotes46>) {<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void actionPerformed(ActionEvent e) {<newline46mondego>            JTextComponent text = getTextComponent(e);<newline46mondego>            System.out.println(<doubleQuotes46>selected: <doubleQuotes46> + text.getSelectedText());<newline46mondego>        }<newline46mondego><newline46mondego>    };<newline46mondego><newline46mondego>    JComponent content = new JPanel();<newline46mondego>    content.add(new JTextField(<doubleQuotes46>sometext<doubleQuotes46>, 20));<newline46mondego>    content.add(new JTextField(<doubleQuotes46>other content<doubleQuotes46>, 20));<newline46mondego>    content.add(new JCheckBox(<doubleQuotes46>just some focusable comp<doubleQuotes46>));<newline46mondego>    content.add(new JButton(logSelected));<newline46mondego>"
"5991splitHere46","11205019splitHere46","private static class MyEventQueue extends EventQueue {<newline46mondego><newline46mondego>    private Deque<Runnable> onceIdle = new LinkedList<Runnable>();<newline46mondego><newline46mondego>    public MyEventQueue() {<newline46mondego>        Toolkit.getDefaultToolkit().getSystemEventQueue().push(this);<newline46mondego>    }<newline46mondego><newline46mondego>    public void runOnceIdle(Runnable toRun) {<newline46mondego>        onceIdle.addLast(toRun);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    protected void dispatchEvent(AWTEvent event) {<newline46mondego>        super.dispatchEvent(event);<newline46mondego>        if (peekEvent() == null) {<newline46mondego>            for (Runnable toRun : onceIdle) {<newline46mondego>                toRun.run();<newline46mondego>            }<newline46mondego>            onceIdle.clear();<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5992splitHere46","11205019splitHere46","runOnceIdle()"
"5993splitHere46","11205032splitHere46","System.out.println((int)ks.getKeyChar());"
"5994splitHere46","11205032splitHere46","keyChar"
"5995splitHere46","11205032splitHere46","KeyEvent.CHAR_UNDEFINED"
"5996splitHere46","11205032splitHere46","AWTKeyStroke ks = AWTKeyStroke.getAWTKeyStroke(<doubleQuotes46>typed A<doubleQuotes46>);"
"5997splitHere46","11205032splitHere46","A"
"5998splitHere46","11205032splitHere46","AWTKeyStroke ks = AWTKeyStroke.getAWTKeyStroke(<doubleQuotes46>typed F4<doubleQuotes46>);"
"5999splitHere46","11205159splitHere46","str.split(path_separator);"
"6000splitHere46","11205159splitHere46","String path_separator = <doubleQuotes46>Path separator is: <doubleQuotes46> + System.getProperty(<doubleQuotes46>path.separator<doubleQuotes46>); <newline46mondego>"
"6001splitHere46","11205159splitHere46","str.split(System.getProperty(<doubleQuotes46>path.separator<doubleQuotes46>)); <newline46mondego>"
"6002splitHere46","11205160splitHere46","subprocess.check_output([<doubleQuotes46>java<doubleQuotes46>, <doubleQuotes46>-classpath<doubleQuotes46>, <doubleQuotes46>/Users/feralvam/Programas/semanticvectors-3.4/semanticvectors-3.4.jar:/Users/feralvam/Programas/lucene-3.5.0/lucene-core-3.5.0.jar:/Users/feralvam/Programas/lucene-3.5.0/contrib/demo/lucene-demo-3.5.0.jar:<doubleQuotes46>, <doubleQuotes46>pitt.search.semanticvectors.CompareTerms<doubleQuotes46>, <doubleQuotes46>-queryvectorfile<doubleQuotes46>,<doubleQuotes46>/Users/feralvam/termvectors.bin<doubleQuotes46>,<doubleQuotes46>term1<doubleQuotes46>,<doubleQuotes46>term2<doubleQuotes46>])<newline46mondego>"
"6003splitHere46","11205178splitHere46","Map<K, Collection<V>>"
"6004splitHere46","11205178splitHere46","Map<K, Set<V>>"
"6005splitHere46","11205178splitHere46","@SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>) // Safe because SetMultimap guarantees this.<newline46mondego>final Map<String, Set<Integer>> mapOfSets = <newline46mondego>    (Map<String, Set<Integer>>) (Map<?, ?>) multimap.asMap();<newline46mondego>"
"6006splitHere46","11205372splitHere46","<jaxws:bindings<newline46mondego>xmlns:xsd=<doubleQuotes46>http://www.w3.org/2001/XMLSchema<doubleQuotes46><newline46mondego>xmlns:jaxb=<doubleQuotes46>http://java.sun.com/xml/ns/jaxb<doubleQuotes46><newline46mondego>xmlns:wsdl=<doubleQuotes46>http://schemas.xmlsoap.org/wsdl/<doubleQuotes46><newline46mondego>xmlns:jaxws=<doubleQuotes46>http://java.sun.com/xml/ns/jaxws<doubleQuotes46><newline46mondego>xmlns:javaee=<doubleQuotes46>http://java.sun.com/xml/ns/javaee<doubleQuotes46><newline46mondego>wsdlLocation=<doubleQuotes46>../etc/MessageStudio.wsdl<doubleQuotes46>><newline46mondego><newline46mondego><jaxws:bindings node=<doubleQuotes46>wsdl:definitions<doubleQuotes46>><newline46mondego>    <javaee:handler-chains><newline46mondego>        <javaee:handler-chain><newline46mondego>            <javaee:handler-chain-name>StrongmailHandlers</javaee:handler-chain-name>               <newline46mondego>            <javaee:handler><newline46mondego>                <javaee:handler-name>OrganizationTokenHandler</javaee:handler-name>         <newline46mondego>                <javaee:handler-class>com.bossmedia.strongmailadapter.deliveryadapter.OrganizationTokenHandler</javaee:handler-class>           <newline46mondego>            </javaee:handler>                     <newline46mondego>        </javaee:handler-chain><newline46mondego>    </javaee:handler-chains><newline46mondego></jaxws:bindings><newline46mondego>"
"6007splitHere46","11205477splitHere46","protected void reduce(K key, Iterable<V> values, Context context) {<newline46mondego>    for (V value : values) {<newline46mondego>        // key object contents will update for each iteration of this loop<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6008splitHere46","11205714splitHere46","List<String> list = new ArrayList<String>();<newline46mondego>list.add(<doubleQuotes46>abc<doubleQuotes46>);<newline46mondego>list.add(null);<newline46mondego>list.add(<doubleQuotes46>def<doubleQuotes46>);<newline46mondego>list.removeAll(Collections.singletonList(null));<newline46mondego>System.out.println(list);  //[abc, def]<newline46mondego>"
"6009splitHere46","11205714splitHere46","Collections.singletonList(null)"
"6010splitHere46","11205714splitHere46","list"
"6011splitHere46","11205714splitHere46","List<String> list = Arrays.asList(<doubleQuotes46>abc<doubleQuotes46>, null, <doubleQuotes46>def<doubleQuotes46>);<newline46mondego>list.removeAll(Collections.singletonList(null));<newline46mondego>"
"6012splitHere46","11205714splitHere46","UnsupportedOperationException"
"6013splitHere46","11205714splitHere46","singletonList()"
"6014splitHere46","11205714splitHere46","singletonList()"
"6015splitHere46","11205786splitHere46","env = os.environ.copy()<newline46mondego>env['LANG'] = 'en_US.UTF-8'<newline46mondego>subprocess.check_output( ..., env = env)<newline46mondego>"
"6016splitHere46","11205809splitHere46","Integer.MAX_VALUE"
"6017splitHere46","11205809splitHere46","private BlockingQueue<String> pq = new LinkedBlockingQueue<String>(1000);<newline46mondego>"
"6018splitHere46","11205809splitHere46","add"
"6019splitHere46","11205997splitHere46","public int[][] createGrid() {<newline46mondego>    int[][] grid = {{1, 1, 1, 1},<newline46mondego>        {1, 1, 1, 1},<newline46mondego>        {1, 1, 1, 1},<newline46mondego>        {1, 1, 1, 1}};<newline46mondego>    return grid;<newline46mondego>}<newline46mondego>"
"6020splitHere46","11205997splitHere46","Map mapInstance = new Map();<newline46mondego>int[][] grid = mapInstance.createGrid();<newline46mondego>for(int i = 0; i < grid.length; i++){<newline46mondego>       for(int j = 0; j < grid[0].length; j++){<newline46mondego><newline46mondego>       }<newline46mondego>   }<newline46mondego>"
"6021splitHere46","11206095splitHere46","itemRow.clear();<newline46mondego>"
"6022splitHere46","11206095splitHere46","ArrayList<Object> itemRow = new ArrayList<Object>();<newline46mondego>"
"6023splitHere46","11206227splitHere46","onEndPage"
"6024splitHere46","11206227splitHere46","onCloseDocument"
"6025splitHere46","11206275splitHere46","String query = <doubleQuotes46>SELECT COUNT(*) FROM <doubleQuotes46> + tableName + <doubleQuotes46> WHERE columnName = ?<doubleQuotes46>;<newline46mondego>cursor = db.rawQuery(query, new Sring[] {comment});<newline46mondego>"
"6026splitHere46","11206275splitHere46","if (c.moveToFirst()){ //<--------------<newline46mondego>   do{  //<---------if you not need the loop you can remove that<newline46mondego>       id = c.getInt(c.getColumnIndex(<doubleQuotes46>_id<doubleQuotes46>));<newline46mondego>   }while(cursor.moveToNext());<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego><newline46mondego>  c.close(); <newline46mondego>"
"6027splitHere46","11206335splitHere46","glTexCoord2f"
"6028splitHere46","11206335splitHere46","glTexImage"
"6029splitHere46","11206396splitHere46","/assets"
"6030splitHere46","11206396splitHere46","InputStream"
"6031splitHere46","11206396splitHere46","AssetManager"
"6032splitHere46","11206396splitHere46","InputStream in = getAssets().open(<doubleQuotes46>data.txt<doubleQuotes46>);<newline46mondego>"
"6033splitHere46","11206396splitHere46","StringBuilder"
"6034splitHere46","11206396splitHere46","Reader"
"6035splitHere46","11206396splitHere46","//The buffered reader has a method readLine() that reads an entire line from the file, InputStreamReader is a reader that reads from a stream.<newline46mondego>BufferedReader reader = new BufferedReader(new InputStreamReader(in));<newline46mondego>//This is the StringBuilder that we will add the lines to:<newline46mondego>StringBuilder sb = new StringBuilder(512);<newline46mondego>String line;<newline46mondego>//While we can read a line, append it to the StringBuilder:<newline46mondego>while((line = reader.readLine()) != null){<newline46mondego>    sb.append(line);<newline46mondego>}<newline46mondego>//Close the stream:<newline46mondego>reader.close();<newline46mondego>//and return the result:<newline46mondego>return sb.toString();<newline46mondego>"
"6036splitHere46","11206420splitHere46","JPanel"
"6037splitHere46","11206420splitHere46","paintComponent"
"6038splitHere46","11206420splitHere46","public void paintComponent(Graphics g) {<newline46mondego><newline46mondego>    super.paintComponent(g);<newline46mondego><newline46mondego>    // Draw ellipse here<newline46mondego><newline46mondego>    // Draw your image here. It will be drawn on top of the ellipse.<newline46mondego><newline46mondego>}<newline46mondego>"
"6039splitHere46","11206420splitHere46","CustomPanel"
"6040splitHere46","11206420splitHere46","repaint()"
"6041splitHere46","11206540splitHere46","Collections.sort()"
"6042splitHere46","11206540splitHere46","Comparator"
"6043splitHere46","11206540splitHere46","Collections.sort(friends,<newline46mondego>                 new Comparator<FriendProfile>()<newline46mondego>                 {<newline46mondego>                     public int compare(FriendProfile o1,<newline46mondego>                                        FriendProfile o2)<newline46mondego>                     {<newline46mondego>                         if (o1.getUserPosition() ==<newline46mondego>                                 o2.getUserPosition())<newline46mondego>                         {<newline46mondego>                             return 0;<newline46mondego>                         }<newline46mondego>                         else if (o1.getUserPosition() <<newline46mondego>                                      o2.getUserPosition())<newline46mondego>                         {<newline46mondego>                             return -1;<newline46mondego>                         }<newline46mondego>                         return 1;<newline46mondego>                     }<newline46mondego>                 });<newline46mondego>"
"6044splitHere46","11206540splitHere46","FriendProfile"
"6045splitHere46","11206540splitHere46","Comparable<FriendProfile>"
"6046splitHere46","11206822splitHere46","showmount -e"
"6047splitHere46","11206822splitHere46","smbclient -L"
"6048splitHere46","11206874splitHere46","List<Person>"
"6049splitHere46","11206874splitHere46","public class PersonTableModel extends AbstractTableModel {<newline46mondego><newline46mondego>    private List<Person> persons;<newline46mondego><newline46mondego>    public int getRowCount() {<newline46mondego>        return persons.size();<newline46mondego>    }<newline46mondego><newline46mondego>    public int getColumnCount() {<newline46mondego>        return 3;<newline46mondego>    }<newline46mondego><newline46mondego>    public Object getValueAt(int row, int col) {<newline46mondego>        if (col == 0) {<newline46mondego>            return row + 1;<newline46mondego>        }<newline46mondego>        else if (col == 1) {<newline46mondego>            return persons.get(row).getFirstName();<newline46mondego>        }<newline46mondego>        else {<newline46mondego>            return persons.get(row).getLastName();<newline46mondego>        }<newline46mondego>    }<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"6050splitHere46","11206885splitHere46","R.id.context_menu_header"
"6051splitHere46","11206885splitHere46","R.layout.layout_file"
"6052splitHere46","11207104splitHere46","Query.list()"
"6053splitHere46","11207104splitHere46","Session.load()"
"6054splitHere46","11207104splitHere46","session1.load(entity); session2.save(entity); session1.load(entity);"
"6055splitHere46","11207104splitHere46","session1"
"6056splitHere46","11207104splitHere46","session2"
"6057splitHere46","11207104splitHere46","evict()"
"6058splitHere46","11207104splitHere46","<version>"
"6059splitHere46","11207212splitHere46","table_daily.setModel(DbUtils.resultSetToTableModel(rs1));<newline46mondego>    table_daily.setModel(DbUtils.resultSetToTableModel(rs2));<newline46mondego>"
"6060splitHere46","11207401splitHere46","cd"
"6061splitHere46","11207401splitHere46","exec"
"6062splitHere46","11207475splitHere46","String dateS = <doubleQuotes46>M-27\nJUN-2012<doubleQuotes46>;  // your date string<newline46mondego>SimpleDateFormat fmt = new SimpleDateFormat(<doubleQuotes46>dd\nMMM-yyyy<doubleQuotes46>); // formatter<newline46mondego>Date date = fmt.parse(dateS.substring(2));<newline46mondego>System.out.println(date);<newline46mondego>"
"6063splitHere46","11207477splitHere46","descriptor.setHasMultipleTableConstraintDependecy(true);<newline46mondego>"
"6064splitHere46","11207534splitHere46","DateFormat"
"6065splitHere46","11207534splitHere46","DateFormat.format()"
"6066splitHere46","11207534splitHere46","DateFormat.parse()"
"6067splitHere46","11207534splitHere46","Date.toString()"
"6068splitHere46","11207759splitHere46","compareTo()"
"6069splitHere46","11207759splitHere46","C"
"6070splitHere46","11207759splitHere46","e1.compareTo(e2) == 0"
"6071splitHere46","11207759splitHere46","e1.equals(e2)"
"6072splitHere46","11207759splitHere46","e1"
"6073splitHere46","11207759splitHere46","e2"
"6074splitHere46","11207759splitHere46","C"
"6075splitHere46","11207759splitHere46","null"
"6076splitHere46","11207759splitHere46","e.compareTo(null)"
"6077splitHere46","11207759splitHere46","NullPointerException"
"6078splitHere46","11207759splitHere46","e.equals(null)"
"6079splitHere46","11207759splitHere46","false"
"6080splitHere46","11207759splitHere46",".equals()"
"6081splitHere46","11207759splitHere46","false"
"6082splitHere46","11207759splitHere46","x"
"6083splitHere46","11207759splitHere46","x.equals(null)"
"6084splitHere46","11207759splitHere46","false"
"6085splitHere46","11208148splitHere46","JLabel"
"6086splitHere46","11208349splitHere46","(proxy [Enum org.neo4j.graphdb.RelationshipType] [ <doubleQuotes46>KNOWS<doubleQuotes46> 1 ])<newline46mondego>"
"6087splitHere46","11208524splitHere46","Path"
"6088splitHere46","11208524splitHere46","static"
"6089splitHere46","11208562splitHere46","<exclusions>"
"6090splitHere46","11208574splitHere46","/**<newline46mondego> * Allocates a new {@code String} so that it represents the sequence of<newline46mondego> * characters currently contained in the character array argument. The<newline46mondego> * contents of the character array are copied; subsequent modification of<newline46mondego> * the character array does not affect the newly created string.<newline46mondego> *<newline46mondego> * @param  value<newline46mondego> *         The initial value of the string<newline46mondego> */<newline46mondego>public String(char value[]) {<newline46mondego>    int size = value.length;<newline46mondego>    this.offset = 0;<newline46mondego>    this.count = size;<newline46mondego>    this.value = Arrays.copyOf(value, size);<newline46mondego>}<newline46mondego>"
"6091splitHere46","11208685splitHere46","byte[]"
"6092splitHere46","11208685splitHere46","byte[] CDRIVES = hexStringToByteArray(<doubleQuotes46>e04fd020ea3a6910a2d808002b30309d<doubleQuotes46>);<newline46mondego>"
"6093splitHere46","11208685splitHere46","public static byte[] hexStringToByteArray(String s) {<newline46mondego>    int len = s.length();<newline46mondego>    byte[] data = new byte[len / 2];<newline46mondego>    for (int i = 0; i < len; i += 2) {<newline46mondego>        data[i / 2] = (byte) ((Character.digit(s.charAt(i), 16) << 4)<newline46mondego>                             + Character.digit(s.charAt(i+1), 16));<newline46mondego>    }<newline46mondego>    return data;<newline46mondego>}<newline46mondego>"
"6094splitHere46","11208685splitHere46","static"
"6095splitHere46","11208685splitHere46","final"
"6096splitHere46","11208687splitHere46","Option"
"6097splitHere46","11208709splitHere46","List<Dogs> dogList = new ArrayList<Dogs>();"
"6098splitHere46","11208709splitHere46","Set<Dogs> dogList = new HashSet<Dogs>();"
"6099splitHere46","11208741splitHere46","public abstract class AjaxTimerFormSubmitBehavior extends AbstractAjaxTimerBehavior {<newline46mondego><newline46mondego>    /**<newline46mondego>     * should never be accessed directly (thus the __ cause its overkill to<newline46mondego>     * create a super class), instead always use #getForm()<newline46mondego>     */<newline46mondego>    private Form<?> __form;<newline46mondego><newline46mondego>    private boolean defaultProcessing = true;<newline46mondego><newline46mondego>    /**<newline46mondego>     * @param updateInterval<newline46mondego>     */<newline46mondego>    public AjaxTimerFormSubmitBehavior(Duration updateInterval) {<newline46mondego>        this(null, updateInterval);<newline46mondego>    }<newline46mondego><newline46mondego>    public AjaxTimerFormSubmitBehavior(Form<?> form, Duration updateInterval) {<newline46mondego>        super(updateInterval);<newline46mondego>        __form = form;<newline46mondego><newline46mondego>        if (form != null) {<newline46mondego>            form.setOutputMarkupId(true);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    protected void onTimer(final AjaxRequestTarget target) {<newline46mondego>        getForm().getRootForm().onFormSubmitted(new IFormSubmitter() {<newline46mondego>            public Form<?> getForm() {<newline46mondego>                return AjaxTimerFormSubmitBehavior.this.getForm();<newline46mondego>            }<newline46mondego><newline46mondego>            public boolean getDefaultFormProcessing() {<newline46mondego>                return AjaxTimerFormSubmitBehavior.this.getDefaultProcessing();<newline46mondego>            }<newline46mondego><newline46mondego>            public void onSubmit() {<newline46mondego>                AjaxTimerFormSubmitBehavior.this.onSubmit(target);<newline46mondego>            }<newline46mondego><newline46mondego>            public void onError() {<newline46mondego>                AjaxTimerFormSubmitBehavior.this.onError(target);<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * @return Form that will be submitted by this behavior<newline46mondego>     */<newline46mondego>    public final Form<?> getForm() {<newline46mondego>        if (__form == null) {<newline46mondego>            __form = findForm();<newline46mondego><newline46mondego>            if (__form == null) {<newline46mondego>                throw new IllegalStateException(<newline46mondego>                        <doubleQuotes46>form was not specified in the constructor and cannot <doubleQuotes46><newline46mondego>                                + <doubleQuotes46>be found in the hierarchy of the component this behavior <doubleQuotes46><newline46mondego>                                + <doubleQuotes46>is attached to: Component=<doubleQuotes46><newline46mondego>                                + getComponent().toString(false));<newline46mondego>            }<newline46mondego>        }<newline46mondego>        return __form;<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * @see Button#getDefaultFormProcessing()<newline46mondego>     *<newline46mondego>     * @return {@code true} for default processing<newline46mondego>     */<newline46mondego>    public boolean getDefaultProcessing() {<newline46mondego>        return defaultProcessing;<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * Finds form that will be submitted<newline46mondego>     *<newline46mondego>     * @return form to submit or {@code null} if none found<newline46mondego>     */<newline46mondego>    protected Form<?> findForm() {<newline46mondego>        // try to find form in the hierarchy of owning component<newline46mondego>        Component component = getComponent();<newline46mondego>        if (component instanceof Form<?>) {<newline46mondego>            return (Form<?>) component;<newline46mondego>        } else {<newline46mondego>            return component.findParent(Form.class);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * Listener method that is invoked after the form has been submitted and<newline46mondego>     * processed without errors<newline46mondego>     *<newline46mondego>     * @param target<newline46mondego>     */<newline46mondego>    protected abstract void onSubmit(AjaxRequestTarget target);<newline46mondego><newline46mondego>    /**<newline46mondego>     * Listener method invoked when the form has been processed and errors<newline46mondego>     * occurred<newline46mondego>     *<newline46mondego>     * @param target<newline46mondego>     */<newline46mondego>    protected abstract void onError(AjaxRequestTarget target);<newline46mondego><newline46mondego>}<newline46mondego>"
"6100splitHere46","11208741splitHere46","public class HomePage extends WebPage {<newline46mondego>    private static final long serialVersionUID = 1L;<newline46mondego><newline46mondego>    private Integer counter = 0;<newline46mondego><newline46mondego>    public HomePage(final PageParameters parameters) {<newline46mondego>        final Label label = new Label(<doubleQuotes46>counter<doubleQuotes46>, new PropertyModel<Integer>(this, <doubleQuotes46>counter<doubleQuotes46>));<newline46mondego>        label.setOutputMarkupId(true);<newline46mondego>        add(label);<newline46mondego>        Form form = new Form(<doubleQuotes46>form<doubleQuotes46>);<newline46mondego>        form.add(new AjaxTimerFormSubmitBehavior(form, Duration.seconds(10)) {<newline46mondego><newline46mondego>            @Override<newline46mondego>            protected void onSubmit(AjaxRequestTarget target) {<newline46mondego>                counter++;<newline46mondego>                target.add(label);<newline46mondego>            }<newline46mondego><newline46mondego>            @Override<newline46mondego>            protected void onError(AjaxRequestTarget target) {<newline46mondego>                // TODO Auto-generated method stub<newline46mondego><newline46mondego>            }<newline46mondego>        });<newline46mondego>        add(form);<newline46mondego>    }<newline46mondego><newline46mondego>    public Integer getCounter() {<newline46mondego>        return counter;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setCounter(Integer counter) {<newline46mondego>        this.counter = counter;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6101splitHere46","11208852splitHere46","Document doc = DocumentBuilderFactory.newInstance().newDocumentBuilder().parse(link);<newline46mondego>"
"6102splitHere46","11208913splitHere46","Runnable#Thread"
"6103splitHere46","11208913splitHere46","invokeLater"
"6104splitHere46","11208913splitHere46","SwingWorker"
