"1splitHere46","6843305splitHere46","MouseEvent me = new MouseEvent(tree, 0, 0, 0, 100, 100, 1, false);<newline46mondego>for(MouseListener ml: tree.getMouseListeners()){<newline46mondego>    ml.mousePressed(me);<newline46mondego>}<newline46mondego>"
"4482splitHere46","6972724splitHere46","LocationManager locationManager = (LocationManager)this.getSystemService(Context.LOCATION_SERVICE);<newline46mondego>locationManager.requestLocationUpdates(LocationManager.GPS_PROVIDER, 0, 0, new LocationListener()..."
"4483splitHere46","6972724splitHere46","onLocationChanged()"
"4484splitHere46","6972739splitHere46","int hours = (int) (total / (60 * 60 * 1000));<newline46mondego>int minutes = (int) (total / (60 * 1000)) % 60;<newline46mondego>int seconds = (int) (total / 1000) % 60;<newline46mondego>"
"4485splitHere46","6972749splitHere46","XmlPullParser"
"4486splitHere46","6972749splitHere46","stringReader"
"4487splitHere46","6972749splitHere46","read"
"4488splitHere46","6972749splitHere46","SAXReader sr = new SAXReader();<newline46mondego>Document doc = sr.read(stringReader);<newline46mondego>System.out.println(doc.asXML());<newline46mondego>"
"4489splitHere46","6972749splitHere46","XmlPullParser"
"4490splitHere46","6972749splitHere46","event"
"4491splitHere46","6972795splitHere46","public static int indexOf(CharSequence input, String needle) {<newline46mondego>    if (input instanceof String) {<newline46mondego>        String text = (String) input;<newline46mondego>        return text.indexOf(needle);<newline46mondego>    }<newline46mondego>    if (input instanceof StringBuilder) {<newline46mondego>        StringBuilder text = (StringBuilder) input;<newline46mondego>        return text.indexOf(needle);<newline46mondego>    }<newline46mondego>    // TODO: Do this without calling toString() :)<newline46mondego>    return input.toString().indexOf(needle);<newline46mondego>}<newline46mondego>"
"4492splitHere46","6972804splitHere46","LongBuffer"
"4493splitHere46","6972804splitHere46","DoubleBuffer"
"4494splitHere46","6972804splitHere46","ByteBuffer"
"4495splitHere46","6972804splitHere46","position()"
"4496splitHere46","6972804splitHere46","slice()"
"4497splitHere46","6972804splitHere46","asLongBuffer()"
"4498splitHere46","6972804splitHere46","asDouble()"
"4499splitHere46","6972804splitHere46","put()"
"4500splitHere46","6972810splitHere46","<!-- This is the parent layout -->    <newline46mondego><RelativeLayout<newline46mondego> android:layout_height=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego> android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46> ><newline46mondego><newline46mondego>     <!-- Layout for your buttons at bottom --><newline46mondego>     <LinearLayout<newline46mondego>        android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>        android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>        android:layout_alignParentBottom=<doubleQuotes46>true<doubleQuotes46>><newline46mondego>        <!-- weight = 1 would mean both buttons are of equal width --><newline46mondego>        <Button<newline46mondego>        android:layout_height=<doubleQuotes46>wrap_parent<doubleQuotes46><newline46mondego>        android:layout_width=<doubleQuotes46>0dp<doubleQuotes46><newline46mondego>        android:layout_weight=<doubleQuotes46>1.0<doubleQuotes46> />        <newline46mondego>        <Button<newline46mondego>        android:layout_height=<doubleQuotes46>wrap_parent<doubleQuotes46><newline46mondego>        android:layout_width=<doubleQuotes46>0dp<doubleQuotes46><newline46mondego>        android:layout_weight=<doubleQuotes46>1.0<doubleQuotes46> /><newline46mondego><newline46mondego>     </LinearLayout><newline46mondego></RelativeLayout><newline46mondego>"
"4501splitHere46","6972846splitHere46","System.out.println"
"4502splitHere46","6972846splitHere46","System.out.println(<doubleQuotes46>Before parsing: [<doubleQuotes46> + lastEntryDate + <doubleQuotes46>]<doubleQuotes46>);<newline46mondego>Date date = formatter.parse(lastEntryDate);<newline46mondego>System.out.println(<doubleQuotes46>After parsing: [<doubleQuotes46> + date + <doubleQuotes46>]<doubleQuotes46>);<newline46mondego>"
"4503splitHere46","6972846splitHere46","SimpleDateFormat"
"4504splitHere46","6972851splitHere46","public"
"4505splitHere46","6972851splitHere46","protected"
"4506splitHere46","6972900splitHere46","Charset"
"4507splitHere46","6973241splitHere46","ProcessStartInfo"
"4508splitHere46","6973241splitHere46","ProcessStartInfo startInfo = new ProcessStartInfo();<newline46mondego><newline46mondego>// specify the address of your java app<newline46mondego>startInfo.FileName = <doubleQuotes46>JVM_PATH_HERE.EXE<doubleQuotes46>;<newline46mondego><newline46mondego>// input for your java app<newline46mondego>startInfo.Arguments = <doubleQuotes46>-jar JAVA_APP_PATH_HERE.exe<doubleQuotes46>;<newline46mondego><newline46mondego>// do not show your java app window<newline46mondego>startInfo.WindowStyle = ProcessWindowStyle.Hidden;<newline46mondego><newline46mondego>// redirect standart input/output for your needs<newline46mondego>startInfo.RedirectStandardInput = true;<newline46mondego>startInfo.RedirectStandardOutput = true;<newline46mondego><newline46mondego>using (Process javaProc = Process.Start(startInfo))<newline46mondego>{<newline46mondego>    StreamReader oReader2 = p.StandardOutput;<newline46mondego><newline46mondego>    // get results from your java app<newline46mondego>    string javaResults = oReader2.ReadToEnd();<newline46mondego>    oReader2.Close();<newline46mondego><newline46mondego>    // do whatever your like with results;<newline46mondego>    AnalizeResults(javaResults);<newline46mondego>}<newline46mondego>"
"4509splitHere46","6973271splitHere46","@Stateless"
"4510splitHere46","6973271splitHere46","User"
"4511splitHere46","6973288splitHere46","InputStream"
"4512splitHere46","6973288splitHere46","BufferedInputStream"
"4513splitHere46","6973288splitHere46","read()"
"4514splitHere46","6973307splitHere46","<ListView android:id=<doubleQuotes46>@+id/android:list<doubleQuotes46> android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>    android:layout_width=<doubleQuotes46>match_parent<doubleQuotes46>></ListView><newline46mondego>"
"4515splitHere46","6973307splitHere46","<LinearLayout xmlns:android=<doubleQuotes46>http://schemas.android.com/apk/res/android<doubleQuotes46><newline46mondego>android:layout_width=<doubleQuotes46>match_parent<doubleQuotes46> android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>android:orientation=<doubleQuotes46>horizontal<doubleQuotes46>><newline46mondego><newline46mondego><ImageView android:layout_width=<doubleQuotes46>wrap_content<doubleQuotes46> android:id=<doubleQuotes46>@+id/imageView1<doubleQuotes46><newline46mondego>    android:src=<doubleQuotes46>@drawable/addevent<doubleQuotes46> android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46> android:layout_gravity=<doubleQuotes46>right<doubleQuotes46>></ImageView><newline46mondego><TextView android:id=<doubleQuotes46>@+id/textView1<doubleQuotes46> android:text=<doubleQuotes46>TextView<doubleQuotes46><newline46mondego>    android:layout_width=<doubleQuotes46>wrap_content<doubleQuotes46> android:textAppearance=<doubleQuotes46>?android:attr/textAppearanceMedium<doubleQuotes46><newline46mondego>    android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46> android:layout_gravity=<doubleQuotes46>center_vertical<doubleQuotes46>> </TextView><newline46mondego><newline46mondego></LinearLayout><newline46mondego>"
"4516splitHere46","6973307splitHere46","class ButtonRowAdapter extends BaseAdapter {<newline46mondego><newline46mondego>    @Override<newline46mondego>    public View getView(int position, View convertView, ViewGroup parent) {<newline46mondego>        View v= convertView;<newline46mondego>        if (v == null) {<newline46mondego>            LayoutInflater vi= (LayoutInflater) getSystemService(Context.LAYOUT_INFLATER_SERVICE);<newline46mondego>            v= vi.inflate(R.layout.row_layout, null);<newline46mondego>        }<newline46mondego>        YourButtonClass c= getItem(position);<newline46mondego>        ((ImageView) v.findViewById(R.id.imageView1)).setImageResource(c.getImage());<newline46mondego>        ((TextView) v.findViewById(R.id.textView1)).setText(c.getText());<newline46mondego><newline46mondego>        return v;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public int getCount() {<newline46mondego>        return <<doubleQuotes46>button<doubleQuotes46> count>;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public Object getItem(int position) {<newline46mondego>        return <<doubleQuotes46>button<doubleQuotes46> at position position>;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public long getItemId(int position) {<newline46mondego>        return 0;<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"4517splitHere46","6973307splitHere46","fButtonRowAdapter= new ButtonRowAdapter(this);<newline46mondego>setListAdapter(fButtonRowAdapter);<newline46mondego><newline46mondego>getListView().setOnItemClickListener(...);<newline46mondego>"
"4518splitHere46","6973346splitHere46","<term>*"
"4519splitHere46","6973346splitHere46","a*<term>*"
"4520splitHere46","6973346splitHere46","z*<term>*"
"4521splitHere46","6973346splitHere46","<term>"
"4522splitHere46","6973346splitHere46","a*<term>*"
"4523splitHere46","6973346splitHere46","<term>"
"4524splitHere46","6973346splitHere46","<term>"
"4525splitHere46","6973346splitHere46","<term>*"
"4526splitHere46","6973346splitHere46","<doubleQuotes46>lifeexpectancy<doubleQuotes46>"
"4527splitHere46","6973346splitHere46","<doubleQuotes46>lifeexpectancy<doubleQuotes46>,<doubleQuotes46>ifeexpectancy<doubleQuotes46>,<doubleQuotes46>feexpectancy<doubleQuotes46>,<doubleQuotes46>eexpectancy<doubleQuotes46>,....,<doubleQuotes46>y<doubleQuotes46>"
"4528splitHere46","6973346splitHere46","life expectancy"
"4529splitHere46","6973346splitHere46","life* expectancy*"
"4530splitHere46","6973379splitHere46","<uses-permission android:name=<doubleQuotes46>android.permission.READ_CONTACTS<doubleQuotes46> /><newline46mondego>"
"4531splitHere46","6973379splitHere46","ContentResolver cr = getContentResolver();<newline46mondego>Cursor cur = cr.query(ContactsContract.Contacts.CONTENT_URI, null, null, null, null);<newline46mondego>int numberOfContacts = cur.getCount();<newline46mondego>Toast.makeText(this, String.valueOf(numberOfContacts), Toast.LENGTH_SHORT).show();<newline46mondego>"
"4532splitHere46","6973537splitHere46","MyEnum x = MyEnum.TWO;<newline46mondego>"
"4533splitHere46","6973537splitHere46","MyEnum"
"4534splitHere46","6973623splitHere46","FileReader"
"4535splitHere46","6973623splitHere46","Class.getResourceAsStream()"
"4536splitHere46","6973623splitHere46","FileReader"
"4537splitHere46","6973623splitHere46","getResourceAsStream()"
"4538splitHere46","6973623splitHere46","Reader reader = <newline46mondego>      new InputStreamReader(getClass().getResourceAsStream(<doubleQuotes46>Settings.txt<doubleQuotes46>), <doubleQuotes46>UTF-8<doubleQuotes46>)<newline46mondego>BufferedReader bufferedReader = new BufferedReader(reader);<newline46mondego>"
"4539splitHere46","6973623splitHere46","YourClass.class.getResourceAsStream(..)"
"4540splitHere46","6973633splitHere46","int width = Foo.this.getWidth();<newline46mondego>"
"4541splitHere46","6973633splitHere46","Foo"
"4542splitHere46","6973633splitHere46","JFrame"
"4543splitHere46","6973807splitHere46","String mystring = <doubleQuotes46>10000000000000000101<doubleQuotes46>;<newline46mondego>    for(int i=0; i < mystring.length(); i++){<newline46mondego>        if(mystring.charAt(i) == '1'){<newline46mondego>             int rightPosition = mystring.length() - i; <newline46mondego>             // do what ever you want with character and its position<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"4544splitHere46","6973834splitHere46","return ImmutableMap.<File, File> builder().putAll(map).build();<newline46mondego>"
"4545splitHere46","6973834splitHere46","copyOf"
"4546splitHere46","6973834splitHere46","Builder<File, File> builder = ImmutableMap.builder();<newline46mondego>builder.putAll(map);<newline46mondego>return builder.build();<newline46mondego>"
"4547splitHere46","6973834splitHere46","putAll"
"4548splitHere46","6973834splitHere46","copyOf"
"4549splitHere46","6973863splitHere46","ByteArrayOutputStream"
"4550splitHere46","6973863splitHere46","ByteArrayInputStream"
"4551splitHere46","6973863splitHere46","ImageIO.read()"
"4552splitHere46","6973863splitHere46","public static byte[] readExactly(InputStream input, int size) throws IOException<newline46mondego>{<newline46mondego>    byte[] data = new byte[size];<newline46mondego>    int index = 0;<newline46mondego>    while (index < size)<newline46mondego>    {<newline46mondego>        int bytesRead = input.read(data, index, size - index);<newline46mondego>        if (bytesRead < 0)<newline46mondego>        {<newline46mondego>            throw new IOException(<doubleQuotes46>Insufficient data in stream<doubleQuotes46>);<newline46mondego>        }<newline46mondego>        index += size;<newline46mondego>    }<newline46mondego>    return data;<newline46mondego>}<newline46mondego>"
"4553splitHere46","6973932splitHere46","String subject = <doubleQuotes46>Subject text goes here.<doubleQuotes46>;<newline46mondego>String body = <doubleQuotes46>Body text goes here<doubleQuotes46><newline46mondego>Intent emailIntent = new Intent(android.content.Intent.ACTION_SEND);<newline46mondego>emailIntent.setType(<doubleQuotes46>plain/text<doubleQuotes46>); <newline46mondego>emailIntent.putExtra(android.content.Intent.EXTRA_SUBJECT, subject);     <newline46mondego>emailIntent.putExtra(android.content.Intent.EXTRA_TEXT, body);  <newline46mondego>startActivity(Intent.createChooser(email, <doubleQuotes46>Send Mail...<doubleQuotes46>));<newline46mondego>"
"4554splitHere46","6974117splitHere46","tools.jar"
"4555splitHere46","6974229splitHere46","import static com.mycompany.mypackage.XmlDataDefinitions.XmlTags.*;<newline46mondego>"
"4556splitHere46","6974229splitHere46","device_id"
"4557splitHere46","6974229splitHere46","XmlTags."
"4558splitHere46","6974245splitHere46","BitmapDrawable"
"4559splitHere46","6974245splitHere46","protected"
"4560splitHere46","6974245splitHere46","protected"
"4561splitHere46","6974245splitHere46","BitmapDrawable"
"4562splitHere46","6974365splitHere46","sequencer.getMicrosecondPosition()"
"4563splitHere46","6974365splitHere46","Long"
"4564splitHere46","6974365splitHere46","long"
"4565splitHere46","6974365splitHere46","Long"
"4566splitHere46","6974365splitHere46","run()"
"4567splitHere46","6974365splitHere46","long position = 0;<newline46mondego>if( sequencer.getMicrosecondPosition() != null ) {<newline46mondego>    position = sequencer.getMicrosecondPosition();<newline46mondego>}<newline46mondego><newline46mondego>System.out.println(<doubleQuotes46>sec<doubleQuotes46> + position/1000000);<newline46mondego>"
"4568splitHere46","6974367splitHere46","Map<Integer, Object>"
"4569splitHere46","6974367splitHere46","Map<String, Object>"
"4570splitHere46","6974367splitHere46","Map<String, Object> sMap = (Map<String, Object>)iMap;<newline46mondego>"
"4571splitHere46","6974367splitHere46","Map"
"4572splitHere46","6974367splitHere46","String s = new ArrayList<String>(sMap.keySet()).get(0);<newline46mondego>"
"4573splitHere46","6974367splitHere46","Object iMap = new HashMap<Integer, Object>();<newline46mondego>iMap.put(5, <doubleQuotes46>thing1<doubleQuotes46>);<newline46mondego>iMap.put(6, <doubleQuotes46>thing2<doubleQuotes46>);<newline46mondego>"
"4574splitHere46","6974367splitHere46","Map<Integer, Object>"
"4575splitHere46","6974367splitHere46","Object iMap = new HashMap<Integer, Object>();<newline46mondego>((Map<Integer, Object>)iMap).put(5, <doubleQuotes46>thing1<doubleQuotes46>);<newline46mondego>((Map<Integer, Object>)iMap).put(6, <doubleQuotes46>thing2<doubleQuotes46>);<newline46mondego>"
"4576splitHere46","6974368splitHere46","TableItem[] tableItems = table.getItems();<newline46mondego>"
"4577splitHere46","6974368splitHere46","tableItems[0].getText(1)<newline46mondego>"
"4578splitHere46","6974401splitHere46","new String(lne,<doubleQuotes46>us-ascii<doubleQuotes46>)"
"4579splitHere46","6974401splitHere46","Integer.parseInt(theString)"
"4580splitHere46","6974588splitHere46","using the relationship x^(-k) = 1 / x^k"
"4581splitHere46","6974588splitHere46","private double raiseDoublePower (double x, double k){<newline46mondego>    if (k >= 0) {<newline46mondego>        return Math.pow(x, k);<newline46mondego>    }<newline46mondego>    else {<newline46mondego>        return 1 /  Math.pow(x, -k);<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"4582splitHere46","6974741splitHere46","libs"
"4583splitHere46","6974852splitHere46","SharedData.stop_ring(this);<newline46mondego>"
"4584splitHere46","6974852splitHere46","SharedData.stop_ring(saved_context);<newline46mondego>"
"4585splitHere46","6974859splitHere46",">>>"
"4586splitHere46","6974859splitHere46",">>"
"4587splitHere46","6974859splitHere46",">>"
"4588splitHere46","6974859splitHere46",">>"
"4589splitHere46","6974859splitHere46",">>>"
"4590splitHere46","6974859splitHere46",">>"
"4591splitHere46","6974859splitHere46",">>"
"4592splitHere46","6974859splitHere46","<<"
"4593splitHere46","6974864splitHere46","import java.awt.Dimension;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class Foo001 {<newline46mondego><newline46mondego>   private static void createAndShowUI() {<newline46mondego>      DefaultListModel model = new DefaultListModel();<newline46mondego>      JList sList = new JList(model);<newline46mondego>      for (int i = 0; i < 100; i++) {<newline46mondego>         model.addElement(<doubleQuotes46>String <doubleQuotes46> + i);<newline46mondego>      }<newline46mondego><newline46mondego>      sList.setSelectionMode(ListSelectionModel.SINGLE_INTERVAL_SELECTION);<newline46mondego>      sList.setVisibleRowCount(-1);<newline46mondego>      sList.setLayoutOrientation(JList.HORIZONTAL_WRAP);<newline46mondego><newline46mondego>      JFrame frame = new JFrame(<doubleQuotes46>Foo001<doubleQuotes46>);<newline46mondego>      frame.getContentPane().add(new JScrollPane(sList));<newline46mondego>      frame.getContentPane().setPreferredSize(new Dimension(400, 300));<newline46mondego>      frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>      frame.pack();<newline46mondego>      frame.setLocationRelativeTo(null);<newline46mondego>      frame.setVisible(true);<newline46mondego>   }<newline46mondego><newline46mondego>   public static void main(String[] args) {<newline46mondego>      java.awt.EventQueue.invokeLater(new Runnable() {<newline46mondego>         public void run() {<newline46mondego>            createAndShowUI();<newline46mondego>         }<newline46mondego>      });<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"4594splitHere46","6975103splitHere46","Service"
"4595splitHere46","6975421splitHere46","Unit: Computer Science<newline46mondego>   CS 1010: Introduction to Information Technology<newline46mondego>   CS 1110: Introduction to Programming<newline46mondego>   CS 1111: Introduction to Programming<newline46mondego>   CS 1112: Introduction to Programming<newline46mondego>   CS 1120: From Ada and Euclid to Quantum Computing and the World Wide Web<newline46mondego>   CS 2102: Discrete Mathematics I<newline46mondego>   CS 2110: Software Development Methods<newline46mondego>   CS 2150: Program and Data Representation<newline46mondego>   CS 2220: Engineering Software<newline46mondego>   CS 2330: Digital Logic Design<newline46mondego>   CS 2501: Special Topics in Computer Science<newline46mondego>   CS 3102: Theory of Computation<newline46mondego>   CS 3330: Computer Architecture<newline46mondego>   CS 4102: Algorithms<newline46mondego>   CS 4240: Principles of Software Design<newline46mondego>   CS 4414: Operating Systems<newline46mondego>   CS 4444: Introduction to Parallel Computing<newline46mondego>   CS 4457: Computer Networks<newline46mondego>   CS 4501: Special Topics in Computer Science<newline46mondego>   CS 4753: Electronic Commerce Technologies<newline46mondego>   CS 4810: Introduction to Computer Graphics<newline46mondego>   CS 4993: Independent Study<newline46mondego>   CS 4998: Distinguished BA Majors Research<newline46mondego>   CS 6161: Design and Analysis of Algorithms<newline46mondego>   CS 6190: Computer Science Perspectives<newline46mondego>   CS 6354: Computer Architecture<newline46mondego>   CS 6444: Introduction to Parallel Computing<newline46mondego>   CS 6501: Special Topics in Computer Science<newline46mondego>   CS 6610: Programming Languages<newline46mondego>   CS 7457: Computer Networks<newline46mondego>   CS 7993: Independent Study<newline46mondego>   CS 7995: Supervised Project Research<newline46mondego>   CS 8501: Special Topics in Computer Science<newline46mondego>   CS 8524: Topics in Software Engineering<newline46mondego>   CS 8897: Graduate Teaching Instruction<newline46mondego>   CS 8999: Thesis<newline46mondego>   CS 9999: Dissertation<newline46mondego>"
"4596splitHere46","6975421splitHere46","private static final String URL = <doubleQuotes46>http://rabi.phys.virginia.edu/mySIS/CS2/<doubleQuotes46> +<newline46mondego>        <doubleQuotes46>page.php?Semester=1118&Type=Group&Group=CompSci<doubleQuotes46>;<newline46mondego>   private static final String TD_TAG = <doubleQuotes46>td<doubleQuotes46>;<newline46mondego>   private static final String CLASS_ATTRIB = <doubleQuotes46>class<doubleQuotes46>;<newline46mondego>   private static final String CLASS_ATTRIB_UNIT_NAME = <doubleQuotes46>UnitName<doubleQuotes46>;<newline46mondego>   private static final String CLASS_ATTRIB_COURSE_NUM = <doubleQuotes46>CourseNum<doubleQuotes46>;<newline46mondego>   private static final String CLASS_ATTRIB_COURSE_NAME = <doubleQuotes46>CourseName<doubleQuotes46>;<newline46mondego>"
"4597splitHere46","6975421splitHere46","String unitName = <doubleQuotes46><doubleQuotes46>;<newline46mondego>     List<String> courseNumbNameList = new ArrayList<String>();<newline46mondego>     String courseNumbName = <doubleQuotes46><doubleQuotes46>;<newline46mondego>"
"4598splitHere46","6975421splitHere46","td.get(i);"
"4599splitHere46","6975429splitHere46","http://localhost:8080/helloapp"
"4600splitHere46","6975429splitHere46","http://localhost:8080/helloapp/login.action"
"4601splitHere46","6975429splitHere46","http://localhost:8080/helloapp/doSomethingElse.action"
"4602splitHere46","6975429splitHere46","http://localhost:8080/helloapp"
"4603splitHere46","6975429splitHere46","http://localhost:8080/helloapp/hello"
"4604splitHere46","6975430splitHere46","var myarray = ['Element 1', 'Element 2', 'Element 3'] ;<newline46mondego>var dataobject = {<newline46mondego>    postvar: myarray<newline46mondego>} ;<newline46mondego>$.ajax({<newline46mondego>    url: 'http://url.of/your/server/code',<newline46mondego>    data: dataobject,<newline46mondego>    type: 'POST'<newline46mondego>}) ;<newline46mondego>"
"4605splitHere46","6975448splitHere46","readLine"
"4606splitHere46","6975448splitHere46","InputStreamReader"
"4607splitHere46","6975448splitHere46","read(char[] buff)"
"4608splitHere46","6975448splitHere46","[socket sendString:@<doubleQuotes46>Hi This is a second test<doubleQuotes46>];"
"4609splitHere46","6975448splitHere46","\n"
"4610splitHere46","6975509splitHere46","dialogLayout.addView(msg1);<newline46mondego>    dialogLayout.setOrientation(LinearLayout.VERTICAL);<newline46mondego>    AlertDialog welcome = new AlertDialog.Builder(Welcome.this).create();<newline46mondego>    ScrollView scrollPane = new ScrollView(this);<newline46mondego>    scrollPane.addView(dialogLayout);<newline46mondego>    welcome.setView(scrollPane);<newline46mondego>"
"4611splitHere46","6975550splitHere46","package example; <newline46mondego><newline46mondego>import java.util.ArrayList;<newline46mondego>import java.util.List;<newline46mondego><newline46mondego>public class Example {<newline46mondego><newline46mondego>    public static void main (String[] args) {<newline46mondego>        List<MyEnum> enums = new ArrayList<MyEnum>();<newline46mondego>    }<newline46mondego><newline46mondego>    enum MyEnum { ONE, TWO, THREE;}<newline46mondego>    //         no need for that  ^ but added to match your question<newline46mondego>}<newline46mondego>"
"4612splitHere46","6975739splitHere46","socket = ss.accept();<newline46mondego>in = new BufferedReader(new InputStreamReader(socket.getInputStream());<newline46mondego>String line = <doubleQuotes46><doubleQuotes46>;<newline46mondego>while ( true) { <newline46mondego>    line = in.readLine();<newline46mondego>    System.out.println(<doubleQuotes46>you input is :<doubleQuotes46> + line); <newline46mondego>    if ( <doubleQuotes46>Bye<doubleQuotes46>.equals(line) ) <newline46mondego>        break;<newline46mondego>} <newline46mondego>"
"4613splitHere46","6975769splitHere46","import javax.swing.*;<newline46mondego><newline46mondego>public class Test<newline46mondego>{<newline46mondego>    public static void main(String[] args)<newline46mondego>    {<newline46mondego>        final ImageIcon icon = new ImageIcon(<doubleQuotes46>C:\\Users\\John\\Desktop\\lol.jpg<doubleQuotes46>);<newline46mondego>        JOptionPane.showMessageDialog(null, <doubleQuotes46>Blah blah blah<doubleQuotes46>, <doubleQuotes46>About<doubleQuotes46>, JOptionPane.INFORMATION_MESSAGE, icon);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4614splitHere46","6975769splitHere46","import javax.swing.*;<newline46mondego>import java.net.*;<newline46mondego><newline46mondego>public class TestIcon<newline46mondego>{<newline46mondego>    public static void main(String[] args) throws Exception<newline46mondego>    {<newline46mondego>        final ImageIcon icon = new ImageIcon(new URL(<doubleQuotes46>http://www.gravatar.com/avatar/a1ab0af4997654345d7a949877f8037e?s=128&d=identicon&r=PG<doubleQuotes46>));<newline46mondego>        JOptionPane.showMessageDialog(null, <doubleQuotes46>Blah blah blah<doubleQuotes46>, <doubleQuotes46>About<doubleQuotes46>, JOptionPane.INFORMATION_MESSAGE, icon);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4615splitHere46","6976275splitHere46","private String name;<newline46mondego><newline46mondego>public String getName(){return name;}<newline46mondego>public void setName(String name){this.name=name};<newline46mondego><newline46mondego>public String submit()<newline46mondego>{<newline46mondego>    //do some processing<newline46mondego>    ...<newline46mondego>    // blank out the value of the name property<newline46mondego>    name = null;<newline46mondego>    // send the user back to the same page.<newline46mondego>    return null;<newline46mondego>}<newline46mondego>"
"4616splitHere46","6976275splitHere46","DataForm.Name"
"4617splitHere46","6976275splitHere46","DataForm.submit"
"4618splitHere46","6976481splitHere46","JNIEXPORT jobjectArray JNICALL myMethod(JNIEnv *env, jclass, //parameters){<newline46mondego><newline46mondego>    int** result = //my function to obtain a matrix n x m of integers<newline46mondego>    std::vector<jint> tmp;<newline46mondego><newline46mondego>    //fill the vector tmp with matrix integers and deallocate the matrix<newline46mondego>    for (int i = 0; i < n; i++){<newline46mondego>        for (int j = 0; j < m; j++){<newline46mondego>            tmp[m*i + j] = result[i][j];<newline46mondego>        }<newline46mondego>        free(result[i]);<newline46mondego>    }<newline46mondego>    free(result);<newline46mondego><newline46mondego>    jintArray jResults = env->NewIntArray( tmp.size() );<newline46mondego>    env->SetIntArrayRegion( jResults, 0, tmp.size(), &tmp[0] );<newline46mondego>    return env->NewObjectArray(tmp.size(), env->GetObjectClass(jResults), 0);<newline46mondego>}<newline46mondego>"
"4619splitHere46","6976481splitHere46","tmp"
"4620splitHere46","6976481splitHere46","std::vector"
"4621splitHere46","6976481splitHere46","push_back"
"4622splitHere46","6976481splitHere46","std::vector<jint> tmp( m*n );<newline46mondego>"
"4623splitHere46","6976545splitHere46","Calendar.getInstance()"
"4624splitHere46","6976545splitHere46","getInstance()"
"4625splitHere46","6976545splitHere46","Calendar.getInstance()"
"4626splitHere46","6976789splitHere46","return ((a1 & ~a2) == 0)<newline46mondego>"
"4627splitHere46","6976818splitHere46","RedirectView"
"4628splitHere46","6976818splitHere46","RedirectView.isEligibleValue()"
"4629splitHere46","6976818splitHere46","ClientId"
"4630splitHere46","6976818splitHere46","String"
"4631splitHere46","6976818splitHere46","@Override<newline46mondego>protected ModelAndView onSubmit(Object command, BindException errors) throws Exception {<newline46mondego>    ClientID clientId = ((MyCommand) command).getClientId();<newline46mondego>    return new ModelAndView(new RedirectView(getSuccessView()), <doubleQuotes46>clientId<doubleQuotes46>, clientId.toString());<newline46mondego>}<newline46mondego>"
"4632splitHere46","6976818splitHere46",".toString()"
"4633splitHere46","6976818splitHere46","isEligibleValue()"
"4634splitHere46","6976818splitHere46","RedirectView"
"4635splitHere46","6976825splitHere46","javac -encoding UTF8 YourSourceFile.java<newline46mondego>"
"4636splitHere46","6976933splitHere46","PrintWriter out    = new PrintWriter(new BufferedWriter(new <newline46mondego>     FileWriter(<doubleQuotes46>foo.out<doubleQuotes46>)));   <newline46mondego>"
"4637splitHere46","6976933splitHere46","BufferedWriter"
"4638splitHere46","6976933splitHere46","FileWriter"
"4639splitHere46","6976933splitHere46","BufferedWriter"
"4640splitHere46","6976933splitHere46","BufferedWriter"
"4641splitHere46","6976933splitHere46","FileWriter"
"4642splitHere46","6976933splitHere46","OutputStreamWriter"
"4643splitHere46","6976933splitHere46","StreamEncoder"
"4644splitHere46","6976933splitHere46","OutputStreamWriter"
"4645splitHere46","6976996splitHere46","BudgetEntryItem entry = null;<newline46mondego>for(int i = 0; i < budgetItems; i++){<newline46mondego>    entry = budgetItems[i]; // or budgetItems.get(i), etc<newline46mondego>    TableRow tr = new TableRow(this);<newline46mondego><newline46mondego>    // Set the index as the tag<newline46mondego>    tr.setTag(i); // or entry.setTag(entry.index()), etc<newline46mondego><newline46mondego>    // ...<newline46mondego>}<newline46mondego>"
"4646splitHere46","6977489splitHere46","String.length()"
"4647splitHere46","6977489splitHere46","String.length()"
