"1splitHere46","1025915splitHere46","public class HashTable<K, V><newline46mondego>{<newline46mondego>    private LinkedList<V>[] m_storage;<newline46mondego><newline46mondego>    public HashTable(int initialSize)<newline46mondego>    {<newline46mondego>        m_storage = (LinkedList<V>[]) new LinkedList[initialSize];<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1976splitHere46","1133910splitHere46","HashMap<String, Double> collection = new HashMap<String, Double>();<newline46mondego><newline46mondego>String key = <doubleQuotes46>some key<doubleQuotes46>;<newline46mondego>...<newline46mondego><newline46mondego>if( collection.containsKey(key) )<newline46mondego>{<newline46mondego>    // increment the value<newline46mondego>    collection.put( key, collection.get( key ) + 1.0 );<newline46mondego>}<newline46mondego>else<newline46mondego>{<newline46mondego>    // initialize the value<newline46mondego>    collection.put( key, 0.0 );<newline46mondego>}<newline46mondego>"
"1977splitHere46","1134128splitHere46","<%@page content-type=<doubleQuotes46>applicaton/octet-stream<doubleQuotes46>%><%<newline46mondego>byte[] data = getBinaryFromSomeWhere(request.getParameter(<doubleQuotes46>xyz<doubleQuotes46>));<newline46mondego>request.setHeader(<doubleQuotes46>Content-length<doubleQuotes46>, Integer.toString(data.length));<newline46mondego>out.write( data, start, end );<newline46mondego>out.flush();<newline46mondego>%><newline46mondego>"
"1978splitHere46","1134336splitHere46","getBars()"
"1979splitHere46","1134336splitHere46","getBar()"
"1980splitHere46","1134336splitHere46","Object[]"
"1981splitHere46","1134420splitHere46","public class BloatTimeComparator implements Comparator<Bloat> {<newline46mondego>    public int compare(Bloat bloat1, Bloat bloat2) {<newline46mondego>        if (bloat1.timeInMilliseconds > bloat2.timeInMilliseconds) {<newline46mondego>            return 1;<newline46mondego>        } else if (bloat1.timeInMilliseconds < bloat2.timeInMilliseconds) {<newline46mondego>            return -1;<newline46mondego>        } else {<newline46mondego>            return 0;<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1982splitHere46","1134420splitHere46","Bloat"
"1983splitHere46","1134420splitHere46","Collections.binarySearch(bloatList,  bloatObjectToFind, <newline46mondego>    new BloatTimeComparator());<newline46mondego>"
"1984splitHere46","1134477splitHere46","<servlet><newline46mondego>  <servlet-name>HelloExcel</servlet-name><newline46mondego>  <servlet-class>writeDataBase.readDataBase</servlet-class><newline46mondego></servlet><newline46mondego><servlet><newline46mondego>  <servlet-name>HelloWord</servlet-name><newline46mondego>  <servlet-class>writeDataBase.writeDataBase</servlet-class><newline46mondego></servlet><newline46mondego><newline46mondego><servlet-mapping><newline46mondego>  <servlet-name>HelloExcel</servlet-name><newline46mondego>  <url-pattern>/read-data</url-pattern><newline46mondego></servlet-mapping><newline46mondego><servlet-mapping><newline46mondego>  <servlet-name>HelloWord</servlet-name><newline46mondego>  <url-pattern>/write-data</url-pattern><newline46mondego></servlet-mapping><newline46mondego>"
"1985splitHere46","1134478splitHere46","import javax.swing.JFileChooser;<newline46mondego><newline46mondego>public class FChoose {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        java.awt.EventQueue.invokeLater(new Runnable() { public void run() {<newline46mondego>            JFileChooser chooser = new JFileChooser();<newline46mondego>            chooser.setMultiSelectionEnabled(false);<newline46mondego>            chooser.setFileSelectionMode(JFileChooser.DIRECTORIES_ONLY);<newline46mondego>            int returnVal = chooser.showOpenDialog(null);<newline46mondego><newline46mondego>            if (returnVal == JFileChooser.APPROVE_OPTION) {<newline46mondego>                java.io.File f = chooser.getSelectedFile();<newline46mondego>                System.err.println(f.getPath());<newline46mondego>            }<newline46mondego>        }});<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1986splitHere46","1134490splitHere46","boolean actions[12];...<newline46mondego>...<newline46mondego><newline46mondego>public boolean keyDown( Event e, int key ) {<newline46mondego> if (key == 'a') {<newline46mondego>    actions[ACTION_LEFT] = true; <newline46mondego>  }<newline46mondego>..<newline46mondego>}<newline46mondego>"
"1987splitHere46","1134490splitHere46","if(actions[ACTION_LEFT] == true)<newline46mondego>   moveLeft();<newline46mondego>if(actions[ACTION_RIGTH] == true)<newline46mondego>   moveRight();<newline46mondego>"
"1988splitHere46","1134958splitHere46","<javac srcdir=<doubleQuotes46>src/<doubleQuotes46> classpath=<doubleQuotes46>pathtojar/junit.jar<doubleQuotes46>/><newline46mondego>"
"1989splitHere46","1135171splitHere46","this.getThreadLocalRequest().getSession();<newline46mondego>"
"1990splitHere46","1135264splitHere46","import javax.swing.*;<newline46mondego>import javax.swing.event.MouseInputAdapter;<newline46mondego>import java.awt.*;<newline46mondego>import java.awt.event.MouseEvent;<newline46mondego>import java.awt.geom.Rectangle2D;<newline46mondego><newline46mondego>public class LightHeavy extends JFrame {<newline46mondego><newline46mondego>    private Component heavyweightComponent;<newline46mondego>    private JPopupMenu backButton, forwardButton;<newline46mondego><newline46mondego>    public LightHeavy() {<newline46mondego>        super(<doubleQuotes46>LightHeavy<doubleQuotes46>);<newline46mondego>        heavyweightComponent = buildHeavyweightComponent();<newline46mondego>        heavyweightComponent.setBackground(Color.ORANGE);<newline46mondego>        heavyweightComponent.setSize(640, 480);<newline46mondego>        getContentPane().add(heavyweightComponent, BorderLayout.CENTER);<newline46mondego>        ImageIcon backArrow = new ImageIcon(<doubleQuotes46>left_arrow_128.png<doubleQuotes46>);<newline46mondego>        backButton = buildPopup(backArrow);<newline46mondego>        ImageIcon forwardArrow = new ImageIcon(<doubleQuotes46>right_arrow_128.png<doubleQuotes46>);<newline46mondego>        forwardButton = buildPopup(forwardArrow);<newline46mondego>        heavyweightComponent.addMouseMotionListener(new MouseInputAdapter() {<newline46mondego>            public void mouseMoved(MouseEvent e) {<newline46mondego>                Rectangle backHotSpot = new Rectangle(0, 0, 200, 200);<newline46mondego>                Rectangle forwardHotSpot = new Rectangle(heavyweightComponent.getWidth() - 200, 0, 200, 200);<newline46mondego>                if (backHotSpot.contains(e.getPoint())) {<newline46mondego>                    backButton.show(heavyweightComponent, 0, 0);<newline46mondego>                } else if (forwardHotSpot.contains(e.getPoint())) {<newline46mondego>                    forwardButton.show(heavyweightComponent,<newline46mondego>                            heavyweightComponent.getWidth() - forwardButton.getWidth(), 0);<newline46mondego>                }<newline46mondego>            }<newline46mondego>        });<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    private Component buildHeavyweightComponent() {<newline46mondego>        return new Canvas() {<newline46mondego>            public void paint(Graphics og) {<newline46mondego>                super.paint(og);<newline46mondego>                Graphics2D g = (Graphics2D)og;<newline46mondego><newline46mondego>                String big = <doubleQuotes46>Heavyweight Component<doubleQuotes46>;<newline46mondego>                g.setFont(getFont().deriveFont(20F));<newline46mondego>                Rectangle2D bigBounds = g.getFontMetrics().getStringBounds(big, g);<newline46mondego>                g.drawString(big,<newline46mondego>                        (this.getWidth() - (int)bigBounds.getWidth()) / 2,<newline46mondego>                        (this.getHeight() - (int)bigBounds.getHeight()) / 2);<newline46mondego><newline46mondego>                String little = <doubleQuotes46>(assume this is JDICplus)<doubleQuotes46>;<newline46mondego>                g.setFont(getFont().deriveFont(10F));<newline46mondego>                Rectangle2D littleBounds = g.getFontMetrics().getStringBounds(little, g);<newline46mondego>                g.drawString(little,<newline46mondego>                        (this.getWidth() - (int)littleBounds.getWidth()) / 2,<newline46mondego>                        (this.getHeight() + (int)littleBounds.getHeight()) / 2);<newline46mondego>            }<newline46mondego>        };<newline46mondego>    }<newline46mondego><newline46mondego>    private JPopupMenu buildPopup(Icon icon) {<newline46mondego>        JButton button = new JButton(icon);<newline46mondego>        JPopupMenu popup = new JPopupMenu();<newline46mondego>        popup.add(button);<newline46mondego>        popup.setBorderPainted(false);<newline46mondego>        popup.setLightWeightPopupEnabled(false);<newline46mondego>        return popup;<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        JFrame f = new LightHeavy();<newline46mondego>        f.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        f.pack();<newline46mondego>        f.setLocationRelativeTo(null);<newline46mondego>        f.setVisible(true);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1991splitHere46","1135317splitHere46","val c = new C<newline46mondego>val clazz = c.getClass              // method from java.lang.Object<newline46mondego>val clazz2 = classOf[C]             // Scala method: classOf[C] ~ C.class<newline46mondego>val methods = clazz.getMethods      // method from java.lang.Class<T><newline46mondego>"
"1992splitHere46","1135317splitHere46","classOf[T]"
"1993splitHere46","1135317splitHere46","T.class"
"1994splitHere46","1135317splitHere46","classOf[T]"
"1995splitHere46","1135317splitHere46","getClass"
"1996splitHere46","1135317splitHere46","classOf[T]"
"1997splitHere46","1135317splitHere46","getClass"
"1998splitHere46","1135317splitHere46","scala> classOf[C]<newline46mondego>res0: java.lang.Class[C] = class C<newline46mondego><newline46mondego>scala> c.getClass<newline46mondego>res1: java.lang.Class[_] = class C<newline46mondego>"
"1999splitHere46","1135317splitHere46","val xClass: Class[X] = new X().getClass //it returns Class[_], nor Class[X]<newline46mondego><newline46mondego>val integerClass: Class[Integer] = new Integer(5).getClass //similar error<newline46mondego>"
"2000splitHere46","1135317splitHere46","getClass"
"2001splitHere46","1135317splitHere46","getClass"
"2002splitHere46","1135317splitHere46","scala> <doubleQuotes46>foo<doubleQuotes46>.getClass <newline46mondego>       res0: java.lang.Class[_ <: java.lang.String] = class java.lang.String<newline46mondego>"
"2003splitHere46","1135317splitHere46","getClass"
"2004splitHere46","1135317splitHere46","class NiceObject[T <: AnyRef](x : T) {<newline46mondego>  def niceClass : Class[_ <: T] = x.getClass.asInstanceOf[Class[T]]<newline46mondego>}<newline46mondego><newline46mondego>implicit def toNiceObject[T <: AnyRef](x : T) = new NiceObject(x)<newline46mondego><newline46mondego>scala> <doubleQuotes46>Hello world<doubleQuotes46>.niceClass                                       <newline46mondego>res11: java.lang.Class[_ <: java.lang.String] = class java.lang.String<newline46mondego>"
"2005splitHere46","1136071splitHere46","-userExtensions user-extensions.js"
"2006splitHere46","1136071splitHere46","this.browserbot.getUserWindow()"
"2007splitHere46","1136128splitHere46","Object lockObject = new Object();<newline46mondego>Thread t1 = new CongroThread(v, lockObject);<newline46mondego>Thread t2 = new LibyaThread(v, lockObject);<newline46mondego><newline46mondego>...<newline46mondego><newline46mondego>class CongoThread implements Runnable {<newline46mondego>    private ThreadValue v;<newline46mondego>    private Object lockObject;<newline46mondego><newline46mondego>    public CongoThread(ThreadValue v, Object lockObject) {<newline46mondego>    this.v = v;<newline46mondego>    this.lockObject = lockObject,<newline46mondego>    }<newline46mondego>    public void run() {<newline46mondego>        for (int i = 0; i < 10; i++) {<newline46mondego>            synchronized(lockObject)<newline46mondego>            {<newline46mondego>                v.setValue( <doubleQuotes46>congo<doubleQuotes46>, <doubleQuotes46>lame<doubleQuotes46> );<newline46mondego>                v.getValue();<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2008splitHere46","1136230splitHere46","java -version >& version.txt<newline46mondego>"
"2009splitHere46","1136256splitHere46","user.name"
"2010splitHere46","1136256splitHere46","-Duser.name=XYZ"
"2011splitHere46","1136256splitHere46","NTSystem"
"2012splitHere46","1136256splitHere46","NTSystem"
"2013splitHere46","1136256splitHere46","Linux OS"
"2014splitHere46","1136256splitHere46","kerberos"
"2015splitHere46","1136256splitHere46","kerberos"
"2016splitHere46","1136256splitHere46","NTSystem"
"2017splitHere46","1136256splitHere46","user.name"
"2018splitHere46","1136272splitHere46","run.bat -b 0.0.0.0<newline46mondego>"
"2019splitHere46","1136779splitHere46","GetFileVersionInfoSize"
"2020splitHere46","1136779splitHere46","GetFileVersionInfo"
"2021splitHere46","1136853splitHere46","Observable"
"2022splitHere46","1136853splitHere46","Observer"
"2023splitHere46","1136853splitHere46","EditText"
"2024splitHere46","1136853splitHere46","TextView"
"2025splitHere46","1136853splitHere46","addTextWatcher()"
"2026splitHere46","1136853splitHere46","EditText"
"2027splitHere46","1136881splitHere46","Model model = new Model();<newline46mondego>View view = model.getView(); // wrong<newline46mondego>"
"2028splitHere46","1136881splitHere46","Model model = new Model();<newline46mondego>View view = new XMLView(model); // ok<newline46mondego>"
"2029splitHere46","1137185splitHere46","ClassLoader.getResourceAsStream()"
"2030splitHere46","1137185splitHere46","FilterInputStream"
"2031splitHere46","1137185splitHere46","null"
"2032splitHere46","1137268splitHere46","IllegalArgumentExceptions"
"2033splitHere46","1137637splitHere46","StringBuilder first = new StringBuilder();<newline46mondego>StringBuilder second = first;<newline46mondego><newline46mondego>first.append(<doubleQuotes46>Hello<doubleQuotes46>);<newline46mondego>System.out.println(second); // Prints <doubleQuotes46>Hello<doubleQuotes46><newline46mondego>"
"2034splitHere46","1137637splitHere46","first"
"2035splitHere46","1137637splitHere46","second"
"2036splitHere46","1137637splitHere46","StringBuilder"
"2037splitHere46","1137637splitHere46","first.append()"
"2038splitHere46","1137637splitHere46","second"
"2039splitHere46","1137661splitHere46","protected List<GreyHound> greyHounds; // List<GreyHound> is fine<newline46mondego><newline46mondego>/** This method returns a lovely List of GreyHounds */<newline46mondego>public List<GreyHound> getGreyHounds() { <newline46mondego>  return this.greyHounds;<newline46mondego>}<newline46mondego><newline46mondego>/** Here is the problem.  A List<GreyHound> is not a List<Dog> */<newline46mondego>public List<Dog> getDogs() {<newline46mondego>  return getGreyHounds(); //compiler error<newline46mondego>}<newline46mondego>"
"2040splitHere46","1137661splitHere46","return new ArrayList<Dog>(this.greyHounds);"
"2041splitHere46","1137661splitHere46","List<Dog>"
"2042splitHere46","1137661splitHere46","protected List<Dog> greyHoundsOnly;"
"2043splitHere46","1137661splitHere46","// Original code starts here.<newline46mondego>public interface DogKennel {<newline46mondego>  public List<Dog> getDogs();<newline46mondego>}<newline46mondego><newline46mondego>public class GreyHoundKennel implements DogKennel {<newline46mondego><newline46mondego>  protected List<GreyHound> greyHounds;<newline46mondego><newline46mondego>  public List<GreyHound> getGreyHounds() {<newline46mondego>    return this.greyHounds;<newline46mondego>  }<newline46mondego>// Original code ends here<newline46mondego><newline46mondego>  public List<Dog> getDogs() {<newline46mondego>    // This line eliminates the thread safety issue in returning <newline46mondego>    // an internal reference.  It does use additional memory + cost<newline46mondego>    // CPU time required to copy the elements.  Unless this list is<newline46mondego>    // very large, it will be hard to notice this cost.<newline46mondego>    return new ArrayList<Dog>(this.greyHounds);<newline46mondego>  }<newline46mondego><newline46mondego>}<newline46mondego>"
"2044splitHere46","1137661splitHere46","public abstract class DogKennel {<newline46mondego>  protected List<Dog> dogs = new ArrayList<Dog>();<newline46mondego>}<newline46mondego><newline46mondego>public class GreyHoundKennel extends DogKennel {<newline46mondego><newline46mondego>  // Force an interface that only allows what I want to allow<newline46mondego>  public void addDog(GreyHound greyHound) { dogs.add(greyHound); }<newline46mondego><newline46mondego>  public List<Dog> getDogs() {<newline46mondego>    // Greatly reduces risk of side-effecting and thread safety issues<newline46mondego>    // Plus, you get the generic list that you were hoping for<newline46mondego>    return Collections.unmodifiableList(this.dogs);<newline46mondego>  }<newline46mondego><newline46mondego>}<newline46mondego>"
"2045splitHere46","1137840splitHere46","HttpURLConnection"
"2046splitHere46","1137840splitHere46","HttpWebRequest"
"2047splitHere46","1137840splitHere46","URL iurl = new URL(url);<newline46mondego>HttpURLConnection uc = (HttpURLConnection)iurl.openConnection();<newline46mondego>uc.connect();<newline46mondego>if (uc.getContentType().equalsIgnoreCase(<doubleQuotes46>image/jpeg<doubleQuotes46>))<newline46mondego>{<newline46mondego>  result = true;<newline46mondego>}<newline46mondego>"
"2048splitHere46","1138250splitHere46","Session.load()"
"2049splitHere46","1138250splitHere46","Session.get()"
"2050splitHere46","1138250splitHere46","load()"
"2051splitHere46","1138250splitHere46","get()"
"2052splitHere46","1138415splitHere46","response.setHeader(<doubleQuotes46>Expires<doubleQuotes46>, 0);<newline46mondego>"
"2053splitHere46","1138482splitHere46","string.split(<doubleQuotes46><doubleQuotes46>);<newline46mondego>"
"2054splitHere46","1138558splitHere46","<doubleQuotes46>\\(.+?\\)<doubleQuotes46><newline46mondego>"
"2055splitHere46","1138790splitHere46","clone"
"2056splitHere46","1138790splitHere46","Cloneable"
"2057splitHere46","1138790splitHere46","if(a instanceof Cloneable) {<newline46mondego>    copy = ((Cloneable) a).clone();<newline46mondego>}<newline46mondego>"
"2058splitHere46","1138790splitHere46","Cloneable"
"2059splitHere46","1138790splitHere46","Cloneable"
"2060splitHere46","1138790splitHere46","Cloneable"
"2061splitHere46","1138790splitHere46","Serializable"
"2062splitHere46","1138790splitHere46","ISomething i = ...<newline46mondego>if (i instanceof Cloneable) {<newline46mondego>   //DAMN! I Need to know about ISomethingImpl! Unless...<newline46mondego>   copy = (ISomething) i.getClass().getMethod(<doubleQuotes46>clone<doubleQuotes46>).invoke(i);<newline46mondego>}<newline46mondego>"
"2063splitHere46","1138870splitHere46","getParent().setProgressBarIndeterminateVisibility(true/false);"
"2064splitHere46","1138893splitHere46","public class TokenReplacer {<newline46mondego><newline46mondego>    private Pattern tokenPattern;<newline46mondego><newline46mondego>    public TokenReplacer() {<newline46mondego>        tokenPattern = Pattern.compile(<doubleQuotes46>\\{([^}]+)\\}<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    public String replaceTokens(String text, Map<String, String> valuesByKey) {<newline46mondego>        StringBuilder output = new StringBuilder();<newline46mondego>        Matcher tokenMatcher = tokenPattern.matcher(text);<newline46mondego><newline46mondego>        int cursor = 0;<newline46mondego>        while (tokenMatcher.find()) {<newline46mondego>            // A token is defined as a sequence of the format <doubleQuotes46>{...}<doubleQuotes46>.<newline46mondego>            // A key is defined as the content between the brackets.<newline46mondego>            int tokenStart = tokenMatcher.start();<newline46mondego>            int tokenEnd = tokenMatcher.end();<newline46mondego>            int keyStart = tokenMatcher.start(1);<newline46mondego>            int keyEnd = tokenMatcher.end(1);<newline46mondego><newline46mondego>            output.append(text.substring(cursor, tokenStart));<newline46mondego><newline46mondego>            String token = text.substring(tokenStart, tokenEnd);<newline46mondego>            String key = text.substring(keyStart, keyEnd);<newline46mondego><newline46mondego>            if (valuesByKey.containsKey(key)) {<newline46mondego>                String value = valuesByKey.get(key);<newline46mondego>                output.append(value);<newline46mondego>            } else {<newline46mondego>                output.append(token);<newline46mondego>            }<newline46mondego><newline46mondego>            cursor = tokenEnd;<newline46mondego>        }<newline46mondego>        output.append(text.substring(cursor));<newline46mondego><newline46mondego>        return output.toString();<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"2065splitHere46","1138915splitHere46","<!--  tell spring to use annotation based congfigurations --><newline46mondego><context:annotation-config /><newline46mondego><!--  tell spring where to find the beans --><newline46mondego><context:component-scan base-package=<doubleQuotes46>zz.yy.abcd<doubleQuotes46> /><newline46mondego>"
"2066splitHere46","1139198splitHere46","<doubleQuotes46>The red fox jumped over the red fence<doubleQuotes46><newline46mondego>/(.*)red/ => \1 = <doubleQuotes46>The red fox jumped over the <doubleQuotes46><newline46mondego>/(.*?)red/ => \1 = <doubleQuotes46>The <doubleQuotes46><newline46mondego><newline46mondego><doubleQuotes46>aaa<doubleQuotes46><newline46mondego>/a?a*/ => \1 = <doubleQuotes46>a<doubleQuotes46>, \2 = <doubleQuotes46>aa<doubleQuotes46><newline46mondego>/a??a*/ => \1 = <doubleQuotes46><doubleQuotes46>, \2 = <doubleQuotes46>aaa<doubleQuotes46><newline46mondego><newline46mondego><doubleQuotes46>Mr. Doe, John<doubleQuotes46><newline46mondego>/^(?:Mrs?.)?.*\b(.*)$/ => \1 = <doubleQuotes46>John<doubleQuotes46><newline46mondego>/^(?:Mrs?.)?.*?\b(.*)$/ => \1 = <doubleQuotes46>Doe, John<doubleQuotes46><newline46mondego>"
"2067splitHere46","1139433splitHere46","List loaded JNI libraries java sourcecode"
"2068splitHere46","1139504splitHere46","java -Djava.net.preferIPv4Stack=true -jar bridge.jar"
"2069splitHere46","1139988splitHere46","exactly(n).of()"
"2070splitHere46","1139988splitHere46","mockery.checking(new Expectations() {{<newline46mondego>  exactly(expectedParameters.length()).of(bar).doIt(with(anyOf(expectedParameters)));<newline46mondego>}});<newline46mondego>"
"2071splitHere46","1139988splitHere46","doIt"
"2072splitHere46","1139988splitHere46","doIt"
"2073splitHere46","1139988splitHere46","n"
"2074splitHere46","1139992splitHere46","superClass.getClass()"
"2075splitHere46","1139992splitHere46","org.hibernate.proxy.HibernateProxyHelper.getClassWithoutInitializingProxy(superClass)"
"2076splitHere46","1140082splitHere46","Exception"
"2077splitHere46","1140082splitHere46","RuntimeException"
"2078splitHere46","1140082splitHere46","Exception"
"2079splitHere46","1140082splitHere46","Exceptions"
"2080splitHere46","1140082splitHere46","Exception"
"2081splitHere46","1140082splitHere46","try {<newline46mondego>} catch (FileNotFoundException fnfe){<newline46mondego>} catch (IOException ioe){<newline46mondego>} catch (Exception e){<newline46mondego>}<newline46mondego>"
"2082splitHere46","1140082splitHere46","Exceptions"
"2083splitHere46","1140082splitHere46","throw new Exception()"
"2084splitHere46","1140082splitHere46","IndexOutOfBounds"
"2085splitHere46","1140082splitHere46","NullPointerExceptions"
"2086splitHere46","1140082splitHere46","Exception"
"2087splitHere46","1140294splitHere46","Pattern.quote(String)"
"2088splitHere46","1141082splitHere46","ParentInterface1.setChildren"
"2089splitHere46","1141082splitHere46","List<ChildInterface1>"
"2090splitHere46","1141082splitHere46","LParentImpl.setChildern"
"2091splitHere46","1141082splitHere46","ParentInterface1"
"2092splitHere46","1141082splitHere46","2"
"2093splitHere46","1141575splitHere46","@Entity<newline46mondego>@Inheritance(strategy=InheritanceType.SINGLE_TABLE)<newline46mondego>@DiscriminatorColumn(name=<doubleQuotes46>part_type<doubleQuotes46>, discriminatorType=DiscriminatorType.STRING)<newline46mondego>public abstract class PartNumber {<newline46mondego>...<newline46mondego>}<newline46mondego><newline46mondego>@Entity<newline46mondego>@DiscriminatorValue(<doubleQuotes46>Ford<doubleQuotes46>)<newline46mondego>public class FordPartNumber extends PartNumber {<newline46mondego>...<newline46mondego>}<newline46mondego>"
"2094splitHere46","1141575splitHere46","@Type(type=<doubleQuotes46>xmlBean<doubleQuotes46>)<newline46mondego>public PartNumber getPartNumber() {<newline46mondego>    return partNumber;<newline46mondego>}<newline46mondego>public void setPartNumber(PartNumber partNumber) {<newline46mondego>    this.partNumber = partNumber;<newline46mondego>}<newline46mondego>"
"2095splitHere46","1141707splitHere46","/** hack to generate package javadoc */<newline46mondego>class PlaceHolder {}<newline46mondego>"
"2096splitHere46","1141932splitHere46","public class RMIHttpToCgiSocketFactory extends RMISocketFactory implements Serializable {<newline46mondego>    public static final long serialVersionUID = 1L;<newline46mondego><newline46mondego>    public RMIHttpToCgiSocketFactory(){}<newline46mondego><newline46mondego>    public Socket createSocket( String s, int i ) throws IOException {<newline46mondego>        // Whacked out indentation for StackOverflow! Hope you can read this.<newline46mondego>        return new HttpsSendSocket( <newline46mondego>            s, <newline46mondego>            i,<newline46mondego>            new URL(<newline46mondego>                <doubleQuotes46>http<doubleQuotes46>, <newline46mondego>                s, <newline46mondego>                <doubleQuotes46>/cgi-bin/java-rmi.cgi?forward=<doubleQuotes46>+i<newline46mondego>            )<newline46mondego>        );<newline46mondego>    }<newline46mondego><newline46mondego>    public ServerSocket createServerSocket( int i ) {<newline46mondego>        return null;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2097splitHere46","1141932splitHere46","RMIClientSocketFactory clientSocketFactory = new RMIHttpToCgiSocketFactory();<newline46mondego>Remote stub = UnicastRemoteObject.exportObject( <newline46mondego>    server, <newline46mondego>    port, <newline46mondego>    clientSocketFactory, <newline46mondego>    RMISocketFactory.getDefaultSocketFactory() <newline46mondego>);<newline46mondego>"
"2098splitHere46","1141932splitHere46","Registry registry = LocateRegistry.getRegistry(<newline46mondego>    loginHostName, <newline46mondego>    portNumber, <newline46mondego>    new RMIHttpToCgiSocketFactory()<newline46mondego>);<newline46mondego>"
"2099splitHere46","1142052splitHere46","-XX:-OmitStackTraceInFastThrow"
"2100splitHere46","1142148splitHere46","com.liferay.portlet.expando.service.impl.ExpandoValueServiceImpl.getData(String className, String tableName, String columnName, long classPK)"
"2101splitHere46","1142148splitHere46","if (ExpandoColumnPermission.contains(<newline46mondego>            getPermissionChecker(), column, ActionKeys.VIEW)) {<newline46mondego><newline46mondego>        return expandoValueLocalService.getData(<newline46mondego>            className, tableName, columnName, classPK);<newline46mondego>    }<newline46mondego>    else {<newline46mondego>        return null;<newline46mondego>    }<newline46mondego>"
"2102splitHere46","1142669splitHere46","Vertex"
"2103splitHere46","1142669splitHere46","Object"
"2104splitHere46","1142669splitHere46","Object tmp = insertVertex(...);<newline46mondego>newVertex = tmp;<newline46mondego>"
"2105splitHere46","1142669splitHere46","Object"
"2106splitHere46","1142669splitHere46","newVertex"
"2107splitHere46","1142669splitHere46","Vertex"
"2108splitHere46","1142669splitHere46","insertVertex"
"2109splitHere46","1142669splitHere46","Vertex"
"2110splitHere46","1142686splitHere46","public class MyBlobWrapper {<newline46mondego>    @Id<newline46mondego>    public Long getId() {<newline46mondego>       return id;<newline46mondego>    }<newline46mondego>    @Lob<newline46mondego>    public String getBlob() {<newline46mondego>        return blob;<newline46mondego>    }<newline46mondego>    @OneToOne(fetch=FetchType.LAZY,optional=false) <newline46mondego>    public MyClass getParent() {<newline46mondego>        return parent;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2111splitHere46","1143226splitHere46","SNIP - MY CALL TO PAINT THE LAYER<newline46mondego>"
"2112splitHere46","1143226splitHere46","SunGraphics2D.draw(Shape)"
"2113splitHere46","1143226splitHere46","Shape"
"2114splitHere46","1143226splitHere46","SunGraphics2D.draw()"
"2115splitHere46","1143242splitHere46","D"
"2116splitHere46","1143242splitHere46","M"
"2117splitHere46","1143242splitHere46","r"
"2118splitHere46","1143242splitHere46","i = r / 12"
"2119splitHere46","1143242splitHere46","M"
"2120splitHere46","1143242splitHere46","D * (1 + i)^M + D * (1 + i)^(M - 1) + D * (1 + i)^(M - 2) + ...<newline46mondego>    D * (1 + i)<newline46mondego>"
"2121splitHere46","1143242splitHere46","D"
"2122splitHere46","1143242splitHere46","M"
"2123splitHere46","1143242splitHere46","D"
"2124splitHere46","1143242splitHere46","M-1"
"2125splitHere46","1143242splitHere46","D * (1 + i) * ((1 + i)^M - 1) / i.<newline46mondego>"
"2126splitHere46","1143242splitHere46","X"
"2127splitHere46","1143242splitHere46","M"
"2128splitHere46","1143242splitHere46","X = D * (1 + i) * ((1 + i)^M - 1) / i<newline46mondego>"
"2129splitHere46","1143242splitHere46","D"
"2130splitHere46","1143242splitHere46","D = X * i / ((1 + i) * ((1 + i)^M - 1)).<newline46mondego>"
"2131splitHere46","1143296splitHere46","Quick Type Hierachy"
"2132splitHere46","1143332splitHere46","BufferedImage img=new BufferedImage(width, height, BufferedImage.TYPE_INT_RGB);<newline46mondego>for(int r=0; r<height; r++)<newline46mondego>for(int c=0; c<width; c++)<newline46mondego>{<newline46mondego>  int index=r*width+c;<newline46mondego>  int red=colors[index] & 0xFF;<newline46mondego>  int green=colors[index+1] & 0xFF;<newline46mondego>  int blue=colors[index+2] & 0xFF;<newline46mondego>  int rgb = (red << 16) | (green << 8) | blue;<newline46mondego>  img.setRGB(c, r, rgb);<newline46mondego>}<newline46mondego>"
"2133splitHere46","1143399splitHere46","public interface Clock<newline46mondego>{<newline46mondego>    long currentMillis();<newline46mondego>}<newline46mondego>"
"2134splitHere46","1143600splitHere46","commandline.createArgument().setLine(<doubleQuotes46>x y<doubleQuotes46>);<newline46mondego>"
"2135splitHere46","1143600splitHere46","commandline.createArgument().setValue(<doubleQuotes46>x<doubleQuotes46>);<newline46mondego>commandline.createArgument().setValue(<doubleQuotes46>y<doubleQuotes46>);<newline46mondego>"
