"1splitHere46","19157638splitHere46","setMaximizable(bool enabled)"
"6789splitHere46","19305873splitHere46","java -splash:images/splash.png <Program><newline46mondego>"
"6790splitHere46","19306144splitHere46","dateFormats"
"6791splitHere46","19306144splitHere46","json"
"6792splitHere46","19306144splitHere46","camel"
"6793splitHere46","19306144splitHere46","<camel:dataFormats><newline46mondego>    <camel:json id=<doubleQuotes46>jack<doubleQuotes46> library=<doubleQuotes46>Jackson<doubleQuotes46>/><newline46mondego></camel:dataFormats><newline46mondego>"
"6794splitHere46","19306243splitHere46","File"
"6795splitHere46","19306243splitHere46","Context"
"6796splitHere46","19306348splitHere46","/*<newline46mondego> * Licensed to the Apache Software Foundation (ASF) under one or more<newline46mondego> * contributor license agreements.  See the NOTICE file distributed with<newline46mondego> * this work for additional information regarding copyright ownership.<newline46mondego> * The ASF licenses this file to You under the Apache License, Version 2.0<newline46mondego> * (the <doubleQuotes46>License<doubleQuotes46>); you may not use this file except in compliance with<newline46mondego> * the License.  You may obtain a copy of the License at<newline46mondego> *<newline46mondego> *     http://www.apache.org/licenses/LICENSE-2.0<newline46mondego> *<newline46mondego> * Unless required by applicable law or agreed to in writing, software<newline46mondego> * distributed under the License is distributed on an <doubleQuotes46>AS IS<doubleQuotes46> BASIS,<newline46mondego> * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.<newline46mondego> * See the License for the specific language governing permissions and<newline46mondego> * limitations under the License.<newline46mondego> */<newline46mondego>package org.apache.accumulo.core.iterators;<newline46mondego><newline46mondego>import java.io.IOException;<newline46mondego>import java.util.Collection;<newline46mondego>import java.util.HashMap;<newline46mondego>import java.util.Map;<newline46mondego><newline46mondego>import org.apache.accumulo.core.client.IteratorSetting;<newline46mondego>import org.apache.accumulo.core.data.ByteSequence;<newline46mondego>import org.apache.accumulo.core.data.Key;<newline46mondego>import org.apache.accumulo.core.data.PartialKey;<newline46mondego>import org.apache.accumulo.core.data.Range;<newline46mondego>import org.apache.accumulo.core.data.Value;<newline46mondego>import org.apache.hadoop.io.Text;<newline46mondego><newline46mondego>public class FirstEntryInRangeIterator extends SkippingIterator implements OptionDescriber {<newline46mondego><newline46mondego>  // options<newline46mondego>  static final String NUM_SCANS_STRING_NAME = <doubleQuotes46>scansBeforeSeek<doubleQuotes46>;<newline46mondego><newline46mondego>  // iterator predecessor seek options to pass through<newline46mondego>  private Range latestRange;<newline46mondego>  private Collection<ByteSequence> latestColumnFamilies;<newline46mondego>  private boolean latestInclusive;<newline46mondego><newline46mondego>  // private fields<newline46mondego>  private Text lastRowFound;<newline46mondego>  private int numscans;<newline46mondego><newline46mondego>  /**<newline46mondego>   * convenience method to set the option to optimize the frequency of scans vs. seeks<newline46mondego>   */<newline46mondego>  public static void setNumScansBeforeSeek(IteratorSetting cfg, int num) {<newline46mondego>    cfg.addOption(NUM_SCANS_STRING_NAME, Integer.toString(num));<newline46mondego>  }<newline46mondego><newline46mondego>  // this must be public for OptionsDescriber<newline46mondego>  public FirstEntryInRangeIterator() {<newline46mondego>    super();<newline46mondego>  }<newline46mondego><newline46mondego>  public FirstEntryInRangeIterator(FirstEntryInRangeIterator other, IteratorEnvironment env) {<newline46mondego>    super();<newline46mondego>    setSource(other.getSource().deepCopy(env));<newline46mondego>  }<newline46mondego><newline46mondego>  @Override<newline46mondego>  public SortedKeyValueIterator<Key,Value> deepCopy(IteratorEnvironment env) {<newline46mondego>    return new FirstEntryInRangeIterator(this, env);<newline46mondego>  }<newline46mondego><newline46mondego>  @Override<newline46mondego>  public void init(SortedKeyValueIterator<Key,Value> source, Map<String,String> options, IteratorEnvironment env) throws IOException {<newline46mondego>    super.init(source, options, env);<newline46mondego>    String o = options.get(NUM_SCANS_STRING_NAME);<newline46mondego>    numscans = o == null ? 10 : Integer.parseInt(o);<newline46mondego>  }<newline46mondego><newline46mondego>  // this is only ever called immediately after getting <doubleQuotes46>next<doubleQuotes46> entry<newline46mondego>  @Override<newline46mondego>  protected void consume() throws IOException {<newline46mondego>    if (finished == true || lastRowFound == null)<newline46mondego>      return;<newline46mondego>    int count = 0;<newline46mondego>    while (getSource().hasTop() && lastRowFound.equals(getSource().getTopKey().getRow())) {<newline46mondego><newline46mondego>      // try to efficiently jump to the next matching key<newline46mondego>      if (count < numscans) {<newline46mondego>        ++count;<newline46mondego>        getSource().next(); // scan<newline46mondego>      } else {<newline46mondego>        // too many scans, just seek<newline46mondego>        count = 0;<newline46mondego><newline46mondego>        // determine where to seek to, but don't go beyond the user-specified range<newline46mondego>        Key nextKey = getSource().getTopKey().followingKey(PartialKey.ROW);<newline46mondego>        if (!latestRange.afterEndKey(nextKey))<newline46mondego>          getSource().seek(new Range(nextKey, true, latestRange.getEndKey(), latestRange.isEndKeyInclusive()), latestColumnFamilies, latestInclusive);<newline46mondego>        else {<newline46mondego>          finished = true;<newline46mondego>          break;<newline46mondego>        }<newline46mondego>      }<newline46mondego>    }<newline46mondego>    lastRowFound = getSource().hasTop() ? getSource().getTopKey().getRow(lastRowFound) : null;<newline46mondego>  }<newline46mondego><newline46mondego>  private boolean finished = true;<newline46mondego><newline46mondego>  @Override<newline46mondego>  public boolean hasTop() {<newline46mondego>    return !finished && getSource().hasTop();<newline46mondego>  }<newline46mondego><newline46mondego>  @Override<newline46mondego>  public void seek(Range range, Collection<ByteSequence> columnFamilies, boolean inclusive) throws IOException {<newline46mondego>    // save parameters for future internal seeks<newline46mondego>    latestRange = range;<newline46mondego>    latestColumnFamilies = columnFamilies;<newline46mondego>    latestInclusive = inclusive;<newline46mondego>    lastRowFound = null;<newline46mondego><newline46mondego>    super.seek(range, columnFamilies, inclusive);<newline46mondego>    finished = false;<newline46mondego><newline46mondego>    if (getSource().hasTop()) {<newline46mondego>      lastRowFound = getSource().getTopKey().getRow();<newline46mondego>      if (range.beforeStartKey(getSource().getTopKey()))<newline46mondego>        consume();<newline46mondego>    }<newline46mondego>  }<newline46mondego><newline46mondego>  @Override<newline46mondego>  public IteratorOptions describeOptions() {<newline46mondego>    String name = <doubleQuotes46>firstEntry<doubleQuotes46>;<newline46mondego>    String desc = <doubleQuotes46>Only allows iteration over the first entry per range<doubleQuotes46>;<newline46mondego>    HashMap<String,String> namedOptions = new HashMap<String,String>();<newline46mondego>    namedOptions.put(NUM_SCANS_STRING_NAME, <doubleQuotes46>Number of scans to try before seeking [10]<doubleQuotes46>);<newline46mondego>    return new IteratorOptions(name, desc, namedOptions, null);<newline46mondego>  }<newline46mondego><newline46mondego>  @Override<newline46mondego>  public boolean validateOptions(Map<String,String> options) {<newline46mondego>    try {<newline46mondego>      String o = options.get(NUM_SCANS_STRING_NAME);<newline46mondego>      if (o != null)<newline46mondego>        Integer.parseInt(o);<newline46mondego>    } catch (Exception e) {<newline46mondego>      throw new IllegalArgumentException(<doubleQuotes46>bad integer <doubleQuotes46> + NUM_SCANS_STRING_NAME + <doubleQuotes46>:<doubleQuotes46> + options.get(NUM_SCANS_STRING_NAME), e);<newline46mondego>    }<newline46mondego>    return true;<newline46mondego>  }<newline46mondego><newline46mondego>}<newline46mondego>"
"6797splitHere46","19306363splitHere46","printMatrix(m, i, j++);  << use ++j<newline46mondego>printMatrix(m, i++, j); << use ++i<newline46mondego>"
"6798splitHere46","19306363splitHere46","public static void printMatrix(int[][] m, int i, int j)<newline46mondego>{<newline46mondego>    System.out.print(<doubleQuotes46>[<doubleQuotes46> + m[i][j] + <doubleQuotes46>]<doubleQuotes46>);<newline46mondego>    if (i == m.length && j == m.length)<newline46mondego>    {<newline46mondego>        return;<newline46mondego>    }<newline46mondego><newline46mondego>    if (j == m.length)<newline46mondego>    {<newline46mondego>        j = 0;<newline46mondego>        ++i;<newline46mondego>        printMatrix(m, i, j);<newline46mondego>    }<newline46mondego>    else <newline46mondego>    {<newline46mondego>        j++;<newline46mondego>        printMatrix(m, i, j);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6799splitHere46","19306363splitHere46","public static void printMatrix(int[][] m)<newline46mondego>{<newline46mondego>    for (int i = 0; i < m.length; i++)<newline46mondego>        for (int j = 0; j < m.length; j++)<newline46mondego>            System.out.print(<doubleQuotes46>[<doubleQuotes46> + m[i][j] + <doubleQuotes46>]<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"6800splitHere46","19306364splitHere46","getElementsContainingOwnText(String searchText)"
"6801splitHere46","19306364splitHere46","<html><newline46mondego> <head></head><newline46mondego> <body> <newline46mondego>  <p id=<doubleQuotes46>tire<doubleQuotes46>>I need new tires for my car</p><newline46mondego> </body><newline46mondego></html><newline46mondego>"
"6802splitHere46","19306364splitHere46","Elements e = doc.getElementsContainingOwnText(<doubleQuotes46>tire<doubleQuotes46>);<newline46mondego>for (Element el : e) {<newline46mondego>    el.text(el.ownText().replace(<doubleQuotes46>tire<doubleQuotes46>, <doubleQuotes46><strong>tire</strong><doubleQuotes46>));<newline46mondego>}<newline46mondego>"
"6803splitHere46","19306364splitHere46","<html><newline46mondego> <head></head><newline46mondego> <body> <newline46mondego>  <p id=<doubleQuotes46>tire<doubleQuotes46>>I need new <strong>tire</strong>s for my car</p><newline46mondego> </body><newline46mondego></html><newline46mondego>"
"6804splitHere46","19306416splitHere46","$status[$rows['Aircraft']]= $rows['Status'];<newline46mondego>"
"6805splitHere46","19306480splitHere46","x[i] += 10;<newline46mondego>"
"6806splitHere46","19306593splitHere46","//global variable <newline46mondego>int flippedCardCounter = 0;<newline46mondego>Array[] flippedCards = new Array[2];<newline46mondego><newline46mondego>gridview.setOnItemClickListener(new OnItemClickListener()<newline46mondego>    {<newline46mondego>        public void onItemClick(AdapterView<?> parent, View v, int position, long id)<newline46mondego>         {   <newline46mondego>              switch(flippedCardCounter)<newline46mondego><newline46mondego>              //flippedCardCounter = 0 -> no cards flipped<newline46mondego>              case 0:<newline46mondego>                  flippeCardCounter++;    //increase counter<newline46mondego>                  flippedCard[0] = position //save reference<newline46mondego>                  startFlipAnimation(yourItemAtPosition(0));<newline46mondego>                  break;<newline46mondego>              //flippedCardCounter = 1 -> one card flipped<newline46mondego>              case 1:<newline46mondego>                  flippeCardCounter++;    //increase counter<newline46mondego>                  flippedCard[1] = position //save reference<newline46mondego>                  startFlipAnimation(yourItemAtPosition(1));<newline46mondego>                  break;<newline46mondego>              //flippedCardCounter = 2 -> hide two flipped card, flip one card<newline46mondego>              case 2:<newline46mondego>                  flippeCardCounter = 0;    //reset counter<newline46mondego><newline46mondego>                  //get reference to already flipped card and hide it<newline46mondego>                  startUnFlipAnimation(yourItemAtPosition(flippedCards[0]));<newline46mondego>                  startUnFlipAnimation(yourItemAtPosition(flippedCards[1]));<newline46mondego><newline46mondego>                  //reset your array ()<newline46mondego>                  flippedCards = new Array[2]; //not really needed<newline46mondego>                  flippedCards[0] = position<newline46mondego>                  flippeCardCounter++;   //increase counter<newline46mondego>                   startFlipAnimation(yourItemAtPosition(position));<newline46mondego>                  break;<newline46mondego>         }<newline46mondego><newline46mondego>    }); <newline46mondego>"
"6807splitHere46","19306617splitHere46","^\s*$"
"6808splitHere46","19306617splitHere46","line.trim().isEmpty()"
"6809splitHere46","19306617splitHere46","seenBlankLine"
"6810splitHere46","19307005splitHere46","SimpleDateFormat df2 = new SimpleDateFormat(<doubleQuotes46>EEE, dd MMM yyyy<doubleQuotes46>);<newline46mondego>"
"6811splitHere46","19307005splitHere46","SimpleDateFormat df2 = new SimpleDateFormat(<doubleQuotes46>EEE MMM dd, yyyy<doubleQuotes46>);<newline46mondego>"
"6812splitHere46","19307016splitHere46","JButton"
"6813splitHere46","19307016splitHere46","JCheckBox"
"6814splitHere46","19307016splitHere46","ToolBar"
"6815splitHere46","19307016splitHere46","toolBarTop"
"6816splitHere46","19307016splitHere46","JCheckBox"
"6817splitHere46","19307016splitHere46","true"
"6818splitHere46","19307016splitHere46","JButton reset = new JButton(<doubleQuotes46>Reset<doubleQuotes46>);<newline46mondego>    reset.addActionListener(new ActionListener() {<newline46mondego>        @Override<newline46mondego>        public void actionPerformed(ActionEvent e) {<newline46mondego>            for(Component c : toolBarTop.getComponents()){<newline46mondego>                if(c instanceof JCheckBox){<newline46mondego>                    JCheckBox checkBox = (JCheckBox) c;<newline46mondego>                    checkBox.setSelected(true);<newline46mondego>                }<newline46mondego>            }<newline46mondego>        }<newline46mondego>    });<newline46mondego>"
"6819splitHere46","19307016splitHere46","import java.awt.Component;<newline46mondego>import java.awt.Dimension;<newline46mondego>import java.awt.FlowLayout;<newline46mondego>import java.awt.event.ActionEvent;<newline46mondego>import java.awt.event.ActionListener;<newline46mondego>import javax.swing.JButton;<newline46mondego>import javax.swing.JCheckBox;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JPanel;<newline46mondego>import javax.swing.JToolBar;<newline46mondego>import javax.swing.SwingUtilities;<newline46mondego><newline46mondego>public class Demo {<newline46mondego><newline46mondego>    private void initGUI(){<newline46mondego><newline46mondego>        final JToolBar toolBarTop = new JToolBar();<newline46mondego>        toolBarTop.add(new JCheckBox(<doubleQuotes46>Check 1<doubleQuotes46>));<newline46mondego>        toolBarTop.add(new JCheckBox(<doubleQuotes46>Check 2<doubleQuotes46>));<newline46mondego>        toolBarTop.add(new JCheckBox(<doubleQuotes46>Check 3<doubleQuotes46>));<newline46mondego><newline46mondego>        JButton reset = new JButton(<doubleQuotes46>Reset<doubleQuotes46>);<newline46mondego>        reset.addActionListener(new ActionListener() {<newline46mondego>            @Override<newline46mondego>            public void actionPerformed(ActionEvent e) {<newline46mondego>                for(Component c : toolBarTop.getComponents()){<newline46mondego>                    if(c instanceof JCheckBox){<newline46mondego>                        JCheckBox checkBox = (JCheckBox) c;<newline46mondego>                        checkBox.setSelected(true);<newline46mondego>                    }<newline46mondego>                }<newline46mondego>            }<newline46mondego>        });<newline46mondego><newline46mondego>        toolBarTop.add(reset);<newline46mondego><newline46mondego>        JPanel content = new JPanel(new FlowLayout());<newline46mondego>        content.setPreferredSize(new Dimension(300, 200));<newline46mondego>        content.add(toolBarTop);<newline46mondego><newline46mondego>        JFrame frame = new JFrame(<doubleQuotes46>Demo<doubleQuotes46>);<newline46mondego>        frame.setDefaultCloseOperation(JFrame.DISPOSE_ON_CLOSE);<newline46mondego>        frame.setContentPane(content);       <newline46mondego>        frame.pack();<newline46mondego>        frame.setLocationRelativeTo(null);<newline46mondego>        frame.setVisible(true);<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                new Demo().initGUI();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }    <newline46mondego><newline46mondego>}<newline46mondego>"
"6820splitHere46","19307039splitHere46","getParameter"
"6821splitHere46","19307039splitHere46","getQueryString"
"6822splitHere46","19307039splitHere46","request.getQueryString();<newline46mondego>//?param=5FHjiSJ6NOTmi7/+2tnnkQ==<newline46mondego>"
"6823splitHere46","19307091splitHere46","// File A1.java<newline46mondego>class A1 {<newline46mondego>    static final String s = <doubleQuotes46>string<doubleQuotes46>; // constant<newline46mondego>    static String s2 = <doubleQuotes46>string2<doubleQuotes46>; // not constant<newline46mondego>    static final int i = 5;  // constant<newline46mondego>}<newline46mondego><newline46mondego>// File A2.java<newline46mondego>class A2 {<newline46mondego>    public static void main(String args[]) {<newline46mondego>        System.out.println(<doubleQuotes46>A1.s: <doubleQuotes46> + A1.s);<newline46mondego>        System.out.println(<doubleQuotes46>A1.s2: <doubleQuotes46> + A1.s2);<newline46mondego>        System.out.println(<doubleQuotes46>A1.i: <doubleQuotes46> + A1.i );<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6824splitHere46","19307091splitHere46","javap -c -l -private A2"
"6825splitHere46","19307091splitHere46","A1.s2"
"6826splitHere46","19307091splitHere46","java A2"
"6827splitHere46","19307227splitHere46","public static void DrawMeACircle(int posX, int posY, int radius) {<newline46mondego>    int h = 10; // Initial x position.<newline46mondego>    int k = 5; <newline46mondego><newline46mondego>    int x = posX - h;<newline46mondego>    int y = posY - k;<newline46mondego><newline46mondego>    for (int i = 0; i <= 2*posX; i++){<newline46mondego>        for (int j = 0; j <= 2*posY; j++){<newline46mondego>            double dx = (x - i);<newline46mondego>            double dy = (y - j);<newline46mondego><newline46mondego>            if (Math.abs(dx*dx + dy*dy - radius*radius) < 5){<newline46mondego>                System.out.print(<doubleQuotes46>*<doubleQuotes46>);<newline46mondego>            }<newline46mondego>            else{<newline46mondego>                System.out.print(<doubleQuotes46> <doubleQuotes46>);<newline46mondego>            }<newline46mondego>        }<newline46mondego>        System.out.println();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6828splitHere46","19307227splitHere46","posX=15, posY=15, radius=5, h=10 and k =5"
"6829splitHere46","19307227splitHere46","#####                  <newline46mondego>   #     #                 <newline46mondego>  #       #                <newline46mondego> #         #               <newline46mondego> #         #               <newline46mondego> #         #               <newline46mondego> #         #               <newline46mondego> #         #               <newline46mondego>  #       #                <newline46mondego>   #     #                 <newline46mondego>    #####                  <newline46mondego>"
"6830splitHere46","19307449splitHere46","for (int i = 0; i < n; i++)<newline46mondego>    System.out.print(i % 7 + 1 + <doubleQuotes46> <doubleQuotes46>);<newline46mondego>"
"6831splitHere46","19307449splitHere46","%"
"6832splitHere46","19307449splitHere46","n = 17"
"6833splitHere46","19307449splitHere46","1 2 3 4 5 6 7 1 2 3 4 5 6 7 1 2 3<newline46mondego>"
"6834splitHere46","19307784splitHere46","Process#getInputStream"
"6835splitHere46","19307784splitHere46","Process#getErrorStream"
"6836splitHere46","19307784splitHere46","Process#waitFor"
"6837splitHere46","19307861splitHere46","<unidad>"
"6838splitHere46","19307861splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><xsl:stylesheet xmlns:xsl=<doubleQuotes46>http://www.w3.org/1999/XSL/Transform<doubleQuotes46><newline46mondego>    version=<doubleQuotes46>1.0<doubleQuotes46>><newline46mondego><newline46mondego><!--standard identity template--><newline46mondego>    <xsl:template match=<doubleQuotes46>@*|node()<doubleQuotes46>><newline46mondego>        <xsl:copy><newline46mondego>            <xsl:apply-templates select=<doubleQuotes46>@*|node()<doubleQuotes46>/><newline46mondego>        </xsl:copy><newline46mondego>    </xsl:template><newline46mondego><newline46mondego>    <xsl:template match=<doubleQuotes46>unidad<doubleQuotes46>><newline46mondego><!--count the number of ancestors that are unidad elements--><newline46mondego>        <xsl:variable name=<doubleQuotes46>unidad-ancestor-count<doubleQuotes46> select=<doubleQuotes46>count(ancestor::unidad)<doubleQuotes46>/><newline46mondego><newline46mondego><!--If there are at least one unidad ancestors then <newline46mondego>    set the suffix to be the count()+1-->  <newline46mondego>      <xsl:variable name=<doubleQuotes46>suffix<doubleQuotes46>><newline46mondego>            <xsl:if test=<doubleQuotes46>$unidad-ancestor-count>0<doubleQuotes46>><newline46mondego>                <xsl:value-of select=<doubleQuotes46>$unidad-ancestor-count+1<doubleQuotes46>/><newline46mondego>            </xsl:if><newline46mondego>        </xsl:variable><newline46mondego><newline46mondego><!--create a new element using a base name of <doubleQuotes46>sub<doubleQuotes46> and the suffix value --><newline46mondego>        <xsl:element name=<doubleQuotes46>sub{$suffix}<doubleQuotes46>><newline46mondego><!--not pushing the @num attribute through the identity template, <newline46mondego>    just descendant nodes--><newline46mondego>            <xsl:apply-templates /> <newline46mondego>        </xsl:element><newline46mondego>    </xsl:template><newline46mondego><newline46mondego></xsl:stylesheet><newline46mondego>"
"6839splitHere46","19307926splitHere46","Integer"
"6840splitHere46","19307926splitHere46","poop"
"6841splitHere46","19307926splitHere46","java.lang.Integer"
"6842splitHere46","19307926splitHere46","Integer"
"6843splitHere46","19308122splitHere46","Graphics"
"6844splitHere46","19308122splitHere46","SplashScreen"
"6845splitHere46","19308122splitHere46","URL"
"6846splitHere46","19308122splitHere46","Graphics"
"6847splitHere46","19308122splitHere46","Graphics2D g2d = (Graphics2D)g.create();<newline46mondego>// Do you're painting here...<newline46mondego>// Release the state when you're done.<newline46mondego>g2d.dispose();<newline46mondego>"
"6848splitHere46","19308122splitHere46","import java.awt.AlphaComposite;<newline46mondego>import java.awt.Dimension;<newline46mondego>import java.awt.Frame;<newline46mondego>import java.awt.Graphics2D;<newline46mondego>import java.awt.GraphicsConfiguration;<newline46mondego>import java.awt.GraphicsDevice;<newline46mondego>import java.awt.GraphicsEnvironment;<newline46mondego>import java.awt.Image;<newline46mondego>import java.awt.SplashScreen;<newline46mondego>import java.awt.event.ActionEvent;<newline46mondego>import java.awt.event.ActionListener;<newline46mondego>import java.awt.event.WindowAdapter;<newline46mondego>import java.awt.event.WindowEvent;<newline46mondego>import java.awt.event.WindowListener;<newline46mondego>import java.awt.image.BufferedImage;<newline46mondego>import java.io.File;<newline46mondego>import java.io.IOException;<newline46mondego>import java.util.ArrayList;<newline46mondego>import java.util.logging.Level;<newline46mondego>import java.util.logging.Logger;<newline46mondego><newline46mondego>import javax.imageio.ImageIO;<newline46mondego><newline46mondego>public class SplashScreen100 extends Frame implements ActionListener {<newline46mondego><newline46mondego>    static ArrayList<Image> imgs;<newline46mondego><newline46mondego>    private static final long serialVersionUID = 1L;<newline46mondego>    private BufferedImage background;<newline46mondego><newline46mondego>    protected void renderSplashFrame(Graphics2D g, Image bg) {<newline46mondego><newline46mondego>        // Get the splash screen size...<newline46mondego>        Dimension size = SplashScreen.getSplashScreen().getSize();<newline46mondego>        int width = size.width;<newline46mondego>        int height = size.height;<newline46mondego><newline46mondego>        // Center the image within the splash screen<newline46mondego>        int x = (width - bg.getWidth(null)) / 2;<newline46mondego>        int y = (height - bg.getHeight(null)) / 2;<newline46mondego>        Graphics2D g2d = (Graphics2D) g.create();<newline46mondego><newline46mondego>        // Draw the background<newline46mondego>        g2d.drawImage(background, 0, 0, null);<newline46mondego>        // Apply alpha composite<newline46mondego>        g2d.setComposite(AlphaComposite.SrcOver.derive(0.5f));<newline46mondego>        // Draw the image...<newline46mondego>        g2d.drawImage(bg, x, y, null);<newline46mondego>        g2d.dispose();<newline46mondego>    }<newline46mondego><newline46mondego>    public SplashScreen100() {<newline46mondego>        super(<doubleQuotes46>SplashScreen demo<doubleQuotes46>);<newline46mondego>        final SplashScreen splash = SplashScreen.getSplashScreen();<newline46mondego>        if (splash == null) {<newline46mondego>            System.out.println(<doubleQuotes46>SplashScreen.getSplashScreen() returned null<doubleQuotes46>);<newline46mondego>            return;<newline46mondego>        }<newline46mondego>        Graphics2D g = splash.createGraphics();<newline46mondego>        if (g == null) {<newline46mondego>            System.out.println(<doubleQuotes46>g is null<doubleQuotes46>);<newline46mondego>            return;<newline46mondego>        }<newline46mondego><newline46mondego>        try {<newline46mondego>            background = ImageIO.read(splash.getImageURL());<newline46mondego><newline46mondego>            for (Image img : imgs) {<newline46mondego>                renderSplashFrame(g, img);<newline46mondego>                splash.update();<newline46mondego>                // I put this in to slow the updates down...<newline46mondego>                try {<newline46mondego>                    Thread.sleep(250);<newline46mondego>                } catch (InterruptedException ex) {<newline46mondego>                    Logger.getLogger(SplashScreen100.class.getName()).log(Level.SEVERE, null, ex);<newline46mondego>                }<newline46mondego>            }<newline46mondego>        } catch (IOException exp) {<newline46mondego>            exp.printStackTrace();<newline46mondego>        }<newline46mondego>        splash.close();<newline46mondego>    }<newline46mondego><newline46mondego>    public void actionPerformed(ActionEvent ae) {<newline46mondego>        System.exit(0);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String args[]) {<newline46mondego>        System.setProperty(<doubleQuotes46>sun.java2d.opengl<doubleQuotes46>, <doubleQuotes46>True<doubleQuotes46>);<newline46mondego>        GraphicsEnvironment env = GraphicsEnvironment.getLocalGraphicsEnvironment();<newline46mondego>        GraphicsDevice device = env.getDefaultScreenDevice();<newline46mondego>        GraphicsConfiguration config = device.getDefaultConfiguration();<newline46mondego><newline46mondego>        imgs = new ArrayList<Image>();<newline46mondego>        for (File file : new File(<doubleQuotes46>\path\to\images<doubleQuotes46>).listFiles()) {<newline46mondego>            if (file.getName().toLowerCase().endsWith(<doubleQuotes46>.png<doubleQuotes46>)) {<newline46mondego>                try {<newline46mondego>                    Image buffy = ImageIO.read(file);<newline46mondego>                    imgs.add(buffy);<newline46mondego>                } catch (IOException e) {<newline46mondego>                    e.printStackTrace();<newline46mondego>                }<newline46mondego>            }<newline46mondego>        }<newline46mondego>        SplashScreen100 test = new SplashScreen100();<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"6849splitHere46","19308122splitHere46","JWindow"
"6850splitHere46","19308122splitHere46","JPanel"
