"1splitHere46","21514988splitHere46","List<Point> points = new ArrayList<Point>();<newline46mondego><newline46mondego>Point pointOne = new Point(x,y);<newline46mondego>Point pointTwo = new Point(x+25,y);<newline46mondego>Point pointThree = new Point(x+25,y+5);<newline46mondego>Point pointFour = new Point(x,y+5);<newline46mondego>points.add(pointOne );<newline46mondego>points.add(pointTwo );<newline46mondego>points.add(pointThree );<newline46mondego>points.add(pointFour);<newline46mondego><newline46mondego><newline46mondego><newline46mondego>Path path = new Path();<newline46mondego>path.moveTo(pointOne.x, pointOne.y);<newline46mondego>path.lineTo(pointTwo.x, pointTwo.y);<newline46mondego>//and so on<newline46mondego>path.close();<newline46mondego><newline46mondego>//and then<newline46mondego>pList.add(points); <newline46mondego>"
"4109splitHere46","21604746splitHere46","InetAddress ipAdress        = InetAddress.getLocalHost();<newline46mondego>"
"4110splitHere46","21604784splitHere46","String  d = jTable1.getModel().getValueAt( jTable1.getSelectedRow() , row ).toString();<newline46mondego>"
"4111splitHere46","21604784splitHere46","String  d = jTable1.getValueAt( jTable1.getSelectedRow() , row ).toString();<newline46mondego>"
"4112splitHere46","21604835splitHere46","try {   <newline46mondego>    FileService fileService = new FileService();<newline46mondego>   FileList files = fileService.getPublicFiles(null);<newline46mondego>    if(files != null && ! files.isEmpty()) {<newline46mondego>        for (File file : files) {<newline46mondego>            out.println(<doubleQuotes46><a href=\<doubleQuotes46><doubleQuotes46> + file.getDownloadLink() + <doubleQuotes46>\<doubleQuotes46>> <doubleQuotes46> + file.getLabel() + <doubleQuotes46></a><br/><doubleQuotes46> );<newline46mondego>        }<newline46mondego>    } else {<newline46mondego>    out.println(<doubleQuotes46>No Results<doubleQuotes46>);<newline46mondego>    }<newline46mondego>} catch (Throwable e) {} <newline46mondego>"
"4113splitHere46","21604886splitHere46","URL url = getClass().getResource(<doubleQuotes46>words.txt<doubleQuotes46>);<newline46mondego>File file = new File(url.getPath());<newline46mondego>"
"4114splitHere46","21604940splitHere46","null"
"4115splitHere46","21604940splitHere46","{key, value, hash}"
"4116splitHere46","21604978splitHere46","HttpServletResponse.flushBuffer()"
"4117splitHere46","21604978splitHere46","HttpServletRequest"
"4118splitHere46","21604978splitHere46","Content-Type"
"4119splitHere46","21604978splitHere46","HttpServletResponse"
"4120splitHere46","21604978splitHere46","HttpServletResponse.flushBuffer()"
"4121splitHere46","21604978splitHere46","HttpServletResponse.flushBuffer()"
"4122splitHere46","21604978splitHere46","HttpServletRequest.flushBuffer()"
"4123splitHere46","21605019splitHere46","getInstalledPackages()"
"4124splitHere46","21605019splitHere46","GET_ACTIVITIES"
"4125splitHere46","21605019splitHere46","List<PackageInfo> pInfos = getPackageManager().getInstalledPackages(PackageManager.GET_ACTIVITIES);<newline46mondego>for (PackageInfo pInfo : pInfos) {<newline46mondego>  ActivityInfo[] aInfos = pInfo.activities;<newline46mondego>  if (aInfos != null) {<newline46mondego>    for (ActivityInfo activityInfo : aInfos) {<newline46mondego>      Log.i(<doubleQuotes46>ACT<doubleQuotes46>, activityInfo.name);<newline46mondego>      // do whatever else you like... <newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"4126splitHere46","21605019splitHere46","PackageManager pm = getPackageManager();<newline46mondego>PackageInfo packageInfo = pm.getPackageInfo(this.getPackageName(), 0);<newline46mondego><newline46mondego>packageInfo.activities // contains a list of all your activity tags under <application>,<newline46mondego>"
"4127splitHere46","21605183splitHere46","public class Singleton {<newline46mondego>    ...<newline46mondego>    private static class LazyHolder {<newline46mondego>        static final Singleton INSTANCE = new Singleton();<newline46mondego>    }<newline46mondego>    public static Singleton getInstance() {<newline46mondego>        return LazyHolder.INSTANCE;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4128splitHere46","21605183splitHere46","INSTANCE"
"4129splitHere46","21605183splitHere46","Singleton"
"4130splitHere46","21605183splitHere46","Singleton"
"4131splitHere46","21605334splitHere46","int price[] = new int[c];<newline46mondego>sc.nextLine();<newline46mondego>for (int i=1; i<=c; i++)<newline46mondego>"
"4132splitHere46","21605334splitHere46","for (int i=0; i<c; i++)<newline46mondego>"
"4133splitHere46","21605384splitHere46","WebElement name = driver.findElement(By.xpath(<doubleQuotes46>//table[@id='XXXXXXXXX_list']//td[contains(text(),'NAME')]<doubleQuotes46>));//Select td with text NAME in table with id XXXXXXXXX_list<newline46mondego>WebElement rowWithName = name.findElement(By.xpath(<doubleQuotes46>./..<doubleQuotes46>));//Select the parent node, i.e., tr, of the td with text NAME<newline46mondego>/*<newline46mondego> * Look into that row for other element or perform any action on the row.<newline46mondego> */<newline46mondego>"
"4134splitHere46","21605402splitHere46","+= 100"
"4135splitHere46","21605402splitHere46","rating"
"4136splitHere46","21605402splitHere46","Math.abs(p.getRating() - rating)"
"4137splitHere46","21605402splitHere46","public Player findClosePlayerInQueue(int rating) {<newline46mondego>    long startTime = System.nanoTime();<newline46mondego>    int bestDistance = Integer.MAX_VALUE;<newline46mondego>    Player res = null;<newline46mondego>    for(Player p: queuedPlayers) {<newline46mondego>        int dist = Math.abs(p.getRating() - rating);<newline46mondego>        if (dist < bestDistance ) {<newline46mondego>            bestDistance = dist;<newline46mondego>            res = p;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    System.out.printf(<doubleQuotes46>Searching took: %.3f<doubleQuotes46>, (startTime-System.nanoTime())/1e9);<newline46mondego>    return res;<newline46mondego>}<newline46mondego>"
"4138splitHere46","21605402splitHere46","N"
"4139splitHere46","21605484splitHere46","public static void main(String[] args)<newline46mondego>           {<newline46mondego>            method(<doubleQuotes46>~<doubleQuotes46>,48);<newline46mondego>            method(<doubleQuotes46>~+<doubleQuotes46>,24);<newline46mondego>            method(<doubleQuotes46>+~+<doubleQuotes46>,16);<newline46mondego>            method(<doubleQuotes46>~<doubleQuotes46>,48);<newline46mondego>                }<newline46mondego>    public static void method(String a,int len){<newline46mondego><newline46mondego>         for(int star =1; star<=len; star++)<newline46mondego>            {<newline46mondego><newline46mondego>                    System.out.print(a);<newline46mondego>                }<newline46mondego><newline46mondego><newline46mondego>            System.out.println();<newline46mondego>         }<newline46mondego>"
"4140splitHere46","21605551splitHere46","java.util.Date"
"4141splitHere46","21605551splitHere46","toString()"
"4142splitHere46","21605551splitHere46","Date"
"4143splitHere46","21605551splitHere46","SimpleDateFormat"
"4144splitHere46","21605643splitHere46","Enemy"
"4145splitHere46","21605643splitHere46","new Enemy()"
"4146splitHere46","21605643splitHere46","enemyhp"
"4147splitHere46","21605643splitHere46","public class Enemy implements ActionListener {<newline46mondego>    private static int nextID = 0;<newline46mondego>    private final int id; /* final members must be set in the constructor and cannot be changed afterward */<newline46mondego>    public int enemyhp=3;<newline46mondego>    /* ... */<newline46mondego><newline46mondego>    public Enemy(){<newline46mondego>        id = nextID++;<newline46mondego>        /* ... */<newline46mondego>    }<newline46mondego><newline46mondego>    public String toString() {<newline46mondego>        return <doubleQuotes46>Enemy <doubleQuotes46> + id + <doubleQuotes46>: enemyhp=<doubleQuotes46> + enemyhp;<newline46mondego>    }<newline46mondego><newline46mondego>    public void actionPerformed(ActionEvent event) {<newline46mondego>        move();<newline46mondego>        System.out.println(toString());<newline46mondego>    }<newline46mondego><newline46mondego>    /* ... */<newline46mondego>}<newline46mondego>"
"4148splitHere46","21605826splitHere46","<doubleQuotes46>postgre maven dependency<doubleQuotes46>"
"4149splitHere46","21605826splitHere46","<dependency><newline46mondego><groupId>postgresql</groupId><newline46mondego><artifactId>postgresql</artifactId><newline46mondego><version>9.1-901.jdbc4</version><newline46mondego></dependency><newline46mondego>"
"4150splitHere46","21605826splitHere46","<repository><newline46mondego>        <id>oss.sonatype.org</id><newline46mondego>        <name>OSS Sonatype Staging</name><newline46mondego>        <url>https://oss.sonatype.org/content/groups/staging</url><newline46mondego>    </repository><newline46mondego>"
"4151splitHere46","21605826splitHere46","<properties><newline46mondego>    <java-version>1.6</java-version><newline46mondego>    <org.springframework-version>4.0.0.RELEASE</org.springframework-version><newline46mondego>    <mysql.version>5.1.27</mysql.version><newline46mondego></properties><newline46mondego>"
"4152splitHere46","21605826splitHere46","<dependency><newline46mondego>        <groupId>org.springframework</groupId><newline46mondego>        <artifactId>spring-webmvc</artifactId><newline46mondego>        <version>${org.springframework-version}</version><newline46mondego>    </dependency><newline46mondego><newline46mondego>    <dependency><newline46mondego>        <groupId>org.springframework</groupId><newline46mondego>        <artifactId>spring-orm</artifactId><newline46mondego>        <version>${org.springframework-version}</version><newline46mondego>    </dependency><newline46mondego><newline46mondego>    <dependency><newline46mondego>        <groupId>org.springframework</groupId><newline46mondego>        <artifactId>spring-test</artifactId><newline46mondego>        <version>${org.springframework-version}</version><newline46mondego>        <scope>test</scope><newline46mondego>    </dependency><newline46mondego><newline46mondego><newline46mondego>   <!-- MySQL --><newline46mondego>    <dependency><newline46mondego>        <groupId>mysql</groupId><newline46mondego>        <artifactId>mysql-connector-java</artifactId><newline46mondego>        <version>${mysql.version}</version><newline46mondego>    </dependency><newline46mondego>"
"4153splitHere46","21605879splitHere46","TableModel"
"4154splitHere46","21605879splitHere46","DefaultTableModel"
"4155splitHere46","21605879splitHere46","JTable"
"4156splitHere46","21605879splitHere46","String[] columns = {<doubleQuotes46>Column 1<doubleQuotes46>,<doubleQuotes46>Column 2<doubleQuotes46>};<newline46mondego>DefaultTableModel model = new DefaultTableModel(columns, 0); <-- 0 is number of rows<newline46mondego>JTable table = new JTable(model);<newline46mondego>"
"4157splitHere46","21605879splitHere46","addRow"
"4158splitHere46","21605879splitHere46","Object[]"
"4159splitHere46","21605879splitHere46","Vector"
"4160splitHere46","21605879splitHere46","Object[] rowData { data1, data2 };<newline46mondego>model.addRow(rowData);<newline46mondego>"
"4161splitHere46","21605879splitHere46","A a = new A();<newline46mondego>String[][] students = a.getDtudents();<newline46mondego><newline46mondego>for (String[] row : students) {<newline46mondego>    model.addRow(row):<newline46mondego>}<newline46mondego>"
"4162splitHere46","21605879splitHere46","JTable"
"4163splitHere46","21605879splitHere46","DefaultTableModel"
"4164splitHere46","21605879splitHere46","actionPerformed"
"4165splitHere46","21605879splitHere46","private void actionPerformed(java.awt.event.ActionPerformed e) {<newline46mondego>    DefaultTableModel model = (DefaultTableModel)jTable1.getModel();<newline46mondego>    model.setRorCount(0);<newline46mondego>    A a = new A();<newline46mondego>    String[][] students = a.getStudents();<newline46mondego>    for (String[] row : students) {<newline46mondego>        model.addRow(row);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4166splitHere46","21605891splitHere46","setContentView(R.layout.gamelayout);<newline46mondego>    renderView = (AndroidFastRenderView)findViewById(R.id.androidFastRenderView);<newline46mondego>    renderView.initialise(this, frameBuffer);<newline46mondego>"
"4167splitHere46","21605891splitHere46","final AndroidGame agame = (AndroidGame) game;<newline46mondego><newline46mondego>    agame.runOnUiThread(new Runnable() {<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void run() {<newline46mondego>            View currentView = agame.findViewById(R.id.gameLayout);<newline46mondego>            ViewGroup parent = (ViewGroup) currentView.getParent();<newline46mondego>            currentView = agame.getLayoutInflater().inflate(R.layout.highscorescontent, parent, false);<newline46mondego>            parent.addView(currentView);<newline46mondego>        }<newline46mondego>    });<newline46mondego>"
"4168splitHere46","21605891splitHere46","View currentView = agame.findViewById(R.id.highScoresLayout);<newline46mondego>    ViewGroup parent = (ViewGroup) currentView.getParent();<newline46mondego>    parent.removeView(currentView);<newline46mondego>"
"4169splitHere46","21605919splitHere46",","
"4170splitHere46","21605919splitHere46","String input = <doubleQuotes46>[200,350,500]<doubleQuotes46>;<newline46mondego>String[] split = input.substring(1, input.length() - 1).split(<doubleQuotes46>,<doubleQuotes46>);<newline46mondego>"
"4171splitHere46","21605986splitHere46","Point"
"4172splitHere46","21605986splitHere46","setLocation(<overloaded>)"
"4173splitHere46","21605986splitHere46","object Origin extends Point { }"
"4174splitHere46","21606270splitHere46","contains"
"4175splitHere46","21606270splitHere46","Scanner kybd = new Scanner(System.in);<newline46mondego>StringBuilder result = new StringBuilder();<newline46mondego>String s = kybd.nextLine();<newline46mondego>String[] arr = s.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego> for ( String ss : arr) {<newline46mondego>     if(ss.contains(<doubleQuotes46>e<doubleQuotes46>)) {<newline46mondego>         result.append(ss);<newline46mondego>     }<newline46mondego>}<newline46mondego>"
"4176splitHere46","21606309splitHere46","<doubleQuotes46>^(\\w+\\.)?\\w+\\.\\w+$<doubleQuotes46><newline46mondego>"
"4177splitHere46","21606496splitHere46","URL url = new URL(<doubleQuotes46>http://example.com<doubleQuotes46>);<newline46mondego>URLConnection connection = url.openConnection();<newline46mondego>Date date = new Date(connection.getLastModified());<newline46mondego>System.out.println(date);       <newline46mondego>"
"4178splitHere46","21606522splitHere46","0"
"4179splitHere46","21606522splitHere46","final int[][][] array = new int[1][1][1];<newline46mondego>System.out.println(array[0][0][0]);<newline46mondego>"
"4180splitHere46","21606522splitHere46","0"
"4181splitHere46","21606616splitHere46","(!role.equalsIgnoreCase(<doubleQuotes46>MANAGER<doubleQuotes46>) || <newline46mondego> !role.equalsIgnoreCase(<doubleQuotes46>DEVELOPER<doubleQuotes46>) || <newline46mondego> !role.equalsIgnoreCase(<doubleQuotes46>QA<doubleQuotes46>))<newline46mondego>"
"4182splitHere46","21606616splitHere46","(!role.equalsIgnoreCase(<doubleQuotes46>MANAGER<doubleQuotes46>) && <newline46mondego> !role.equalsIgnoreCase(<doubleQuotes46>DEVELOPER<doubleQuotes46>) && <newline46mondego> !role.equalsIgnoreCase(<doubleQuotes46>QA<doubleQuotes46>))<newline46mondego>"
"4183splitHere46","21606704splitHere46","pst.setString(1, <doubleQuotes46>%<doubleQuotes46> + val + <doubleQuotes46>%<doubleQuotes46>);<newline46mondego>"
"4184splitHere46","21606749splitHere46","C"
"4185splitHere46","21606749splitHere46","B#foo()"
"4186splitHere46","21606749splitHere46","public void foo() {<newline46mondego>    System.out.println(<doubleQuotes46>C's foo()<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"4187splitHere46","21606749splitHere46","C"
"4188splitHere46","21606749splitHere46","System.out.println(annotations[j].toString() + <doubleQuotes46>:<doubleQuotes46> + methods[i]); // instead of methods[i].getName()<newline46mondego>"
"4189splitHere46","21606749splitHere46","@MyTestAnnotation():public void com.sc.B.foo()<newline46mondego>"
"4190splitHere46","21606749splitHere46","B"
"4191splitHere46","21606749splitHere46","B#foo"
"4192splitHere46","21606749splitHere46","@MyTestAnnotation"
"4193splitHere46","21606749splitHere46","@Inherited"
"4194splitHere46","21606797splitHere46","X509EncodedKeySpec"
"4195splitHere46","21606797splitHere46","X509EncodedKeySpec bobPubKeySpec = new X509EncodedKeySpec(bobEncodedPubKey);<newline46mondego>KeyFactory keyFactory = KeyFactory.getInstance(<doubleQuotes46>RSA<doubleQuotes46>);<newline46mondego>PublicKey bobPubKey = keyFactory.generatePublic(bobPubKeySpec);<newline46mondego>"
"4196splitHere46","21606797splitHere46","byte[]"
"4197splitHere46","21606797splitHere46","PKCS8EncodedKeySpec"
"4198splitHere46","21607138splitHere46","SpinPanel"
"4199splitHere46","21607138splitHere46","setModel"
"4200splitHere46","21607138splitHere46","ChangeListener"
"4201splitHere46","21607138splitHere46","IsingModelTask"
"4202splitHere46","21607138splitHere46","doInBackground"
"4203splitHere46","21607426splitHere46","int i = iter.next()"
"4204splitHere46","21607426splitHere46","Iterator<Integer>"
"4205splitHere46","21607426splitHere46","List<Integer>"
"4206splitHere46","21607426splitHere46","for (int i : list)"
"4207splitHere46","21607426splitHere46","next()"
"4208splitHere46","21607426splitHere46","hasNext()"
"4209splitHere46","21607539splitHere46","JPanel"
"4210splitHere46","21607539splitHere46","// panel is a JPanel<newline46mondego>panel.setBorder(BorderFactory.createTitledBorder(<doubleQuotes46>Title<doubleQuotes46>));<newline46mondego>"
"4211splitHere46","21607691splitHere46","long diffInMillis = finish.getTime() - start.getTime();<newline46mondego>Date diffAsDate = new Date(diffInMillis);<newline46mondego>"
"4212splitHere46","21607755splitHere46","scan2.hasNextDouble()<newline46mondego>"
"4213splitHere46","21607755splitHere46","public double findAverage(ArrayList<Integer> numbers){<newline46mondego>    int sum=0;<newline46mondego>    for (Integer i: numbers){<newline46mondego>        sum+=i;<newline46mondego>    }<newline46mondego>    return sum/(double)numbers.size();<newline46mondego>}<newline46mondego>"
"4214splitHere46","21607791splitHere46","public class SomeObject<newline46mondego>{<newline46mondego>  public SomeObject(Values)<newline46mondego>  {<newline46mondego>     this.options1 = //Something<newline46mondego>     this.options2 = //Something<newline46mondego>     this.options3 = //Something<newline46mondego>     this.options4 = //Something<newline46mondego>  }<newline46mondego><newline46mondego>  public boolean isPhone() {return option1 && option2 && option3 && !option4;}<newline46mondego>}<newline46mondego>"
"4215splitHere46","21607791splitHere46","var x = new SomeObject(Values);<newline46mondego>if (x.isPhone) {<newline46mondego>  // DO IS PHONE Branch<newline46mondego>}<newline46mondego>if (x.isFax) {<newline46mondego>  // DO IS Fax Branch<newline46mondego>}<newline46mondego>"
"4216splitHere46","21607992splitHere46","Integer"
"4217splitHere46","21607992splitHere46","Long"
"4218splitHere46","21607992splitHere46","toString()"
"4219splitHere46","21607992splitHere46","toString()"
"4220splitHere46","21607992splitHere46","java.lang.Object"
"4221splitHere46","21607992splitHere46","toString"
"4222splitHere46","21607992splitHere46","java.lang.Integer"
"4223splitHere46","21607992splitHere46","public static String toString(int i)"
"4224splitHere46","21607992splitHere46","public static String toString(int i, int radix)"
"4225splitHere46","21608211splitHere46","1.0"
"4226splitHere46","21608211splitHere46","2.0"
"4227splitHere46","21608211splitHere46","double"
"4228splitHere46","21608211splitHere46","double"
"4229splitHere46","21608211splitHere46","float"
"4230splitHere46","21608211splitHere46","float"
"4231splitHere46","21608211splitHere46","doubles"
"4232splitHere46","21608211splitHere46","float"
"4233splitHere46","21608211splitHere46","f"
"4234splitHere46","21608295splitHere46","SQL_ACTIVE_STATEMENTS LIMIT"
"4235splitHere46","21608295splitHere46","public static void main(String[] args) throws SQLException {<newline46mondego>    for (int i = 0; i < queries.length; i++) {<newline46mondego>        PreparedStatement stmt = conn.prepareStatement(queries[i]);<newline46mondego>        try {          <newline46mondego>            if (queries[i].toUpperCase().contains(<doubleQuotes46>SELECT <doubleQuotes46>) && !queries[i].toUpperCase().contains(<doubleQuotes46>CREATE <doubleQuotes46>) && !queries[i].toUpperCase().contains(<doubleQuotes46>DROP <doubleQuotes46>) && !queries[i].toUpperCase().contains(<doubleQuotes46>DELETE <doubleQuotes46>)) {<newline46mondego>                rs = stmt.executeQuery();<newline46mondego>            } else {<newline46mondego>                stmt.executeUpdate();<newline46mondego>            }<newline46mondego>        } finally {<newline46mondego>            stmt.close();<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4236splitHere46","21608295splitHere46","ResultSet"
"4237splitHere46","21608309splitHere46","digits colours description"
"4238splitHere46","21608309splitHere46","text = text.replaceFirst(<doubleQuotes46>(?i)(?<=\\d)\\s(red|green|blue)\\b<doubleQuotes46>,<doubleQuotes46><doubleQuotes46>);<newline46mondego>"
"4239splitHere46","21608309splitHere46","(?i)"
"4240splitHere46","21608309splitHere46","(?<=\\d)"
"4241splitHere46","21608309splitHere46","\\s"
"4242splitHere46","21608309splitHere46","(red|green|blue)"
"4243splitHere46","21608309splitHere46","\\b"
"4244splitHere46","21608309splitHere46","greenhouses"
"4245splitHere46","21608309splitHere46","gray"
"4246splitHere46","21608309splitHere46","gray-red"
"4247splitHere46","21608309splitHere46","gray-red|gray"
"4248splitHere46","21608309splitHere46","12 gray-red Mercedes"
"4249splitHere46","21608309splitHere46","replaceAll(<doubleQuotes46>gray|gray-red<doubleQuotes46>,<doubleQuotes46><doubleQuotes46>)"
"4250splitHere46","21608309splitHere46","12 -red Mercedes"
"4251splitHere46","21608309splitHere46","gray"
"4252splitHere46","21608309splitHere46","gray-red"
"4253splitHere46","21608389splitHere46","add=(Button) findViewById(R.id.bSub);<newline46mondego>"
"4254splitHere46","21608389splitHere46","sub=(Button) findViewById(R.id.bSub);<newline46mondego>"
"4255splitHere46","21608472splitHere46","static final int ONE_DAY_MILLIS = 86400 * 1000;<newline46mondego>//....<newline46mondego>long deltaMillis = vexp.getTime() - dv.getTime();<newline46mondego>if (deltaMillis < 7 * ONE_DAY_MILLIS) {<newline46mondego>  // within last 7 days<newline46mondego>}<newline46mondego>"
"4256splitHere46","21608520splitHere46","<rule ref=<doubleQuotes46>rulesets/java/controversial.xml/DataflowAnomalyAnalysis<doubleQuotes46>><newline46mondego>    <properties><newline46mondego>        <property name=<doubleQuotes46>violationSuppressRegex<doubleQuotes46> value=<doubleQuotes46>^Found 'UR'-anomaly.*<doubleQuotes46>/><newline46mondego>    </properties><newline46mondego></rule><newline46mondego>"
"4257splitHere46","21608525splitHere46","new Contact().reserve();<newline46mondego>"
"4258splitHere46","21608618splitHere46","(?s)methodname.*(?-s)set.*parma1, param2<newline46mondego>"
"4259splitHere46","21608618splitHere46","n*"
"4260splitHere46","21608735splitHere46","0xC4"
"4261splitHere46","21608735splitHere46","byte"
"4262splitHere46","21608735splitHere46","byte"
"4263splitHere46","21608735splitHere46","byte[] test = <newline46mondego>{<newline46mondego>    0x11,<newline46mondego>    0x02,<newline46mondego>    0x00,<newline46mondego>    (byte) 0xC4,<newline46mondego>    0x00,<newline46mondego>    0x16<newline46mondego>};<newline46mondego>"
"4264splitHere46","21608747splitHere46","Job"
"4265splitHere46","21608747splitHere46","setNeedsProgressMonitor(true);<newline46mondego>"
"4266splitHere46","21608747splitHere46","Wizard"
"4267splitHere46","21608747splitHere46","performFinish"
"4268splitHere46","21608747splitHere46","getContainer().run(true, true, new WorkClass());<newline46mondego>"
"4269splitHere46","21608747splitHere46","WorkClass"
"4270splitHere46","21608747splitHere46","IRunnableWithProgress"
"4271splitHere46","21608747splitHere46","class WorkClass implements IRunnableWithProgress<newline46mondego>{<newline46mondego>  @Override<newline46mondego>  public void run(final IProgressMonitor monitor)<newline46mondego>     throws InvocationTargetException, InterruptedException<newline46mondego>  {<newline46mondego>    // Your work here updating the progress monitor<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"4272splitHere46","21608747splitHere46","Job"
"4273splitHere46","21608747splitHere46","Display.asycnExec"
"4274splitHere46","21608747splitHere46","Display.syncExec"
"4275splitHere46","21608747splitHere46","Display.getDefault().asyncExec(new Runnable()<newline46mondego>  {<newline46mondego>    @Override<newline46mondego>    public void run()<newline46mondego>    {<newline46mondego>       // Work which updates the UI<newline46mondego>    }<newline46mondego>  });<newline46mondego>"
"4276splitHere46","21608764splitHere46","PreparedStatement#setObject"
"4277splitHere46","21608764splitHere46","preparedStatement.setObject(4,<doubleQuotes46>string<doubleQuotes46>);<newline46mondego>"
"4278splitHere46","21608764splitHere46","preparedStatement.setString(4,<doubleQuotes46>string<doubleQuotes46>);<newline46mondego>"
"4279splitHere46","21608764splitHere46","public void addParameters(PreparedStatement pstmt, Object ... parameters)<newline46mondego>    throws SQLException {<newline46mondego>    int paramIndex = 1;<newline46mondego>    for (Object param : parameters) {<newline46mondego>        pstmt.setObject(paramIndex++, param);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4280splitHere46","21608764splitHere46","PreparedStatement preparedStatement = ...<newline46mondego>addParameters(preparedStatement, 1, <doubleQuotes46>string<doubleQuotes46>, new java.util.Date());<newline46mondego>"
"4281splitHere46","21608858splitHere46","user=> (def local (ThreadLocal.))<newline46mondego>#'user/local<newline46mondego>user=> (.set local 3)<newline46mondego>nil<newline46mondego>user=> (.get local)<newline46mondego>3<newline46mondego>"
"4282splitHere46","21608875splitHere46","List.replaceAll(UnaryOperator)"
"4283splitHere46","21608875splitHere46","Collection.removeIf(Predicate)"
"4284splitHere46","21608875splitHere46","List.sort()"
"4285splitHere46","21608875splitHere46","Map.replaceAll(BiFunction)"
"4286splitHere46","21608962splitHere46","cEntertainment.addItemListener(new ItemListener(){<newline46mondego>    public void itemStateChanged(ItemEvent e){<newline46mondego>        int state = e.getStateChange();<newline46mondego>        if (state == ItemEvent.SELECTED) {<newline46mondego>            ...<newline46mondego>            newFilter(cEntertainment.getText());<newline46mondego>        } else {<newline46mondego>            ...<newline46mondego>            removeFilter();<newline46mondego>        }<newline46mondego>    }<newline46mondego>});<newline46mondego><newline46mondego>...<newline46mondego><newline46mondego>private void newFilter(String type) {<newline46mondego>    RowFilter<DefaultTableModel,Object> rf = null;<newline46mondego>    try{<newline46mondego>        rf = RowFilter.regexFilter(type);<newline46mondego>    }catch(java.util.regex.PatternSyntaxException e){<newline46mondego>        return;<newline46mondego>    }<newline46mondego>    sorter.setRowFilter(rf);<newline46mondego>}<newline46mondego><newline46mondego>private void removeFilter() {<newline46mondego>    sorter.setRowFilter(null);<newline46mondego>}<newline46mondego>"
"4287splitHere46","21608962splitHere46","null"
"4288splitHere46","21609074splitHere46",".trimToCapacity()"
"4289splitHere46","21609074splitHere46","o.f();"
"4290splitHere46","21609074splitHere46","if (o.getClass() == A.class) A::f(o) else B::f(o);"
"4291splitHere46","21609088splitHere46","db.refs.ensureIndex({customerReference: 1}, {unique : true})<newline46mondego>"
"4292splitHere46","21609088splitHere46","customerReference"
"4293splitHere46","21609088splitHere46","db.refs.getIndexes()"
"4294splitHere46","21609088splitHere46","{<newline46mondego>    <doubleQuotes46>v<doubleQuotes46> : 1,<newline46mondego>    <doubleQuotes46>key<doubleQuotes46> : {<newline46mondego>        <doubleQuotes46>customerReference<doubleQuotes46> : 1<newline46mondego>     },<newline46mondego>     <doubleQuotes46>unique<doubleQuotes46> : true,<newline46mondego>     <doubleQuotes46>ns<doubleQuotes46> : <doubleQuotes46>test.refs<doubleQuotes46>,<newline46mondego>     <doubleQuotes46>name<doubleQuotes46> : <doubleQuotes46>customerReference_1<doubleQuotes46><newline46mondego> }<newline46mondego>"
"4295splitHere46","21609088splitHere46","BasicDBObject"
"4296splitHere46","21609088splitHere46","<doubleQuotes46>key<doubleQuotes46> : { <doubleQuotes46>customerReference<doubleQuotes46> : 1, <doubleQuotes46>unique<doubleQuotes46> : true }<newline46mondego>"
"4297splitHere46","21609088splitHere46","key"
"4298splitHere46","21609088splitHere46","unique"
"4299splitHere46","21609088splitHere46","unique"
"4300splitHere46","21609088splitHere46","index"
"4301splitHere46","21609088splitHere46","<doubleQuotes46>key<doubleQuotes46> : {<newline46mondego>     <doubleQuotes46>customerReference<doubleQuotes46> : 1<newline46mondego> },<newline46mondego> <doubleQuotes46>unique<doubleQuotes46> : true<newline46mondego>"
"4302splitHere46","21609088splitHere46","BasicDBObjects"
"4303splitHere46","21609088splitHere46","{customerReference : 1}"
"4304splitHere46","21609088splitHere46","{unique : true}"
"4305splitHere46","21609150splitHere46","call applicationName.bat"
"4306splitHere46","21609183splitHere46","^-?[1-9][0-9]*$<newline46mondego>"
"4307splitHere46","21609183splitHere46","-"
"4308splitHere46","21609183splitHere46","^"
"4309splitHere46","21609183splitHere46","$"
"4310splitHere46","21609183splitHere46","^-?[1-9][0-9]*$|^0$<newline46mondego>"
"4311splitHere46","21609183splitHere46","^(-?[1-9][0-9]*|0)$<newline46mondego>"
