"1splitHere46","8938876splitHere46","new EventHandler<ActionEvent>() {<newline46mondego>        @Override // <- notice the annotation, it overrides from the interface.<newline46mondego>        public void handle(ActionEvent event) {<newline46mondego>                System.out.print(<doubleQuotes46>Hello World !!<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"4714splitHere46","9065798splitHere46","String s = <doubleQuotes46><doubleQuotes46> + 5;<newline46mondego>"
"4715splitHere46","9065798splitHere46","java.lang.String"
"4716splitHere46","9065798splitHere46","1 + <doubleQuotes46>1<doubleQuotes46><newline46mondego>"
"4717splitHere46","9065798splitHere46","1.+(<doubleQuotes46>1<doubleQuotes46>)<newline46mondego>"
"4718splitHere46","9065798splitHere46","+()"
"4719splitHere46","9065798splitHere46","Int.+"
"4720splitHere46","9065798splitHere46","Int.scala"
"4721splitHere46","9065798splitHere46","final class Int extends AnyVal {<newline46mondego>    //....<newline46mondego>    def +(x: String): String = sys.error(<doubleQuotes46>stub<doubleQuotes46>)<newline46mondego>"
"4722splitHere46","9065798splitHere46","String"
"4723splitHere46","9065798splitHere46","Predef.scala"
"4724splitHere46","9065798splitHere46","type String        = java.lang.String<newline46mondego>"
"4725splitHere46","9065819splitHere46","0xFFFFFFFF"
"4726splitHere46","9065819splitHere46","-1"
"4727splitHere46","9065819splitHere46","long"
"4728splitHere46","9065819splitHere46","L"
"4729splitHere46","9065819splitHere46","long"
"4730splitHere46","9065819splitHere46","Long.toHexString(0xFFFFFFFFL)"
"4731splitHere46","9065876splitHere46","filePath"
"4732splitHere46","9065906splitHere46","MultipartResolver"
"4733splitHere46","9065906splitHere46","resolveMultipart"
"4734splitHere46","9065906splitHere46","public interface MultipartResolver {<newline46mondego> /* Parse the given HTTP request into multipart files and parameters,<newline46mondego> * and wrap the request inside a<newline46mondego> * {@link org.springframework.web.multipart.MultipartHttpServletRequest} object<newline46mondego> * that provides access to file descriptors and makes contained<newline46mondego> * parameters accessible via the standard ServletRequest methods.<newline46mondego> * ....<newline46mondego> */<newline46mondego> MultipartHttpServletRequest resolveMultipart(HttpServletRequest request) throws MultipartException;<newline46mondego>"
"4735splitHere46","9065940splitHere46","NullPointerException"
"4736splitHere46","9066100splitHere46","GET"
"4737splitHere46","9066100splitHere46","GET"
"4738splitHere46","9066100splitHere46","GET"
"4739splitHere46","9066100splitHere46","MsgID"
"4740splitHere46","9066100splitHere46","MsgID"
"4741splitHere46","9066153splitHere46","Runtime.exec()"
"4742splitHere46","9066153splitHere46","less"
"4743splitHere46","9066153splitHere46","public class Test {<newline46mondego>    public static void main(String[] args) throws Exception {<newline46mondego>        Process p = Runtime.getRuntime().exec(<newline46mondego>                new String[] {<doubleQuotes46>sh<doubleQuotes46>, <doubleQuotes46>-c<doubleQuotes46>,<newline46mondego>                <doubleQuotes46>less Test.java < <doubleQuotes46>+args[0] + <doubleQuotes46> > <doubleQuotes46>+args[0]});<newline46mondego>        System.out.println(<doubleQuotes46>=> <doubleQuotes46>+p.waitFor());<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4744splitHere46","9066153splitHere46","java Test $(tty)"
"4745splitHere46","9066153splitHere46","tty"
"4746splitHere46","9066179splitHere46","close()"
"4747splitHere46","9066179splitHere46","finally"
"4748splitHere46","9066179splitHere46","destroy-method"
"4749splitHere46","9066190splitHere46","<batch:chunk reader=<doubleQuotes46>#{jobParameters['reader.beanId']}<doubleQuotes46> writer=<doubleQuotes46>writer<doubleQuotes46> processor=<doubleQuotes46>processor<doubleQuotes46> commit-interval=<doubleQuotes46>10<doubleQuotes46> /><newline46mondego>"
"4750splitHere46","9066280splitHere46","@echo off<newline46mondego>for /f <doubleQuotes46>skip=1<doubleQuotes46> %%x in ('wmic os get localdatetime') do if not defined MyDate set <doubleQuotes46>MyDate=%%x<doubleQuotes46><newline46mondego>set MyDate=%MyDate:~0,14%<newline46mondego>java -cp \Abc\JavaApplication MyJavaApplication > Classoutput%MyDate% 2>&1<newline46mondego>"
"4751splitHere46","9066331splitHere46","Dog"
"4752splitHere46","9066331splitHere46","Pet"
"4753splitHere46","9066331splitHere46","Dog extend Pet"
"4754splitHere46","9066331splitHere46","Pet"
"4755splitHere46","9066331splitHere46","setDiet()"
"4756splitHere46","9066331splitHere46","Dog"
"4757splitHere46","9066331splitHere46","class Pet<newline46mondego>{<newline46mondego>  Diet diet;<newline46mondego><newline46mondego>  abstract boolean satisfiesDietRules();<newline46mondego><newline46mondego>  public Pet()<newline46mondego>  {<newline46mondego>    if(!satisfiesDietRules())<newline46mondego>    {<newline46mondego>      throw CannotCreatePetException();<newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>class Dog extends Pet<newline46mondego>{<newline46mondego>  boolean satisfiesDietRules()<newline46mondego>  {<newline46mondego>    //rules<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"4758splitHere46","9066331splitHere46","enum"
"4759splitHere46","9066369splitHere46","ClassCastException"
"4760splitHere46","9066369splitHere46","Item i = new MovingItem(); // ok, because a MovingItem is an Item<newline46mondego>                           // a cast is possible, but redundant in this place<newline46mondego>MovingItem mi = new Item(); // won't compile, an Item isn't a MovingItem<newline46mondego>MovingItem mi = (MovingItem) new Item(); // throws ClassCastException<newline46mondego>                                         // an Item isn't a MovingItem<newline46mondego>"
"4761splitHere46","9066369splitHere46","ClassCastException"
"4762splitHere46","9066369splitHere46","Object o = new Integer(5); // assign an Integer instance to an Object variable<newline46mondego>Integer i = (Integer) o; // cast and assign to a new Integer variable<newline46mondego>                         // still points the the same actual instance<newline46mondego>assert i == o; // true, these two variables point to the same Integer instance<newline46mondego>"
"4763splitHere46","9066428splitHere46","// this the uri, something like content://media/external/images/media/635<newline46mondego>"
"4764splitHere46","9066428splitHere46","Environment.getExternalStorageDirectory()"
"4765splitHere46","9066428splitHere46","content://media/external/images/media/635"
"4766splitHere46","9066428splitHere46","Uri"
"4767splitHere46","9066428splitHere46","Uri"
"4768splitHere46","9066428splitHere46","ContentResolver"
"4769splitHere46","9066428splitHere46","InputStream"
"4770splitHere46","9066428splitHere46","Uri"
"4771splitHere46","9066428splitHere46","InputStream"
"4772splitHere46","9066496splitHere46","selection == <doubleQuotes46>Sigma<doubleQuotes46><newline46mondego>"
"4773splitHere46","9066496splitHere46","<doubleQuotes46>Sigma<doubleQuotes46>.equals(selection)<newline46mondego>"
"4774splitHere46","9066496splitHere46","} catch (BadLocationException e) {<newline46mondego>    //do something here<newline46mondego>    e.printStackTrace();        <newline46mondego>}<newline46mondego>"
"4775splitHere46","9066555splitHere46","equals"
"4776splitHere46","9066555splitHere46","expected [...].Rpoint<com.develop.test.data.entity.Rpoint@7668e5b5><newline46mondego>but was: [...].Rpoint<com.develop.test.data.entity.Rpoint@7668e5b5><newline46mondego>"
"4777splitHere46","9066555splitHere46","equals"
"4778splitHere46","9066593splitHere46","FieldError"
"4779splitHere46","9066593splitHere46","objectName"
"4780splitHere46","9066593splitHere46","customerBean"
"4781splitHere46","9066593splitHere46","field"
"4782splitHere46","9066769splitHere46","future.cancel(true)"
"4783splitHere46","9066769splitHere46","interrupt()"
"4784splitHere46","9066769splitHere46","protected Object doInBackground() throws Exception      <newline46mondego>{          <newline46mondego>   //do part 1 of long running task<newline46mondego>   if(Thread.currentThread().isInterrupted()){<newline46mondego>     //clean up and return<newline46mondego>   }<newline46mondego>   //do part 2 of long running task<newline46mondego>   if(Thread.currentThread().isInterrupted()){<newline46mondego>     //clean up and return<newline46mondego>   }<newline46mondego>   //etc..<newline46mondego>} <newline46mondego>"
"4785splitHere46","9066989splitHere46","Option<T>"
"4786splitHere46","9066989splitHere46","T"
"4787splitHere46","9066989splitHere46","class A {<newline46mondego>    Option<B> B { get { return this.optB; } }<newline46mondego>}<newline46mondego><newline46mondego>class B {<newline46mondego>    Option<C> C { get { return this.optC; } }<newline46mondego>}<newline46mondego><newline46mondego>// and so on<newline46mondego>"
"4788splitHere46","9066989splitHere46","A a = GetOne();<newline46mondego>D d = a.Value.B.Value.C.Value.D.Value; // Value() will throw if there is no value<newline46mondego>"
"4789splitHere46","9066989splitHere46","A a = GetOne();<newline46mondego>D d = a.Convert(a => a.B) // gives the value or empty Option<B><newline46mondego>       .Convert(b => b.C) // gives value or empty Option<C><newline46mondego>       .Convert(c => c.D) // gives value or empty Option<D><newline46mondego>       .ValueOrDefault(new D(<doubleQuotes46>No value<doubleQuotes46>)); // get a default if anything was empty <newline46mondego>"
"4790splitHere46","9066989splitHere46","A a = GetOne();<newline46mondego>D d = a.ValueOrDefault(defaultA)<newline46mondego>     .B.ValueOrDefault(defaultB)<newline46mondego>     .C.ValueOrDefault(defaultC)<newline46mondego>     .D.ValueOrDefault(defaultD);<newline46mondego>"
"4791splitHere46","9066989splitHere46","Option"
"4792splitHere46","9067092splitHere46","byte"
"4793splitHere46","9067092splitHere46","byte"
"4794splitHere46","9067092splitHere46","(byte)"
"4795splitHere46","9067092splitHere46","byte"
"4796splitHere46","9067092splitHere46","& 0xff"
"4797splitHere46","9067092splitHere46","public static void main(String[] args) throws Exception {    <newline46mondego>    byte[] in = { (byte) 0xff }; // (1)<newline46mondego>    byte[] hash = MessageDigest.getInstance(<doubleQuotes46>SHA-1<doubleQuotes46>).digest(in);<newline46mondego>    System.out.println(toHexString(hash));<newline46mondego>}<newline46mondego><newline46mondego>private static String toHexString(byte[] in) {<newline46mondego>    StringBuilder out = new StringBuilder(in.length * 2);<newline46mondego>    for (byte b: in)<newline46mondego>        out.append(String.format(<doubleQuotes46>%02X<doubleQuotes46>, b & 0xff)); // (2)<newline46mondego>    return out.toString();<newline46mondego>}<newline46mondego>"
"4798splitHere46","9067228splitHere46","viewBook.action"
"4799splitHere46","9067228splitHere46","<doubleQuotes46>redirectAction<doubleQuotes46>"
"4800splitHere46","9067247splitHere46","public class OurSecure extends Controller {<newline46mondego><newline46mondego>  @Before(unless={<doubleQuotes46>login<doubleQuotes46>, <doubleQuotes46>authenticate<doubleQuotes46>, <doubleQuotes46>logout<doubleQuotes46>})<newline46mondego>  static void checkAccess() throws Throwable {<newline46mondego>    // Authent<newline46mondego>    if(!session.contains(<doubleQuotes46>username<doubleQuotes46>)) {<newline46mondego><newline46mondego>        // __ my modification __ :<newline46mondego>        flash.keep(); <newline46mondego><newline46mondego><newline46mondego>        flash.put(<doubleQuotes46>url<doubleQuotes46>, <doubleQuotes46>GET<doubleQuotes46>.equals(request.method) ? request.url : <doubleQuotes46>/<doubleQuotes46>);<newline46mondego>        // seems a good default<newline46mondego>        login();<newline46mondego>    }<newline46mondego><newline46mondego>  ...<newline46mondego>}<newline46mondego>"
"4801splitHere46","9067261splitHere46","<%@ taglib uri=<doubleQuotes46>http://www.springframework.org/tags/form<doubleQuotes46> prefix=<doubleQuotes46>form<doubleQuotes46> %><newline46mondego>"
"4802splitHere46","9067469splitHere46","%"
"4803splitHere46","9067469splitHere46","int x = 123456;<newline46mondego>int lastDigits = x % 100000;<newline46mondego>"
"4804splitHere46","9067573splitHere46","ConcurrentLinkedQueue.remove(item)"
"4805splitHere46","9067573splitHere46","false"
"4806splitHere46","9067573splitHere46","item"
"4807splitHere46","9067573splitHere46","item"
"4808splitHere46","9067573splitHere46","equals()"
"4809splitHere46","9067573splitHere46","item"
"4810splitHere46","9067573splitHere46","ConcurrentLinkedQueue.remove(item)"
"4811splitHere46","9067621splitHere46","RuntimeException"
"4812splitHere46","9067621splitHere46","ParseException"
"4813splitHere46","9067621splitHere46","DatatypeConfigurationException"
"4814splitHere46","9067621splitHere46","RuntimeException"
"4815splitHere46","9067634splitHere46","<%@ page language=<doubleQuotes46>java<doubleQuotes46> contentType=<doubleQuotes46>text/html; charset=ISO-8859-1<doubleQuotes46><newline46mondego>    pageEncoding=<doubleQuotes46>ISO-8859-1<doubleQuotes46>%><newline46mondego><!DOCTYPE html PUBLIC <doubleQuotes46>-//W3C//DTD HTML 4.01 Transitional//EN<doubleQuotes46> <doubleQuotes46>http://www.w3.org/TR/html4/loose.dtd<doubleQuotes46>><newline46mondego><html><newline46mondego><head><newline46mondego><meta http-equiv=<doubleQuotes46>Content-Type<doubleQuotes46> content=<doubleQuotes46>text/html; charset=ISO-8859-1<doubleQuotes46>><newline46mondego><title>Insert title here</title><newline46mondego></head><newline46mondego><body><newline46mondego><%<newline46mondego><newline46mondego>class ThreadLoad implements Runnable {<newline46mondego>    public void run() {<newline46mondego>        long result = 0;<newline46mondego>        // increase the amount of loops until sufficient load<newline46mondego>        for (long dummy = 0; dummy < 100000000; dummy++) {<newline46mondego>            if (dummy % 2 == 0)<newline46mondego>                result += dummy;<newline46mondego>            else<newline46mondego>                result -= dummy;<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>int cpus = Runtime.getRuntime().availableProcessors();<newline46mondego>Thread[] threads = new Thread[cpus];<newline46mondego><newline46mondego>for (int i = 0; i < cpus; i++) {<newline46mondego>    threads[i] = new Thread(new ThreadLoad());<newline46mondego>    threads[i].start();<newline46mondego>}<newline46mondego><newline46mondego>for (int i = 0; i < cpus; i++) {<newline46mondego>    threads[i].join();<newline46mondego>}<newline46mondego><newline46mondego>response.getWriter().println(<doubleQuotes46>Done<doubleQuotes46>);<newline46mondego><newline46mondego>%><newline46mondego></body><newline46mondego></html><newline46mondego>"
"4816splitHere46","9067794splitHere46","add(int index, Object element)"
"4817splitHere46","9067794splitHere46","listModel"
"4818splitHere46","9067794splitHere46","DefaultListModel myListModel = (DefaultListModel) myList.getModel();<newline46mondego>myListModel.add(0, <doubleQuotes46>new row added at top<doubleQuotes46>);<newline46mondego>"
"4819splitHere46","9067863splitHere46","Runnable"
"4820splitHere46","9067863splitHere46","start"
"4821splitHere46","9067863splitHere46","Thread"
"4822splitHere46","9067863splitHere46","Inner"
"4823splitHere46","9067863splitHere46","Inner i = new Inner();<newline46mondego>Thread t = new Thread( i );<newline46mondego>"
"4824splitHere46","9067899splitHere46","enum"
"4825splitHere46","9067899splitHere46","switch"
"4826splitHere46","9067899splitHere46","for-loop"
"4827splitHere46","9067899splitHere46","valueOf(String)"
"4828splitHere46","9067922splitHere46","<!-- Credentials provider needed by apache default http client --><newline46mondego><bean id=<doubleQuotes46>credentialProvider<doubleQuotes46> class=<doubleQuotes46>org.apache.http.impl.client.BasicCredentialsProvider<doubleQuotes46> /><newline46mondego><newline46mondego><!-- Used to invoke a method in BasicCredentialsProvider.  This has to be done this way as BasicCredentialsProvider does not take <newline46mondego>provider and credentials in constructor or setter method.  It has to set by invoking setCredentials() method and passing two arguments -->  <newline46mondego><bean id=<doubleQuotes46>methodInvoke<doubleQuotes46> class=<doubleQuotes46>org.springframework.beans.factory.config.MethodInvokingFactoryBean<doubleQuotes46>><newline46mondego>    <property name=<doubleQuotes46>targetObject<doubleQuotes46>><ref local=<doubleQuotes46>credentialProvider<doubleQuotes46> /> </property><newline46mondego>    <property name=<doubleQuotes46>targetMethod<doubleQuotes46> value=<doubleQuotes46>setCredentials<doubleQuotes46>> </property><newline46mondego>    <property name=<doubleQuotes46>arguments<doubleQuotes46>  ><newline46mondego>        <list><newline46mondego>            <ref local=<doubleQuotes46>authScope<doubleQuotes46> /><newline46mondego>            <ref local=<doubleQuotes46>credentials<doubleQuotes46> /><newline46mondego>        </list><newline46mondego>    </property><newline46mondego></bean><newline46mondego><newline46mondego><!-- Authorization scope for accessing restful service.  Since we want this template to be used for everything, we are setting up it with defaults --><newline46mondego><bean id=<doubleQuotes46>authScope<doubleQuotes46> class=<doubleQuotes46>org.apache.http.auth.AuthScope<doubleQuotes46>><newline46mondego>    <constructor-arg name=<doubleQuotes46>host<doubleQuotes46>><null /></constructor-arg><newline46mondego>    <constructor-arg><value>-1</value> </constructor-arg><newline46mondego>    <constructor-arg><null /></constructor-arg><newline46mondego>    <constructor-arg><null /></constructor-arg><newline46mondego></bean><newline46mondego><newline46mondego><!-- Username and Password Credentials to access restful service --><newline46mondego><bean id=<doubleQuotes46>credentials<doubleQuotes46> class=<doubleQuotes46>org.apache.http.auth.UsernamePasswordCredentials<doubleQuotes46>><newline46mondego>    <constructor-arg name=<doubleQuotes46>userName<doubleQuotes46>><value>xxx</value></constructor-arg><newline46mondego>    <constructor-arg name=<doubleQuotes46>password<doubleQuotes46>><value>xxx</value></constructor-arg><newline46mondego></bean><newline46mondego><newline46mondego><!-- Client factory which uses Apache HttpClient implementation.  Note that it DO NOT use apache commons httpclient --><newline46mondego><bean id=<doubleQuotes46>httpClientFactory<doubleQuotes46> class=<doubleQuotes46>org.springframework.http.client.HttpComponentsClientHttpRequestFactory<doubleQuotes46>> <newline46mondego>    <constructor-arg ref=<doubleQuotes46>httpClient<doubleQuotes46>/> <newline46mondego></bean><newline46mondego><newline46mondego><bean id=<doubleQuotes46>httpClient<doubleQuotes46> class=<doubleQuotes46>org.apache.http.impl.client.DefaultHttpClient<doubleQuotes46>><newline46mondego>    <property name=<doubleQuotes46>credentialsProvider<doubleQuotes46> ref=<doubleQuotes46>credentialProvider<doubleQuotes46>/><newline46mondego></bean><newline46mondego><newline46mondego><!-- Rest template for Spring 3.1. Used HttpClientFactory to make request --><newline46mondego>  <bean id=<doubleQuotes46>restTemplate<doubleQuotes46> name=<doubleQuotes46>restTemplate<doubleQuotes46> class=<doubleQuotes46>org.springframework.web.client.RestTemplate<doubleQuotes46> autowire-candidate=<doubleQuotes46>true<doubleQuotes46>><newline46mondego>        <constructor-arg ref=<doubleQuotes46>httpClientFactory<doubleQuotes46> /><newline46mondego><newline46mondego>    <property name=<doubleQuotes46>messageConverters<doubleQuotes46>> <newline46mondego>        <list> <newline46mondego>            <bean class=<doubleQuotes46>org.springframework.http.converter.json.MappingJacksonHttpMessageConverter<doubleQuotes46>><newline46mondego>            </bean> <newline46mondego>            <bean class=<doubleQuotes46>org.springframework.http.converter.FormHttpMessageConverter<doubleQuotes46>/> <newline46mondego>            <bean class=<doubleQuotes46>org.springframework.http.converter.StringHttpMessageConverter<doubleQuotes46> /><newline46mondego>        </list> <newline46mondego>    </property><newline46mondego>  </bean>`<newline46mondego>"
"4829splitHere46","9068040splitHere46","lookup"
"4830splitHere46","9068040splitHere46","name"
"4831splitHere46","9068040splitHere46","java:app"
"4832splitHere46","9068040splitHere46","@Resource#lookup()"
"4833splitHere46","9068040splitHere46","InitialContext"
"4834splitHere46","9068040splitHere46","@Resource"
"4835splitHere46","9068040splitHere46","lookup"
"4836splitHere46","9068040splitHere46","@Resource(lookup = <doubleQuotes46>java:app/AppName<doubleQuotes46>)<newline46mondego>private String appName;<newline46mondego>"
"4837splitHere46","9068374splitHere46","getLength(Object)"
"4838splitHere46","9068374splitHere46","java.reflect.Array"
"4839splitHere46","9068374splitHere46","public static boolean isEmpty(Object test){<newline46mondego>    if (test==null){<newline46mondego>        return true;<newline46mondego>    }<newline46mondego>    if (test.getClass().isArray()){<newline46mondego>        return 0 == Array.getLength(test);<newline46mondego>    }<newline46mondego>    if (test instanceof String){<newline46mondego>        String s=(String)test;<newline46mondego>        return s.isEmpty(); // Change this!!<newline46mondego>    }<newline46mondego>    if (test instanceof Collection){<newline46mondego>        Collection c=(Collection)test;<newline46mondego>        return c.isEmpty();<newline46mondego>    }<newline46mondego>    return false;<newline46mondego>}<newline46mondego>"
"4840splitHere46","9068374splitHere46","boolean empty = (someString == <doubleQuotes46><doubleQuotes46>);<newline46mondego>"
"4841splitHere46","9068374splitHere46","String.equals(String)"
"4842splitHere46","9068616splitHere46","int o =JOptionPane.showOptionDialog(bcfiDownloadPanel,<newline46mondego>        new Object[]{panel},<newline46mondego>        <doubleQuotes46>Authorization Required<doubleQuotes46>,<newline46mondego>        JOptionPane.OK_CANCEL_OPTION,<newline46mondego>        JOptionPane.INFORMATION_MESSAGE,<newline46mondego>        null,<newline46mondego>        new WebButton[]{new WebButton(<doubleQuotes46>OK<doubleQuotes46>), new WebButton(<doubleQuotes46>Cancel<doubleQuotes46>)}, // this is the array<newline46mondego>        <doubleQuotes46>default<doubleQuotes46><newline46mondego>"
"4843splitHere46","9068616splitHere46","int o =JOptionPane.showOptionDialog(bcfiDownloadPanel,<newline46mondego>            new Object[]{panel},<newline46mondego>            <doubleQuotes46>Authorization Required<doubleQuotes46>,<newline46mondego>            JOptionPane.OK_CANCEL_OPTION,<newline46mondego>            JOptionPane.INFORMATION_MESSAGE,<newline46mondego>            null,<newline46mondego>            new WebButton[]{this.ok, this.cancel}, // this is the array<newline46mondego>            <doubleQuotes46>default<doubleQuotes46><newline46mondego>"
"4844splitHere46","9068642splitHere46","@XmlRootElement<newline46mondego>public class MyBean {<newline46mondego>    private String id;<newline46mondego>    private String name;<newline46mondego><newline46mondego>    public MyBean() {<newline46mondego>        super();<newline46mondego>    }<newline46mondego><newline46mondego>    // Getters/Setters<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>String json = <doubleQuotes46>...<doubleQuotes46>;<newline46mondego>MyBean bean = new ObjectMapper().readValue(json, MyBean.class);<newline46mondego>"
"4845splitHere46","9068718splitHere46","Log.v"
"4846splitHere46","9068718splitHere46","String"
"4847splitHere46","9068718splitHere46","File[]"
"4848splitHere46","9068718splitHere46","File"
"4849splitHere46","9068718splitHere46","String"
"4850splitHere46","9068718splitHere46","toString()"
"4851splitHere46","9068718splitHere46","ClassName"
"4852splitHere46","9068718splitHere46","address"
"4853splitHere46","9068718splitHere46","File[]"
"4854splitHere46","9068718splitHere46","String"
"4855splitHere46","9068718splitHere46","mp3List.toString()"
"4856splitHere46","9068718splitHere46","String fileArrayToString(File[] f){<newline46mondego>    String output = <doubleQuotes46><doubleQuotes46>;<newline46mondego>    String delimiter = <doubleQuotes46>\n<doubleQuotes46> // Can be new line \n tab \t etc...<newline46mondego>    for (int i=0; i<f.length; i++)<newline46mondego>    {<newline46mondego>        output = output + f[i].getPath() + delimiter;<newline46mondego>    }<newline46mondego><newline46mondego>    return output;<newline46mondego>}<newline46mondego>"
"4857splitHere46","9068718splitHere46","Log.v(<doubleQuotes46>MyTag<doubleQuotes46>, fileArraytoString(mp3List);<newline46mondego>"
"4858splitHere46","9068718splitHere46","for (int i=0; i<mp3List.legnth; i++)<newline46mondego>    Log.v(<doubleQuotes46>MyTag<doubleQuotes46>, Integer.toString(i) + <doubleQuotes46>:<doubleQuotes46> + mp3List[i].getPath());<newline46mondego>"
"4859splitHere46","9068802splitHere46","volatile"
"4860splitHere46","9068802splitHere46","std::atomic"
"4861splitHere46","9069150splitHere46","import java.util.ArrayList;<newline46mondego>import java.util.List;<newline46mondego><newline46mondego>public class Table {<newline46mondego><newline46mondego>    private int length, width;<newline46mondego><newline46mondego>    private List<List<String>> newTable;<newline46mondego><newline46mondego>    public Table() {<newline46mondego>        this.length = this.width = 0;<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * Testing a few functions<newline46mondego>     */<newline46mondego>    public static void main(String[] args) {<newline46mondego>        // Just testing a few functions.<newline46mondego>        Table list1 = new Table();<newline46mondego>        list1.createTable(4, 4);<newline46mondego>        list1.displayRow(1);<newline46mondego>        System.out.println(<doubleQuotes46>displayRow done!<doubleQuotes46>);<newline46mondego>        list1.displayColumn(1);<newline46mondego>        System.out.println(<doubleQuotes46>displayColumn done!<doubleQuotes46>);<newline46mondego>        list1.displayEntireTable();<newline46mondego>        System.out.println(<doubleQuotes46>displayEntireTable done!<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    public void createTable(int tableLength, int tableWidth) {<newline46mondego>        length = tableLength;<newline46mondego>        width = tableWidth;<newline46mondego><newline46mondego>        //by java 1.7 diamond feature, some generics can be hidden<newline46mondego>        this.newTable = new ArrayList<>();<newline46mondego>        for (int i = 0; i < tableWidth; i++) {<newline46mondego>            List<String> columns = new ArrayList<>();<newline46mondego>            for (int j = 0; j < tableLength; j++) {<newline46mondego>                columns.add(new String(<doubleQuotes46>test<doubleQuotes46>));<newline46mondego>            } //added here<newline46mondego>            this.newTable.add(columns);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public void displayRow(int row) {<newline46mondego>        System.out.println(this.newTable.get(row));<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * This function displays the column of the table. Still work which<newline46mondego>     * needs to be done here.<newline46mondego>     * @param column <newline46mondego>     */<newline46mondego>    public void displayColumn(int column) {<newline46mondego>        for (int i = 0; i < this.newTable.size(); i++) {<newline46mondego>            System.out.println(<doubleQuotes46>[<doubleQuotes46> + this.newTable.get(i).get(column) + <doubleQuotes46>]<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public void displayEntireTable() {<newline46mondego><newline46mondego>        for (int i = 0; i < this.newTable.size(); i++) {<newline46mondego>            System.out.println(this.newTable.get(i));<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4862splitHere46","9069240splitHere46","updateDate()"
"4863splitHere46","9069240splitHere46","public void updateDate() {<newline46mondego>    final TextView MensajeGender = (TextView)findViewById(R.id.age);<newline46mondego>    final RadioGroup rggender = (RadioGroup)findViewById(R.id.radioGroup2);<newline46mondego>    final RadioGroup rgsmoke = (RadioGroup)findViewById(R.id.radioGroup1);<newline46mondego><newline46mondego>    double date;<newline46mondego><newline46mondego>    // switch gender and calculate date<newline46mondego>    // switch smoke and calculate date<newline46mondego><newline46mondego>    MensajeGender.setText(<doubleQuotes46> <doubleQuotes46> + date);<newline46mondego>}<newline46mondego>"
"4864splitHere46","9069240splitHere46","@+id/idname"
"4865splitHere46","9069240splitHere46","R.id.idname"
"4866splitHere46","9069249splitHere46","UserDetails loadUserByUsername(String username)"
"4867splitHere46","9069339splitHere46","(0,0),(0,1),(0,2),(0,3)<newline46mondego>(1,0),(1,1),(1,2),(1,3)<newline46mondego>(2,0),(2,1),(2,2),(2,3)<newline46mondego>(3,0),(3,1),(3,2),(3,3)<newline46mondego>"
"4868splitHere46","9069339splitHere46","public enum BoneOrientation {<newline46mondego>    Horizontal = 0<newline46mondego>    Vertical = 1<newline46mondego>    Reversed = 2<newline46mondego>}<newline46mondego>"
"4869splitHere46","9069339splitHere46","public class BonePlacement {<newline46mondego>    public int X { get; set; }<newline46mondego>    public int Y { get; set; }<newline46mondego>    public BoneOrientation Orientation { get; set; }<newline46mondego>    public IBone Bone { get; set; } <newline46mondego>}<newline46mondego>"
"4870splitHere46","9069339splitHere46","// Assuming you have some `List<BonePlacement>` called placements<newline46mondego>public boolean ValidNextMove(BonePlacement placement) {<newline46mondego>    if (placements.Count == 0) return true; // presumably the first move is always allowed<newline46mondego>    if ((placement.Orientation && BoneOrientation.Horizontal) == BoneOrientation.Horizontal) {<newline46mondego>        // The move being tested is a horizontal placement<newline46mondego>        if ((placement.Orientation && BoneOrientation.Reversed) == BoneOrientation.Reversed) {<newline46mondego>            // The tile is reversed<newline46mondego>            // Check for a neighboring tile in an acceptable configuration<newline46mondego>        } else {<newline46mondego>            // The tile is not reversed<newline46mondego>            // Check for a neighboring tile in an acceptable configuration<newline46mondego>        }<newline46mondego>    } else {<newline46mondego>        // The move being tested is a vertical placement<newline46mondego>        if ((placement.Orientation && BoneOrientation.Reversed) == BoneOrientation.Reversed) {<newline46mondego>            // The tile is reversed<newline46mondego>            // Check for a neighboring tile in an acceptable configuration<newline46mondego>        } else {<newline46mondego>            // The tile is not reversed<newline46mondego>            // Check for a neighboring tile in an acceptable configuration<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4871splitHere46","9069356splitHere46","MyServlet"
"4872splitHere46","9069356splitHere46","MyServlet.class"
"4873splitHere46","9069490splitHere46","public PointJava(int x, int y){<newline46mondego>    this.x = x;<newline46mondego>    this.y = y;<newline46mondego>}<newline46mondego>"
"4874splitHere46","9069490splitHere46","float"
