"1splitHere46","5918714splitHere46","<a href=<doubleQuotes46><c:url value=<doubleQuotes46>/profile<doubleQuotes46> /><doubleQuotes46> >Profile</a><newline46mondego>"
"4370splitHere46","6050072splitHere46","s.unpack('H*')[0].to_i(16).to_s 36<newline46mondego>"
"4371splitHere46","6050072splitHere46","[s36.to_i(36).to_s(16)].pack 'H*'<newline46mondego>"
"4372splitHere46","6050078splitHere46","{I1, I2, I3, I4}"
"4373splitHere46","6050078splitHere46","<I1, count(I1)> -> <I0, count(I1)><newline46mondego>                -> <I1, -1><newline46mondego>                -> <I2, count(I1)><newline46mondego><newline46mondego><I2, count(I2)> -> <I1, count(I2)><newline46mondego>                -> <I2, -1><newline46mondego>                -> <I3, count(I2)><newline46mondego>"
"4374splitHere46","6050078splitHere46","I0: [ count(I1) ]<newline46mondego>I1: [ count(I2), -1 ]<newline46mondego>I2: [ count(I1), -1, count(I3) ]<newline46mondego>...<newline46mondego>"
"4375splitHere46","6050078splitHere46","boolean doesExist = false;<newline46mondego>int sum = 0;<newline46mondego>for (IntWritable value : values) {<newline46mondego>    int count = value.get();<newline46mondego>    if (count < 0) {<newline46mondego>        doesExist = true;<newline46mondego>    } else {<newline46mondego>        sum += count;<newline46mondego>    }<newline46mondego>}<newline46mondego>if (doesExist) {<newline46mondego>    context.write(key, new IntWritable(sum));<newline46mondego>}<newline46mondego>"
"4376splitHere46","6050078splitHere46","<I1, count(I1)> -> <I0, {I1, count(I1)}><newline46mondego>                -> <I1, {I1, count(I1)}><newline46mondego>                -> <I2, {I1, count(I1)}><newline46mondego>... and so on<newline46mondego>"
"4377splitHere46","6050078splitHere46","I0: [ {I1, count(I1)} ]<newline46mondego>I1: [ {I1, count(I1)}, {I2, count(I2)} ]<newline46mondego>I2: [ {I1, count(I1)}, {I2, count(I2)}, {I3, count(I3)} ]<newline46mondego>"
"4378splitHere46","6050078splitHere46","-1"
"4379splitHere46","6050078splitHere46","doesExist"
"4380splitHere46","6050194splitHere46","tasklet"
"4381splitHere46","6050329splitHere46","<url/>"
"4382splitHere46","6050329splitHere46","<image/>"
"4383splitHere46","6050329splitHere46","def img = ImageIO.read(url)<newline46mondego>"
"4384splitHere46","6050329splitHere46","img.height"
"4385splitHere46","6050329splitHere46","img.width"
"4386splitHere46","6050329splitHere46","<width/>"
"4387splitHere46","6050329splitHere46","<height/>"
"4388splitHere46","6050382splitHere46","setTaskFinish()"
"4389splitHere46","6050382splitHere46","RuntimeException"
"4390splitHere46","6050382splitHere46","setTaskFinish()"
"4391splitHere46","6050382splitHere46","finally"
"4392splitHere46","6050382splitHere46","synchronized"
"4393splitHere46","6050382splitHere46","AtomicInteger"
"4394splitHere46","6050469splitHere46","jdk-6u23-fcs-src-b05-jrl-12_nov_2010.jar"
"4395splitHere46","6050504splitHere46","List"
"4396splitHere46","6050504splitHere46","Class c"
"4397splitHere46","6050504splitHere46","List.class.isAssignableFrom(c)<newline46mondego>"
"4398splitHere46","6050504splitHere46","List"
"4399splitHere46","6050504splitHere46","obj instanceof List"
"4400splitHere46","6050541splitHere46","public class Start<newline46mondego>{<newline46mondego>  public static void main(String[] args)<newline46mondego>  {<newline46mondego>    Start myStart = new Start();<newline46mondego>    myStart.doIt();<newline46mondego>  }<newline46mondego><newline46mondego>  private void doIt()<newline46mondego>  {<newline46mondego>    ClientThread clienThread= new ClientThread();<newline46mondego>    new Thread(clienThread).start();<newline46mondego><newline46mondego>    ThreadPooledServer server = new ThreadPooledServer(6000);<newline46mondego>    new Thread(server).start();<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"4401splitHere46","6050678splitHere46","EntityManagerFactory"
"4402splitHere46","6050678splitHere46","/META-INF/persistence.xml"
"4403splitHere46","6050678splitHere46","<jar-file>"
"4404splitHere46","6050678splitHere46","<persistence xmlns=<doubleQuotes46>http://java.sun.com/xml/ns/persistence<doubleQuotes46><newline46mondego>             xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46><newline46mondego>             xsi:schemaLocation=<doubleQuotes46>http://java.sun.com/xml/ns/persistence http://java.sun.com/xml/ns/persistence/persistence_2_0.xsd<doubleQuotes46><newline46mondego>             version=<doubleQuotes46>2.0<doubleQuotes46>><newline46mondego>   <persistence-unit name=<doubleQuotes46>manager1<doubleQuotes46> transaction-type=<doubleQuotes46>JTA<doubleQuotes46>><newline46mondego>      <provider>org.hibernate.ejb.HibernatePersistence</provider><newline46mondego>      <jta-data-source>java:/DefaultDS</jta-data-source><newline46mondego>      <mapping-file>ormap.xml</mapping-file><newline46mondego>      <jar-file>MyApp.jar</jar-file><newline46mondego>      <class>org.acme.Employee</class><newline46mondego>      <class>org.acme.Person</class><newline46mondego>      <class>org.acme.Address</class><newline46mondego>      <shared-cache-mode>ENABLE_SELECTOVE</shared-cache-mode><newline46mondego>      <validation-mode>CALLBACK</validation-mode><newline46mondego>      <properties><newline46mondego>         <property name=<doubleQuotes46>hibernate.dialect<doubleQuotes46> value=<doubleQuotes46>org.hibernate.dialect.HSQLDialect<doubleQuotes46>/><newline46mondego>         <property name=<doubleQuotes46>hibernate.hbm2ddl.auto<doubleQuotes46> value=<doubleQuotes46>create-drop<doubleQuotes46>/><newline46mondego>      </properties><newline46mondego>   </persistence-unit><newline46mondego></persistence><newline46mondego>"
"4405splitHere46","6050758splitHere46","jsf-api.jar"
"4406splitHere46","6050758splitHere46","jsf-impl.jar"
"4407splitHere46","6050758splitHere46","/WEB-INF/lib"
"4408splitHere46","6050758splitHere46","/WEB-INF/faces-config.xml"
"4409splitHere46","6050758splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><faces-config<newline46mondego>    xmlns=<doubleQuotes46>http://java.sun.com/xml/ns/javaee<doubleQuotes46><newline46mondego>    xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46><newline46mondego>    xsi:schemaLocation=<doubleQuotes46>http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-facesconfig_2_0.xsd<doubleQuotes46><newline46mondego>    version=<doubleQuotes46>2.0<doubleQuotes46><newline46mondego>><newline46mondego>    <!-- Your config here (if any) --><newline46mondego></faces-config><newline46mondego>"
"4410splitHere46","6050758splitHere46","/WEB-INF/web.xml"
"4411splitHere46","6050758splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><web-app <newline46mondego>    xmlns=<doubleQuotes46>http://java.sun.com/xml/ns/javaee<doubleQuotes46><newline46mondego>    xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46><newline46mondego>    xsi:schemaLocation=<doubleQuotes46>http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_3_0.xsd<doubleQuotes46><newline46mondego>    version=<doubleQuotes46>3.0<doubleQuotes46><newline46mondego>><newline46mondego>    <!-- Your config here (if any) --><newline46mondego></web-app><newline46mondego>"
"4412splitHere46","6050790splitHere46","public void addEventHandler(EventHandler)"
"4413splitHere46","6050790splitHere46","protected void notifyHandlers(Object obj)"
"4414splitHere46","6050790splitHere46","notifyHandlers()"
"4415splitHere46","6050790splitHere46","handler.handleEvent(Object)"
"4416splitHere46","6050790splitHere46","states"
"4417splitHere46","6050790splitHere46","notifyHandlers(states)"
"4418splitHere46","6050790splitHere46","handler.handleEvent(states)"
"4419splitHere46","6050790splitHere46","public void handleEvent(Object obj)"
"4420splitHere46","6050790splitHere46","states"
"4421splitHere46","6050790splitHere46","generator.addEventHandler(this)"
"4422splitHere46","6050790splitHere46","public void handleEvent(Object obj)"
"4423splitHere46","6050790splitHere46","public boolean handleEvent(Object obj)"
"4424splitHere46","6050835splitHere46","long"
"4425splitHere46","6050835splitHere46","int progress = (int) ((byte_counter * 100L) / size);<newline46mondego>"
"4426splitHere46","6050835splitHere46","int progress = (int) (((float) byte_counter) / size) * 100);<newline46mondego>"
"4427splitHere46","6050963splitHere46","obj.add(<doubleQuotes46>created<doubleQuotes46>, context.serialize(src.created));<newline46mondego>"
"4428splitHere46","6050963splitHere46","TimestampAdapter"
"4429splitHere46","6050963splitHere46","Timestamp"
"4430splitHere46","6050963splitHere46","JsonSerializationContext"
"4431splitHere46","6050963splitHere46","JsonElement"
"4432splitHere46","6051003splitHere46","setDefaultLookAndFeelDecorated()"
"4433splitHere46","6051003splitHere46","JDialog.setDefaultLookAndFeelDecorated(true);<newline46mondego>    JDialog dialog = new JDialog(frame, <doubleQuotes46>Test<doubleQuotes46>);<newline46mondego>    dialog.getLayeredPane().getComponent(1).setFont(new Font(<doubleQuotes46>Lucida<doubleQuotes46>,Font.PLAIN,48));  <newline46mondego>    dialog.setSize(300,100);  <newline46mondego>    dialog.setLocation(400,200);  <newline46mondego>    dialog.setVisible(true); <newline46mondego>"
"4434splitHere46","6051003splitHere46","setDefaultLookAndFeelDecorated()"
"4435splitHere46","6051007splitHere46","import fj.F;<newline46mondego>import fj.F5;<newline46mondego>import fj.P5;<newline46mondego><newline46mondego>public abstract class F5Optional<At, Bt, Ct, Dt, Et, Ft> extends F5<At, Bt, Ct, Dt, Et, Ft> {<newline46mondego><newline46mondego>    public final F<P5<At, Bt, Ct, Dt, Et>, Ft> tupleize() {<newline46mondego>        return new F<P5<At, Bt, Ct, Dt, Et>, Ft>() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public Ft f(final P5<At, Bt, Ct, Dt, Et> p) {<newline46mondego>                return F5Optional.this.f(p._1(), p._2(), p._3(), p._4(), p._5());<newline46mondego>            }<newline46mondego>        };<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"4436splitHere46","6051007splitHere46","F5Optional<Integer, Integer, Integer, Integer, Integer, Option<Integer>> f5 = new F5Optional<Integer, Integer, Integer, Integer, Integer, Option<Integer>>() {<newline46mondego><newline46mondego>        @Override<newline46mondego>        public Option<Integer> f(Integer a, Integer b, Integer c, Integer d, Integer e) {<newline46mondego>            return Option.some(a + b + c + d + e);<newline46mondego>        }<newline46mondego>    };<newline46mondego>    Option<Integer> test2 = b.bindProduct(Option.some(1), Option.some(1), Option.some(1), Option.some(1)).bind(f5.tupleize());<newline46mondego>    Assert.assertTrue(new Integer(8).equals(test2.toNull()));<newline46mondego><newline46mondego>    Option<Integer> nullInteger = Option.none();<newline46mondego>    Option<Integer> test3 = b.bindProduct(nullInteger, Option.some(1), Option.some(1), Option.some(1)).bind(f5.tupleize());<newline46mondego>    Assert.assertTrue(test3.isNone());<newline46mondego>"
"4437splitHere46","6051127splitHere46","URL url = new URL(serverUrl);<newline46mondego>connection = (HttpURLConnection) url.openConnection();<newline46mondego>// write to connection output stream (don't forget to flush())<newline46mondego>connection.getResponseCode();<newline46mondego>"
"4438splitHere46","6051423splitHere46","@RooEntity<newline46mondego>"
"4439splitHere46","6051423splitHere46","persist"
"4440splitHere46","6051423splitHere46","findById"
"4441splitHere46","6051423splitHere46","@RooJavaBean<newline46mondego>"
"4442splitHere46","6051423splitHere46","@RooToString<newline46mondego>"
"4443splitHere46","6051423splitHere46","toString"
"4444splitHere46","6051423splitHere46","@RooEntity"
"4445splitHere46","6051577splitHere46","marshaller.marshal()"
"4446splitHere46","6051679splitHere46","ClassCastException"
"4447splitHere46","6051679splitHere46","Musician musician = new Musician();<newline46mondego> Artist artist = musician;<newline46mondego> Poet poet = (Poet)artist;<newline46mondego>"
"4448splitHere46","6051936splitHere46","wait"
"4449splitHere46","6051936splitHere46","notify"
"4450splitHere46","6051936splitHere46","CountDownLatch"
"4451splitHere46","6051936splitHere46","private CountDownLatch latch = new CountDownLatch(1);<newline46mondego><newline46mondego>...<newline46mondego><newline46mondego>synchronized(this) {<newline46mondego>   // do first actions<newline46mondego>}<newline46mondego>this.latch.countdown();<newline46mondego><newline46mondego>....<newline46mondego><newline46mondego>this.latch.await();<newline46mondego>synchronized(this) {<newline46mondego>    // do second<newline46mondego>}<newline46mondego>"
"4452splitHere46","6051936splitHere46","synchronized"
"4453splitHere46","6051936splitHere46","countdown"
"4454splitHere46","6051936splitHere46","await"
"4455splitHere46","6051963splitHere46","net"
"4456splitHere46","6052271splitHere46","true"
"4457splitHere46","6052271splitHere46","boolean equal = <doubleQuotes46>Samsung \u2013 Mobile USB Chargers<doubleQuotes46><newline46mondego>                    .replaceAll(<doubleQuotes46>\\p{Pd}<doubleQuotes46>, <doubleQuotes46>-<doubleQuotes46>)<newline46mondego>                    .equals(<doubleQuotes46>Samsung - Mobile USB Chargers<doubleQuotes46>);<newline46mondego>System.out.println(equal);<newline46mondego>"
"4458splitHere46","6052278splitHere46","public class Multiplexer<M> {<newline46mondego>  private final List<BlockingQueue<M>> consumers <newline46mondego>    = new CopyOnWriteArrayList<BlockingQueue<M>>();<newline46mondego><newline46mondego>  public void publish(M msg) {<newline46mondego>    for (BlockingQueue<M> q : consumers) {<newline46mondego>      q.offer(msg);<newline46mondego>    }<newline46mondego>  }<newline46mondego><newline46mondego>  public void addConsumer(BlockingQueue<M> consumer) {<newline46mondego>    consumers.add(consumer);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"4459splitHere46","6052339splitHere46","mvn install:install-file -DgroupId=com.oracle -DartifactId=ons -Dversion=10.2.0.2.0 -Dfile=/path/to/file -Dpackaging=jar -DgeneratePom=true<newline46mondego>"
"4460splitHere46","6052339splitHere46","mvn deploy:deploy-file -DgroupId=com.oracle -DartifactId=ons -Dversion=10.2.0.2.0 -DrepositoryId=<id-to-map-on-server-section-of-settings.xml> -Durl=<url-of-the-repository-to-deploy><newline46mondego>"
"4461splitHere46","6052339splitHere46","<dependency><newline46mondego> <groupId>com.oracle</groupId><newline46mondego> <artifactId>ons</artifactId><newline46mondego> <version>10.2.0.2.0</version><newline46mondego> <scope>compile</scope><newline46mondego></dependency><newline46mondego>"
"4462splitHere46","6052360splitHere46","public static byte[] getBytes(Serializable obj) throws IOException {<newline46mondego>    ByteArrayOutputStream bos   = new ByteArrayOutputStream();<newline46mondego>    ObjectOutputStream oos      = new ObjectOutputStream(bos);<newline46mondego>    oos.writeObject(obj);<newline46mondego><newline46mondego>    byte[] data = bos.toByteArray();<newline46mondego><newline46mondego>    oos.close();<newline46mondego>    return data;<newline46mondego>}<newline46mondego>"
"4463splitHere46","6052492splitHere46","while((bytesRead = cipherIn.read(fileBuffer)) != EOF){<newline46mondego>"
"4464splitHere46","6052492splitHere46","cipherOut.flush() ;<newline46mondego>"
"4465splitHere46","6052627splitHere46","int[] i = new int[1];<newline46mondego>/** Modify i as needed */<newline46mondego>return i;<newline46mondego>"
"4466splitHere46","6052627splitHere46","i"
"4467splitHere46","6052627splitHere46","return new int[] { /* int value(s) here, separated by commas */ };<newline46mondego>"
"4468splitHere46","6052843splitHere46","JTextArea.setWrapStyleWord(true)"
"4469splitHere46","6052889splitHere46","String line = read_a_line_from_file();<newline46mondego>String[] tokens = line.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego>"
"4470splitHere46","6052889splitHere46","tokens[0] = <doubleQuotes46>X:<doubleQuotes46><newline46mondego>tokens[1] = <doubleQuotes46>32<doubleQuotes46><newline46mondego>tokens[2] = <doubleQuotes46>14<doubleQuotes46><newline46mondego>tokens[3] = <doubleQuotes46>08.47S<doubleQuotes46><newline46mondego>"
"4471splitHere46","6052889splitHere46","Double.parseDouble()"
"4472splitHere46","6052889splitHere46","tokens[0]"
"4473splitHere46","6052889splitHere46","tokens[3]"
"4474splitHere46","6052889splitHere46","MessageFormat"
"4475splitHere46","6052962splitHere46","grid[0]"
"4476splitHere46","6052962splitHere46","grid[1]"
"4477splitHere46","6052962splitHere46","grid[6]"
"4478splitHere46","6052962splitHere46","grid[7]"
"4479splitHere46","6052962splitHere46","System.err.println(grid[0] == grid[1]);<newline46mondego>"
"4480splitHere46","6052962splitHere46","true"
"4481splitHere46","6052962splitHere46","false"
"4482splitHere46","6052962splitHere46","true"
"4483splitHere46","6053076splitHere46","String.format()"
"4484splitHere46","6053076splitHere46","String"
"4485splitHere46","6053076splitHere46","String.format()"
"4486splitHere46","6053279splitHere46","URL postURL = new URL(<doubleQuotes46>http://<doubleQuotes46>+host+<doubleQuotes46>/ServletPath<doubleQuotes46>);<newline46mondego>HttpURLConnection conn = (HttpURLConnection) postURL.openConnection();<newline46mondego>conn.setRequestMethod(<doubleQuotes46>POST<doubleQuotes46>);<newline46mondego>conn.setDoOutput(true);<newline46mondego>conn.connect();<newline46mondego><newline46mondego>PrintWriter out = new PrintWriter(conn.getOutputStream());<newline46mondego>out.write(<doubleQuotes46>param1=<doubleQuotes46>+URLEncoder.encode(parameter1)+<doubleQuotes46>&param2=<doubleQuotes46>+URLEncoder.encode(parameter2));<newline46mondego>out.flush();<newline46mondego>"
"4487splitHere46","6053279splitHere46","getCodeBase().getHost()"
"4488splitHere46","6053279splitHere46","void doPost(HttpServletRequest req, HttpServletResponse resp) {<newline46mondego>    String parameter1 = req.getParameter(<doubleQuotes46>param1<doubleQuotes46>);<newline46mondego>    String parameter2 = req.getParameter(<doubleQuotes46>param2<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"4489splitHere46","6053311splitHere46","public static void sendMailAndThrowException(SMTPParams sparams,String  subject, DataSource msgTextSource,DataSource[] fids,boolean debug) throws MessagingException {<newline46mondego>    Session session=getMailSession(sparams);<newline46mondego>PrintStream f = null;<newline46mondego>if (debug) {            <newline46mondego>        f= getPrintStream();        <newline46mondego>} <newline46mondego>// null is System.out by javamail api<newline46mondego>session.setDebug(debug);<newline46mondego>session.setDebugOut(f);     <newline46mondego><newline46mondego>try<newline46mondego>{<newline46mondego>    // create a message<newline46mondego>    MimeMessage msg = new MimeMessage(session);<newline46mondego>    msg.setFrom(new InternetAddress(sparams.getFrom()));<newline46mondego><newline46mondego>    // Recipients are comma delimitted<newline46mondego>    String to_list[] = sparams.getRecipients().split(<doubleQuotes46>,<doubleQuotes46>);<newline46mondego>    InternetAddress[] address = new InternetAddress[to_list.length];<newline46mondego>    for( int i=0; i< to_list.length; i++)<newline46mondego>    {<newline46mondego>        // MJB: remove extraneous spaces, sanity check<newline46mondego>        String temp = to_list[i].trim();<newline46mondego>        if (temp.length()>0) {<newline46mondego>            address[i] = new InternetAddress(to_list[i].trim());<newline46mondego>        }<newline46mondego>    }<newline46mondego>    // Addresses are always TO, never CC  or BCC in this library<newline46mondego>    msg.setRecipients(Message.RecipientType.TO, address);<newline46mondego>        if ((msg.getAllRecipients() == null) || (msg.getAllRecipients().length==0)) {<newline46mondego>            throw new MessagingException(<doubleQuotes46>No valid recipients<doubleQuotes46>);<newline46mondego>        }<newline46mondego><newline46mondego>    // Set the subject<newline46mondego>    msg.setSubject(subject,<doubleQuotes46>UTF-8<doubleQuotes46>);<newline46mondego><newline46mondego>    // create the Multipart and add its parts to it<newline46mondego>    Multipart mp = new MimeMultipart();<newline46mondego><newline46mondego><newline46mondego>    if (msgTextSource != null) {<newline46mondego>        // create and fill the first message part<newline46mondego>        MimeBodyPart mbp1 = new MimeBodyPart();<newline46mondego>        mbp1.setDataHandler(new DataHandler(msgTextSource));<newline46mondego>        mp.addBodyPart(mbp1);<newline46mondego>    }<newline46mondego><newline46mondego>    if( fids != null)<newline46mondego>    {<newline46mondego>        for (int i=0;i<fids.length;i++) {<newline46mondego>            //  create the second message part<newline46mondego>            if (fids[i]==null) continue;<newline46mondego>            MimeBodyPart mbp2 = new MimeBodyPart();<newline46mondego>            //  attach the file to the message<newline46mondego>            mbp2.setDataHandler(new DataHandler(fids[i]));<newline46mondego>            mbp2.setFileName(fids[i].getName());<newline46mondego>            mp.addBodyPart(mbp2);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    // add the Multipart to the message<newline46mondego>    msg.setContent(mp);<newline46mondego><newline46mondego>    // set the Date: header<newline46mondego>    msg.setSentDate(new java.util.Date());<newline46mondego><newline46mondego>    // Connect to SMTP server<newline46mondego>    smtpSend(session, msg, sparams);<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>catch (MessagingException mex)<newline46mondego>{<newline46mondego>    throw mex;<newline46mondego>} finally {<newline46mondego>    closeDebug(f);<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>}<newline46mondego>"
"4490splitHere46","6053454splitHere46","${topic.person}"
"4491splitHere46","6053454splitHere46","br.com.gsc.model.tableMapping.User"
"4492splitHere46","6053454splitHere46","public String getUsername()"
"4493splitHere46","6053597splitHere46","android:entries=<doubleQuotes46>@array/items<doubleQuotes46><newline46mondego>"
"4494splitHere46","6053597splitHere46","R.array.items"
"4495splitHere46","6053632splitHere46","mvn eclipse:eclipse"
"4496splitHere46","6053752splitHere46","private List<Item> items = new AutoPopulatingList(<newline46mondego>    new ElementFactory() {<newline46mondego>        public Object createElement(int index) throws ElementInstantiationException {<newline46mondego>             /**<newline46mondego>               * Any removed item will be handled as null. <newline46mondego>               * So we just remove any nullable item before adding to our List<newline46mondego>               * By using the following statement<newline46mondego>               */<newline46mondego>             items.removeAll(Collections.singletonList(null));<newline46mondego><newline46mondego>             return new Item();<newline46mondego>        }<newline46mondego>    });<newline46mondego>"
"4497splitHere46","6053982splitHere46","// Params are input and output files, progress in Long size of <newline46mondego>// data transferred, Result is Boolean success.<newline46mondego>public class MyTask extends AsyncTask<File,Long,Boolean> {<newline46mondego>   ProgressDialog progress; <newline46mondego><newline46mondego>   protected void onPreExecute() {<newline46mondego>            progress = ProgressDialog.show(ctx,<doubleQuotes46><doubleQuotes46>,<doubleQuotes46>Loading...<doubleQuotes46>,true);<newline46mondego>    }<newline46mondego>  protected Boolean doInBackground(File... files) {<newline46mondego>    copyFiles(files[0],files[1]);<newline46mondego>    return true;<newline46mondego>  }<newline46mondego><newline46mondego>  protected void onPostExecute(Boolean success) {<newline46mondego>     progress.dismiss();<newline46mondego>     // Show dialog with result<newline46mondego>  }<newline46mondego><newline46mondego>  protected void onProgressUpdate(Long... values) {<newline46mondego>     progress.setMessage(<doubleQuotes46>Transferred <doubleQuotes46> + values[0] + <doubleQuotes46> bytes<doubleQuotes46>);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"4498splitHere46","6053982splitHere46","MyTask task = new MyTask();<newline46mondego>  task.execute(src,dest);<newline46mondego>"
"4499splitHere46","6054258splitHere46","proxy-super"
"4500splitHere46","6054258splitHere46","Foo"
"4501splitHere46","6054258splitHere46","(let [myFoo (proxy [Foo] [] <newline46mondego>              (bar [x]<newline46mondego>                (if (instance? String x)<newline46mondego>                  (str <doubleQuotes46>my <doubleQuotes46> x)<newline46mondego>                  (proxy-super bar x))))]<newline46mondego>  (println <doubleQuotes46>with string:  <doubleQuotes46> (.bar myFoo <doubleQuotes46>abc<doubleQuotes46>))<newline46mondego>  (println <doubleQuotes46>with integer: <doubleQuotes46> (.bar myFoo 10)))<newline46mondego>"
"4502splitHere46","6054379splitHere46","#{form @Tweets.save()}<newline46mondego>"
"4503splitHere46","6054379splitHere46","*   /{controller}/{action}     {controller}.{action} <newline46mondego>"
"4504splitHere46","6054470splitHere46","Map<String, String> newMap = new HashMap<String, String>(requestParameters);<newline46mondego>newMap.put(<doubleQuotes46>request<doubleQuotes46>, <doubleQuotes46>login<doubleQuotes46>);<newline46mondego>newMap.remove(<doubleQuotes46>login<doubleQuotes46>);<newline46mondego>"
"4505splitHere46","6054589splitHere46","wait()"
"4506splitHere46","6054589splitHere46","notify()"
"4507splitHere46","6054589splitHere46","interrupt()"
"4508splitHere46","6054589splitHere46","notify"
"4509splitHere46","6054991splitHere46","EditText editText = (EditText) findViewById(R.id.signinpassword);<newline46mondego>"
"4510splitHere46","6054991splitHere46","editText.setOnKeyListener(new OnKeyListener() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public boolean onKey(View v, int keyCode, KeyEvent event) {<newline46mondego><newline46mondego>                switch(keyCode) {<newline46mondego>    case KeyEvent.KEYCODE_ENTER:<newline46mondego>     Intent intent = new Intent(SignIn.this, List_Of_Songs.class);<newline46mondego>     startActivity(intent);<newline46mondego>            break;<newline46mondego><newline46mondego>    default:<newline46mondego>            return false;<newline46mondego>    }<newline46mondego><newline46mondego>    return true;<newline46mondego><newline46mondego>            }<newline46mondego>        });<newline46mondego>"
"4511splitHere46","6055035splitHere46","xstream.alias(<doubleQuotes46>S<doubleQuotes46>, Sentence.class);<newline46mondego>"
"4512splitHere46","6055035splitHere46","<s>"
"4513splitHere46","6055035splitHere46","<S>"
"4514splitHere46","6055035splitHere46","xstream.alias(<doubleQuotes46>s<doubleQuotes46>, Sentence.class);<newline46mondego>"
"4515splitHere46","6055127splitHere46","$value = $_GET['value']; // this will retrieve the value from the url and save it in a variable<newline46mondego><newline46mondego>mysql_connect(<doubleQuotes46>localhost<doubleQuotes46>,<doubleQuotes46>root<doubleQuotes46>,<doubleQuotes46><doubleQuotes46>);<newline46mondego><newline46mondego>// escape the value first<newline46mondego>$value = mysql_real_escape_string($value);<newline46mondego><newline46mondego><newline46mondego>mysql_select_db(<doubleQuotes46>imammuda<doubleQuotes46>);<newline46mondego>$result = mysql_query(<doubleQuotes46>insert into Video (value) values ('$value')<doubleQuotes46>);<newline46mondego><newline46mondego>?><newline46mondego>"
"4516splitHere46","6055127splitHere46","$req;<newline46mondego>if ($_SERVER['REQUEST_METHOD'] == 'GET') {<newline46mondego>    $req = $_GET;<newline46mondego>}else {<newline46mondego>    $req = $_POST;<newline46mondego>}<newline46mondego>"
"4517splitHere46","6055127splitHere46","$value = $req['value'];<newline46mondego>"
"4518splitHere46","6055161splitHere46","getInstance"
"4519splitHere46","6055190splitHere46","throw new HibernateException( <doubleQuotes46>Unable to get the default Bean Validation factory<doubleQuotes46>, e);"
"4520splitHere46","6055190splitHere46","<dependency><newline46mondego>        <groupId>javax.validation</groupId><newline46mondego>        <artifactId>validation-api</artifactId><newline46mondego>        <version>1.0.0.GA</version><newline46mondego>    </dependency><newline46mondego>    <dependency><newline46mondego>        <groupId>org.hibernate</groupId><newline46mondego>        <artifactId>hibernate-validator</artifactId><newline46mondego>        <version>4.0.2.GA</version><newline46mondego>    </dependency><newline46mondego>"
"4521splitHere46","6055326splitHere46","Certificate.verify"
"4522splitHere46","6055494splitHere46","mp3file.seekMP3Frame();"
"4523splitHere46","6055501splitHere46","public class MyListSizeValidator implements<newline46mondego>        ConstraintValidator<MyListConstraintAnnotation, List<?> /* list of any type */ > {<newline46mondego><newline46mondego>    public void initialize(MyListConstraintAnnotation myannotation) {<newline46mondego>        //To change body of implemented methods use File | Settings | File Templates.<newline46mondego>    }<newline46mondego><newline46mondego>    public boolean isValid(List<?> mylist, ConstraintValidatorContext constraintValidatorContext) {<newline46mondego>        return mylist.size() < 4;<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>@Documented<newline46mondego>@Constraint(validatedBy = MyListSizeValidator.class)<newline46mondego>@Target({ METHOD, FIELD, ANNOTATION_TYPE, CONSTRUCTOR, PARAMETER })<newline46mondego>@Retention(RetentionPolicy.RUNTIME)<newline46mondego>public @interface MyListConstraintAnnotation {<newline46mondego>    String message() default <doubleQuotes46>List is full!<doubleQuotes46>;<newline46mondego>    Class<?>[] groups() default {};<newline46mondego>    Class<? extends Payload>[] payload() default {};<newline46mondego>}<newline46mondego>"
"4524splitHere46","6055501splitHere46","class MyCronBean {<newline46mondego>    @NotNull<newline46mondego>    @MyListConstraintAnnotation<newline46mondego>    private List<MyObject> list;<newline46mondego>    /** setters and getters */<newline46mondego>}<newline46mondego>"
