"1splitHere46","788873splitHere46","// somewhere out there<newline46mondego>public enum Events {<newline46mondego>  TERMINATE, DO_SOMETHING, BAKE_SOMETHING<newline46mondego>}<newline46mondego><newline46mondego>// inside consumer<newline46mondego>Events e;<newline46mondego>while( (e = queue.take()) != TERMINATE ) {<newline46mondego>  switch(e) {<newline46mondego>    case DO_SOMETHING:<newline46mondego>      // blah blah<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>// somewhere else in another thread<newline46mondego>Events e = BAKE_SOMETHING;<newline46mondego>if( queue.offer(e) )<newline46mondego>   // the queue gladly accepted our BAKE_SOMETHING event!<newline46mondego>else<newline46mondego>   // oops! we could block with put() if we want...<newline46mondego>"
"2332splitHere46","931663splitHere46","java -jar JustForTesting.jar gedit<newline46mondego>"
"2333splitHere46","931663splitHere46","java -jar JustForTesting.jar notepad.exe<newline46mondego>"
"2334splitHere46","931663splitHere46","java -version"
"2335splitHere46","931801splitHere46","public FacebookJsonRestClient(String apiKey, String secret, String sessionKey)<newline46mondego>"
"2336splitHere46","932061splitHere46","public void init();<newline46mondego>public void start();<newline46mondego>public void stop();<newline46mondego>public void destroy();<newline46mondego>"
"2337splitHere46","932061splitHere46","java.applet.Applet"
"2338splitHere46","932061splitHere46","public void init() {}<newline46mondego>"
"2339splitHere46","932061splitHere46","init()"
"2340splitHere46","932061splitHere46","init()"
"2341splitHere46","932105splitHere46","Class type = Integer.class<newline46mondego>Integer i = verifyType(<doubleQuotes46>100<doubleQuotes46>,type);<newline46mondego>"
"2342splitHere46","932105splitHere46","Class<Integer> type = Integer.class<newline46mondego>Integer i = verifyType(<doubleQuotes46>100<doubleQuotes46>,type);<newline46mondego>"
"2343splitHere46","932105splitHere46","Map<String, Class> format = new HashMap<String, Class>();<newline46mondego>format.put(<doubleQuotes46>Vendor Number<doubleQuotes46>, Integer.class);<newline46mondego>format.put(<doubleQuotes46>Vendor Dispatch<doubleQuotes46>, Date.class);<newline46mondego>Integer i = verifyType(<doubleQuotes46>100<doubleQuotes46>,format.get(<doubleQuotes46>Vendor Number<doubleQuotes46>));<newline46mondego>"
"2344splitHere46","932502splitHere46","BufferedImage"
"2345splitHere46","932502splitHere46","Graphics2D"
"2346splitHere46","932502splitHere46","BufferedImage"
"2347splitHere46","932502splitHere46","Graphics2D"
"2348splitHere46","932502splitHere46","Graphics2D"
"2349splitHere46","932502splitHere46","setRenderingHint"
"2350splitHere46","932502splitHere46","RenderingHints"
"2351splitHere46","932502splitHere46","Graphics2D"
"2352splitHere46","932502splitHere46","BufferedImage"
"2353splitHere46","932502splitHere46","BufferedImage scaledImage = new BufferedImage(<newline46mondego>    scaledWidth,<newline46mondego>    scaledHeight,<newline46mondego>    BufferedImage.TYPE_INT_RGB<newline46mondego>);<newline46mondego><newline46mondego>Graphics2D g = scaledImage.createGraphics();<newline46mondego>g.setRenderingHints(<newline46mondego>    RenderingHints.Key.KEY_INTERPOLATION,<newline46mondego>    RenderingHints.VALUE_INTERPOLATION_BICUBIC<newline46mondego>);<newline46mondego><newline46mondego>g.drawImage(panelImage, 0, 0, scaledWidth, scaledHeight, null);<newline46mondego>g.dispose();<newline46mondego>"
"2354splitHere46","932502splitHere46","KEY_ANTIALIASING"
"2355splitHere46","932502splitHere46","KEY_RENDERING"
"2356splitHere46","932502splitHere46","Graphics2D"
"2357splitHere46","932790splitHere46","Class"
"2358splitHere46","932790splitHere46","public final class Class<T>"
"2359splitHere46","932790splitHere46","T"
"2360splitHere46","932790splitHere46","Class<T>"
"2361splitHere46","932790splitHere46","class Test1<T> {<newline46mondego>    Test1(T type) { Class<?> classType = type.getClass();}<newline46mondego>}<newline46mondego><newline46mondego>class Test2 extends Test1<String> {<newline46mondego>    Test2() {<newline46mondego>        super(<doubleQuotes46><doubleQuotes46>);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2362splitHere46","933047splitHere46","public class Date {<newline46mondego><newline46mondego>    private java.util.date date;<newline46mondego><newline46mondego>    public Date(java.util.Date date) {<newline46mondego>        this.date = date<newline46mondego>    }<newline46mondego><newline46mondego>    public int getUnixTimeStamp() {<newline46mondego>        int unixtimestamp = (int) ((this.date.getTime()) * .001);<newline46mondego>        return unixtimestamp;<newline46mondego>    }<newline46mondego>"
"2363splitHere46","933491splitHere46","<html><newline46mondego>  <head><newline46mondego>    <script type=<doubleQuotes46>text/javascript<doubleQuotes46> src=<doubleQuotes46>js/jquery-1.3.2.min.js<doubleQuotes46>/><newline46mondego>  </head><newline46mondego>  <body><newline46mondego>    <form method=<doubleQuotes46>post<doubleQuotes46> action=<doubleQuotes46>#<doubleQuotes46>><newline46mondego>      <table><newline46mondego>        <tbody> <newline46mondego>          <tr><newline46mondego>            <td><input type=<doubleQuotes46>text<doubleQuotes46> name=<doubleQuotes46>fieldname<doubleQuotes46>/></td><newline46mondego>            <td><a href=<doubleQuotes46>#<doubleQuotes46> onclick=<doubleQuotes46>$(this).closest('tr:not(:only-child)').remove();return false;<doubleQuotes46>>delete</a></td><newline46mondego>          </tr><newline46mondego>          <tr><newline46mondego>            <td><input type=<doubleQuotes46>text<doubleQuotes46> name=<doubleQuotes46>fieldname<doubleQuotes46>/></td><newline46mondego>            <td><a href=<doubleQuotes46>#<doubleQuotes46> onclick=<doubleQuotes46>$(this).closest('tr:not(:only-child)').remove();return false;<doubleQuotes46>>delete</a></td><newline46mondego>          </tr><newline46mondego>        </tbody><newline46mondego>        <tfoot><newline46mondego>          <tr><newline46mondego>            <td></td><newline46mondego>            <td><a href=<doubleQuotes46>#<doubleQuotes46> onclick=<doubleQuotes46>var tr = $(this).closest('table').find('tbody tr:first-child').clone(true); $(tr).find(':input').val(''); $(this).closest('table').find('tbody').append(tr); return false;<doubleQuotes46>>add</a><newline46mondego>            </td><newline46mondego>          </tr><newline46mondego>        </tfoot>    <newline46mondego>      </table><newline46mondego>    </form><newline46mondego>  </body><newline46mondego></html><newline46mondego>"
"2364splitHere46","933600splitHere46","List<TestB>"
"2365splitHere46","933600splitHere46","List<TestB> variable = (List<TestB>)(List<?>) collectionOfListA;<newline46mondego>"
"2366splitHere46","934014splitHere46","Employee[] method(String[] employeeNames,<newline46mondego>                  Integer[] employeeAges,<newline46mondego>                  float[] employeeSalaries)<newline46mondego>{<newline46mondego>    if (employeeNames == null<newline46mondego>        || employeeAges == null <newline46mondego>        || employeeSalaries == null)<newline46mondego>    {<newline46mondego>        throw new NullPointerException();<newline46mondego>    }<newline46mondego>    int size = employeeNames.length;<newline46mondego>    if (employeesAges.length != size || employeeSalaries.length != size)<newline46mondego>    {<newline46mondego>        throw new IllegalArgumentException<newline46mondego>            (<doubleQuotes46>Names/ages/salaries must be the same size<doubleQuotes46>);<newline46mondego>    }<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"2367splitHere46","934158splitHere46","Foo"
"2368splitHere46","934158splitHere46","CallBack"
"2369splitHere46","934158splitHere46","getCallback()"
"2370splitHere46","934158splitHere46","CallBack"
"2371splitHere46","934158splitHere46","getCallback()"
"2372splitHere46","934158splitHere46","static"
"2373splitHere46","934205splitHere46","svn help"
"2374splitHere46","934205splitHere46","Runtime rt = Runtime.getRuntime();<newline46mondego>Process proc = rt.exec(<doubleQuotes46>svn help<doubleQuotes46>);<newline46mondego>int exitVal = proc.exitValue();<newline46mondego>"
"2375splitHere46","934372splitHere46","<cache<newline46mondego>name=<doubleQuotes46>com.problematic.cache.EntityName<doubleQuotes46><newline46mondego>maxElementsInMemory=<doubleQuotes46>0<doubleQuotes46> <<== this should effectively disable caching for EntityName<newline46mondego>overflowToDisk=<doubleQuotes46>false<doubleQuotes46> <<== Do not overflow any entries to disk<newline46mondego>/><newline46mondego>"
"2376splitHere46","934654splitHere46","@Entity<newline46mondego>public class Container {<newline46mondego><newline46mondego>    private String _value;<newline46mondego><newline46mondego>    @Column<newline46mondego>    public String getValue()<newline46mondego>    {<newline46mondego>        return _value;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setValue( String value )<newline46mondego>    {<newline46mondego>        this._value = value;<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"2377splitHere46","934843splitHere46","public abstract class Command {<newline46mondego>  public final Object execute(Map<String, Object> args) {<newline46mondego>    // do permission checking here or transaction management<newline46mondego>    Object retval = doExecute(args);<newline46mondego>    // do logging, cleanup, caching, etc here<newline46mondego>    return retval;<newline46mondego>  }<newline46mondego>  // subclasses override this to do the real work<newline46mondego>  protected abstract Object doExecute(Map<String, Object> args);<newline46mondego>}<newline46mondego>"
"2378splitHere46","934864splitHere46","List<SomeType> list;<newline46mondego>"
"2379splitHere46","934864splitHere46","map.put(somekey, list);<newline46mondego>"
"2380splitHere46","935099splitHere46","// default symbols for the locale<newline46mondego>DecimalFormatSymbols decimalFormatSymbols = DecimalFormatSymbols.getInstance();<newline46mondego>// set your required separator<newline46mondego>decimalFormatSymbols.setDecimalSeparator(',');<newline46mondego>// create a decimal format and set your symbols<newline46mondego>DecimalFormat format = new DecimalFormat();<newline46mondego>format.setDecimalFormatSymbols(decimalFormatSymbols);<newline46mondego>"
"2381splitHere46","935120splitHere46","@Entity<newline46mondego>public class A extends DeletableEntity{<newline46mondego><newline46mondego>    @OneToMany(mappedBy = <doubleQuotes46>a<doubleQuotes46>)<newline46mondego>    @Where(clause = <doubleQuotes46>DELETED=0 or DELETED is null<doubleQuotes46>)<newline46mondego>    private Set<B> bSet = new HashSet<B>();<newline46mondego><newline46mondego>    public Set<B> getBSet() {<newline46mondego>        return bSet;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setBSet(Set<B> bSet) {<newline46mondego>        this.bSet = bSet;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2382splitHere46","935164splitHere46","<jsp:useBean id=<doubleQuotes46>user<doubleQuotes46> class=<doubleQuotes46>UserData<doubleQuotes46> scope=<doubleQuotes46>session<doubleQuotes46>/><newline46mondego><jsp:setProperty name=<doubleQuotes46>user<doubleQuotes46> property=<doubleQuotes46>*<doubleQuotes46> /><newline46mondego>"
"2383splitHere46","935314splitHere46","getVerkaufspreis()"
"2384splitHere46","935314splitHere46","Object"
"2385splitHere46","935314splitHere46","Artikel"
"2386splitHere46","935314splitHere46","Warenkorb(String kunde, Artikel[] artikel){<newline46mondego>    this.kunde = kunde;<newline46mondego>    this.artikelliste = artikel;<newline46mondego>    this.sessionid = s.nextInt();<newline46mondego>    double summe = 0;<newline46mondego>    for (Artikel preis : artikel) {<newline46mondego>         summe += preis.getVerkaufspreis();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2387splitHere46","935314splitHere46","Object[]"
"2388splitHere46","935314splitHere46","Artikel[]"
"2389splitHere46","935314splitHere46","Warenkorb(String kunde, Object[] artikel){<newline46mondego>    this.kunde = kunde;<newline46mondego>    this.artikelliste = artikel;<newline46mondego>    this.sessionid = s.nextInt();<newline46mondego>    double summe = 0;<newline46mondego>    for (Object preis : artikel) {<newline46mondego>         summe += ((Artikel)preis).getVerkaufspreis();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2390splitHere46","935350splitHere46","ConfigurationAdmin"
"2391splitHere46","935350splitHere46","Apache Felix"
"2392splitHere46","935350splitHere46","ConfigAdmin"
"2393splitHere46","935447splitHere46","extend"
"2394splitHere46","935447splitHere46","interface"
"2395splitHere46","935447splitHere46","implement"
"2396splitHere46","935447splitHere46","public class PhonebookEntryList implements List<PhonebookEntry><newline46mondego>"
"2397splitHere46","935447splitHere46","public class PhonebookEntryList extends ArrayList<PhonebookEntry><newline46mondego>"
"2398splitHere46","935447splitHere46","public class PhonebookEntryList extends LinkedList<PhonebookEntry><newline46mondego>"
"2399splitHere46","935678splitHere46","Class.getResourceAsStream(<filename>);<newline46mondego>"
"2400splitHere46","935678splitHere46","Class.getResourceAsStream(<doubleQuotes46>conf.xml<doubleQuotes46>);<newline46mondego>"
"2401splitHere46","935880splitHere46","canEditPost"
"2402splitHere46","935880splitHere46","ModelAndView"
"2403splitHere46","935880splitHere46","private boolean isAdmin() {<newline46mondego>    Authentication currentAuthObj = SecurityContextHolder.getContext().getAuthentication();<newline46mondego>    List<GrantedAuthority> authorities = Arrays.asList(currentAuthObj.getAuthorites());<newline46mondego>    for (GrantedAuthority auth : authorities) {<newline46mondego>        if (<doubleQuotes46>ROLE_ADMIN<doubleQuotes46>.equals(auth.getAuthority())) {<newline46mondego>            return true;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    return false;<newline46mondego>}<newline46mondego><newline46mondego>boolean currentUserIsAuthor = ...;<newline46mondego><newline46mondego>modelAndView.addObject(<doubleQuotes46>canEditPost<doubleQuotes46>, <newline46mondego>    Boolean.valueOf(currentUserIsAuthor || isAdmin());<newline46mondego>"
"2404splitHere46","935928splitHere46","new Warenkorb(<doubleQuotes46>Dieter<doubleQuotes46>, new Artikel[] {new Artikel(<doubleQuotes46>Kartoffel<doubleQuotes46>, 0.25))};<newline46mondego>"
"2405splitHere46","936003splitHere46","panel.add( Box.createHorizontalGlue() );<newline46mondego>panel.add( Box.createVerticalGlue() );<newline46mondego>panel.add( Box.createHorizontalStrut( int width ) );<newline46mondego>panel.add( Box.createVerticalStrut( int width ) );<newline46mondego>"
"2406splitHere46","936043splitHere46","Foo<String>"
"2407splitHere46","936043splitHere46","Foo<T>"
"2408splitHere46","936043splitHere46","Foo"
"2409splitHere46","936043splitHere46","Foo"
"2410splitHere46","936043splitHere46","T"
"2411splitHere46","936043splitHere46","Baz"
"2412splitHere46","936043splitHere46","Foo.bar"
"2413splitHere46","936043splitHere46","Set"
"2414splitHere46","936043splitHere46","Set<String>"
"2415splitHere46","936043splitHere46","public abstract class Baz implements Foo {<newline46mondego>  public void bar(Set s) {}<newline46mondego>}<newline46mondego>"
"2416splitHere46","936043splitHere46","public abstract class Baz<T> implements Foo<T> {<newline46mondego>  public void bar(Set<String> s) {}<newline46mondego>}<newline46mondego>"
"2417splitHere46","936043splitHere46","public abstract class Baz implements Foo<Void> {<newline46mondego>  public void bar(Set<String> s) {}<newline46mondego>}<newline46mondego>"
"2418splitHere46","936148splitHere46","(*env)->"
"2419splitHere46","936148splitHere46","env"
"2420splitHere46","936148splitHere46","env->"
"2421splitHere46","936148splitHere46","env"
"2422splitHere46","936148splitHere46","JNIEnv *env"
"2423splitHere46","936148splitHere46","(*env)->foo(env, bar)"
"2424splitHere46","936148splitHere46","env"
"2425splitHere46","936148splitHere46","env->foo(bar)"
"2426splitHere46","936310splitHere46","...<newline46mondego>new Warenkorb[]{new Warenkorb(<doubleQuotes46>Max<doubleQuotes46>, new Artikel[]{new Artikel(<doubleQuotes46>AAA<doubleQuotes46>,3.0))}, <newline46mondego>                new Warenkorb(<doubleQuotes46>Joe<doubleQuotes46>, new Artikel[]{new Artikel(<doubleQuotes46>BBB<doubleQuotes46>,3.0), <newline46mondego>                                                  new Artikel(<doubleQuotes46>CCC<doubleQuotes46>,3.0))}<newline46mondego>...<newline46mondego>"
"2427splitHere46","936476splitHere46","public class RandTest {<newline46mondego><newline46mondego>    private final static BigDecimal A = new BigDecimal(5).pow(13);<newline46mondego>    private final static BigDecimal S = new BigDecimal(314159265);<newline46mondego>    private final static BigDecimal minVal = <newline46mondego>         new BigDecimal(2).pow(-46, new MathContext(100));<newline46mondego>    private final static BigDecimal maxVal = new BigDecimal(2).pow(46);<newline46mondego>    private final static BigDecimal newMax = new BigDecimal(10.0);<newline46mondego><newline46mondego>    private static BigDecimal r(Integer k) {<newline46mondego>    	BigDecimal powS = A.pow(k).multiply(S);<newline46mondego>    	BigDecimal xk = powS.remainder(maxVal);<newline46mondego>    	BigDecimal result = minVal.multiply(xk);<newline46mondego>    	System.out.println(<doubleQuotes46>k = <doubleQuotes46> + k + <doubleQuotes46>, pows = <doubleQuotes46> + powS + <doubleQuotes46>, xk = <doubleQuotes46> + xk<newline46mondego>    			+ <doubleQuotes46>, result = <doubleQuotes46> + result);<newline46mondego>    	return result;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2428splitHere46","936632splitHere46","export JARDIR=/some/path/to<newline46mondego>java -jar $JARDIR/thearchive.jar<newline46mondego>"
"2429splitHere46","936696splitHere46","MyClass.class.getName(); // full name with package<newline46mondego>"
"2430splitHere46","936696splitHere46","MyClass.class.getSimpleName(); // class name and no more<newline46mondego>"
"2431splitHere46","936857splitHere46","<property environment=<doubleQuotes46>env<doubleQuotes46>/><newline46mondego><echo message=<doubleQuotes46>Number of Processors = ${env.NUMBER_OF_PROCESSORS}<doubleQuotes46>/><newline46mondego><echo message=<doubleQuotes46>ANT_HOME is set to = ${env.ANT_HOME}<doubleQuotes46>/><newline46mondego>"
"2432splitHere46","936857splitHere46","${env.RELEASE_VER}"
"2433splitHere46","936857splitHere46","<property environment=<doubleQuotes46>env<doubleQuotes46>/><newline46mondego><condition property=<doubleQuotes46>fileTargetName<doubleQuotes46> value=<doubleQuotes46>${env.RELEASE_VER}<doubleQuotes46> else=<doubleQuotes46>dev<doubleQuotes46>><newline46mondego>    <isset property=<doubleQuotes46>env.RELEASE_VER<doubleQuotes46> /><newline46mondego></condition><newline46mondego>"
"2434splitHere46","937054splitHere46","<pre><newline46mondego>Cipher aes = Cipher.getInstance(<doubleQuotes46>AES/ECB/PKCS5Padding<doubleQuotes46>);<newline46mondego>SecretKeySpec key = new SecretKeySpec(yourKeyBytes, <doubleQuotes46>AES<doubleQuotes46>);<newline46mondego>aes.init(Cipher.DECRYPT_MODE, key);<newline46mondego>byte[] cleartext = aes.update(ciphertext, 0, ciphertext.length);<newline46mondego></pre>"
"2435splitHere46","937343splitHere46","<tx:annotation-driven transaction-manager=<doubleQuotes46>txManager<doubleQuotes46>/><newline46mondego><bean id=<doubleQuotes46>txManager<doubleQuotes46> class=<doubleQuotes46>org.springframework.jdbc.datasource.DataSourceTransactionManager<doubleQuotes46>><newline46mondego>	<property name=<doubleQuotes46>dataSource<doubleQuotes46> ref=<doubleQuotes46>dataSource<doubleQuotes46>/><newline46mondego></bean><newline46mondego>"
"2436splitHere46","937601splitHere46","Client client = new Client(Protocol.HTTP);<newline46mondego><newline46mondego>Form form = new Form();<newline46mondego>form.add(<doubleQuotes46>foo<doubleQuotes46>, <doubleQuotes46>bar<doubleQuotes46>);<newline46mondego>form.add(<doubleQuotes46>abc<doubleQuotes46>, <doubleQuotes46>123<doubleQuotes46>);<newline46mondego><newline46mondego>Response response = client.post(<doubleQuotes46>http://host/path/to/resource<doubleQuotes46>, form.getWebRepresentation())<newline46mondego><newline46mondego>if (response.getStatus().isError()) {<newline46mondego>    // deal with the error<newline46mondego>    return;<newline46mondego>}<newline46mondego><newline46mondego>if (response.isEntityAvailable()) {<newline46mondego>    System.out.println(response.getEntity().getText());<newline46mondego>}<newline46mondego>"
"2437splitHere46","937601splitHere46","Form form = new Form();<newline46mondego>form.add(<doubleQuotes46>foo<doubleQuotes46>, <doubleQuotes46>bar<doubleQuotes46>);<newline46mondego>form.add(<doubleQuotes46>abc<doubleQuotes46>, <doubleQuotes46>123<doubleQuotes46>);<newline46mondego><newline46mondego>Request request = new Request(Method.POST, <doubleQuotes46>http://host/path/to/resource<doubleQuotes46>);<newline46mondego><newline46mondego>request.setEntity(form.getWebRepresentation());<newline46mondego><newline46mondego>request.setReferrerRef(<doubleQuotes46>http://host/path/to/referrer<doubleQuotes46>);<newline46mondego><newline46mondego>Response response = client.handle(request);<newline46mondego>"
"2438splitHere46","937999splitHere46","Signature"
"2439splitHere46","937999splitHere46","javap -verbose java.util.Map"
"2440splitHere46","937999splitHere46","public interface java.util.Map<newline46mondego>  SourceFile: <doubleQuotes46>Map.java<doubleQuotes46><newline46mondego>  Signature: length = 0x2<newline46mondego>   00 1E <newline46mondego>  [other attributes omitted]<newline46mondego>"
"2441splitHere46","937999splitHere46","Signature"
"2442splitHere46","937999splitHere46","const #30 = Asciz       <K:Ljava/lang/Object;V:Ljava/lang/Object;>Ljava/lang/Object;;<newline46mondego>"
"2443splitHere46","937999splitHere46","K extends java.lang.Object"
"2444splitHere46","937999splitHere46","V extends java.lang.Object"
"2445splitHere46","937999splitHere46","Map"
"2446splitHere46","937999splitHere46","java.lang.Object"
"2447splitHere46","938316splitHere46","File file = new File(filename);<newline46mondego>AudioInputStream in= AudioSystem.getAudioInputStream(file);<newline46mondego>AudioInputStream din = null;<newline46mondego>AudioFormat baseFormat = in.getFormat();<newline46mondego>AudioFormat decodedFormat = new AudioFormat(AudioFormat.Encoding.PCM_SIGNED, <newline46mondego>                                            baseFormat.getSampleRate(),<newline46mondego>                                            16,<newline46mondego>                                            baseFormat.getChannels(),<newline46mondego>                                            baseFormat.getChannels() * 2,<newline46mondego>                                            baseFormat.getSampleRate(),<newline46mondego>                                            false);<newline46mondego>din = AudioSystem.getAudioInputStream(decodedFormat, in);<newline46mondego>"
"2448splitHere46","938316splitHere46","din"
"2449splitHere46","938316splitHere46","decodedFormat"
"2450splitHere46","938316splitHere46","AudioFormat"
"2451splitHere46","938723splitHere46","resp.sendRedirect(<doubleQuotes46>/faces/error.jsp?token=<doubleQuotes46> + token);"
"2452splitHere46","938723splitHere46","chain.doFilter(req,resp);"
"2453splitHere46","939060splitHere46","public static void getZipFiles(String filename) {<newline46mondego>    try {<newline46mondego>        String destinationname = <doubleQuotes46>c:\\zip\\<doubleQuotes46>;<newline46mondego>        byte[] buf = new byte[1024];<newline46mondego>        ZipInputStream zipinputstream = null;<newline46mondego>        ZipEntry zipentry;<newline46mondego>        zipinputstream = new ZipInputStream(<newline46mondego>                new FileInputStream(filename));<newline46mondego><newline46mondego>        zipentry = zipinputstream.getNextEntry();<newline46mondego>        while (zipentry != null) {<newline46mondego>            //for each entry to be extracted<newline46mondego>            String entryName = destinationname + zipentry.getName();<newline46mondego>            entryName = entryName.replace('/', File.separatorChar);<newline46mondego>            entryName = entryName.replace('\\', File.separatorChar);<newline46mondego>            System.out.println(<doubleQuotes46>entryname <doubleQuotes46> + entryName);<newline46mondego>            int n;<newline46mondego>            FileOutputStream fileoutputstream;<newline46mondego>            File newFile = new File(entryName);<newline46mondego>            if (zipentry.isDirectory()) {<newline46mondego>                if (!newFile.mkdirs()) {<newline46mondego>                    break;<newline46mondego>                }<newline46mondego>                zipentry = zipinputstream.getNextEntry();<newline46mondego>                continue;<newline46mondego>            }<newline46mondego><newline46mondego>            fileoutputstream = new FileOutputStream(entryName);<newline46mondego><newline46mondego>            while ((n = zipinputstream.read(buf, 0, 1024)) > -1) {<newline46mondego>                fileoutputstream.write(buf, 0, n);<newline46mondego>            }<newline46mondego><newline46mondego>            fileoutputstream.close();<newline46mondego>            zipinputstream.closeEntry();<newline46mondego>            zipentry = zipinputstream.getNextEntry();<newline46mondego><newline46mondego>        }//while<newline46mondego><newline46mondego>        zipinputstream.close();<newline46mondego>    } catch (Exception e) {<newline46mondego>        e.printStackTrace();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2454splitHere46","939196splitHere46","<bean id=<doubleQuotes46>myService<doubleQuotes46> class=<doubleQuotes46>org.springframework.aop.framework.ProxyFactoryBean<doubleQuotes46>><newline46mondego><property name=<doubleQuotes46>proxyInterfaces<doubleQuotes46>><newline46mondego>	<value>com.poc.service.MyServiceInterface</value><newline46mondego></property><newline46mondego><property name=<doubleQuotes46>target<doubleQuotes46> ref=<doubleQuotes46>myServiceimpl<doubleQuotes46> /><newline46mondego>"
"2455splitHere46","939451splitHere46","public class StackOverflowTest {<newline46mondego>    public void test(String foo, String bar) {<newline46mondego>        // blah<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2456splitHere46","939451splitHere46","// Compiled from StackOverflowTest.java (version 1.5 : 49.0, super bit)<newline46mondego>public class StackOverflowTest {<newline46mondego><newline46mondego>    // Method descriptor #6 ()V<newline46mondego>    // Stack: 1, Locals: 1<newline46mondego>    public StackOverflowTest();<newline46mondego>        0  aload_0 [this]<newline46mondego>        1  invokespecial java.lang.Object() [8]<newline46mondego>        4  return<newline46mondego>        Line numbers:<newline46mondego>            [pc: 0, line: 1]<newline46mondego>        Local variable table:<newline46mondego>            [pc: 0, pc: 5] local: this index: 0 type: StackOverflowTest<newline46mondego><newline46mondego>    // Method descriptor #15 (Ljava/lang/String;Ljava/lang/String;)V<newline46mondego>    // Stack: 0, Locals: 3<newline46mondego>    public void test(java.lang.String foo, java.lang.String bar);<newline46mondego>        0  return<newline46mondego>        Line numbers:<newline46mondego>            [pc: 0, line: 4]<newline46mondego>        Local variable table:<newline46mondego>            [pc: 0, pc: 1] local: this index: 0 type: StackOverflowTest<newline46mondego>            [pc: 0, pc: 1] local: foo index: 1 type: java.lang.String<newline46mondego>            [pc: 0, pc: 1] local: bar index: 2 type: java.lang.String<newline46mondego>}<newline46mondego>"
"2457splitHere46","939943splitHere46","getDeclaredConstructor"
"2458splitHere46","939943splitHere46","getConstructor"
"2459splitHere46","939943splitHere46","setAccessible"
"2460splitHere46","939943splitHere46","import java.lang.reflect.*;<newline46mondego>import java.util.*;<newline46mondego><newline46mondego>public class UploadBean {<newline46mondego><newline46mondego>    // <doubleQuotes46>throws Exception<doubleQuotes46> just for simplicity. Not nice normally!<newline46mondego>    public static void main(String[] args) throws Exception {<newline46mondego>        Class<?> parTypes[] = new Class<?>[1];<newline46mondego>        parTypes[0] = Map.class;<newline46mondego>        Constructor ct = UploadBean.class.getDeclaredConstructor(parTypes);<newline46mondego>        Object[] argList  = new Object[1];<newline46mondego>        argList[0] = null;<newline46mondego>        Object retObj = ct.newInstance(argList);<newline46mondego>    }<newline46mondego><newline46mondego>    protected UploadBean(Map<String,?> map){ <newline46mondego>        //do nothing.<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2461splitHere46","939968splitHere46","bootclasspath"
"2462splitHere46","939968splitHere46","ant -v"
"2463splitHere46","940035splitHere46","public static String getMainClassName()<newline46mondego>{<newline46mondego>  for(final Map.Entry<String, String> entry : System.getenv().entrySet())<newline46mondego>  {<newline46mondego>    if(entry.getKey().startsWith(<doubleQuotes46>JAVA_MAIN_CLASS<doubleQuotes46>))<newline46mondego>      return entry.getValue();<newline46mondego>  }<newline46mondego>  throw new IllegalStateException(<doubleQuotes46>Cannot determine main class.<doubleQuotes46>)<newline46mondego>}<newline46mondego>"
"2464splitHere46","940673splitHere46","ThreadLocal"
"2465splitHere46","940673splitHere46","WeakReference"
"2466splitHere46","940673splitHere46","ThreadLocal"
"2467splitHere46","940673splitHere46","ThreadLocal"
"2468splitHere46","940673splitHere46","ThreadLocal"
"2469splitHere46","940673splitHere46","Thread"
"2470splitHere46","940673splitHere46","ThreadLocal"
"2471splitHere46","940673splitHere46","ThreadLocal"
"2472splitHere46","940673splitHere46","ThreadLocal"
"2473splitHere46","940673splitHere46","ThreadLocal"
"2474splitHere46","940673splitHere46","SimpleDateFormat"
"2475splitHere46","940673splitHere46","ThreadLocal"
"2476splitHere46","940950splitHere46","SwingWorker"
"2477splitHere46","940950splitHere46","public class YourTaskSwingWorkerSwingWorker extends SwingWorker<List<Object>, Void> {<newline46mondego>    private List<Object> list<newline46mondego>    public YourClassSwingWorker(List<Object> theOriginalList){<newline46mondego>        list = theOriginalList;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public List<Object> doInBackground() {<newline46mondego>        // Do the first opperation on the list<newline46mondego>        // Do the second opperation on the list<newline46mondego><newline46mondego>        return list;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void done() {<newline46mondego>        // Update the GUI with the updated list.<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2478splitHere46","940950splitHere46","SwingWorker"
