"1splitHere46","3843825splitHere46","1) goto configure build path on the test project<newline46mondego>2) in that dialog you will see a <doubleQuotes46>tab<doubleQuotes46> for <doubleQuotes46>projects<doubleQuotes46>, click it<newline46mondego>3) add the dependent project and click apply<newline46mondego>"
"3247splitHere46","3944858splitHere46","<display:table class=<doubleQuotes46>dataTable<doubleQuotes46> defaultsort=<doubleQuotes46>1<doubleQuotes46> name=<doubleQuotes46>userGroupForm.permissionList<doubleQuotes46> id=<doubleQuotes46>tbldata<doubleQuotes46> requestURI=<doubleQuotes46>/gotoUpdateUserGroup.do<doubleQuotes46> pagesize=<doubleQuotes46>100<doubleQuotes46>><newline46mondego>                <display:setProperty name=<doubleQuotes46>paging.banner.onepage<doubleQuotes46> value=<doubleQuotes46><doubleQuotes46>></display:setProperty><newline46mondego>                <% if (isAdmin == true) { %><newline46mondego>                <display:column class=<doubleQuotes46>alignCenter<doubleQuotes46> title=<doubleQuotes46><doubleQuotes46>><newline46mondego>                <input type=<doubleQuotes46>checkbox<doubleQuotes46> name=<doubleQuotes46>permIDs<doubleQuotes46> <newline46mondego>                       value='<%=((Permission)pageContext.getAttribute(<doubleQuotes46>tbldata<doubleQuotes46>)).getPermissionCodeID() %>' <newline46mondego><newline46mondego>                       <%                            <newline46mondego>                       String checked = <doubleQuotes46><doubleQuotes46>;<newline46mondego>                       boolean selected = ((Permission)pageContext.getAttribute(<doubleQuotes46>tbldata<doubleQuotes46>)).getIsSelected();<newline46mondego><newline46mondego>                       if (selected == true) { checked = <doubleQuotes46>checked<doubleQuotes46>; } else { checked = <doubleQuotes46><doubleQuotes46>; }<newline46mondego>                       %><newline46mondego><newline46mondego>                       <%= checked %> /><newline46mondego>                </display:column><newline46mondego>                <% } %><newline46mondego>                <display:column class=<doubleQuotes46>alignLeft<doubleQuotes46> property=<doubleQuotes46>permName<doubleQuotes46> titleKey=<doubleQuotes46>label.name<doubleQuotes46> sortable=<doubleQuotes46>true<doubleQuotes46> /><newline46mondego>                <display:column class=<doubleQuotes46>alignLeft<doubleQuotes46> property=<doubleQuotes46>permValue<doubleQuotes46> titleKey=<doubleQuotes46>label.value<doubleQuotes46> sortable=<doubleQuotes46>true<doubleQuotes46> /><newline46mondego>                <display:column class=<doubleQuotes46>alignLeft<doubleQuotes46> property=<doubleQuotes46>applicationName<doubleQuotes46> titleKey=<doubleQuotes46>label.appname<doubleQuotes46> sortable=<doubleQuotes46>true<doubleQuotes46> /><newline46mondego>            </display:table><newline46mondego>"
"3248splitHere46","3944867splitHere46","ids"
"3249splitHere46","3944867splitHere46","public void myMethod(List<MyCompany> list){<newline46mondego>    List<HasId> ids = list;<newline46mondego>    ids.add(new MyPerson());<newline46mondego>}<newline46mondego>"
"3250splitHere46","3944867splitHere46","<MyCompany>"
"3251splitHere46","3944867splitHere46","public void myMethod(List<MyCompany> list){<newline46mondego>    List<? extends HasId> ids = list;<newline46mondego>}<newline46mondego>"
"3252splitHere46","3945482splitHere46","String"
"3253splitHere46","3945832splitHere46","InputStream"
"3254splitHere46","3945832splitHere46","Reader"
"3255splitHere46","3945832splitHere46","readLine()"
"3256splitHere46","3945832splitHere46","Writer"
"3257splitHere46","3945832splitHere46","System.getProperty(<doubleQuotes46>line.separator<doubleQuotes46>)"
"3258splitHere46","3945868splitHere46","#{item}"
"3259splitHere46","3945868splitHere46","<h:inputTextarea id=<doubleQuotes46>keyword<doubleQuotes46> value=<doubleQuotes46>#{item.newComment}<doubleQuotes46>/><newline46mondego>"
"3260splitHere46","3946024splitHere46","jsp:setProperty"
"3261splitHere46","3946024splitHere46","jsp:useBean"
"3262splitHere46","3946024splitHere46","jsp:setProperty"
"3263splitHere46","3946024splitHere46","workorder"
"3264splitHere46","3946024splitHere46","jsp:setProperty"
"3265splitHere46","3946024splitHere46","jsp:setProperty"
"3266splitHere46","3946024splitHere46","jsp:useBean"
"3267splitHere46","3946024splitHere46","<jsp:useBean id=<doubleQuotes46>workorder<doubleQuotes46> type=<doubleQuotes46>com.mycompany.app.WorkorderBean<doubleQuotes46><newline46mondego>   class=<doubleQuotes46>com.mycompany.app.WorkorderBean<doubleQuotes46> scope=<doubleQuotes46>session<doubleQuotes46> /><newline46mondego><jsp:setProperty name=<doubleQuotes46>workorder<doubleQuotes46> property=<doubleQuotes46>*<doubleQuotes46> />  <newline46mondego>"
"3268splitHere46","3946024splitHere46","jsp:setProperty"
"3269splitHere46","3946228splitHere46","if(node.numUsed==0) {<newline46mondego>            node.items[0]=item;<newline46mondego><newline46mondego>        }<newline46mondego>"
"3270splitHere46","3946228splitHere46","if(node.numUsed==0) {<newline46mondego>            node.items[0]=item;<newline46mondego>            node.numUsed++;<newline46mondego>        }<newline46mondego>"
"3271splitHere46","3946443splitHere46","JPanel[][] battleField = new JPanel[5][5];<newline46mondego>"
"3272splitHere46","3946443splitHere46","for (int rowIndex = 0; rowIndex < battleField.length; rowIndex++)<newline46mondego>{<newline46mondego>    for (int cellIndex = 0; cellIndex < battleField[rowIndex]; cellIndex++)<newline46mondego>    {<newline46mondego>         battleField[rowIndex][cellIndex] = new JPanel();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3273splitHere46","3946470splitHere46","greetJndi"
"3274splitHere46","3946470splitHere46","ejb-jar"
"3275splitHere46","3946470splitHere46","<enterprise-beans>]"
"3276splitHere46","3946470splitHere46","ejb-jar.xml"
"3277splitHere46","3946470splitHere46","PUBLIC"
"3278splitHere46","3946470splitHere46","ejb-jar.xml"
"3279splitHere46","3946470splitHere46","jboss.xml"
"3280splitHere46","3946470splitHere46","jboss.xml"
"3281splitHere46","3946470splitHere46","session"
"3282splitHere46","3946470splitHere46","entity"
"3283splitHere46","3946470splitHere46","ejb-jar.xml"
"3284splitHere46","3946470splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><!DOCTYPE ejb-jar PUBLIC <doubleQuotes46>-//Sun Microsystems, Inc.//DTD Enterprise JavaBeans 2.0//EN<doubleQuotes46> <doubleQuotes46>http://java.sun.com/dtd/ejb-jar_2_0.dtd<doubleQuotes46>><newline46mondego><ejb-jar><newline46mondego>  <enterprise-beans><newline46mondego>    <session><newline46mondego>      <ejb-name>greetBean</ejb-name><newline46mondego>      <home>greetHome</home><newline46mondego>      <remote>greetRemote</remote><newline46mondego>      <ejb-class>greetBean</ejb-class><newline46mondego>      <session-type>Stateless</session-type><newline46mondego>      <transaction-type>Container</transaction-type><newline46mondego>    </session><newline46mondego>  </enterprise-beans><newline46mondego></ejb-jar><newline46mondego>"
"3285splitHere46","3946470splitHere46","jboss.xml"
"3286splitHere46","3946470splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46>?><newline46mondego><!DOCTYPE jboss PUBLIC <doubleQuotes46>-//JBoss//DTD JBOSS 3.2//EN<doubleQuotes46> <doubleQuotes46>http://www.jboss.org/j2ee/dtd/jboss_3_2.dtd<doubleQuotes46>><newline46mondego><jboss><newline46mondego>  <enterprise-beans><newline46mondego>    <session><newline46mondego>      <ejb-name>greetBean</ejb-name><newline46mondego>      <jndi-name>greetJndi</jndi-name><newline46mondego>    </session><newline46mondego>  </enterprise-beans><newline46mondego></jboss><newline46mondego>"
"3287splitHere46","3946483splitHere46","IProject"
"3288splitHere46","3946483splitHere46","IJavaProject"
"3289splitHere46","3946483splitHere46","IPackageFragmentRoot"
"3290splitHere46","3946483splitHere46","getAllPackageFragmentRoots()"
"3291splitHere46","3946483splitHere46","getKind() == IPackageFragmentRoot.K_SOURCE"
"3292splitHere46","3946524splitHere46","T"
"3293splitHere46","3946524splitHere46","extends Number"
"3294splitHere46","3946790splitHere46","size"
"3295splitHere46","3946790splitHere46","data"
"3296splitHere46","3946803splitHere46","BorderLayout"
"3297splitHere46","3946803splitHere46","BorderLayout"
"3298splitHere46","3946803splitHere46","CardLayout"
"3299splitHere46","3946819splitHere46","int"
"3300splitHere46","3946819splitHere46","int"
"3301splitHere46","3946835splitHere46","size=other.getSize();<newline46mondego>for (int i=0;i<data.length;i++)<newline46mondego>    data[i]=other.data[i];<newline46mondego>"
"3302splitHere46","3946835splitHere46","size"
"3303splitHere46","3946835splitHere46","data"
"3304splitHere46","3946835splitHere46","data"
"3305splitHere46","3946835splitHere46","data"
"3306splitHere46","3946835splitHere46","size"
"3307splitHere46","3946835splitHere46","other.data.length"
"3308splitHere46","3946835splitHere46","data = new Position[other.data.length];<newline46mondego>for (int i=0;i<data.length;i++)<newline46mondego>    data[i]=other.data[i];<newline46mondego>"
"3309splitHere46","3946835splitHere46","size"
"3310splitHere46","3946855splitHere46","new BeanComparator(<doubleQuotes46>name<doubleQuotes46>)"
"3311splitHere46","3946855splitHere46","new BeanCompartor(<doubleQuotes46>name<doubleQuotes46>, Collections.reverseOrder())"
"3312splitHere46","3946924splitHere46","\'"
"3313splitHere46","3946924splitHere46","%"
"3314splitHere46","3946924splitHere46","*"
"3315splitHere46","3946924splitHere46","%"
"3316splitHere46","3946939splitHere46","FLUSH_EAGER"
"3317splitHere46","3946939splitHere46","HibernateTemplate"
"3318splitHere46","3946939splitHere46","HibernateInterceptor"
"3319splitHere46","3946939splitHere46","FLUSH_EAGER"
"3320splitHere46","3946939splitHere46","EAGER_FLUSH"
"3321splitHere46","3946939splitHere46","flushMode"
"3322splitHere46","3947013splitHere46","class CommentOutModifier extends AbstractBehavior {<newline46mondego>    private static final long serialVersionUID = 1L;<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void beforeRender(Component component) {<newline46mondego>        component.getResponse().write(<doubleQuotes46><!--<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void onRendered(Component component) {<newline46mondego>      component.getResponse().write(<doubleQuotes46>--><doubleQuotes46>);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>add(new Label(<doubleQuotes46>tohide<doubleQuotes46>, <doubleQuotes46>Hi, can you see me?<doubleQuotes46>).add(new CommentOutModifier()));<newline46mondego>"
"3323splitHere46","3947013splitHere46","<span wicket:id=<doubleQuotes46>tohide<doubleQuotes46>></span><newline46mondego>"
"3324splitHere46","3947013splitHere46","<!--<span>Hi, can you see me?</span>--><newline46mondego>"
"3325splitHere46","3947296splitHere46","data[i] = other.data[i];<newline46mondego>"
"3326splitHere46","3947296splitHere46","other.data[i]"
"3327splitHere46","3947296splitHere46","data[i]"
"3328splitHere46","3947296splitHere46","Position"
"3329splitHere46","3947296splitHere46","data[i] = new Position(other.data[i]);"
"3330splitHere46","3947296splitHere46","data[i] = createPosition(other.data[i]);"
"3331splitHere46","3947296splitHere46","data[i] = (Position) other.data[i].clone();"
"3332splitHere46","3947296splitHere46","clone"
"3333splitHere46","3947296splitHere46","Position"
"3334splitHere46","3947296splitHere46","clone"
"3335splitHere46","3947296splitHere46","Position"
"3336splitHere46","3947296splitHere46","Position"
"3337splitHere46","3947296splitHere46","public class Position {<newline46mondego>    private int x;<newline46mondego>    private int y;<newline46mondego>    ...<newline46mondego>    public Position(Position other) {<newline46mondego>        this.x = other.x;<newline46mondego>        this.y = other.y;<newline46mondego>    }<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"3338splitHere46","3947321splitHere46","final String foo = new String(<doubleQuotes46>string literal<doubleQuotes46>);<newline46mondego>"
"3339splitHere46","3947321splitHere46","public static void main(String[] args) throws Exception {<newline46mondego>    String s1 = test1();<newline46mondego>    String s2 = test1();<newline46mondego>    System.out.println(s1 == s2); // true<newline46mondego><newline46mondego>    String s3 = test2();<newline46mondego>    String s4 = test2();<newline46mondego>    System.out.println(s3 == s4); // false<newline46mondego>}<newline46mondego><newline46mondego>private static String test1() {<newline46mondego>    final String foo = <doubleQuotes46>string literal<doubleQuotes46>;<newline46mondego>    return foo;<newline46mondego>}<newline46mondego><newline46mondego>private static String test2() {<newline46mondego>    final String foo = new String(<doubleQuotes46>string literal<doubleQuotes46>);<newline46mondego>    return foo;<newline46mondego>}<newline46mondego>"
"3340splitHere46","3947321splitHere46","final"
"3341splitHere46","3947351splitHere46","public class Loop {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        for(int i = 0; i < 50; i++){<newline46mondego>            if((i%10 == 0) && i > 0)<newline46mondego>                System.out.print(<doubleQuotes46>\n<doubleQuotes46>);<newline46mondego>            System.out.print(<doubleQuotes46>[0]<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3342splitHere46","3947351splitHere46","public class Loop {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        for(int i = 1; i < 51; i++){<newline46mondego>            System.out.print(<doubleQuotes46>[0]<doubleQuotes46>);<newline46mondego><newline46mondego>            if((i%10 == 0) && i > 0)<newline46mondego>                System.out.print(<doubleQuotes46>\n<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3343splitHere46","3947426splitHere46","overlap"
"3344splitHere46","3947426splitHere46","targetX-x"
"3345splitHere46","3947426splitHere46","targetY-y"
"3346splitHere46","3947426splitHere46","public boolean overlap(int targetX, int targetY){<newline46mondego>    double x=this.getX();<newline46mondego>    double y=this.getY();<newline46mondego>    double deltaX = Math.abs(targetX-x);<newline46mondego>    double deltaY = Math.abs(targetY-y);<newline46mondego><newline46mondego>    return (deltaX<=16 && deltaY<=16);       <newline46mondego>}<newline46mondego>"
"3347splitHere46","3947495splitHere46","handheld"
"3348splitHere46","3947495splitHere46","<link rel=<doubleQuotes46>stylesheet<doubleQuotes46> href=<doubleQuotes46>css/global.css<doubleQuotes46> media=<doubleQuotes46>screen,projection<doubleQuotes46>><newline46mondego><link rel=<doubleQuotes46>stylesheet<doubleQuotes46> href=<doubleQuotes46>css/mobile.css<doubleQuotes46> media=<doubleQuotes46>handheld<doubleQuotes46>><newline46mondego><link rel=<doubleQuotes46>stylesheet<doubleQuotes46> href=<doubleQuotes46>css/print.css<doubleQuotes46> media=<doubleQuotes46>print<doubleQuotes46>><newline46mondego>"
"3349splitHere46","3947650splitHere46","int read()"
"3350splitHere46","3947650splitHere46","Stream in;<newline46mondego>long timestamp = System.currentTimeInMillis();<newline46mondego>int counter = 0;<newline46mondego>int INTERVAL = 1000; // one second<newline46mondego>int LIMIT = 1000; // bytes per INTERVAL<newline46mondego><newline46mondego>...<newline46mondego><newline46mondego>/**<newline46mondego> * Read one byte with rate limiting<newline46mondego> */<newline46mondego>@Override<newline46mondego>public int read() {<newline46mondego>    if (counter > LIMIT) {<newline46mondego>        long now = System.currentTimeInMillis();<newline46mondego>        if (timestamp + INTERVAL >= now) {<newline46mondego>            Thread.sleep(timestamp + INTERVAL - now);  <newline46mondego>        }<newline46mondego>        timestamp = now;<newline46mondego>        counter = 0;<newline46mondego>    }<newline46mondego>    int res = in.read();<newline46mondego>    if (res >= 0) {<newline46mondego>        counter++;<newline46mondego>    }<newline46mondego>    return res;<newline46mondego>}<newline46mondego>"
"3351splitHere46","3947720splitHere46","Int"
"3352splitHere46","3947720splitHere46","thatAnonymousClassYouJustMade"
"3353splitHere46","3947772splitHere46","class unitHashIterator"
"3354splitHere46","3947772splitHere46","class unitHashIterator<unit>"
"3355splitHere46","3947772splitHere46","private unitHash<unit> hash;"
"3356splitHere46","3947772splitHere46","private unitHash<unit> hash;"
"3357splitHere46","3947772splitHere46","unit"
"3358splitHere46","3947772splitHere46","hash"
"3359splitHere46","3947772splitHere46","unit"
"3360splitHere46","3947879splitHere46","DataOutputStream"
"3361splitHere46","3947879splitHere46","HSQLDB"
"3362splitHere46","3948163splitHere46","Object[]"
"3363splitHere46","3948163splitHere46","String[]"
"3364splitHere46","3948163splitHere46","Integer[]"
"3365splitHere46","3948163splitHere46","SomeClass[]"
"3366splitHere46","3948163splitHere46","List<String>"
"3367splitHere46","3948163splitHere46","List<Object>"
"3368splitHere46","3948163splitHere46","String[]"
"3369splitHere46","3948163splitHere46","Object[]"
"3370splitHere46","3948163splitHere46","List<String>"
"3371splitHere46","3948163splitHere46","List<Object>"
"3372splitHere46","3948163splitHere46","Map<K, V>"
"3373splitHere46","3948163splitHere46","Class"
"3374splitHere46","3948163splitHere46","String s = <doubleQuotes46><doubleQuotes46>;<newline46mondego>List l = new ArrayList();<newline46mondego>l.add(s);<newline46mondego>Integer i = (Integer)l.get(0); // ClassCastException<newline46mondego>"
"3375splitHere46","3948163splitHere46","String s = <doubleQuotes46><doubleQuotes46>;<newline46mondego>List<String> l = new ArrayList<String>();<newline46mondego>l.add(s);<newline46mondego>Integer i = (Integer)l.get(0); // compiler warning: cannot cast from String to Integer<newline46mondego>"
"3376splitHere46","3948163splitHere46","String[] a = new String[1];<newline46mondego>List<Integer> l = new ArrayList<Integer>();<newline46mondego>fromArrayToCollection(a, l);<newline46mondego>"
"3377splitHere46","3948163splitHere46","T[]"
"3378splitHere46","3948163splitHere46","Collection<T>"
"3379splitHere46","3948163splitHere46","String[]"
"3380splitHere46","3948163splitHere46","List<Integer>"
"3381splitHere46","3948163splitHere46","List<String>"
"3382splitHere46","3948163splitHere46","List<T>"
"3383splitHere46","3948163splitHere46","Collection<T>"
"3384splitHere46","3948163splitHere46","List<T>"
"3385splitHere46","3948163splitHere46","List<S>"
"3386splitHere46","3948163splitHere46","public <T extends SomeClass> void fromArrayToCollection(T[] a, COllection<T> c);<newline46mondego>"
"3387splitHere46","3948218splitHere46","int number = getIntent().getIntExtra(<doubleQuotes46>weburl<doubleQuotes46>, 0);"
"3388splitHere46","3948221splitHere46","GetDirectBufferAddress"
"3389splitHere46","3948303splitHere46","int"
"3390splitHere46","3948303splitHere46","byte b = (byte) 0xf1;<newline46mondego>"
"3391splitHere46","3948303splitHere46","b"
"3392splitHere46","3948303splitHere46","byte c = (byte) (b >> 4);<newline46mondego>"
"3393splitHere46","3948303splitHere46","b"
"3394splitHere46","3948303splitHere46","-15 = 0xfffffff1"
"3395splitHere46","3948303splitHere46","0xffffffff"
"3396splitHere46","3948303splitHere46","0xff"
"3397splitHere46","3948303splitHere46","byte"
"3398splitHere46","3948303splitHere46","byte d = (byte) (b >>> 4);<newline46mondego>"
"3399splitHere46","3948303splitHere46","b"
"3400splitHere46","3948303splitHere46","-15 = 0xfffffff1"
"3401splitHere46","3948303splitHere46","0x0fffffff"
"3402splitHere46","3948303splitHere46","0xff"
"3403splitHere46","3948303splitHere46","byte"
"3404splitHere46","3948303splitHere46","(b & 0xff) >>> 4"
"3405splitHere46","3948342splitHere46","mvn -f /some/where/pom.xml exec:java -Dexec.mainClass=org.xmlcml.cml.rest.Client<newline46mondego>"
"3406splitHere46","3948342splitHere46","mvn --help<newline46mondego>"
"3407splitHere46","3948361splitHere46","int index = 0;<newline46mondego>    for (int i = 0; i <= text.length() / 2; i++) {<newline46mondego>        String string1 = text.substring(0, i);<newline46mondego>        String string2 = text.substring(i, 2 * i);<newline46mondego>        if (string1.equals(string2)) {<newline46mondego>            index = i;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    System.out.println(<doubleQuotes46>without duplicate: <doubleQuotes46> + text.substring(index));<newline46mondego>"
"3408splitHere46","3948389splitHere46","chars"
"3409splitHere46","3948389splitHere46","String result = new String(chars, 0, length);<newline46mondego>"
"3410splitHere46","3948389splitHere46","String(char[])"
"3411splitHere46","3948389splitHere46","length"
"3412splitHere46","3948389splitHere46","chars"
"3413splitHere46","3948395splitHere46","<mapping resource=<doubleQuotes46>path/to/your/Mapping-or-query-file.hbm.xml<doubleQuotes46>/><newline46mondego>"
"3414splitHere46","3948501splitHere46","[current position]<-- here is no new line<newline46mondego>[data    1 length][data    1 in serialized format]<-- here is no new line<newline46mondego>[data    2 length][data    2 in serialized format]<newline46mondego>[data    3 length][data    3 in serialized format]<newline46mondego>[data etc. length][data etc. in serialized format]<newline46mondego>"
"3415splitHere46","3948501splitHere46","[current position]"
"3416splitHere46","3948501splitHere46","[current position]"
"3417splitHere46","3948501splitHere46","[data    x length]"
"3418splitHere46","3948501splitHere46","[id][element data columns]<newline46mondego>   1        <newline46mondego>   2        <newline46mondego>   3        <newline46mondego>etc.  <newline46mondego>"
"3419splitHere46","3948512splitHere46","public void frameworkMethod() throws IllegalDataException, InvalidCommandException;<newline46mondego>"
"3420splitHere46","3948512splitHere46","FrameworkException"
"3421splitHere46","3948512splitHere46","try {<newline46mondego>    frameworkMethod();<newline46mondego>} catch (FrameworkException ex) {<newline46mondego>    logger.log(Level.SEVERE, <doubleQuotes46>An exception occured!<doubleQuotes46>, ex);<newline46mondego><newline46mondego>    if (ex instanceof IllegalDataException) {<newline46mondego>        // Do something to recover<newline46mondego>    } else if (ex instanceof InvalidCommandException) {<newline46mondego>        //Inform the user<newline46mondego>    } //And so on...<newline46mondego>}<newline46mondego>"
"3422splitHere46","3948517splitHere46","get"
"3423splitHere46","3948517splitHere46","public int get(int index) throws IndexOutOfBoundsException<newline46mondego>    {<newline46mondego>        Node reference = head;<newline46mondego>        if (index < 0 || index >= count)<newline46mondego>        {<newline46mondego>            throw new IndexOutOfBoundsException(<doubleQuotes46>Index out of bounds.<doubleQuotes46>);<newline46mondego>        }<newline46mondego>        for (int i = 0; i != index; i++)<newline46mondego>            {<newline46mondego>                reference.getNext(); // <--- the mistake is here<newline46mondego>            }<newline46mondego>        return reference.getElement();<newline46mondego>    }<newline46mondego>"
"3424splitHere46","3948517splitHere46","reference"
"3425splitHere46","3948517splitHere46","java.util.LinkedList"
"3426splitHere46","3948583splitHere46","Vector<Number> numbers = new Vector<Number>();<newline46mondego><newline46mondego>    numbers.add(new Double(1.2));<newline46mondego>    numbers.add(new Float(-1.2));<newline46mondego>    numbers.add(new Double(4.8));<newline46mondego>    numbers.add(new Float(-3.4));<newline46mondego>    numbers.add(new Long(123456));<newline46mondego>    numbers.add(new Short(<doubleQuotes46>14<doubleQuotes46>));<newline46mondego><newline46mondego>    For.each(numbers, new Visitor<Number>() {<newline46mondego>        public void doIt(Double n) {<newline46mondego>            System.out.println(<doubleQuotes46>doIt() for double: <doubleQuotes46> + n);<newline46mondego>        }<newline46mondego>        public void doIt(Float n) {<newline46mondego>            System.out.println(<doubleQuotes46>doIt() for float: <doubleQuotes46> + n);<newline46mondego>        }<newline46mondego>        public void doIt(Number n) {<newline46mondego>            System.out.println(<doubleQuotes46>doIt() for Number: <doubleQuotes46> + n);<newline46mondego>        }<newline46mondego>    });<newline46mondego>"
"3427splitHere46","3948583splitHere46","abstract class Visitor<T> {<newline46mondego>public void visit(T n) {<newline46mondego>    try {<newline46mondego>        this.getClass().getDeclaredMethod(<doubleQuotes46>doIt<doubleQuotes46>, n.getClass()).invoke(this, n);<newline46mondego>    } catch (Exception ex) {<newline46mondego>        doIt((T) n);<newline46mondego>    }<newline46mondego>}<newline46mondego>public void doIt(T n) {<newline46mondego>    System.out.println(<doubleQuotes46>doIt() for base <doubleQuotes46> + n);<newline46mondego>}<newline46mondego>public Object getResult() {<newline46mondego>    return null;<newline46mondego>}<newline46mondego>"
"3428splitHere46","3948583splitHere46","class For {<newline46mondego>public static <T> void each (Collection<T> c, Visitor<T> f) {<newline46mondego>    for (T v : c) {<newline46mondego>        f.visit(v);<newline46mondego>    }<newline46mondego>} // ()<newline46mondego>"
"3429splitHere46","3948691splitHere46","StringBuffer"
"3430splitHere46","3948691splitHere46","char[]"
"3431splitHere46","3948691splitHere46","append(char c)"
"3432splitHere46","3948691splitHere46","chars"
"3433splitHere46","3948767splitHere46",".settings"
"3434splitHere46","3948767splitHere46","bin"
"3435splitHere46","3948767splitHere46","src"
"3436splitHere46","3948832splitHere46","this"
"3437splitHere46","3948832splitHere46","this"
"3438splitHere46","3948862splitHere46","@Table"
"3439splitHere46","3948862splitHere46","@Column"
"3440splitHere46","3948862splitHere46","NamingStrategy"
"3441splitHere46","3948967splitHere46","jps"
"3442splitHere46","3948967splitHere46","kill -9 my_pid"
"3443splitHere46","3948967splitHere46","lsof -i :1935"
"3444splitHere46","3949084splitHere46","DocumentFilter"
"3445splitHere46","3949144splitHere46","//char someCharacter = <doubleQuotes46>\ ux13d<doubleQuotes46>;<newline46mondego>"
"3446splitHere46","3949236splitHere46","createDefaultModel()"
"3447splitHere46","3949236splitHere46","createDefaultModel()"
"3448splitHere46","3949236splitHere46","PlainDocument"
"3449splitHere46","3949371splitHere46","import java.awt.*;<newline46mondego>import java.awt.event.*;<newline46mondego>import java.util.ArrayList;<newline46mondego>import java.util.List;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class RobotPlayback extends JFrame implements KeyListener, ActionListener<newline46mondego>{<newline46mondego>    JTextField textField1;<newline46mondego>    JTextField textField2;<newline46mondego>    List playback = new ArrayList();<newline46mondego><newline46mondego>    public RobotPlayback()<newline46mondego>    {<newline46mondego>        textField1 = new JTextField(30);<newline46mondego>        textField1.addKeyListener( this );<newline46mondego>        getContentPane().add(textField1, BorderLayout.NORTH);<newline46mondego>//<newline46mondego>        JButton button = new JButton(<doubleQuotes46>Playback<doubleQuotes46>);<newline46mondego>        button.addActionListener( this );<newline46mondego>        button.setFocusable(false);<newline46mondego>        getContentPane().add(button);<newline46mondego>//<newline46mondego>        textField2 = new JTextField(30);<newline46mondego>        getContentPane().add(textField2, BorderLayout.SOUTH);<newline46mondego>    }<newline46mondego><newline46mondego>    public void keyPressed(KeyEvent e)<newline46mondego>    {<newline46mondego>        playback.add(e);<newline46mondego>    }<newline46mondego><newline46mondego>    public void keyReleased(KeyEvent e)<newline46mondego>    {<newline46mondego>        playback.add(e);<newline46mondego>    }<newline46mondego><newline46mondego>    public void keyTyped(KeyEvent e) {}<newline46mondego><newline46mondego>    public void actionPerformed(ActionEvent e)<newline46mondego>    {<newline46mondego>        Thread playback = new Thread()<newline46mondego>        {<newline46mondego>            public void run()<newline46mondego>            {<newline46mondego>                 playback();<newline46mondego>            }<newline46mondego>        };<newline46mondego>        playback.start();<newline46mondego>    }<newline46mondego><newline46mondego>    private void playback()<newline46mondego>    {<newline46mondego>        textField2.requestFocus();<newline46mondego><newline46mondego>        try<newline46mondego>        {<newline46mondego>            Robot robot = new Robot();<newline46mondego>            robot.setAutoDelay( 200 );<newline46mondego><newline46mondego>            for (int i = 0; i < playback.size();i++)<newline46mondego>            {<newline46mondego>                KeyEvent event = (KeyEvent)playback.get(i);<newline46mondego><newline46mondego>                if (event.getID() == KeyEvent.KEY_PRESSED)<newline46mondego>                    robot.keyPress( event.getKeyCode() );<newline46mondego>                else<newline46mondego>                    robot.keyRelease( event.getKeyCode() );<newline46mondego>            }<newline46mondego>        }<newline46mondego>        catch(Exception exc)<newline46mondego>        {<newline46mondego>            System.out.println(exc);<newline46mondego>        }<newline46mondego><newline46mondego>        setVisible(true);<newline46mondego>        playback = new ArrayList();<newline46mondego>        textField1.requestFocus();<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args)<newline46mondego>        throws Exception<newline46mondego>    {<newline46mondego>        JFrame frame = new RobotPlayback();<newline46mondego>        frame.setDefaultCloseOperation( JFrame.EXIT_ON_CLOSE );<newline46mondego>        frame.pack();<newline46mondego>        frame.setLocationRelativeTo( null );<newline46mondego>        frame.setVisible( true );<newline46mondego>     }<newline46mondego>}<newline46mondego>"
"3450splitHere46","3949379splitHere46","clazz.isAssignableFrom(Foo.class)"
"3451splitHere46","3949379splitHere46","clazz"
"3452splitHere46","3949379splitHere46","Foo"
"3453splitHere46","3949379splitHere46","clazz.isInstance(obj)"
"3454splitHere46","3949379splitHere46","obj"
"3455splitHere46","3949379splitHere46","clazz"
"3456splitHere46","3949379splitHere46","clazz.isAssignableFrom(obj.getClass()) == clazz.isInstance(obj)<newline46mondego>"
"3457splitHere46","3949414splitHere46","castOrNull"
"3458splitHere46","3949414splitHere46","instanceof"
"3459splitHere46","3949414splitHere46","castOrNull"
