"1splitHere46","12471528splitHere46","private float readUsage() {<newline46mondego>try {<newline46mondego>    RandomAccessFile reader = new RandomAccessFile(<doubleQuotes46>/proc/stat<doubleQuotes46>, <doubleQuotes46>r<doubleQuotes46>);<newline46mondego>    String load = reader.readLine();<newline46mondego><newline46mondego>    String[] toks = load.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego><newline46mondego>    long idle1 = Long.parseLong(toks[5]);<newline46mondego>    long cpu1 = Long.parseLong(toks[2]) + Long.parseLong(toks[3]) + Long.parseLong(toks[4])<newline46mondego>          + Long.parseLong(toks[6]) + Long.parseLong(toks[7]) + Long.parseLong(toks[8]);<newline46mondego><newline46mondego>    try {<newline46mondego>        Thread.sleep(360);<newline46mondego>    } catch (Exception e) {}<newline46mondego><newline46mondego>    reader.seek(0);<newline46mondego>    load = reader.readLine();<newline46mondego>    reader.close();<newline46mondego><newline46mondego>    toks = load.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego><newline46mondego>    long idle2 = Long.parseLong(toks[5]);<newline46mondego>    long cpu2 = Long.parseLong(toks[2]) + Long.parseLong(toks[3]) + Long.parseLong(toks[4])<newline46mondego>        + Long.parseLong(toks[6]) + Long.parseLong(toks[7]) + Long.parseLong(toks[8]);<newline46mondego><newline46mondego>    return (float)(cpu2 - cpu1) / ((cpu2 + idle2) - (cpu1 + idle1));<newline46mondego><newline46mondego>} catch (IOException ex) {<newline46mondego>    ex.printStackTrace();<newline46mondego>   }<newline46mondego><newline46mondego>    return 0;<newline46mondego>} <newline46mondego>"
"4322splitHere46","12584432splitHere46","public class ParentPage extends WebPage {<newline46mondego><newline46mondego>       public ParentPage() {<newline46mondego><newline46mondego>            String string = new String(<doubleQuotes46>Dave<doubleQuotes46>);<newline46mondego>            IModel model = new Model(string);<newline46mondego><newline46mondego>            add(new Panel(<doubleQuotes46>childPanel<doubleQuotes46>, model));<newline46mondego>            model.setObject(new String(<doubleQuotes46>Brian<doubleQuotes46>));  <newline46mondego>       }<newline46mondego>}<newline46mondego>"
"4323splitHere46","12584452splitHere46","for (int i=0; i < 9; i++) {<newline46mondego>    // You cannot access i from methods of the anonymous inner class<newline46mondego>    // because it is not final, but you can make a final copy<newline46mondego>    final int iCopy = i;<newline46mondego>    JMenuItem blockName = new JMenuItem(i+<doubleQuotes46><doubleQuotes46>);<newline46mondego>    blockName.addActionListener(new ActionListener() {<newline46mondego>        // It is OK to define additional methods here:<newline46mondego>        public void action() {<newline46mondego>            System.out.println(iCopy+<doubleQuotes46><doubleQuotes46>);<newline46mondego>        }<newline46mondego>        public void actionPerformed(ActionEvent arg0) {<newline46mondego>            action();<newline46mondego>        }<newline46mondego>    });<newline46mondego>    blocks.add(blockName);<newline46mondego>}<newline46mondego>"
"4324splitHere46","12584608splitHere46","-classpath"
"4325splitHere46","12584608splitHere46",":"
"4326splitHere46","12584608splitHere46","javac -classpath library1.jar:library2.jar sourcefile.java <newline46mondego>"
"4327splitHere46","12584608splitHere46","Export...->Java->Runnable JAR File->Next->Copy required libraries into a sub-folder next to the generated JAR.<newline46mondego>"
"4328splitHere46","12584608splitHere46","javac -classpath sub_folder/*.jar sourcefile.java <newline46mondego>"
"4329splitHere46","12584645splitHere46","using System;<newline46mondego>using Android.Content;<newline46mondego>using Android.GoogleMaps;<newline46mondego>using Android.Util;<newline46mondego>using Android.Views;<newline46mondego>using Android.Widget;<newline46mondego><newline46mondego>namespace MapViewBalloons<newline46mondego>{<newline46mondego>    /**<newline46mondego>     * A view representing a MapView marker information balloon.<newline46mondego>     * <newline46mondego>     * @author Jeff Gilfelt<newline46mondego>     *<newline46mondego>     */<newline46mondego>    public class BalloonOverlayView : FrameLayout<newline46mondego>    {<newline46mondego>        private LinearLayout _layout;<newline46mondego>        private TextView _title;<newline46mondego>        private TextView _snippet;<newline46mondego><newline46mondego>        /**<newline46mondego>         * Create a new BalloonOverlayView.<newline46mondego>         * <newline46mondego>         * @param context - The activity context.<newline46mondego>         * @param balloonBottomOffset - The bottom padding (in pixels) to be applied<newline46mondego>         * when rendering this view.<newline46mondego>         */<newline46mondego>        public BalloonOverlayView(Context context, int balloonBottomOffset)<newline46mondego>            : base(context)<newline46mondego>        {<newline46mondego>            SetPadding(10, 0, 10, balloonBottomOffset);<newline46mondego><newline46mondego>            _layout = new LimitLinearLayout(context);<newline46mondego>            _layout.Visibility = ViewStates.Visible;<newline46mondego><newline46mondego>            SetupView(context, _layout);<newline46mondego><newline46mondego>            FrameLayout.LayoutParams layoutParams = new FrameLayout.LayoutParams(<newline46mondego>                    LayoutParams.WrapContent, LayoutParams.WrapContent);<newline46mondego>            layoutParams.Gravity = GravityFlags.NoGravity;<newline46mondego><newline46mondego>            AddView(_layout, layoutParams);<newline46mondego>        }<newline46mondego><newline46mondego>        /**<newline46mondego>         * Inflate and initialize the BalloonOverlayView UI. Override this method<newline46mondego>         * to provide a custom view/layout for the balloon. <newline46mondego>         * <newline46mondego>         * @param context - The activity context.<newline46mondego>         * @param parent - The root layout into which you must inflate your view.<newline46mondego>         */<newline46mondego>        protected void SetupView(Context context, ViewGroup parent)<newline46mondego>        {<newline46mondego><newline46mondego>            LayoutInflater inflater = (LayoutInflater)context.GetSystemService(Context.LayoutInflaterService);<newline46mondego>            View v = inflater.Inflate(Resource.Layout.balloon_overlay, parent);<newline46mondego>            _title = (TextView)v.FindViewById(Resource.Id.balloon_item_title);<newline46mondego>            _snippet = (TextView)v.FindViewById(Resource.Id.balloon_item_snippet);<newline46mondego><newline46mondego>        }<newline46mondego><newline46mondego>        /**<newline46mondego>         * Sets the view data from a given overlay item.<newline46mondego>         * <newline46mondego>         * @param item - The overlay item containing the relevant view data. <newline46mondego>         */<newline46mondego>        public void setData(OverlayItem item)<newline46mondego>        {<newline46mondego>            _layout.Visibility = ViewStates.Visible;<newline46mondego>            SetBalloonData(item, _layout);<newline46mondego>        }<newline46mondego><newline46mondego>        /**<newline46mondego>         * Sets the view data from a given overlay item. Override this method to create<newline46mondego>         * your own data/view mappings.<newline46mondego>         * <newline46mondego>         * @param item - The overlay item containing the relevant view data.<newline46mondego>         * @param parent - The parent layout for this BalloonOverlayView.<newline46mondego>         */<newline46mondego>        protected void SetBalloonData(OverlayItem item, ViewGroup parent)<newline46mondego>        {<newline46mondego>            if (!string.IsNullOrEmpty(item.Title))<newline46mondego>            {<newline46mondego>                _title.Visibility = ViewStates.Visible;<newline46mondego>                _title.Text = item.Title;<newline46mondego>            }<newline46mondego>            else<newline46mondego>            {<newline46mondego>                _title.Text = <doubleQuotes46><doubleQuotes46>;<newline46mondego>                _title.Visibility = ViewStates.Gone;<newline46mondego>            }<newline46mondego>            if (!string.IsNullOrEmpty(item.Snippet))<newline46mondego>            {<newline46mondego>                _snippet.Visibility = ViewStates.Visible;<newline46mondego>                _snippet.Text = item.Snippet;<newline46mondego>            }<newline46mondego>            else<newline46mondego>            {<newline46mondego>                _snippet.Text = <doubleQuotes46><doubleQuotes46>;<newline46mondego>                _snippet.Visibility = ViewStates.Gone;<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        private class LimitLinearLayout : LinearLayout<newline46mondego>        {<newline46mondego><newline46mondego>            private static int MAX_WIDTH_DP = 280;<newline46mondego>            private readonly float SCALE;<newline46mondego><newline46mondego>            public LimitLinearLayout(Context context)<newline46mondego>                : base(context)<newline46mondego>            {<newline46mondego>                SCALE = context.Resources.DisplayMetrics.Density;<newline46mondego>            }<newline46mondego><newline46mondego>            public LimitLinearLayout(Context context, IAttributeSet attrs)<newline46mondego>                : base(context, attrs)<newline46mondego>            {<newline46mondego>                SCALE = context.Resources.DisplayMetrics.Density;<newline46mondego>            }<newline46mondego><newline46mondego>            protected override void OnMeasure(int widthMeasureSpec, int heightMeasureSpec)<newline46mondego>            {<newline46mondego>                var mode = MeasureSpec.GetMode(widthMeasureSpec);<newline46mondego>                int measuredWidth = MeasureSpec.GetSize(widthMeasureSpec);<newline46mondego>                int adjustedMaxWidth = (int)(MAX_WIDTH_DP * SCALE + 0.5f);<newline46mondego>                int adjustedWidth = Math.Min(measuredWidth, adjustedMaxWidth);<newline46mondego>                int adjustedWidthMeasureSpec = MeasureSpec.MakeMeasureSpec(adjustedWidth, mode);<newline46mondego>                base.OnMeasure(adjustedWidthMeasureSpec, heightMeasureSpec);<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4330splitHere46","12584645splitHere46","using System.Collections.Generic;<newline46mondego>using System.Linq;<newline46mondego>using Android.GoogleMaps;<newline46mondego>using Android.Graphics.Drawables;<newline46mondego>using Android.OS;<newline46mondego>using Android.Views;<newline46mondego>using Java.Lang;<newline46mondego><newline46mondego>namespace MapViewBalloons<newline46mondego>{<newline46mondego>    public abstract class BalloonItemizedOverlay : ItemizedOverlay, View.IOnTouchListener, View.IOnClickListener<newline46mondego>    {<newline46mondego><newline46mondego>        private static long BALLOON_INFLATION_TIME = 300;<newline46mondego>        private static Handler _handler = new Handler();<newline46mondego><newline46mondego>        private MapView _mapView;<newline46mondego>        private BalloonOverlayView _balloonView;<newline46mondego>        private View _clickRegion;<newline46mondego>        private View _closeRegion;<newline46mondego>        private int _viewOffset;<newline46mondego>        private MapController _mc;<newline46mondego>        private OverlayItem _currentFocusedItem;<newline46mondego>        private int _currentFocusedIndex;<newline46mondego><newline46mondego>        private float _startX,<newline46mondego>            _startY;<newline46mondego><newline46mondego>        private bool _showClose = true;<newline46mondego>        private bool _showDisclosure = false;<newline46mondego>        private bool _snapToCenter = true;<newline46mondego><newline46mondego>        private static bool _isInflating = false;<newline46mondego>        private BalloonRunnable _balloonRunnable;<newline46mondego><newline46mondego>        /**<newline46mondego>         * Create a new BalloonItemizedOverlay<newline46mondego>         * <newline46mondego>         * @param defaultMarker - A bounded Drawable to be drawn on the map for each item in the overlay.<newline46mondego>         * @param mapView - The view upon which the overlay items are to be drawn.<newline46mondego>         */<newline46mondego>        public BalloonItemizedOverlay(Drawable defaultMarker, MapView mapView)<newline46mondego>            : base(defaultMarker)<newline46mondego>        {<newline46mondego>            this._mapView = mapView;<newline46mondego>            _viewOffset = 0;<newline46mondego>            _mc = mapView.Controller;<newline46mondego><newline46mondego>            _balloonRunnable = new BalloonRunnable(this);<newline46mondego>        }<newline46mondego><newline46mondego>        /**<newline46mondego>         * Set the horizontal distance between the marker and the bottom of the information<newline46mondego>         * balloon. The default is 0 which works well for center bounded markers. If your<newline46mondego>         * marker is center-bottom bounded, call this before adding overlay items to ensure<newline46mondego>         * the balloon hovers exactly above the marker. <newline46mondego>         * <newline46mondego>         * @param pixels - The padding between the center point and the bottom of the<newline46mondego>         * information balloon.<newline46mondego>         */<newline46mondego>        public int BalloonBottomOffset<newline46mondego>        {<newline46mondego>            get { return _viewOffset; }<newline46mondego>            set { _viewOffset = value; }<newline46mondego>        }<newline46mondego><newline46mondego>        /**<newline46mondego>         * Override this method to handle a <doubleQuotes46>tap<doubleQuotes46> on a balloon. By default, does nothing <newline46mondego>         * and returns false.<newline46mondego>         * <newline46mondego>         * @param index - The index of the item whose balloon is tapped.<newline46mondego>         * @param item - The item whose balloon is tapped.<newline46mondego>         * @return true if you handled the tap, otherwise false.<newline46mondego>         */<newline46mondego>        protected bool OnBalloonTap(int index, OverlayItem item)<newline46mondego>        {<newline46mondego>            return false;<newline46mondego>        }<newline46mondego><newline46mondego>        /**<newline46mondego>         * Override this method to perform actions upon an item being tapped before <newline46mondego>         * its balloon is displayed.<newline46mondego>         * <newline46mondego>         * @param index - The index of the item tapped.<newline46mondego>         */<newline46mondego>        protected void OnBalloonOpen(int index) { }<newline46mondego><newline46mondego>        protected override bool OnTap(int index)<newline46mondego>        {<newline46mondego><newline46mondego>            _handler.RemoveCallbacks(_balloonRunnable);<newline46mondego>            _isInflating = true;<newline46mondego>            _handler.PostDelayed(_balloonRunnable, BALLOON_INFLATION_TIME);<newline46mondego><newline46mondego>            _currentFocusedIndex = index;<newline46mondego>            _currentFocusedItem = CreateItem(index) as OverlayItem;<newline46mondego>            SetLastFocusedIndex(index);<newline46mondego><newline46mondego>            OnBalloonOpen(index);<newline46mondego>            CreateAndDisplayBalloonOverlay();<newline46mondego><newline46mondego>            if (_snapToCenter)<newline46mondego>            {<newline46mondego>                animateTo(index, _currentFocusedItem.Point);<newline46mondego>            }<newline46mondego><newline46mondego>            return true;<newline46mondego>        }<newline46mondego><newline46mondego>        /**<newline46mondego>         * Animates to the given center point. Override to customize how the<newline46mondego>         * MapView is animated to the given center point<newline46mondego>         *<newline46mondego>         * @param index The index of the item to center<newline46mondego>         * @param center The center point of the item<newline46mondego>         */<newline46mondego>        protected void animateTo(int index, GeoPoint center)<newline46mondego>        {<newline46mondego>            _mc.AnimateTo(center);<newline46mondego>        }<newline46mondego><newline46mondego>        /**<newline46mondego>         * Creates the balloon view. Override to create a sub-classed view that<newline46mondego>         * can populate additional sub-views.<newline46mondego>         */<newline46mondego>        protected BalloonOverlayView CreateBalloonOverlayView()<newline46mondego>        {<newline46mondego>            return new BalloonOverlayView(GetMapView().Context, BalloonBottomOffset);<newline46mondego>        }<newline46mondego><newline46mondego>        /**<newline46mondego>         * Expose map view to subclasses.<newline46mondego>         * Helps with creation of balloon views. <newline46mondego>         */<newline46mondego>        protected MapView GetMapView()<newline46mondego>        {<newline46mondego>            return _mapView;<newline46mondego>        }<newline46mondego><newline46mondego>        /**<newline46mondego>         * Makes the balloon the topmost item by calling View.bringToFront().<newline46mondego>         */<newline46mondego>        public void BringBalloonToFront()<newline46mondego>        {<newline46mondego>            if (_balloonView != null)<newline46mondego>            {<newline46mondego>                _balloonView.BringToFront();<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        /**<newline46mondego>         * Sets the visibility of this overlay's balloon view to GONE and unfocus the item. <newline46mondego>         */<newline46mondego>        public void HideBalloon()<newline46mondego>        {<newline46mondego>            if (_balloonView != null)<newline46mondego>            {<newline46mondego>                _balloonView.Visibility = ViewStates.Gone;<newline46mondego>            }<newline46mondego>            _currentFocusedItem = null;<newline46mondego>        }<newline46mondego><newline46mondego>        /**<newline46mondego>         * Hides the balloon view for any other BalloonItemizedOverlay instances<newline46mondego>         * that might be present on the MapView.<newline46mondego>         * <newline46mondego>         * @param overlays - list of overlays (including this) on the MapView.<newline46mondego>         */<newline46mondego>        private void HideOtherBalloons(List<Overlay> overlays)<newline46mondego>        {<newline46mondego><newline46mondego>            foreach (var overlay in overlays)<newline46mondego>            {<newline46mondego>                if (overlay is BalloonItemizedOverlay && overlay != this)<newline46mondego>                {<newline46mondego>                    ((BalloonItemizedOverlay)overlay).HideBalloon();<newline46mondego>                }<newline46mondego>            }<newline46mondego><newline46mondego>        }<newline46mondego><newline46mondego>        public void HideAllBalloons()<newline46mondego>        {<newline46mondego>            if (!_isInflating)<newline46mondego>            {<newline46mondego>                List<Overlay> mapOverlays = _mapView.Overlays.ToList();<newline46mondego>                if (mapOverlays.Count > 1)<newline46mondego>                {<newline46mondego>                    HideOtherBalloons(mapOverlays);<newline46mondego>                }<newline46mondego>                HideBalloon();<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        public override Java.Lang.Object Focus<newline46mondego>        {<newline46mondego>            get<newline46mondego>            {<newline46mondego>                return _currentFocusedItem;<newline46mondego>            }<newline46mondego><newline46mondego>            set<newline46mondego>            {<newline46mondego>                _currentFocusedIndex = LastFocusedIndex;<newline46mondego>                _currentFocusedItem = (OverlayItem)value;<newline46mondego>                if (_currentFocusedItem == null)<newline46mondego>                {<newline46mondego>                    HideBalloon();<newline46mondego>                }<newline46mondego>                else<newline46mondego>                {<newline46mondego>                    CreateAndDisplayBalloonOverlay();<newline46mondego>                }<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        /**<newline46mondego>         * Creates and displays the balloon overlay by recycling the current <newline46mondego>         * balloon or by inflating it from xml. <newline46mondego>         * @return true if the balloon was recycled false otherwise <newline46mondego>         */<newline46mondego>        private bool CreateAndDisplayBalloonOverlay()<newline46mondego>        {<newline46mondego>            bool isRecycled;<newline46mondego>            if (_balloonView == null)<newline46mondego>            {<newline46mondego>                _balloonView = CreateBalloonOverlayView();<newline46mondego>                _clickRegion = (View)_balloonView.FindViewById(Resource.Id.balloon_inner_layout);<newline46mondego>                _clickRegion.SetOnTouchListener(this);<newline46mondego>                _closeRegion = (View)_balloonView.FindViewById(Resource.Id.balloon_close);<newline46mondego>                if (_closeRegion != null)<newline46mondego>                {<newline46mondego>                    if (!_showClose)<newline46mondego>                    {<newline46mondego>                        _closeRegion.Visibility = ViewStates.Gone;<newline46mondego>                    }<newline46mondego>                    else<newline46mondego>                    {<newline46mondego>                        _closeRegion.SetOnClickListener(this);<newline46mondego>                    }<newline46mondego>                }<newline46mondego>                if (_showDisclosure && !_showClose)<newline46mondego>                {<newline46mondego>                    View v = _balloonView.FindViewById(Resource.Id.balloon_disclosure);<newline46mondego>                    if (v != null)<newline46mondego>                    {<newline46mondego>                        v.Visibility = ViewStates.Visible;<newline46mondego>                    }<newline46mondego>                }<newline46mondego>                isRecycled = false;<newline46mondego>            }<newline46mondego>            else<newline46mondego>            {<newline46mondego>                isRecycled = true;<newline46mondego>            }<newline46mondego><newline46mondego>            _balloonView.Visibility = ViewStates.Gone;<newline46mondego><newline46mondego>            List<Overlay> mapOverlays = _mapView.Overlays.ToList();<newline46mondego>            if (mapOverlays.Count > 1)<newline46mondego>            {<newline46mondego>                HideOtherBalloons(mapOverlays);<newline46mondego>            }<newline46mondego><newline46mondego>            if (_currentFocusedItem != null)<newline46mondego>                _balloonView.SetData(_currentFocusedItem);<newline46mondego><newline46mondego>            GeoPoint point = _currentFocusedItem.Point;<newline46mondego>            MapView.LayoutParams layoutParams = new MapView.LayoutParams(<newline46mondego>                    MapView.LayoutParams.WrapContent, MapView.LayoutParams.WrapContent, point,<newline46mondego>                    MapView.LayoutParams.BottomCenter);<newline46mondego>            layoutParams.Mode = MapView.LayoutParams.ModeMap;<newline46mondego><newline46mondego>            _balloonView.Visibility = ViewStates.Visible;<newline46mondego><newline46mondego>            if (isRecycled)<newline46mondego>            {<newline46mondego>                _balloonView.LayoutParameters = layoutParams;<newline46mondego>            }<newline46mondego>            else<newline46mondego>            {<newline46mondego>                _mapView.AddView(_balloonView, layoutParams);<newline46mondego>            }<newline46mondego><newline46mondego>            return isRecycled;<newline46mondego>        }<newline46mondego><newline46mondego>        public void SetShowClose(bool showClose)<newline46mondego>        {<newline46mondego>            _showClose = showClose;<newline46mondego>        }<newline46mondego><newline46mondego>        public void SetShowDisclosure(bool showDisclosure)<newline46mondego>        {<newline46mondego>            _showDisclosure = showDisclosure;<newline46mondego>        }<newline46mondego><newline46mondego>        public void SetSnapToCenter(bool snapToCenter)<newline46mondego>        {<newline46mondego>            _snapToCenter = snapToCenter;<newline46mondego>        }<newline46mondego><newline46mondego>        public bool IsInflating<newline46mondego>        {<newline46mondego>            get { return _isInflating; }<newline46mondego>            set { _isInflating = value; }<newline46mondego>        }<newline46mondego><newline46mondego>        private class BalloonRunnable : Java.Lang.Object, IRunnable<newline46mondego>        {<newline46mondego>            private BalloonItemizedOverlay _item;<newline46mondego>            public BalloonRunnable(BalloonItemizedOverlay item)<newline46mondego>            {<newline46mondego>                _item = item;<newline46mondego>            }<newline46mondego><newline46mondego>            public void Run()<newline46mondego>            {<newline46mondego>                _item.IsInflating = false;<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        public bool OnTouch(View v, MotionEvent e)<newline46mondego>        {<newline46mondego>            View l = ((View)v.Parent).FindViewById(Resource.Id.balloon_main_layout);<newline46mondego>            Drawable d = l.Background;<newline46mondego><newline46mondego>            if (e.Action == MotionEventActions.Down)<newline46mondego>            {<newline46mondego>                if (d != null)<newline46mondego>                {<newline46mondego>                    int[] states = { Android.Resource.Attribute.StatePressed };<newline46mondego>                    if (d.SetState(states))<newline46mondego>                    {<newline46mondego>                        d.InvalidateSelf();<newline46mondego>                    }<newline46mondego>                }<newline46mondego>                _startX = e.GetX();<newline46mondego>                _startY = e.GetY();<newline46mondego>                return true;<newline46mondego>            }<newline46mondego>            else if (e.Action == MotionEventActions.Up)<newline46mondego>            {<newline46mondego>                if (d != null)<newline46mondego>                {<newline46mondego>                    int[] newStates = { };<newline46mondego>                    if (d.SetState(newStates))<newline46mondego>                    {<newline46mondego>                        d.InvalidateSelf();<newline46mondego>                    }<newline46mondego>                }<newline46mondego>                if (Java.Lang.Math.Abs(_startX - e.GetX()) < 40 && Java.Lang.Math.Abs(_startY - e.GetY()) < 40)<newline46mondego>                {<newline46mondego>                    // call overridden method<newline46mondego>                    OnBalloonTap(_currentFocusedIndex, _currentFocusedItem);<newline46mondego>                }<newline46mondego>                return true;<newline46mondego>            }<newline46mondego>            else<newline46mondego>            {<newline46mondego>                return false;<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        public void OnClick(View v)<newline46mondego>        {<newline46mondego>            HideBalloon();<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4331splitHere46","12584667splitHere46","ImageIO.write()"
"4332splitHere46","12584667splitHere46","write(RenderedImage im, String formatName, File output) <newline46mondego>write(RenderedImage im, String formatName, ImageOutputStream output) <newline46mondego>write(RenderedImage im, String formatName, OutputStream output)<newline46mondego>"
"4333splitHere46","12584667splitHere46","abc.jpg"
"4334splitHere46","12584667splitHere46","ImageIO.write(img, <doubleQuotes46>jpg<doubleQuotes46>, new File(<doubleQuotes46>abc.jpg<doubleQuotes46>);<newline46mondego>"
"4335splitHere46","12584752splitHere46","@Lob<newline46mondego>private String message;<newline46mondego>"
"4336splitHere46","12584776splitHere46","#http://www.trollface.com/dolan/images/(?:small/)?([^/\#]+)#<newline46mondego>"
"4337splitHere46","12584776splitHere46","(?: ... )<newline46mondego>"
"4338splitHere46","12584776splitHere46","... ?<newline46mondego>"
"4339splitHere46","12584776splitHere46","(  ... )<newline46mondego>"
"4340splitHere46","12584776splitHere46","[^/\#]+<newline46mondego>"
"4341splitHere46","12585018splitHere46","super(4, avgGallonsPerMile);<newline46mondego>"
"4342splitHere46","12585018splitHere46","private static final int NUM_OF_WHEELS = 4;<newline46mondego>..<newline46mondego>super(Car.NUM_OF_WHEELS, avgGallonsPerMile);<newline46mondego>"
"4343splitHere46","12585077splitHere46","System.currentTimeMillis()"
"4344splitHere46","12585077splitHere46","Date()"
"4345splitHere46","12585077splitHere46","SimpleDateFormat"
"4346splitHere46","12585077splitHere46","Date d1 = new Date();<newline46mondego>SimpleDateFormat df = new SimpleDateFormat(<doubleQuotes46>MM/dd/YYYY HH:mm a<doubleQuotes46>);<newline46mondego>String formattedDate = df.format(d1);<newline46mondego>"
"4347splitHere46","12585175splitHere46","@Autowired<newline46mondego>@Qualifier(<doubleQuotes46>customAccountService<doubleQuotes46>)<newline46mondego>private  AccountService accountService;<newline46mondego>"
"4348splitHere46","12585234splitHere46","/hello"
"4349splitHere46","12585234splitHere46","<form>"
"4350splitHere46","12585234splitHere46","<form action=<doubleQuotes46>hello<doubleQuotes46> method=<doubleQuotes46>post<doubleQuotes46>><newline46mondego>"
"4351splitHere46","12585291splitHere46","F"
"4352splitHere46","12585291splitHere46","S"
"4353splitHere46","12585291splitHere46","ClassCastException"
"4354splitHere46","12585304splitHere46","Optimize imports"
"4355splitHere46","12585304splitHere46","Reformat code"
"4356splitHere46","12585369splitHere46","file.txt"
"4357splitHere46","12585369splitHere46","public static void main(String[] args) throws Exception {<newline46mondego>        File f = new File(<doubleQuotes46>src/test/file.txt<doubleQuotes46>);<newline46mondego>        BufferedReader read = new BufferedReader(new FileReader(f));<newline46mondego>        String temp;<newline46mondego>        String result = <doubleQuotes46><doubleQuotes46>;<newline46mondego>        while ((temp = read.readLine()) != null) {<newline46mondego>            result += temp;<newline46mondego>        }<newline46mondego>        result = result.replaceAll(<doubleQuotes46>\\{<doubleQuotes46>, <doubleQuotes46> <doubleQuotes46>);<newline46mondego>        result = result.replaceAll(<doubleQuotes46>\\}<doubleQuotes46>, <doubleQuotes46> <doubleQuotes46>);<newline46mondego>        result = result.replaceAll(<doubleQuotes46>network=<doubleQuotes46>, <doubleQuotes46> <doubleQuotes46>);<newline46mondego>        result = result.trim();<newline46mondego><newline46mondego>        String[] list = result.split(<doubleQuotes46>[ ]+(?=([^\<doubleQuotes46>]*\<doubleQuotes46>[^\<doubleQuotes46>]*\<doubleQuotes46>)*[^\<doubleQuotes46>]*$)<doubleQuotes46>);<newline46mondego>        for (String s : list) {<newline46mondego>            s = s.trim();<newline46mondego>            Pattern p = Pattern.compile(<doubleQuotes46>(.*)=(.*)<doubleQuotes46>);<newline46mondego>            Matcher m = p.matcher(s);<newline46mondego>            while (m.find()) {<newline46mondego>                System.out.println(<doubleQuotes46>Key: <doubleQuotes46> + m.group(1));<newline46mondego>                System.out.println(<doubleQuotes46>Value: <doubleQuotes46> + m.group(2));<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego>"
"4358splitHere46","12585369splitHere46","Key: ssid<newline46mondego>Value: <doubleQuotes46>name<doubleQuotes46><newline46mondego>Key: psk<newline46mondego>Value: <doubleQuotes46>password<doubleQuotes46><newline46mondego>Key: key_mgmt<newline46mondego>Value: WPA-PSK<newline46mondego>Key: priority<newline46mondego>Value: 1<newline46mondego>Key: ssid<newline46mondego>Value: <doubleQuotes46>another name<doubleQuotes46><newline46mondego>Key: psk<newline46mondego>Value: <doubleQuotes46>another password<doubleQuotes46><newline46mondego>Key: key_mgmt<newline46mondego>Value: WPA-PSK<newline46mondego>Key: priority<newline46mondego>Value: 1<newline46mondego>"
"4359splitHere46","12585464splitHere46","Set<String> undefined = new HashSet<String>(pairs.size(), 1);<newline46mondego>"
"4360splitHere46","12585464splitHere46","List#contains"
