"1splitHere46","22907583splitHere46","myClass.var = var;<newline46mondego>var = v;<newline46mondego>"
"5126splitHere46","23016215splitHere46","public class MyStack {<newline46mondego>    private int[] values;<newline46mondego>    private int numberOfValues;<newline46mondego><newline46mondego>    public MyStack() {<newline46mondego>        values = new int[5];<newline46mondego>        numberOfValues = 0;<newline46mondego>    }<newline46mondego><newline46mondego>    public boolean isEmpty() {<newline46mondego>        return numberOfValues == 0;<newline46mondego>    }<newline46mondego><newline46mondego>    public int peek() {<newline46mondego>        return values[numberOfValues - 1];<newline46mondego>    }<newline46mondego><newline46mondego>    public void push(int value) {<newline46mondego>        if (numberOfValues <= 5) {<newline46mondego>            values[numberOfValues] = value;<newline46mondego>            numberOfValues++;<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public void pop() {<newline46mondego>        numberOfValues--;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public String toString() {<newline46mondego>        String str = <doubleQuotes46><doubleQuotes46>;<newline46mondego>        for (int i = 0; i <= numberOfValues - 1; i++) {<newline46mondego>            str += String.valueOf(values[i]) + <doubleQuotes46> <doubleQuotes46>;<newline46mondego>        }<newline46mondego>        // str += <doubleQuotes46>]<doubleQuotes46>;<newline46mondego><newline46mondego>        return str;<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"5127splitHere46","23016262splitHere46","public class Scratchpad {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        new Sub().doSomething();<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class Super {<newline46mondego>    public void doSomething() {<newline46mondego>        System.out.println(computeOutput());<newline46mondego>    }<newline46mondego><newline46mondego>    private String computeOutput() {<newline46mondego>        return <doubleQuotes46>Foo<doubleQuotes46>;<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class Sub extends Super {<newline46mondego>    public String computeOutput() {<newline46mondego>        return <doubleQuotes46>Bar<doubleQuotes46>;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5128splitHere46","23016262splitHere46","Foo"
"5129splitHere46","23016262splitHere46","Super#computeOutput()"
"5130splitHere46","23016262splitHere46","public"
"5131splitHere46","23016262splitHere46","Bar"
"5132splitHere46","23016262splitHere46","Sub#computeOutput()"
"5133splitHere46","23016262splitHere46","Super#computeOutput()"
"5134splitHere46","23016264splitHere46","Serializable"
"5135splitHere46","23016264splitHere46","String"
"5136splitHere46","23016376splitHere46","Arrays.copyOfRange(array,from,to)"
"5137splitHere46","23016376splitHere46","O(n)"
"5138splitHere46","23016376splitHere46","start"
"5139splitHere46","23016376splitHere46","end"
"5140splitHere46","23016376splitHere46","public static int arraySearch( int [] arr1, int start, int end, int searchNumber){ ... }<newline46mondego>"
"5141splitHere46","23016376splitHere46","mid"
"5142splitHere46","23016376splitHere46","int mid = start + (end - start)/2;"
"5143splitHere46","23016376splitHere46","arr1[mid]"
"5144splitHere46","23016376splitHere46","arraySearch(arr1,mid+1,end,searchNumber)"
"5145splitHere46","23016376splitHere46","arraySearch(arr1,start,mid,searchNumber)"
"5146splitHere46","23016521splitHere46","<bean id=<doubleQuotes46>myComponent<doubleQuotes46> class=<doubleQuotes46>org.springframework.ejb.access.LocalStatelessSessionProxyFactoryBean<doubleQuotes46>><newline46mondego>    <property name=<doubleQuotes46>jndiName<doubleQuotes46> value=<doubleQuotes46>ejb/myBean<doubleQuotes46>/><newline46mondego>    <property name=<doubleQuotes46>businessInterface<doubleQuotes46> value=<doubleQuotes46>com.mycom.MyComponent<doubleQuotes46>/><newline46mondego></bean><newline46mondego><newline46mondego><bean id=<doubleQuotes46>myController<doubleQuotes46> class=<doubleQuotes46>com.mycom.myController<doubleQuotes46>><newline46mondego>    <property name=<doubleQuotes46>myComponent<doubleQuotes46> ref=<doubleQuotes46>myComponent<doubleQuotes46>/><newline46mondego></bean><newline46mondego>"
"5147splitHere46","23016521splitHere46","<jee:local-slsb>"
"5148splitHere46","23016521splitHere46","<jee:local-slsb id=<doubleQuotes46>myComponent<doubleQuotes46> jndi-name=<doubleQuotes46>ejb/myBean<doubleQuotes46><newline46mondego>        business-interface=<doubleQuotes46>com.mycom.MyComponent<doubleQuotes46>/><newline46mondego><newline46mondego><bean id=<doubleQuotes46>myController<doubleQuotes46> class=<doubleQuotes46>com.mycom.myController<doubleQuotes46>><newline46mondego>    <property name=<doubleQuotes46>myComponent<doubleQuotes46> ref=<doubleQuotes46>myComponent<doubleQuotes46>/><newline46mondego></bean><newline46mondego>"
"5149splitHere46","23016693splitHere46","myFrame.add(control_buttons);<newline46mondego>myFrame.add(lights);<newline46mondego>"
"5150splitHere46","23016693splitHere46","CENTER"
"5151splitHere46","23016693splitHere46","myFrame.add(control_buttons, BorderLayout.NORTH);<newline46mondego>"
"5152splitHere46","23016693splitHere46","Trail/Table of Contents"
"5153splitHere46","23016706splitHere46","gunTexture = new Texture(Gdx.files.internal(<doubleQuotes46>img/gunTest1.png<doubleQuotes46>));<newline46mondego>TextureRegion[][] tmp = TextureRegion.split(gunTexture, gunTexture.getWidth() / <newline46mondego>        COLS, gunTexture.getHeight() / ROWS);<newline46mondego>"
"5154splitHere46","23016809splitHere46","import java.util.ArrayList;<newline46mondego><newline46mondego>public class Userlist<newline46mondego>{<newline46mondego><newline46mondego>  private ArrayList<User> users; <newline46mondego><newline46mondego>  public Userlist()<newline46mondego>  {<newline46mondego>    users = new ArrayList<User>();<newline46mondego>  }<newline46mondego><newline46mondego>  public User findUser(String username)<newline46mondego>  {<newline46mondego>    for (User i : users)<newline46mondego>    {<newline46mondego>      if (i.userName.equals(username))<newline46mondego>        return i;<newline46mondego>    }<newline46mondego>    return null;<newline46mondego>  }<newline46mondego><newline46mondego>  public void addUser(User u)<newline46mondego>  {<newline46mondego>    if (findUser(u.userName) != null)<newline46mondego>      System.out.println(<doubleQuotes46>User already exists<doubleQuotes46>);<newline46mondego>    else<newline46mondego>    {<newline46mondego>     users.add(u); <newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"5155splitHere46","23016809splitHere46","ArrayList"
"5156splitHere46","23016809splitHere46","equals()"
"5157splitHere46","23016809splitHere46","User"
"5158splitHere46","23016809splitHere46","findUser"
"5159splitHere46","23016809splitHere46","class User {<newline46mondego>    String userName;<newline46mondego>    /*<newline46mondego>     * <newline46mondego>     * Do whatever <newline46mondego>     * <newline46mondego>     */<newline46mondego><newline46mondego>    @Override<newline46mondego>    public boolean equals(Object object)<newline46mondego>    {<newline46mondego>        boolean theSame = false;<newline46mondego><newline46mondego>        if (object != null && object instanceof User)<newline46mondego>        {<newline46mondego>            theSame = this.userName.equals(((User) object).userName);<newline46mondego>        }<newline46mondego><newline46mondego>        return theSame;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5160splitHere46","23016809splitHere46","if (users.contains(u))<newline46mondego>      System.out.println(<doubleQuotes46>User already exists<doubleQuotes46>);<newline46mondego>"
"5161splitHere46","23016814splitHere46","mapReduce"
"5162splitHere46","23016814splitHere46","aggregate()"
"5163splitHere46","23016814splitHere46","db.collection.aggregate([<newline46mondego>     { <doubleQuotes46>$match<doubleQuotes46>: {<newline46mondego>         <doubleQuotes46>g<doubleQuotes46>: <doubleQuotes46>$in<doubleQuotes46>: [ 32008, 11989 ]<newline46mondego>     }},<newline46mondego>    { <doubleQuotes46>$group<doubleQuotes46>: {<newline46mondego>        <doubleQuotes46>_id<doubleQuotes46>: {<newline46mondego>             <doubleQuotes46>agnt_id<doubleQuotes46>: <doubleQuotes46>$agnt_id<doubleQuotes46>,<newline46mondego>             <doubleQuotes46>g<doubleQuotes46>: <doubleQuotes46>$g<doubleQuotes46><newline46mondego>         }<newline46mondego>    }}<newline46mondego> ])<newline46mondego>"
"5164splitHere46","23016814splitHere46","// get collection<newline46mondego>    DBCollection collection = ds.getCollection(<doubleQuotes46>collection<doubleQuotes46>);<newline46mondego><newline46mondego>    // Arguments<newline46mondego>    BasicDBList myargs = new BasicDBList();<newline46mondego>    myargs.add(new Integer(32008));<newline46mondego>    myargs.add(new Integer(11989));<newline46mondego><newline46mondego>    // $match phase<newline46mondego>    BasicDBObject match = new BasicDBObject(<doubleQuotes46>$match<doubleQuotes46>,<newline46mondego>        new BasicDBObject(<doubleQuotes46>g<doubleQuotes46>,<newline46mondego>            new BasicDBObject(<doubleQuotes46>$in<doubleQuotes46>, myargs)<newline46mondego>        )<newline46mondego>    );<newline46mondego><newline46mondego>    // $group phase<newline46mondego>    BasicDBObject group = new BasicDBObject(<doubleQuotes46>$group<doubleQuotes46>,<newline46mondego>        new BasicDBObject(<doubleQuotes46>_id<doubleQuotes46>,<newline46mondego>            new BasicDBObject(<doubleQuotes46>agnt_id<doubleQuotes46>,<doubleQuotes46>$agnt_id<doubleQuotes46>)<newline46mondego>                .append(<doubleQuotes46>g<doubleQuotes46>, <doubleQuotes46>$g<doubleQuotes46>)<newline46mondego>        )<newline46mondego>    );<newline46mondego><newline46mondego>    // pipeline<newline46mondego>    BasicDBList pipeline = new BasicDBList();<newline46mondego>    pipeline.add(match);<newline46mondego>    pipeline.add(group);<newline46mondego><newline46mondego>    // Aggregate<newline46mondego>    AggregationOutput output =  collection.aggregate(pipeline);<newline46mondego>"
"5165splitHere46","23017017splitHere46","Location best = locations.parallelStream().min(new ComparatorScoreDif(colour)).get();<newline46mondego>"
"5166splitHere46","23017017splitHere46",".isPresent()"
"5167splitHere46","23017017splitHere46",".parallelStream()"
"5168splitHere46","23017018splitHere46","for (int j = i; j < arraytosort.length; j++) {<newline46mondego>"
"5169splitHere46","23017018splitHere46","i"
"5170splitHere46","23017041splitHere46","getX()"
"5171splitHere46","23017041splitHere46","setX()"
"5172splitHere46","23017041splitHere46","synchronize(this)"
"5173splitHere46","23017168splitHere46","public ArrayList<ArrayList<String>> result_of_query_into_array() {<newline46mondego><newline46mondego>    ArrayList<String> nameOfArray = new ArrayList<String>();<newline46mondego><newline46mondego>    // Logic...<newline46mondego><newline46mondego>    return nameOfArray;<newline46mondego><newline46mondego>}<newline46mondego>"
"5174splitHere46","23017168splitHere46","myarrayWithoutInstantiatingOutside = obj.result_of_query_into_array();<newline46mondego>"
"5175splitHere46","23017168splitHere46","123 StackOverflow street"
"5176splitHere46","23017168splitHere46","Adress myFriendAddress = 123 StackOverflow street"
"5177splitHere46","23017168splitHere46","Adress myBossAddress = 123 StackOverflow street"
"5178splitHere46","23017210splitHere46","protected"
"5179splitHere46","23017248splitHere46","getCurrentSession()"
"5180splitHere46","23017292splitHere46","equals"
"5181splitHere46","23017292splitHere46","class Bar extends Foo{    <newline46mondego>    public boolean equals(Bar b){<newline46mondego>        return false;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5182splitHere46","23017597splitHere46","public class divisibleBy5and6 {<newline46mondego>    public static void main (String[] args) {<newline46mondego><newline46mondego>        j = 1; <newline46mondego>        int number = 100;<newline46mondego>        while (number < 1001) {<newline46mondego>            if (number % 6 == 0 || number % 5 == 0) {<newline46mondego>                System.out.print(number + <doubleQuotes46>, <doubleQuotes46>);<newline46mondego>                number++;<newline46mondego>                j++;<newline46mondego>            }<newline46mondego><newline46mondego>            if (j % 10 == 0 && j != 0) {<newline46mondego>                System.out.println();<newline46mondego>                j++;<newline46mondego>            }<newline46mondego>            else {<newline46mondego>                number++;<newline46mondego>            }<newline46mondego>        }<newline46mondego>"
"5183splitHere46","23017597splitHere46","else"
"5184splitHere46","23017597splitHere46","if"
"5185splitHere46","23017597splitHere46","number"
"5186splitHere46","23017597splitHere46","if"
"5187splitHere46","23017597splitHere46","number"
"5188splitHere46","23017597splitHere46","number"
"5189splitHere46","23017597splitHere46","}"
"5190splitHere46","23017597splitHere46","while"
"5191splitHere46","23017597splitHere46","while(number < 1001) ... number++"
"5192splitHere46","23017597splitHere46","for (int number 100; number < 1001; number++)"
"5193splitHere46","23017597splitHere46","number"
"5194splitHere46","23017601splitHere46","@XmlRootElement<newline46mondego> public class Product {<newline46mondego>      String name;      <newline46mondego><newline46mondego>      @XmlElement(name=<doubleQuotes46>sss<doubleQuotes46>)<newline46mondego>      public void setName(String name) {<newline46mondego>           this.name = name;<newline46mondego>      }<newline46mondego>}<newline46mondego>"
"5195splitHere46","23017601splitHere46","import java.lang.reflect.Method;<newline46mondego>...<newline46mondego>Method m = product.getClass().getMethod(<doubleQuotes46>setName<doubleQuotes46>,String.class);<newline46mondego>XmlElement a = m.getAnnotation(XmlElement.class);<newline46mondego>String nameValue = a.name();<newline46mondego>System.out.println(nameValue);<newline46mondego>"
"5196splitHere46","23017601splitHere46","Field nameField = product.getClass().getDeclaredField(<doubleQuotes46>name<doubleQuotes46>);<newline46mondego>nameField.setAccessible(true);<newline46mondego>XmlElement a = nameField.getAnnotation(XmlElement.class);<newline46mondego>String nameValue = a.name();<newline46mondego>System.out.println(nameValue);<newline46mondego>"
"5197splitHere46","23017727splitHere46","public String getClass(File file){<newline46mondego>  return removeExtension(file.getName());<newline46mondego>}<newline46mondego>"
"5198splitHere46","23017727splitHere46","removeExtension"
"5199splitHere46","23017727splitHere46","public static String removeExtension(String file){<newline46mondego>  return file.replaceFirst(<doubleQuotes46>[.][^.]+$<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"5200splitHere46","23017736splitHere46","0.001 =<newline46mondego>0.125, <newline46mondego><newline46mondego>0.1101101 =<newline46mondego>0.8515625, <newline46mondego><newline46mondego>0.00001110101011 =<newline46mondego>0.05731201171875, <newline46mondego><newline46mondego>1.0011110000001010011111000101101011000100011100011011 =<newline46mondego>1.2345349999999999379696191681432537734508514404296875<newline46mondego><newline46mondego>etc.<newline46mondego>"
"5201splitHere46","23017872splitHere46","findContours()"
"5202splitHere46","23017872splitHere46","findContours()"
"5203splitHere46","23017872splitHere46","destination3"
"5204splitHere46","23017872splitHere46","findContours()"
"5205splitHere46","23017872splitHere46","clone()"
"5206splitHere46","23017872splitHere46","findContours()"
"5207splitHere46","23017872splitHere46","Imgproc.findContours(destination3.clone(), contours, new Mat(), Imgproc.RETR_LIST,Imgproc.CHAIN_APPROX_SIMPLE);<newline46mondego>                             //   ^^ Vive la difference!<newline46mondego>"
"5208splitHere46","23017988splitHere46","response.setContentType()"
"5209splitHere46","23017988splitHere46","<%<newline46mondego>   String json = (String) request.getAttribute(<doubleQuotes46>userRequestedJsonById<doubleQuotes46>);<newline46mondego>   if (!StringUtility.isNullOrEmpty(json)) <newline46mondego>   {<newline46mondego>       response.setContentType(<doubleQuotes46>application/json<doubleQuotes46>);<newline46mondego>       out.print(json);<newline46mondego>   }<newline46mondego>   else <newline46mondego>   {<newline46mondego>       String xml = (String) request.getAttribute(<doubleQuotes46>searcherRespondedXmlById<doubleQuotes46>);<newline46mondego>       if(!StringUtility.isNullOrEmpty(xml)) <newline46mondego>       {<newline46mondego>          response.setContentType(<doubleQuotes46>text/xml<doubleQuotes46>);<newline46mondego>          out.print(xml);<newline46mondego>       }<newline46mondego>   }<newline46mondego>%><newline46mondego>"
"5210splitHere46","23017988splitHere46","out.print()"
"5211splitHere46","23017989splitHere46","XSSFWorkbook"
"5212splitHere46","23017989splitHere46","HSSFWorkbook"
"5213splitHere46","23017989splitHere46","________<newline46mondego>  ______<newline46mondego>________<newline46mondego>  ______<newline46mondego>________<newline46mondego>  ______<newline46mondego>"
"5214splitHere46","23017989splitHere46","CellStyle"
"5215splitHere46","23017989splitHere46","CellStyle"
"5216splitHere46","23017989splitHere46","CellStyle"
"5217splitHere46","23017989splitHere46","CellStyle rightAligned = workbook.createCellStyle();<newline46mondego>rightAligned.setAlignment(CellStyle.ALIGN_RIGHT);<newline46mondego><newline46mondego>Cell richTextCell = row.createCell(0);<newline46mondego>RichTextString richTextString = creationHelper.createRichTextString(<doubleQuotes46>So rich!<doubleQuotes46>);<newline46mondego>richTextCell.setCellValue(richTextString);<newline46mondego>richTextCell.setCellStyle(rightAligned);<newline46mondego><newline46mondego>Cell numberCell = row.createCell(1);<newline46mondego>numberCell.setCellValue(12.34);<newline46mondego>numberCell.setCellStyle(rightAligned);<newline46mondego>"
"5218splitHere46","23018034splitHere46","void test(Object o) {<newline46mondego>    if(o.getClass().isAnonymousClass()) {<newline46mondego>      System.out.println(o.getClass().getInterfaces()[0].getName());<newline46mondego>    } else {<newline46mondego>      System.out.println(o.getClass().getName());<newline46mondego>    }        <newline46mondego>}<newline46mondego>"
"5219splitHere46","23018104splitHere46","n"
"5220splitHere46","23018104splitHere46","1"
"5221splitHere46","23018104splitHere46","n /= 10"
"5222splitHere46","23018104splitHere46","n%10"
"5223splitHere46","23018104splitHere46","num"
"5224splitHere46","23018104splitHere46","num"
"5225splitHere46","23018104splitHere46","1"
"5226splitHere46","23018104splitHere46","num"
"5227splitHere46","23018104splitHere46","1"
"5228splitHere46","23018115splitHere46","myButton.getElement().getStyle().setVisibility(isVisible);<newline46mondego>"
"5229splitHere46","23018115splitHere46",".getElement().getStyle()"
"5230splitHere46","23018185splitHere46","if (e.getKeyChar() == KeyEvent.VK_ESCAPE) {<newline46mondego>    e.consume();<newline46mondego>   //My Problem is Here----------------------------<newline46mondego>    ((JTextField)e.getSource()).setText(<doubleQuotes46><doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"5231splitHere46","23018185splitHere46","e"
"5232splitHere46","23018185splitHere46","JTextField"
"5233splitHere46","23018244splitHere46","poi-3.1-FINAL-20080629"
"5234splitHere46","23018244splitHere46","evaluator.evaluateInCell"
"5235splitHere46","23018244splitHere46","int cellType = cell.getCellType();<newline46mondego>handleCell(cell, cellType);<newline46mondego><newline46mondego>private void handleCell(Cell cell, int cellType) {<newline46mondego>        if (HSSFCell.CELL_TYPE_NUMERIC == cellType)<newline46mondego>            System.out.print(cell.getNumericCellValue() + <doubleQuotes46>     <doubleQuotes46>);<newline46mondego>        else if (HSSFCell.CELL_TYPE_STRING == cellType)<newline46mondego>            System.out.print(cell.getStringCellValue() + <doubleQuotes46>     <doubleQuotes46>);<newline46mondego>        else if (HSSFCell.CELL_TYPE_BOOLEAN == cellType)<newline46mondego>            System.out.print(cell.getBooleanCellValue() + <doubleQuotes46>     <doubleQuotes46>);<newline46mondego>        else if (HSSFCell.CELL_TYPE_BLANK == cellType)<newline46mondego>            System.out.print(<doubleQuotes46>BLANK     <doubleQuotes46>);<newline46mondego>        else if (HSSFCell.CELL_TYPE_FORMULA == cellType)<newline46mondego>            handleCell(cell, cell.getCachedFormulaResultType());<newline46mondego>        else <newline46mondego>            System.out.print(<doubleQuotes46>Unknown cell type <doubleQuotes46> + cellType);<newline46mondego>   }<newline46mondego>"
"5236splitHere46","23018244splitHere46","FormulaEvaluator evaluator = wb.getCreationHelper().createFormulaEvaluator();<newline46mondego><newline46mondego>// suppose your formula is in B3<newline46mondego>CellReference cellReference = new CellReference(<doubleQuotes46>B3<doubleQuotes46>); <newline46mondego>Row row = sheet.getRow(cellReference.getRow());<newline46mondego>Cell cell = row.getCell(cellReference.getCol()); <newline46mondego><newline46mondego>CellValue cellValue = evaluator.evaluate(cell);<newline46mondego><newline46mondego>switch (cellValue.getCellType()) {<newline46mondego>case Cell.CELL_TYPE_BOOLEAN:<newline46mondego>    System.out.println(cellValue.getBooleanValue());<newline46mondego>    break;<newline46mondego>case Cell.CELL_TYPE_NUMERIC:<newline46mondego>    System.out.println(cellValue.getNumberValue());<newline46mondego>    break;<newline46mondego>case Cell.CELL_TYPE_STRING:<newline46mondego>    System.out.println(cellValue.getStringValue());<newline46mondego>    break;<newline46mondego>case Cell.CELL_TYPE_BLANK:<newline46mondego>    break;<newline46mondego>case Cell.CELL_TYPE_ERROR:<newline46mondego>    break;<newline46mondego><newline46mondego>// CELL_TYPE_FORMULA will never happen<newline46mondego>case Cell.CELL_TYPE_FORMULA: <newline46mondego>    break;<newline46mondego>}   <newline46mondego>"
"5237splitHere46","23018367splitHere46","ref"
"5238splitHere46","23018367splitHere46","ref = indeks[y];"
"5239splitHere46","23018367splitHere46","indeks"
"5240splitHere46","23018367splitHere46","islands"
"5241splitHere46","23018367splitHere46","Fiji<newline46mondego>Kozumel<newline46mondego>Bermudy<newline46mondego>Azory<newline46mondego>"
"5242splitHere46","23018367splitHere46","public static void main(String[] args) {<newline46mondego>    int[] indeks = new int[4];<newline46mondego>    indeks[0] = 1;<newline46mondego>    indeks[1] = 3;<newline46mondego>    indeks[2] = 0;<newline46mondego>    indeks[3] = 2;<newline46mondego>    String[] islands = new String[4];<newline46mondego>    islands[0] = <doubleQuotes46>Bermudy<doubleQuotes46>;<newline46mondego>    islands[1] = <doubleQuotes46>Fiji<doubleQuotes46>;<newline46mondego>    islands[2] = <doubleQuotes46>Azory<doubleQuotes46>;<newline46mondego>    islands[3] = <doubleQuotes46>Kozumel<doubleQuotes46>;<newline46mondego>    int y = 0;<newline46mondego>    int ref;<newline46mondego>    while (y < 4) {<newline46mondego>        ref = indeks[y];<newline46mondego>        System.out.print(<doubleQuotes46>Island = <doubleQuotes46>);<newline46mondego>        System.out.println(islands[ref]);<newline46mondego>        y = y + 1;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5243splitHere46","23018367splitHere46","Island = Fiji<newline46mondego>Island = Kozumel<newline46mondego>Island = Bermudy<newline46mondego>Island = Azory<newline46mondego>"
"5244splitHere46","23018494splitHere46","// First $group operation<newline46mondego>DBObject compoundId = new BasicDBObject( <doubleQuotes46>state<doubleQuotes46>, <doubleQuotes46>$state<doubleQuotes46>);<newline46mondego>compoundId.append(<doubleQuotes46>city<doubleQuotes46>, <doubleQuotes46>$city<doubleQuotes46>)<newline46mondego>DBObject groupFields1 = new BasicDBObject( <doubleQuotes46>_id<doubleQuotes46>, compoundId );<newline46mondego>groupFields1.put(<doubleQuotes46>pop<doubleQuotes46>, new BasicDBObject( <doubleQuotes46>$sum<doubleQuotes46>, <doubleQuotes46>$pop<doubleQuotes46>));<newline46mondego>DBObject group1 = new BasicDBObject(<doubleQuotes46>$group<doubleQuotes46>, groupFields1);<newline46mondego><newline46mondego>// Second $group operation<newline46mondego>DBObject groupFields2 = new BasicDBObject( <doubleQuotes46>_id<doubleQuotes46>, <doubleQuotes46>$_id.state<doubleQuotes46>);<newline46mondego>groupFields2.put(<doubleQuotes46>avgCityPop<doubleQuotes46>, new BasicDBObject( <doubleQuotes46>$avg<doubleQuotes46>, <doubleQuotes46>$pop<doubleQuotes46>));<newline46mondego>DBObject group2 = new BasicDBObject(<doubleQuotes46>$group<doubleQuotes46>, groupFields2);<newline46mondego><newline46mondego>// Run aggregation<newline46mondego>AggregationOutput output = collection.aggregate( group1, group2 );<newline46mondego>"
"5245splitHere46","23018567splitHere46","TypeToken"
"5246splitHere46","23018567splitHere46","T"
"5247splitHere46","23018567splitHere46","Map"
"5248splitHere46","23018567splitHere46","TypeToken"
"5249splitHere46","23018567splitHere46","List<T>"
"5250splitHere46","23018567splitHere46","TypeToken"
"5251splitHere46","23018567splitHere46","ListResponse<T>"
"5252splitHere46","23018567splitHere46","public <V extends ListResponse<T>> List<T> getAll(JSONObject response, TypeToken<V> token) throws IOException {<newline46mondego>    ...<newline46mondego>    V responseObject = <newline46mondego>        Shared.gson.fromJson(response.toString(), token.getType());<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"5253splitHere46","23018567splitHere46","TypeToken"
"5254splitHere46","23018567splitHere46","Response<Brewer> responseHandler = new Response<Brewer>();<newline46mondego>TypeToken<ListResponse<Brewer>> token = new TypeToken<ListResponse<Brewer>>(){};<newline46mondego>brewerList = responseHandler.getAll(response, token);<newline46mondego>"
"5255splitHere46","23018574splitHere46","editText = (EditText) findViewById(R.id.editTextnum2);<newline46mondego>"
"5256splitHere46","23018574splitHere46","editText"
"5257splitHere46","23018574splitHere46","R.id.editTextnum2"
"5258splitHere46","23018574splitHere46","another_editText_var = (EditText) findViewById(R.id.editTextnum);<newline46mondego>"
"5259splitHere46","23018574splitHere46","another_editText_var.setOnEditorActionListener(..)"
"5260splitHere46","23018626splitHere46","<fx:root type=<doubleQuotes46>javafx.scene.Group<doubleQuotes46> xmlns:fx=<doubleQuotes46>http://javafx.com/fxml<doubleQuotes46> fx:controller=<doubleQuotes46>com.theCorp.theTool.controllers.LimitsController<doubleQuotes46> fx:id=<doubleQuotes46>control<doubleQuotes46>><newline46mondego>"
"5261splitHere46","23018626splitHere46","// Control.<newline46mondego>  @FXML<newline46mondego>  private LimitsControl control;<newline46mondego>"
"5262splitHere46","23018626splitHere46","public LimitsControl(String id) {<newline46mondego>    super();<newline46mondego>    setId(id);<newline46mondego>        // code as before...<newline46mondego>      }<newline46mondego>"
"5263splitHere46","23018626splitHere46","public class LimitsControlBuilder {<newline46mondego>    private String id ;<newline46mondego>    private LimitsControlBuilder() {<newline46mondego>        this.id = <doubleQuotes46><doubleQuotes46> ;<newline46mondego>    }<newline46mondego>    public static LimitsControlBuilder create() {<newline46mondego>        return new LimitsControlBuilder();<newline46mondego>    }<newline46mondego>    public LimitsControlBuilder id(String id) {<newline46mondego>        this.id = id ;<newline46mondego>        return this ;<newline46mondego>    }<newline46mondego><newline46mondego>    public LimitsControl build() {<newline46mondego>        return new LimitsControl(id);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5264splitHere46","23018626splitHere46","<LimitsControl id=<doubleQuotes46>Today.Limits<doubleQuotes46> /><newline46mondego>"
"5265splitHere46","23018659splitHere46","Semaphore"
"5266splitHere46","23018659splitHere46","while(true) {<newline46mondego>    doOperation();<newline46mondego>    semaphore.acquire();   // Block if paused<newline46mondego>    semaphore.release();   // Release immediately, so pause() can acquire() the semaphore<newline46mondego>}<newline46mondego>"
"5267splitHere46","23018689splitHere46","public interface StuffObserver {<newline46mondego>/**<newline46mondego> * <newline46mondego> * Pass whatever you want, perhaps getStuff(),<newline46mondego> * but that method might be removed by the time we're done here<newline46mondego> * (depends on what else might need to query/track it without,<newline46mondego> *  an observer)<newline46mondego> */<newline46mondego>private void onStuffChanged(String newStuff); <newline46mondego>"
"5268splitHere46","23018689splitHere46","public class myPanel extends JPanel implements StuffObserver<newline46mondego>"
"5269splitHere46","23018689splitHere46","private void onStuffChanged(String newStuff)<newline46mondego>{<newline46mondego>   Runnable changeText = new Runnable() {<newline46mondego>       public void run() {<newline46mondego>           myLabel.setText(newStuff);<newline46mondego>       }<newline46mondego>   };<newline46mondego>   SwingUtilities.invokeLater(changeText);<newline46mondego>}<newline46mondego>"
"5270splitHere46","23018689splitHere46","private List<StuffObservers> stuffObservers = new ArrayList<>();<newline46mondego>public void addStuffObserver(StuffObserver ob)...<newline46mondego>// looks familar? Same way Swing has addActionListener() on some components<newline46mondego>public void deleteStuffObserver(StuffObserver ob)... <newline46mondego>"
"5271splitHere46","23018689splitHere46","myNewFrame = new myFrame();<newline46mondego>addStuffObserver(myNewFrame.getPanel());<newline46mondego>"
"5272splitHere46","23018689splitHere46","for (StuffObserver ob : stuffObservers)<newline46mondego>{<newline46mondego>    ob.onStuffChanged(someStringRepresentingWhatYouWouldChangeGetStuffTo);<newline46mondego>}<newline46mondego>"
"5273splitHere46","23018926splitHere46","HttpSessionListener"
"5274splitHere46","23018958splitHere46","@Query"
"5275splitHere46","23018964splitHere46","super.getSpecies()"
"5276splitHere46","23018964splitHere46","high"
"5277splitHere46","23018964splitHere46","public String getSpecies(){<newline46mondego>   return <doubleQuotes46>high <doubleQuotes46> + super.getSpecies();<newline46mondego>}<newline46mondego>"
"5278splitHere46","23018964splitHere46","high dog"
"5279splitHere46","23018964splitHere46","getSpecies()"
"5280splitHere46","23018964splitHere46","getSmell()"
"5281splitHere46","23019110splitHere46","@JsonIgnore"
"5282splitHere46","23019110splitHere46","@JsonManagedReference"
"5283splitHere46","23019110splitHere46","@JsonBackReference"
