"1splitHere46","5227861splitHere46","for (SearchResult result : docSearch)  {<newline46mondego>  if (iter2 >= 50) break;<newline46mondego><newline46mondego>  //do stuff<newline46mondego>  iter2 += 1;<newline46mondego>}<newline46mondego>"
"4136splitHere46","5360865splitHere46","super()"
"4137splitHere46","5360865splitHere46","super"
"4138splitHere46","5360865splitHere46","this"
"4139splitHere46","5360865splitHere46","private"
"4140splitHere46","5360945splitHere46","NetProperties"
"4141splitHere46","5360945splitHere46","System.getProperties()"
"4142splitHere46","5361270splitHere46","getRowCount()"
"4143splitHere46","5361270splitHere46","getValueAt(int row, int col)"
"4144splitHere46","5361270splitHere46","public Object getValueAt(int rowIndex, int columnIndex) {<newline46mondego>    return (rowIndex +1 ) * (columnIndex + 1);<newline46mondego>}<newline46mondego>"
"4145splitHere46","5361402splitHere46","BufferedReader.readLine()"
"4146splitHere46","5361402splitHere46","null"
"4147splitHere46","5361402splitHere46","str"
"4148splitHere46","5361402splitHere46","str"
"4149splitHere46","5361402splitHere46","null"
"4150splitHere46","5361428splitHere46","<doubleQuotes46>Breakpoint hit at line {lineNumber} in class {className} by thread {threadName}.<doubleQuotes46>"
"4151splitHere46","5361428splitHere46","Print text"
"4152splitHere46","5361428splitHere46","suspend : no thread"
"4153splitHere46","5361428splitHere46","println"
"4154splitHere46","5361428splitHere46","{lineNumber}"
"4155splitHere46","5361428splitHere46","{methodName}"
"4156splitHere46","5361428splitHere46","{className}"
"4157splitHere46","5361428splitHere46","{threadName}"
"4158splitHere46","5361428splitHere46","{=xxx}"
"4159splitHere46","5361469splitHere46","Image"
"4160splitHere46","5361469splitHere46","Canvas"
"4161splitHere46","5361469splitHere46","Graphics"
"4162splitHere46","5361469splitHere46","getRGB()"
"4163splitHere46","5361532splitHere46","List<?> list"
"4164splitHere46","5361532splitHere46","call"
"4165splitHere46","5361532splitHere46","for (int idx = 0; idx < list.size(); idx += 10) {<newline46mondego>    List<?> subList = list.subList(idx, Math.min(list.size(), idx + 10));<newline46mondego>    call(subList);<newline46mondego>}<newline46mondego>"
"4166splitHere46","5361633splitHere46","@userID"
"4167splitHere46","5361633splitHere46","@moduleID"
"4168splitHere46","5361633splitHere46","select accessFlags<newline46mondego>from RoleModuleAccess rma <newline46mondego>    inner join UserRole ur on ur.roleID = rma.roleID<newline46mondego>where rma.moduleID = @moduleID and ur.userID = @userID<newline46mondego>"
"4169splitHere46","5361896splitHere46","temp"
"4170splitHere46","5361896splitHere46","getInput"
"4171splitHere46","5361896splitHere46","while"
"4172splitHere46","5361896splitHere46","temp"
"4173splitHere46","5361896splitHere46","java.lang.Object"
"4174splitHere46","5361896splitHere46","private Object temp = new Object();<newline46mondego>"
"4175splitHere46","5361896splitHere46","while (!temp) { }<newline46mondego>temp = false;<newline46mondego>"
"4176splitHere46","5361896splitHere46","synchronized (temp) {<newline46mondego>  try {<newline46mondego>    temp.wait();<newline46mondego>  } catch (InterruptedException ie) {<newline46mondego>    // handle this situation: something interrupted your thread before input was finished<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"4177splitHere46","5361896splitHere46","synchronized (temp) {<newline46mondego>  temp.notify();<newline46mondego>}<newline46mondego>"
"4178splitHere46","5361896splitHere46","getInput"
"4179splitHere46","5361896splitHere46","wait()"
"4180splitHere46","5361926splitHere46","Swing Date Picker"
"4181splitHere46","5361997splitHere46","String details = <doubleQuotes46>Hello \<doubleQuotes46>world\<doubleQuotes46>!<doubleQuotes46>;<newline46mondego>details = details.replace(<doubleQuotes46>\<doubleQuotes46><doubleQuotes46>,<doubleQuotes46>\\\<doubleQuotes46><doubleQuotes46>);<newline46mondego>System.out.println(details);               // Hello \<doubleQuotes46>world\<doubleQuotes46>!<newline46mondego>"
"4182splitHere46","5361997splitHere46","details.replace(<doubleQuotes46>\<doubleQuotes46><doubleQuotes46>,<doubleQuotes46>\\\<doubleQuotes46><doubleQuotes46>)"
"4183splitHere46","5361997splitHere46","details"
"4184splitHere46","5361997splitHere46","details = details.replaceAll(<doubleQuotes46>\<doubleQuotes46><doubleQuotes46>,<doubleQuotes46>&quote;<doubleQuotes46>);<newline46mondego>"
"4185splitHere46","5361997splitHere46","Hello &quote;world&quote;!<newline46mondego>"
"4186splitHere46","5362084splitHere46","public void doIt(Object o)...<newline46mondego>public void doIt(String s)...<newline46mondego>"
"4187splitHere46","5362084splitHere46","String arg = ...<newline46mondego><newline46mondego>doIt((Object) arg);<newline46mondego>"
"4188splitHere46","5362084splitHere46","doIt((Object) null);<newline46mondego>"
"4189splitHere46","5362084splitHere46","public void doIt(Object... args)...<newline46mondego><newline46mondego>Object[] foo = ...<newline46mondego><newline46mondego>doIt(foo);  // passes foo as the argument array<newline46mondego>doIt((Object) foo); // passes new Object[]{foo} as the argument array.<newline46mondego>"
"4190splitHere46","5362084splitHere46","int i1 = ...<newline46mondego>int i2 = ...<newline46mondego>long res = i1 + i2;           // 32 bit signed arithmetic ... might overflow<newline46mondego>long res2 = ((long) i1) + i2; // 64 bit signed arithmetic ... won't overflow<newline46mondego>"
"4191splitHere46","5362085splitHere46","//rename file<newline46mondego>File file = new File(<doubleQuotes46>oldname<doubleQuotes46>);<newline46mondego>File file2 = new File(<doubleQuotes46>newname<doubleQuotes46>);<newline46mondego>boolean success = file.renameTo(file2);<newline46mondego><newline46mondego>//delete file<newline46mondego>File f = new File(<doubleQuotes46>fileToDelete<doubleQuotes46>);<newline46mondego>boolean success = f.delete();<newline46mondego>"
"4192splitHere46","5362164splitHere46","SwingWorker"
"4193splitHere46","5362277splitHere46","java.util.Date"
"4194splitHere46","5362277splitHere46","Properties"
"4195splitHere46","5362277splitHere46","Properties"
"4196splitHere46","5362277splitHere46","Map"
"4197splitHere46","5362277splitHere46","Properties"
"4198splitHere46","5362277splitHere46","HashMap<String, String>"
"4199splitHere46","5362277splitHere46","Properties"
"4200splitHere46","5362277splitHere46","java.sql.Date"
"4201splitHere46","5362277splitHere46","java.sql.Date"
"4202splitHere46","5362379splitHere46","java.util.zip"
"4203splitHere46","5362379splitHere46","ZipOutputStream"
"4204splitHere46","5362392splitHere46","10 seconds"
"4205splitHere46","5362392splitHere46","import com.google.appengine.api.taskqueue.Queue;<newline46mondego>import com.google.appengine.api.taskqueue.QueueFactory;<newline46mondego>import static com.google.appengine.api.taskqueue.TaskOptions.Builder.*;<newline46mondego><newline46mondego>        Queue downloadqueue = QueueFactory.getDefaultQueue();<newline46mondego>        queue.add(withUrl(<doubleQuotes46>/worker<doubleQuotes46>).param(<doubleQuotes46>url<doubleQuotes46>, urlToFetch))<newline46mondego>"
"4206splitHere46","5362393splitHere46","final Thread th2 = new Thread(new Runnable(){<newline46mondego>    public void run(){<newline46mondego>        doSomething2;<newline46mondego>    }<newline46mondego>}<newline46mondego>Thread th1 = new Thread(new Runnable(){<newline46mondego>    public void run(){<newline46mondego>        doSomething;<newline46mondego>        th2.start();<newline46mondego>    }<newline46mondego>});<newline46mondego>th1.start();<newline46mondego>th2.join();<newline46mondego>"
"4207splitHere46","5362393splitHere46","Thread th1 = new Thread(new Runnable(){<newline46mondego>    public void run(){<newline46mondego>        doSomething;<newline46mondego>        doSomething2;<newline46mondego>    }<newline46mondego>});<newline46mondego>th1.start();<newline46mondego>th1.join();<newline46mondego>"
"4208splitHere46","5362500splitHere46","Integer i = 10;<newline46mondego>"
"4209splitHere46","5362500splitHere46","Integer i = Integer.valueOf(10);<newline46mondego>"
"4210splitHere46","5362500splitHere46","int i = new Integer(100);<newline46mondego>"
"4211splitHere46","5362500splitHere46","int i = (new Integer(100)).intValue();<newline46mondego>"
"4212splitHere46","5362556splitHere46","Robot"
"4213splitHere46","5362556splitHere46","Thread"
"4214splitHere46","5362556splitHere46","List<Robot> robots = new ArrayList<Robot>();<newline46mondego>for (int i = 0; i < 10; i++) {<newline46mondego>    robots.add(new Robot());<newline46mondego>}<newline46mondego>Thread.sleep(60000);<newline46mondego>"
"4215splitHere46","5362569splitHere46","if (isVowel(cArray[i]))<newline46mondego>{<newline46mondego>   if (nVowel > 0) vowelLetters += <doubleQuotes46>, <doubleQuotes46>;<newline46mondego><newline46mondego>   vowelLetters += <doubleQuotes46><doubleQuotes46> + cArray[i];<newline46mondego>   nVowel++;<newline46mondego>}<newline46mondego>"
"4216splitHere46","5362572splitHere46","sudo apt-get install openjdk-6-jdk<newline46mondego>"
"4217splitHere46","5362572splitHere46","sudo apt-get install openjdk-6-jre<newline46mondego>"
"4218splitHere46","5362658splitHere46","while(numberEntered != 0) {<newline46mondego>    // add it up<newline46mondego>}<newline46mondego>"
"4219splitHere46","5362829splitHere46","class FileHolder {<newline46mondego>   private final File file;<newline46mondego>   FileHolder(File f) {<newline46mondego>      this.file = f;<newline46mondego>   }<newline46mondego>   public String toString() {<newline46mondego>      return this.file.getName();<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"4220splitHere46","5362888splitHere46","From user_roles where email = abc@cdf.com<newline46mondego>"
"4221splitHere46","5362913splitHere46","Java->Debug->Detail Formatters"
"4222splitHere46","5362964splitHere46","//Java<newline46mondego>MyObject o = new MyObject();<newline46mondego><newline46mondego>//C++<newline46mondego>MyObject o = MyObject();<newline46mondego>"
"4223splitHere46","5362964splitHere46","o"
"4224splitHere46","5362964splitHere46","MyObject o(MyObject());"
"4225splitHere46","5362964splitHere46","MyObject * o = new MyObject();<newline46mondego>"
"4226splitHere46","5362964splitHere46","delete o;"
"4227splitHere46","5362964splitHere46","QFile file = QFile(filepath);<newline46mondego>"
"4228splitHere46","5362964splitHere46","file"
"4229splitHere46","5362964splitHere46","QFile file(QFile(filepath));"
"4230splitHere46","5362964splitHere46","// on stack:<newline46mondego>QFile file(filepath);<newline46mondego><newline46mondego>//or in heap:<newline46mondego>QFile * file = new QFile(filepath);<newline46mondego>"
"4231splitHere46","5363175splitHere46","123"
"4232splitHere46","5363175splitHere46","+"
"4233splitHere46","5363175splitHere46","32"
"4234splitHere46","5363175splitHere46","Integer.parseInt"
"4235splitHere46","5363175splitHere46","eval"
"4236splitHere46","5363202splitHere46",")"
"4237splitHere46","5363202splitHere46","("
"4238splitHere46","5363202splitHere46","String[] splitArray = subjectString.split(<newline46mondego>    <doubleQuotes46>(?x),   # Verbose regex: Match a comma\n<doubleQuotes46> +<newline46mondego>    <doubleQuotes46>(?!     # unless it's followed by...\n<doubleQuotes46> +<newline46mondego>    <doubleQuotes46> [^(]*  # any number of characters except (\n<doubleQuotes46> +<newline46mondego>    <doubleQuotes46> \\)    # and a )\n<doubleQuotes46> +<newline46mondego>    <doubleQuotes46>)       # end of lookahead assertion<doubleQuotes46>);<newline46mondego>"
"4239splitHere46","5363202splitHere46","String[] splitArray = subjectString.split(<newline46mondego>    <doubleQuotes46>(?x),        # Verbose regex: Match a comma\n<doubleQuotes46> +<newline46mondego>    <doubleQuotes46>(?<!\\p{Lu}) # unless it's preceded by an uppercase letter\n<doubleQuotes46> +<newline46mondego>    <doubleQuotes46>(?!\\p{Lu})  # or followed by an uppercase letter<doubleQuotes46>);<newline46mondego>"
"4240splitHere46","5363202splitHere46","Org=NASA,Craft=Shuttle<newline46mondego>"
"4241splitHere46","5363352splitHere46","Button setLevel = (Button)findViewById(R.id.setLevel);<newline46mondego>"
"4242splitHere46","5363394splitHere46","^[A-Z]{2}([0-9]{2,4}-)?[0-9]{2,4}$<newline46mondego>"
"4243splitHere46","5363394splitHere46","BT1-2535"
"4244splitHere46","5363394splitHere46","[A-Za-z]"
"4245splitHere46","5363493splitHere46","Vector.get(int i)"
"4246splitHere46","5363493splitHere46","Vectors"
"4247splitHere46","5363627splitHere46","byte b = Byte.parseByte(<doubleQuotes46>-9<doubleQuotes46>);<newline46mondego>    int i = (int) b;<newline46mondego><newline46mondego>    System.out.println(Math.abs(i));<newline46mondego>"
"4248splitHere46","5363760splitHere46","double nSquareRoot = Math.sqrt(n);<newline46mondego>int squareRootRounded = (int)nSquareRoot;<newline46mondego>//Here goes the first step of the algorithm<newline46mondego>//...<newline46mondego>for (int i = squareRootRounded; i>1; i--) <newline46mondego>"
"4249splitHere46","5363760splitHere46","n % Math.pow(i,2)==0"
"4250splitHere46","5363760splitHere46","result[0] = i; //Set outside the radical to the counter<newline46mondego>result[1] = n/s; //Set inside the radical to the n divided by s<newline46mondego>"
"4251splitHere46","5363760splitHere46","s"
"4252splitHere46","5363792splitHere46","class VertexComparator implements Comparator<Vertex>{<newline46mondego>  public int compare(Vertex v1, Vertex v2){<newline46mondego>    return v1.distance - v2.distance;<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"4253splitHere46","5363792splitHere46","Nodes"
"4254splitHere46","5363792splitHere46","PriorityQueue Nodes = new PriorityQueue(100, new VertexComparator());<newline46mondego>"
"4255splitHere46","5363798splitHere46","reg.exe"
"4256splitHere46","5363798splitHere46","windows\system32"
"4257splitHere46","5363798splitHere46","@echo off<newline46mondego>rem<newline46mondego>rem DetectJvmInstalled.cmd<newline46mondego>rem<newline46mondego>reg.exe query <doubleQuotes46>HKLM\Software\JavaSoft\Java Runtime Environment<doubleQuotes46> /v <doubleQuotes46>CurrentVersion<doubleQuotes46> > nul 2> nul<newline46mondego>if errorlevel 1 goto NotInstalled<newline46mondego><newline46mondego>rem Retrieve installed version number.<newline46mondego>rem The reg.exe output parsing found at http://www.robvanderwoude.com/ntregistry.php<newline46mondego>set JvmVersion=<newline46mondego>for /F <doubleQuotes46>tokens=3* delims= <doubleQuotes46> %%A IN ('reg.exe query <doubleQuotes46>HKLM\Software\JavaSoft\Java Runtime Environment<doubleQuotes46> /v <doubleQuotes46>CurrentVersion<doubleQuotes46>') do set JvmVersion=%%A<newline46mondego>rem if <doubleQuotes46>%JvmVersion%<doubleQuotes46> == <doubleQuotes46><doubleQuotes46> goto NotInstalled<newline46mondego><newline46mondego>:Installed<newline46mondego>echo JVM Version = %JvmVersion%<newline46mondego>exit /b 0<newline46mondego><newline46mondego>:NotInstalled<newline46mondego>echo JVM Not installed.<newline46mondego>exit /b 1<newline46mondego>"
"4258splitHere46","5363798splitHere46","nul"
"4259splitHere46","5363798splitHere46","ERROR..."
"4260splitHere46","5363798splitHere46","delims="
"4261splitHere46","5363807splitHere46","g.clearRect(0, 0, getWidth(), getHeight() );<newline46mondego>"
"4262splitHere46","5363807splitHere46","paintComponent()"
"4263splitHere46","5363819splitHere46","str = str.replace(<doubleQuotes46>+<doubleQuotes46>, <doubleQuotes46> + <doubleQuotes46>).replace(<doubleQuotes46>-<doubleQuotes46>, <doubleQuotes46> - <doubleQuotes46>);"
"4264splitHere46","5364141splitHere46","\s(?=\-\S)<newline46mondego>"
"4265splitHere46","5364141splitHere46","String:  x -y z -x y z<newline46mondego>Matches:   ^    ^<newline46mondego>"
"4266splitHere46","5364180splitHere46","SharedPreferences"
"4267splitHere46","5364180splitHere46","onResume"
"4268splitHere46","5364180splitHere46","Activity"
"4269splitHere46","5364180splitHere46","Activity"
"4270splitHere46","5364180splitHere46","protected void onResume() {<newline46mondego>    super.onResume();<newline46mondego>        getPrefs();<newline46mondego><newline46mondego>    //...Now update your objects with preference values         <newline46mondego>}<newline46mondego><newline46mondego>private void getPrefs() {<newline46mondego>    SharedPreferences prefs = PreferenceManager.getDefaultSharedPreferences(this);<newline46mondego>    String myPref = prefs.getString(<doubleQuotes46>myPref<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"4271splitHere46","5364218splitHere46","Map<Integer, Integer>"
"4272splitHere46","5364218splitHere46","value"
"4273splitHere46","5364218splitHere46","count"
"4274splitHere46","5364218splitHere46","array.length"
"4275splitHere46","5364218splitHere46","map.containsKey(array[i])"
"4276splitHere46","5364218splitHere46","map.put(array[i], map.get(array[i]) + 1)"
"4277splitHere46","5364218splitHere46","map.put(array[i], 1)"
"4278splitHere46","5364275splitHere46","open.addActionListener(new ActionListener() {<newline46mondego>        public void actionPerformed(ActionEvent e) {<newline46mondego>            AssignToTransientPanel((JPanel) new NewAlbum());<newline46mondego>            Container content = mainFrame.getContentPane();<newline46mondego>            content.removeAll();<newline46mondego>            content.add(transientPanel);<newline46mondego>            content.validate();<newline46mondego>            content.repaint();<newline46mondego>        }<newline46mondego>   });<newline46mondego>"
"4279splitHere46","5364275splitHere46","mainFrame.add(new NewAlbum());<newline46mondego>"
"4280splitHere46","5364281splitHere46","Scanner"
"4281splitHere46","5364281splitHere46","Readable"
"4282splitHere46","5364281splitHere46","Readable"
"4283splitHere46","5364281splitHere46","CharBuffer"
"4284splitHere46","5364281splitHere46","String string = getItSomehow();<newline46mondego>CharBuffer buffer = CharBuffer.wrap(string);<newline46mondego>// ...<newline46mondego>Scanner scanner = new Scanner(buffer);<newline46mondego>// ...<newline46mondego>"
"4285splitHere46","5364315splitHere46","leonardo.turnLeft(360/n);<newline46mondego>"
"4286splitHere46","5364315splitHere46","turnLeft"
"4287splitHere46","5364315splitHere46","double"
"4288splitHere46","5364315splitHere46","float"
"4289splitHere46","5364315splitHere46","leonardo.turnLeft(360.0/n);<newline46mondego>"
"4290splitHere46","5364320splitHere46","A[] a = new A[4];<newline46mondego>"
"4291splitHere46","5364320splitHere46","A a1;<newline46mondego>A a2;<newline46mondego>A a3;<newline46mondego>A a4;<newline46mondego>"
"4292splitHere46","5364320splitHere46","a1 = new A();<newline46mondego>"
"4293splitHere46","5364320splitHere46","a[0] = new A();<newline46mondego>"
"4294splitHere46","5364378splitHere46","request.getParameter(<doubleQuotes46>name<doubleQuotes46>)"
"4295splitHere46","5364378splitHere46","doGet()"
"4296splitHere46","5364378splitHere46","<a href=<doubleQuotes46>otherservlet?name=${name}<doubleQuotes46>>link</a><newline46mondego>"
"4297splitHere46","5364378splitHere46","request.getParameter(<doubleQuotes46>name<doubleQuotes46>)"
"4298splitHere46","5364378splitHere46","doPost()"
"4299splitHere46","5364378splitHere46","<form action=<doubleQuotes46>otherservlet<doubleQuotes46> method=<doubleQuotes46>post<doubleQuotes46>><newline46mondego>    <input type=<doubleQuotes46>hidden<doubleQuotes46> name=<doubleQuotes46>name<doubleQuotes46> value=<doubleQuotes46>${name}<doubleQuotes46> /><newline46mondego>    <input type=<doubleQuotes46>submit<doubleQuotes46> /><newline46mondego></form><newline46mondego>"
"4300splitHere46","5364380splitHere46","SecretKey key = KeyGenerator.getInstance(<doubleQuotes46>DES<doubleQuotes46>).generateKey();<newline46mondego>    byte[] data = key.getEncoded();<newline46mondego>    SecretKey key2 = new SecretKeySpec(data, 0, data.length, <doubleQuotes46>DES<doubleQuotes46>);<newline46mondego>"
"4301splitHere46","5364453splitHere46","SEVERE: Error configuring application listener of class com.sun.faces.application.ServletContextSensitiveSingletonStore<newline46mondego>java.lang.InstantiationException: com.sun.faces.application.ServletContextSensitiveSingletonStore<newline46mondego>    at java.lang.Class.newInstance0(Class.java:340)<newline46mondego>    at java.lang.Class.newInstance(Class.java:308)<newline46mondego>    at org.apache.catalina.core.DefaultInstanceManager.newInstance(DefaultInstanceManager.java:119)<newline46mondego>    at org.apache.catalina.core.StandardContext.listenerStart(StandardContext.java:4618)<newline46mondego>    at org.apache.catalina.core.StandardContext$1.call(StandardContext.java:5184)<newline46mondego>    at org.apache.catalina.core.StandardContext$1.call(StandardContext.java:5179)<newline46mondego>    at java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:303)<newline46mondego>    at java.util.concurrent.FutureTask.run(FutureTask.java:138)<newline46mondego>    at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886)<newline46mondego>    at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908)<newline46mondego>    at java.lang.Thread.run(Thread.java:662)<newline46mondego>"
"4302splitHere46","5364464splitHere46","setContentView(R.layout.main);"
"4303splitHere46","5364464splitHere46","findViewById"
"4304splitHere46","5364464splitHere46","layoutContainer"
"4305splitHere46","5364464splitHere46","null"
"4306splitHere46","5364464splitHere46","public class TopImages extends Activity {<newline46mondego>    /** Called when the activity is first created. */<newline46mondego>    @Override<newline46mondego>    public void onCreate(Bundle savedInstanceState) {<newline46mondego>        super.onCreate(savedInstanceState);<newline46mondego><newline46mondego>        setContentView(R.layout.main);<newline46mondego>        LinearLayout layoutContainer = (LinearLayout) this.findViewById(R.id.layout_container);<newline46mondego>        TextView tv = new TextView(this);<newline46mondego>        layoutContainer.addView(tv);<newline46mondego><newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4307splitHere46","5365045splitHere46","<filter-mapping><newline46mondego>    <filter-name>myapp</filter-name><newline46mondego>    <url-pattern>/l/*</url-pattern><newline46mondego></filter-mapping><newline46mondego>"
"4308splitHere46","5365078splitHere46","ArrayList"
"4309splitHere46","5365099splitHere46","<element><complexType>..</></>"
"4310splitHere46","5365099splitHere46","<doubleQuotes46><element type=<doubleQuotes46>..<doubleQuotes46>/><complexType name=<doubleQuotes46>..<doubleQuotes46>/>"
"4311splitHere46","5365180splitHere46","public interface FooDao<K, T><newline46mondego>{<newline46mondego>   T find(Long id);<newline46mondego>   List<T> find();<newline46mondego>   K save(T instance);<newline46mondego>   void delete(T instance);   <newline46mondego>}<newline46mondego>"
"4312splitHere46","5365216splitHere46","fileEntry.getExpandoBridge().setAttribute(<doubleQuotes46>propName<doubleQuotes46>, <doubleQuotes46>propValue<doubleQuotes46>)<newline46mondego>"
"4313splitHere46","5365216splitHere46","<liferay-ui:custom-attributes-available className=<doubleQuotes46><%= DLFileEntry.class.getName() %><doubleQuotes46>><newline46mondego>    <liferay-ui:custom-attribute-list<newline46mondego>        className=<doubleQuotes46><%= DLFileEntry.class.getName() %><doubleQuotes46><newline46mondego>        classPK=<doubleQuotes46><%= (fileVersion != null) ? fileVersion.getFileVersionId() : 0 %><doubleQuotes46><newline46mondego>        editable=<doubleQuotes46><%= true %><doubleQuotes46><newline46mondego>        label=<doubleQuotes46><%= true %><doubleQuotes46><newline46mondego>        /><newline46mondego></liferay-ui:custom-attributes-available><newline46mondego>"
"4314splitHere46","5365216splitHere46","ServiceContext serviceContext = ServiceContextFactory.getInstance(<newline46mondego>            DLFileEntry.class.getName(), actionRequest);<newline46mondego>"
"4315splitHere46","5365216splitHere46","fileEntry.getExpandoBridge().setAttributes(serviceContext)<newline46mondego>"
"4316splitHere46","5365216splitHere46","public Hits search() {<newline46mondego>     Map<String, Serializable> attributes = new HashMap<String, Serializable>();<newline46mondego>     attributes.put(<doubleQuotes46>propertyName<doubleQuotes46>, <doubleQuotes46>propertyValue<doubleQuotes46>);<newline46mondego><newline46mondego>     SearchContext searchContext = new SearchContext();<newline46mondego>     searchContext.setAttributes(attributes);<newline46mondego>     Indexer indexer = IndexerRegistryUtil.getIndexer(FileEntry.class);<newline46mondego>     return indexer.search(searchContext);<newline46mondego>}<newline46mondego>"
"4317splitHere46","5365419splitHere46","m1: <R> void setValue(Parameter<R> parameter, R value) <newline46mondego>m2: <V> void setValue(Parameter<V> parameter, Field<V> value) <newline46mondego>"
"4318splitHere46","5365419splitHere46","Parameter<V>   <<   Parameter<R><newline46mondego>Field<V>       <<   R<newline46mondego>"
"4319splitHere46","5365419splitHere46","R=V"
"4320splitHere46","5365419splitHere46","R"
"4321splitHere46","5365419splitHere46","Parameter<V>   <:   Parameter<V><newline46mondego>Field<V>       <:   V<newline46mondego>"
"4322splitHere46","5365419splitHere46","V"
"4323splitHere46","5365419splitHere46","Object"
"4324splitHere46","5365419splitHere46","V"
"4325splitHere46","5365419splitHere46","m1: <T extends Object> void check(List<T> list, T obj) { print(<doubleQuotes46>1<doubleQuotes46>); }<newline46mondego>m2: <T extends Number> void check(List<T> list, T num) { print(<doubleQuotes46>2<doubleQuotes46>); }<newline46mondego><newline46mondego>void test()<newline46mondego>    check( new ArrayList<Integer>(), new Integer(0) );<newline46mondego>"
"4326splitHere46","5365419splitHere46","T=Integer"
"4327splitHere46","5365419splitHere46","m1: <R> void setValue(Parameter<R> parameter, R value) <newline46mondego>m2: <V> void setValue(Parameter<V> parameter, Field<V> value) <newline46mondego><newline46mondego>m3: <T> void setValue2(Parameter<T> parameter, Field<T> value)<newline46mondego>s4:             setValue(parameter, value)<newline46mondego>"
"4328splitHere46","5365419splitHere46","Ai :< Si"
"4329splitHere46","5365419splitHere46","Field<T> <: T"
"4330splitHere46","5365419splitHere46","class PF<T><newline46mondego>{<newline46mondego>    public void setValue(Parameter<T> parameter, T value) {<newline46mondego>    }<newline46mondego><newline46mondego>    public void setValue(Parameter<T> parameter, Field<T> value) {<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>void test()<newline46mondego><newline46mondego>    PF<Object> pf2 = null;<newline46mondego><newline46mondego>    Parameter<Object> p2 = getP2();<newline46mondego>    Field<Object> f2 = getF2();<newline46mondego><newline46mondego>    pf2.setValue(p2,f2);<newline46mondego>"
"4331splitHere46","5365419splitHere46","PF<Object>"
"4332splitHere46","5365419splitHere46","PF<T>"
"4333splitHere46","5365419splitHere46","T=Object"
"4334splitHere46","5365419splitHere46","pf2"
"4335splitHere46","5365419splitHere46","public void setValue(Parameter<Object> parameter, Object value) <newline46mondego><newline46mondego>    public void setValue(Parameter<Object> parameter, Field<Object> value) <newline46mondego>"
"4336splitHere46","5365572splitHere46","<form>"
"4337splitHere46","5365572splitHere46","action"
"4338splitHere46","5365572splitHere46","<input>"
"4339splitHere46","5365572splitHere46","<form id=<doubleQuotes46>search<doubleQuotes46> action=<doubleQuotes46>/search<doubleQuotes46> method=<doubleQuotes46>get<doubleQuotes46>><newline46mondego><newline46mondego>                <div><newline46mondego><newline46mondego>                    <input name=<doubleQuotes46>q<doubleQuotes46> class=<doubleQuotes46>textbox<doubleQuotes46> tabindex=<doubleQuotes46>1<doubleQuotes46> onfocus=<doubleQuotes46>if (this.value=='search') this.value = ''<doubleQuotes46> type=<doubleQuotes46>text<doubleQuotes46> maxlength=<doubleQuotes46>140<doubleQuotes46> size=<doubleQuotes46>28<doubleQuotes46> value=<doubleQuotes46>search<doubleQuotes46>><newline46mondego><newline46mondego>                </div><newline46mondego><newline46mondego>                </form><newline46mondego>"
"4340splitHere46","5365572splitHere46","http://www.stackoverflow.com/search?q=your+keywords+here<newline46mondego>"
"4341splitHere46","5365572splitHere46","+"
"4342splitHere46","5365606splitHere46","List<Entity>"
"4343splitHere46","5365606splitHere46","${}"
"4344splitHere46","5365606splitHere46","<c:forEach>"
"4345splitHere46","5365660splitHere46","import java.util.*;<newline46mondego><newline46mondego>class Officer {<newline46mondego>}<newline46mondego><newline46mondego>public class Test {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego><newline46mondego>        List<Officer> officers = new ArrayList<Officer>();<newline46mondego><newline46mondego>        Collections.max(officers, new Comparator<Officer>()<newline46mondego>                {<newline46mondego>                    public int compare( Officer a, Officer b )<newline46mondego>                    {<newline46mondego>                       return -1; //will do after<newline46mondego>                    }<newline46mondego>                }<newline46mondego>            );<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4346splitHere46","5365699splitHere46","SwingWorker"
"4347splitHere46","5365699splitHere46","javax.swing.Timer"
"4348splitHere46","5365699splitHere46","SwingWorker"
"4349splitHere46","5365769splitHere46","String.split(..)"
"4350splitHere46","5365769splitHere46",","
"4351splitHere46","5365769splitHere46","Integer.parseInt(..)"
"4352splitHere46","5365800splitHere46","String[] numbers = {<doubleQuotes46>Jerry<doubleQuotes46>};<newline46mondego>numbers[0] = numbers[0].toUpperCase();<newline46mondego>"
"4353splitHere46","5365882splitHere46","model"
"4354splitHere46","5365882splitHere46","final int"
"4355splitHere46","5365882splitHere46","enum"
"4356splitHere46","5365882splitHere46","enum"
