"1splitHere46","11522953splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><faces-config<newline46mondego>        xmlns=<doubleQuotes46>http://java.sun.com/xml/ns/javaee<doubleQuotes46><newline46mondego>        xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46><newline46mondego>        xsi:schemaLocation=<doubleQuotes46>http://java.sun.com/xml/ns/javaee<newline46mondego>            http://java.sun.com/xml/ns/javaee/web-facesconfig_2_0.xsd<doubleQuotes46><newline46mondego>        version=<doubleQuotes46>2.0<doubleQuotes46>><newline46mondego><newline46mondego>    <!-- JSF and Spring are integrated --><newline46mondego>    <application><newline46mondego>        <el-resolver><newline46mondego>            org.springframework.web.jsf.el.SpringBeanFacesELResolver<newline46mondego>        </el-resolver><newline46mondego>    </application><newline46mondego><newline46mondego>    <!-- configuration of navigation rules --><newline46mondego>    <navigation-rule><newline46mondego>        <from-view-id>pages/index.xhtml</from-view-id><newline46mondego>        <navigation-case><newline46mondego>            <from-outcome>success</from-outcome><newline46mondego>            <to-view-id>pages/success.xhtml</to-view-id><newline46mondego>        </navigation-case><newline46mondego>        <navigation-case><newline46mondego>            <from-outcome>error</from-outcome><newline46mondego>            <to-view-id>pages/error.xhtml</to-view-id><newline46mondego>        </navigation-case><newline46mondego>    </navigation-rule><newline46mondego><newline46mondego></faces-config><newline46mondego>"
"3618splitHere46","11608676splitHere46","ArrayList<Integer>"
"3619splitHere46","11608676splitHere46","matcher.find()"
"3620splitHere46","11608676splitHere46","tmpLE = new ArrayList<Integer>() ;<newline46mondego> strE = matcher.group(1);<newline46mondego> edge = Integer.parseInt(strE);<newline46mondego> tmpLE.add(EI, edge);<newline46mondego> strL = matcher.group(2);<newline46mondego> length = Integer.parseInt(strL);<newline46mondego> tmpLE.add(LI, length);<newline46mondego><newline46mondego> singleV.add(j ,tmpLE);<newline46mondego> graph.add(i, singleV);<newline46mondego>"
"3621splitHere46","11608885splitHere46","private int getMoreData() throws IOException {<newline46mondego>    if (done) return -1;<newline46mondego>    int readin = input.read(ibuffer);<newline46mondego>    if (readin == -1) {<newline46mondego>        done = true;<newline46mondego>        try {<newline46mondego>            obuffer = cipher.doFinal();<newline46mondego>        }<newline46mondego>        catch (IllegalBlockSizeException e) {<newline46mondego>            throw new IOException(e);<newline46mondego>        }<newline46mondego>        catch (BadPaddingException e) {<newline46mondego>            throw new IOException(e);<newline46mondego>        }<newline46mondego>        if (obuffer == null)<newline46mondego>            return -1;<newline46mondego>        else {<newline46mondego>            ostart = 0;<newline46mondego>            ofinish = obuffer.length;<newline46mondego>            return ofinish;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    try {<newline46mondego>        obuffer = cipher.update(ibuffer, 0, readin);<newline46mondego>    } catch (IllegalStateException e) {obuffer = null;};<newline46mondego>    ostart = 0;<newline46mondego>    if (obuffer == null)<newline46mondego>        ofinish = 0;<newline46mondego>    else ofinish = obuffer.length;<newline46mondego>    return ofinish;<newline46mondego>}<newline46mondego>"
"3622splitHere46","11608914splitHere46","(new {<newline46mondego>    def foo : Unit = println(<doubleQuotes46>Called foo method<doubleQuotes46>)<newline46mondego>} : Any) match {<newline46mondego>    case f : {def foo : Unit} ⇒<newline46mondego>        println(<doubleQuotes46>Has foo method<doubleQuotes46>)<newline46mondego>        f.getClass.getDeclaredMethods<newline46mondego>}<newline46mondego>"
"3623splitHere46","11608914splitHere46","res5: Array[java.lang.reflect.Method] = Array(private void $anon$1.foo())"
"3624splitHere46","11608914splitHere46","foo"
"3625splitHere46","11608914splitHere46",": Any"
"3626splitHere46","11609327splitHere46","<p:panel header=<doubleQuotes46>#{name}:#{mandatory?'*':''}<doubleQuotes46> /><newline46mondego>"
"3627splitHere46","11609473splitHere46","@RunWith(SpringJUnit4ClassRunner.class)<newline46mondego>@ContextConfiguration(locations = { <doubleQuotes46>classpath:META-INF/spring/app-context.xml<doubleQuotes46> })<newline46mondego>@TransactionConfiguration(transactionManager=<doubleQuotes46>transactionManager<doubleQuotes46>, defaultRollback=false)<newline46mondego>@Transactional<newline46mondego>public class UserDAOTest extends AbstractTransactionalJUnit4SpringContextTests  {<newline46mondego><newline46mondego>    @Autowired<newline46mondego>    private IUserDAO userDAO;<newline46mondego><newline46mondego>    public void setUserDAO(IUserDAO userDAO) {<newline46mondego>        this.userDAO = userDAO;<newline46mondego>    }<newline46mondego><newline46mondego>    @Test<newline46mondego>    public void testGetUser() throws Exception {<newline46mondego>        User user = userDAO.get(2);<newline46mondego>        assertNotNull(user);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3628splitHere46","11609489splitHere46","fileList = new MyThumbnaildapter(this, R.layout.row, itemArr2);<newline46mondego>"
"3629splitHere46","11609489splitHere46","String[] itemArr2 = item.toArray(new String[item.size()]);<newline46mondego>"
"3630splitHere46","11609489splitHere46","String[] itemArr2 = item.toArray(new String[item.size()]);"
"3631splitHere46","11609489splitHere46","item"
"3632splitHere46","11609489splitHere46","String[] itemArr2 = item.toArray(new String[item.size()]);<newline46mondego>fileList = new MyThumbnaildapter(this, R.layout.row, itemArr2);<newline46mondego>setListAdapter(fileList);<newline46mondego>"
"3633splitHere46","11609489splitHere46","list = (ListView) findViewById(android.R.id.list);<newline46mondego>list.setAdapter(fileList);<newline46mondego>"
"3634splitHere46","11609557splitHere46","RequestTask task = new RequestTask(requestItems.poll(), this, response);"
"3635splitHere46","11609557splitHere46","task.run();"
"3636splitHere46","11609557splitHere46","int threadNum = requestItems.size();<newline46mondego>ExecutorService exs = Executors.newFixedThreadPool(threadNum);<newline46mondego><newline46mondego>for (int i = 0; i < threadNum; i++) {<newline46mondego>    ResponseInterface response = new CMSGOResponse();<newline46mondego>    exs.execute(new RequestTask(requestItems.poll(), this, response));<newline46mondego>}<newline46mondego>exs.shutdown();<newline46mondego>while (! exs.isTerminated()) {<newline46mondego>    try {<newline46mondego>        exs.awaitTermination(1L, TimeUnit.DAYS);<newline46mondego>    }<newline46mondego>    catch (InterruptedException e) {<newline46mondego>        // you may or may not care here, but if you truly want to<newline46mondego>        // wait for the pool to shutdown, just ignore the exception<newline46mondego>        // otherwise you'll have to deal with the exception and<newline46mondego>        // make a decision to drop out of the loop or something else.<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3637splitHere46","11609557splitHere46","ExecutorService"
"3638splitHere46","11609557splitHere46","Runtime.getRuntime().availableProcessors()"
"3639splitHere46","11609557splitHere46","Queue"
"3640splitHere46","11609557splitHere46","final int threadNum = Runtime.getRuntime().availableProcessors();<newline46mondego>final ExecutorService exs = Executors.newFixedThreadPool(threadNum);<newline46mondego><newline46mondego>while (true) {<newline46mondego>    final RequestItem requestItem = requestItems.poll();<newline46mondego>    if (requestItem == null) {<newline46mondego>        break;<newline46mondego>    }<newline46mondego>    final ResponseInterface response = new CMSGOResponse(); <newline46mondego>    exs.execute(new RequestTask(requestItem , this, response));<newline46mondego>}<newline46mondego>exs.shutdown();<newline46mondego>"
"3641splitHere46","11609601splitHere46","check process xyz pidfile /tmp/xyz.pid<newline46mondego>start program = <doubleQuotes46>cd /home/xyzprog; /bin/bash -c 'source /home/.bashrc; source /home/xyzprog/setup.sh; /home/xyzprog/xyz start'<doubleQuotes46><newline46mondego>stop program = <doubleQuotes46>/bin/bash -c '/home/xyzprog/xyz stop'<doubleQuotes46><newline46mondego>if failed host 192.168.1.103 port 8080 protocol http with timeout 20 seconds for 1 cycle then restart<newline46mondego>"
"3642splitHere46","11609643splitHere46","com.example"
"3643splitHere46","11609643splitHere46","class RestrictingClassLoader extends URLClassLoader {<newline46mondego>  @Override<newline46mondego>  public Class<?> loadClass(String name) throws ClassNotFoundException {<newline46mondego>    if (!name.startsWith(<doubleQuotes46>com.example.<doubleQuotes46>) || name.startsWith(<doubleQuotes46>com.example.api.<doubleQuotes46>))<newline46mondego>      return super.loadClass(name);<newline46mondego>    return findClass(name);<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>class RestrictingSecurityManager extends SecurityManager {<newline46mondego>  private boolean isRestricted() {<newline46mondego>    for (Class<?> cls: getClassContext())<newline46mondego>      if (cls.getClassLoader() instanceof RestrictingClassLoader)<newline46mondego>        return true;<newline46mondego>    return false;<newline46mondego>  }<newline46mondego>  // Implement other checks based on isRestricted().<newline46mondego>}<newline46mondego>"
"3644splitHere46","11609872splitHere46","public static String getName() {<newline46mondego>    return <doubleQuotes46>MyProgram<doubleQuotes46>;<newline46mondego>}<newline46mondego>public static void main(String... args) {<newline46mondego>    new Thread() {<newline46mondego>       public void run() {<newline46mondego>           System.out.println(<doubleQuotes46>My program is <doubleQuotes46> + getName());<newline46mondego>        }<newline46mondego>    }.start();<newline46mondego>}<newline46mondego>"
"3645splitHere46","11609895splitHere46","instance Of"
"3646splitHere46","11609901splitHere46","table.setOpaque(false);<newline46mondego>((DefaultTableCellRenderer)table.getDefaultRenderer(Object.class)).setOpaque(false);<newline46mondego>"
"3647splitHere46","11609901splitHere46","ScrollPane"
"3648splitHere46","11609901splitHere46","scrollPane.setOpaque(false);<newline46mondego>scrollPane.getViewport().setOpaque(false);<newline46mondego>"
"3649splitHere46","11609901splitHere46","table.setShowGrid(false);<newline46mondego>"
"3650splitHere46","11609990splitHere46","public SomeEnum returnAType(String someString) {<newline46mondego>    SomeEnum enumType = method1(someString) ? SomeEnum.ENUM1 :<newline46mondego>                        method2(someString) ? SomeEnum.ENUM2 :<newline46mondego>                        method3(someString) ? SomeEnum.ENUM3 : SomeEnum.DEFAULT_ENUM;<newline46mondego>    enumType.doSomething();<newline46mondego>    return enumType;<newline46mondego>"
"3651splitHere46","11610190splitHere46","<h:form prependId=<doubleQuotes46>false<doubleQuotes46>> <newline46mondego>"
"3652splitHere46","11610190splitHere46","request.getParameterMap()"
"3653splitHere46","11610302splitHere46","myString = myString.replaceAll(<doubleQuotes46>\\d*$<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>);<newline46mondego>"
"3654splitHere46","11610401splitHere46","sync && echo 1 > /proc/sys/vm/drop_caches<newline46mondego>"
"3655splitHere46","11610401splitHere46","dd if=/dev/zero of=dummyfile bs=1024 count=LARGE_NUMBER<newline46mondego>"
"3656splitHere46","11610401splitHere46","dummyfile"
"3657splitHere46","11610808splitHere46","someSQL = select result \<newline46mondego>              from myTable \<newline46mondego>              where y = 2  \<newline46mondego>              and x = ? \<newline46mondego>              order by z<newline46mondego>"
"3658splitHere46","11610883splitHere46","jar cfm v.jar forjar.txt *<newline46mondego>"
"3659splitHere46","11610888splitHere46","evaluate"
"3660splitHere46","11610888splitHere46","Script"
"3661splitHere46","11610888splitHere46","def prnt(m) {<newline46mondego>    println(<doubleQuotes46>From Groovy: <doubleQuotes46> + m);<newline46mondego>}<newline46mondego>"
"3662splitHere46","11610888splitHere46","autoload.groovy"
"3663splitHere46","11610888splitHere46","GroovyShell"
"3664splitHere46","11610888splitHere46","prnt = { m -><newline46mondego>    println(<doubleQuotes46>From Groovy: <doubleQuotes46> + m);<newline46mondego>}<newline46mondego>"
"3665splitHere46","11610888splitHere46","prnt"
"3666splitHere46","11610888splitHere46","def prnt = { m -><newline46mondego>"
"3667splitHere46","11610888splitHere46","Closure prnt = { m -><newline46mondego>"
"3668splitHere46","11610888splitHere46","def"
"3669splitHere46","11610963splitHere46","DownLoad"
"3670splitHere46","11610963splitHere46","XMLRPC"
"3671splitHere46","11610963splitHere46","package org.xmlrpc;<newline46mondego><newline46mondego>import org.xmlrpc.android.XMLRPCClient;<newline46mondego>import org.xmlrpc.android.XMLRPCException;<newline46mondego><newline46mondego>import android.app.Activity;<newline46mondego>import android.app.ProgressDialog;<newline46mondego>import android.content.Context;<newline46mondego>import android.content.Intent;<newline46mondego>import android.os.AsyncTask;<newline46mondego>import android.os.Bundle;<newline46mondego>import android.util.Log;<newline46mondego>import android.view.View;<newline46mondego>import android.widget.Button;<newline46mondego>import android.widget.EditText;<newline46mondego>import android.widget.Toast;<newline46mondego><newline46mondego>public class Test extends Activity {<newline46mondego><newline46mondego><newline46mondego>    String sessionId =<doubleQuotes46><doubleQuotes46>;<newline46mondego>    ProgressDialog pd;<newline46mondego>    Context mContext;<newline46mondego>    EditText username,apikey;<newline46mondego>    Button login;<newline46mondego><newline46mondego><newline46mondego>   @Override<newline46mondego>   public void onCreate(Bundle savedInstanceState) {<newline46mondego>       super.onCreate(savedInstanceState);<newline46mondego>       setContentView(R.layout.main);<newline46mondego>       mContext=Test.this;<newline46mondego><newline46mondego><newline46mondego>       username=(EditText)findViewById(R.id.username);<newline46mondego>       apikey=(EditText)findViewById(R.id.apikey);<newline46mondego>       login=(Button)findViewById(R.id.login);<newline46mondego>   }<newline46mondego>   public void checkUser(View v) <newline46mondego>   {<newline46mondego>       if(username.getText().toString().equals(<doubleQuotes46><doubleQuotes46>) || apikey.getText().toString().equals(<doubleQuotes46><doubleQuotes46>))<newline46mondego>       {<newline46mondego>           if(username.getText().toString().equals(<doubleQuotes46><doubleQuotes46>))<newline46mondego>           {<newline46mondego>               username.requestFocus();<newline46mondego>           }<newline46mondego>           else<newline46mondego>           {<newline46mondego>               apikey.requestFocus();<newline46mondego>           }<newline46mondego>           Toast.makeText(mContext, <doubleQuotes46>Please fill this empty field<doubleQuotes46>, Toast.LENGTH_LONG).show();<newline46mondego>        }<newline46mondego>       else<newline46mondego>       {<newline46mondego>           new DownloadWebPageTask().execute();   <newline46mondego>       }<newline46mondego>    }<newline46mondego><newline46mondego>   private class DownloadWebPageTask extends AsyncTask<Void, Integer, Void> {<newline46mondego>       @Override<newline46mondego>          protected void onPreExecute() <newline46mondego>          {<newline46mondego>                pd=ProgressDialog.show(mContext, <doubleQuotes46><doubleQuotes46>, <doubleQuotes46>Please Wait...\nLoading data...<doubleQuotes46>, false);<newline46mondego>          }<newline46mondego>          @Override<newline46mondego>          protected void onPostExecute(Void v) <newline46mondego>          {<newline46mondego>              if(pd.isShowing())<newline46mondego>                    {<newline46mondego>                       pd.dismiss();<newline46mondego>                    }<newline46mondego>            if(sessionId.equals(<doubleQuotes46><doubleQuotes46>))<newline46mondego>            {<newline46mondego>                Toast.makeText(mContext, <doubleQuotes46>in Correct Details..Please try again<doubleQuotes46>, <newline46mondego>                        Toast.LENGTH_LONG).show();<newline46mondego>            }<newline46mondego>            else<newline46mondego>            {<newline46mondego>                Utils.sessionId=sessionId;<newline46mondego>                startActivity(new Intent(mContext,Dashboard.class));<newline46mondego>                finish();   <newline46mondego>            }<newline46mondego><newline46mondego>          }<newline46mondego><newline46mondego><newline46mondego>       @Override<newline46mondego>       protected Void doInBackground(Void... arg0) <newline46mondego>       {<newline46mondego>           XMLRPCClient client = new XMLRPCClient( <doubleQuotes46>http://192.168.1.237/machinetest/index.php/api/xmlrpc<doubleQuotes46>);<newline46mondego>           try <newline46mondego>           {<newline46mondego>                   sessionId = (String)client.call( <doubleQuotes46>login<doubleQuotes46>, username.getText().toString(),<newline46mondego>                           apikey.getText().toString());<newline46mondego>                   Log.d( <doubleQuotes46>MY_XMLRPC_SUCCESS_SESSION_ID<doubleQuotes46>, sessionId);<newline46mondego>           }<newline46mondego>           catch (XMLRPCException e) <newline46mondego>           {<newline46mondego>               Log.d( <doubleQuotes46>APP_INFO <doubleQuotes46>,  <doubleQuotes46>Exception:  <doubleQuotes46> + e.getMessage());<newline46mondego>               Log.e( <doubleQuotes46>APP_INFO <doubleQuotes46>,  <doubleQuotes46>Exception:  <doubleQuotes46> + e.toString());<newline46mondego>           }     <newline46mondego>           return null;<newline46mondego>       }<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"3672splitHere46","11611118splitHere46","File.createTempFile"
"3673splitHere46","11611118splitHere46","File f = File.createTempFile(<doubleQuotes46>tmp<doubleQuotes46>, <doubleQuotes46>.pdf<doubleQuotes46>);<newline46mondego>f.deleteOnExit(); // deletes the file on exit<newline46mondego>...<newline46mondego>"
"3674splitHere46","11611164splitHere46","package web.deployment;<newline46mondego><newline46mondego>import javax.servlet.ServletContext;<newline46mondego><newline46mondego>public class RunClassOnDeployment implements Runnable {<newline46mondego><newline46mondego>    ServletContext myServletContext; // in case you need the servelet context<newline46mondego><newline46mondego>    RunClassOnDeployment(ServletContext sc) {<newline46mondego>           myServletContext = sc;<newline46mondego>    }<newline46mondego><newline46mondego>    public void run() {<newline46mondego>       Thread th = new Thread();<newline46mondego>        try {<newline46mondego>            for (int i = 1; i <= 100; i++) {<newline46mondego>                System.out.println(i);<newline46mondego>                th.sleep(1000);<newline46mondego>            }<newline46mondego>        } catch (InterruptedException e) {<newline46mondego>            System.out.println(<doubleQuotes46>Thread interrupted! <doubleQuotes46> + e);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3675splitHere46","11611164splitHere46","package web.deployment;<newline46mondego><newline46mondego>import java.util.concurrent.ExecutorService;<newline46mondego>import java.util.concurrent.Executors;<newline46mondego>import javax.servlet.ServletContextEvent;<newline46mondego>import javax.servlet.ServletContextListener;<newline46mondego><newline46mondego>public class MyListener implements ServletContextListener {<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void contextDestroyed(ServletContextEvent arg0) {<newline46mondego>        System.out.println(<doubleQuotes46>ServletContextListener destroyed<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void contextInitialized(ServletContextEvent arg0) {<newline46mondego>        ExecutorService executorService = Executors.newSingleThreadExecutor();<newline46mondego>        executorService.submit(new RunClassOnDeployment(arg0.getServletContext()));<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3676splitHere46","11611164splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><web-app version=<doubleQuotes46>2.5<doubleQuotes46> <newline46mondego>         xmlns=<doubleQuotes46>http://java.sun.com/xml/ns/javaee<doubleQuotes46> <newline46mondego>         xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46> <newline46mondego>         xsi:schemaLocation=<doubleQuotes46>http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd<doubleQuotes46>><newline46mondego>    <listener><newline46mondego>        <listener-class>web.deployment.MyListener</listener-class><newline46mondego>    </listener><newline46mondego></web-app><newline46mondego>"
"3677splitHere46","11611210splitHere46","input.matches(<doubleQuotes46>(RD|EX)-AK\\w{7}<doubleQuotes46>)<newline46mondego>"
"3678splitHere46","11611267splitHere46","String myDate = new SimpleDateFormat(<doubleQuotes46>MM/dd/yyyy<doubleQuotes46>).format(currentdata.toDate());<newline46mondego>"
"3679splitHere46","11611437splitHere46","JasperReport ordersReport = JasperCompileManager.compileReport(srcOrdersReport);<newline46mondego>JasperPrint jpOrdersReport = JasperFillManager.fillReport(ordersReport, ordersParamsMap, ordersDataSource);<newline46mondego><newline46mondego>JasperReport receiptsReport = JasperCompileManager.compileReport(srcReceiptsReport);<newline46mondego>JasperPrint jpReceiptsReport = JasperFillManager.fillReport(receiptsReport, receiptsParamsMap, receiptsDataSource);<newline46mondego><newline46mondego>JasperReport invoicesReport = JasperCompileManager.compileReport(srcInvoicesReport);<newline46mondego>JasperPrint jpInvoicesReport = JasperFillManager.fillReport(invoicesReport, invoicesParamsMap, invoicesDataSource);<newline46mondego><newline46mondego>List<JasperPrint> printList = new ArrayList<JasperPrint>();<newline46mondego><newline46mondego>printList.add(jpOrdersReport);<newline46mondego>printList.add(receiptsReport);<newline46mondego>printList.add(invoicesReport);<newline46mondego><newline46mondego>JRExporter exporter = new JRPdfExporter();<newline46mondego>exporter.setParameter(JRPdfExporterParameter.JASPER_PRINT_LIST, printList);<newline46mondego><newline46mondego>exporter.setParameter(JRPdfExporterParameter.OUTPUT_STREAM, output);<newline46mondego>exporter.exportReport();<newline46mondego>"
