"1splitHere46","17981343splitHere46","curl -v -X PUT -H <doubleQuotes46>Content-Type: text/uri-list<doubleQuotes46> \<newline46mondego>-d <doubleQuotes46>http://localhost:7070/study-spring-data/teacher/1<doubleQuotes46> http://localhost:7070/study-spring-data/course/123/teacher<newline46mondego>"
"5313splitHere46","18107056splitHere46","import java.awt.EventQueue;<newline46mondego>import java.awt.Toolkit;<newline46mondego><newline46mondego>import javax.xml.bind.DatatypeConverter;<newline46mondego><newline46mondego>import javax.swing.*;<newline46mondego>import javax.swing.event.DocumentEvent;<newline46mondego>import javax.swing.event.DocumentListener;<newline46mondego><newline46mondego>public class HexTextField extends JTextField implements DocumentListener<newline46mondego>{<newline46mondego>    private static final long serialVersionUID= -6694532039668603522L;<newline46mondego>    private boolean filtering= false;<newline46mondego><newline46mondego>    public HexTextField()<newline46mondego>    {<newline46mondego>        super();<newline46mondego>        getDocument().addDocumentListener(this);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void changedUpdate(DocumentEvent e)<newline46mondego>    {<newline46mondego>        filterText();<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void insertUpdate(DocumentEvent e)<newline46mondego>    {<newline46mondego>        filterText();<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void removeUpdate(DocumentEvent e)<newline46mondego>    {<newline46mondego>        filterText();<newline46mondego>    }<newline46mondego><newline46mondego>    private void filterText()<newline46mondego>    {<newline46mondego>        if(filtering)<newline46mondego>            return;<newline46mondego>        filtering= true;<newline46mondego><newline46mondego>        EventQueue.invokeLater(new Runnable()<newline46mondego>        {<newline46mondego>            @Override<newline46mondego>            public void run()<newline46mondego>            {<newline46mondego>                String input= getText().toUpperCase();<newline46mondego>                String filtered= <doubleQuotes46><doubleQuotes46>;<newline46mondego>                int index= 0;<newline46mondego><newline46mondego>                // filter<newline46mondego>                for(int i= 0; i < input.length(); i++)<newline46mondego>                {<newline46mondego>                    char c= input.charAt(i);<newline46mondego>                    if(<doubleQuotes46>0123456789ABCDEF<doubleQuotes46>.indexOf(c) >= 0)  // hex only<newline46mondego>                    {<newline46mondego>                        filtered+= c;<newline46mondego>                        if(index++ % 2 == 1 && i != input.length() - 1)<newline46mondego>                            filtered+= <doubleQuotes46> <doubleQuotes46>; // whitespace after each byte<newline46mondego>                    }<newline46mondego>                }<newline46mondego><newline46mondego>                // limit size<newline46mondego>                int maxBytes= 256;<newline46mondego>                if(filtered.length() > 3 * maxBytes)<newline46mondego>                {<newline46mondego>                    filtered= filtered.substring(0, 3 * maxBytes);<newline46mondego>                    Toolkit.getDefaultToolkit().beep();<newline46mondego>                }<newline46mondego><newline46mondego>                setText(filtered);<newline46mondego>                filtering= false;<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>    public byte[] getBytes()<newline46mondego>    {<newline46mondego>        String text= getText().replace(<doubleQuotes46> <doubleQuotes46>, <doubleQuotes46><doubleQuotes46>);<newline46mondego>        if(text.length() == 0)<newline46mondego>            return null;<newline46mondego><newline46mondego>        if(text.length() % 2 == 1)<newline46mondego>            text= text.substring(0, text.length()-1) + <doubleQuotes46>0<doubleQuotes46> + text.charAt(text.length()-1);<newline46mondego><newline46mondego>        byte[] bytes= DatatypeConverter.parseHexBinary(text);<newline46mondego>        if(bytes.length == 0)<newline46mondego>            return null;<newline46mondego><newline46mondego>        return bytes;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5314splitHere46","18107082splitHere46","flip[times] = Math.round(Math.random()*9)+1;<newline46mondego>"
"5315splitHere46","18107082splitHere46","flip[timeStore] = Math.round(Math.random()*9)+1;<newline46mondego>"
"5316splitHere46","18107197splitHere46","try...catch"
"5317splitHere46","18107197splitHere46","Con.close()"
"5318splitHere46","18107247splitHere46","public static void main(String[] args) throws IOException<newline46mondego>  {<newline46mondego>    System.out.println(<doubleQuotes46>START PROGRAM<doubleQuotes46>);<newline46mondego>    long start = System.currentTimeMillis();<newline46mondego>    try<newline46mondego>    {<newline46mondego><newline46mondego>      Process p = Runtime.getRuntime().exec(<doubleQuotes46>raspivid -w 100 -h 100 -n -t 10000 -o -<doubleQuotes46>);<newline46mondego>      BufferedInputStream bis = new BufferedInputStream(p.getInputStream());<newline46mondego>      //Direct methode p.getInputStream().read() also possible, but BufferedInputStream gives 0,5-1s better performance<newline46mondego>      FileOutputStream fos = new FileOutputStream(<doubleQuotes46>testvid.h264<doubleQuotes46>);<newline46mondego><newline46mondego>      System.out.println(<doubleQuotes46>start writing<doubleQuotes46>);<newline46mondego>      int read = bis.read();<newline46mondego>      fos.write(read);<newline46mondego><newline46mondego>      while (read != -1)<newline46mondego>      {<newline46mondego>        read = bis.read();<newline46mondego>        fos.write(read);<newline46mondego>      }<newline46mondego>      System.out.println(<doubleQuotes46>end writing<doubleQuotes46>);<newline46mondego>      bis.close();<newline46mondego>      fos.close();<newline46mondego><newline46mondego>    }<newline46mondego>    catch (IOException ieo)<newline46mondego>    {<newline46mondego>      ieo.printStackTrace();<newline46mondego>    }<newline46mondego>    System.out.println(<doubleQuotes46>END PROGRAM<doubleQuotes46>);<newline46mondego>    System.out.println(<doubleQuotes46>Duration in ms: <doubleQuotes46> + (System.currentTimeMillis() - start));<newline46mondego>  } <newline46mondego>"
"5319splitHere46","18107250splitHere46","mvn clean clover2:setup install clover2:clover -PSonar <newline46mondego>mvn sonar:sonar -DskipTests -PSonar <newline46mondego>"
"5320splitHere46","18107310splitHere46","BigDecimal.UNLIMITED"
"5321splitHere46","18107310splitHere46","MathContext.UNLIMITED"
"5322splitHere46","18107310splitHere46","BigDecimal"
"5323splitHere46","18107432splitHere46","Action showOptionPane = new AbstractAction(<doubleQuotes46>show me pane!<doubleQuotes46>) {<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void actionPerformed(ActionEvent e) {<newline46mondego>        createCloseTimer(3).start();<newline46mondego>        JOptionPane.showMessageDialog((Component) e.getSource(), <doubleQuotes46>nothing to do!<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    private Timer createCloseTimer(int seconds) {<newline46mondego>        ActionListener close = new ActionListener() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void actionPerformed(ActionEvent e) {<newline46mondego>                Window[] windows = Window.getWindows();<newline46mondego>                for (Window window : windows) {<newline46mondego>                    if (window instanceof JDialog) {<newline46mondego>                        JDialog dialog = (JDialog) window;<newline46mondego>                        if (dialog.getContentPane().getComponentCount() == 1<newline46mondego>                            && dialog.getContentPane().getComponent(0) instanceof JOptionPane){<newline46mondego>                            dialog.dispose();<newline46mondego>                        }<newline46mondego>                    }<newline46mondego>                }<newline46mondego><newline46mondego>            }<newline46mondego><newline46mondego>        };<newline46mondego>        Timer t = new Timer(seconds * 1000, close);<newline46mondego>        t.setRepeats(false);<newline46mondego>        return t;<newline46mondego>    }<newline46mondego>};<newline46mondego>"
"5324splitHere46","18107505splitHere46","List<List<String>> yourList = new ArrayList<>(yourCollection);<newline46mondego>"
"5325splitHere46","18107509splitHere46","@RunWith(Parameterized.class)<newline46mondego>public class XxxTest {<newline46mondego>    @Parameters<newline46mondego>    public static Iterable<Object[]> data() {<newline46mondego>        return Arrays.asList(new Object[][] {<newline46mondego>           { 0, 10, 10 },<newline46mondego>           { -10, 10, 20 },<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>    private final int expected;<newline46mondego>    private final int thisFeet;<newline46mondego>    private final int vFeet;<newline46mondego><newline46mondego>    public XxxTest(int expected, int thisFeet, int vFeet) {<newline46mondego>        this.expected = expected;<newline46mondego>        this.thisFeet = thisFeet;<newline46mondego>        this.vFeet = vFeet;<newline46mondego>    }<newline46mondego><newline46mondego>    @Test<newline46mondego>    public void test() {<newline46mondego>        Vehicle vThis = new Vehicle(thisFeet);<newline46mondego>        Vehicle vThat = new Vehicle(vFeet);<newline46mondego><newline46mondego>        assertEquals(expected, vThis.compareTo(vThat));<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"5326splitHere46","18107529splitHere46","Path oldPath = Paths.get(<doubleQuotes46>C:/Temp/old.txt<doubleQuotes46>);<newline46mondego>Path newPath = Paths.get(<doubleQuotes46>C:/Temp/new.txt<doubleQuotes46>);<newline46mondego>byte[] bytes = Files.readAllBytes(oldPath);<newline46mondego>String content = <doubleQuotes46>\uFEFF<doubleQuotes46> + new String(bytes, <doubleQuotes46>Windows-1252<doubleQuotes46>);<newline46mondego>bytes = content.getBytes(<doubleQuotes46>UTF-8<doubleQuotes46>);<newline46mondego>Files.write(newPath, bytes, StandardOption.WRITE);<newline46mondego>"
"5327splitHere46","18107529splitHere46","File oldPath = new File(<doubleQuotes46>C:/Temp/old.txt<doubleQuotes46>);<newline46mondego>File newPath = new File(<doubleQuotes46>C:/Temp/new.txt<doubleQuotes46>);<newline46mondego>long longLength = oldPath.length();<newline46mondego>if (longLength > Integer.MAX_VALUE) {<newline46mondego>    throw new IllegalArgumentException(<doubleQuotes46>File too large: <doubleQuotes46> + oldPath.getPath());<newline46mondego>}<newline46mondego>int fileSize = (int)longLength;<newline46mondego>byte[] bytes = new byte[fileSize];<newline46mondego>InputStream in = new FileInputStream(oldPath);<newline46mondego>int nread = in.read(bytes);<newline46mondego>in.close();<newline46mondego>assert nread == fileSize;<newline46mondego><newline46mondego>String content = <doubleQuotes46>\uFEFF<doubleQuotes46> + new String(bytes, <doubleQuotes46>Windows-1252<doubleQuotes46>);<newline46mondego>bytes = content.getBytes(<doubleQuotes46>UTF-8<doubleQuotes46>);<newline46mondego><newline46mondego>OutputStream out = new FileOutputStream(newPath);<newline46mondego>out.write(bytes);<newline46mondego>out.close();<newline46mondego>"
"5328splitHere46","18107761splitHere46","try {<newline46mondego>   // set up standard message<newline46mondego>   try {<newline46mondego>     // perform attachment<newline46mondego>   }<newline46mondego>   catch {<newline46mondego>     // perhaps amend your original message to indicate attachment failed<newline46mondego>   }<newline46mondego>   send();<newline46mondego>}<newline46mondego>catch {<newline46mondego>  // handle a complete failure here...<newline46mondego>}<newline46mondego>"
"5329splitHere46","18107761splitHere46","try {<newline46mondego>   sendMessageWithAttachment();<newline46mondego>}<newline46mondego>catch {<newline46mondego>   sendMessageWithoutAttachment();<newline46mondego>}<newline46mondego>"
"5330splitHere46","18107819splitHere46","rf"
"5331splitHere46","18107819splitHere46","find()"
"5332splitHere46","18107819splitHere46","setters"
"5333splitHere46","18107819splitHere46","RF"
"5334splitHere46","18107819splitHere46","one session per http request"
"5335splitHere46","18107819splitHere46","find()"
"5336splitHere46","18107819splitHere46","EntityProxyChange"
"5337splitHere46","18107819splitHere46","isLive()"
"5338splitHere46","18107819splitHere46","Locator"
"5339splitHere46","18107819splitHere46","true"
"5340splitHere46","18107819splitHere46","find()"
"5341splitHere46","18107819splitHere46","OrganizerEntry"
"5342splitHere46","18107819splitHere46","OrganizerEntry"
"5343splitHere46","18107819splitHere46","RF"
"5344splitHere46","18107819splitHere46","find()"
"5345splitHere46","18107894splitHere46","InputStream i= this.getClass().getClassLoader().getResourceAsStream(<doubleQuotes46>/ressources/emitter.xml<doubleQuotes46>);<newline46mondego>"
"5346splitHere46","18107894splitHere46","/resources/..."
"5347splitHere46","18107894splitHere46","+src<newline46mondego>    +ressources<newline46mondego>         emitter.xml<newline46mondego>"
"5348splitHere46","18108014splitHere46","Class"
"5349splitHere46","18108014splitHere46","X"
"5350splitHere46","18108014splitHere46","Array.newInstance()"
"5351splitHere46","18108014splitHere46","X[][]"
"5352splitHere46","18108014splitHere46","public static <X> X[][] toArray(Collection<? extends Collection<X>> values,<newline46mondego>        X[][] result) {<newline46mondego><newline46mondego>    int i = 0;<newline46mondego>    for (Collection<X> row : values)<newline46mondego>        result[i] = row.toArray(result[i++]);<newline46mondego><newline46mondego>    return result;<newline46mondego>}<newline46mondego>"
"5353splitHere46","18108014splitHere46","List<List<Integer>> l = Arrays.asList(Arrays.asList(1,2,3), <newline46mondego>                                      Arrays.asList(4,5),<newline46mondego>                                      Arrays.asList(6));<newline46mondego><newline46mondego>System.out.println(Arrays.deepToString(toArray(l, new Integer[l.size()][0])));<newline46mondego>"
"5354splitHere46","18108168splitHere46","public interface EqualsCriteria {<newline46mondego>    public boolean isEqual(EqualsCriteria other); <newline46mondego>    public String[] getParam();<newline46mondego>    // this is not equals(Object obj) !!!<newline46mondego>}<newline46mondego>"
"5355splitHere46","18108168splitHere46","public class CommonEquals implements EqualsCriteria {<newline46mondego>    private String name;<newline46mondego>    private String surname;<newline46mondego><newline46mondego><newline46mondego>    @Override<newline46mondego>    public boolean isEqual(EqualsCriteria other) {<newline46mondego>     if(other==null) return false;<newline46mondego>     return Arrays.asList(getParam()).equals(Arrays.asList(other.getParam()));<newline46mondego>    }<newline46mondego><newline46mondego>    }<newline46mondego>"
"5356splitHere46","18108398splitHere46","fileContents"
"5357splitHere46","18108398splitHere46","for(int i=0;i<hexLibrary.length;i++) {  <newline46mondego>    fileContents.set(i, fileContents.get(i).replace(hexLibrary[i][0], hexLibrary[i][1]));<newline46mondego>}<newline46mondego>"
"5358splitHere46","18108398splitHere46","for (int k = 0; k < fileContents.size(); ++ k) {<newline46mondego>    for(int i=0;i<hexLibrary.length;i++) {  <newline46mondego>        fileContents.set(k, fileContents.get(k).replace(hexLibrary[i][0], hexLibrary[i][1]));<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5359splitHere46","18108453splitHere46","StyleMasterPageElement defaultPage = spreadsheet.getOfficeMasterStyles().getMasterPage(<doubleQuotes46>Default<doubleQuotes46>);<newline46mondego>    String pageLayoutName = defaultPage.getStylePageLayoutNameAttribute();<newline46mondego>    OdfStylePageLayout pageLayoutStyle = defaultPage.getAutomaticStyles().getPageLayout(pageLayoutName);<newline46mondego>    PageLayoutProperties pageLayoutProps = PageLayoutProperties.getOrCreatePageLayoutProperties(pageLayoutStyle);<newline46mondego>"
"5360splitHere46","18108453splitHere46","pageLayoutProperties.setPageHeight(pageHeightInMM);<newline46mondego>    pageLayoutProperties.setPageWidth(pageWidthInMM);<newline46mondego>    pageLayoutProperties.setPrintOrientation(PrintOrientation.LANDSCAPE);<newline46mondego>    pageLayoutProperties.setMarginLeft(leftMarginInMM);<newline46mondego>    pageLayoutProperties.setMarginRight(rightMarginInMM);<newline46mondego>    pageLayoutProperties.setMarginTop(topMarginInMM);<newline46mondego>    pageLayoutProperties.setMarginBottom(bottomMarginInMM);<newline46mondego>"
"5361splitHere46","18108479splitHere46","Map<Integer, Foo> is perfect."
"5362splitHere46","18108479splitHere46","Map<Integer,Foo> map = new HashMap<Integer, Foo>();<newline46mondego>map.put(1, new Foo());<newline46mondego>map.put(2, new Foo());<newline46mondego>etc<newline46mondego>"
"5363splitHere46","18108479splitHere46","map = TreeMap<Integer, Foo>()"
"5364splitHere46","18108538splitHere46","Read committed"
"5365splitHere46","18108538splitHere46","Repeatable reads"
"5366splitHere46","18108538splitHere46","if (!fooExists(fooValue))"
"5367splitHere46","18108540splitHere46","clone()"
"5368splitHere46","18108540splitHere46","clone"
"5369splitHere46","18108540splitHere46","Object"
"5370splitHere46","18108540splitHere46","Cloneable"
"5371splitHere46","18108540splitHere46","CloneNotSupportedException"
"5372splitHere46","18108540splitHere46","Cloneable"
"5373splitHere46","18108540splitHere46","T[]"
"5374splitHere46","18108540splitHere46","T[]"
"5375splitHere46","18108540splitHere46","T"
"5376splitHere46","18108543splitHere46","EDT thread"
"5377splitHere46","18108543splitHere46","EDT"
"5378splitHere46","18108567splitHere46","setPrecision"
"5379splitHere46","18108567splitHere46","setScale"
"5380splitHere46","18108567splitHere46","setScale"
"5381splitHere46","18108567splitHere46","setPrecision"
"5382splitHere46","18108596splitHere46","array1.clear()"
"5383splitHere46","18108596splitHere46","array1= null"
"5384splitHere46","18108596splitHere46","array1= null"
"5385splitHere46","18108596splitHere46","clone"
"5386splitHere46","18108596splitHere46","array2= (ArrayList<Object>)array1.clone();<newline46mondego>"
"5387splitHere46","18108896splitHere46","class ListNodeReference {<newline46mondego>    private ListNode node;<newline46mondego>    public ListNode getNode() {<newline46mondego>        return node;<newline46mondego>    }<newline46mondego>    public void setNode(ListNode theNode) {<newline46mondego>        node = theNode;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5388splitHere46","18108896splitHere46","ListNodeReference"
"5389splitHere46","18108896splitHere46","ListNode"
"5390splitHere46","18108896splitHere46","ListNode"
"5391splitHere46","18108896splitHere46","ListNodeReference"
"5392splitHere46","18108903splitHere46","public class PDFUtlity{<newline46mondego>    public static void showPdf(Context context)<newline46mondego>    {<newline46mondego>        File file = new File(Environment.getExternalStorageDirectory()+<doubleQuotes46>/pdf/Read.pdf<doubleQuotes46>);<newline46mondego>        PackageManager packageManager = context.getPackageManager();<newline46mondego>        Intent testIntent = new Intent(Intent.ACTION_VIEW);<newline46mondego>        testIntent.setType(<doubleQuotes46>application/pdf<doubleQuotes46>);<newline46mondego>        List list = packageManager.queryIntentActivities(testIntent, PackageManager.MATCH_DEFAULT_ONLY);<newline46mondego>        Intent intent = new Intent();<newline46mondego>        intent.setAction(Intent.ACTION_VIEW);<newline46mondego>        Uri uri = Uri.fromFile(file);<newline46mondego>        intent.setDataAndType(uri, <doubleQuotes46>application/pdf<doubleQuotes46>);<newline46mondego>        ((Activity)context).startActivity(intent);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public class MyActivity extends Activity{<newline46mondego>  @Override<newline46mondego>  public void onCreate(Bundle savedInstanceState) {<newline46mondego>      super.onCreate(savedInstanceState);<newline46mondego>      setContentView(R.layout.main);<newline46mondego>      ///.....<newline46mondego>      PDFUtlity.showPdf(this);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"5393splitHere46","18109036splitHere46","Number num = new Integer(4);<newline46mondego>System.out.println(num.getClass());<newline46mondego>"
"5394splitHere46","18109036splitHere46","class java.lang.Integer<newline46mondego>"
"5395splitHere46","18109036splitHere46","java.lang.Number"
"5396splitHere46","18109078splitHere46","EDT"
"5397splitHere46","18109078splitHere46","SwingUtilities.invokeLater(new Runnable() {<newline46mondego>    public void run() {<newline46mondego>        tfFIXMsg.append( inputLine + <doubleQuotes46>\n\n\n<doubleQuotes46>);<newline46mondego>        // or whatever swing action you want to perform...<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"5398splitHere46","18109078splitHere46","SwingWorker"
"5399splitHere46","18109101splitHere46","public interface Command {<newline46mondego>    void execute();<newline46mondego>}<newline46mondego>"
"5400splitHere46","18109101splitHere46","console.registerCommand(Command command);<newline46mondego>"
"5401splitHere46","18109101splitHere46","public class OneCommand implements Command {<newline46mondego>    public void execute() {<newline46mondego>        theObject.theMethod(theCommand); // calls what you would have with reflection<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5402splitHere46","18109238splitHere46","DefaultHttpClient http = new DefaultHttpClient();<newline46mondego>HttpPost post = new HttpPost(strURL);<newline46mondego>UsernamePasswordCredentials creds = new UsernamePasswordCredentials(<newline46mondego>                    Configuration.username, <newline46mondego>                    Configuration.developerKey);<newline46mondego>post.addHeader( BasicScheme.authenticate(creds,<doubleQuotes46>US-ASCII<doubleQuotes46>,false) );<newline46mondego>StringEntity entity = new StringEntity( ac.toXMLString() );<newline46mondego>entity.setContentType(<doubleQuotes46>text/xml<doubleQuotes46>);<newline46mondego>post.setEntity( entity );<newline46mondego>org.apache.http.HttpResponse response = http.execute( post );<newline46mondego>"
"5403splitHere46","18109344splitHere46","default"
"5404splitHere46","18109344splitHere46","OEM"
"5405splitHere46","18109344splitHere46","Out-File"
"5406splitHere46","18109344splitHere46","-Encoding"
"5407splitHere46","18109344splitHere46","Get-ChildItem | ForEach-Object {$_.BaseName} | Out-File -Encoding default file_names.txt<newline46mondego>"
"5408splitHere46","18109353splitHere46","sort"
"5409splitHere46","18109353splitHere46","skip"
"5410splitHere46","18109353splitHere46","limit"
"5411splitHere46","18109353splitHere46","$sort"
"5412splitHere46","18109353splitHere46","$skip"
"5413splitHere46","18109353splitHere46","limit"
"5414splitHere46","18109359splitHere46","QWidget window = new QWidget();<newline46mondego>QCheckBox botonera = new QCheckBox(window);<newline46mondego>"
"5415splitHere46","18109367splitHere46","setUp()"
"5416splitHere46","18109367splitHere46","tearDown()"
"5417splitHere46","18109367splitHere46","setUp()"
"5418splitHere46","18109367splitHere46","prepare"
"5419splitHere46","18109367splitHere46","tearDown()"
"5420splitHere46","18109367splitHere46","clean up"
"5421splitHere46","18109396splitHere46","Rectangle cameraView = new Rectangle(playerX - getWidth() / 2, playerY - getHeight() / 2, getWidth(), getHeight());<newline46mondego>    for (int x = 0; x < map.length; x++) {<newline46mondego>        for (int y = 0; y < map[0].length; y++) {<newline46mondego>            if (!cameraView.contains(x*blockSize, y*blockSize))<newline46mondego>                continue;<newline46mondego>            switch (map[x][y]) {<newline46mondego>            case <doubleQuotes46>0<doubleQuotes46>:<newline46mondego>                break;<newline46mondego>            case <doubleQuotes46>1<doubleQuotes46>:<newline46mondego>                if (block != null) {<newline46mondego>                    TexturePaint tp0 = new TexturePaint(block, new Rectangle(0, 0, blockSize, blockSize));<newline46mondego>                    g2.setPaint(tp0);<newline46mondego>                }<newline46mondego>                g.fillRect(y * blockSize, x * blockSize, 20, 20);<newline46mondego>                break;<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"5422splitHere46","18109396splitHere46","(playerX,playerY)"
"5423splitHere46","18109396splitHere46","map[x][y]"
"5424splitHere46","18109396splitHere46","map[x][y]"
"5425splitHere46","18109396splitHere46","for (int x = 0; x < map.length; x++) {<newline46mondego>  int dummyY = playerY<newline46mondego>  if(!cameraView.contains(x,dummyY))<newline46mondego>    continue;<newline46mondego>    ....<newline46mondego>   //rest of code ommitted<newline46mondego>"
"5426splitHere46","18109396splitHere46","TexturePaint"
"5427splitHere46","18109396splitHere46","g.fillRect(y * blockSize, x * blockSize, 20, 20);<newline46mondego>"
"5428splitHere46","18109396splitHere46","g.drawImage(block, y*blockSize, x*blockSize, null);<newline46mondego>"
"5429splitHere46","18109559splitHere46","1. Select <doubleQuotes46>Run -> Edit Configurations<doubleQuotes46> from the menu. <newline46mondego>  2. Select your<doubleQuotes46>Tomcat Server<doubleQuotes46> job. <newline46mondego>  3. Click the <doubleQuotes46>Deployment<doubleQuotes46> tab. <newline46mondego>  4. At the bottom, where it says <doubleQuotes46>Before Launch:  Another Configuration,<doubleQuotes46>  delete the <doubleQuotes46>Make<doubleQuotes46> option. <newline46mondego>  5. Click the <doubleQuotes46>+<doubleQuotes46> (plus) sign and select your Maven Build task to add it to the <doubleQuotes46>Before Launch<doubleQuotes46> list.<newline46mondego>"
"5430splitHere46","18109606splitHere46","//<newline46mondego>// Set a new file attributes.<newline46mondego>//<newline46mondego>Files.setAttribute(file, <doubleQuotes46>dos:archive<doubleQuotes46>, false);<newline46mondego>Files.setAttribute(file, <doubleQuotes46>dos:hidden<doubleQuotes46>, false);<newline46mondego>Files.setAttribute(file, <doubleQuotes46>dos:readonly<doubleQuotes46>, false);<newline46mondego>Files.setAttribute(file, <doubleQuotes46>dos:system<doubleQuotes46>, false);<newline46mondego>"
"5431splitHere46","18109623splitHere46","JSONObject obj=new JSONObject();<newline46mondego>  obj.put(<doubleQuotes46>ID<doubleQuotes46>, string);<newline46mondego><newline46mondego>  JSONArray list = new JSONArray();<newline46mondego><newline46mondego>  list.add(obj);<newline46mondego><newline46mondego>  JSONObject jsonObj = new JSONObject();{<newline46mondego>            object.put(<doubleQuotes46>timeMin<doubleQuotes46>, date1)<newline46mondego>            ....<newline46mondego>"
"5432splitHere46","18109623splitHere46","<doubleQuotes46>timezone<doubleQuotes46>,      <doubleQuotes46>Canada/Toronto<doubleQuotes46>}, accessToken );<newline46mondego>"
"5433splitHere46","18109623splitHere46","StringEntity entity = new StringEntity(json.toString());<newline46mondego>                     entity.setContentType(<doubleQuotes46>application/json;charset=UTF-8<doubleQuotes46>);<newline46mondego>                     entity.setContentEncoding(new BasicHeader(HTTP.CONTENT_TYPE,<doubleQuotes46>application/json;charset=UTF-8<doubleQuotes46>));<newline46mondego>                     request.setHeader(<doubleQuotes46>Accept<doubleQuotes46>, <doubleQuotes46>application/json<doubleQuotes46>);<newline46mondego>                     request.setEntity(entity); <newline46mondego><newline46mondego>                     HttpResponse response =null;<newline46mondego>                     DefaultHttpClient httpClient = new DefaultHttpClient();<newline46mondego><newline46mondego>                     HttpConnectionParams.setSoTimeout(httpClient.getParams(), Constants.ANDROID_CONNECTION_TIMEOUT*1000); <newline46mondego>                     HttpConnectionParams.setConnectionTimeout(httpClient.getParams(),Constants.ANDROID_CONNECTION_TIMEOUT*1000); <newline46mondego>                     try{<newline46mondego><newline46mondego>                     response = httpClient.execute(request); <newline46mondego>                     }<newline46mondego>                     catch(SocketException se)<newline46mondego>                     {<newline46mondego>                         Log.e(<doubleQuotes46>SocketException<doubleQuotes46>, se+<doubleQuotes46><doubleQuotes46>);<newline46mondego>                         throw se;<newline46mondego>                     }<newline46mondego><newline46mondego><newline46mondego><newline46mondego><newline46mondego>InputStream in = response.getEntity().getContent();<newline46mondego>BufferedReader reader = new BufferedReader(new InputStreamReader(in));<newline46mondego>String line = null;<newline46mondego>while((line = reader.readLine()) != null){<newline46mondego>    sb.append(line);<newline46mondego>"
"5434splitHere46","18109655splitHere46","ant-contrib"
"5435splitHere46","18109655splitHere46","ant-contrib"
"5436splitHere46","18109655splitHere46","<taskdef resource=<doubleQuotes46>net/sf/antcontrib/antcontrib.properties<doubleQuotes46>/><newline46mondego>"
"5437splitHere46","18109725splitHere46","float"
"5438splitHere46","18109725splitHere46","double"
"5439splitHere46","18109832splitHere46","tabbedPane.setSelectedIndex(tabbedPane.getSelectedIndex()+1)"
"5440splitHere46","18109832splitHere46","-1"
"5441splitHere46","18109855splitHere46","onCreate() instead of onCreate1()"
"5442splitHere46","18109855splitHere46","final Button button = (Button) findViewById(R.id.button1);<newline46mondego>  button.setOnClickListener(new OnClickListener() {<newline46mondego><newline46mondego>  @Override<newline46mondego>  public void onClick(View v) {<newline46mondego>    Intent intent = new Intent(Pageaccueil.this, Devise.class);<newline46mondego>    startActivity(intent);<newline46mondego>    }<newline46mondego>});<newline46mondego>   }<newline46mondego>"
"5443splitHere46","18109881splitHere46","String[] commands = {<doubleQuotes46>ruby<doubleQuotes46>,<doubleQuotes46>D:/MyProject/myruby.rb<doubleQuotes46>};<newline46mondego><newline46mondego>Runtime rt = Runtime.getRuntime();<newline46mondego><newline46mondego>Process proc;<newline46mondego>try<newline46mondego>{<newline46mondego>    proc = rt.exec(commands);<newline46mondego>    BufferedReader stdInput = new BufferedReader(new InputStreamReader(proc.getInputStream()));<newline46mondego>    String s;<newline46mondego><newline46mondego>    while ((s = stdInput.readLine()) != null) <newline46mondego>    {<newline46mondego>        System.out.println(s);<newline46mondego>    }<newline46mondego>}<newline46mondego>catch (IOException e)<newline46mondego>{<newline46mondego>    e.printStackTrace();<newline46mondego>}<newline46mondego>"
"5444splitHere46","18109981splitHere46","--N"
"5445splitHere46","18109981splitHere46","a[N]"
"5446splitHere46","18109981splitHere46","a[N]"
"5447splitHere46","18109981splitHere46","String item = a[N]"
"5448splitHere46","18109981splitHere46","item"
"5449splitHere46","18109981splitHere46","item"
"5450splitHere46","18109981splitHere46","a[N]"
"5451splitHere46","18109981splitHere46","a[N] = null"
"5452splitHere46","18109981splitHere46","item"
"5453splitHere46","18110015splitHere46","CREATE TABLE <doubleQuotes46>etc etc<doubleQuotes46> (ID INT PRIMARY KEY, Title VARCHAR(12));<newline46mondego>"
"5454splitHere46","18110015splitHere46","<doubleQuotes46>etc etc<doubleQuotes46>"
