"1splitHere46","4769825splitHere46","java -classpath . ServerMain<newline46mondego>"
"4467splitHere46","4917787splitHere46","if (myList.subList(0, 5).contains(objectToFind)) {<newline46mondego>   System.out.println(<doubleQuotes46>Found object between indexes 0 and 5<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"4468splitHere46","4917787splitHere46","String[] suitArray = pp.move(i).suit().split(<doubleQuotes46>,<doubleQuotes46>);<newline46mondego>List myList = List list = Arrays.asList(suitArray);<newline46mondego>"
"4469splitHere46","4917799splitHere46","<workspace dir>\.metadata\.plugins\org.eclipse.wst.server.core\tmp0\wtpwebapps\<newline46mondego>"
"4470splitHere46","4918080splitHere46","// XmlTest.java<newline46mondego><newline46mondego>import java.io.ByteArrayInputStream;<newline46mondego>import java.io.InputStream;<newline46mondego><newline46mondego>import org.w3c.dom.Document;<newline46mondego>import org.w3c.dom.Node;<newline46mondego><newline46mondego>public class XmlTest {<newline46mondego>    public static void main(final String[] args) throws Exception {<newline46mondego><newline46mondego>        String xmlString = <doubleQuotes46><foo>\n<doubleQuotes46><newline46mondego>                         + <doubleQuotes46>    <bar>\n<doubleQuotes46><newline46mondego>                         + <doubleQuotes46>        <moo>Hello World!</moo>\n<doubleQuotes46><newline46mondego>                         + <doubleQuotes46>    </bar>\n<doubleQuotes46><newline46mondego>                         + <doubleQuotes46></foo><doubleQuotes46>;<newline46mondego><newline46mondego>        InputStream is = new ByteArrayInputStream(xmlString.getBytes());<newline46mondego>        Document doc = PositionalXMLReader.readXML(is);<newline46mondego>        is.close();<newline46mondego><newline46mondego>        Node node = doc.getElementsByTagName(<doubleQuotes46>moo<doubleQuotes46>).item(0);<newline46mondego><newline46mondego>        System.out.println(<doubleQuotes46>Line number: <doubleQuotes46> + node.getUserData(<doubleQuotes46>lineNumber<doubleQuotes46>));<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4471splitHere46","4918080splitHere46","// PositionalXMLReader.java<newline46mondego><newline46mondego>import java.io.IOException;<newline46mondego>import java.io.InputStream;<newline46mondego>import java.util.Stack;<newline46mondego><newline46mondego>import javax.xml.parsers.DocumentBuilder;<newline46mondego>import javax.xml.parsers.DocumentBuilderFactory;<newline46mondego>import javax.xml.parsers.ParserConfigurationException;<newline46mondego>import javax.xml.parsers.SAXParser;<newline46mondego>import javax.xml.parsers.SAXParserFactory;<newline46mondego><newline46mondego>import org.w3c.dom.Document;<newline46mondego>import org.w3c.dom.Element;<newline46mondego>import org.w3c.dom.Node;<newline46mondego>import org.xml.sax.Attributes;<newline46mondego>import org.xml.sax.Locator;<newline46mondego>import org.xml.sax.SAXException;<newline46mondego>import org.xml.sax.helpers.DefaultHandler;<newline46mondego><newline46mondego>public class PositionalXMLReader {<newline46mondego>    final static String LINE_NUMBER_KEY_NAME = <doubleQuotes46>lineNumber<doubleQuotes46>;<newline46mondego><newline46mondego>    public static Document readXML(final InputStream is) throws IOException, SAXException {<newline46mondego>        final Document doc;<newline46mondego>        SAXParser parser;<newline46mondego>        try {<newline46mondego>            final SAXParserFactory factory = SAXParserFactory.newInstance();<newline46mondego>            parser = factory.newSAXParser();<newline46mondego>            final DocumentBuilderFactory docBuilderFactory = DocumentBuilderFactory.newInstance();<newline46mondego>            final DocumentBuilder docBuilder = docBuilderFactory.newDocumentBuilder();<newline46mondego>            doc = docBuilder.newDocument();<newline46mondego>        } catch (final ParserConfigurationException e) {<newline46mondego>            throw new RuntimeException(<doubleQuotes46>Can't create SAX parser / DOM builder.<doubleQuotes46>, e);<newline46mondego>        }<newline46mondego><newline46mondego>        final Stack<Element> elementStack = new Stack<Element>();<newline46mondego>        final StringBuilder textBuffer = new StringBuilder();<newline46mondego>        final DefaultHandler handler = new DefaultHandler() {<newline46mondego>            private Locator locator;<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void setDocumentLocator(final Locator locator) {<newline46mondego>                this.locator = locator; // Save the locator, so that it can be used later for line tracking when traversing nodes.<newline46mondego>            }<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void startElement(final String uri, final String localName, final String qName, final Attributes attributes)<newline46mondego>                    throws SAXException {<newline46mondego>                addTextIfNeeded();<newline46mondego>                final Element el = doc.createElement(qName);<newline46mondego>                for (int i = 0; i < attributes.getLength(); i++) {<newline46mondego>                    el.setAttribute(attributes.getQName(i), attributes.getValue(i));<newline46mondego>                }<newline46mondego>                el.setUserData(LINE_NUMBER_KEY_NAME, String.valueOf(this.locator.getLineNumber()), null);<newline46mondego>                elementStack.push(el);<newline46mondego>            }<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void endElement(final String uri, final String localName, final String qName) {<newline46mondego>                addTextIfNeeded();<newline46mondego>                final Element closedEl = elementStack.pop();<newline46mondego>                if (elementStack.isEmpty()) { // Is this the root element?<newline46mondego>                    doc.appendChild(closedEl);<newline46mondego>                } else {<newline46mondego>                    final Element parentEl = elementStack.peek();<newline46mondego>                    parentEl.appendChild(closedEl);<newline46mondego>                }<newline46mondego>            }<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void characters(final char ch[], final int start, final int length) throws SAXException {<newline46mondego>                textBuffer.append(ch, start, length);<newline46mondego>            }<newline46mondego><newline46mondego>            // Outputs text accumulated under the current node<newline46mondego>            private void addTextIfNeeded() {<newline46mondego>                if (textBuffer.length() > 0) {<newline46mondego>                    final Element el = elementStack.peek();<newline46mondego>                    final Node textNode = doc.createTextNode(textBuffer.toString());<newline46mondego>                    el.appendChild(textNode);<newline46mondego>                    textBuffer.delete(0, textBuffer.length());<newline46mondego>                }<newline46mondego>            }<newline46mondego>        };<newline46mondego>        parser.parse(is, handler);<newline46mondego><newline46mondego>        return doc;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4472splitHere46","4918276splitHere46","Int array"
"4473splitHere46","4918276splitHere46","public static void main(String[] args)"
"4474splitHere46","4918418splitHere46","Pattern p = Pattern.compile(regex); <newline46mondego>Matcher m = p.matcher(input);<newline46mondego>List<String> matches = new ArrayList<String>();<newline46mondego>while(m.find()){<newline46mondego>    matches.add(m.group());<newline46mondego>}<newline46mondego>"
"4475splitHere46","4918511splitHere46","ServiceRecord.getConnectionURL(int, boolean)"
"4476splitHere46","4918511splitHere46","true"
"4477splitHere46","4918511splitHere46","false"
"4478splitHere46","4918759splitHere46","String path = <doubleQuotes46>C:\\somefolder\\song.mp3<doubleQuotes46>;<newline46mondego>"
"4479splitHere46","4918939splitHere46","\"
"4480splitHere46","4918939splitHere46","export PATH=$PATH:<doubleQuotes46>/cygdrive/C/Program Files/Java/jdk1.6.0_23/bin/<doubleQuotes46><newline46mondego>"
"4481splitHere46","4918939splitHere46","export PATH=$PATH:/cygdrive/C/Program\ Files/Java/jdk1.6.0_23/bin/<newline46mondego>"
"4482splitHere46","4919149splitHere46","import java.util.regex.Matcher;<newline46mondego>import java.util.regex.Pattern;<newline46mondego><newline46mondego>public class Main {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego><newline46mondego>        String text = <doubleQuotes46>start. \<doubleQuotes46>in quotes!\<doubleQuotes46>; foo? \<doubleQuotes46>more \\\<doubleQuotes46> words\<doubleQuotes46>; bar<doubleQuotes46>;<newline46mondego><newline46mondego>        String simpleToken = <doubleQuotes46>[^.;?!\\s\<doubleQuotes46>]+<doubleQuotes46>;<newline46mondego><newline46mondego>        String quotedToken =<newline46mondego>                <doubleQuotes46>(?x)             # enable inline comments and ignore white spaces in the regex         \n<doubleQuotes46> +<newline46mondego>                <doubleQuotes46>\<doubleQuotes46>               # match a double quote                                                \n<doubleQuotes46> +<newline46mondego>                <doubleQuotes46>(                # open group 1                                                        \n<doubleQuotes46> +<newline46mondego>                <doubleQuotes46>  \\\\.          #   match a backslash followed by any char (other than line breaks)   \n<doubleQuotes46> +<newline46mondego>                <doubleQuotes46>  |              #   OR                                                                \n<doubleQuotes46> +<newline46mondego>                <doubleQuotes46>  [^\\\\\r\n\<doubleQuotes46>]  #   any character other than a backslash, line breaks or double quote \n<doubleQuotes46> +<newline46mondego>                <doubleQuotes46>)                # close group 1                                                       \n<doubleQuotes46> +<newline46mondego>                <doubleQuotes46>*                # repeat group 1 zero or more times                                   \n<doubleQuotes46> +<newline46mondego>                <doubleQuotes46>\<doubleQuotes46>               # match a double quote                                                \n<doubleQuotes46>;<newline46mondego><newline46mondego>        String regex = quotedToken + <doubleQuotes46>|<doubleQuotes46> + simpleToken;<newline46mondego><newline46mondego>        Matcher m = Pattern.compile(regex).matcher(text);<newline46mondego><newline46mondego>        while(m.find()) {<newline46mondego>            System.out.println(<doubleQuotes46>> <doubleQuotes46> + m.group());<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4483splitHere46","4919149splitHere46","> start<newline46mondego>> <doubleQuotes46>in quotes!<doubleQuotes46><newline46mondego>> foo<newline46mondego>> <doubleQuotes46>more \<doubleQuotes46> words<doubleQuotes46><newline46mondego>> bar<newline46mondego>"
"4484splitHere46","4919404splitHere46","runtime"
"4485splitHere46","4919404splitHere46","compile"
"4486splitHere46","4919404splitHere46","ignoreNonCompile"
"4487splitHere46","4919579splitHere46","window -> show view -> server<newline46mondego>"
"4488splitHere46","4919579splitHere46","Server Locations"
"4489splitHere46","4919631splitHere46","threadLocals"
"4490splitHere46","4919677splitHere46","<script type=<doubleQuotes46>text/javascript<doubleQuotes46> src=<doubleQuotes46>js/prototype.js<doubleQuotes46>></script><newline46mondego><script type=<doubleQuotes46>text/javascript<doubleQuotes46> src=<doubleQuotes46>js/scriptaculous/scriptaculous.js<doubleQuotes46>></script><newline46mondego><script type=<doubleQuotes46>text/javascript<doubleQuotes46> src=<doubleQuotes46>js/overlibmws/overlibmws.js<doubleQuotes46>></script><newline46mondego><script type=<doubleQuotes46>text/javascript<doubleQuotes46> src=<doubleQuotes46>js/ajaxtags.js<doubleQuotes46>></script><newline46mondego>"
"4491splitHere46","4919707splitHere46","<manifest xmlns:android=<doubleQuotes46>http://schemas.android.com/apk/res/android<doubleQuotes46><newline46mondego>android:installLocation=<doubleQuotes46>preferExternal<doubleQuotes46><newline46mondego>... ><newline46mondego>"
"4492splitHere46","4919743splitHere46","class"
"4493splitHere46","4919743splitHere46","@Restrict"
"4494splitHere46","4919760splitHere46","ByteStreams.copy"
"4495splitHere46","4919880splitHere46","public static void main(String[] args) throws IOException {<newline46mondego>    JFrame frame = new JFrame(<doubleQuotes46>Test<doubleQuotes46>);<newline46mondego><newline46mondego>    frame.add(new JComponent() {<newline46mondego><newline46mondego>         BufferedImage image = ImageIO.read(new URL(<doubleQuotes46>http://upload.wikimedia.org/wikipedia/en/2/24/Lenna.png<doubleQuotes46>));<newline46mondego><newline46mondego>         @Override<newline46mondego>         protected void paintComponent(Graphics g) {<newline46mondego>              super.paintComponent(g);<newline46mondego><newline46mondego>              // create the transform, note that the transformations happen<newline46mondego>              // in reversed order (so check them backwards)<newline46mondego>              AffineTransform at = new AffineTransform();<newline46mondego><newline46mondego>              // 4. translate it to the center of the component<newline46mondego>              at.translate(getWidth() / 2, getHeight() / 2);<newline46mondego><newline46mondego>              // 3. do the actual rotation<newline46mondego>              at.rotate(Math.PI/4);<newline46mondego><newline46mondego>              // 2. just a scale because this image is big<newline46mondego>              at.scale(0.5, 0.5);<newline46mondego><newline46mondego>              // 1. translate the object so that you rotate it around the <newline46mondego>              //    center (easier :))<newline46mondego>              at.translate(-image.getWidth()/2, -image.getHeight()/2);<newline46mondego><newline46mondego>              // draw the image<newline46mondego>              Graphics2D g2d = (Graphics2D) g;<newline46mondego>              g2d.drawImage(image, at, null);<newline46mondego><newline46mondego>              // continue drawing other stuff (non-transformed)<newline46mondego>              //...<newline46mondego><newline46mondego>         }<newline46mondego>    });<newline46mondego><newline46mondego>    frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>    frame.setSize(400, 400);<newline46mondego>    frame.setVisible(true);<newline46mondego>}<newline46mondego>"
"4496splitHere46","4919902splitHere46","ByteArrayInputStream"
"4497splitHere46","4919902splitHere46","read()"
"4498splitHere46","4919902splitHere46","seek(n)"
"4499splitHere46","4919902splitHere46","reset()"
"4500splitHere46","4919902splitHere46","skip(n)"
"4501splitHere46","4919907splitHere46","Servers"
"4502splitHere46","4919907splitHere46","Remove"
"4503splitHere46","4919907splitHere46","Add and Remove"
"4504splitHere46","4919907splitHere46","Publish"
"4505splitHere46","4920065splitHere46","@Override<newline46mondego>public boolean dispatchKeyEvent(KeyEvent event) {<newline46mondego>        if (event.getKeyCode() == KeyEvent.KEYCODE_BACK) // KeyEvent.* lists all the key codes u pressed<newline46mondego>        {   // do something on back.<newline46mondego>        }  <newline46mondego>        return super.dispatchKeyEvent(event);<newline46mondego>    }<newline46mondego>"
"4506splitHere46","4920065splitHere46","@Override<newline46mondego>public boolean onKeyDown(int keyCode, KeyEvent event)  {<newline46mondego>        if (keyCode == KeyEvent.KEYCODE_BACK) { // KeyEvent.* lists all the key codes u pressed<newline46mondego>             // do something on back.<newline46mondego>        }<newline46mondego>        return super.onKeyDown(keyCode, event);<newline46mondego>    }<newline46mondego>"
"4507splitHere46","4920165splitHere46","double d = 123456789012345.99;<newline46mondego>System.out.println(d);<newline46mondego>"
"4508splitHere46","4920165splitHere46","1.2345678901234598E14<newline46mondego>"
"4509splitHere46","4920165splitHere46","BigDecimal bd = new BigDecimal(<doubleQuotes46>123456789012345.99<doubleQuotes46>);<newline46mondego>System.out.println(bd);<newline46mondego>"
"4510splitHere46","4920165splitHere46","123456789012345.99<newline46mondego>"
"4511splitHere46","4920252splitHere46","localhost"
"4512splitHere46","4920252splitHere46","<wsdl:service name=<doubleQuotes46>serviceName<doubleQuotes46>><newline46mondego>    <wsdl:port binding=<doubleQuotes46>tns:servicePortBinding<doubleQuotes46> name=<doubleQuotes46>servicePort<doubleQuotes46>><newline46mondego>        <soap:address location=<doubleQuotes46>http://localhost:7001/app/services/service/<doubleQuotes46> /> <newline46mondego>    </wsdl:port><newline46mondego></wsdl:service><newline46mondego>"
"4513splitHere46","4920252splitHere46","localhost"
"4514splitHere46","4920252splitHere46","SocketException"
"4515splitHere46","4920252splitHere46","localhost"
"4516splitHere46","4920252splitHere46","localhost"
"4517splitHere46","4920252splitHere46","port = service.getMyServicePort();<newline46mondego>BindingProvider provider = (BindingProvider) port;<newline46mondego>String endpointAddress = <doubleQuotes46>http://<ip address>:7001/app/services/service/<doubleQuotes46>;<newline46mondego>provider.getRequestContext().put(BindingProvider.ENDPOINT_ADDRESS_PROPERTY, endpointAddress);<newline46mondego>"
"4518splitHere46","4920303splitHere46","StringBuilder out = new StringBuilder();<newline46mondego>int j=0;<newline46mondego>for (int i = 0; i< mask.lenght ;  i++) {<newline46mondego>   if (mask[i] == 'X') {<newline46mondego>       out.append(producNumber[j];<newline46mondego>       j++;<newline46mondego>   }<newline46mondego>   else {<newline46mondego>       out.append('.');<newline46mondego>       i++;<newline46mondego>   }<newline46mondego>}<newline46mondego>return out.toString();<newline46mondego>"
"4519splitHere46","4920308splitHere46","@Controller"
"4520splitHere46","4920308splitHere46","@RequestMapping"
"4521splitHere46","4920308splitHere46","SimpleFormController"
"4522splitHere46","4920308splitHere46","@Controller<newline46mondego>public class InfoTextFormController {       <newline46mondego>    @RequestMapping(value = <doubleQuotes46>/admin<doubleQuotes46>, method = RequestMethod.GET)<newline46mondego>    public ModelAndView createForm() throws Exception {<newline46mondego>        return new ModelAndView(<doubleQuotes46>admin<doubleQuotes46>, <doubleQuotes46>command<doubleQuotes46>, new InfoText());<newline46mondego>    }<newline46mondego><newline46mondego>    @RequestMapping(value = <doubleQuotes46>/admin<doubleQuotes46>, method = RequestMethod.POST)<newline46mondego>    public ModelAndView onSubmit(@ModelAttribute(<doubleQuotes46>command<doubleQuotes46>) InfoText infoText) {<newline46mondego>        ...<newline46mondego>    }       <newline46mondego>}<newline46mondego>"
"4523splitHere46","4920326splitHere46","panel.revalidate();<newline46mondego>panel.repaint();<newline46mondego>"
"4524splitHere46","4920343splitHere46","fn:length"
"4525splitHere46","4920343splitHere46","<ui:composition xmlns:fn=<doubleQuotes46>http://java.sun.com/jsp/jstl/core<doubleQuotes46>><newline46mondego>    ...<newline46mondego>    <ui:param name=<doubleQuotes46>size<doubleQuotes46> value=<doubleQuotes46>#{fn:length(featuredArticles) / 6}<doubleQuotes46> /><newline46mondego>    ...<newline46mondego>    <ui:repeat size=<doubleQuotes46>#{size}<doubleQuotes46>><newline46mondego>    ...<newline46mondego></ui:composition><newline46mondego>"
"4526splitHere46","4920343splitHere46","<fmt:formatNumber>"
"4527splitHere46","4920343splitHere46","var"
"4528splitHere46","4920343splitHere46","<fmt:formatNumber var=<doubleQuotes46>size<doubleQuotes46> value=<doubleQuotes46>${fn:length(featuredArticles) / 6}<doubleQuotes46> pattern=<doubleQuotes46>0<doubleQuotes46> /><newline46mondego>"
"4529splitHere46","4920343splitHere46","fmt"
"4530splitHere46","4920343splitHere46","fn:substringBefore"
"4531splitHere46","4920343splitHere46","<ui:param name=<doubleQuotes46>size<doubleQuotes46> value=<doubleQuotes46>#{fn:substringBefore(fn:length(featuredArticles) / 6, '.')}<doubleQuotes46> /><newline46mondego>"
"4532splitHere46","4920343splitHere46","<param-name>facelets.LIBRARIES</param-name>"
"4533splitHere46","4920343splitHere46","<param-name>javax.faces.FACELETS_LIBRARIES</param-name>"
"4534splitHere46","4920343splitHere46","<ui:param name=<doubleQuotes46>size<doubleQuotes46> value=<doubleQuotes46>#{x:roundUp(fn:length(featuredArticles) / 6)}<doubleQuotes46> /><newline46mondego>"
"4535splitHere46","4920650splitHere46","merge()"
"4536splitHere46","4920650splitHere46","save()"
"4537splitHere46","4920650splitHere46","b = session.merge(b); // Persist it using transient a2 object as a link but don't change/update its data  <newline46mondego>System.out.println(b.getA().getInfo()); // Should return 10<newline46mondego>"
"4538splitHere46","4920659splitHere46","keytool -genkey -alias myKey -keystore store.jks<newline46mondego>keytool -selfcert -alias myKey -keystore store.jks<newline46mondego>"
"4539splitHere46","4921032splitHere46","A)<newline46mondego><newline46mondego>    public Date date;<newline46mondego><newline46mondego>B)<newline46mondego><newline46mondego>    private Date date;<newline46mondego><newline46mondego><newline46mondego>    public Date getDate(){...}<newline46mondego>    public setDate(Date date){...}<newline46mondego>"
"4540splitHere46","4921032splitHere46","private Calendar calendar;<newline46mondego><newline46mondego><newline46mondego>    public Date getDate(){...}<newline46mondego>    public setDate(Date date){...}<newline46mondego>    public Calendar getCalendar (){...}<newline46mondego>    public setCalendar(Calendar calendar){...}<newline46mondego>"
"4541splitHere46","4921059splitHere46","0"
"4542splitHere46","4921059splitHere46","int"
"4543splitHere46","4921059splitHere46","null"
"4544splitHere46","4921059splitHere46","java.util.Arrays.fill(array, defaultElementValue)"
"4545splitHere46","4921059splitHere46","int[] ar = new int[] {1,2,3}"
"4546splitHere46","4921298splitHere46","HttpClient"
"4547splitHere46","4921298splitHere46","public static InputStream getInputStreamFromUrl(String url) {  <newline46mondego>  InputStream content = null;  <newline46mondego>  try {  <newline46mondego>    HttpClient httpclient = new DefaultHttpClient();  <newline46mondego>    HttpResponse response = httpclient.execute(new HttpGet(url));  <newline46mondego>    content = response.getEntity().getContent();  <newline46mondego>  } catch (Exception e) {  <newline46mondego>    Log.(<doubleQuotes46>[GET REQUEST]<doubleQuotes46>, <doubleQuotes46>Network exception<doubleQuotes46>, e);  <newline46mondego>  }  <newline46mondego>  return content;  <newline46mondego>}   <newline46mondego>"
"4548splitHere46","4921363splitHere46","run"
"4549splitHere46","4921363splitHere46","runOnUiThread"
"4550splitHere46","4921363splitHere46","public void TimerMethod() {<newline46mondego>    runOnUiThread(new Runnable() {<newline46mondego>        @Override<newline46mondego>        public void run() {<newline46mondego>            Toast.makeText(getApplicationContext(), <doubleQuotes46>Hi this is piyush<doubleQuotes46>, Toast.LENGTH_LONG).show();<newline46mondego>        }<newline46mondego>    });<newline46mondego>}<newline46mondego>"
"4551splitHere46","4921544splitHere46","class MyButtonClickListener implements OnClickListener<newline46mondego>{<newline46mondego>   public void onClick(View v) <newline46mondego>  {<newline46mondego>            //do something on button click<newline46mondego>  }  <newline46mondego>}<newline46mondego>"
"4552splitHere46","4921544splitHere46","button01.setOnClickListener(new MyButtonClickListener());<newline46mondego>"
"4553splitHere46","4921720splitHere46","onPause"
"4554splitHere46","4921720splitHere46","isFinishing"
"4555splitHere46","4921720splitHere46","SQLiteOpenHelper"
"4556splitHere46","4921720splitHere46","onCreate"
"4557splitHere46","4921720splitHere46","DBHelper"
"4558splitHere46","4921720splitHere46","SQLDataHandler"
"4559splitHere46","4921720splitHere46","public static class OpenHelper extends SQLiteOpenHelper {<newline46mondego><newline46mondego> private static final String DATABASE_NAME = <doubleQuotes46>database.db<doubleQuotes46>;<newline46mondego> private static final int DATABASE_VERSION = 1;<newline46mondego> protected static final String TABLE_NAME = <doubleQuotes46>table<doubleQuotes46>;<newline46mondego> protected String TAG = <doubleQuotes46>HoursPerDayDataHelper<doubleQuotes46>;<newline46mondego>"
"4560splitHere46","4921720splitHere46","CREATE TABLE"
"4561splitHere46","4921720splitHere46","@Override<newline46mondego> public void onCreate(SQLiteDatabase db) {<newline46mondego><newline46mondego>    String query = <doubleQuotes46>CREATE TABLE <doubleQuotes46><newline46mondego>               + TABLE_NAME<newline46mondego>               + <doubleQuotes46>(id INTEGER PRIMARY KEY AUTOINCREMENT, duration TIME, date DATE,          current_time TIME)<doubleQuotes46>;<newline46mondego>    db.execSQL(query);<newline46mondego>    }<newline46mondego> }<newline46mondego><newline46mondego>@Override<newline46mondego>public void onUpgrade(SQLiteDatabase db, int oldVersion, int newVersion) {<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego> OpenHelper(Context context) {<newline46mondego>     super(context, DATABASE_NAME, null, DATABASE_VERSION);<newline46mondego> }<newline46mondego>}<newline46mondego>"
"4562splitHere46","4921720splitHere46","DataHandler"
"4563splitHere46","4921720splitHere46","OpenHelper helper = new OpenHelper(ctx);<newline46mondego>// SQLiteDatabase db = helper.getReadableDatabase();<newline46mondego>SQLiteDatabase db = helper.getWritableDatabase();<newline46mondego>"
"4564splitHere46","4921720splitHere46","DataHandler"
"4565splitHere46","4921720splitHere46","db.close()"
"4566splitHere46","4921720splitHere46","package ...;<newline46mondego><newline46mondego>import java.util.ArrayList;<newline46mondego>import java.util.List;<newline46mondego>import android.content.ContentValues;<newline46mondego>import android.content.Context;<newline46mondego>import android.database.Cursor;<newline46mondego>import android.database.sqlite.SQLiteDatabase;<newline46mondego><newline46mondego>public class DataHandlerDB {<newline46mondego><newline46mondego>  public static void persistAll(Context ctx, List<Module> moduleList) {<newline46mondego><newline46mondego>      DatabaseHelper helper = new DatabaseHelper(ctx);<newline46mondego><newline46mondego>      SQLiteDatabase db = helper.getWritableDatabase();<newline46mondego><newline46mondego>      ContentValues values = new ContentValues();<newline46mondego>      for (Module m : moduleList) {<newline46mondego><newline46mondego>          values.put(<doubleQuotes46>_id<doubleQuotes46>, m.get_id());<newline46mondego>          values.put(<doubleQuotes46>name<doubleQuotes46>, m.getModule());<newline46mondego><newline46mondego>          db.insert(<doubleQuotes46>module<doubleQuotes46>, null, values);<newline46mondego>      }<newline46mondego>      db.close();<newline46mondego>  }<newline46mondego><newline46mondego>  public static List<Module> findAll(Context ctx) {<newline46mondego><newline46mondego>      List<Module> result = new ArrayList<Module>();<newline46mondego>      DatabaseHelper helper = new DatabaseHelper(ctx);<newline46mondego>      SQLiteDatabase db = helper.getReadableDatabase();<newline46mondego><newline46mondego>      Cursor c = db.query(ModuleDB.TABLE_NAME, new String[] { ModuleDB.ID,<newline46mondego>            ModuleDB.MODULE}, null, null, null, null, null);<newline46mondego><newline46mondego>      while (c.moveToNext()) {<newline46mondego>          Module m = new Module(c.getInt(0), c.getString(1));<newline46mondego>          result.add(m);<newline46mondego>      }<newline46mondego>      c.close();<newline46mondego>      db.close();<newline46mondego><newline46mondego>      return result;<newline46mondego>  }<newline46mondego><newline46mondego>  // Update Database entry<newline46mondego>  public static void update(Context ctx, Module m) {<newline46mondego><newline46mondego>      DatabaseHelper helper = new DatabaseHelper(ctx);<newline46mondego>      SQLiteDatabase db = helper.getWritableDatabase();<newline46mondego>      ContentValues values = new ContentValues();<newline46mondego><newline46mondego>      values.put(<doubleQuotes46>_id<doubleQuotes46>, m.get_id());<newline46mondego>      values.put(<doubleQuotes46>name<doubleQuotes46>, m.getModule());<newline46mondego><newline46mondego>      db.update(<doubleQuotes46>module<doubleQuotes46>, values, null, null);<newline46mondego>      db.close();<newline46mondego>  }<newline46mondego><newline46mondego>  public static void delete(Context ctx, Module m) {<newline46mondego><newline46mondego>      DatabaseHelper helper = new DatabaseHelper(ctx);<newline46mondego>      SQLiteDatabase db = helper.getWritableDatabase();<newline46mondego>      ContentValues values = new ContentValues();<newline46mondego><newline46mondego>      values.put(<doubleQuotes46>_id<doubleQuotes46>, m.get_id());<newline46mondego>      values.put(<doubleQuotes46>name<doubleQuotes46>, m.getModule());<newline46mondego><newline46mondego>      db.delete(<doubleQuotes46>module<doubleQuotes46>,<doubleQuotes46>_id = m.get_id()<doubleQuotes46>, null);<newline46mondego>      db.close();<newline46mondego>  }<newline46mondego><newline46mondego>  public static void createDB(Context ctx) {<newline46mondego>      DatabaseHelper helper = new DatabaseHelper(ctx);<newline46mondego>      SQLiteDatabase db = helper.getWritableDatabase();<newline46mondego>      db.close();<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"4567splitHere46","4921720splitHere46","static"
"4568splitHere46","4921720splitHere46","protected void onCreate(Bundle savedInstanceState) {<newline46mondego>    super.onCreate(savedInstanceState);<newline46mondego><newline46mondego>            // get the a writable DB, in case it's not existing it gets created.<newline46mondego>    DataHandlerDB.createDB(this);<newline46mondego>    // get stuff out of DB<newline46mondego>    moduleList = DataHandlerDB.findAll(this);<newline46mondego><newline46mondego>    adapter = new ArrayAdapter<Module>(this,<newline46mondego>            android.R.layout.simple_list_item_1, moduleList);<newline46mondego>    setListAdapter(adapter);<newline46mondego>}<newline46mondego>"
"4569splitHere46","4921807splitHere46","add(long x)"
"4570splitHere46","4921807splitHere46","int"
"4571splitHere46","4921807splitHere46","long"
"4572splitHere46","4921871splitHere46","val a = classOf[String].getMethods.map(_.toString).filter(s =><newline46mondego>  s.contains(<doubleQuotes46>public<doubleQuotes46>) && s.contains(<doubleQuotes46>static<doubleQuotes46>)<newline46mondego>)<newline46mondego>"
"4573splitHere46","4921871splitHere46","String"
"4574splitHere46","4921871splitHere46","val b = a.map(_.split(<doubleQuotes46> <doubleQuotes46>).reverse.take(2).reverse)<newline46mondego>"
"4575splitHere46","4921871splitHere46","val c = b.map(_(1).dropWhile(_ != '(').drop(1).takeWhile(_ != ')').split(<doubleQuotes46>,<doubleQuotes46>))<newline46mondego>val d = b.map(_(1).takeWhile(_ != '('))<newline46mondego>"
