"1splitHere46","4308085splitHere46","msg.setRecipients()"
"3192splitHere46","4410279splitHere46","shell_exec()"
"3193splitHere46","4410279splitHere46","$result = shell_exec(<doubleQuotes46>java -jar /path/to/imageprocessor.jar <doubleQuotes46> + $imagepath);<newline46mondego>if ($result) {<newline46mondego>    // Shell execution succeed.<newline46mondego>} else {<newline46mondego>    // Shell execution failed.<newline46mondego>}<newline46mondego>"
"3194splitHere46","4410286splitHere46","private static boolean check(ArrayList<Node> list, int num) {<newline46mondego>    for (Node node : list) {<newline46mondego>        if(node.data == num)<newline46mondego>            return false;<newline46mondego>    }<newline46mondego>    return true;<newline46mondego>}<newline46mondego>"
"3195splitHere46","4410291splitHere46","int parseWithDefault(String s, int def) {<newline46mondego>    try {<newline46mondego>        return Integer.parseInt(s);<newline46mondego>    }<newline46mondego>    catch (NumberFormatException e) {<newline46mondego>        // It's OK to ignore <doubleQuotes46>e<doubleQuotes46> here because returning a default value is the documented behaviour on invalid input.<newline46mondego>        return def;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3196splitHere46","4410385splitHere46","NearestPoint.c"
"3197splitHere46","4410711splitHere46","Integer[]"
"3198splitHere46","4410711splitHere46","equals"
"3199splitHere46","4410711splitHere46","hashCode"
"3200splitHere46","4410711splitHere46","public class Test {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        Integer[] arr1 = { 1, 2 };<newline46mondego>        Integer[] arr2 = { 1, 2 };<newline46mondego><newline46mondego>        System.out.println(arr1.equals(arr2));<newline46mondego>        System.out.println(arr1.hashCode() + <doubleQuotes46> / <doubleQuotes46> + arr2.hashCode());<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3201splitHere46","4410711splitHere46","false<newline46mondego>1476323068 / 535746438<newline46mondego>"
"3202splitHere46","4410711splitHere46","Point"
"3203splitHere46","4410711splitHere46","equals"
"3204splitHere46","4410711splitHere46","hashCode"
"3205splitHere46","4410711splitHere46","java.awt.Point"
"3206splitHere46","4410795splitHere46","public static void upload(@Required File sprocketFile) {<newline46mondego>try {           <newline46mondego>  if (sprocketFile == null || validation.hasErrors()) {<newline46mondego>    validation.addError(<doubleQuotes46>Upload Error<doubleQuotes46>, <doubleQuotes46>Please select a sprocket to upload<doubleQuotes46>, sprocketFile);<newline46mondego>    params.flash();<newline46mondego>    validation.keep();                          <newline46mondego>    index();<newline46mondego>}<newline46mondego>"
"3207splitHere46","4410796splitHere46","Set<Action>"
"3208splitHere46","4410796splitHere46","List"
"3209splitHere46","4410796splitHere46","Set"
"3210splitHere46","4410796splitHere46","Multibinder<Action> actionBinder = Multibinders.newSetBinder(binder(), Action.class);<newline46mondego>actionBinder.addBinding().to(FooAction.class);<newline46mondego>actionBinder.addBinding().to(BarAction.class);<newline46mondego>"
"3211splitHere46","4410796splitHere46","@Inject"
"3212splitHere46","4410796splitHere46","Set<Action>"
"3213splitHere46","4410840splitHere46","orderedBy"
"3214splitHere46","4410840splitHere46","ImmutableSortedSet"
"3215splitHere46","4410840splitHere46","ImmutableSortedSet"
"3216splitHere46","4410840splitHere46","copyOf(obj)"
"3217splitHere46","4410840splitHere46","orderedBy"
"3218splitHere46","4410840splitHere46","ImmutableSortedSet.orderedBy(myComparator).build()"
"3219splitHere46","4410840splitHere46","ImmutableSortedSet<String> ordered = ImmutableSortedSet.copyOf(myComparator, obj);<newline46mondego>"
"3220splitHere46","4410840splitHere46","ImmutableSortedSet<String> ordered = ImmutableSortedSet.orderedBy(myComparator)<newline46mondego>    .addAll(obj).build();<newline46mondego>"
"3221splitHere46","4410869splitHere46","private static boolean condition(int n){<newline46mondego>    for (int i = 0; i <= n; i++)<newline46mondego>        if(n == i*4 || n == (i * 4 - 1))<newline46mondego>            return true;<newline46mondego>    return false;<newline46mondego>}<newline46mondego><newline46mondego>public static double recursiveVal(int x, int y, double A, double B){<newline46mondego><newline46mondego>    if (x > 6 && (x - 2 >= y))<newline46mondego>        return 1;<newline46mondego><newline46mondego>    if (y > 6 && (y - 2 >= x))<newline46mondego>        return 0;<newline46mondego><newline46mondego>    if(x > 5 && y > 5 && x == y)<newline46mondego>        return A*(1-B) / (1 -(A*B) - ((1-A)*(1-B)));<newline46mondego><newline46mondego>    double val1 = recursiveVal(x+1, y, A, B);<newline46mondego>    double val2 = recursiveVal(x, y+1, A, B);<newline46mondego><newline46mondego>    return condition(x + y)<newline46mondego>        ? A * val1 + val2 * (1-A)<newline46mondego>        : (1-B) * val1 + B * val2; <newline46mondego>}<newline46mondego>"
"3222splitHere46","4410926splitHere46","InputStream input = Thread.currentThread().getContextClassLoader().getResourceAsStream(<doubleQuotes46>file.txt<doubleQuotes46>);<newline46mondego>"
"3223splitHere46","4410926splitHere46","InputStream input = getServletContext().getResourceAsStream(<doubleQuotes46>file.txt<doubleQuotes46>);<newline46mondego>"
"3224splitHere46","4410926splitHere46","java.io.File"
"3225splitHere46","4410926splitHere46","getResourceAsStream()"
"3226splitHere46","4410926splitHere46","FileInputStream"
"3227splitHere46","4411289splitHere46","java.util.Properties"
"3228splitHere46","4411289splitHere46","filename.properties"
"3229splitHere46","4411289splitHere46","key1=value1<newline46mondego>key2=value2<newline46mondego>key3=value3<newline46mondego>"
"3230splitHere46","4411289splitHere46","Properties properties = new Properties();<newline46mondego>properties.load(Thread.currentThread().getContextClassLoader().getResourceAsStream(<doubleQuotes46>filename.properties<doubleQuotes46>));<newline46mondego>"
"3231splitHere46","4411289splitHere46","String key1 = properties.getProperty(<doubleQuotes46>key1<doubleQuotes46>); // returns value1<newline46mondego>"
"3232splitHere46","4411399splitHere46","s"
"3233splitHere46","4411399splitHere46","findRoot()"
"3234splitHere46","4411399splitHere46","substring()"
"3235splitHere46","4411562splitHere46","<url-pattern>"
"3236splitHere46","4411562splitHere46","web.xml"
"3237splitHere46","4411562splitHere46","<form action=<doubleQuotes46>servleturl<doubleQuotes46> method=<doubleQuotes46>post<doubleQuotes46>><newline46mondego>    <textarea name=<doubleQuotes46>text<doubleQuotes46>></textarea><newline46mondego>    <input type=<doubleQuotes46>submit<doubleQuotes46>><newline46mondego></form><newline46mondego>"
"3238splitHere46","4411562splitHere46","doPost()"
"3239splitHere46","4411562splitHere46","String text = request.getParameter(<doubleQuotes46>text<doubleQuotes46>);<newline46mondego>"
"3240splitHere46","4411617splitHere46","#if($foo.bool == $null)<newline46mondego>  not yet set  <newline46mondego>#elseif($foo.bool)<newline46mondego>    set to TRUE<newline46mondego>#else<newline46mondego>    set to FALSE<newline46mondego>#end<newline46mondego>"
"3241splitHere46","4411788splitHere46","MultipleOutputs"
"3242splitHere46","4411788splitHere46","MultipleOutputs"
"3243splitHere46","4411788splitHere46","spill"
"3244splitHere46","4411788splitHere46","number of mappers * total partitions possible"
"3245splitHere46","4411788splitHere46","number of reduce operations * total partitions possible"
"3246splitHere46","4411790splitHere46","java.net.URLDecoder.decode(<doubleQuotes46>%22Hello+World+%26+Hello+World%22<doubleQuotes46>, <doubleQuotes46>UTF-8<doubleQuotes46>)<newline46mondego>"
"3247splitHere46","4412033splitHere46","Math.abs()<newline46mondego>"
"3248splitHere46","4412033splitHere46","abs()<newline46mondego>"
"3249splitHere46","4412045splitHere46","else if(ch == '}') {<newline46mondego>  if (currentCharacters.length() > 0) {<newline46mondego>    handleText(currentCharacters.toString());<newline46mondego>    currentCharacters = new StringBuffer();<newline46mondego>  }<newline46mondego>  if (level == 0)<newline46mondego>    throw new IOException(<doubleQuotes46>Too many close-groups in RTF text<doubleQuotes46>);<newline46mondego>  endgroup();<newline46mondego>  level --;<newline46mondego>}<newline46mondego>"
"3250splitHere46","4412204splitHere46","public class MyPojo {<newline46mondego>  public Fields fields;<newline46mondego>}<newline46mondego><newline46mondego>public class Fields {<newline46mondego>  public String foo;<newline46mondego>  public String bar;<newline46mondego>}<newline46mondego>"
"3251splitHere46","4412204splitHere46","{ <newline46mondego>  <doubleQuotes46>fields<doubleQuotes46> : [<newline46mondego>    {<newline46mondego>      <doubleQuotes46>foo<doubleQuotes46> : <doubleQuotes46>foovalue<doubleQuotes46>,<newline46mondego>      <doubleQuotes46>bar<doubleQuotes46> : <doubleQuotes46>barvalue<doubleQuotes46><newline46mondego>    }<newline46mondego>  ]<newline46mondego>}<newline46mondego>"
"3252splitHere46","4412300splitHere46","Element"
"3253splitHere46","4412300splitHere46","Element"
"3254splitHere46","4412300splitHere46","indexOf()"
"3255splitHere46","4412728splitHere46","try{ __.close(); } catch(__Exception e){...}"
"3256splitHere46","4412728splitHere46","close()"
"3257splitHere46","4412728splitHere46","catch"
"3258splitHere46","4412728splitHere46","finally"
"3259splitHere46","4412728splitHere46","finally"
"3260splitHere46","4412728splitHere46","null"
"3261splitHere46","4412728splitHere46","IOException"
"3262splitHere46","4412728splitHere46","NullPointerException"
"3263splitHere46","4412995splitHere46","onEndRequest()"
"3264splitHere46","4412995splitHere46","onEndRequest()"
"3265splitHere46","4412995splitHere46","getWebResponse()"
"3266splitHere46","4412995splitHere46","@Override<newline46mondego>protected void onEndRequest() {<newline46mondego>    super.onEndRequest();<newline46mondego>    ((WebResponse) response).setHeader(<doubleQuotes46>X-custom<doubleQuotes46>, <doubleQuotes46>...<doubleQuotes46> );<newline46mondego>    // ...<newline46mondego>}<newline46mondego>"
"3267splitHere46","4412995splitHere46","response"
"3268splitHere46","4412995splitHere46","setHeader()"
"3269splitHere46","4412995splitHere46","chain.doFilter()"
"3270splitHere46","4412995splitHere46","getWebResponse()"
"3271splitHere46","4413018splitHere46","<[^>]+>|&[^;]+;<newline46mondego>"
"3272splitHere46","4413027splitHere46","jComboBox1.setRenderer(new DefaultListCellRenderer() {<newline46mondego>    @Override<newline46mondego>    public void paint(Graphics g) {<newline46mondego>        setBackground(Color.WHITE);<newline46mondego>        setForeground(Color.BLACK);<newline46mondego>        super.paint(g);<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"3273splitHere46","4413052splitHere46","Arrays.asList(array)"
"3274splitHere46","4413121splitHere46","Item machinePistol = new Item().new Weapon(); <newline46mondego>"
"3275splitHere46","4413121splitHere46","Item item = new Item();<newline46mondego>Item machinePistol = item.new Weapon(); <newline46mondego>"
"3276splitHere46","4413121splitHere46","Item machinePistol = new Weapon();<newline46mondego>"
"3277splitHere46","4413153splitHere46","drawString"
"3278splitHere46","4413153splitHere46","void drawString(Graphics g, String text, int x, int y) {<newline46mondego>    for (String line : text.split(<doubleQuotes46>\n<doubleQuotes46>))<newline46mondego>        g.drawString(line, x, y += g.getFontMetrics().getHeight());<newline46mondego>}<newline46mondego>"
"3279splitHere46","4413153splitHere46","import java.awt.*;<newline46mondego><newline46mondego>public class TestComponent extends JPanel {<newline46mondego><newline46mondego>    private void drawString(Graphics g, String text, int x, int y) {<newline46mondego>        for (String line : text.split(<doubleQuotes46>\n<doubleQuotes46>))<newline46mondego>            g.drawString(line, x, y += g.getFontMetrics().getHeight());<newline46mondego>    }<newline46mondego><newline46mondego>    public void paintComponent(Graphics g) {<newline46mondego>        super.paintComponent(g);<newline46mondego>        drawString(g, <doubleQuotes46>hello\nworld<doubleQuotes46>, 20, 20);<newline46mondego>        g.setFont(g.getFont().deriveFont(20f));<newline46mondego>        drawString(g, <doubleQuotes46>part1\npart2<doubleQuotes46>, 120, 120);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String s[]) {<newline46mondego>        JFrame f = new JFrame();<newline46mondego>        f.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        f.add(new TestComponent());<newline46mondego>        f.setSize(220, 220);<newline46mondego>        f.setVisible(true);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3280splitHere46","4413325splitHere46","Node node"
"3281splitHere46","4413325splitHere46","nodeToString"
"3282splitHere46","4413325splitHere46","DocumentBuilderFactory factory = DocumentBuilderFactory.newInstance();<newline46mondego>  DocumentBuilder parser = factory.newDocumentBuilder();<newline46mondego>  Document xmlDoc = parser.parse(file);//file has the xml<newline46mondego>  String xml = nodeToString(xmlDoc.getDocumentElement());//pass in the root<newline46mondego>  //xml has the xml info. E.g no xml declaration. Add it<newline46mondego>  xml = <doubleQuotes46><?xml version=\<doubleQuotes46>1.0\<doubleQuotes46> encoding=\<doubleQuotes46>UTF-8\<doubleQuotes46> ?> + xml;//bad to append this way...<newline46mondego>  System.out.println(<doubleQuotes46>XML is:<doubleQuotes46>+xml);<newline46mondego>"
"3283splitHere46","4413350splitHere46","${}"
"3284splitHere46","4413350splitHere46","<textarea readonly>${str}</textarea><newline46mondego>"
"3285splitHere46","4413563splitHere46","SwingUtilites"
"3286splitHere46","4413563splitHere46","JDialog"
"3287splitHere46","4413563splitHere46","setVisible(true)"
"3288splitHere46","4413563splitHere46","<newline46mondego>final JDialog waitForTrans = new JDialog((JFrame) null, true);<newline46mondego><newline46mondego>SwingWorker worker = new SwingWorker() {<newline46mondego><newline46mondego>  public String doInBackground() throws Exception {<newline46mondego>    Thread.sleep(5000);<newline46mondego>    return null;<newline46mondego>  }<newline46mondego><newline46mondego>  public void done() {<newline46mondego>    SwingUtilities.invokeLater(new Runnable() {<newline46mondego>      public void run() {<newline46mondego>        waitForTrans.setVisible(false);<newline46mondego>        waitForTrans.dispose();<newline46mondego>      }<newline46mondego>    });<newline46mondego>  }<newline46mondego><newline46mondego>};<newline46mondego><newline46mondego>worker.execute();<newline46mondego>SwingUtilities.invokeLater(new Runnable() {<newline46mondego>  public void run() {<newline46mondego>    waitForTrans.add(new JLabel(<doubleQuotes46>Please Wait...<doubleQuotes46>));<newline46mondego>    waitForTrans.setMinimumSize(new Dimension(300, 100));<newline46mondego>    waitForTrans.setVisible(true);<newline46mondego>  }<newline46mondego>});<newline46mondego>"
"3289splitHere46","4413583splitHere46","Runtime rt = Runtime.getRuntime();<newline46mondego>Process proc = rt.exec(<doubleQuotes46>c:/test.exe filearg1,filearg2,filearg3<doubleQuotes46>);<newline46mondego>"
"3290splitHere46","4413611splitHere46","class TestFrame<newline46mondego>        extends JFrame<newline46mondego>        implements ActionListener<newline46mondego>{<newline46mondego>    public TestFrame()<newline46mondego>    {<newline46mondego>        cards = new JPanel(new CardLayout() );<newline46mondego>        card_list = new JPanel[5];<newline46mondego><newline46mondego>        for (int i = 0; i < card_list.length; i++) {<newline46mondego>            String text = <doubleQuotes46>Card <doubleQuotes46> + i;<newline46mondego>            JPanel card = createCard(text);<newline46mondego>            card_list[i] = card;<newline46mondego>            cards.add(card, text);<newline46mondego>        }<newline46mondego><newline46mondego>        add(cards);<newline46mondego>    }<newline46mondego><newline46mondego>public JPanel getCurrentCard()<newline46mondego>{<newline46mondego>    JPanel card = null;<newline46mondego><newline46mondego>    for (Component comp : cards.getComponents() ) {<newline46mondego>        if (comp.isVisible() == true) {<newline46mondego>            card = (JPanel)comp;<newline46mondego>            System.out.println(card.getName() );<newline46mondego>        }<newline46mondego>    }<newline46mondego>    System.out.println();<newline46mondego><newline46mondego>    return card;<newline46mondego>}<newline46mondego><newline46mondego>public void actionPerformed(ActionEvent evt)<newline46mondego>{<newline46mondego>    JPanel card = getCurrentCard();<newline46mondego><newline46mondego>    CardLayout cl = (CardLayout)(cards.getLayout() );<newline46mondego>    cl.next(cards);<newline46mondego>}<newline46mondego><newline46mondego>    public JPanel createCard(String text)<newline46mondego>    {<newline46mondego>        JPanel card = new JPanel();<newline46mondego>        card.setName(text);<newline46mondego><newline46mondego>        JButton btn = new JButton(text);<newline46mondego>        btn.addActionListener(this);<newline46mondego><newline46mondego>        card.add(btn);<newline46mondego>        return card;<newline46mondego>    }<newline46mondego><newline46mondego>    JPanel cards;<newline46mondego>    JPanel[] card_list;<newline46mondego>}<newline46mondego>"
"3291splitHere46","4413688splitHere46","ConfigurationBuilder cb = new ConfigurationBuilder();<newline46mondego>            cb.setDebugEnabled(true)<newline46mondego>                .setOAuthConsumerKey(consumerKey)<newline46mondego>                .setOAuthConsumerSecret(consumerSecret)<newline46mondego>                .setOAuthAccessToken(oAuthAccessToken)<newline46mondego>                .setOAuthAccessTokenSecret(oAuthAccessTokenSecret);<newline46mondego>            TwitterFactory tf = new TwitterFactory(cb.build());<newline46mondego>            Twitter twitter = tf.getInstance();<newline46mondego>                    twitter.updateStatus(<doubleQuotes46>This is a test message<doubleQuotes46>); //ThrowsTwitterException<newline46mondego>"
"3292splitHere46","4413696splitHere46","setSize(new Dimension(CLIENT_WIDTH, CLIENT_HEIGHT));<newline46mondego>this.getContentPane().setLayout(null);<newline46mondego>this.getContentPane().setBackground(backColor);<newline46mondego>talkArea.setEditable(false);<newline46mondego>talkArea.setBackground(Color.white);<newline46mondego>talkArea.setBounds(new Rectangle(TALK_LEFT, TALK_TOP, TALK_WIDTH,      TALK_HEIGHT));<newline46mondego>this.getContentPane().add(talkArea, null); // <--- you want this inside the text area, not here!<newline46mondego>// set input area<newline46mondego>inputField.setBackground(Color.white);<newline46mondego>inputField.setBounds(new Rectangle(INPUT_LEFT, INPUT_TOP, INPUT_WIDTH,      INPUT_HEIGHT));<newline46mondego>inputField.addActionListener(this);<newline46mondego>this.getContentPane().add(inputField, null);<newline46mondego>this.getContentPane().add(talkAreaScrollPane, null);  // <--- you never set the size on here <newline46mondego>"
"3293splitHere46","4413748splitHere46","production {<newline46mondego>    dataSource {<newline46mondego>        dbCreate = <doubleQuotes46>update<doubleQuotes46><newline46mondego>        url = <doubleQuotes46>jdbc:hsqldb:file:prodDb;shutdown=true<doubleQuotes46><newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3294splitHere46","4413748splitHere46","production {<newline46mondego>    dataSource {<newline46mondego>        dbCreate = <doubleQuotes46>update<doubleQuotes46><newline46mondego>        url = <doubleQuotes46>jdbc:hsqldb:file:/some/writeable/folder/prodDb;shutdown=true<doubleQuotes46><newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3295splitHere46","4413748splitHere46","grails.config.locations = [<doubleQuotes46>classpath:${appName}-config.groovy<doubleQuotes46>]<newline46mondego>"
"3296splitHere46","4413748splitHere46","dataSource {<newline46mondego>    url = <doubleQuotes46>jdbc:hsqldb:file:/some/writeable/folder/prodDb;shutdown=true<doubleQuotes46><newline46mondego>}<newline46mondego>"
"3297splitHere46","4413944splitHere46","public class ClientModule extends PrivateModule {<newline46mondego>  private final Writer writer;<newline46mondego>  private final Class<? extends Annotation> annotationType;<newline46mondego><newline46mondego>  public ClientModule(Writer writer, Class<? extends Annotation> annotationType) {<newline46mondego>    this.writer = writer;<newline46mondego>    this.annotationType = annotationType;<newline46mondego>  }<newline46mondego><newline46mondego>  @Override protected void configure() {<newline46mondego>    bind(Writer.class).toInstance(writer);<newline46mondego>    bind(Logger.class).to(LoggerImpl.class);<newline46mondego>    expose(Client.class).annotatedWith(annotationType);<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>public class ClientFactoryModule extends AbstractModule {<newline46mondego>  private final File file;<newline46mondego><newline46mondego>  public ClientFactoryModule(File file) {<newline46mondego>    this.file = file;<newline46mondego>  }<newline46mondego><newline46mondego>  @Override protected void configure() {<newline46mondego>    install(new ClientModule(new StdOutWriter(), StdOut.class));<newline46mondego>    install(new ClientModule(new FileWriter(file), FileOut.class));<newline46mondego>    bind(ClientFactory.class).to(ClientFactoryImpl.class);<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>public class ClientFactoryImpl implements ClientFactory {<newline46mondego>  private final Client stdOutClient;<newline46mondego>  private final Client fileClient;<newline46mondego><newline46mondego>  @Inject public ClientFactoryImpl(@StdOut Client stdOutClient, <newline46mondego>                                   @FileOut Client fileClient) {<newline46mondego>    this.stdOutClient = stdOutClient;<newline46mondego>    this.fileClient = fileClient;<newline46mondego>  }<newline46mondego><newline46mondego>  ...<newline46mondego>}<newline46mondego>"
"3298splitHere46","4413944splitHere46","Client fileClient(File)"
"3299splitHere46","4414033splitHere46","<newline46mondego>import java.io.FileInputStream;<newline46mondego>import java.io.InputStream;<newline46mondego>import java.util.ArrayList;<newline46mondego>import java.util.List;<newline46mondego><newline46mondego>import javax.xml.parsers.SAXParser;<newline46mondego>import javax.xml.parsers.SAXParserFactory;<newline46mondego><newline46mondego>import org.xml.sax.Attributes;<newline46mondego>import org.xml.sax.SAXException;<newline46mondego>import org.xml.sax.helpers.DefaultHandler;<newline46mondego><newline46mondego>public class Test {<newline46mondego><newline46mondego>  private static final String HTML_INSTRUCTIONS = <doubleQuotes46>html_instructions<doubleQuotes46>;<newline46mondego><newline46mondego>  public static void main(String[] args) throws Exception {<newline46mondego>    final List htmlInstructions = new ArrayList();<newline46mondego><newline46mondego>    SAXParserFactory spf = SAXParserFactory.newInstance();<newline46mondego>    SAXParser sp = spf.newSAXParser();<newline46mondego>    DefaultHandler dh = new DefaultHandler() {<newline46mondego>      private boolean isHtmlInstructions = false;<newline46mondego>      private StringBuilder sb = new StringBuilder();<newline46mondego>      @Override<newline46mondego>      public void startElement(String uri, String localName, String name,<newline46mondego>          Attributes attributes) throws SAXException {<newline46mondego>        super.startElement(uri, localName, name, attributes);<newline46mondego>        if (HTML_INSTRUCTIONS.equals(name)) {<newline46mondego>          isHtmlInstructions = true;<newline46mondego>        }<newline46mondego>      }<newline46mondego><newline46mondego>      @Override<newline46mondego>      public void characters(char ch[], int start, int length)<newline46mondego>      throws SAXException {<newline46mondego>        if (isHtmlInstructions) {<newline46mondego>          sb.append(ch, start, length);<newline46mondego>        }<newline46mondego>      }<newline46mondego><newline46mondego>      @Override<newline46mondego>      public void endElement(String uri, String localName, String name)<newline46mondego>          throws SAXException {<newline46mondego>        super.endElement(uri, localName, name);<newline46mondego>        if (HTML_INSTRUCTIONS.equals(name)) {<newline46mondego>          htmlInstructions.add(sb.toString());<newline46mondego>          sb.delete(0, sb.length());<newline46mondego>          isHtmlInstructions = false;<newline46mondego>        }<newline46mondego>      }<newline46mondego>    };<newline46mondego><newline46mondego>    InputStream is = new FileInputStream(<doubleQuotes46>test.xml<doubleQuotes46>);<newline46mondego>    sp.parse(is, dh);<newline46mondego>    for (String htmlInstruction : htmlInstructions) {<newline46mondego>      System.out.println(htmlInstruction);<newline46mondego>    }<newline46mondego><newline46mondego>  }<newline46mondego><newline46mondego>}<newline46mondego>"
"3300splitHere46","4414033splitHere46","<newline46mondego>Head <b>east on <b>S Street Viaduct</b><newline46mondego>"
"3301splitHere46","4414283splitHere46","speak()"
"3302splitHere46","4414283splitHere46","walk()"
"3303splitHere46","4414283splitHere46","Animal"
"3304splitHere46","4414345splitHere46","DefaultMessageListenerContainer"
"3305splitHere46","4414345splitHere46","Lifecycle"
"3306splitHere46","4414345splitHere46","Lifecycle"
"3307splitHere46","4414479splitHere46","new String(<doubleQuotes46>Hello World!<TAG> &nsbp;<doubleQuotes46>.split(<doubleQuotes46><<doubleQuotes46>)[0])<newline46mondego>"
"3308splitHere46","4414563splitHere46","ApplicationContext context = WebApplicationContextUtils.getWebApplicationContext(servletContext);<newline46mondego>Object bean = context.getBean(some.thing.Else.class);<newline46mondego>"
"3309splitHere46","4414563splitHere46","ApplicationContext context = WebApplicationContextUtils.getWebApplicationContext(servletContext);<newline46mondego><newline46mondego>Object bean = context.getBean(some.thing.Else.class);<newline46mondego><newline46mondego>Context initCtx = new InitialContext();<newline46mondego>Context springCtx = initCtx.createSubcontext(<doubleQuotes46>spring<doubleQuotes46>);<newline46mondego><newline46mondego>springCtx.bind(<doubleQuotes46>bean<doubleQuotes46>, bean);<newline46mondego>"
"3310splitHere46","4414563splitHere46","ApplicationContext"
"3311splitHere46","4414563splitHere46","ContextLoaderListener"
"3312splitHere46","4414563splitHere46","<listener><newline46mondego>    <listener-class>org.springframework.web.context.ContextLoaderListener</listener-class><newline46mondego></listener><newline46mondego><newline46mondego><listener><newline46mondego>    <listener-class><newline46mondego>    org.example.sandbox.MyCustomServletContextListener<newline46mondego>  </listener-class><newline46mondego></listener> <newline46mondego>"
"3313splitHere46","4414563splitHere46","ServletContext"
"3314splitHere46","4414563splitHere46","getWebApplicationContext"
"3315splitHere46","4414563splitHere46","ServletContextEvent"
"3316splitHere46","4414563splitHere46","@Override<newline46mondego>public void contextInitialized(ServletContextEvent contextEvent) {<newline46mondego>    try {<newline46mondego>        ApplicationContext appContext = WebApplicationContextUtils.getWebApplicationContext(contextEvent.getServletContext());<newline46mondego><newline46mondego>        // get a bean named <doubleQuotes46>myCalendar<doubleQuotes46> from the application context       <newline46mondego>        Calendar cal = (Calendar)appContext.getBean(<doubleQuotes46>myCalendar<doubleQuotes46>);<newline46mondego><newline46mondego>        // bind via JNDI<newline46mondego>        Context initialContext = new InitialContext();<newline46mondego>        Context subCtx = initialContext.createSubcontext(<doubleQuotes46>sample<doubleQuotes46>);<newline46mondego>        subCtx.bind(<doubleQuotes46>calendar<doubleQuotes46>, cal);<newline46mondego><newline46mondego>    } catch (NamingException e) { // ommitted }<newline46mondego>}<newline46mondego>"
"3317splitHere46","4414747splitHere46","\1"
"3318splitHere46","4414747splitHere46","\2"
"3319splitHere46","4414969splitHere46","public interface ICommand{<newline46mondego>   void execute();<newline46mondego>   void undo();<newline46mondego>   void redo();<newline46mondego>}<newline46mondego>"
"3320splitHere46","4414969splitHere46","class MoveCommand implements ICommand{//parameter to store current board state<newline46mondego>  public MoveCommand(){<newline46mondego>    // new board state is validated<newline46mondego>  }<newline46mondego>  public void execute(){<newline46mondego>    // change the board state<newline46mondego>  }<newline46mondego> public void undo(){ // restore<newline46mondego> }<newline46mondego> public void redo(){ // apply again if possible<newline46mondego> }<newline46mondego>}<newline46mondego>"
"3321splitHere46","4414969splitHere46","class CommandDispatcher{<newline46mondego> private List<ICommand> commands = new ArrayList<ICommand>();<newline46mondego> public CommandDispatcher(){<newline46mondego> }<newline46mondego> private ICommand currentCommand = null;<newline46mondego> public void setCommand(ICommand cmd){<newline46mondego>   currentCommand  = cmd;<newline46mondego>   cmd.execute();<newline46mondego>   commands.add(cmd);<newline46mondego> }<newline46mondego> public void undoAll(){<newline46mondego>    for(ICommand cmd : commands){cmd.undo();}<newline46mondego>}<newline46mondego> public void undo(){<newline46mondego> commands.remove(commands.size()-1);<newline46mondego> currentCommand = commands.get(commands.size()-1)<newline46mondego>}<newline46mondego>public void redo(){<newline46mondego>if(null!=currentCommand) currentCommand.redo();<newline46mondego>}<newline46mondego>"
"3322splitHere46","4415100splitHere46","java.swing.Timer"
"3323splitHere46","4415100splitHere46","java.util.Timer"
"3324splitHere46","4415113splitHere46","public class ColorUtils {<newline46mondego>    private static int FIRST_COLOR = Color.GREEN;<newline46mondego>    private static int SECOND_COLOR = Color.YELLOW;<newline46mondego>    private static int THIRD_COLOR = Color.RED;<newline46mondego><newline46mondego>    public static int getColor(float p) {<newline46mondego>        int c0;<newline46mondego>        int c1;<newline46mondego>        if (p <= 0.5f) {<newline46mondego>            p *= 2;<newline46mondego>            c0 = FIRST_COLOR;<newline46mondego>            c1 = SECOND_COLOR;<newline46mondego>        } else {<newline46mondego>            p = (p - 0.5f) * 2;<newline46mondego>            c0 = SECOND_COLOR;<newline46mondego>            c1 = THIRD_COLOR;<newline46mondego>        }<newline46mondego>        int a = ave(Color.alpha(c0), Color.alpha(c1), p);<newline46mondego>        int r = ave(Color.red(c0), Color.red(c1), p);<newline46mondego>        int g = ave(Color.green(c0), Color.green(c1), p);<newline46mondego>        int b = ave(Color.blue(c0), Color.blue(c1), p);<newline46mondego>        return Color.argb(a, r, g, b);<newline46mondego>    }<newline46mondego><newline46mondego>    private static int ave(int src, int dst, float p) {<newline46mondego>        return src + java.lang.Math.round(p * (dst - src));<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3325splitHere46","4415161splitHere46","singleton"
"3326splitHere46","4415161splitHere46","static"
"3327splitHere46","4415235splitHere46","select ... order by RANDOM() limit 10<newline46mondego>"
