"1splitHere46","1970159splitHere46","while(br.ready()){<newline46mondego>     System.out.println(br.readLine());<newline46mondego>}<newline46mondego>"
"4018splitHere46","2105739splitHere46","public class MultipleArgs {<newline46mondego>public static void main(String [] args){<newline46mondego>    run(new Foo(<doubleQuotes46>foo1<doubleQuotes46>), new Foo(<doubleQuotes46>foo2<doubleQuotes46>), new Foo(<doubleQuotes46>foo3<doubleQuotes46>));<newline46mondego>}<newline46mondego>public static void run(Foo... foos){<newline46mondego>    MyFoo[] myFoos = null;<newline46mondego>    if (foos != null) {<newline46mondego>    myFoos = new MyFoo[foos.length];<newline46mondego>       for (int i = 0; i < foos.length; i++) {<newline46mondego>        myFoos[i] = wrap(foos[i]);<newline46mondego>       }<newline46mondego>      }<newline46mondego>      run(myFoos);<newline46mondego>}<newline46mondego>public static void run(MyFoo... myFoos){<newline46mondego>     if (myFoos!= null) {<newline46mondego>           for (MyFoo myFoo: myFoos) {<newline46mondego>            myFoo.bar();<newline46mondego>           }<newline46mondego>          }<newline46mondego><newline46mondego>}<newline46mondego>private static class Foo {<newline46mondego>    public final String s;<newline46mondego>    public Foo(String s){<newline46mondego>        this.s = s;<newline46mondego>    }<newline46mondego>    @Override<newline46mondego>    public String toString(){<newline46mondego>        return s;<newline46mondego>    }<newline46mondego>}<newline46mondego>private static class MyFoo{<newline46mondego>    private final String s;<newline46mondego>    public MyFoo(String s){<newline46mondego>        this.s = s;<newline46mondego>    }<newline46mondego>    public void bar(){<newline46mondego>        System.out.println(s);<newline46mondego>    }<newline46mondego>    @Override<newline46mondego>    public String toString(){<newline46mondego>        return s;<newline46mondego>    }<newline46mondego>}<newline46mondego>private static MyFoo wrap(Foo foo){<newline46mondego>    return new MyFoo(foo.s); <newline46mondego>}<newline46mondego>"
"4019splitHere46","2105751splitHere46","URL.openStream"
"4020splitHere46","2105853splitHere46","JPanel"
"4021splitHere46","2105853splitHere46","GridBagLayout"
"4022splitHere46","2105853splitHere46","JPanel"
"4023splitHere46","2105853splitHere46","JScrollPane"
"4024splitHere46","2105853splitHere46","JPanel"
"4025splitHere46","2105853splitHere46","JScrollPane"
"4026splitHere46","2105853splitHere46","if (currentPanel != mCurrentPanel)<newline46mondego>{<newline46mondego>    mViewport.setViewportView(currentPanel);<newline46mondego>}<newline46mondego>"
"4027splitHere46","2105853splitHere46","JPanel"
"4028splitHere46","2105853splitHere46","JScrollPane"
"4029splitHere46","2105853splitHere46","FlowLayout"
"4030splitHere46","2105853splitHere46","if (currentPanel != mCurrentPanel)<newline46mondego>{<newline46mondego>    if (mCurrentPanel != null)<newline46mondego>    {<newline46mondego>        mOuterPanel.remove(mCurrentPanel);<newline46mondego>    }<newline46mondego>    mCurrentPanel = currentPanel;<newline46mondego>    mOuterPanel.add(mCurrentPanel);<newline46mondego>}<newline46mondego>"
"4031splitHere46","2105909splitHere46","<project><newline46mondego>  ...<newline46mondego>  <dependencies><newline46mondego>    ...<newline46mondego>    <dependency><newline46mondego>      <groupId>group-a</groupId><newline46mondego>      <artifactId>artifact-b</artifactId><newline46mondego>      <version>1.0</version><newline46mondego>      <scope>test</scope><newline46mondego>    </dependency><newline46mondego>  </dependencies><newline46mondego></project><newline46mondego>"
"4032splitHere46","2106049splitHere46","myPieces[0]"
"4033splitHere46","2106049splitHere46","{ {0,0}, {1,0}, {1,1}, {0,1} }"
"4034splitHere46","2106049splitHere46","myPieces[0][0]"
"4035splitHere46","2106049splitHere46","{0,0}"
"4036splitHere46","2106049splitHere46","myPieces[0][0][0]"
"4037splitHere46","2106049splitHere46","0"
"4038splitHere46","2106315splitHere46","import javax.microedition.lcdui.*;<newline46mondego>import javax.microedition.midlet.MIDlet;<newline46mondego><newline46mondego>public class GetIPAddress extends MIDlet implements CommandListener {<newline46mondego><newline46mondego>  private Display display;<newline46mondego>  private Form form = new Form(<doubleQuotes46>IP Adress Input<doubleQuotes46>);<newline46mondego>  private Command submit = new Command(<doubleQuotes46>Submit<doubleQuotes46>, Command.SCREEN, 1);<newline46mondego>  private Command exit = new Command(<doubleQuotes46>Exit<doubleQuotes46>, Command.EXIT, 1);<newline46mondego><newline46mondego>  private TextField textfield = new TextField(<doubleQuotes46>IP Address:<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>, 30, TextField.ANY);<newline46mondego><newline46mondego>  public GetIPAddress() {<newline46mondego>    display = Display.getDisplay(this);<newline46mondego>    form.addCommand(exit);<newline46mondego>    form.addCommand(submit);<newline46mondego>    form.append(textfield);<newline46mondego>    form.setCommandListener(this);<newline46mondego>  }<newline46mondego><newline46mondego>  public void startApp() {<newline46mondego>    display.setCurrent(form);<newline46mondego>  }<newline46mondego><newline46mondego>  public void pauseApp() {<newline46mondego>  }<newline46mondego><newline46mondego>  public void destroyApp(boolean unconditional) {<newline46mondego>  }<newline46mondego><newline46mondego>  public void commandAction(Command command, Displayable displayable) {<newline46mondego>    if (command == submit) {<newline46mondego>      // Do the manipulation of the IP address here. <newline46mondego>      // You can retrieve it using textfield.getString();<newline46mondego>      form.removeCommand(submit);<newline46mondego>    } else if (command == exit) {<newline46mondego>      destroyApp(false);<newline46mondego>      notifyDestroyed();<newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"4039splitHere46","2106435splitHere46","validate"
"4040splitHere46","2106536splitHere46","<doubleQuotes46>java<doubleQuotes46>,<newline46mondego><doubleQuotes46>-Xms512m<doubleQuotes46>,<newline46mondego><doubleQuotes46>-Xmx1024m<doubleQuotes46>,<newline46mondego><doubleQuotes46>-cp ../lib/spring-1.2.2.jar;../lib/log4j-1.2.8.jar;<doubleQuotes46>+<newline46mondego><doubleQuotes46>../lib/commons-logging-1.0.4.jar;../lib/wrapper.jar<doubleQuotes46>,<newline46mondego><doubleQuotes46>com.project.main.MainProgramLauncher arg1 arg2 ...argN<doubleQuotes46><newline46mondego>"
"4041splitHere46","2106536splitHere46","<doubleQuotes46>java<doubleQuotes46>,<newline46mondego><doubleQuotes46>-Xms512m<doubleQuotes46>,<newline46mondego><doubleQuotes46>-Xmx1024m<doubleQuotes46>,<newline46mondego><doubleQuotes46>-cp<doubleQuotes46>,<newline46mondego><doubleQuotes46>../lib/spring-1.2.2.jar;../lib/log4j-1.2.8.jar;<doubleQuotes46>+<newline46mondego><doubleQuotes46>../lib/commons-logging-1.0.4.jar;../lib/wrapper.jar<doubleQuotes46>,<newline46mondego><doubleQuotes46>com.project.main.MainProgramLauncher<doubleQuotes46>,<newline46mondego><doubleQuotes46>arg1<doubleQuotes46>,<newline46mondego><doubleQuotes46>arg2<doubleQuotes46>,<newline46mondego>...<newline46mondego><doubleQuotes46>argN<doubleQuotes46><newline46mondego>"
"4042splitHere46","2106536splitHere46","java.exe"
"4043splitHere46","2106536splitHere46","ProcessBuilder"
"4044splitHere46","2106536splitHere46","redirectErrorStream(true)"
"4045splitHere46","2106538splitHere46","-Duser.timezone=<doubleQuotes46>Australia/Sydney<doubleQuotes46><newline46mondego>"
"4046splitHere46","2106599splitHere46","rotated = angle() + 90.0;<newline46mondego>"
"4047splitHere46","2106599splitHere46","public double angle()<newline46mondego>{<newline46mondego>  return Math.atan2(ycoord, xcoord) * 180 / Math.PI;<newline46mondego>}<newline46mondego>"
"4048splitHere46","2106599splitHere46","public Point rotate90()<newline46mondego>   {<newline46mondego>      return new CartesianPoint(-yCoord, xCoord);<newline46mondego>   }<newline46mondego>"
"4049splitHere46","2106663splitHere46","private class TextAction extends FocusAdapter<newline46mondego>{<newline46mondego>   @Override<newline46mondego>   public void focusGained(FocusEvent e) <newline46mondego>   { <newline46mondego>       responseTxt.setText(<doubleQuotes46>Got focus<doubleQuotes46>); <newline46mondego>   } <newline46mondego>}<newline46mondego>"
"4050splitHere46","2106882splitHere46","public class MySessionAuthenticationStrategy extends ConcurrentSessionControlStrategy {<newline46mondego>    int MAX_USERS = 1000; // Whatever<newline46mondego>    SessionRegistry sr;<newline46mondego><newline46mondego>    public MySessionAuthenticationStrategy(SessionRegistry sr) {<newline46mondego>        super(sr);<newline46mondego>        this.sr = sr;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void onAuthentication(Authentication authentication, HttpServletRequest request, HttpServletResponse response) {<newline46mondego>        if (sr.getAllPrincipals().size() > MAX_USERS) {<newline46mondego>            throw new SessionAuthenticationException(<doubleQuotes46>Maximum number of users exceeded<doubleQuotes46>);<newline46mondego>        }<newline46mondego>        super.onAuthentication(authentication, request, response);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4051splitHere46","2107120splitHere46","new BaseTable<SomeTypeUnrelatedToStringTableEntry>(rows, cols)<newline46mondego>"
"4052splitHere46","2107120splitHere46","public static BaseTable<StringTableEntry> newStringTableEntryBaseTable(<newline46mondego>    int rows, int cols)<newline46mondego>{<newline46mondego>    return new BaseTable<StringTableEntry>(rows, cols, StringTableEntry.class);<newline46mondego>}<newline46mondego>"
"4053splitHere46","2107120splitHere46","class StringTableEntryBaseTable extends BaseTable<StringTableEntry><newline46mondego>{<newline46mondego>    StringTableEntryBaseTable(int rows, int cols)<newline46mondego>    {<newline46mondego>        super(rows, cols, StringTableEntry.class);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4054splitHere46","2107534splitHere46","A"
"4055splitHere46","2107534splitHere46","B"
"4056splitHere46","2107534splitHere46","A"
"4057splitHere46","2107534splitHere46","B"
"4058splitHere46","2107534splitHere46","B"
"4059splitHere46","2107534splitHere46","A"
"4060splitHere46","2107534splitHere46","B"
"4061splitHere46","2107534splitHere46","A"
"4062splitHere46","2107534splitHere46","B"
"4063splitHere46","2107534splitHere46","C"
"4064splitHere46","2107534splitHere46","B"
"4065splitHere46","2107534splitHere46","A"
"4066splitHere46","2107534splitHere46","C"
"4067splitHere46","2107534splitHere46","C"
"4068splitHere46","2107534splitHere46","B"
"4069splitHere46","2107534splitHere46","A"
"4070splitHere46","2107634splitHere46","repaint(x,y,w,h)"
"4071splitHere46","2107677splitHere46","std::vector<int>"
"4072splitHere46","2107677splitHere46","std::vector<float>"
"4073splitHere46","2107677splitHere46","std::vector<int>"
"4074splitHere46","2107677splitHere46","push_back"
"4075splitHere46","2107677splitHere46","size"
"4076splitHere46","2107836splitHere46","BeanPostProcessor"
"4077splitHere46","2107836splitHere46","BeanPostProcessor"
"4078splitHere46","2107939splitHere46","-bootclasspath"
"4079splitHere46","2108027splitHere46","org.junit"
"4080splitHere46","2108027splitHere46","junit.framework"
"4081splitHere46","2108027splitHere46","@RunWith"
"4082splitHere46","2108110splitHere46","URL url = new URL(<doubleQuotes46>http://yahoo.com<doubleQuotes46>);<newline46mondego>String host = url.getHost();<newline46mondego>InetAddress address = InetAddress.getByName(host);<newline46mondego>String ip = address.getHostAddress();<newline46mondego>"
"4083splitHere46","2108151splitHere46","="
"4084splitHere46","2108151splitHere46","keyValuePair.split(<doubleQuotes46>=<doubleQuotes46>)"
"4085splitHere46","2108151splitHere46",".properties"
"4086splitHere46","2108151splitHere46","java.util.Properties"
"4087splitHere46","2108151splitHere46","public synchronized void load(InputStream inStream) throws IOException<newline46mondego>"
"4088splitHere46","2108209splitHere46","namespace a{ namespace b{ int x; } }<newline46mondego>namespace b{ string x; }<newline46mondego>namespace a<newline46mondego>{<newline46mondego>  b::x = 42;<newline46mondego>}<newline46mondego>"
"4089splitHere46","2108246splitHere46","getDisplay().flashBacklight(100);"
"4090splitHere46","2108246splitHere46","private class WakeTask extends TimerTask<newline46mondego>{<newline46mondego>   public void run()<newline46mondego>   {<newline46mondego>      display.flashBacklight(100);<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"4091splitHere46","2108246splitHere46","***<newline46mondego><newline46mondego>timer = new Timer();<newline46mondego>timer.schedule(new WakeTask(), 0, 10000);<newline46mondego><newline46mondego>***<newline46mondego>"
"4092splitHere46","2108397splitHere46","' data type infered from ifTrue and ifFalse<newline46mondego>... = If(condition, ifTrue, ifFalse)     <newline46mondego>"
"4093splitHere46","2108397splitHere46","' always returns Object, always evaluates both ifTrue and ifFalse<newline46mondego>... = IIf(condition, ifTrue, ifFalse)    <newline46mondego>"
"4094splitHere46","2108776splitHere46","new"
"4095splitHere46","2108776splitHere46","public BaseTable(int rows, int cols, LineFactory factory)"
"4096splitHere46","2108776splitHere46","public BaseTable(int rows, int cols, T prototype)<newline46mondego>{       <newline46mondego>  mRows = rows;<newline46mondego>  mCols = cols;<newline46mondego>  prototype.setColumns(cols);<newline46mondego>  mEntries = new ArrayList<T>();<newline46mondego>  for (int i = 0; i < rows; i++)<newline46mondego>  {<newline46mondego>    @SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>)<newline46mondego>    T newClone = (T)prototype.clone();<newline46mondego>    mEntries.add(newClone); //this obv. does work :)<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>public static void main(String[] args)<newline46mondego>{<newline46mondego>  new BaseTable<SimpleTableEntry>(10, 2, new SimpleTableEntry());<newline46mondego>}<newline46mondego>"
"4097splitHere46","2108845splitHere46","string"
"4098splitHere46","2108845splitHere46","System.String"
"4099splitHere46","2108845splitHere46","System.String"
"4100splitHere46","2108845splitHere46","int x = 5;<newline46mondego>int y = x;<newline46mondego>"
"4101splitHere46","2108845splitHere46","String x = <doubleQuotes46>a<doubleQuotes46>;<newline46mondego>String y = x;<newline46mondego>"
"4102splitHere46","2108845splitHere46","char[] x = <doubleQuotes46>a<doubleQuotes46>.toCharArray();<newline46mondego>char[] y = x;<newline46mondego>x[0] = 'b';<newline46mondego>"
"4103splitHere46","2108845splitHere46","y[0]"
"4104splitHere46","2108845splitHere46","b"
"4105splitHere46","2108845splitHere46","object"
"4106splitHere46","2108858splitHere46","int m[][] = new int[m1.length+m2.length][];<newline46mondego>System.arraycopy(m1, 0, m, 0, m1.length);<newline46mondego>System.arraycopy(m2, 0, m, m1.length, m2.length);<newline46mondego>"
"4107splitHere46","2108904splitHere46","number.nextInt(10)"
"4108splitHere46","2108904splitHere46","public static String randomDigits(Random random, int length)<newline46mondego>{<newline46mondego>    char[] digits = new char[length];<newline46mondego>    // Make sure the leading digit isn't 0.<newline46mondego>    digits[0] = (char)('1' + random.nextInt(9);<newline46mondego>    for (int i = 1; i < length; i++)<newline46mondego>    {<newline46mondego>        digits[i] = (char)('0' + random.nextInt(10));<newline46mondego>    }<newline46mondego>    return new String(digits);<newline46mondego>}<newline46mondego>"
"4109splitHere46","2108904splitHere46","Random"
"4110splitHere46","2108904splitHere46","Random.nextInt(int)"
"4111splitHere46","2108904splitHere46","Math.abs(number.nextInt())%999"
"4112splitHere46","2108959splitHere46","MQQueueConnectionFactory qconFactory = new MQQueueConnectionFactory();<newline46mondego>qconFactory.setTransportType(JMSC.MQJMS_TP_CLIENT_MQ_TCPIP); //Used when the MQSeries server is on a different host from the client<newline46mondego>qconFactory.setQueueManager(queueManager);<newline46mondego>qconFactory.setHostName(hostName);<newline46mondego>qconFactory.setPort(port);<newline46mondego>qconFactory.setChannel(channel);<newline46mondego>connection = qconFactory.createQueueConnection();<newline46mondego>session1 = connection.createQueueSession(true, Session.CLIENT_ACKNOWLEDGE);.....<newline46mondego>"
"4113splitHere46","2108959splitHere46","MQQueueConnectionFactory"
"4114splitHere46","2108959splitHere46","InitialContext"
"4115splitHere46","2108959splitHere46","environment"
"4116splitHere46","2108959splitHere46","Properties p = new Properties();<newline46mondego>p.put(Context.INITIAL_CONTEXT_FACTORY, <doubleQuotes46>weblogic.jndi.WLInitialContextFactory<doubleQuotes46>);<newline46mondego>p.put(Context.PROVIDER_URL,<doubleQuotes46>t3://myhost:7001<doubleQuotes46>);<newline46mondego>ctx = new InitialContext(p);<newline46mondego>"
"4117splitHere46","2108959splitHere46","jndi.properties"
"4118splitHere46","2108959splitHere46","InitialContext"
"4119splitHere46","2108959splitHere46","jndi.properties"
"4120splitHere46","2108959splitHere46","java.naming.provider.url=iiop://myhost:9001<newline46mondego>java.naming.factory.initial=com.ibm.websphere.naming.WsnInitialContextFactory<newline46mondego>"
"4121splitHere46","2108977splitHere46","<ui:include src=<doubleQuotes46>commonFile.jsp<doubleQuotes46>><newline46mondego>    <ui:param name=<doubleQuotes46>reportsBean<doubleQuotes46> value=<doubleQuotes46>#{projectReports}<doubleQuotes46> /><newline46mondego></ui:include><newline46mondego>"
"4122splitHere46","2108977splitHere46","commonFile.jsp"
"4123splitHere46","2108977splitHere46","<h:commandLink id=<doubleQuotes46>sendlink<doubleQuotes46> value=<doubleQuotes46>#{msg['mail.sendLink']}<doubleQuotes46><newline46mondego>               action=<doubleQuotes46>#{reportsBean.sendMail}<doubleQuotes46> /><newline46mondego>"
"4124splitHere46","2108977splitHere46","commonFile.jsp"
"4125splitHere46","2108977splitHere46","<!-- param: reportsBean, required --><newline46mondego><!-- param: showLegend, optional, default: false, type: boolean --><newline46mondego>"
"4126splitHere46","2109017splitHere46",".jar"
"4127splitHere46","2109017splitHere46","JBOSS/server/<configuration>/lib"
"4128splitHere46","2109017splitHere46","JBOSS/lib"
"4129splitHere46","2109017splitHere46","jboss-6.0.0-SNAPSHOT\server\default\conf\jboss-service.xml"
"4130splitHere46","2109017splitHere46","<server><newline46mondego>  <!-- Load all jars from the JBOSS_HOME/server/<config>/lib directory and<newline46mondego>       the shared JBOSS_HOME/common/lib directory. This can be restricted to<newline46mondego>       specific jars by specifying them in the archives attribute.<newline46mondego>       TODO: Move this configuration elsewhere<newline46mondego>  --><newline46mondego>  <classpath codebase=<doubleQuotes46>${jboss.server.lib.url}<doubleQuotes46> archives=<doubleQuotes46>*<doubleQuotes46>/><newline46mondego>  <classpath codebase=<doubleQuotes46>${jboss.common.lib.url}<doubleQuotes46> archives=<doubleQuotes46>*<doubleQuotes46>/><newline46mondego></server><newline46mondego>"
"4131splitHere46","2109017splitHere46","WEB-INF/lib"
"4132splitHere46","2109017splitHere46","JBOSS/server/default/lib"
"4133splitHere46","2109017splitHere46","WEB/lib"
"4134splitHere46","2109017splitHere46","ClassNotFoundException"
"4135splitHere46","2109017splitHere46","ClassCastException"
"4136splitHere46","2109017splitHere46","JBOSS-AS/server/<config>/lib"
"4137splitHere46","2109017splitHere46","ClassCastException"
"4138splitHere46","2109186splitHere46","Calendar"
"4139splitHere46","2109186splitHere46","Calendar"
"4140splitHere46","2109186splitHere46","// We know week number and year.<newline46mondego>int week = 3;<newline46mondego>int year = 2010;<newline46mondego><newline46mondego>// Get calendar, clear it and set week number and year.<newline46mondego>Calendar calendar = Calendar.getInstance();<newline46mondego>calendar.clear();<newline46mondego>calendar.set(Calendar.WEEK_OF_YEAR, week);<newline46mondego>calendar.set(Calendar.YEAR, year);<newline46mondego><newline46mondego>// Now get the first day of week.<newline46mondego>Date date = calendar.getTime();<newline46mondego>"
"4141splitHere46","2109186splitHere46","java.util.Date"
"4142splitHere46","2109186splitHere46","java.util.Calendar"
"4143splitHere46","2109485splitHere46","@XmlAttribute"
"4144splitHere46","2109485splitHere46","registrationSource"
"4145splitHere46","2109485splitHere46","@XmlValue"
"4146splitHere46","2109485splitHere46","code"
"4147splitHere46","2109485splitHere46","@XmlTransient"
"4148splitHere46","2109485splitHere46","RegistrationSource"
"4149splitHere46","2109485splitHere46","id"
"4150splitHere46","2109485splitHere46","@XmlRootElement(name = <doubleQuotes46>subscriptionRequest<doubleQuotes46>) <newline46mondego>public class RegistrationRequest { <newline46mondego><newline46mondego>    private Long id; <newline46mondego>    private RegistrationSource registrationSource; <newline46mondego><newline46mondego>    public Long getId() { return id; }<newline46mondego>    public void setId(Long id) { this.id = id; }<newline46mondego><newline46mondego>    @XmlAttribute<newline46mondego>    public RegistrationSource getRegistrationSource() { return registrationSource; }<newline46mondego>    public void setRegistrationSource(RegistrationSource registrationSource)<newline46mondego>    {<newline46mondego>        this.registrationSource = registrationSource;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4151splitHere46","2109485splitHere46","public class RegistrationSource { <newline46mondego><newline46mondego>    private Integer id; <newline46mondego>    private String code; <newline46mondego><newline46mondego>    @XmlTransient<newline46mondego>    public Integer getId() { return id; }<newline46mondego>    public void setId(Integer id) { this.id = id; }<newline46mondego><newline46mondego>    @XmlValue<newline46mondego>    public String getCode() { return code; }<newline46mondego>    public void setCode(String code) { this.code = code; }<newline46mondego>}<newline46mondego>"
"4152splitHere46","2109840splitHere46","I"
"4153splitHere46","2109840splitHere46","catch (SomeException ex) {<newline46mondego>  ex.printStackTrace();<newline46mondego>}<newline46mondego>"
"4154splitHere46","2109840splitHere46","int"
"4155splitHere46","2109840splitHere46","float"
"4156splitHere46","2109840splitHere46","char"
"4157splitHere46","2109840splitHere46","String"
"4158splitHere46","2109840splitHere46","int"
"4159splitHere46","2109840splitHere46","Integer"
"4160splitHere46","2109840splitHere46","virtual"
"4161splitHere46","2109840splitHere46","foreach (a in b)"
"4162splitHere46","2109840splitHere46","for (a : b)"
"4163splitHere46","2109840splitHere46","internal"
"4164splitHere46","2109840splitHere46","protected internal"
"4165splitHere46","2109840splitHere46","internal"
"4166splitHere46","2109840splitHere46","=="
"4167splitHere46","2109840splitHere46",".equals()"
"4168splitHere46","2109840splitHere46","=="
"4169splitHere46","2109840splitHere46","=="
"4170splitHere46","2109840splitHere46","Foo getFoo()"
"4171splitHere46","2109840splitHere46","void setFoo(Foo foo)"
"4172splitHere46","2109840splitHere46","myList.get(5)"
"4173splitHere46","2109840splitHere46","myList[5]"
"4174splitHere46","2109840splitHere46","Object"
"4175splitHere46","2109840splitHere46","?"
"4176splitHere46","2109840splitHere46","Object"
"4177splitHere46","2109911splitHere46","BigDecimal"
"4178splitHere46","2110069splitHere46","@EJB"
"4179splitHere46","2110107splitHere46","import java.awt.BorderLayout;<newline46mondego>import java.awt.Component;<newline46mondego>import java.awt.event.ActionEvent;<newline46mondego>import java.awt.event.ActionListener;<newline46mondego>import java.util.ArrayList;<newline46mondego>import java.util.Collection;<newline46mondego>import java.util.HashMap;<newline46mondego>import java.util.List;<newline46mondego>import java.util.Map;<newline46mondego>import java.util.Set;<newline46mondego>import java.util.TreeMap;<newline46mondego><newline46mondego>import javax.swing.AbstractListModel;<newline46mondego>import javax.swing.ComboBoxModel;<newline46mondego>import javax.swing.DefaultListCellRenderer;<newline46mondego>import javax.swing.JComboBox;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JLabel;<newline46mondego>import javax.swing.JList;<newline46mondego>import javax.swing.JPanel;<newline46mondego><newline46mondego>public class KeyValueComboboxModel extends AbstractListModel implements ComboBoxModel, Map<String, String> {<newline46mondego><newline46mondego>    private TreeMap<String,String> values = new TreeMap<String,String>();<newline46mondego><newline46mondego>    private Map.Entry<String, String> selectedItem = null;<newline46mondego><newline46mondego>    public Object getSelectedItem() {<newline46mondego>        return selectedItem;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setSelectedItem(Object anItem) {<newline46mondego>        this.selectedItem = (java.util.Map.Entry<String, String>) anItem;<newline46mondego>        fireContentsChanged(this, -1, -1);<newline46mondego>    }<newline46mondego><newline46mondego>    public Object getElementAt(int index) {<newline46mondego>        List<Map.Entry<String, String>> list = new ArrayList<Map.Entry<String, String>>(values.entrySet());<newline46mondego>        return list.get(index);<newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego><newline46mondego>    public int getSize() {<newline46mondego>        return values.size();<newline46mondego>    }<newline46mondego><newline46mondego>    public void clear() {<newline46mondego>        values.clear();<newline46mondego>    }<newline46mondego><newline46mondego>    public boolean containsKey(Object key) {<newline46mondego>        return values.containsKey(key);<newline46mondego>    }<newline46mondego><newline46mondego>    public boolean containsValue(Object value) {<newline46mondego>        return values.containsValue(value);<newline46mondego>    }<newline46mondego><newline46mondego>    public Set<java.util.Map.Entry<String, String>> entrySet() {<newline46mondego>        return values.entrySet();<newline46mondego>    }<newline46mondego><newline46mondego>    public String get(Object key) {<newline46mondego>        return values.get(key);<newline46mondego>    }<newline46mondego><newline46mondego>    public Set<String> keySet() {<newline46mondego>        return values.keySet();<newline46mondego>    }<newline46mondego><newline46mondego>    public String put(String key, String value) {<newline46mondego>        return values.put(key, value);<newline46mondego>    }<newline46mondego><newline46mondego>    public String remove(Object key) {<newline46mondego>        return values.remove(key);<newline46mondego>    }<newline46mondego><newline46mondego>    public int size() {<newline46mondego>        return values.size();<newline46mondego>    }<newline46mondego><newline46mondego>    public Collection<String> values() {<newline46mondego>        return values.values();<newline46mondego>    }<newline46mondego><newline46mondego>    public boolean isEmpty() {<newline46mondego>        return values.isEmpty();<newline46mondego>    }<newline46mondego><newline46mondego>    public void putAll(Map<? extends String, ? extends String> m) {<newline46mondego>        values.putAll(m);<newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>    private static String entryToString(Map.Entry<String, String> entry) {<newline46mondego>        String str = <doubleQuotes46><doubleQuotes46> + entry.getKey() + <doubleQuotes46>-><doubleQuotes46> + entry.getValue();<newline46mondego>        return str;<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego><newline46mondego>        Map<String,String> map= new HashMap<String,String>(){{<newline46mondego>            put(<doubleQuotes46>1<doubleQuotes46>,<doubleQuotes46>blue<doubleQuotes46>);<newline46mondego>            put(<doubleQuotes46>2<doubleQuotes46>,<doubleQuotes46>red<doubleQuotes46>);<newline46mondego>            put(<doubleQuotes46>3<doubleQuotes46>,<doubleQuotes46>white<doubleQuotes46>);<newline46mondego>            put(<doubleQuotes46>4<doubleQuotes46>,<doubleQuotes46>black<doubleQuotes46>);<newline46mondego>        }};<newline46mondego><newline46mondego>        JFrame f = new JFrame();<newline46mondego>        f.setContentPane(new JPanel(new BorderLayout()));<newline46mondego><newline46mondego>        KeyValueComboboxModel model = new KeyValueComboboxModel();<newline46mondego>        model.putAll(map);<newline46mondego><newline46mondego>        final JComboBox combo = new JComboBox(model);<newline46mondego>        combo.setRenderer(new DefaultListCellRenderer(){<newline46mondego><newline46mondego>            @Override<newline46mondego>            public Component getListCellRendererComponent(JList list, Object value, int index,<newline46mondego>                    boolean isSelected, boolean cellHasFocus) {<newline46mondego>                if(value instanceof Map.Entry){<newline46mondego>                    Map.Entry<String,String> entry = (java.util.Map.Entry<String, String>) value;<newline46mondego>                    String str = entryToString(entry);<newline46mondego>                    return super.getListCellRendererComponent(list, str, index, isSelected, cellHasFocus);<newline46mondego>                }<newline46mondego>                return super.getListCellRendererComponent(list, value, index, isSelected, cellHasFocus);<newline46mondego>            }<newline46mondego><newline46mondego>        });<newline46mondego><newline46mondego>        final JLabel lab = new JLabel(<doubleQuotes46>Nothing selected<doubleQuotes46>);<newline46mondego><newline46mondego>        combo.addActionListener(new ActionListener(){<newline46mondego><newline46mondego>            public void actionPerformed(ActionEvent e) {<newline46mondego>                if(combo.getSelectedItem()!=null){<newline46mondego>                    lab.setText(entryToString((java.util.Map.Entry<String, String>) combo.getSelectedItem()));<newline46mondego>                } else {<newline46mondego>                    lab.setText(<doubleQuotes46><doubleQuotes46>);<newline46mondego>                }<newline46mondego><newline46mondego>            }<newline46mondego><newline46mondego>        });<newline46mondego><newline46mondego>        f.getContentPane().add(combo,BorderLayout.CENTER);<newline46mondego>        f.getContentPane().add(lab,BorderLayout.SOUTH);<newline46mondego><newline46mondego>        f.setSize(300,80);<newline46mondego>        f.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        f.setLocationRelativeTo(null);<newline46mondego>        f.setVisible(true);<newline46mondego><newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>}<newline46mondego>"
