"1splitHere46","10107861splitHere46","import java.awt.BorderLayout;<newline46mondego>import java.awt.Image;<newline46mondego>import java.io.File;<newline46mondego>import java.io.IOException;<newline46mondego><newline46mondego>import javax.imageio.ImageIO;<newline46mondego>import javax.swing.ImageIcon;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JLabel;<newline46mondego><newline46mondego>public class ShowImage {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        JFrame frame = new JFrame(<doubleQuotes46>Debug Frame<doubleQuotes46>);<newline46mondego>        frame.setSize(200, 200);<newline46mondego>        frame.setLayout(new BorderLayout());<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego><newline46mondego>        Image image = null;<newline46mondego>        JLabel label = null;<newline46mondego><newline46mondego>        try {<newline46mondego>            image = ImageIO.read(new File(<doubleQuotes46>c:/scratch/hotdog.jpg<doubleQuotes46>));<newline46mondego>            label = new JLabel(new ImageIcon(image));<newline46mondego>        } catch (IOException e) {<newline46mondego>            label.setText(<doubleQuotes46>Image loading failed<doubleQuotes46>);<newline46mondego>        }<newline46mondego><newline46mondego>        frame.add(label,BorderLayout.CENTER);<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5912splitHere46","10251762splitHere46","ClassToInstanceMap"
"5913splitHere46","10251903splitHere46","> db.hcoll.save({_id:1, hashtag:<doubleQuotes46>myHashTag<doubleQuotes46>, count:0, tweetsid:[]})<newline46mondego>> db.hcoll.find()<newline46mondego>{ <doubleQuotes46>_id<doubleQuotes46> : 1, <doubleQuotes46>hashtag<doubleQuotes46> : <doubleQuotes46>myHashTag<doubleQuotes46>, <doubleQuotes46>count<doubleQuotes46> : 0, <doubleQuotes46>tweetsid<doubleQuotes46> : [ ] }<newline46mondego>"
"5914splitHere46","10251903splitHere46","> db.hcoll.update({hashtag:<doubleQuotes46>myHashTag<doubleQuotes46>, tweetsid:{$ne:<doubleQuotes46>id1<doubleQuotes46>}}, {$addToSet:{<doubleQuotes46>tweetsid<doubleQuotes46>:<doubleQuotes46>id1<doubleQuotes46>}, $inc:{<doubleQuotes46>count<doubleQuotes46>:1}})<newline46mondego>> db.hcoll.find()<newline46mondego>{ <doubleQuotes46>_id<doubleQuotes46> : 1, <doubleQuotes46>count<doubleQuotes46> : 1, <doubleQuotes46>hashtag<doubleQuotes46> : <doubleQuotes46>myHashTag<doubleQuotes46>, <doubleQuotes46>tweetsid<doubleQuotes46> : [ <doubleQuotes46>id1<doubleQuotes46> ] }<newline46mondego>"
"5915splitHere46","10251903splitHere46","{tweetsid:{$ne:<doubleQuotes46>id1<doubleQuotes46>}}"
"5916splitHere46","10251903splitHere46","> db.hcoll.update({hashtag:<doubleQuotes46>myHashTag<doubleQuotes46>, tweetsid:{$ne:<doubleQuotes46>id1<doubleQuotes46>}}, {$addToSet:{<doubleQuotes46>tweetsid<doubleQuotes46>:<doubleQuotes46>id1<doubleQuotes46>}, $inc:{<doubleQuotes46>count<doubleQuotes46>:1}})<newline46mondego>> db.hcoll.update({hashtag:<doubleQuotes46>myHashTag<doubleQuotes46>, tweetsid:{$ne:<doubleQuotes46>id1<doubleQuotes46>}}, {$addToSet:{<doubleQuotes46>tweetsid<doubleQuotes46>:<doubleQuotes46>id1<doubleQuotes46>}, $inc:{<doubleQuotes46>count<doubleQuotes46>:1}})<newline46mondego>> db.hcoll.update({hashtag:<doubleQuotes46>myHashTag<doubleQuotes46>, tweetsid:{$ne:<doubleQuotes46>id1<doubleQuotes46>}}, {$addToSet:{<doubleQuotes46>tweetsid<doubleQuotes46>:<doubleQuotes46>id1<doubleQuotes46>}, $inc:{<doubleQuotes46>count<doubleQuotes46>:1}})<newline46mondego>> db.hcoll.find()<newline46mondego>{ <doubleQuotes46>_id<doubleQuotes46> : 1, <doubleQuotes46>count<doubleQuotes46> : 1, <doubleQuotes46>hashtag<doubleQuotes46> : <doubleQuotes46>myHashTag<doubleQuotes46>, <doubleQuotes46>tweetsid<doubleQuotes46> : [ <doubleQuotes46>id1<doubleQuotes46> ] }<newline46mondego>><newline46mondego>"
"5917splitHere46","10251903splitHere46","> db.hcoll.update({hashtag:<doubleQuotes46>myHashTag<doubleQuotes46>, tweetsid:{$ne:<doubleQuotes46>id1<doubleQuotes46>}}, {$addToSet:{<doubleQuotes46>tweetsid<doubleQuotes46>:<doubleQuotes46>id1<doubleQuotes46>}, $inc:{<doubleQuotes46>count<doubleQuotes46>:1}}, true, false)<newline46mondego>> db.hcoll.find()<newline46mondego>{ <doubleQuotes46>_id<doubleQuotes46> : 1, <doubleQuotes46>count<doubleQuotes46> : 1, <doubleQuotes46>hashtag<doubleQuotes46> : <doubleQuotes46>myHashTag<doubleQuotes46>, <doubleQuotes46>tweetsid<doubleQuotes46> : [ <doubleQuotes46>id1<doubleQuotes46> ] }<newline46mondego>{ <doubleQuotes46>_id<doubleQuotes46> : ObjectId(<doubleQuotes46>4f91ae48f48744310eab90d2<doubleQuotes46>), <doubleQuotes46>count<doubleQuotes46> : 1, <doubleQuotes46>hashtag<doubleQuotes46> : <doubleQuotes46>myHashTag<doubleQuotes46>, <doubleQuotes46>tweetsid<doubleQuotes46> : [ <doubleQuotes46>id1<doubleQuotes46> ] }<newline46mondego>> <newline46mondego>"
"5918splitHere46","10252029splitHere46","import java.text.SimpleDateFormat;<newline46mondego><newline46mondego>SimpleDateFormat sdf = new SimpleDateFormat (<doubleQuotes46>yyyy-MM-dd'T'HH:mm:ss'Z'<doubleQuotes46>);<newline46mondego>"
"5919splitHere46","10252029splitHere46","date = sdf.parse (d);<newline46mondego>// java.util.Date = Tue Feb 28 13:10:50 CET 2012<newline46mondego>"
"5920splitHere46","10252054splitHere46","j"
"5921splitHere46","10252290splitHere46","import javax.swing.event.TableModelEvent;<newline46mondego>import javax.swing.table.DefaultTableModel;<newline46mondego>import java.awt.BorderLayout;<newline46mondego>import java.awt.event.ActionEvent;<newline46mondego>import java.awt.event.ActionListener;<newline46mondego>import java.util.Arrays;<newline46mondego>import java.util.Vector;<newline46mondego><newline46mondego>public class ReadFileGUI extends javax.swing.JFrame {<newline46mondego>  private DefaultTableModel tableModel = new DefaultTableModel();<newline46mondego>  private javax.swing.JButton populateTableButton;<newline46mondego>  private javax.swing.JScrollPane tableScrollPane;<newline46mondego>  private javax.swing.JTable table;<newline46mondego><newline46mondego>  public ReadFileGUI() {<newline46mondego>    initComponents();<newline46mondego>    setDefaultCloseOperation( javax.swing.WindowConstants.EXIT_ON_CLOSE);<newline46mondego>  }<newline46mondego><newline46mondego>  @SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>)<newline46mondego>  private void initComponents() {<newline46mondego>    populateTableButton = new javax.swing.JButton();<newline46mondego>    tableScrollPane = new javax.swing.JScrollPane();<newline46mondego>    table = new javax.swing.JTable( tableModel );<newline46mondego><newline46mondego>    populateTableButton.setText( <doubleQuotes46>Test<doubleQuotes46> );<newline46mondego>    populateTableButton.addActionListener( new ActionListener() {<newline46mondego>      @Override<newline46mondego>      public void actionPerformed( ActionEvent evt ) {<newline46mondego>        populateTable();<newline46mondego>      }<newline46mondego>    } );<newline46mondego><newline46mondego>    tableScrollPane.setViewportView( table );<newline46mondego><newline46mondego>    getContentPane().setLayout( new BorderLayout(  ) );<newline46mondego>    getContentPane().add( tableScrollPane, BorderLayout.CENTER );<newline46mondego>    getContentPane().add( populateTableButton, BorderLayout.SOUTH );<newline46mondego>    pack();<newline46mondego>  }<newline46mondego><newline46mondego><newline46mondego>  private void populateTable( ) {<newline46mondego>    String line = <doubleQuotes46>Hello~There~This~Is~A~Test<doubleQuotes46>;<newline46mondego>    String dataValue[] = line.split(<doubleQuotes46>~<doubleQuotes46>);<newline46mondego>    Vector<String> v = new Vector<>( Arrays.asList( dataValue ));<newline46mondego>    tableModel.setColumnCount( v.size() );<newline46mondego>    tableModel.addRow( v );<newline46mondego>  }<newline46mondego><newline46mondego>  public static void main(String args[]) {<newline46mondego>    java.awt.EventQueue.invokeLater(new Runnable() {<newline46mondego>      @Override<newline46mondego>      public void run() {<newline46mondego>        new ReadFileGUI().setVisible(true);<newline46mondego>      }<newline46mondego>    });<newline46mondego>  }         <newline46mondego>}<newline46mondego>"
"5922splitHere46","10252290splitHere46","jTable1.tableChanged(new TableModelEvent(model));"
"5923splitHere46","10252290splitHere46","DefaultTableModel"
"5924splitHere46","10252290splitHere46","addRow"
"5925splitHere46","10252290splitHere46","tableModel.setColumnCount( v.size() );"
"5926splitHere46","10252290splitHere46","DefaultTableModel"
"5927splitHere46","10252290splitHere46","addRow"
"5928splitHere46","10252354splitHere46","JPanel firstPanel = ...;<newline46mondego>JPanel secondPanel = ...;<newline46mondego>JButton button = ...;<newline46mondego>firstPanel.add( button );<newline46mondego>secondPanel.add( button );<newline46mondego>"
"5929splitHere46","10252354splitHere46","button"
"5930splitHere46","10252354splitHere46","GroupLayout"
"5931splitHere46","10252596splitHere46","HandlerIntercepetor"
"5932splitHere46","10252596splitHere46","afterCompletion(..)"
"5933splitHere46","10252596splitHere46","OpenEntityManagerInViewInterceptor"
"5934splitHere46","10252596splitHere46","Filter"
"5935splitHere46","10252596splitHere46","OpenSessionInViewInterceptor"
"5936splitHere46","10252596splitHere46","Filter"
"5937splitHere46","10252618splitHere46","LinearLayout"
"5938splitHere46","10252618splitHere46","View"
"5939splitHere46","10252618splitHere46","LinearLayout"
"5940splitHere46","10252618splitHere46","yourLayout.setOrientation(LinearLayout.VERTICAL);"
"5941splitHere46","10252758splitHere46","NullPointerException"
"5942splitHere46","10253040splitHere46","<activity android:name=<doubleQuotes46>.AllCourseUsers<doubleQuotes46> /><newline46mondego>"
"5943splitHere46","10253131splitHere46","<h:message for=<doubleQuotes46>password<doubleQuotes46> rendered=<doubleQuotes46>#{username.valid}<doubleQuotes46>/><newline46mondego><h:message for=<doubleQuotes46>username<doubleQuotes46>/><newline46mondego><h:inputText id=<doubleQuotes46>username<doubleQuotes46> binding=<doubleQuotes46>#{username}<doubleQuotes46>/><newline46mondego><h:inputText id=<doubleQuotes46>password<doubleQuotes46> binding=<doubleQuotes46>#{password}<doubleQuotes46>/><newline46mondego>"
"5944splitHere46","10253131splitHere46","<h:outputText value=<doubleQuotes46>msg['genericErrorMessage']<doubleQuotes46> rendered=<doubleQuotes46>#{!username.valid || !password.valid}<doubleQuotes46>/><newline46mondego>"
"5945splitHere46","10253145splitHere46","public class Job extends Configured implements Tool {<newline46mondego><newline46mondego>  @Override<newline46mondego>  public int run(String[] args) throws Exception {<newline46mondego>    /* create the Hadoop Job here */<newline46mondego>  }<newline46mondego><newline46mondego>  public static void main(String[] args) {<newline46mondego>    int ret;<newline46mondego>    try {<newline46mondego>      ret = ToolRunner.run(new Job(), args);<newline46mondego>    } catch (Exception e) {<newline46mondego>      e.printStackTrace();<newline46mondego>      ret = -1;<newline46mondego>    }<newline46mondego>    System.exit(ret);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"5946splitHere46","10253145splitHere46","hadoop jar Job.jar -files libnative1.so,libnative1.so.0,libnative1.so.0.1<newline46mondego>"
"5947splitHere46","10253168splitHere46","DateShowAPII"
"5948splitHere46","10253168splitHere46","DateShowAPII"
"5949splitHere46","10253247splitHere46","GLES20.glDrawArrays(GLES20.GL_LINE_LOOP, 0, (int) (ball.getNumSeg() * 3));"
"5950splitHere46","10253247splitHere46","* 3"
"5951splitHere46","10253282splitHere46","JAXBElement"
"5952splitHere46","10253282splitHere46","JAXBInstrospector"
"5953splitHere46","10253282splitHere46","package forum10243679;<newline46mondego><newline46mondego>import java.io.StringReader;<newline46mondego>import javax.xml.bind.*;<newline46mondego>import javax.xml.transform.stream.StreamSource;<newline46mondego><newline46mondego>public class Demo {<newline46mondego><newline46mondego>    private static final String XML = <doubleQuotes46><root/><doubleQuotes46>;<newline46mondego><newline46mondego>    public static void main(String[] args) throws Exception {<newline46mondego>        JAXBContext jc = JAXBContext.newInstance(Root.class);<newline46mondego>        Unmarshaller unmarshaller = jc.createUnmarshaller();<newline46mondego>        JAXBIntrospector jaxbIntrospector = jc.createJAXBIntrospector();<newline46mondego><newline46mondego>        Object object = unmarshaller.unmarshal(new StringReader(XML));<newline46mondego>        System.out.println(object.getClass());<newline46mondego>        System.out.println(jaxbIntrospector.getValue(object).getClass());<newline46mondego><newline46mondego>        Object jaxbElement = unmarshaller.unmarshal(new StreamSource(new StringReader(XML)), Root.class);<newline46mondego>        System.out.println(jaxbElement.getClass());<newline46mondego>        System.out.println(jaxbIntrospector.getValue(jaxbElement).getClass());<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"5954splitHere46","10253282splitHere46","class forum10243679.Root<newline46mondego>class forum10243679.Root<newline46mondego>class javax.xml.bind.JAXBElement<newline46mondego>class forum10243679.Root<newline46mondego>"
"5955splitHere46","10253393splitHere46","Pattern p = Pattern.compile(<doubleQuotes46>^mydb://([^:]+):([^@]+)@[^:]+:\\d+$<doubleQuotes46>);<newline46mondego>"
"5956splitHere46","10253393splitHere46","String str = <doubleQuotes46>mydb://foo:bar@localhost:27017<doubleQuotes46>; <newline46mondego>Pattern p = Pattern.compile(<doubleQuotes46>^mydb://([^:]+):([^@]+)@[^:]+:\\d+$<doubleQuotes46>);<newline46mondego>Matcher matcher = p.matcher(str);<newline46mondego>if (matcher.find())<newline46mondego>    System.out.println(<doubleQuotes46>User: <doubleQuotes46> + matcher.group(1) + <doubleQuotes46>, Password: <doubleQuotes46><newline46mondego>                        + matcher.group(2));<newline46mondego>"
"5957splitHere46","10253393splitHere46","User: foo, Password: bar<newline46mondego>"
"5958splitHere46","10253393splitHere46","String regex = <doubleQuotes46>^mydb://([^:]+):([^@]+)@[^:]+:\\d+$<doubleQuotes46>;<newline46mondego>String user = str.replaceAll(regex, <doubleQuotes46>$1<doubleQuotes46>);<newline46mondego>String pass = str.replaceAll(regex, <doubleQuotes46>$2<doubleQuotes46>)<newline46mondego>"
"5959splitHere46","10253478splitHere46","TextArea"
"5960splitHere46","10253478splitHere46","for (String line : textArea.getText().split(<doubleQuotes46>\\n<doubleQuotes46>)) doStuffWithLine(line);<newline46mondego>"
"5961splitHere46","10253666splitHere46","/<string name=<doubleQuotes46>([^<doubleQuotes46>]+)<doubleQuotes46>>([^<]+)<\/string>/i<newline46mondego>"
"5962splitHere46","10253666splitHere46","app_name"
"5963splitHere46","10253666splitHere46","This is a great app"
"5964splitHere46","10253734splitHere46","executeBatch"
"5965splitHere46","10253755splitHere46","org.eclipse.ui.startup"
"5966splitHere46","10253755splitHere46","Activator"
"5967splitHere46","10253755splitHere46","IStartup"
"5968splitHere46","10253776splitHere46","null"
"5969splitHere46","10253787splitHere46","equal"
"5970splitHere46","10253787splitHere46","super.equals"
"5971splitHere46","10253787splitHere46","super.equals"
"5972splitHere46","10253787splitHere46","equals"
"5973splitHere46","10253787splitHere46","hashCode"
"5974splitHere46","10253798splitHere46","<?php<newline46mondego>      require_once(<doubleQuotes46>http://localhost:8080/JavaBridge/java/Java.inc<doubleQuotes46>);<newline46mondego>      echo java(<doubleQuotes46>java.lang.System<doubleQuotes46>)->getProperties();<newline46mondego>?><newline46mondego>"
"5975splitHere46","10253798splitHere46","require_once(<doubleQuotes46>http://localhost:8080/JavaBridge/java/Java.inc<doubleQuotes46>);<newline46mondego>$yourObj = Javav(<doubleQuotes46>your java class<doubleQuotes46>);<newline46mondego>$yourObj->yourMethod();<newline46mondego>$yourObj->setProperty(<doubleQuotes46>xxx<doubleQuotes46>);<newline46mondego>"
"5976splitHere46","10253989splitHere46","limitLinesListener = new LimitLinesDocumentListener(lines, isAppend);"
"5977splitHere46","10254044splitHere46","img"
"5978splitHere46","10254044splitHere46","E:\java\project\ecadpb\src\main\java\img\device21.png <newline46mondego>"
"5979splitHere46","10254044splitHere46","ClassLoader classLoader = Thread.currentThread().getContextClassLoader();<newline46mondego>URL resource = classLoader.getResource(<doubleQuotes46>img/device21.png<doubleQuotes46>);<newline46mondego>ImageIcon icon = new ImageIcon(resource);<newline46mondego>"
"5980splitHere46","10254209splitHere46","import java.lang.reflect.Method;<newline46mondego>import java.util.Scanner;<newline46mondego><newline46mondego>public class FieldResolutionTest {<newline46mondego>     public static void main (String[] args) throws Exception {<newline46mondego>         Scanner inputScanner = new Scanner(System.in);<newline46mondego>         MethodTester test = new MethodTester();<newline46mondego><newline46mondego>         System.out.println(<doubleQuotes46>Please enter ONE or TWO<doubleQuotes46>);<newline46mondego>         String selection = inputScanner.nextLine();<newline46mondego><newline46mondego>         Method method = MethodTester.class.getMethod(selection);<newline46mondego>         method.invoke(test);<newline46mondego>     }<newline46mondego>}<newline46mondego><newline46mondego>class MethodTester {<newline46mondego>     public void ONE() {<newline46mondego>         System.out.println(<doubleQuotes46>You ran method ONE<doubleQuotes46>);<newline46mondego>     }<newline46mondego><newline46mondego>     public void TWO() {<newline46mondego>         System.out.println(<doubleQuotes46>You ran method TWO<doubleQuotes46>);<newline46mondego>     }<newline46mondego>}<newline46mondego>"
"5981splitHere46","10254209splitHere46","Map<String, Method> methods = new HashMap<String, Method>();<newline46mondego>        for (Method m: MethodTester.class.getMethods()) {<newline46mondego>            methods.put(m.getName(), m);<newline46mondego>        }<newline46mondego><newline46mondego>        if (methods.containsKey(selection)) {<newline46mondego>            methods.get(selection).invoke(test);<newline46mondego>        } else {<newline46mondego>            System.err.println(<doubleQuotes46>No such method: <doubleQuotes46> + selection);<newline46mondego>        }<newline46mondego>"
"5982splitHere46","10254233splitHere46","File->Import->General->Existing Projects Into Workspace<newline46mondego>"
"5983splitHere46","10254233splitHere46","cd somedir<newline46mondego>svn co http://svn.openstreetmap.org/applications/viewer/jmapviewer/<newline46mondego>"
"5984splitHere46","10254335splitHere46","INSERT IGNORE INTO"
"5985splitHere46","10254335splitHere46","MERGE"
"5986splitHere46","10254341splitHere46","LazyConnectionDataSourceProxy"
"5987splitHere46","10254471splitHere46","<doubleQuotes46>[foo<doubleQuotes46>.replaceAll(Pattern.quote(<doubleQuotes46>[<doubleQuotes46>), <doubleQuotes46>\<doubleQuotes46><doubleQuotes46>); <newline46mondego>"
"5988splitHere46","10254521splitHere46","MutableLong"
"5989splitHere46","10254521splitHere46","happens-before"
"5990splitHere46","10254521splitHere46","Outworld.published"
"5991splitHere46","10254750splitHere46","repaint()"
"5992splitHere46","10254750splitHere46","SwingWorker"
"5993splitHere46","10254761splitHere46","MyDocument.Factory.parse(xmlFile, new XmlOptions().setLoadLineNubmers());<newline46mondego>"
"5994splitHere46","10254761splitHere46","import org.apache.xmlbeans.*;<newline46mondego><newline46mondego>public class linenumber<newline46mondego>{<newline46mondego>    public static void main(String[] args) throws XmlException<newline46mondego>    {<newline46mondego>        XmlOptions options = new XmlOptions().setLoadLineNumbers();<newline46mondego>        XmlObject xobj = XmlObject.Factory.parse(<doubleQuotes46><a>\n<b>test</b>\n<c>test</c>\n</a><doubleQuotes46>, options);<newline46mondego><newline46mondego>        // let's get the line number for the '<c>' xml object<newline46mondego>        XmlObject cobj = xobj.selectPath(<doubleQuotes46>.//c<doubleQuotes46>)[0];<newline46mondego>        System.out.println(cobj.xmlText());<newline46mondego><newline46mondego>        XmlCursor c = null;<newline46mondego>        try<newline46mondego>        {<newline46mondego>            c = cobj.newCursor();<newline46mondego><newline46mondego>            // search for XmlLineNumber bookmark<newline46mondego>            XmlLineNumber ln =<newline46mondego>                (XmlLineNumber) c.getBookmark( XmlLineNumber.class );<newline46mondego><newline46mondego>            if (ln == null)<newline46mondego>                ln = (XmlLineNumber) c.toPrevBookmark( XmlLineNumber.class );<newline46mondego><newline46mondego>            if (ln != null)<newline46mondego>            {<newline46mondego>                int line = ln.getLine();<newline46mondego>                int column = ln.getColumn();<newline46mondego>                int offset = ln.getOffset();<newline46mondego><newline46mondego>                System.out.println(<doubleQuotes46>line=<doubleQuotes46> + line + <doubleQuotes46>, col=<doubleQuotes46> + column + <doubleQuotes46>, offset=<doubleQuotes46> + offset);<newline46mondego>            }<newline46mondego>        }<newline46mondego>        finally<newline46mondego>        {<newline46mondego>            if (c != null) c.dispose();<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5995splitHere46","10254794splitHere46","^(?!nil$).*<newline46mondego>"
"5996splitHere46","10254794splitHere46",".*"
"5997splitHere46","10254794splitHere46","^(?![nN][iI][lL]$).*<newline46mondego>"
"5998splitHere46","10254794splitHere46","^       # start of string anchor<newline46mondego>(?!     # start negative lookahead (fail if...)<newline46mondego>   nil    # literal characters 'nil'<newline46mondego>   $      # end of string<newline46mondego>)       # end lookahead<newline46mondego>.*      # consume string (not necessary, but it acts more like a typical regex)<newline46mondego>"
"5999splitHere46","10254794splitHere46","nil\n"
"6000splitHere46","10254794splitHere46","\z"
"6001splitHere46","10254794splitHere46","$"
"6002splitHere46","10254794splitHere46","^(?!nil\z).*"
"6003splitHere46","10255063splitHere46","<doubleQuotes46>a[ ]b<doubleQuotes46><newline46mondego>"
"6004splitHere46","10255176splitHere46","iter3.hasNext()"
"6005splitHere46","10255176splitHere46","iter.hasNext()"
"6006splitHere46","10255317splitHere46","ctrl-c ctrl-c"
"6007splitHere46","10255317splitHere46","kill"
"6008splitHere46","10255317splitHere46","M-x slime-quit-lisp"
"6009splitHere46","10255317splitHere46","clojure-jack-in"
"6010splitHere46","10255461splitHere46","src/main"
"6011splitHere46","10255461splitHere46","src/test"
"6012splitHere46","10255461splitHere46","target/classes"
"6013splitHere46","10255461splitHere46","target/test-classes"
"6014splitHere46","10255461splitHere46","public"
"6015splitHere46","10255461splitHere46","public"
"6016splitHere46","10255593splitHere46","Edge"
"6017splitHere46","10255593splitHere46","Edge"
"6018splitHere46","10255593splitHere46","class Graph<E> {<newline46mondego>    private List<Vertex<E>> vertices;<newline46mondego><newline46mondego>    private static class Vertex<E> {<newline46mondego>        E elem;<newline46mondego>        List<Vertex<E>> neighbors;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6019splitHere46","10255604splitHere46","Intent i = new Intent(Intent.ACTION_SEND);<newline46mondego>i.setType(<doubleQuotes46>text/plain<doubleQuotes46>);<newline46mondego>i.putExtra(Intent.EXTRA_EMAIL, new String[] { <doubleQuotes46>myemail@example.com<doubleQuotes46> });<newline46mondego>i.putExtra(Intent.EXTRA_SUBJECT, <doubleQuotes46>Adding new shop to MinuteMap<doubleQuotes46>);<newline46mondego>i.putExtra(Intent.EXTRA_TEXT, <doubleQuotes46>nll<doubleQuotes46>); <newline46mondego>startActivity(i);<newline46mondego>"
"6020splitHere46","10255685splitHere46","pack()"
"6021splitHere46","10255685splitHere46","import java.awt.Dimension;<newline46mondego>import java.awt.EventQueue;<newline46mondego>import java.awt.Graphics;<newline46mondego>import java.awt.Graphics2D;<newline46mondego>import java.awt.geom.Ellipse2D;<newline46mondego>import java.awt.geom.Rectangle2D;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JPanel;<newline46mondego><newline46mondego>/** #see http://stackoverflow.com/a/10255685/230513 */<newline46mondego>public class Test {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        EventQueue.invokeLater(new Runnable() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                JFrameTest frame = new JFrameTest();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class JFrameTest extends JFrame {<newline46mondego><newline46mondego>    public JFrameTest() {<newline46mondego>        this.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        this.setTitle(<doubleQuotes46>Test<doubleQuotes46>);<newline46mondego>        this.add(new JPanelTest());<newline46mondego>        this.pack();<newline46mondego>        this.setLocationByPlatform(true);<newline46mondego>        this.setVisible(true);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class JPanelTest extends JPanel {<newline46mondego><newline46mondego>    private static final int R = 60;<newline46mondego>    private static final int D = 2 * R;<newline46mondego>    private static final int W = 50;<newline46mondego>    private static final int E = 2 * W;<newline46mondego><newline46mondego>    @Override<newline46mondego>    public Dimension getPreferredSize() {<newline46mondego>        return new Dimension(300, 300);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void paintComponent(Graphics g) {<newline46mondego>        Graphics2D g2 = (Graphics2D) g;<newline46mondego>        Ellipse2D circle = new Ellipse2D.Double(<newline46mondego>            getWidth() - D, getHeight() - D, D, D);<newline46mondego>        g2.draw(circle);<newline46mondego>        Rectangle2D rect = new Rectangle2D.Double(0, 0, E, E);<newline46mondego>        g2.draw(rect);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6022splitHere46","10255733splitHere46","ClassNotFoundException"
"6023splitHere46","10255733splitHere46","System.err"
"6024splitHere46","10255733splitHere46","throw new ServletException(<doubleQuotes46>Class not found Error<doubleQuotes46>, e);<newline46mondego>"
"6025splitHere46","10255773splitHere46","sun.misc.Unsafe"
"6026splitHere46","10255773splitHere46","Unsafe"
"6027splitHere46","10255773splitHere46","java.util.concurrent.locks.Lock"
"6028splitHere46","10255773splitHere46","tryLock()"
"6029splitHere46","10255773splitHere46","false"
"6030splitHere46","10255773splitHere46","Lock"
"6031splitHere46","10256039splitHere46","enum"
"6032splitHere46","10256039splitHere46","TRUE"
"6033splitHere46","10256039splitHere46","FALSE"
"6034splitHere46","10256039splitHere46","String"
"6035splitHere46","10256039splitHere46","enum"
"6036splitHere46","10256039splitHere46","=="
"6037splitHere46","10256039splitHere46","equals()"
"6038splitHere46","10256039splitHere46","String"
"6039splitHere46","10256137splitHere46","if(line.contains(<doubleQuotes46>ABC<doubleQuotes46>))<newline46mondego>{<newline46mondego>   words++;<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>String lineToTest = <doubleQuotes46>ABC , sdq2we9ieorwq , EFG<doubleQuotes46><newline46mondego><newline46mondego>if(line.contains(<doubleQuotes46>ABC<doubleQuotes46>))<newline46mondego>{<newline46mondego>   words++;<newline46mondego>}<newline46mondego><newline46mondego>if(line.contains(<doubleQuotes46>EFG<doubleQuotes46>))<newline46mondego>{<newline46mondego>  words++;<newline46mondego>}<newline46mondego>"
"6040splitHere46","10256290splitHere46","<bean id=<doubleQuotes46>mailSender<doubleQuotes46> class=<doubleQuotes46>org.springframework.mail.javamail.JavaMailSenderImpl<doubleQuotes46>><newline46mondego>   <property name=<doubleQuotes46>host<doubleQuotes46> value=<doubleQuotes46>localhost<doubleQuotes46> /><newline46mondego>   <property name=<doubleQuotes46>port<doubleQuotes46> value=<doubleQuotes46>25<doubleQuotes46> /><newline46mondego></bean><newline46mondego>"
"6041splitHere46","10256306splitHere46","JFrame"
