"1splitHere46","9873383splitHere46","final ClientBootstrap bs = new ClientBootstrap(...);<newline46mondego>final InetSocketAddress address = new InetSocketAddress(<doubleQuotes46>remoteip<doubleQuotes46>, 110);<newline46mondego>final int maxretries = 5;<newline46mondego>final AtomicInteger count = new AtomicInteger();<newline46mondego>bs.connect(address).addListener(new ChannelFutureListener() {<newline46mondego><newline46mondego>    public void operationComplete(ChannelFuture future) throws Exception {<newline46mondego>        if (!future.isSuccess()) {<newline46mondego>            if (count.incrementAndGet() > maxretries) {<newline46mondego>                // fails to connect even after maxretries do something<newline46mondego>            } else {<newline46mondego>                // retry<newline46mondego>                bs.connect(address).addListener(this);<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"6219splitHere46","10023868splitHere46","String.Length"
"6220splitHere46","10023868splitHere46","ICollection.Count"
"6221splitHere46","10023868splitHere46","// This should be considered unsigned - so a value of -1 is <doubleQuotes46>really<doubleQuotes46> 65535<newline46mondego>short length = /* some value */;<newline46mondego>// This is really signed<newline46mondego>short foo = /* some value */;<newline46mondego><newline46mondego>boolean result = foo < length;<newline46mondego>"
"6222splitHere46","10023868splitHere46","foo"
"6223splitHere46","10023868splitHere46","length"
"6224splitHere46","10023868splitHere46","length"
"6225splitHere46","10023868splitHere46","foo"
"6226splitHere46","10023963splitHere46","toEncode[i] = (toEncode[i] + 13 - (int)'a') % 25 + (int)'a';<newline46mondego>"
"6227splitHere46","10023967splitHere46","<variable name=<doubleQuotes46>listVar<doubleQuotes46> class=<doubleQuotes46>java.util.List<doubleQuotes46>><newline46mondego>    <variableExpression><![CDATA[Arrays.asList(new String[] {<doubleQuotes46>1-2pm<doubleQuotes46>, <doubleQuotes46>2-3pm<doubleQuotes46>, <doubleQuotes46>3-4pm<doubleQuotes46>, <doubleQuotes46>4-5pm<doubleQuotes46>})]]></variableExpression><newline46mondego>    <initialValueExpression><![CDATA[Arrays.asList(new String[] {<doubleQuotes46>1-2pm<doubleQuotes46>, <doubleQuotes46>2-3pm<doubleQuotes46>, <doubleQuotes46>3-4pm<doubleQuotes46>, <doubleQuotes46>4-5pm<doubleQuotes46>})]]></initialValueExpression><newline46mondego></variable><newline46mondego>"
"6228splitHere46","10024025splitHere46","<xml>text</xml><newline46mondego><newline46mondego>if test == </xml> the XML will be clearly invalid:<newline46mondego><newline46mondego><xml></xml></xml><newline46mondego>"
"6229splitHere46","10024025splitHere46","<xml>&lt;/xml></xml><newline46mondego>"
"6230splitHere46","10024042splitHere46","String[] a = new String[1];<newline46mondego>a[0] += 1;<newline46mondego>System.out.println(a[0]);<newline46mondego>"
"6231splitHere46","10024042splitHere46","a[0] = 1;"
"6232splitHere46","10024042splitHere46","a[0] = (String) null + 1<newline46mondego>"
"6233splitHere46","10024042splitHere46","String[] a = new String[1];<newline46mondego>a[0] = Integer.toString(1);<newline46mondego>System.out.println(a[0]);<newline46mondego>"
"6234splitHere46","10024042splitHere46","String[] a = new String[1];<newline46mondego>if (a[0] == null) {<newline46mondego>    a[0] = Integer.toString(1);<newline46mondego>} else {<newline46mondego>    a[0] += 1;<newline46mondego>}<newline46mondego>System.out.println(a[0]);<newline46mondego>"
"6235splitHere46","10024215splitHere46","equalsIgnoreCase()<newline46mondego><newline46mondego>      {<newline46mondego>            this.readSms(<doubleQuotes46>inbox<doubleQuotes46>);<newline46mondego> Log.d(<doubleQuotes46>entering into <doubleQuotes46>,<doubleQuotes46>inbox<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    }<newline46mondego>    public void readSms(String folder)<newline46mondego>    {<newline46mondego><newline46mondego>        if(folder.equals(<doubleQuotes46>inbox<doubleQuotes46>))<newline46mondego><newline46mondego>uriSMSURI = Uri.parse(<doubleQuotes46>content://sms/inbox<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"6236splitHere46","10024329splitHere46","MouseInfo.getPointerInfo().getLocation().x;<newline46mondego>MouseInfo.getPointerInfo().getLocation().y;<newline46mondego>"
"6237splitHere46","10024404splitHere46","<service />"
"6238splitHere46","10024404splitHere46","Intent intent = new Intent();<newline46mondego>intent.setClassName(<newline46mondego>  <doubleQuotes46>com.example.app1<doubleQuotes46> /* your package which contains service */,<newline46mondego>  <doubleQuotes46>com.example.services.MessengerService<doubleQuotes46> /* service name */<newline46mondego>);<newline46mondego><newline46mondego>bindService(intent, mConnection, Context.BIND_AUTO_CREATE);<newline46mondego>"
"6239splitHere46","10024404splitHere46","android:process=<doubleQuotes46>:remote<doubleQuotes46>"
"6240splitHere46","10024663splitHere46","<project><newline46mondego>  <groupId>my.group</groupId><newline46mondego>  <artifactId>parent</artifactId><newline46mondego>  <version>0.0.1</version><newline46mondego>  <packaging>pom</packaging><newline46mondego><newline46mondego>  <modules><newline46mondego>    <module>core</module><newline46mondego>    <module>child</module><newline46mondego>    <!-- possibly more modules... --><newline46mondego>  </modules><newline46mondego></project><newline46mondego>"
"6241splitHere46","10024663splitHere46","<project><newline46mondego>  <parent><newline46mondego>    <groupId>my.group</groupId><newline46mondego>    <artifactId>parent</artifactId><newline46mondego>    <version>0.0.1</version><newline46mondego>  </parent><newline46mondego>  <artifactId>core</artifactId><newline46mondego>  <packaging>jar</packaging><newline46mondego></project><newline46mondego>"
"6242splitHere46","10024663splitHere46","<project><newline46mondego>  <parent><newline46mondego>    <groupId>my.group</groupId><newline46mondego>    <artifactId>parent</artifactId><newline46mondego>    <version>0.0.1</version><newline46mondego>  </parent><newline46mondego>  <artifactId>module1</artifactId><newline46mondego>  <packaging>war</packaging><newline46mondego><newline46mondego>  <dependencies><newline46mondego>    <dependency><newline46mondego>      <groupId>my.group</groupId><newline46mondego>      <artifactId>core</artifactId><newline46mondego>      <version>${project.version}</version><newline46mondego>    </dependency><newline46mondego>  </dependencies><newline46mondego></project><newline46mondego>"
"6243splitHere46","10024778splitHere46","msg_data"
"6244splitHere46","10024778splitHere46","if statement"
"6245splitHere46","10024778splitHere46","private static synchronized String[][] map2data(Map<String, Object> map) {<newline46mondego>String[][] msg_data = null;<newline46mondego>    if (map != null) {<newline46mondego>        msg_data = (String[][]) map.get(<doubleQuotes46>message_data<doubleQuotes46>);<newline46mondego>       } <newline46mondego>return msg_data;<newline46mondego>}<newline46mondego>"
"6246splitHere46","10024795splitHere46","ResultSet"
"6247splitHere46","10024795splitHere46","java.util.List"
"6248splitHere46","10024795splitHere46","java.sql.ResultSet"
"6249splitHere46","10024795splitHere46","ResultSet"
"6250splitHere46","10024795splitHere46","QueryRunner run = new QueryRunner(dataSource);<newline46mondego>ResultSetHandler<List<Person>> h<newline46mondego>  = new BeanListHandler<Person>(Person.class);<newline46mondego>List<Person> persons = run.query(<doubleQuotes46>SELECT * FROM Person<doubleQuotes46>, h);<newline46mondego>"
"6251splitHere46","10024795splitHere46","List<Person> list =<newline46mondego>DSL.using(connection, sqldialect)<newline46mondego>   .fetch(<doubleQuotes46>SELECT * FROM Person<doubleQuotes46>);<newline46mondego>   .into(Person.class);<newline46mondego>"
"6252splitHere46","10024795splitHere46","JdbcTemplate template = // ...<newline46mondego>List result = template.query(<doubleQuotes46>SELECT * FROM Person<doubleQuotes46>, rowMapper);<newline46mondego>"
"6253splitHere46","10024807splitHere46","Date last_date_date = new SimpleDateFormat(<doubleQuotes46>yyyy-MM-dd<doubleQuotes46>).parse(<doubleQuotes46>2017-04-30<doubleQuotes46>);<newline46mondego>System.out.println(new SimpleDateFormat(<doubleQuotes46>yyyy-MM-dd<doubleQuotes46>).format(last_date_date));<newline46mondego>"
"6254splitHere46","10024807splitHere46","2017-04-30<newline46mondego>"
"6255splitHere46","10024887splitHere46","IOException"
"6256splitHere46","10024887splitHere46","URL"
"6257splitHere46","10024887splitHere46","URLConnection"
"6258splitHere46","10024887splitHere46","setDoOutput(true)"
"6259splitHere46","10025045splitHere46","Collections"
"6260splitHere46","10025045splitHere46","public static Map <Long,Message> map1 = <newline46mondego>Collections.synchronizedMap(new TreeMap<Long,Message>());<newline46mondego>"
"6261splitHere46","10025052splitHere46","ApplicaitonContext"
"6262splitHere46","10025052splitHere46","FileSystemXmlApplicationContext"
"6263splitHere46","10025052splitHere46","FileSystemXmlApplicationContext"
"6264splitHere46","10025058splitHere46","<plugin><newline46mondego>      <artifactId>maven-resources-plugin</artifactId><newline46mondego>      <version>2.5</version><newline46mondego>      <configuration><newline46mondego>        <encoding>UTF-8</encoding><newline46mondego>        <nonFilteredFileExtensions><newline46mondego>          <nonFilteredFileExtension>xls</nonFilteredFileExtension><newline46mondego>        </nonFilteredFileExtensions><newline46mondego>      </configuration><newline46mondego>    </plugin><newline46mondego>"
"6265splitHere46","10025191splitHere46","add(new Label(<doubleQuotes46>name<doubleQuotes46>, Model.of(person.getName()));<newline46mondego>"
"6266splitHere46","10025191splitHere46","person.getName()"
"6267splitHere46","10025191splitHere46","PropertyModel"
"6268splitHere46","10025191splitHere46","AbstractReadOnlyModel"
"6269splitHere46","10025191splitHere46","getObject()"
"6270splitHere46","10025191splitHere46","onInitialze()"
"6271splitHere46","10025191splitHere46","public String getXXX() {}"
"6272splitHere46","10025191splitHere46","Label label = new Label(<doubleQuotes46>someID<doubleQuotes46>, new PropertyModel(this, <doubleQuotes46>XXX<doubleQuotes46>));<newline46mondego>"
"6273splitHere46","10025191splitHere46","this"
"6274splitHere46","10025335splitHere46","try {     <newline46mondego>       Thread.sleep(5000);<newline46mondego>       // Task.initializeIt();<newline46mondego>  } catch (InterruptedException ie) {    <newline46mondego>          //   break;          // just ignore it<newline46mondego>  } <newline46mondego>"
"6275splitHere46","10025407splitHere46","ImageMatrix"
"6276splitHere46","10025407splitHere46","ImageMatrix"
"6277splitHere46","10025407splitHere46","class ImageMatrix {<newline46mondego><newline46mondego>    MatrixHelperOne helperOne = new MatrixHelperOne();<newline46mondego><newline46mondego>    ...<newline46mondego><newline46mondego>    public void complexMethod1(Arg arg) {<newline46mondego>        helperOne.complexMethod1(arg);<newline46mondego>    }<newline46mondego><newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"6278splitHere46","10025493splitHere46","getErrorReport"
"6279splitHere46","10025493splitHere46","<property name=<doubleQuotes46>defaultErrorView<doubleQuotes46> value=<doubleQuotes46>/WEB-INF/jsp/error.jsp<doubleQuotes46> /><newline46mondego>"
"6280splitHere46","10025493splitHere46","exception"
"6281splitHere46","10025493splitHere46","<c:forEach items=<doubleQuotes46>${exception.stackTrace}<doubleQuotes46> var=<doubleQuotes46>element<doubleQuotes46>><newline46mondego>    <c:out value=<doubleQuotes46>${element}<doubleQuotes46>><newline46mondego></c:forEach><newline46mondego>"
"6282splitHere46","10025609splitHere46","@(a.toInt + b.toInt)"
"6283splitHere46","10025787splitHere46","getField"
"6284splitHere46","10025787splitHere46","Class"
"6285splitHere46","10025787splitHere46","lua_next"
"6286splitHere46","10025790splitHere46","SWT.BORDER"
"6287splitHere46","10025790splitHere46","SWT.BORDER_SOLID"
"6288splitHere46","10025790splitHere46","getBackground()"
"6289splitHere46","10025790splitHere46","PopupDialog"
"6290splitHere46","10025790splitHere46","createDialogArea(..)"
"6291splitHere46","10025790splitHere46","PopupDialog"
"6292splitHere46","10025790splitHere46","@Override<newline46mondego>protected Control createContents(Composite parent) {<newline46mondego>  Composite contents = super.createContents(parent);<newline46mondego><newline46mondego>  // set the color here<newline46mondego><newline46mondego>  return contents;<newline46mondego>}<newline46mondego>"
"6293splitHere46","10025855splitHere46","/"
"6294splitHere46","10025855splitHere46","0"
"6295splitHere46","10025855splitHere46","CronExpression"
"6296splitHere46","10025855splitHere46","0 0 * * * ?<newline46mondego>"
"6297splitHere46","10025855splitHere46","0"
"6298splitHere46","10025855splitHere46","if ((incr == 0 || incr == -1) && val != ALL_SPEC_INT) {<newline46mondego>        if (val != -1) {<newline46mondego>            set.add(Integer.valueOf(val));<newline46mondego>        } else {<newline46mondego>            set.add(NO_SPEC);<newline46mondego>        }<newline46mondego><newline46mondego>        return;<newline46mondego>    }<newline46mondego>"
"6299splitHere46","10025915splitHere46","bit 0 set encodes to string <doubleQuotes46>0100<doubleQuotes46> = 0x30 0x31 0x30 0x30<newline46mondego>bit 1 set                   <doubleQuotes46>0200<doubleQuotes46> = 0x30 0x32 0x30 0x30<newline46mondego>bit 2 set                   <doubleQuotes46>0400<doubleQuotes46> = 0x30 0x34 0x30 0x30<newline46mondego>0+2                         <doubleQuotes46>0500<doubleQuotes46> = 0x30 0x30 0x30 0x30<newline46mondego>0+9                         <doubleQuotes46>0102<doubleQuotes46> = 0x30 0x31 0x30 0x32<newline46mondego>0,1,2,3,4,5,9               <doubleQuotes46>3F02<doubleQuotes46> = 0x33 0x46 0x30 0x32<newline46mondego>"
"6300splitHere46","10025915splitHere46","n"
"6301splitHere46","10025915splitHere46","String output = Integer.toHexString((n >> 4) & 0xf)<newline46mondego>              + Integer.toHexString(n & 0xf)<newline46mondego>              + Integer.toHexString((n >> 12) & 0xf)<newline46mondego>              + Integer.toHexString((n >> 8) & 0xf);<newline46mondego>byte[] data = output.toUpperCase().getBytes(<doubleQuotes46>ASCII<doubleQuotes46>);<newline46mondego>"
"6302splitHere46","10025915splitHere46","byte[] data = new byte[4];<newline46mondego>data[0] = (byte)((n >> 4) & 0xf);<newline46mondego>data[1] = (byte)(n & 0xf);<newline46mondego>data[2] = (byte)((n >> 12) & 0xf);<newline46mondego>data[3] = (byte)((n >> 8) & 0xf);<newline46mondego>for(int i = 0; i < 4; ++i) {<newline46mondego>    data[i] += (data[i] < 10) ? '0' : ('A' - 10);<newline46mondego>}<newline46mondego>"
"6303splitHere46","10025915splitHere46","int bits = (((data[0] & 0xf) + ((data[0] >= 'A') ? 9 : 0)) << 4)<newline46mondego>           | ((data[1] & 0xf) + ((data[1] >= 'A') ? 9 : 0))<newline46mondego>           | (((data[2] & 0xf) + ((data[2] >= 'A') ? 9 : 0)) << 12)<newline46mondego>           | (((data[3] & 0xf) + ((data[3] >= 'A') ? 9 : 0)) << 8);<newline46mondego>"
"6304splitHere46","10026029splitHere46","package biz.slwdesign.tvlocallysouthdevon;<newline46mondego><newline46mondego>import android.app.Activity;<newline46mondego>import android.content.pm.ActivityInfo;<newline46mondego>import android.media.MediaPlayer;<newline46mondego>import android.media.MediaPlayer.OnCompletionListener;<newline46mondego>import android.os.Bundle;<newline46mondego>import android.view.View;<newline46mondego>import android.view.View.OnClickListener;<newline46mondego>import android.widget.ImageButton;<newline46mondego>import android.widget.MediaController;<newline46mondego>import android.widget.VideoView;<newline46mondego><newline46mondego>public class Watch extends Activity implements OnClickListener {<newline46mondego><newline46mondego>protected void onCreate(Bundle savedInstanceState) {<newline46mondego>    super.onCreate(savedInstanceState);<newline46mondego>    setRequestedOrientation(ActivityInfo.SCREEN_ORIENTATION_NOSENSOR);<newline46mondego>    setRequestedOrientation(ActivityInfo.SCREEN_ORIENTATION_SENSOR);<newline46mondego>    setContentView(R.layout.watch);<newline46mondego><newline46mondego><newline46mondego>    //ImageButton1<newline46mondego>    ImageButton video1 = (ImageButton) findViewById(R.id.ImageButton1);<newline46mondego>    video1.setOnClickListener(this);<newline46mondego><newline46mondego>    //ImageButton2<newline46mondego>    ImageButton video2 = (ImageButton) findViewById(R.id.ImageButton2);<newline46mondego>    video2.setOnClickListener(this);<newline46mondego><newline46mondego>    //ImageButton3<newline46mondego>    ImageButton video3 = (ImageButton) findViewById(R.id.ImageButton3);<newline46mondego>    video3.setOnClickListener(this);<newline46mondego><newline46mondego>    //ImageButton4<newline46mondego>    ImageButton video4 = (ImageButton) findViewById(R.id.ImageButton4);<newline46mondego>    video4.setOnClickListener(this);<newline46mondego><newline46mondego>    //ImageButton5<newline46mondego>    ImageButton video5 = (ImageButton) findViewById(R.id.ImageButton5);<newline46mondego>    video5.setOnClickListener(this);<newline46mondego><newline46mondego>    //ImageButton6<newline46mondego>    ImageButton video6 = (ImageButton) findViewById(R.id.ImageButton6);<newline46mondego>    video6.setOnClickListener(this);<newline46mondego><newline46mondego>    //ImageButton7<newline46mondego>    ImageButton video7 = (ImageButton) findViewById(R.id.ImageButton7);<newline46mondego>    video7.setOnClickListener(this);<newline46mondego><newline46mondego>    //ImageButton7<newline46mondego>    ImageButton video8 = (ImageButton) findViewById(R.id.ImageButton8);<newline46mondego>    video8.setOnClickListener(this);<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>public void onClick(View v) {<newline46mondego><newline46mondego>    setContentView(R.layout.watch);<newline46mondego>    VideoView videoview1 = (VideoView) findViewById(R.id.videoView1);<newline46mondego>    videoview1.setMediaController(new MediaController(this));<newline46mondego>    if(v.getId() == R.id.ImageButton1){<newline46mondego>    videoview1.setVideoPath(<doubleQuotes46>http://slwdesign.biz/android/austins.mp4<doubleQuotes46>);<newline46mondego>    }<newline46mondego>    if (v.getId() == R.id.ImageButton2){ <newline46mondego>    videoview1.setVideoPath(<doubleQuotes46>http://slwdesign.biz/android/brownsWigs.mp4<doubleQuotes46>);<newline46mondego>    }<newline46mondego>    if (v.getId() == R.id.ImageButton3){<newline46mondego>    videoview1.setVideoPath(<doubleQuotes46>http://slwdesign.biz/android/frames&Boxes.mp4<doubleQuotes46>);<newline46mondego>    }<newline46mondego>    if (v.getId() == R.id.ImageButton4){<newline46mondego>    videoview1.setVideoPath(<doubleQuotes46>http://slwdesign.biz/android/hatMckool.mp4<doubleQuotes46>);<newline46mondego>    }<newline46mondego>    if(v.getId() == R.id.ImageButton5){<newline46mondego>    videoview1.setVideoPath(<doubleQuotes46>http://slwdesign.biz/android/gardenTime.mp4<doubleQuotes46>);<newline46mondego>    }<newline46mondego>    if (v.getId() == R.id.ImageButton6){<newline46mondego>    videoview1.setVideoPath(<doubleQuotes46>http://slwdesign.biz/android/paulBarclay.mp4<doubleQuotes46>);<newline46mondego>    }<newline46mondego>    if (v.getId() == R.id.ImageButton7){<newline46mondego>    videoview1.setVideoPath(<doubleQuotes46>http://slwdesign.biz/android/fishShed.mp4<doubleQuotes46>);<newline46mondego>    }<newline46mondego>    if(v.getId() == R.id.ImageButton8){<newline46mondego>    videoview1.setVideoPath(<doubleQuotes46>http://slwdesign.biz/android/offBoutique.mp4<doubleQuotes46>);<newline46mondego>    }<newline46mondego>    videoview1.start();<newline46mondego>    videoview1.requestFocus();<newline46mondego>}<newline46mondego>"
"6305splitHere46","10026383splitHere46","final Uri SMS_INBOX = Uri.parse(<doubleQuotes46>content://sms/inbox<doubleQuotes46>);<newline46mondego>Cursor c = getContentResolver().query(SMS_INBOX, null, <doubleQuotes46>read = 0<doubleQuotes46>, null, null);<newline46mondego>int unreadMessagesCount = c.getCount();<newline46mondego>c.deactivate();<newline46mondego>"
"6306splitHere46","10026461splitHere46","import java.io.*;<newline46mondego>import java.net.*;<newline46mondego>import java.util.*;<newline46mondego>import java.util.regex.*;<newline46mondego><newline46mondego>public class GetMac<newline46mondego>{<newline46mondego>public static void main(String[] args)<newline46mondego>throws IOException<newline46mondego>{<newline46mondego>String address = new GetMac().getMacAddress();<newline46mondego>System.out.println(address);<newline46mondego>}<newline46mondego><newline46mondego>public String getMacAddress() throws IOException<newline46mondego>{<newline46mondego>String macAddress = null;<newline46mondego>String command = <doubleQuotes46>ipconfig /all<doubleQuotes46>;<newline46mondego>Process pid = Runtime.getRuntime().exec(command);<newline46mondego>BufferedReader in =<newline46mondego>new BufferedReader(<newline46mondego>new InputStreamReader(pid.getInputStream()));<newline46mondego>while (true) {<newline46mondego>String line = in.readLine();<newline46mondego>if (line == null)<newline46mondego>break;<newline46mondego>Pattern p = Pattern.compile(<doubleQuotes46>.*Physical Address.*: (.*)<doubleQuotes46>);<newline46mondego>Matcher m = p.matcher(line);<newline46mondego>if (m.matches()) {<newline46mondego>macAddress = m.group(1);<newline46mondego>break;<newline46mondego>}<newline46mondego>}<newline46mondego>in.close();<newline46mondego>return macAddress;<newline46mondego>}<newline46mondego>}<newline46mondego>"
"6307splitHere46","10026492splitHere46","interface Factory<A, B> {<newline46mondego>  A createInstance(B b);<newline46mondego>}<newline46mondego>"
"6308splitHere46","10026492splitHere46","FooBar"
"6309splitHere46","10026493splitHere46","ArrayList<ArrayList<String>>"
"6310splitHere46","10026493splitHere46","setOnCheckedChangeListener"
"6311splitHere46","10026493splitHere46","RadioButton option_rdb1 = (RadioButton) findViewById(R.id.option_rdb1);<newline46mondego>setOptions(0);<newline46mondego><newline46mondego>// if you used ArrayList<ArrayList<String>> optionslist<newline46mondego>public void setOptions(int index){<newline46mondego>if((index-1) <= optionsList.size()){<newline46mondego>    ArrayList<String> temp = optionslist.get(index);<newline46mondego>    options_rdb1.setText(temp.get(0).toString();<newline46mondego>    options_rdb1.setText(temp.get(0).toString();<newline46mondego>    options_rdb1.setText(temp.get(0).toString();<newline46mondego>    options_rdb1.setText(temp.get(0).toString();<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"6312splitHere46","10026493splitHere46","index-1"
"6313splitHere46","10026640splitHere46","public  void  showAlertDialog(String title,String message,Context context)<newline46mondego>    {<newline46mondego><newline46mondego>    final AlertDialog  alertDialog = new AlertDialog.Builder(context).create();<newline46mondego>     alertDialog.setTitle(title);<newline46mondego>     alertDialog.setMessage(message);<newline46mondego>     alertDialog.setButton(<doubleQuotes46>OK<doubleQuotes46>, new DialogInterface.OnClickListener() {<newline46mondego>        public void onClick(DialogInterface dialog, int which) {<newline46mondego><newline46mondego>          alertDialog.dismiss();<newline46mondego>        }<newline46mondego>     });<newline46mondego>     alertDialog.show();<newline46mondego>    }<newline46mondego>"
"6314splitHere46","10026683splitHere46","C:\pagefile.sys"
"6315splitHere46","10026683splitHere46","package q10025482;<newline46mondego><newline46mondego>import java.io.File;<newline46mondego><newline46mondego>public class TestFile {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        String fileName = <doubleQuotes46>C:/System Volume Information<doubleQuotes46>;//<doubleQuotes46>C:/pagefile.sys<doubleQuotes46><newline46mondego>        File file = new File(fileName);<newline46mondego>        System.out.println(<doubleQuotes46>\nFile <doubleQuotes46> + file.getAbsolutePath() + <doubleQuotes46> info:<doubleQuotes46>);<newline46mondego>        System.out.println(<doubleQuotes46>Exists: <doubleQuotes46> + file.exists());<newline46mondego>        System.out.println(<doubleQuotes46>Is file: <doubleQuotes46> + file.isFile());<newline46mondego>        System.out.println(<doubleQuotes46>Is dir: <doubleQuotes46> + file.isDirectory());<newline46mondego>        System.out.println(<doubleQuotes46>Length: <doubleQuotes46> + file.length());<newline46mondego>        System.out.println();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"6316splitHere46","10026683splitHere46","File C:\System Volume Information info:<newline46mondego>Exists: true<newline46mondego>Is file: false<newline46mondego>Is dir: true<newline46mondego>Length: 24576<newline46mondego>"
"6317splitHere46","10026744splitHere46","NioSocketAcceptor.getSessionConfig().setIdleTime(IdleStatus.BOTH_IDLE, 5);<newline46mondego>"
"6318splitHere46","10026744splitHere46","NioSocketConnector.getSessionConfig().setIdleTime(IdleStatus.BOTH_IDLE, 3);<newline46mondego>"
"6319splitHere46","10026804splitHere46","<bean id=<doubleQuotes46>firstModel<doubleQuotes46> class=<doubleQuotes46>com.model.FirstModel<doubleQuotes46>></bean><newline46mondego><bean id=<doubleQuotes46>secondModel<doubleQuotes46> class=<doubleQuotes46>com.model.SecondModel<doubleQuotes46>></bean><newline46mondego><newline46mondego><bean id=<doubleQuotes46>firstController<doubleQuotes46> class=<doubleQuotes46>com.controller.FirstController<doubleQuotes46> /><newline46mondego><bean<newline46mondego>    class=<doubleQuotes46>org.springframework.beans.factory.config.MethodInvokingFactoryBean<doubleQuotes46>><newline46mondego>    <property name=<doubleQuotes46>targetObject<doubleQuotes46>><newline46mondego>        <ref local=<doubleQuotes46>firstController<doubleQuotes46> /><newline46mondego>    </property><newline46mondego>    <property name=<doubleQuotes46>targetMethod<doubleQuotes46>><newline46mondego>        <value>addModel</value><newline46mondego>    </property><newline46mondego>    <property name=<doubleQuotes46>arguments<doubleQuotes46>><newline46mondego>        <list><newline46mondego>            <value>FIRST</value><newline46mondego>            <ref local=<doubleQuotes46>firstModel<doubleQuotes46> /><newline46mondego>        </list><newline46mondego>    </property><newline46mondego></bean><newline46mondego><bean id=<doubleQuotes46>secondController<doubleQuotes46> class=<doubleQuotes46>com.controller.SecondController<doubleQuotes46> /><newline46mondego><bean<newline46mondego>    class=<doubleQuotes46>org.springframework.beans.factory.config.MethodInvokingFactoryBean<doubleQuotes46>><newline46mondego>    <property name=<doubleQuotes46>targetObject<doubleQuotes46>><newline46mondego>        <ref local=<doubleQuotes46>secondController<doubleQuotes46> /><newline46mondego>    </property><newline46mondego>    <property name=<doubleQuotes46>targetMethod<doubleQuotes46>><newline46mondego>        <value>addModel</value><newline46mondego>    </property><newline46mondego>    <property name=<doubleQuotes46>arguments<doubleQuotes46>><newline46mondego>        <list><newline46mondego>            <value>SECOND</value><newline46mondego>            <ref local=<doubleQuotes46>secondModel<doubleQuotes46> /><newline46mondego>        </list><newline46mondego>    </property><newline46mondego></bean><newline46mondego><bean<newline46mondego>    class=<doubleQuotes46>org.springframework.beans.factory.config.MethodInvokingFactoryBean<doubleQuotes46>><newline46mondego>    <property name=<doubleQuotes46>targetObject<doubleQuotes46>><newline46mondego>        <ref local=<doubleQuotes46>secondController<doubleQuotes46> /><newline46mondego>    </property><newline46mondego>    <property name=<doubleQuotes46>targetMethod<doubleQuotes46>><newline46mondego>        <value>addModel</value><newline46mondego>    </property><newline46mondego>    <property name=<doubleQuotes46>arguments<doubleQuotes46>><newline46mondego>        <list><newline46mondego>            <value>FIRST</value><newline46mondego>            <ref local=<doubleQuotes46>firstModel<doubleQuotes46> /><newline46mondego>        </list><newline46mondego>    </property><newline46mondego></bean><newline46mondego><bean id=<doubleQuotes46>firstForm<doubleQuotes46> class=<doubleQuotes46>com.view.FirstForm<doubleQuotes46>><newline46mondego>    <property name=<doubleQuotes46>controller<doubleQuotes46>><newline46mondego>        <ref bean=<doubleQuotes46>firstController<doubleQuotes46> /><newline46mondego>    </property><newline46mondego></bean><newline46mondego><bean id=<doubleQuotes46>secondForm<doubleQuotes46> class=<doubleQuotes46>com.view.SecondForm<doubleQuotes46>><newline46mondego>    <property name=<doubleQuotes46>controller<doubleQuotes46>><newline46mondego>        <ref bean=<doubleQuotes46>secondController<doubleQuotes46> /><newline46mondego>    </property><newline46mondego></bean><newline46mondego>"
