"1splitHere46","3612071splitHere46","JSONObject query = json.getJSONObject(<doubleQuotes46>query<doubleQuotes46>);<newline46mondego>JSONObject results = query.getJSONObject(<doubleQuotes46>results<doubleQuotes46>);<newline46mondego>JSONArray quotes = results.getJSONArray(<doubleQuotes46>quotes<doubleQuotes46>);<newline46mondego>"
"4221splitHere46","3735006splitHere46","java.lang.*"
"4222splitHere46","3735006splitHere46","${Boolean.TRUE}"
"4223splitHere46","3735006splitHere46","${Integer.MAX_VALUE}"
"4224splitHere46","3735006splitHere46","ImportHandler#importClass()"
"4225splitHere46","3735006splitHere46","#importPackage()"
"4226splitHere46","3735006splitHere46","@WebListener<newline46mondego>public class Config implements ServletContextListener {<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void contextInitialized(ServletContextEvent event) {<newline46mondego>        JspFactory.getDefaultFactory().getJspApplicationContext(event.getServletContext()).addELContextListener(new ELContextListener() {<newline46mondego>            @Override<newline46mondego>            public void contextCreated(ELContextEvent event) {<newline46mondego>                event.getELContext().getImportHandler().importClass(<doubleQuotes46>com.example.YourConstants<doubleQuotes46>);<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>    // ...<newline46mondego>}<newline46mondego>"
"4227splitHere46","3735006splitHere46","@ManagedBean(eager=true)<newline46mondego>@ApplicationScoped<newline46mondego>public class Config {<newline46mondego><newline46mondego>    @PostConstruct<newline46mondego>    public void init() {<newline46mondego>        FacesContext.getCurrentInstance().getApplication().addELContextListener(new ELContextListener() {<newline46mondego>            @Override<newline46mondego>            public void contextCreated(ELContextEvent event) {<newline46mondego>                event.getELContext().getImportHandler().importClass(<doubleQuotes46>com.example.YourConstants<doubleQuotes46>);<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"4228splitHere46","3735007splitHere46","Remapper"
"4229splitHere46","3735007splitHere46","Remapper"
"4230splitHere46","3735007splitHere46","mapType(String)"
"4231splitHere46","3735007splitHere46","public class ClassNameRecordingRemapper extends Remapper {<newline46mondego><newline46mondego>    private final Set<? super String> classNames;<newline46mondego><newline46mondego>    public ClassNameRecordingRemapper(Set<? super String> classNames) {<newline46mondego>        this.classNames = classNames;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public String mapType(String type) {<newline46mondego>        classNames.add(type);<newline46mondego>        return type;<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"4232splitHere46","3735007splitHere46","public Set<String> findClassNames(byte[] bytecode) {<newline46mondego>    Set<String> classNames = new HashSet<String>();<newline46mondego><newline46mondego>    ClassReader classReader = new ClassReader(bytecode);<newline46mondego>    ClassWriter classWriter = new ClassWriter(classReader, 0);<newline46mondego><newline46mondego>    ClassNameRecordingRemapper remapper = new ClassNameRecordingRemapper(classNames);<newline46mondego>    classReader.accept(remapper, 0);<newline46mondego><newline46mondego>    return classNames;<newline46mondego>}<newline46mondego>"
"4233splitHere46","3735007splitHere46","public static class Collector extends Remapper{<newline46mondego><newline46mondego>    private final Set<Class<?>> classNames;<newline46mondego>    private final String prefix;<newline46mondego><newline46mondego>    public Collector(final Set<Class<?>> classNames, final String prefix){<newline46mondego>        this.classNames = classNames;<newline46mondego>        this.prefix = prefix;<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * {@inheritDoc}<newline46mondego>     */<newline46mondego>    @Override<newline46mondego>    public String mapDesc(final String desc){<newline46mondego>        if(desc.startsWith(<doubleQuotes46>L<doubleQuotes46>)){<newline46mondego>            this.addType(desc.substring(1, desc.length() - 1));<newline46mondego>        }<newline46mondego>        return super.mapDesc(desc);<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * {@inheritDoc}<newline46mondego>     */<newline46mondego>    @Override<newline46mondego>    public String[] mapTypes(final String[] types){<newline46mondego>        for(final String type : types){<newline46mondego>            this.addType(type);<newline46mondego>        }<newline46mondego>        return super.mapTypes(types);<newline46mondego>    }<newline46mondego><newline46mondego>    private void addType(final String type){<newline46mondego>        final String className = type.replace('/', '.');<newline46mondego>        if(className.startsWith(this.prefix)){<newline46mondego>            try{<newline46mondego>                this.classNames.add(Class.forName(className));<newline46mondego>            } catch(final ClassNotFoundException e){<newline46mondego>                throw new IllegalStateException(e);<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public String mapType(final String type){<newline46mondego>        this.addType(type);<newline46mondego>        return type;<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>public static Set<Class<?>> getClassesUsedBy(<newline46mondego>    final String name,   // class name<newline46mondego>    final String prefix  // common prefix for all classes<newline46mondego>                         // that will be retrieved<newline46mondego>    ) throws IOException{<newline46mondego>    final ClassReader reader = new ClassReader(name);<newline46mondego>    final Set<Class<?>> classes =<newline46mondego>        new TreeSet<Class<?>>(new Comparator<Class<?>>(){<newline46mondego><newline46mondego>            @Override<newline46mondego>            public int compare(final Class<?> o1, final Class<?> o2){<newline46mondego>                return o1.getName().compareTo(o2.getName());<newline46mondego>            }<newline46mondego>        });<newline46mondego>    final Remapper remapper = new Collector(classes, prefix);<newline46mondego>    final ClassVisitor inner = new EmptyVisitor();<newline46mondego>    final RemappingClassAdapter visitor =<newline46mondego>        new RemappingClassAdapter(inner, remapper);<newline46mondego>    reader.accept(visitor, 0);<newline46mondego>    return classes;<newline46mondego>}<newline46mondego>"
"4234splitHere46","3735007splitHere46","public static void main(final String[] args) throws Exception{<newline46mondego>    final Collection<Class<?>> classes =<newline46mondego>        getClassesUsedBy(Collections.class.getName(), <doubleQuotes46>java.util<doubleQuotes46>);<newline46mondego>    System.out.println(<doubleQuotes46>Used classes:<doubleQuotes46>);<newline46mondego>    for(final Class<?> cls : classes){<newline46mondego>        System.out.println(<doubleQuotes46> - <doubleQuotes46> + cls.getName());<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"4235splitHere46","3735007splitHere46","Used classes:<newline46mondego> - java.util.ArrayList<newline46mondego> - java.util.Arrays<newline46mondego> - java.util.Collection<newline46mondego> - java.util.Collections<newline46mondego> - java.util.Collections$1<newline46mondego> - java.util.Collections$AsLIFOQueue<newline46mondego> - java.util.Collections$CheckedCollection<newline46mondego> - java.util.Collections$CheckedList<newline46mondego> - java.util.Collections$CheckedMap<newline46mondego> - java.util.Collections$CheckedRandomAccessList<newline46mondego> - java.util.Collections$CheckedSet<newline46mondego> - java.util.Collections$CheckedSortedMap<newline46mondego> - java.util.Collections$CheckedSortedSet<newline46mondego> - java.util.Collections$CopiesList<newline46mondego> - java.util.Collections$EmptyList<newline46mondego> - java.util.Collections$EmptyMap<newline46mondego> - java.util.Collections$EmptySet<newline46mondego> - java.util.Collections$ReverseComparator<newline46mondego> - java.util.Collections$ReverseComparator2<newline46mondego> - java.util.Collections$SelfComparable<newline46mondego> - java.util.Collections$SetFromMap<newline46mondego> - java.util.Collections$SingletonList<newline46mondego> - java.util.Collections$SingletonMap<newline46mondego> - java.util.Collections$SingletonSet<newline46mondego> - java.util.Collections$SynchronizedCollection<newline46mondego> - java.util.Collections$SynchronizedList<newline46mondego> - java.util.Collections$SynchronizedMap<newline46mondego> - java.util.Collections$SynchronizedRandomAccessList<newline46mondego> - java.util.Collections$SynchronizedSet<newline46mondego> - java.util.Collections$SynchronizedSortedMap<newline46mondego> - java.util.Collections$SynchronizedSortedSet<newline46mondego> - java.util.Collections$UnmodifiableCollection<newline46mondego> - java.util.Collections$UnmodifiableList<newline46mondego> - java.util.Collections$UnmodifiableMap<newline46mondego> - java.util.Collections$UnmodifiableRandomAccessList<newline46mondego> - java.util.Collections$UnmodifiableSet<newline46mondego> - java.util.Collections$UnmodifiableSortedMap<newline46mondego> - java.util.Collections$UnmodifiableSortedSet<newline46mondego> - java.util.Comparator<newline46mondego> - java.util.Deque<newline46mondego> - java.util.Enumeration<newline46mondego> - java.util.Iterator<newline46mondego> - java.util.List<newline46mondego> - java.util.ListIterator<newline46mondego> - java.util.Map<newline46mondego> - java.util.Queue<newline46mondego> - java.util.Random<newline46mondego> - java.util.RandomAccess<newline46mondego> - java.util.Set<newline46mondego> - java.util.SortedMap<newline46mondego> - java.util.SortedSet<newline46mondego>"
"4236splitHere46","3735084splitHere46","private static byte[] GetKey(byte[] suggestedKey)<newline46mondego>      {<newline46mondego>          byte[] kRaw = suggestedKey;<newline46mondego>          ArrayList<Byte> kList = new  ArrayList<Byte>();<newline46mondego><newline46mondego>          for (int i = 0; i < 128; i += 8)<newline46mondego>          {<newline46mondego>              kList.add(kRaw[(i / 8) % kRaw.length]);<newline46mondego>          }<newline46mondego><newline46mondego>          byte[] byteArray = new byte[kList.size()];<newline46mondego>          for(int i = 0; i<kList.size(); i++){<newline46mondego>            byteArray[i] = kList.get(i);<newline46mondego>          }<newline46mondego>          return byteArray;<newline46mondego>      }<newline46mondego>"
"4237splitHere46","3735084splitHere46","public static byte[] decryptAES(byte[] key, byte[] text) throws Exception {   <newline46mondego><newline46mondego>          SecretKeySpec skeySpec = new SecretKeySpec(GetKey(key), <doubleQuotes46>AES<doubleQuotes46>);<newline46mondego><newline46mondego>            Cipher cipher = Cipher.getInstance(<doubleQuotes46>AES/CBC/PKCS7Padding<doubleQuotes46>,<doubleQuotes46>BC<doubleQuotes46>);  <newline46mondego><newline46mondego>            byte [] iv = new byte[cipher.getBlockSize()];<newline46mondego>            for(int i=0;i<iv.length;i++)iv[i] = 0;<newline46mondego>            IvParameterSpec ivSpec = new IvParameterSpec(iv);<newline46mondego>            cipher.init(Cipher.DECRYPT_MODE, skeySpec, ivSpec);<newline46mondego><newline46mondego>            byte[] decrypted = cipher.doFinal(text);   <newline46mondego>            return decrypted;   <newline46mondego>        }<newline46mondego>"
"4238splitHere46","3735437splitHere46","HttpServletRequest"
"4239splitHere46","3735437splitHere46","HttpSession"
"4240splitHere46","3735437splitHere46","${pageContext}"
"4241splitHere46","3735437splitHere46","<meta http-equiv=<doubleQuotes46>refresh<doubleQuotes46> content=<doubleQuotes46>${pageContext.session.maxInactiveInterval}<doubleQuotes46>><newline46mondego>"
"4242splitHere46","3735437splitHere46","<param name=<doubleQuotes46>jsessionid<doubleQuotes46> value=<doubleQuotes46>${pageContext.session.id}<doubleQuotes46>><newline46mondego>"
"4243splitHere46","3735437splitHere46","<c:if test=<doubleQuotes46>${pageContext.session['new']}<doubleQuotes46>>Welcome!</c:if><newline46mondego>"
"4244splitHere46","3735437splitHere46","new"
"4245splitHere46","3735437splitHere46","<a href=<doubleQuotes46>${pageContext.request.contextPath}/login<doubleQuotes46>>login</a><newline46mondego>"
"4246splitHere46","3735437splitHere46","<base>"
"4247splitHere46","3735437splitHere46","<base href=<doubleQuotes46>${fn:replace(pageContext.request.requestURL, pageContext.request.requestURI, pageContext.request.contextPath)}/<doubleQuotes46>><newline46mondego>"
"4248splitHere46","3735437splitHere46","HttpServletRequest"
"4249splitHere46","3735437splitHere46","HttpSession"
"4250splitHere46","3735445splitHere46","SELECT * FROM PERSON WHERE LANGUAGE_ID = 1 AND LANGUAGE_ID = 2<newline46mondego>"
"4251splitHere46","3735447splitHere46","RoundedPanel rp = new RoundedPanel(50);<newline46mondego>rp.setOpaque(false);<newline46mondego>"
"4252splitHere46","3735796splitHere46","Random.nextInt(int n)"
"4253splitHere46","3735796splitHere46","public static BigInteger rndBigInt(BigInteger max) {<newline46mondego>    Random rnd = new Random();<newline46mondego>    do {<newline46mondego>        BigInteger i = new BigInteger(max.bitLength(), rnd);<newline46mondego>        if (i.compareTo(max) <= 0)<newline46mondego>            return i;<newline46mondego>    } while (true);<newline46mondego>}<newline46mondego><newline46mondego>public static void main(String... args) {<newline46mondego>    System.out.println(rndBigInt(new BigInteger(<doubleQuotes46>8180385048<doubleQuotes46>)));<newline46mondego>}<newline46mondego>"
"4254splitHere46","3735808splitHere46","@Autowired<newline46mondego>private YourService yourServiceBean;<newline46mondego>"
"4255splitHere46","3735808splitHere46","@Inject"
"4256splitHere46","3735808splitHere46","YourService"
"4257splitHere46","3735808splitHere46","applicationContext.xml"
"4258splitHere46","3735808splitHere46","@Service"
"4259splitHere46","3735808splitHere46","@Value"
"4260splitHere46","3735808splitHere46","@Value(<doubleQuotes46>${propName}<doubleQuotes46>)<newline46mondego>private String str;<newline46mondego>"
"4261splitHere46","3735808splitHere46","PropertyPlaceholderConfigurer"
"4262splitHere46","3735968splitHere46","field.set(this, Enum.valueOf((Class<Enum>) field.getType(), value));<newline46mondego>"
"4263splitHere46","3735968splitHere46","getClass()"
"4264splitHere46","3735968splitHere46","getType()"
"4265splitHere46","3735968splitHere46","Class"
"4266splitHere46","3735968splitHere46","Class<Enum>"
"4267splitHere46","3735968splitHere46","Class"
"4268splitHere46","3735968splitHere46","enum"
"4269splitHere46","3736247splitHere46","public static byte[] serialize(Object obj) throws IOException {<newline46mondego>    ByteArrayOutputStream out = new ByteArrayOutputStream();<newline46mondego>    ObjectOutputStream os = new ObjectOutputStream(out);<newline46mondego>    os.writeObject(obj);<newline46mondego>    return out.toByteArray();<newline46mondego>}<newline46mondego>public static Object deserialize(byte[] data) throws IOException, ClassNotFoundException {<newline46mondego>    ByteArrayInputStream in = new ByteArrayInputStream(data);<newline46mondego>    ObjectInputStream is = new ObjectInputStream(in);<newline46mondego>    return is.readObject();<newline46mondego>}<newline46mondego>"
"4270splitHere46","3736290splitHere46","Object.hashCode"
"4271splitHere46","3736290splitHere46","toString"
"4272splitHere46","3736873splitHere46","DIR"
"4273splitHere46","3736873splitHere46","ls"
"4274splitHere46","3737147splitHere46","0x48 0x65 0x6c 0x6c 0x6f 0x2e"
"4275splitHere46","3737147splitHere46","Hello."
"4276splitHere46","3737147splitHere46","䡥汬漮"
"4277splitHere46","3737147splitHere46","dinner"
"4278splitHere46","3737147splitHere46","load r101, [0x6c6c6f2e]"
"4279splitHere46","3737147splitHere46","char"
"4280splitHere46","3737147splitHere46","char"
"4281splitHere46","3737168splitHere46","@NotNull"
"4282splitHere46","3737168splitHere46","@Size"
"4283splitHere46","3737168splitHere46","null"
"4284splitHere46","3737179splitHere46","spinner.addFocusListener(new FocusListener() {<newline46mondego><newline46mondego>    public void focusGained(FocusEvent e) {<newline46mondego><newline46mondego>        // editor is ((JSpinner.DefaultEditor)spinner.getEditor()).getTextField();<newline46mondego>        // necessary to set focus on the text component of jspinner<newline46mondego>        editor.requestFocus();<newline46mondego><newline46mondego>        // this if you want to select the displayed text of jspinner<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego>            public void run() {<newline46mondego>                System.out.println(<doubleQuotes46>run<doubleQuotes46>);<newline46mondego>                editor.selectAll();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>    public void focusLost(FocusEvent e) {}<newline46mondego>});<newline46mondego>"
"4285splitHere46","3737342splitHere46","MapMaker"
"4286splitHere46","3737342splitHere46","private final ConcurrentMap<Long, Foo> fooCache = new MapMaker()<newline46mondego>    .softValues()<newline46mondego>    .makeComputingMap(new Function<Long, Foo>() {<newline46mondego>          public Foo apply(Long id) {<newline46mondego>            return getFooFromServer(id);<newline46mondego>          }<newline46mondego>        });<newline46mondego><newline46mondego> public Foo getFoo(Long id) {<newline46mondego>   return fooCache.get(id);<newline46mondego> }<newline46mondego>"
"4287splitHere46","3737342splitHere46","get(id)"
"4288splitHere46","3737342splitHere46","Foo"
"4289splitHere46","3737342splitHere46","softValues()"
"4290splitHere46","3737409splitHere46","Tools > Libraries"
"4291splitHere46","3737409splitHere46","New Library"
"4292splitHere46","3737409splitHere46","Library name"
"4293splitHere46","3737409splitHere46","Library Type:"
"4294splitHere46","3737409splitHere46","OK"
"4295splitHere46","3737409splitHere46","Add JAR/Folder"
"4296splitHere46","3737409splitHere46","Add JAR/Folder"
"4297splitHere46","3737409splitHere46","OK"
"4298splitHere46","3737409splitHere46","File > Project Properties"
"4299splitHere46","3737409splitHere46","Libraries"
"4300splitHere46","3737409splitHere46","Compile"
"4301splitHere46","3737409splitHere46","Add Library"
"4302splitHere46","3737409splitHere46","Import Libraries"
"4303splitHere46","3737409splitHere46","OK"
"4304splitHere46","3737507splitHere46","x.equals(y) == true"
"4305splitHere46","3737507splitHere46","x.hashCode() != y.hashCode()"
"4306splitHere46","3737507splitHere46","@Override<newline46mondego>public int hashCode() {<newline46mondego>    return this.word.hashCode();<newline46mondego>}<newline46mondego>"
"4307splitHere46","3737507splitHere46","@Override<newline46mondego>public boolean equals(Object other) {<newline46mondego>    if (other == null) return false;<newline46mondego>    if (other.getClass() != this.getClass()) return false;<newline46mondego>    final EnglishWord ow = (EnglishWord) other;<newline46mondego>    return ow.word.equals(this.word);<newline46mondego>}<newline46mondego>"
"4308splitHere46","3737507splitHere46","@Override"
"4309splitHere46","3737507splitHere46","Comparable"
"4310splitHere46","3737585splitHere46","getResourceAsStream()"
"4311splitHere46","3737624splitHere46","char c = 0xffff; // max char hex value<newline46mondego>byte b = 0x7f; // max byte hex value<newline46mondego>short s = 0x7fff; // max short hex value<newline46mondego>"
"4312splitHere46","3737624splitHere46","Short s = 3"
"4313splitHere46","3737624splitHere46","Short s = new Short(3)"
"4314splitHere46","3737624splitHere46","Float a=(Float) 3"
"4315splitHere46","3737624splitHere46","Float.valueOf(3)"
"4316splitHere46","3737754splitHere46","bigInt1.equals(bigInt2)"
"4317splitHere46","3737754splitHere46","bigInt1 == bigInt2"
"4318splitHere46","3737754splitHere46","Long"
"4319splitHere46","3737754splitHere46","long"
"4320splitHere46","3737754splitHere46","@Column"
"4321splitHere46","3737754splitHere46","@Column(updatable = false, name = <doubleQuotes46>MY_DB_COLUMN<doubleQuotes46>, nullable = false, length=12)<newline46mondego>private long myEntityAttribute;<newline46mondego>"
"4322splitHere46","3737754splitHere46","length"
"4323splitHere46","3737754splitHere46","@Column"
"4324splitHere46","3737800splitHere46","List<Integer>"
"4325splitHere46","3737853splitHere46","for(Iterator<Foo> it = bar.getAList().iterator(); it.hasNext();){<newline46mondego>    Foo aType = it.next();<newline46mondego>    //...<newline46mondego>}<newline46mondego>"
"4326splitHere46","3737976splitHere46","of()"
"4327splitHere46","3737976splitHere46","of(E...)"
"4328splitHere46","3737976splitHere46","@SafeVarargs"
"4329splitHere46","3738036splitHere46","<dependency><newline46mondego>        <groupId>org.slf4j</groupId><newline46mondego>        <artifactId>slf4j-log4j12</artifactId><newline46mondego>        <version>1.5.2</version><newline46mondego>    </dependency><newline46mondego>"
"4330splitHere46","3738036splitHere46","<dependency><newline46mondego>    <groupId>ch.qos.logback</groupId><newline46mondego>    <artifactId>logback-classic</artifactId><newline46mondego>    <version>0.9.24</version><newline46mondego></dependency><newline46mondego>"
"4331splitHere46","3738068splitHere46","Document"
"4332splitHere46","3738068splitHere46","IndexReader.document"
"4333splitHere46","3738078splitHere46","<bean class=<doubleQuotes46>com.example.BeanToConstruct<doubleQuotes46> factory-method=<doubleQuotes46>createAndStart<doubleQuotes46> id=<doubleQuotes46>myBean<doubleQuotes46>> <newline46mondego>    <constructor-arg value = <doubleQuotes46>#{someBean.entireConfig.configOpt1}<doubleQuotes46> /> <newline46mondego>    <constructor-arg value = <doubleQuotes46>#{someBean.entireConfig.configOpt2}<doubleQuotes46> /> <newline46mondego></bean> <newline46mondego>"
"4334splitHere46","3738117splitHere46","getBuffer().setLength(0)"
"4335splitHere46","3738158splitHere46","String charset=<doubleQuotes46>UTF-8<doubleQuotes46>;<newline46mondego>message.setSubject(subject_a,charset);<newline46mondego>message.setText(messageDetails_a,charset);<newline46mondego>"
"4336splitHere46","3738170splitHere46","public class FirstFilter implements Filter {<newline46mondego>    //...<newline46mondego><newline46mondego>    public void doFilter(ServletRequest servletRequest, ServletResponse servletResponse, FilterChain filterChain) throws IOException, ServletException {<newline46mondego>        servletRequest.setAttribute(<doubleQuotes46>executeSecondFilter<doubleQuotes46>, true);<newline46mondego>        //...<newline46mondego>        if(someReason)<newline46mondego>            servletRequest.setAttribute(<doubleQuotes46>executeSecondFilter<doubleQuotes46>, false);<newline46mondego>        filterChain.doFilter(servletRequest, servletResponse);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public class SecondFilter implements Filter {<newline46mondego>    //..<newline46mondego><newline46mondego>    public void doFilter(ServletRequest servletRequest, ServletResponse servletResponse, FilterChain filterChain) throws IOException, ServletException {<newline46mondego>        if (servletRequest.getAttribute(<doubleQuotes46>executeSecondFilter<doubleQuotes46>) == null || !((Boolean) servletRequest.getAttribute(<doubleQuotes46>executeSecondFilter<doubleQuotes46>))) {<newline46mondego>            filterChain.doFilter(servletRequest, servletResponse);<newline46mondego>        }<newline46mondego>        //...<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4337splitHere46","3738170splitHere46","public class FirstFilter implements Filter {<newline46mondego>    //...<newline46mondego><newline46mondego>    public void doFilter(ServletRequest servletRequest, ServletResponse servletResponse, FilterChain filterChain) throws IOException, ServletException {<newline46mondego>        //...<newline46mondego>        if(someReason)<newline46mondego>            servletRequest.setAttribute(<doubleQuotes46>executeSecondFilter<doubleQuotes46>, false);<newline46mondego>        filterChain.doFilter(servletRequest, servletResponse);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public class SecondFilter implements Filter {<newline46mondego>    //..<newline46mondego><newline46mondego>    public void doFilter(ServletRequest servletRequest, ServletResponse servletResponse, FilterChain filterChain) throws IOException, ServletException {<newline46mondego>        if (servletRequest.getAttribute(<doubleQuotes46>executeSecondFilter<doubleQuotes46>) != null) {<newline46mondego>            filterChain.doFilter(servletRequest, servletResponse);<newline46mondego>        }<newline46mondego>        //...<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4338splitHere46","3738341splitHere46","<newline46mondego>Properties props = System.getProperties();<newline46mondego>props.put(<doubleQuotes46>http.proxyHost<doubleQuotes46>, <doubleQuotes46>localhost<doubleQuotes46>);<newline46mondego>props.put(<doubleQuotes46>http.proxyPort<doubleQuotes46>, <doubleQuotes46>9080<doubleQuotes46>);<newline46mondego>"
"4339splitHere46","3738768splitHere46","AudioManager"
"4340splitHere46","3738768splitHere46","setRingerMode()"
"4341splitHere46","3738768splitHere46","AudioManager audiomanage = (AudioManager)getSystemService(Context.AUDIO_SERVICE);<newline46mondego>audiomanage.setRingerMode(AudioManager.RINGER_MODE_SILENT);<newline46mondego>"
"4342splitHere46","3738768splitHere46","RINGER_MODE_NORMAL"
"4343splitHere46","3738768splitHere46","RINGER_MODE_SILENT"
"4344splitHere46","3738768splitHere46","RINGER_MODE_VIBRATE"
"4345splitHere46","3738768splitHere46","android.permission.MODIFY_AUDIO_SETTINGS<newline46mondego>"
"4346splitHere46","3738785splitHere46","vt"
"4347splitHere46","3738785splitHere46","f"
"4348splitHere46","3738785splitHere46","v"
"4349splitHere46","3738785splitHere46","vt"
"4350splitHere46","3738785splitHere46","vn"
"4351splitHere46","3738895splitHere46","Foo"
"4352splitHere46","3738895splitHere46","toString()"
"4353splitHere46","3738895splitHere46","{}"
"4354splitHere46","3738895splitHere46","val"
"4355splitHere46","3738895splitHere46","Foo"
"4356splitHere46","3739047splitHere46","byte[]"
"4357splitHere46","3739047splitHere46","Basic"
"4358splitHere46","3739047splitHere46","Basic"
"4359splitHere46","3739047splitHere46","java.lang.String"
"4360splitHere46","3739047splitHere46","java.math.BigInteger"
"4361splitHere46","3739047splitHere46","java.math.BigDecimal"
"4362splitHere46","3739047splitHere46","java.util.Date"
"4363splitHere46","3739047splitHere46","java.util.Calendar"
"4364splitHere46","3739047splitHere46","java.sql.Date"
"4365splitHere46","3739047splitHere46","java.sql.Time"
"4366splitHere46","3739047splitHere46","java.sql.Timestamp"
"4367splitHere46","3739047splitHere46","byte[]"
"4368splitHere46","3739047splitHere46","Byte[]"
"4369splitHere46","3739047splitHere46","char[]"
"4370splitHere46","3739047splitHere46","Character[]"
"4371splitHere46","3739047splitHere46","Serializable"
"4372splitHere46","3739047splitHere46","Basic"
"4373splitHere46","3739047splitHere46","VARBINARY"
"4374splitHere46","3739047splitHere46","LONGVARBINARY"
"4375splitHere46","3739047splitHere46","Column"
"4376splitHere46","3739047splitHere46","bytea"
"4377splitHere46","3739047splitHere46","byte[]"
"4378splitHere46","3739047splitHere46","@Lob"
"4379splitHere46","3739047splitHere46","Lob"
"4380splitHere46","3739047splitHere46","Lob"
"4381splitHere46","3739047splitHere46","Lob"
"4382splitHere46","3739047splitHere46","Lob"
"4383splitHere46","3739047splitHere46","ElementCollection"
"4384splitHere46","3739047splitHere46","Lob"
"4385splitHere46","3739047splitHere46","Lob"
"4386splitHere46","3739047splitHere46","BLOB"
"4387splitHere46","3739047splitHere46","oid"
"4388splitHere46","3739047splitHere46","PostgreSQLDialect"
"4389splitHere46","3739047splitHere46","hibernate.jdbc.use_streams_for_binary=false<newline46mondego>"
"4390splitHere46","3739047splitHere46","oid"
"4391splitHere46","3739047splitHere46","byte[]"
"4392splitHere46","3739047splitHere46","@Lob"
"4393splitHere46","3739047splitHere46","VARBINARY"
"4394splitHere46","3739047splitHere46","PrimitiveByteArrayBlobType"
"4395splitHere46","3739197splitHere46","@Entity<newline46mondego>public class EntityA {<newline46mondego>    private EntityB parent;<newline46mondego><newline46mondego>    @ManyToOne(fetch = FetchType.LAZY)<newline46mondego>    @JoinColumn(name = <doubleQuotes46>parent_id<doubleQuotes46>)<newline46mondego>    public EntityB getParent() {<newline46mondego>        return parent; <newline46mondego>    }<newline46mondego>    ...<newline46mondego>}<newline46mondego><newline46mondego>@MappedSuperclass<newline46mondego>public class SuperEntity {<newline46mondego>    private long itemId;<newline46mondego><newline46mondego>    @Id<newline46mondego>    @GeneratedValue(strategy = GenerationType.AUTO)<newline46mondego>    @Column(name = <doubleQuotes46>id<doubleQuotes46>)<newline46mondego>    public long getItemId() { <newline46mondego>        return itemId;<newline46mondego>    }<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"4396splitHere46","3739299splitHere46","Bitmap.getARGB(int[] argbData,<newline46mondego>                    int offset,<newline46mondego>                    int scanLength,<newline46mondego>                    int x,<newline46mondego>                    int y,<newline46mondego>                    int width,<newline46mondego>                    int height)<newline46mondego>"
"4397splitHere46","3739299splitHere46","Bitmap imgAll = Bitmap.getBitmapResource(<doubleQuotes46>fontDigits_200x20.png<doubleQuotes46>);<newline46mondego>"
"4398splitHere46","3739374splitHere46","-jar"
"4399splitHere46","3739374splitHere46","-cp"
"4400splitHere46","3739374splitHere46","-classpath"
"4401splitHere46","3739374splitHere46","%CLASSPATH%"
"4402splitHere46","3739374splitHere46","Class-Path"
"4403splitHere46","3739374splitHere46","/META-INF/MANIFEST.MF"
"4404splitHere46","3739374splitHere46","Class-Path: myjar.jar<newline46mondego>"
"4405splitHere46","3739374splitHere46","myjar.jar"
"4406splitHere46","3739501splitHere46","myESRIRecord = shapeFile.getNextRecord();<newline46mondego>"
