"1splitHere46","22676917splitHere46","File listnames = new File(this.getFilesDir() + File.separator + <doubleQuotes46>Lists<doubleQuotes46>);<newline46mondego>if( !listnames.exists() )<newline46mondego>    listnames.mkdirs();<newline46mondego>else if( !listnames.isDirectory() && listnames.canWrite() ){<newline46mondego>    listnames.delete();<newline46mondego>    listnames.mkdirs();<newline46mondego>}<newline46mondego>else{<newline46mondego>    //you can't access there with write permission.<newline46mondego>    //Try other way.<newline46mondego>}<newline46mondego>"
"7142splitHere46","22827123splitHere46","Character[]"
"7143splitHere46","22827123splitHere46","if (Character.toUpperCase(letter.charAt(0)) == ch) {<newline46mondego>"
"7144splitHere46","22827123splitHere46","if (Character.toUpperCase(letter.charAt(0)).equals(ch) == True) {<newline46mondego>"
"7145splitHere46","22827123splitHere46",".toUperCase"
"7146splitHere46","22827123splitHere46",".equals"
"7147splitHere46","22827123splitHere46","=="
"7148splitHere46","22827139splitHere46","String name = <doubleQuotes46>Paul<doubleQuotes46>;"
"7149splitHere46","22827139splitHere46","System.out.println(<doubleQuotes46>Name is: <doubleQuotes46> + rename(name, <doubleQuotes46>Frank<doubleQuotes46>));"
"7150splitHere46","22827139splitHere46","Name is: Frank"
"7151splitHere46","22827139splitHere46","System.out.println(<doubleQuotes46>Name is: <doubleQuotes46> + name);"
"7152splitHere46","22827139splitHere46","Name is: Paul"
"7153splitHere46","22827139splitHere46","name"
"7154splitHere46","22827139splitHere46","name"
"7155splitHere46","22827139splitHere46","void rename(String newName) {<newline46mondego>    name = newName;<newline46mondego>}<newline46mondego>"
"7156splitHere46","22827139splitHere46","static String name = <doubleQuotes46>Paul<doubleQuotes46>;<newline46mondego><newline46mondego>public static String rename(String originalName, String newName) {<newline46mondego>    originalName = newName;<newline46mondego>    return originalName;<newline46mondego>}<newline46mondego><newline46mondego>public static void rename(String newName) {<newline46mondego>    name = newName;<newline46mondego>}<newline46mondego><newline46mondego>public static void main(String[] args) {<newline46mondego>    System.out.println(rename(name, <doubleQuotes46>Sally<doubleQuotes46>));<newline46mondego>    System.out.println(name); //name = <doubleQuotes46>Paul<doubleQuotes46><newline46mondego><newline46mondego>    rename(<doubleQuotes46>Sally<doubleQuotes46>);<newline46mondego>    System.out.println(name); //name = <doubleQuotes46>Sally<doubleQuotes46><newline46mondego>}<newline46mondego>"
"7157splitHere46","22827139splitHere46","Sally<newline46mondego>Paul<newline46mondego>Sally<newline46mondego>"
"7158splitHere46","22827304splitHere46","while"
"7159splitHere46","22827304splitHere46","keeprunning"
"7160splitHere46","22827304splitHere46","Boolean keeprunning = true;<newline46mondego>while(keeprunning){<newline46mondego>...<newline46mondego>"
"7161splitHere46","22827304splitHere46","if-else"
"7162splitHere46","22827304splitHere46","keeprunning = false;<newline46mondego>break;<newline46mondego>"
"7163splitHere46","22827304splitHere46","import java.util.Scanner; <newline46mondego>public class Automata {<newline46mondego>public static void main(String[] args) {<newline46mondego><newline46mondego>Boolean keeprunning = true;<newline46mondego>while(keeprunning){<newline46mondego>    Scanner inputScanner = new Scanner(System.in);<newline46mondego>    System.out.println(<doubleQuotes46>Please enter your input<doubleQuotes46>);<newline46mondego>    String input = inputScanner.next();<newline46mondego>    char [] Inputted = input.toCharArray();<newline46mondego><newline46mondego>    if (input.equalsIgnoreCase(<doubleQuotes46>Exit<doubleQuotes46>)){<newline46mondego>        keeprunning = false;<newline46mondego>        System.out.println(<doubleQuotes46>Exit now<doubleQuotes46>);<newline46mondego>    }<newline46mondego>    else{<newline46mondego><newline46mondego>    String stateA = <doubleQuotes46>A<doubleQuotes46>;<newline46mondego>    String stateB = <doubleQuotes46>B<doubleQuotes46>;<newline46mondego>    String stateC = <doubleQuotes46>C<doubleQuotes46>;<newline46mondego>    String stateD = <doubleQuotes46>D<doubleQuotes46>;<newline46mondego>    String stateE = <doubleQuotes46>E<doubleQuotes46>;<newline46mondego>    String stateF = <doubleQuotes46>F<doubleQuotes46>;<newline46mondego>    String currentState = <doubleQuotes46>A<doubleQuotes46>;<newline46mondego><newline46mondego><newline46mondego>    for (int i = 0; i < Inputted.length; i++){<newline46mondego>        if (Inputted[i]=='a' && currentState.equals(stateA)){<newline46mondego>            currentState = <doubleQuotes46>B<doubleQuotes46>;<newline46mondego>            System.out.println(stateA + <doubleQuotes46> -- <doubleQuotes46> + Inputted[i] + <doubleQuotes46> --> <doubleQuotes46> + stateB);<newline46mondego>        } else if (Inputted[i]=='b' && currentState.equals(stateA)){<newline46mondego>            currentState = <doubleQuotes46>F<doubleQuotes46>;<newline46mondego>            System.out.println(stateA + <doubleQuotes46> -- <doubleQuotes46> + Inputted[i] + <doubleQuotes46> --> <doubleQuotes46> + stateF);<newline46mondego>        } <newline46mondego><newline46mondego>        else if (Inputted[i] == 'a' && currentState.equals(stateB)){<newline46mondego>            currentState = <doubleQuotes46>B<doubleQuotes46>;<newline46mondego>            System.out.println(stateB + <doubleQuotes46> -- <doubleQuotes46> + Inputted[i] + <doubleQuotes46> --> <doubleQuotes46> + stateB);<newline46mondego>        } else if (Inputted[i] == 'b' && currentState.equals(stateB)){<newline46mondego>            currentState = <doubleQuotes46>C<doubleQuotes46>;<newline46mondego>            System.out.println(stateB + <doubleQuotes46> -- <doubleQuotes46> + Inputted[i] + <doubleQuotes46> --> <doubleQuotes46> + stateC);<newline46mondego>        } <newline46mondego><newline46mondego>        else if (Inputted[i]== 'b' && currentState.equals(stateF)){<newline46mondego>            currentState = <doubleQuotes46>F<doubleQuotes46>;<newline46mondego>            System.out.println(stateF + <doubleQuotes46> -- <doubleQuotes46> + Inputted[i] + <doubleQuotes46> --> <doubleQuotes46> + stateF);<newline46mondego>        } else if (Inputted[i] == 'a' && currentState.equals(stateF)){<newline46mondego>            currentState = <doubleQuotes46>B<doubleQuotes46>;<newline46mondego>            System.out.println(stateF + <doubleQuotes46> -- <doubleQuotes46> + Inputted[i] + <doubleQuotes46> --> <doubleQuotes46> + stateB);<newline46mondego>        } <newline46mondego><newline46mondego>        else if (Inputted[i] == 'a' && currentState.equals(stateC)){<newline46mondego>            currentState = <doubleQuotes46>D<doubleQuotes46>;<newline46mondego>            System.out.println(stateC + <doubleQuotes46> -- <doubleQuotes46> + Inputted[i] + <doubleQuotes46> --> <doubleQuotes46> + stateD);<newline46mondego>        } else if (Inputted[i] == 'b' && currentState.equals(stateC)){<newline46mondego>            currentState = <doubleQuotes46>F<doubleQuotes46>;<newline46mondego>            System.out.println(stateC + <doubleQuotes46> -- <doubleQuotes46> + Inputted[i] + <doubleQuotes46> --> <doubleQuotes46> + stateF);<newline46mondego>        } <newline46mondego><newline46mondego>        else if (Inputted[i] == 'a' && currentState.equals(stateD)){<newline46mondego>            currentState = <doubleQuotes46>B<doubleQuotes46>;<newline46mondego>            System.out.println(stateD + <doubleQuotes46> -- <doubleQuotes46> + Inputted[i] + <doubleQuotes46> --> <doubleQuotes46> + stateB);<newline46mondego>        } else if (Inputted[i] == 'b' && currentState.equals(stateD)){<newline46mondego>            currentState = <doubleQuotes46>E<doubleQuotes46>;<newline46mondego>            System.out.println(stateD + <doubleQuotes46> -- <doubleQuotes46> + Inputted[i] + <doubleQuotes46> --> <doubleQuotes46> + stateE);<newline46mondego>        } <newline46mondego><newline46mondego>        else if (Inputted[i] == 'a' && currentState.equals(stateE)){<newline46mondego>            currentState = <doubleQuotes46>B<doubleQuotes46>;<newline46mondego>            System.out.println(stateE + <doubleQuotes46> -- <doubleQuotes46> + Inputted[i] + <doubleQuotes46> --> <doubleQuotes46> + stateB);<newline46mondego>        } else if (Inputted[i] == 'b' && currentState.equals(stateE)){<newline46mondego>            currentState = <doubleQuotes46>C<doubleQuotes46>;<newline46mondego>            System.out.println(stateE + <doubleQuotes46> -- <doubleQuotes46> + Inputted[i] + <doubleQuotes46> --> <doubleQuotes46> + stateC);<newline46mondego>        }   <newline46mondego><newline46mondego>    } if (currentState.equals(stateA) || currentState.equals(stateB) || currentState.equals(stateD) || currentState.equals(stateE)){<newline46mondego>        System.out.println(<doubleQuotes46>Input accepted<doubleQuotes46>);<newline46mondego><newline46mondego>    } else if (currentState.equals(stateF) || currentState.equals(stateC)){<newline46mondego>        System.out.println(<doubleQuotes46>Input not accepted<doubleQuotes46>);<newline46mondego>    }<newline46mondego>}   <newline46mondego><newline46mondego>}<newline46mondego>}<newline46mondego>}<newline46mondego>"
"7164splitHere46","22827405splitHere46","Transform's scale"
"7165splitHere46","22827432splitHere46","activity_main.xml"
"7166splitHere46","22827432splitHere46","<RelativeLayout xmlns:android=<doubleQuotes46>http://schemas.android.com/apk/res/android<doubleQuotes46><newline46mondego>    xmlns:tools=<doubleQuotes46>http://schemas.android.com/tools<doubleQuotes46><newline46mondego>    android:layout_width=<doubleQuotes46>match_parent<doubleQuotes46><newline46mondego>    android:layout_height=<doubleQuotes46>match_parent<doubleQuotes46><newline46mondego>    android:paddingBottom=<doubleQuotes46>0dp<doubleQuotes46><newline46mondego>    android:paddingLeft=<doubleQuotes46>0dp<doubleQuotes46><newline46mondego>    android:paddingRight=<doubleQuotes46>0dp<doubleQuotes46><newline46mondego>    android:paddingTop=<doubleQuotes46>0dp<doubleQuotes46><newline46mondego>    android:background=<doubleQuotes46>@android:color/black<doubleQuotes46><newline46mondego>    tools:context=<doubleQuotes46>.Threads<doubleQuotes46> ><newline46mondego><newline46mondego>    <LinearLayout<newline46mondego>        android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>        android:layout_height=<doubleQuotes46>55dp<doubleQuotes46><newline46mondego>        android:layout_alignParentLeft=<doubleQuotes46>true<doubleQuotes46><newline46mondego>        android:layout_alignParentRight=<doubleQuotes46>true<doubleQuotes46><newline46mondego>        android:layout_alignParentTop=<doubleQuotes46>true<doubleQuotes46><newline46mondego>        android:orientation=<doubleQuotes46>vertical<doubleQuotes46><newline46mondego>        android:background=<doubleQuotes46>#364ACF<doubleQuotes46> ><newline46mondego>    </LinearLayout><newline46mondego><newline46mondego>    <ListView<newline46mondego>        android:id=<doubleQuotes46>@+id/listView<doubleQuotes46><newline46mondego>        android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>        android:layout_height=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>        android:layout_marginTop=<doubleQuotes46>55dp<doubleQuotes46><newline46mondego>        android:layout_alignParentBottom=<doubleQuotes46>true<doubleQuotes46><newline46mondego>        android:layout_alignParentLeft=<doubleQuotes46>true<doubleQuotes46><newline46mondego>        android:layout_alignParentRight=<doubleQuotes46>true<doubleQuotes46><newline46mondego>        android:background=<doubleQuotes46>@android:color/black<doubleQuotes46> ><newline46mondego>    </ListView><newline46mondego><newline46mondego></RelativeLayout><newline46mondego>"
"7167splitHere46","22827432splitHere46","list_item.xml"
"7168splitHere46","22827432splitHere46","<RelativeLayout xmlns:android=<doubleQuotes46>http://schemas.android.com/apk/res/android<doubleQuotes46><newline46mondego>    android:layout_width=<doubleQuotes46>match_parent<doubleQuotes46><newline46mondego>    android:layout_height=<doubleQuotes46>60dp<doubleQuotes46><newline46mondego>    android:orientation=<doubleQuotes46>vertical<doubleQuotes46> ><newline46mondego><newline46mondego>    <ImageView<newline46mondego>        android:id=<doubleQuotes46>@+id/imageView1<doubleQuotes46><newline46mondego>        android:layout_width=<doubleQuotes46>60dp<doubleQuotes46><newline46mondego>        android:layout_height=<doubleQuotes46>60dp<doubleQuotes46><newline46mondego>        android:src=<doubleQuotes46>@drawable/ic_launcher<doubleQuotes46> /><newline46mondego><newline46mondego>    <TextView<newline46mondego>        android:id=<doubleQuotes46>@+id/textView_Name<doubleQuotes46><newline46mondego>        android:layout_width=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>        android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>        android:layout_alignParentRight=<doubleQuotes46>true<doubleQuotes46><newline46mondego>        android:layout_alignParentTop=<doubleQuotes46>true<doubleQuotes46><newline46mondego>        android:layout_marginTop=<doubleQuotes46>5dp<doubleQuotes46><newline46mondego>        android:layout_toRightOf=<doubleQuotes46>@+id/imageView1<doubleQuotes46><newline46mondego>        android:text=<doubleQuotes46>Linsey Sexton<doubleQuotes46><newline46mondego>        android:textAppearance=<doubleQuotes46>?android:attr/textAppearanceMedium<doubleQuotes46><newline46mondego>        android:textColor=<doubleQuotes46>@android:color/white<doubleQuotes46> /><newline46mondego><newline46mondego>    <TextView<newline46mondego>        android:id=<doubleQuotes46>@+id/textView_RecentMessage<doubleQuotes46><newline46mondego>        android:layout_width=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>        android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>        android:layout_alignLeft=<doubleQuotes46>@+id/textView_Name<doubleQuotes46><newline46mondego>        android:layout_below=<doubleQuotes46>@+id/textView_Name<doubleQuotes46><newline46mondego>        android:text=<doubleQuotes46>Hey baby, I love you...<doubleQuotes46><newline46mondego>        android:textColor=<doubleQuotes46>@android:color/white<doubleQuotes46> /><newline46mondego><newline46mondego></RelativeLayout><newline46mondego>"
"7169splitHere46","22827432splitHere46","MainActivity.java"
"7170splitHere46","22827432splitHere46","public class MainActivity extends Activity<newline46mondego>{<newline46mondego>    @Override<newline46mondego>    public void onCreate(Bundle savedInstanceState)<newline46mondego>    {<newline46mondego>        super.onCreate(savedInstanceState);<newline46mondego>        setContentView(R.layout.main);<newline46mondego><newline46mondego>        ListView listView = (ListView) findViewById(R.id.listView);<newline46mondego>        final ArrayList<Entry> entries = new ArrayList<Entry>();<newline46mondego><newline46mondego>        entries.add(new Entry(<doubleQuotes46>Linsey Sexton<doubleQuotes46>, <doubleQuotes46>Hey baby, I love you...<doubleQuotes46>));<newline46mondego>        entries.add(new Entry(<doubleQuotes46>Joe Schmoe<doubleQuotes46>, <doubleQuotes46><Insert standard response here><doubleQuotes46>));<newline46mondego>        entries.add(new Entry(<doubleQuotes46>Linsey Sexton<doubleQuotes46>, <doubleQuotes46>Joe, what are you saying?!<doubleQuotes46>));<newline46mondego>        entries.add(new Entry(<doubleQuotes46>Joe Schmoe<doubleQuotes46>, <doubleQuotes46>We're done, baby!<doubleQuotes46>));<newline46mondego><newline46mondego>        ArrayAdapter adapter = new ArrayAdapter(this, R.layout.list_item, R.id.textView_Name, entries)<newline46mondego>        {<newline46mondego>            @Override<newline46mondego>            public View getView(int position, View convertView, ViewGroup parent)<newline46mondego>            { <newline46mondego>                View view = super.getView(position, convertView, parent);<newline46mondego>                ImageView image = (ImageView) view.findViewById(R.id.imageView1);<newline46mondego>                TextView text1 = (TextView) view.findViewById(R.id.textView_Name);<newline46mondego>                TextView text2 = (TextView) view.findViewById(R.id.textView_RecentMessage);<newline46mondego>                image.setImageResource(R.drawable.ic_launcher);<newline46mondego>                text1.setText(entries.get(position).name); <newline46mondego>                text2.setText(entries.get(position).message); <newline46mondego>                return view;<newline46mondego>            }<newline46mondego>        };<newline46mondego><newline46mondego>        listView.setAdapter(adapter);<newline46mondego>    }<newline46mondego><newline46mondego>    class Entry<newline46mondego>    {<newline46mondego>        String name;<newline46mondego>        String message;<newline46mondego><newline46mondego>        public Entry(String name, String message)<newline46mondego>        {<newline46mondego>            this.name = name;<newline46mondego>            this.message = message;<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7171splitHere46","22827476splitHere46","setContentView(R.layout.activity_main);<newline46mondego>"
"7172splitHere46","22827476splitHere46","public class MainActivity extends Activity <newline46mondego>{<newline46mondego><newline46mondego>Button button;<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void onCreate(Bundle savedInstanceState) <newline46mondego>    {<newline46mondego>        super.onCreate(savedInstanceState);<newline46mondego>        setContentView(R.layout.activity_main);     // You forgot this line<newline46mondego>        addListenerOnButton();<newline46mondego>    }<newline46mondego>"
"7173splitHere46","22827476splitHere46","public void onClick(View arg0) <newline46mondego>{<newline46mondego>     Intent intent = new Intent( MainActivity.this, ScanScreen.class );  // Change here<newline46mondego>     startActivity(intent);   <newline46mondego>}<newline46mondego>"
"7174splitHere46","22827635splitHere46","public void actionPerformed(ActionEvent e){}"
"7175splitHere46","22827635splitHere46","ActionListner"
"7176splitHere46","22827635splitHere46","ActionListner"
"7177splitHere46","22827635splitHere46","interface"
"7178splitHere46","22827635splitHere46","ActionListner"
"7179splitHere46","22827635splitHere46","implements ActionListner"
"7180splitHere46","22827655splitHere46","0x9D"
"7181splitHere46","22827655splitHere46","0x9d"
"7182splitHere46","22827655splitHere46","String#format"
"7183splitHere46","22827655splitHere46","System.out.println"
"7184splitHere46","22827655splitHere46","System.out.println(<doubleQuotes46>\ninside: <doubleQuotes46> + String.format(<doubleQuotes46>%x<doubleQuotes46>, moduleId));<newline46mondego>"
"7185splitHere46","22827732splitHere46","private int sum (List<Integer> array) {<newline46mondego>      int sum =0;<newline46mondego>      for(Integer i: array) {<newline46mondego>         sum = sum + i;<newline46mondego>      }<newline46mondego>      return sum;<newline46mondego>   }<newline46mondego>"
"7186splitHere46","22827732splitHere46","Collections.max(array);<newline46mondego>"
"7187splitHere46","22827864splitHere46","try {<newline46mondego>            // Locate the array name in JSON <newline46mondego>           mensa = new String[jsonarray.length()]; // Add this line.<newline46mondego>           NomUsuario = new String[jsonarray.length()]; // Add this line.<newline46mondego>"
"7188splitHere46","22827937splitHere46","Document"
"7189splitHere46","22827937splitHere46","PromptSupport"
"7190splitHere46","22827937splitHere46","import java.awt.Dimension;<newline46mondego>import java.awt.EventQueue;<newline46mondego>import java.awt.GridBagConstraints;<newline46mondego>import java.awt.GridBagLayout;<newline46mondego>import java.awt.Insets;<newline46mondego>import javax.swing.JButton;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JPanel;<newline46mondego>import javax.swing.JTextField;<newline46mondego>import javax.swing.UIManager;<newline46mondego>import javax.swing.UnsupportedLookAndFeelException;<newline46mondego>import org.jdesktop.swingx.prompt.BuddySupport;<newline46mondego>import org.jdesktop.swingx.prompt.PromptSupport;<newline46mondego><newline46mondego>public class PromptSupportTest {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        new PromptSupportTest();<newline46mondego>    }<newline46mondego><newline46mondego>    public PromptSupportTest() {<newline46mondego>        EventQueue.invokeLater(new Runnable() {<newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                try {<newline46mondego>                    UIManager.setLookAndFeel(UIManager.getSystemLookAndFeelClassName());<newline46mondego>                } catch (ClassNotFoundException | InstantiationException | IllegalAccessException | UnsupportedLookAndFeelException ex) {<newline46mondego>                    ex.printStackTrace();<newline46mondego>                }<newline46mondego><newline46mondego>                JFrame frame = new JFrame(<doubleQuotes46>Testing<doubleQuotes46>);<newline46mondego>                frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>                frame.add(new TestPane());<newline46mondego>                frame.pack();<newline46mondego>                frame.setLocationRelativeTo(null);<newline46mondego>                frame.setVisible(true);<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>    public class TestPane extends JPanel {<newline46mondego><newline46mondego>        public TestPane() {<newline46mondego>            JTextField firstName = new JTextField(10);<newline46mondego>            PromptSupport.setPrompt(<doubleQuotes46>First Name<doubleQuotes46>, firstName);<newline46mondego>            PromptSupport.setFocusBehavior(PromptSupport.FocusBehavior.HIDE_PROMPT, firstName);<newline46mondego><newline46mondego>            JTextField lastName = new JTextField(10);<newline46mondego>            PromptSupport.setPrompt(<doubleQuotes46>Last Name<doubleQuotes46>, lastName);<newline46mondego>            PromptSupport.setFocusBehavior(PromptSupport.FocusBehavior.HIDE_PROMPT, lastName);<newline46mondego><newline46mondego>            JTextField picture = new JTextField(10);<newline46mondego>            PromptSupport.setPrompt(<doubleQuotes46>Picture<doubleQuotes46>, picture);<newline46mondego>            PromptSupport.setFocusBehavior(PromptSupport.FocusBehavior.HIDE_PROMPT, picture);<newline46mondego><newline46mondego>            JButton browse = new JButton(<doubleQuotes46>...<doubleQuotes46>);<newline46mondego>            browse.setMargin(new Insets(0, 0, 0, 0));<newline46mondego>            browse.setContentAreaFilled(false);<newline46mondego>            browse.setFocusPainted(false);<newline46mondego>            browse.setFocusable(false);<newline46mondego>            browse.setOpaque(false);<newline46mondego>            // Add action listener to brose button to show JFileChooser...<newline46mondego><newline46mondego>            BuddySupport.addRight(browse, picture);<newline46mondego><newline46mondego>            setLayout(new GridBagLayout());<newline46mondego>            GridBagConstraints gbc = new GridBagConstraints();<newline46mondego>            gbc.gridwidth = GridBagConstraints.REMAINDER;<newline46mondego>            gbc.weightx = 1;<newline46mondego><newline46mondego>            add(firstName, gbc);<newline46mondego>            add(lastName, gbc);<newline46mondego>            add(picture, gbc);<newline46mondego><newline46mondego>            gbc.anchor = GridBagConstraints.CENTER;<newline46mondego>            add(new JButton(<doubleQuotes46>Ok<doubleQuotes46>), gbc);<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public Dimension getPreferredSize() {<newline46mondego>            return new Dimension(200, 200);<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"7191splitHere46","22827937splitHere46","BuddySupport"
"7192splitHere46","22828003splitHere46","ObjectOutputStream"
"7193splitHere46","22828073splitHere46","import org.json.JSONArray;<newline46mondego>import org.json.JSONException;<newline46mondego>import org.json.JSONObject;<newline46mondego><newline46mondego><newline46mondego>public static String toJson(List<Item> items){<newline46mondego><newline46mondego>try{<newline46mondego><newline46mondego>JSONObject jsonObj = new JSONObject();<newline46mondego><newline46mondego>JSONArray jsonArr = new JSONArray();<newline46mondego><newline46mondego>for(Item i : items){<newline46mondego>    JSONObject itemObj = new JSONObject();<newline46mondego>    itemObj.put(<doubleQuotes46>names<doubleQuotes46>, i.getName());<newline46mondego>    itemObj.put(<doubleQuotes46>companies<doubleQuotes46>, i.getCompanies());<newline46mondego>    itemObj.put(<doubleQuotes46>colors<doubleQuotes46>, i.getColors());<newline46mondego>    itemObj.put(<doubleQuotes46>numbers<doubleQuotes46>, i.getNumbers());<newline46mondego>    itemObj.put(<doubleQuotes46>candy<doubleQuotes46>, i.getCandy());<newline46mondego>    jsonArr.put(itemObj);<newline46mondego>}<newline46mondego><newline46mondego>jsonObj.put(<doubleQuotes46>items<doubleQuotes46>, jsonArr);<newline46mondego><newline46mondego>return jsonObj.toString();<newline46mondego><newline46mondego>} catch(JSONException ex){<newline46mondego>        ex.printStackTrace();<newline46mondego>}<newline46mondego>    return null;<newline46mondego>}<newline46mondego>"
"7194splitHere46","22828080splitHere46","UUID"
"7195splitHere46","22828114splitHere46","Please look into a property hibernate.hbm2ddl.auto"
"7196splitHere46","22828114splitHere46","validate: validate the schema, makes no changes to the database.<newline46mondego>update: update the schema.<newline46mondego>create: creates the schema, destroying previous data.<newline46mondego>create-drop: drop the schema at the end of the session.<newline46mondego>"
"7197splitHere46","22828364splitHere46","ArrayAdapter<RssItem> adapter = new ArrayAdapter<RssItem>(this.android.R.layout.simple_list_item_1, RssReader.getItems());<newline46mondego>"
"7198splitHere46","22828364splitHere46","ArrayAdapter<RssItem> adapter = new ArrayAdapter<RssItem>(this, android.R.layout.simple_list_item_1, RssReader.getItems());<newline46mondego>"
"7199splitHere46","22828364splitHere46","this"
"7200splitHere46","22828398splitHere46","FXML"
"7201splitHere46","22828398splitHere46","JavaEE"
"7202splitHere46","22828398splitHere46","look and feel"
"7203splitHere46","22828398splitHere46","scalability and maintainability"
"7204splitHere46","22828430splitHere46","try catch"
"7205splitHere46","22828430splitHere46","null"
"7206splitHere46","22828430splitHere46","try<newline46mondego>        {<newline46mondego>        a = Integer.parseInt(s1 != null ? s1 : <doubleQuotes46>0<doubleQuotes46>);<newline46mondego>        b = Integer.parseInt(s2 != null ? s2 : <doubleQuotes46>0<doubleQuotes46>);<newline46mondego>        c = Integer.parseInt(s3 != null ? s3 : <doubleQuotes46>0<doubleQuotes46>);<newline46mondego>        d = Integer.parseInt(s4 != null ? s4 : <doubleQuotes46>0<doubleQuotes46>);<newline46mondego>        }<newline46mondego>        catch(NumberFormatException ex)<newline46mondego>        {<newline46mondego>            System.out.println(<doubleQuotes46>Exception : <doubleQuotes46>+ex);<newline46mondego>        }<newline46mondego>"
"7207splitHere46","22828430splitHere46","s is also null"
"7208splitHere46","22828430splitHere46","NullPointerException"
"7209splitHere46","22828430splitHere46","if (s != null && s.equals(<doubleQuotes46>red<doubleQuotes46>))<newline46mondego>"
"7210splitHere46","22828430splitHere46","if (s.equals(<doubleQuotes46>red<doubleQuotes46>))<newline46mondego>"
"7211splitHere46","22828490splitHere46","InputVerifier"
"7212splitHere46","22828490splitHere46","FocusListener"
"7213splitHere46","22828490splitHere46","DocumentListener"
"7214splitHere46","22828490splitHere46","LineBorder"
"7215splitHere46","22828490splitHere46","setVisible"
"7216splitHere46","22828490splitHere46","JLabel"
"7217splitHere46","22828490splitHere46","GridBagLayout"
"7218splitHere46","22828531splitHere46","JLabel"
"7219splitHere46","22828531splitHere46","JPanel"
"7220splitHere46","22828531splitHere46","GridBagLayout"
"7221splitHere46","22828531splitHere46","JPanel"
"7222splitHere46","22828531splitHere46","BorderLayout"
"7223splitHere46","22828531splitHere46","WEST"
"7224splitHere46","22828531splitHere46","CENTER"
"7225splitHere46","22828531splitHere46","JPanel"
"7226splitHere46","22828531splitHere46","JOptionPane."
"7227splitHere46","22828531splitHere46","import java.awt.*;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class TestImageCenter {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        ImageIcon icon = new ImageIcon(TestImageCenter.class.getResource(<doubleQuotes46>/resources/images/ooooo.png<doubleQuotes46>));<newline46mondego>        JLabel iconLabel = new JLabel(icon);<newline46mondego>        JPanel iconPanel = new JPanel(new GridBagLayout());<newline46mondego>        iconPanel.add(iconLabel);<newline46mondego><newline46mondego>        JPanel textPanel= new JPanel(new GridLayout(0, 1));<newline46mondego>        for (int i = 0; i < 15; i++) {<newline46mondego>            textPanel.add(new JLabel(<doubleQuotes46>Hello, StackOverfkow<doubleQuotes46>));<newline46mondego>        }<newline46mondego><newline46mondego>        JPanel mainPanel = new JPanel(new BorderLayout());<newline46mondego>        mainPanel.add(textPanel);<newline46mondego>        mainPanel.add(iconPanel, BorderLayout.WEST);<newline46mondego>        JOptionPane.showMessageDialog(null, mainPanel, <doubleQuotes46>Center Image Dialog<doubleQuotes46>, JOptionPane.PLAIN_MESSAGE);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7228splitHere46","22828625splitHere46","InputStream"
"7229splitHere46","22828625splitHere46","System.in"
"7230splitHere46","22828625splitHere46","InputStream"
"7231splitHere46","22828686splitHere46","import com.thoughtworks.xstream.converters.basic.DoubleConverter;<newline46mondego><newline46mondego>public class MyDoubleConverter extends DoubleConverter<newline46mondego>{<newline46mondego>    @Override<newline46mondego>    public String toString(Object obj)<newline46mondego>    {<newline46mondego>        return (obj == null ? null : YourFormatter.format(obj));<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"7232splitHere46","22828686splitHere46","XStream xstream = new XStream(new DomDriver());<newline46mondego>xstream.alias(<doubleQuotes46>Person<doubleQuotes46>, PersonBean.class);<newline46mondego>xstream.registerConverter(new MyDoubleConverter(), XStream.PRIORITY_VERY_HIGH);<newline46mondego>return xstream.toXML(person);<newline46mondego>"
"7233splitHere46","22828694splitHere46","XYPlot plot = (XYPlot) chart.getPlot();<newline46mondego>    Range xRange = plot.getDomainAxis().getRange();<newline46mondego>    Range yRange = plot.getRangeAxis().getRange();<newline46mondego>"
"7234splitHere46","22828733splitHere46","data"
"7235splitHere46","22828765splitHere46","layout_toLeftOf=<doubleQuotes46>@+id/list_image<doubleQuotes46>"
