"1splitHere46","15840399splitHere46","String ms[] = msgTime.split(<doubleQuotes46>\\.<doubleQuotes46>);"
"4978splitHere46","15949313splitHere46","Hardware"
"4979splitHere46","15949313splitHere46","Computer"
"4980splitHere46","15949313splitHere46","NetworkDevice"
"4981splitHere46","15949313splitHere46","HW_ID"
"4982splitHere46","15949313splitHere46","Computer"
"4983splitHere46","15949313splitHere46","JOIN"
"4984splitHere46","15949325splitHere46","WithLookup"
"4985splitHere46","15949325splitHere46","GWT.create()"
"4986splitHere46","15949325splitHere46","GWT.create()"
"4987splitHere46","15949325splitHere46","GWTTestCase"
"4988splitHere46","15949509splitHere46","private String[] data = {<doubleQuotes46>7:00<doubleQuotes46>, <doubleQuotes46>8:00<doubleQuotes46>, <doubleQuotes46>9:00<doubleQuotes46> , <doubleQuotes46>10:00<doubleQuotes46> , <doubleQuotes46>11:00<doubleQuotes46> , <doubleQuotes46>12:00<doubleQuotes46> };<newline46mondego>"
"4989splitHere46","15949509splitHere46","private String[][] data = {{<doubleQuotes46>7:00<doubleQuotes46>, null, null}, {<doubleQuotes46>8:00<doubleQuotes46>, null, null}, <newline46mondego>            {<doubleQuotes46>9:00<doubleQuotes46>, null, null}, {<doubleQuotes46>10:00<doubleQuotes46>, null, null}, {<doubleQuotes46>11:00<doubleQuotes46>, null, null}, <newline46mondego>            {<doubleQuotes46>12:00<doubleQuotes46>, null, null}};<newline46mondego>"
"4990splitHere46","15949509splitHere46","import javax.swing.JFrame;<newline46mondego>import javax.swing.JScrollPane;<newline46mondego>import javax.swing.JTable;<newline46mondego>import javax.swing.ScrollPaneConstants;<newline46mondego>import javax.swing.event.TableModelListener;<newline46mondego>import javax.swing.table.AbstractTableModel;<newline46mondego><newline46mondego>public class MyTable {<newline46mondego><newline46mondego>    private JFrame frame = new JFrame(<doubleQuotes46>TableDemo<doubleQuotes46>);<newline46mondego>    private JScrollPane tableScroll = new JScrollPane();<newline46mondego>    private MyTableModel tableModel = new MyTableModel();<newline46mondego>    private JTable dialogTable = new JTable(tableModel);<newline46mondego><newline46mondego>    public MyTable() {<newline46mondego>        dialogTable.setPreferredScrollableViewportSize(dialogTable.getPreferredSize());<newline46mondego>        tableScroll = new JScrollPane(dialogTable, ScrollPaneConstants.VERTICAL_SCROLLBAR_AS_NEEDED,<newline46mondego>                ScrollPaneConstants.HORIZONTAL_SCROLLBAR_AS_NEEDED);<newline46mondego>        frame.add(tableScroll);<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        frame.pack();<newline46mondego>        frame.setLocationByPlatform(true);<newline46mondego>        frame.setVisible(true);<newline46mondego>        System.out.println(dialogTable.getRowCount());<newline46mondego>        System.out.println(dialogTable.getColumnCount());<newline46mondego>        System.out.println(tableModel.getRowCount());<newline46mondego>        System.out.println(tableModel.getColumnCount());<newline46mondego>    }<newline46mondego><newline46mondego>    private class MyTableModel extends AbstractTableModel {<newline46mondego><newline46mondego>        private String[] columnNames = {<doubleQuotes46>Termin<doubleQuotes46>, <doubleQuotes46>Ime i prezime<doubleQuotes46>, <doubleQuotes46>Napomena<doubleQuotes46>};<newline46mondego>        private String[][] data = {{<doubleQuotes46>7:00<doubleQuotes46>, null, null}, {<doubleQuotes46>8:00<doubleQuotes46>, null, null}, <newline46mondego>            {<doubleQuotes46>9:00<doubleQuotes46>, null, null}, {<doubleQuotes46>10:00<doubleQuotes46>, null, null}, {<doubleQuotes46>11:00<doubleQuotes46>, null, null}, <newline46mondego>            {<doubleQuotes46>12:00<doubleQuotes46>, null, null}};<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void addTableModelListener(TableModelListener arg0) {<newline46mondego>            // TODO Auto-generated method stub<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public Class<?> getColumnClass(int columnNames) {<newline46mondego>            switch (columnNames) {<newline46mondego>                case 0:<newline46mondego>                    return String.class;//return Date.class;<newline46mondego>                case 1:<newline46mondego>                    return String.class;//return Double.class;<newline46mondego>                case 2:<newline46mondego>                    return String.class;//return Boolean.class;<newline46mondego>                default:<newline46mondego>                    return String.class;<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public int getColumnCount() {<newline46mondego>            return columnNames.length;<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public int getRowCount() {<newline46mondego>            return data.length;   //  <<----- this line is problem<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public String getColumnName(int col) {<newline46mondego>            return columnNames[col];<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public Object getValueAt(int row, int col) {<newline46mondego>            // TODO Auto-generated method stub<newline46mondego>            return null;<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public boolean isCellEditable(int row, int col) {<newline46mondego>            if (col > 0) {<newline46mondego>                return true;<newline46mondego>            } else {<newline46mondego>                return false;<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void removeTableModelListener(TableModelListener arg0) {<newline46mondego>            // TODO Auto-generated method stub<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void setValueAt(Object data, int row, int col) {<newline46mondego>            // TODO Auto-generated method stub<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        javax.swing.SwingUtilities.invokeLater(new Runnable() {<newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                MyTable myTable = new MyTable();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4991splitHere46","15949541splitHere46","m.find()"
"4992splitHere46","15949541splitHere46","groups <= m.groupCount()"
"4993splitHere46","15949541splitHere46","Pattern p =<newline46mondego>            Pattern.compile(<doubleQuotes46>(\\[.*?\\]|\<doubleQuotes46>.*?\<doubleQuotes46>)?.*?(\\d{1,3}(?:,\\d{3})*?(?:\\.\\d+)?).*?(\\[.*?\\]|\<doubleQuotes46>.*?\<doubleQuotes46>)<doubleQuotes46>,<newline46mondego>                Pattern.CASE_INSENSITIVE | Pattern.DOTALL);<newline46mondego>    Matcher m = p.matcher(textToMatch);<newline46mondego>    if (m.find()) {<newline46mondego>        for (int groups = 0; groups <= m.groupCount(); groups++) {<newline46mondego>            System.out.println(<doubleQuotes46>Group <doubleQuotes46> + groups + <doubleQuotes46> contains <doubleQuotes46> + m.group(groups));<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"4994splitHere46","15949615splitHere46","private static float distance(LatLng current, LatLng last){<newline46mondego>    if(last==null)<newline46mondego>        return 0;<newline46mondego>    Location cL = new Location(<doubleQuotes46><doubleQuotes46>);<newline46mondego>    cL.setLatitude(current.latitude);<newline46mondego>    cL.setLongitude(current.longitude);<newline46mondego><newline46mondego>    Location lL = new Location(<doubleQuotes46><doubleQuotes46>);<newline46mondego>    lL.setLatitude(last.latitude);<newline46mondego>    lL.setLongitude(last.longitude);<newline46mondego><newline46mondego>    return lL.distanceTo(cL);<newline46mondego>}<newline46mondego>"
"4995splitHere46","15949657splitHere46","tokenArray.add(tokens.nextToken().trim());<newline46mondego>"
"4996splitHere46","15949679splitHere46","// in constructor<newline46mondego>cpds = new ComboPooledDataSource();<newline46mondego>cpds.setDriverClass( <doubleQuotes46>org.postgresql.Driver<doubleQuotes46> ); //loads the jdbc driver            <newline46mondego>cpds.setJdbcUrl( <doubleQuotes46>jdbc:postgresql://localhost/testdb<doubleQuotes46> );<newline46mondego>cpds.setUser(<doubleQuotes46>swaldman<doubleQuotes46>);                                  <newline46mondego>cpds.setPassword(<doubleQuotes46>test-password<doubleQuotes46>);                                  <newline46mondego>"
"4997splitHere46","15949679splitHere46","Connection connection = cpds.getConnection();<newline46mondego>"
"4998splitHere46","15949766splitHere46","Map"
"4999splitHere46","15949766splitHere46","String"
"5000splitHere46","15949766splitHere46","Obj"
"5001splitHere46","15949766splitHere46","objects"
"5002splitHere46","15949766splitHere46","strings"
"5003splitHere46","15949766splitHere46","objects"
"5004splitHere46","15949766splitHere46","map"
"5005splitHere46","15949766splitHere46","str"
"5006splitHere46","15949766splitHere46","str"
"5007splitHere46","15949766splitHere46","map.keySet()"
"5008splitHere46","15949766splitHere46","objects"
"5009splitHere46","15949766splitHere46","strings"
"5010splitHere46","15949766splitHere46","keys.removeAll(strings)"
"5011splitHere46","15949766splitHere46","strings"
"5012splitHere46","15949766splitHere46","objects"
"5013splitHere46","15949766splitHere46","strings.removeAll(keys)"
"5014splitHere46","15949766splitHere46","objects"
"5015splitHere46","15949766splitHere46","keys"
"5016splitHere46","15949766splitHere46","import java.util.*;<newline46mondego><newline46mondego>public class Test { <newline46mondego>    public static void main(String[] args) throws Exception {<newline46mondego>        new Test();<newline46mondego>    }<newline46mondego><newline46mondego>    public Test() {<newline46mondego>        List<Obj> objects = new ArrayList<>();<newline46mondego>        objects.add(new Obj(<doubleQuotes46>a<doubleQuotes46>));<newline46mondego>        objects.add(new Obj(<doubleQuotes46>b<doubleQuotes46>));<newline46mondego>        objects.add(new Obj(<doubleQuotes46>c<doubleQuotes46>));<newline46mondego><newline46mondego>        List<String> strings = new ArrayList<>();<newline46mondego>        strings.add(<doubleQuotes46>a<doubleQuotes46>);<newline46mondego>        strings.add(<doubleQuotes46>d<doubleQuotes46>);<newline46mondego>        strings.add(<doubleQuotes46>e<doubleQuotes46>);<newline46mondego><newline46mondego>        remove(objects, strings);<newline46mondego><newline46mondego>        System.out.println(objects);<newline46mondego>        System.out.println(strings);<newline46mondego>    }<newline46mondego><newline46mondego>    public void remove(List<Obj> objects, List<String> strings) {<newline46mondego>        Map<String, Obj> map = new HashMap<>();<newline46mondego>        for (Obj object : objects) {<newline46mondego>            map.put(object.str, object);<newline46mondego>        }<newline46mondego><newline46mondego>        Set<String> keys = map.keySet();<newline46mondego>        List<String> oldStrings = new ArrayList<>(strings);<newline46mondego><newline46mondego>        strings.removeAll(keys);<newline46mondego>        keys.removeAll(oldStrings);<newline46mondego><newline46mondego>        objects.clear();<newline46mondego>        for (String key: keys) {<newline46mondego>            objects.add(map.get(key));<newline46mondego>        }       <newline46mondego>    }<newline46mondego><newline46mondego>    public class Obj {  <newline46mondego>        public String str;<newline46mondego>        public Obj(String str) {<newline46mondego>            this.str = str;<newline46mondego>        }<newline46mondego>        @Override<newline46mondego>        public String toString() {<newline46mondego>            return str;<newline46mondego>        }       <newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5017splitHere46","15949766splitHere46","[b, c]<newline46mondego>[d, e]<newline46mondego>"
"5018splitHere46","15949793splitHere46","public int count(int[] values, int value)<newline46mondego>{<newline46mondego>    int count = 0;<newline46mondego>    for (int current : values)<newline46mondego>    {<newline46mondego>        if (current == value)<newline46mondego>            count++;<newline46mondego>    }<newline46mondego>    return count;<newline46mondego>}<newline46mondego>"
"5019splitHere46","15949793splitHere46","int[] sorted = Arrays.sort(num);<newline46mondego>for (int value : sorted)<newline46mondego>{<newline46mondego>    System.out.println(<doubleQuotes46><doubleQuotes46> + value + <doubleQuotes46> occurs <doubleQuotes46> + count(sorted, value) + <doubleQuotes46> times<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"5020splitHere46","15949853splitHere46","bw.write(String.format(<doubleQuotes46>%-20s%s%n<doubleQuotes46>, myName, myLocation));<newline46mondego>"
"5021splitHere46","15949853splitHere46","pw.printf(<doubleQuotes46>%-<doubleQuotes46> + myNameWidth + <doubleQuotes46>s%s%n<doubleQuotes46>, myName, myLocation);<newline46mondego>"
"5022splitHere46","15949858splitHere46","import javax.xml.soap.*;<newline46mondego><newline46mondego>public class SOAPClientSAAJ {<newline46mondego><newline46mondego>    public static void main(String args[]) throws Exception {<newline46mondego>        // Create SOAP Connection<newline46mondego>        SOAPConnectionFactory soapConnectionFactory = SOAPConnectionFactory.newInstance();<newline46mondego>        SOAPConnection soapConnection = soapConnectionFactory.createConnection();<newline46mondego><newline46mondego>        // Send SOAP Message to SOAP Server<newline46mondego>        String url = <doubleQuotes46>http://ws.cdyne.com/emailverify/Emailvernotestemail.asmx<doubleQuotes46>;<newline46mondego>        SOAPMessage soapResponse = soapConnection.call(createSOAPRequest(), url);<newline46mondego><newline46mondego>        // print SOAP Response<newline46mondego>        System.out.print(<doubleQuotes46>Response SOAP Message:<doubleQuotes46>);<newline46mondego>        soapResponse.writeTo(System.out);<newline46mondego><newline46mondego>        soapConnection.close();<newline46mondego>    }<newline46mondego><newline46mondego>    private static SOAPMessage createSOAPRequest() throws Exception {<newline46mondego>        MessageFactory messageFactory = MessageFactory.newInstance();<newline46mondego>        SOAPMessage soapMessage = messageFactory.createMessage();<newline46mondego>        SOAPPart soapPart = soapMessage.getSOAPPart();<newline46mondego><newline46mondego>        String serverURI = <doubleQuotes46>http://ws.cdyne.com/<doubleQuotes46>;<newline46mondego><newline46mondego>        // SOAP Envelope<newline46mondego>        SOAPEnvelope envelope = soapPart.getEnvelope();<newline46mondego>        envelope.addNamespaceDeclaration(<doubleQuotes46>example<doubleQuotes46>, serverURI);<newline46mondego><newline46mondego>        /*<newline46mondego>        Constructed SOAP Request Message:<newline46mondego>        <SOAP-ENV:Envelope xmlns:SOAP-ENV=<doubleQuotes46>http://schemas.xmlsoap.org/soap/envelope/<doubleQuotes46> xmlns:example=<doubleQuotes46>http://ws.cdyne.com/<doubleQuotes46>><newline46mondego>            <SOAP-ENV:Header/><newline46mondego>            <SOAP-ENV:Body><newline46mondego>                <example:VerifyEmail><newline46mondego>                    <example:email>mutantninja@gmail.com</example:email><newline46mondego>                    <example:LicenseKey>123</example:LicenseKey><newline46mondego>                </example:VerifyEmail><newline46mondego>            </SOAP-ENV:Body><newline46mondego>        </SOAP-ENV:Envelope><newline46mondego>         */<newline46mondego><newline46mondego>        // SOAP Body<newline46mondego>        SOAPBody soapBody = envelope.getBody();<newline46mondego>        SOAPElement soapBodyElem = soapBody.addChildElement(<doubleQuotes46>VerifyEmail<doubleQuotes46>, <doubleQuotes46>example<doubleQuotes46>);<newline46mondego>        SOAPElement soapBodyElem1 = soapBodyElem.addChildElement(<doubleQuotes46>email<doubleQuotes46>, <doubleQuotes46>example<doubleQuotes46>);<newline46mondego>        soapBodyElem1.addTextNode(<doubleQuotes46>mutantninja@gmail.com<doubleQuotes46>);<newline46mondego>        SOAPElement soapBodyElem2 = soapBodyElem.addChildElement(<doubleQuotes46>LicenseKey<doubleQuotes46>, <doubleQuotes46>example<doubleQuotes46>);<newline46mondego>        soapBodyElem2.addTextNode(<doubleQuotes46>123<doubleQuotes46>);<newline46mondego><newline46mondego>        MimeHeaders headers = soapMessage.getMimeHeaders();<newline46mondego>        headers.addHeader(<doubleQuotes46>SOAPAction<doubleQuotes46>, serverURI  + <doubleQuotes46>VerifyEmail<doubleQuotes46>);<newline46mondego><newline46mondego>        soapMessage.saveChanges();<newline46mondego><newline46mondego>        /* Print the request message */<newline46mondego>        System.out.print(<doubleQuotes46>Request SOAP Message:<doubleQuotes46>);<newline46mondego>        soapMessage.writeTo(System.out);<newline46mondego>        System.out.println();<newline46mondego><newline46mondego>        return soapMessage;<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"5023splitHere46","15950011splitHere46","|"
"5024splitHere46","15950283splitHere46","onClick"
"5025splitHere46","15950283splitHere46","Cursor contactsCursor = adapter.getCursor();<newline46mondego>"
"5026splitHere46","15950283splitHere46","contactsCursor.moveToPosition(selectedPosition);<newline46mondego>long contactId = contactsCursor.get(contactsCursor.getColumnIndex(BaseColumn._ID));<newline46mondego>"
"5027splitHere46","15950283splitHere46","String selection = ContactsContract.CommonDataKinds.Phone.CONTACT_ID + <doubleQuotes46> = ?<doubleQuotes46>;<newline46mondego>String[] args = new String[] { String.valueOf(contactId) };<newline46mondego>Cursor cursor=managedQuery(ContactsContract.CommonDataKinds.Phone.CONTENT_URI, null, selection, args, null);<newline46mondego>if (cursor.moveToFirst()) {<newline46mondego>    // Get content here<newline46mondego>}<newline46mondego>"
"5028splitHere46","15950283splitHere46","for (long contactId : lv.getCheckedItemIds()) {<newline46mondego>    String selection = ContactsContract.CommonDataKinds.Phone.CONTACT_ID + <doubleQuotes46> = ?<doubleQuotes46>;<newline46mondego>    String[] args = new String[] { String.valueOf(contactId) };<newline46mondego>    Cursor cursor=managedQuery(ContactsContract.CommonDataKinds.Phone.CONTENT_URI, null, selection, args, null);<newline46mondego>    if (cursor.moveToFirst()) {<newline46mondego>        // Get content here<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5029splitHere46","15950328splitHere46","<%@ page import=<doubleQuotes46>com.servlet.java.*<doubleQuotes46>%><newline46mondego>"
"5030splitHere46","15950343splitHere46","ProcessAnnotatedType"
"5031splitHere46","15950343splitHere46","@Named"
"5032splitHere46","15950390splitHere46","while"
"5033splitHere46","15950390splitHere46","CSV.readLine ()"
"5034splitHere46","15950479splitHere46","// disable '+' and '-' keys<newline46mondego>button.addKeyListener(new KeyAdapter() {<newline46mondego>    public void keyPressed(KeyEvent e) {<newline46mondego>        if (e.character == '-' || e.character == '+') { <newline46mondego>            e.doit = false;<newline46mondego>        }<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"5035splitHere46","15950495splitHere46",".pdf"
"5036splitHere46","15950495splitHere46","application/pdf"
"5037splitHere46","15950525splitHere46","ndb.KeyProperty"
"5038splitHere46","15950525splitHere46","db.ReferenceProperty"
"5039splitHere46","15950525splitHere46","com.google.appengine.api.datastore.Key"
"5040splitHere46","15950668splitHere46","JenkinsLocationConfiguration globalConfig = new JenkinsLocationConfiguration();<newline46mondego>globalConfig.getUrl()<newline46mondego>"
"5041splitHere46","15950707splitHere46","future"
"5042splitHere46","15950707splitHere46","static"
"5043splitHere46","15950707splitHere46","LinkedBlockingQueue"
"5044splitHere46","15950707splitHere46","PingNode"
"5045splitHere46","15950707splitHere46","appendFile(...)"
"5046splitHere46","15950707splitHere46","future"
"5047splitHere46","15950707splitHere46","get()"
"5048splitHere46","15950707splitHere46","BlockingQueue<String[]> queue = new LinkedBlockingQueue<String[]>();<newline46mondego> ...<newline46mondego><newline46mondego> // inside of run, producer passes the queue into the PingNode<newline46mondego> public void run() {<newline46mondego>     pool.submit(new PingNode(queue));<newline46mondego> }<newline46mondego><newline46mondego> // consumer<newline46mondego> while (true) {<newline46mondego>     String[] array = queue.take();<newline46mondego>     ...<newline46mondego> }<newline46mondego>"
"5049splitHere46","15950730splitHere46","private void openUrlInBrowser(String url)<newline46mondego>{<newline46mondego> Runtime runtime = Runtime.getRuntime();<newline46mondego> String[] args = { <doubleQuotes46>osascript<doubleQuotes46>, <doubleQuotes46>-e<doubleQuotes46>, <doubleQuotes46>open location \<doubleQuotes46><doubleQuotes46> + url + <doubleQuotes46>\<doubleQuotes46><doubleQuotes46> };<newline46mondego> try<newline46mondego> {<newline46mondego>  Process process = runtime.exec(args);<newline46mondego> }<newline46mondego> catch (IOException e)<newline46mondego> {<newline46mondego>// do what you want with this<newline46mondego> }<newline46mondego>}<newline46mondego>"
"5050splitHere46","15950781splitHere46","@Rule"
"5051splitHere46","15950781splitHere46","@Rule"
"5052splitHere46","15950781splitHere46","@Rule"
"5053splitHere46","15950781splitHere46","collector4 => NullPointerException<newline46mondego>collector5 => same as collector5<newline46mondego>collector5a => when you execute, I suspect Groovy doesn't find the<newline46mondego>               expected methods on your somethingThatIsNotRule, or<newline46mondego>               you're getting a ClassCastException or something similar.<newline46mondego>collector5b => same as 5b for anotherRule<newline46mondego>"
"5054splitHere46","15950781splitHere46","@Rule"
"5055splitHere46","15950781splitHere46","@Rule"
"5056splitHere46","15950843splitHere46","EscapeBot"
"5057splitHere46","15950843splitHere46","Random rand = new Random();<newline46mondego>new EscapeBot(London, rand.nextInt(max_x - 1) + 1, rand.nextInt(max_y - 1) + 1, Direction.NORTH);<newline46mondego>"
"5058splitHere46","15950843splitHere46","max_x"
"5059splitHere46","15950843splitHere46","Direction[] directions = new Direction { Direction.NORTH, Direction.SOUTH, .. }<newline46mondego>"
"5060splitHere46","15950843splitHere46","new EscapeBot(London, rand.nextInt(max_x - 1) + 1, rand.nextInt(max_y - 1) + 1, directions[rand.nextInt(directions.length)]);<newline46mondego>"
"5061splitHere46","15950935splitHere46","<p:column rendered=<doubleQuotes46>#{listvar.status != 'B'}<doubleQuotes46>>  <newline46mondego>                    <p:rowEditor />  <newline46mondego> </p:column><newline46mondego>"
"5062splitHere46","15951178splitHere46","java -classpath json.jar ClassName"
"5063splitHere46","15951178splitHere46","<dependency><newline46mondego>    <groupId>org.json</groupId><newline46mondego>    <artifactId>json</artifactId><newline46mondego>    <version>20090211</version><newline46mondego></dependency><newline46mondego>"
"5064splitHere46","15951186splitHere46","byte[] buf = new byte[1024*64];<newline46mondego>while ((gByte = fi.read(buf)) > 0) {<newline46mondego>    gCRC.update(buf, 0, gByte);<newline46mondego>}<newline46mondego>fi.close();<newline46mondego>"
"5065splitHere46","15951202splitHere46","~/sandbox/android-sdk/tools/android"
"5066splitHere46","15951445splitHere46","StringBuffer"
"5067splitHere46","15951445splitHere46","java.lang"
"5068splitHere46","15951445splitHere46","public class StringBufferUse {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        StringBuffer sb = new StringBuffer();<newline46mondego>        sb.append(<doubleQuotes46>a<doubleQuotes46>);<newline46mondego>        sb.append(<doubleQuotes46>b<doubleQuotes46>);<newline46mondego>        sb.append(123);<newline46mondego>        System.out.println(sb.toString()); /* prints <doubleQuotes46>ab123<doubleQuotes46> */<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5069splitHere46","15951552splitHere46","glMatrixMode(GL_MODELVIEW);<newline46mondego>glLoadIdentity();<newline46mondego>glTranslatef(100.0, 50.0, 0.0);<newline46mondego>glRotatef(-25.0, 0.0, 1.0, 0.0);  <newline46mondego><newline46mondego>glGetFloatv(GL_MODELVIEW_MATRIX , *your_matrix*);<newline46mondego>//print your matrix to check if that is the desired transformation coordinates<newline46mondego>"
"5070splitHere46","15951785splitHere46","doInBackground()"
"5071splitHere46","15951785splitHere46","@Override"
"5072splitHere46","15951785splitHere46","AsyncTask"
"5073splitHere46","15951785splitHere46","doInBackground()"
"5074splitHere46","15951806splitHere46","implements WritableComparable<YourClassName>"
"5075splitHere46","15951895splitHere46","String[]"
"5076splitHere46","15951895splitHere46","Object[]"
"5077splitHere46","15951895splitHere46","try"
"5078splitHere46","15951895splitHere46","String[] args = Arrays.copyOfRange(command, 1, command.length - 1);<newline46mondego>method.invoke(null, new Object[]{args}); // must prevent expansion into varargs<newline46mondego>"
"5079splitHere46","15952001splitHere46","//to get the string value<newline46mondego>((SimpleValue)obj).getStringValue();<newline46mondego>//to set the string value<newline46mondego>((SimpleValue)obj).setStringValue(<doubleQuotes46>n2<doubleQuotes46>);<newline46mondego>"
"5080splitHere46","15952013splitHere46","onClickListener"
"5081splitHere46","15952013splitHere46","if(matchesArrayList.get(position).getCompanyLink() != null){<newline46mondego>    holder.companyImage.setOnClickListener(onClickListener);<newline46mondego>    holder.companyImage.setTag(position);<newline46mondego>}<newline46mondego>else {<newline46mondego>    holder.companyImage.setOnClickListener(null);<newline46mondego>}<newline46mondego>"
"5082splitHere46","15952060splitHere46","items.getCharges()"
"5083splitHere46","15952060splitHere46","invoiceClass"
"5084splitHere46","15952060splitHere46","CalcButtonListener"
"5085splitHere46","15952060splitHere46","Action"
"5086splitHere46","15952060splitHere46","Grocery_items"
"5087splitHere46","15952060splitHere46","getCharges"
"5088splitHere46","15952060splitHere46","JCheckBoxes"
"5089splitHere46","15952060splitHere46","Grocery_items"
"5090splitHere46","15952060splitHere46","false"
"5091splitHere46","15952060splitHere46","JCheckBox"
"5092splitHere46","15952060splitHere46","public double getCharges() {<newline46mondego>   double charges = 0;<newline46mondego><newline46mondego>if (baked_beans_box.isSelected()) // now false!<newline46mondego>   charges += Baked_Beans * qty.getBeanqty(); <newline46mondego>if (...)<newline46mondego>"
"5093splitHere46","15952060splitHere46","Grocery_items"
"5094splitHere46","15952060splitHere46","quantitypanel"
"5095splitHere46","15952060splitHere46","QuantityPanel"
"5096splitHere46","15952060splitHere46","GroceryItems"
"5097splitHere46","15952065splitHere46","LinkedHashMap"
"5098splitHere46","15952065splitHere46","ConcurrentHashMap"
"5099splitHere46","15952065splitHere46","synchronized"
"5100splitHere46","15952145splitHere46","KeyStore"
"5101splitHere46","15952145splitHere46","store()"
"5102splitHere46","15952145splitHere46","OutputStream"
"5103splitHere46","15952145splitHere46","load()"
"5104splitHere46","15952145splitHere46","InputStream"
"5105splitHere46","15952145splitHere46","UploadedFile"
"5106splitHere46","15952145splitHere46","getContents()"
"5107splitHere46","15952145splitHere46","byte[]"
"5108splitHere46","15952145splitHere46","getInputStream()"
"5109splitHere46","15952145splitHere46","InputStream"
"5110splitHere46","15952145splitHere46","try (InputStream inputStream = uploadedFile.getInputStream()) {<newline46mondego>    keyStore.load(inputStream, password);<newline46mondego>}<newline46mondego>"
"5111splitHere46","15952145splitHere46","InputStream"
"5112splitHere46","15952145splitHere46","byte[]"
"5113splitHere46","15952145splitHere46","ByteArrayInputStream"
"5114splitHere46","15952211splitHere46","available()"
"5115splitHere46","15952211splitHere46","Exception"
"5116splitHere46","15952211splitHere46","try {<newline46mondego>        while (true)<newline46mondego>            l.add((Lieu<Double,String>)ois.readObject());<newline46mondego>    } catch (ClassNotFoundException | IOException e) {<newline46mondego>        //Expecting a EOFException here<newline46mondego>    } finally {<newline46mondego>        try {<newline46mondego>            ois.close();<newline46mondego>        } catch (IOException e) {<newline46mondego>            e.printStackTrace();<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"5117splitHere46","15952232splitHere46","jRadioButton1"
"5118splitHere46","15952232splitHere46","jRadioButton1 = new javax.swing.JRadioButton()"
"5119splitHere46","15952232splitHere46","initComponents()"
"5120splitHere46","15952232splitHere46","initComponents()"
"5121splitHere46","15952232splitHere46","initComponents()"
"5122splitHere46","15952232splitHere46","initJRadio()"
"5123splitHere46","15952232splitHere46","initJRadio()"
"5124splitHere46","15952232splitHere46","jRadioButton3.addActionListener(new ... });"
"5125splitHere46","15952232splitHere46","java.lang.NullPointerException"
"5126splitHere46","15952232splitHere46","null"
"5127splitHere46","15952399splitHere46","ImmutableSet"
"5128splitHere46","15952399splitHere46","Sets.immutableEnumSet"
"5129splitHere46","15952399splitHere46","EnumSet"
"5130splitHere46","15952399splitHere46","public class Test {<newline46mondego><newline46mondego>  enum Color {<newline46mondego>    RED, ORANGE, YELLOW, GREEN, BLUE, PURPLE;<newline46mondego>  }<newline46mondego><newline46mondego>  static class Baz {<newline46mondego>    ImmutableSet<Color> colors;<newline46mondego><newline46mondego>    Baz(Set<Color> colors) {<newline46mondego>      this.colors = Sets.immutableEnumSet(colors); // preserves enum constants <newline46mondego>                                                   // order, not insertion order!<newline46mondego>    }<newline46mondego>  }<newline46mondego><newline46mondego>  public static void main(String[] args) {<newline46mondego>    ImmutableSet<Color> colorsInInsertionOrder = ImmutableSet.of(<newline46mondego>        Color.GREEN, Color.YELLOW, Color.RED);<newline46mondego>    System.out.println(colorsInInsertionOrder); // [GREEN, YELLOW, RED]<newline46mondego>    Baz baz = new Baz(colorsInInsertionOrder);<newline46mondego>    System.out.println(baz.colors); // [RED, YELLOW, GREEN]<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"5131splitHere46","15952399splitHere46","Sets.immutableEnumSet(EnumSet.allOf(Color.class));<newline46mondego>"
"5132splitHere46","15952404splitHere46","app.setVSync(true);                     // Turn VSync<newline46mondego>app.setMaximumLogicUpdateInterval(200); // Max. 200 miliseconds can pass<newline46mondego>app.setMinimumLogicUpdateInterval(100); // Min. 100 miliseconds must pass<newline46mondego>"
