"1splitHere46","10578007splitHere46","java -help<newline46mondego>"
"3951splitHere46","10676536splitHere46","Action"
"3952splitHere46","10676536splitHere46","Action"
"3953splitHere46","10676704splitHere46","randomvariable"
"3954splitHere46","10676704splitHere46","main"
"3955splitHere46","10676704splitHere46","Class1"
"3956splitHere46","10676704splitHere46","randomvariable"
"3957splitHere46","10676704splitHere46","this.randomvariable"
"3958splitHere46","10676704splitHere46","Class2.ranMethod"
"3959splitHere46","10676704splitHere46","Class1"
"3960splitHere46","10676704splitHere46","Person"
"3961splitHere46","10676704splitHere46","name"
"3962splitHere46","10676704splitHere46","Class2.ranMethod"
"3963splitHere46","10676704splitHere46","name.getSomething();<newline46mondego>"
"3964splitHere46","10676704splitHere46","Person"
"3965splitHere46","10676704splitHere46","main"
"3966splitHere46","10676704splitHere46","public class Person {<newline46mondego>    // In real code you should almost *never* have public variables<newline46mondego>    // like this. It would normally be private, and you'd expose<newline46mondego>    // a public getName() method. It might be final, too, with the value<newline46mondego>    // assigned in the constructor.<newline46mondego>    public String name;<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        Person x = new Person();<newline46mondego>        x.name = <doubleQuotes46>Fred<doubleQuotes46>;<newline46mondego>        PersonPresenter.displayPerson(x);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class PersonPresenter {<newline46mondego><newline46mondego>    // In a real system this would probably be an instance method<newline46mondego>    public static void displayPerson(Person person) {<newline46mondego>        System.out.println(<doubleQuotes46>I present to you: <doubleQuotes46> + person.name);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3967splitHere46","10676704splitHere46","main"
"3968splitHere46","10676704splitHere46","presentPerson"
"3969splitHere46","10676704splitHere46","name"
"3970splitHere46","10676745splitHere46","LazyInitializationException"
"3971splitHere46","10677023splitHere46","public static void drawCircle(int radio, double xCenter, double yCenter) {<newline46mondego>    double t = 0;<newline46mondego>    double xPoint;<newline46mondego>    double yPoint;<newline46mondego>    double xActual = xCenter;<newline46mondego>    double yActual = yCenter + radio*sin(0);<newline46mondego>    t += 0.01;<newline46mondego>    while(t < 360) {<newline46mondego>        xPoint = xCenter + radio*cos(t);<newline46mondego>        yPoint = yCenter + radio*sin(t);<newline46mondego>        //you should write this function based on<newline46mondego>        //the platform you're working (Swing, AWT...)<newline46mondego>        drawLine(xActual, yActual, xPoint, yPoint);<newline46mondego>        t += 0.01;<newline46mondego>        xActual = xPoint;<newline46mondego>        yActual = yPoint;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3972splitHere46","10677034splitHere46","<manifest> <newline46mondego>  ...<newline46mondego>  <uses-permission android:name=<doubleQuotes46>android.permission.INTERNET<doubleQuotes46>/><newline46mondego></manifest><newline46mondego>"
"3973splitHere46","10677097splitHere46","input.useDelimiter (<doubleQuotes46>;<doubleQuotes46>)<newline46mondego>"
"3974splitHere46","10677106splitHere46","public static void setSharedPrefs(Context context, String key, String value) {<newline46mondego>    SharedPreferences settings = PreferenceManager.getDefaultSharedPreferences(context);<newline46mondego>    SharedPreferences.Editor editor = settings.edit();<newline46mondego>    editor.putString(key, value).commit();<newline46mondego>}<newline46mondego>"
"3975splitHere46","10677106splitHere46","public class MyPrefs {<newline46mondego><newline46mondego>     SharedPreferences settings;<newline46mondego>     SharedPreferences.Editor editor;<newline46mondego><newline46mondego><newline46mondego>     public MyPrefs(Context context){<newline46mondego>        settings = PreferenceManager.getDefaultSharedPreferences(context);<newline46mondego>        editor = settings.edit();<newline46mondego>     }<newline46mondego><newline46mondego>     public void saveName(String name){<newline46mondego>          editor.putString(<doubleQuotes46>name<doubleQuotes46>, name).commit();<newline46mondego>     } <newline46mondego><newline46mondego>}<newline46mondego>"
"3976splitHere46","10677106splitHere46","MyPrefs prefs = ((MyAppication) getContext().getApplicationContext()).getMyPrefs();<newline46mondego>"
"3977splitHere46","10677106splitHere46","prefs.saveName(<doubleQuotes46>blundell<doubleQuotes46>);<newline46mondego>"
"3978splitHere46","10677106splitHere46","private MyPrefs prefs;<newline46mondego><newline46mondego>public MyPrefs getMyPrefs(){<newline46mondego>     if(prefs == null){<newline46mondego>          prefs = new MyPrefs(this);<newline46mondego>     }<newline46mondego>     return prefs;<newline46mondego>}<newline46mondego>"
"3979splitHere46","10677106splitHere46","Application"
"3980splitHere46","10677106splitHere46","this"
"3981splitHere46","10677321splitHere46","layout-v7"
"3982splitHere46","10677321splitHere46","layout-v11"
"3983splitHere46","10677321splitHere46","layout"
"3984splitHere46","10677333splitHere46","SwingHelper.resizeImageFromResourceBy(<newline46mondego>    TestClass.class, progressImageLocation, 32, true); <newline46mondego>    //This just gets the image in the right size I want it. <newline46mondego>"
"3985splitHere46","10677362splitHere46","<intent-filter><newline46mondego>    <category android:name=<doubleQuotes46>android.intent.category.DEFAULT<doubleQuotes46>/><newline46mondego>    <action android:name=<doubleQuotes46>android.intent.action.SENDTO<doubleQuotes46>/><newline46mondego>    <data android:scheme=<doubleQuotes46>smsto<doubleQuotes46>/><newline46mondego>    <data android:scheme=<doubleQuotes46>sms<doubleQuotes46>/><newline46mondego> </intent-filter><newline46mondego>"
"3986splitHere46","10677425splitHere46","<newline46mondego>      <br/><newline46mondego>      play new <application-name><br/><newline46mondego>      cd <application-name><br/><newline46mondego>      play eclipsify<newline46mondego>"
"3987splitHere46","10677425splitHere46","File > Import Project > Eclipse Project > Import project ignoring dependencies"
"3988splitHere46","10677425splitHere46","play compile"
"3989splitHere46","10677439splitHere46","Object.getClass()"
"3990splitHere46","10677439splitHere46","Class.getSuperclass()"
"3991splitHere46","10677496splitHere46","<% String type = (String) request.getAttribute(<doubleQuotes46>type<doubleQuotes46>);%><newline46mondego>"
"3992splitHere46","10677496splitHere46","<%@ page language=<doubleQuotes46>java<doubleQuotes46> contentType=<doubleQuotes46>text/html; charset=ISO-8859-1<doubleQuotes46> pageEncoding=<doubleQuotes46>ISO-8859-1<doubleQuotes46>%><newline46mondego>"
"3993splitHere46","10677649splitHere46","interface MyInterface<T><newline46mondego>"
"3994splitHere46","10677649splitHere46","class MyClass<String> implements MyInterface<T><newline46mondego>"
"3995splitHere46","10677649splitHere46","class MyClass implements MyInterface<String><newline46mondego>"
"3996splitHere46","10677816splitHere46","code"
"3997splitHere46","10677816splitHere46","x"
"3998splitHere46","10677816splitHere46","null"
"3999splitHere46","10677816splitHere46","String code = <doubleQuotes46><doubleQuotes46>;<newline46mondego>"
"4000splitHere46","10677861splitHere46","JComboBox"
"4001splitHere46","10677861splitHere46","getActionMap().getParent().remove(<doubleQuotes46>selectNext<doubleQuotes46>);<newline46mondego>"
"4002splitHere46","10677861splitHere46","selectNext"
"4003splitHere46","10677861splitHere46","Action selectNextAction = getActionMap().getParent().get(<doubleQuotes46>selectNext<doubleQuotes46>);<newline46mondego>//...<newline46mondego>getActionMap().getParent().put(<doubleQuotes46>selectNext<doubleQuotes46>, selectNextAction);<newline46mondego>"
"4004splitHere46","10677910splitHere46","Font"
"4005splitHere46","10677910splitHere46","FontMetrics"
"4006splitHere46","10677910splitHere46","Graphics2D.setFont"
"4007splitHere46","10677910splitHere46","Graphics2D.getFontMetric()"
"4008splitHere46","10677910splitHere46","BufferedImage.createGraphics()"
"4009splitHere46","10677910splitHere46","getGraphics()"
"4010splitHere46","10677910splitHere46","Graphics"
"4011splitHere46","10677988splitHere46","if(s instanceof String) {<newline46mondego>String t = (String)s;<newline46mondego>}<newline46mondego>"
"4012splitHere46","10678064splitHere46","Timer"
"4013splitHere46","10678064splitHere46","import java.awt.*;<newline46mondego>import java.awt.event.*;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class DragBallPanel extends JPanel implements MouseListener, MouseMotionListener<newline46mondego>{<newline46mondego><newline46mondego>    private static final int BALL_DIAMETER = 40; // Diameter of ball<newline46mondego><newline46mondego>    private int screen_size_x = 300;<newline46mondego>    private int screen_size_y = 300;<newline46mondego>    private int ground_lvl = screen_size_y - 15;<newline46mondego><newline46mondego>    private int _ballX     = ground_lvl/2;<newline46mondego>    private int _ballY     = ground_lvl - BALL_DIAMETER;<newline46mondego>    private final double GRAVITY = -9.8;<newline46mondego>    private double velocity;<newline46mondego>    private static final double TERM_VEL = 100;<newline46mondego><newline46mondego>    private int _dragFromX = 0;    // pressed this far inside ball's<newline46mondego>    private int _dragFromY = 0;    // bounding box.<newline46mondego><newline46mondego>    /** true means mouse was pressed in ball and still in panel.*/<newline46mondego>    private boolean _canDrag  = false;<newline46mondego><newline46mondego>    public DragBallPanel()<newline46mondego>    {<newline46mondego>        setPreferredSize(new Dimension(screen_size_x, screen_size_y));<newline46mondego>        setBackground(Color.darkGray);<newline46mondego>        setForeground(Color.darkGray);<newline46mondego><newline46mondego>        this.addMouseListener(this);<newline46mondego>        this.addMouseMotionListener(this);<newline46mondego>    }<newline46mondego><newline46mondego>    public void paintComponent(Graphics g)<newline46mondego>     {<newline46mondego>        super.paintComponent(g);   // Required for background.<newline46mondego>          g.setColor (Color.green);<newline46mondego>          g.fillRect (0, 280, 400, 50 );<newline46mondego>          g.setColor (Color.black);<newline46mondego>        g.fillOval(_ballX, _ballY, BALL_DIAMETER, BALL_DIAMETER);<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public void mousePressed(MouseEvent e)<newline46mondego>    {<newline46mondego>        int x = e.getX();   // Save the x coord of the click<newline46mondego>        int y = e.getY();   // Save the y coord of the click<newline46mondego><newline46mondego>        if (x >= _ballX && x <= (_ballX + BALL_DIAMETER)<newline46mondego>                && y >= _ballY && y <= (_ballY + BALL_DIAMETER)) {<newline46mondego>            _canDrag = true;<newline46mondego>            _dragFromX = x - _ballX;  // how far from left<newline46mondego>            _dragFromY = y - _ballY;  // how far from top<newline46mondego>        } else {<newline46mondego>            _canDrag = false;<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    //========= mouseDragged =================<newline46mondego>    /** Set x,y  to mouse position and repaint. */<newline46mondego>    public void mouseDragged(MouseEvent e)<newline46mondego>    {<newline46mondego>        if (_canDrag) {   // True only if button was pressed inside ball.<newline46mondego>            //--- Ball pos from mouse and original click displacement<newline46mondego>            _ballX = e.getX() - _dragFromX;<newline46mondego>            _ballY = e.getY() - _dragFromY;<newline46mondego><newline46mondego>            //--- Don't move the ball off the screen sides<newline46mondego>            _ballX = Math.max(_ballX, 0);<newline46mondego>            _ballX = Math.min(_ballX, getWidth() - BALL_DIAMETER);<newline46mondego><newline46mondego>            //--- Don't move the ball off top or bottom<newline46mondego>            _ballY = Math.max(_ballY, 0);<newline46mondego>            _ballY = Math.min(_ballY, getHeight() - BALL_DIAMETER);<newline46mondego><newline46mondego>            this.repaint(); // Repaint because position changed.<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    //====================================================== method mouseExited<newline46mondego>    /** Turn off dragging if mouse exits panel. */<newline46mondego>    public void mouseExited(MouseEvent e)<newline46mondego>     {<newline46mondego>         System.out.println(<doubleQuotes46>Exited: <doubleQuotes46> + e);<newline46mondego>        //_canDrag = false;<newline46mondego>        runGravity();<newline46mondego>        /*  while(_ballY < ground_lvl)<newline46mondego>          {<newline46mondego>             simulateGravity();<newline46mondego>          }*/<newline46mondego>    }<newline46mondego><newline46mondego>    Timer timer;<newline46mondego>    ActionListener animate;<newline46mondego><newline46mondego>    public void runGravity() {<newline46mondego>        if (animate==null) {<newline46mondego>            animate = new ActionListener() {<newline46mondego>                public void actionPerformed(ActionEvent ae) {<newline46mondego>                    System.out.println(<doubleQuotes46>Ground: <doubleQuotes46> + (_ballY-ground_lvl));<newline46mondego>                    if (_ballY > ground_lvl) {<newline46mondego>                        timer.stop();<newline46mondego>                    } else {<newline46mondego>                        simulateGravity();<newline46mondego>                    }<newline46mondego>                }<newline46mondego>            };<newline46mondego>            timer = new Timer(100,animate);<newline46mondego>        }<newline46mondego>        timer.start();<newline46mondego>    }<newline46mondego><newline46mondego>     public void simulateGravity()<newline46mondego>     {<newline46mondego>         System.out.println(<doubleQuotes46>_canDrag: <doubleQuotes46> + _canDrag);<newline46mondego>         if(_canDrag)<newline46mondego>         {<newline46mondego><newline46mondego>             velocity = velocity + GRAVITY;<newline46mondego><newline46mondego>           if (velocity > TERM_VEL)<newline46mondego>             {<newline46mondego>                velocity = TERM_VEL;<newline46mondego>             }<newline46mondego><newline46mondego>            if (_ballY >= ground_lvl - BALL_DIAMETER)<newline46mondego>            {<newline46mondego>                //We have hit the <doubleQuotes46>ground<doubleQuotes46>, so bounce back up. Reverse<newline46mondego>                //the speed and divide by 4 to make it slower on bouncing.<newline46mondego>                //Just change 4 to 2 or something to make it faster.<newline46mondego>               velocity = velocity/4;<newline46mondego>            }<newline46mondego>            _ballY += velocity;<newline46mondego>             //this.revalidate();<newline46mondego>             this.repaint();<newline46mondego>         }<newline46mondego>    }<newline46mondego><newline46mondego>    public void mouseMoved   (MouseEvent e){}<newline46mondego>    public void mouseEntered (MouseEvent e){}<newline46mondego>    public void mouseClicked (MouseEvent e){}<newline46mondego>    public void mouseReleased(MouseEvent e){}<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        SwingUtilities.invokeLater( new Runnable() {<newline46mondego>            public void run() {<newline46mondego>                DragBallPanel dbp = new DragBallPanel();<newline46mondego>                JOptionPane.showMessageDialog(null, dbp);<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4014splitHere46","10678068splitHere46","User"
"4015splitHere46","10678068splitHere46","UserService"
"4016splitHere46","10678068splitHere46","UserService"
"4017splitHere46","10678068splitHere46","User"
"4018splitHere46","10678068splitHere46","@ManagedBean<newline46mondego>@ViewScoped<newline46mondego>public class UserService {<newline46mondego><newline46mondego>    private User user;<newline46mondego><newline46mondego>    // ... (don't forget to prepare user in (post)constructor if <doubleQuotes46>new<doubleQuotes46> user)<newline46mondego>}<newline46mondego>"
"4019splitHere46","10678068splitHere46","<h:inputText value=<doubleQuotes46>#{userService.user.name}<doubleQuotes46> /><newline46mondego><h:inputText value=<doubleQuotes46>#{userService.user.password}<doubleQuotes46> /><newline46mondego>"
"4020splitHere46","10678104splitHere46","\"
"4021splitHere46","10678104splitHere46","<doubleQuotes46>\\<doubleQuotes46>"
"4022splitHere46","10678104splitHere46","<doubleQuotes46>\<doubleQuotes46>"
"4023splitHere46","10678104splitHere46","'\'"
"4024splitHere46","10678104splitHere46","<doubleQuotes46>\n<doubleQuotes46>"
"4025splitHere46","10678104splitHere46","\"
"4026splitHere46","10678104splitHere46","<doubleQuotes46>\\<doubleQuotes46>"
"4027splitHere46","10678104splitHere46","System.out.println(<doubleQuotes46>Here\'s a backslash : \\<doubleQuotes46>)"
"4028splitHere46","10678104splitHere46","Here's a backslash : \"
"4029splitHere46","10678151splitHere46","if (one == two && two == three){<newline46mondego>    game.setVisible(false);<newline46mondego>    congrats.setVisible(true);<newline46mondego>}<newline46mondego>// etc.<newline46mondego>"
"4030splitHere46","10678151splitHere46","one"
"4031splitHere46","10678151splitHere46","two"
"4032splitHere46","10678151splitHere46","JButton"
"4033splitHere46","10678151splitHere46","=="
"4034splitHere46","10678151splitHere46","if (one.getText().equals(two.getText()) && two.getText().equals(three.getText())) {<newline46mondego>    game.setVisible(false);<newline46mondego>    congrats.setVisible(true);<newline46mondego>}<newline46mondego>// etc.<newline46mondego>"
"4035splitHere46","10678434splitHere46","while (in.read(buffer) >= 0 || buffer.position() > 0)<newline46mondego>{<newline46mondego>  buffer.flip();<newline46mondego>  out.write(buffer);<newline46mondego>  buffer.compact();<newline46mondego>}<newline46mondego>"
"4036splitHere46","10678434splitHere46","select()"
"4037splitHere46","10678450splitHere46","private ThreadPoolExecutor executor = <newline46mondego>        new ThreadPoolExecutor(1,1, 1, TimeUnit.SECONDS, <newline46mondego>             new SynchronousQueue(), new ThreadPoolExecutor.AbortPolicy());<newline46mondego>    private Future<Void> lastSubmitted;<newline46mondego>    private ReentrantLock submissionLock = new ReentrantLock();<newline46mondego>    ...<newline46mondego><newline46mondego><newline46mondego>    try {<newline46mondego>      submissionLock.lock();<newline46mondego>      Future<Void> future = <newline46mondego>        executor.submit(new MyAsyncTask()); // assuming this implements Callable<Void><newline46mondego>      lastSubmitted = future;<newline46mondego>    }<newline46mondego>    catch (RejectedExecutionException e) {<newline46mondego>      lastSubmitted.cancel();<newline46mondego>      Future<Void> future = <newline46mondego>        executor.submit(new MyAsyncTask()); // assuming this implements Callable<Void><newline46mondego>      lastSubmitted = future;<newline46mondego><newline46mondego>    }<newline46mondego>    finally {<newline46mondego>      submissionLock.unlock();<newline46mondego>    }<newline46mondego>"
"4038splitHere46","10678456splitHere46","String str = Money.getText();<newline46mondego>try {<newline46mondego>int number = Integer.parseInt(str);<newline46mondego>}<newline46mondego>catch (NumberFormatException e) {<newline46mondego>//What to do if Money did not hold an int?<newline46mondego>}<newline46mondego>"
"4039splitHere46","10678480splitHere46","A: 1 3 5 7 9<newline46mondego>B: 0 2 4 6 8<newline46mondego>C: 2 3 5 7<newline46mondego>"
"4040splitHere46","10678480splitHere46","A"
"4041splitHere46","10678480splitHere46","B"
"4042splitHere46","10678480splitHere46","Y"
"4043splitHere46","10678480splitHere46","Y"
"4044splitHere46","10678480splitHere46","C"
"4045splitHere46","10678480splitHere46","Z"
"4046splitHere46","10678480splitHere46","Y: 0 1 2 3 4 5 6 7 8 9         (from merging A and B).<newline46mondego>Z: 0 1 2 2 3 3 4 5 5 6 7 7 8 9 (from merging Y and C).<newline46mondego>"
"4047splitHere46","10678480splitHere46","Z: 0 1 2 2 3 3 4 5 5 6 7 7 8 9 (from merging A, B and C).<newline46mondego>"
"4048splitHere46","10678537splitHere46","GraphPanel"
"4049splitHere46","10678537splitHere46","Shape"
"4050splitHere46","10678537splitHere46","Polygon"
"4051splitHere46","10678537splitHere46","class Node"
"4052splitHere46","10678537splitHere46","List<Node>"
"4053splitHere46","10678537splitHere46","selected"
"4054splitHere46","10678537splitHere46","Align"
"4055splitHere46","10678537splitHere46","Distribute"
"4056splitHere46","10678537splitHere46","LayoutManger"
"4057splitHere46","10678669splitHere46","String query = <newline46mondego>            <doubleQuotes46>INSERT INTO User (fName, lName, email_address, password, dataOfBirth, phone,<doubleQuotes46><newline46mondego>            + <doubleQuotes46> address, city,  state,  country,  zipcode, accountType)<doubleQuotes46><newline46mondego>            + <doubleQuotes46>VALUES (?,?,?,?,?,?,?,?,?,?,?)<doubleQuotes46>;<newline46mondego>"
"4058splitHere46","10678669splitHere46","String query = <newline46mondego>            <doubleQuotes46>INSERT INTO User (fName, lName, email_address, password, dataOfBirth, phone,<doubleQuotes46><newline46mondego>            + <doubleQuotes46> address, city,  state,  country,  zipcode, accountType)<doubleQuotes46><newline46mondego>            + <doubleQuotes46>VALUES (?,?,?,?,?,?,?,?,?,?,?,?)<doubleQuotes46>;<newline46mondego>"
"4059splitHere46","10678669splitHere46","ps = connection.prepareStatement(query);<newline46mondego>         ps.setString(1, user.getfName());<newline46mondego>         ps.setString(2, user.getlName());<newline46mondego>         ps.setString(3, user.getEmailAddress());<newline46mondego>         ps.setString(4, user.getPassword());<newline46mondego>         // ps.setString(5, user.getDateOfBirth());<newline46mondego>         // ps.setString(5, user.getPhone());<newline46mondego>         ps.setString(5, user.getDateOfBirth());<newline46mondego>         ps.setString(6, user.getPhone());<newline46mondego>         ps.setString(7, user.getAddress());<newline46mondego>         ps.setString(8, user.getCity());<newline46mondego>         ps.setString(9, user.getState());<newline46mondego>         ps.setString(10, user.getCountry());<newline46mondego>         ps.setString(11, user.getZipcode());<newline46mondego>         ps.setString(12, user.getAccountType());<newline46mondego>"
"4060splitHere46","10678669splitHere46","String query = <doubleQuotes46>UPDATE User SET<doubleQuotes46> <newline46mondego>                    + <doubleQuotes46>fName = ?<doubleQuotes46><newline46mondego>                    + <doubleQuotes46>lName = ?<doubleQuotes46><newline46mondego>                    + <doubleQuotes46>password = ?<doubleQuotes46><newline46mondego>                    + <doubleQuotes46>dateOfBirth = ?<doubleQuotes46><newline46mondego>                    + <doubleQuotes46>phone = ?<doubleQuotes46><newline46mondego>                    + <doubleQuotes46>address = ?<doubleQuotes46><newline46mondego>                    + <doubleQuotes46>city = ?<doubleQuotes46><newline46mondego>                    + <doubleQuotes46>state_or_Region = ?<doubleQuotes46><newline46mondego>                    + <doubleQuotes46>country = ?<doubleQuotes46><newline46mondego>                    + <doubleQuotes46>zip = ?<doubleQuotes46><newline46mondego>                    + <doubleQuotes46><doubleQuotes46><newline46mondego>                    + <doubleQuotes46>WHERE email_address= ?<doubleQuotes46>; <newline46mondego>"
"4061splitHere46","10678669splitHere46","ps.setString(1, user.getfName());<newline46mondego>         ps.setString(2, user.getlName());<newline46mondego>         ps.setString(3, user.getPassword());<newline46mondego>         ps.setString(4, user.getDateOfBirth());<newline46mondego>         ps.setString(5, user.getPhone());<newline46mondego>         ps.setString(6, user.getAddress());<newline46mondego>         ps.setString(7, user.getCity());<newline46mondego>         ps.setString(8, user.getState());<newline46mondego>         ps.setString(9, user.getCountry());<newline46mondego>         ps.setString(10, user.getZipcode());<newline46mondego>         ps.setString(11, user.getEmailAddress());<newline46mondego>"
"4062splitHere46","10678698splitHere46","Set"
"4063splitHere46","10678698splitHere46","<String>"
"4064splitHere46","10678698splitHere46","toArray()"
"4065splitHere46","10678698splitHere46","Object[]"
"4066splitHere46","10678698splitHere46","String[] cmdarr = cmd.toArray(new String[cmd.size()]);<newline46mondego>"
"4067splitHere46","10678719splitHere46","Random rand = new Random(); <newline46mondego>int pickedNumber = rand.nextInt(3);<newline46mondego>if(pickedNumber==0){//Class Red}<newline46mondego>else if(pickedNumber==1){//Class Blue}<newline46mondego>else{//Class Green}<newline46mondego>"
"4068splitHere46","10679013splitHere46","login"
"4069splitHere46","10679013splitHere46","Login login = new Login()"
"4070splitHere46","10679013splitHere46","Login"
"4071splitHere46","10679013splitHere46","Login login = new Login();<newline46mondego>login.doLoginStuff();<newline46mondego>PortalHandler portalHandler = login.getPortalHandler();<newline46mondego>// Do nothing with login from here on out<newline46mondego>"
"4072splitHere46","10679013splitHere46","portalHandler"
"4073splitHere46","10679013splitHere46","login"
"4074splitHere46","10679013splitHere46","login"
"4075splitHere46","10679013splitHere46","new Login()"
"4076splitHere46","10679013splitHere46","Login"
"4077splitHere46","10679014splitHere46","FileLineReader.class"
"4078splitHere46","10679150splitHere46","-Xdebug -Xrunjdwp:transport=dt_socket,address=8001,server=y,suspend=y<newline46mondego>"
"4079splitHere46","10679268splitHere46","private Image getCroppedImage(String address) throws IOException{<newline46mondego>    BufferedImage source = ImageIO.read(new File(address)) ;<newline46mondego><newline46mondego>    boolean flag = false ;<newline46mondego>    int upperBorder = -1 ; <newline46mondego>    do{<newline46mondego>        upperBorder ++ ;<newline46mondego>        for (int c1 =0 ; c1 < source.getWidth() ; c1++){<newline46mondego>            if(source.getRGB(c1, upperBorder) != Color.white.getRGB() ){<newline46mondego>                flag = true;<newline46mondego>                break ;<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        if (upperBorder >= source.getHeight())<newline46mondego>            flag = true ;<newline46mondego>    }while(!flag) ;<newline46mondego><newline46mondego>    BufferedImage destination = new BufferedImage(source.getWidth(), source.getHeight() - upperBorder, BufferedImage.TYPE_INT_ARGB) ;<newline46mondego>    destination.getGraphics().drawImage(source, 0, upperBorder*-1, null) ;<newline46mondego><newline46mondego>    return destination ;<newline46mondego>}<newline46mondego>"
"4080splitHere46","10679337splitHere46","IConnectionInfo oldConnInfo = new ConnectionInfo();<newline46mondego>IConnectionInfo newConnInfo = new ConnectionInfo();<newline46mondego><newline46mondego>// If this connection needed parameters, we would use this field.   <newline46mondego>com.crystaldecisions.sdk.occa.report.data.Fields pFields = null;<newline46mondego><newline46mondego>try{<newline46mondego>    // Assign the old Connection info to the reports current info<newline46mondego>    //DatabaseController dbController = rptClient.getDatabaseController();<newline46mondego>    oldConnInfo=dbController.getConnectionInfos(null).getConnectionInfo(0);<newline46mondego>    com.crystaldecisions.sdk.occa.report.lib.PropertyBag boPropertyBag1 = new com.crystaldecisions.sdk.occa.report.lib.PropertyBag();<newline46mondego>    boPropertyBag1.put(<doubleQuotes46>JDBC Connection String<doubleQuotes46>,<doubleQuotes46>...<doubleQuotes46>);<newline46mondego>    boPropertyBag1.put(<doubleQuotes46>Server Type<doubleQuotes46>,<doubleQuotes46>...<doubleQuotes46>);<newline46mondego>    boPropertyBag1.put(<doubleQuotes46>Database Type<doubleQuotes46>,<doubleQuotes46>...<doubleQuotes46>);<newline46mondego>    boPropertyBag1.put(<doubleQuotes46>Database Class Name<doubleQuotes46>,<doubleQuotes46>...<doubleQuotes46>);<newline46mondego>    boPropertyBag1.put(<doubleQuotes46>Use JDBC<doubleQuotes46>,<doubleQuotes46>...<doubleQuotes46>);<newline46mondego>    boPropertyBag1.put(<doubleQuotes46>Connection URL<doubleQuotes46>,<doubleQuotes46>...<doubleQuotes46>);<newline46mondego>    boPropertyBag1.put(<doubleQuotes46>Database DLL<doubleQuotes46>,<doubleQuotes46>...<doubleQuotes46>);<newline46mondego>    // Assign the properties to the connection info<newline46mondego>    newConnInfo.setAttributes(boPropertyBag1);<newline46mondego>    // Set the DB Username and Pwd<newline46mondego>    newConnInfo.setUserName(<doubleQuotes46>...<doubleQuotes46>);<newline46mondego>    newConnInfo.setPassword(<doubleQuotes46>...<doubleQuotes46>);    <newline46mondego>    // The Kind of connectionInfos is SQL<newline46mondego>    newConnInfo.setKind(ConnectionInfoKind.SQL);<newline46mondego><newline46mondego>    // set the parameters to replace.<newline46mondego>    // The 4 options are:<newline46mondego>    // _doNotVerifyDB <newline46mondego>    // _ignoreCurrentTableQualifiers <newline46mondego>    // _mapFieldByRowsetPosition <newline46mondego>    // _useDefault  <newline46mondego>    int replaceParams = DBOptions._ignoreCurrentTableQualifiers + DBOptions._doNotVerifyDB;<newline46mondego>    // Now replace the connections<newline46mondego>    dbController.replaceConnection(oldConnInfo, newConnInfo, pFields, replaceParams);<newline46mondego>    }catch(ReportSDKException rse){<newline46mondego>    ...<newline46mondego>    }<newline46mondego>"
"4081splitHere46","10679339splitHere46","public class BeanProcessor {<newline46mondego>   public static void main(String[] args) {<newline46mondego>      try {<newline46mondego>         final Class<?> beanClazz = BBean.class;<newline46mondego>         BeanInfo info = Introspector.getBeanInfo(beanClazz);<newline46mondego>         PropertyDescriptor[] propertyInfo = info.getPropertyDescriptors();<newline46mondego>         for (final PropertyDescriptor descriptor : propertyInfo) {<newline46mondego>            try {<newline46mondego>               final Field field = beanClazz.getDeclaredField(descriptor<newline46mondego>                     .getName());<newline46mondego>               System.out.println(field);<newline46mondego>               for (final Annotation annotation : field<newline46mondego>                     .getDeclaredAnnotations()) {<newline46mondego>                  System.out.println(<doubleQuotes46>Annotation: <doubleQuotes46> + annotation);<newline46mondego>               }<newline46mondego><newline46mondego>            } catch (final NoSuchFieldException nsfe) {<newline46mondego>               // ignore these<newline46mondego>            }<newline46mondego>         }<newline46mondego>      } catch (Exception e) {<newline46mondego>         e.printStackTrace();<newline46mondego>      }<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"4082splitHere46","10679977splitHere46","@RequestMapping(<doubleQuotes46>/GetStateCombo<doubleQuotes46>)<newline46mondego>    public void getStateCombo(@RequestParam String cmbCountryId, ModelMap map, HttpServletRequest request, HttpServletResponse response)<newline46mondego>"
"4083splitHere46","10679977splitHere46","@RequestParam String cmbCountryId"
"4084splitHere46","10680053splitHere46","ScheduledExecutorService"
"4085splitHere46","10680053splitHere46","Executors.newScheduledThreadPool"
