"1splitHere46","2912173splitHere46","SimpleDateFormat formatter = new SimpleDateFormat(<doubleQuotes46>EEE, d MMM yyyy 'at' hh:mma<doubleQuotes46>);<newline46mondego>"
"4232splitHere46","3031112splitHere46","<exec>"
"4233splitHere46","3031231splitHere46","ANTLRInputStream input = new ANTLRInputStream(System.in);<newline46mondego>"
"4234splitHere46","3031231splitHere46","ANTLRStringStream input = new ANTLRStringStream(args[0]);<newline46mondego>"
"4235splitHere46","3031231splitHere46","args[0]"
"4236splitHere46","3031231splitHere46","ANTLRStringStream input = new ANTLRStringStream(<doubleQuotes46>your source here<doubleQuotes46>);<newline46mondego>"
"4237splitHere46","3031277splitHere46","<newline46mondego>case class Stock(line: String) {<newline46mondego>  val data = line.split(<doubleQuotes46>,<doubleQuotes46>)<newline46mondego>  val date = data(0)<newline46mondego>  val open = data(1).toDouble<newline46mondego>  val high = data(2).toDouble<newline46mondego>  val low = data(3).toDouble<newline46mondego>  val close = data(4).toDouble<newline46mondego>  val volume = data(5).toDouble<newline46mondego>  val adjClose = data(6).toDouble<newline46mondego><newline46mondego>  def price: Double = low<newline46mondego>}<newline46mondego><newline46mondego>scala> import scala.io._<newline46mondego><newline46mondego>scala> Source.fromFile(<doubleQuotes46>stock.csv<doubleQuotes46>) getLines() map (l => Stock(l))<newline46mondego>res0: Iterator[Stock] = non-empty iterator<newline46mondego><newline46mondego><newline46mondego>scala> res0.toSeq  <newline46mondego>res1: Seq[Stock] = List(Stock(2010-03-15,37.90,38.04,37.42,37.64,941500,37.64), Stock(2010-03-12,38.00,38.08,37.66,37.89,834800,37.89) //etc...<newline46mondego>"
"4238splitHere46","3031281splitHere46","ArrayIndexOutOfBoundsException"
"4239splitHere46","3031281splitHere46","while"
"4240splitHere46","3031281splitHere46","!methodFound"
"4241splitHere46","3031281splitHere46","while"
"4242splitHere46","3031281splitHere46","stillInside"
"4243splitHere46","3031281splitHere46","String[]"
"4244splitHere46","3031509splitHere46","public static void writeArray(PrintStream ps, String... strings) {<newline46mondego>    for (String string : strings) {<newline46mondego>        assert !string.contains(<doubleQuotes46>\n<doubleQuotes46>) && string.length()>0;<newline46mondego>        ps.println(strings);<newline46mondego>    }<newline46mondego>    ps.println();<newline46mondego>}<newline46mondego><newline46mondego>public static String[] readArray(BufferedReader br) throws IOException {<newline46mondego>    List<String> strings = new ArrayList<String>();<newline46mondego>    String string;<newline46mondego>    while((string = br.readLine()) != null) {<newline46mondego>        if (string.length() == 0)<newline46mondego>            break;<newline46mondego>        strings.add(string);<newline46mondego>    }<newline46mondego>    return strings.toArray(new String[strings.size()]);<newline46mondego>}<newline46mondego>"
"4245splitHere46","3031509splitHere46","String[][] theData = { { <doubleQuotes46>a0 r0<doubleQuotes46>, <doubleQuotes46>a0 r1<doubleQuotes46>, <doubleQuotes46>a0 r2<doubleQuotes46> } {<doubleQuotes46>r1 c1<doubleQuotes46>} }; <newline46mondego>"
"4246splitHere46","3031509splitHere46","a0 r0<newline46mondego>a0 r1<newline46mondego>a0 r2<newline46mondego><newline46mondego>r1 c1<newline46mondego>"
"4247splitHere46","3031581splitHere46","session"
"4248splitHere46","3031581splitHere46","public Session getSession() {<newline46mondego>   if (session == null) {<newline46mondego>       HibernateUtils.getSessionFactory().openSession();<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"4249splitHere46","3031581splitHere46","getCurrentSession()"
"4250splitHere46","3031581splitHere46","SessionFactory"
"4251splitHere46","3031954splitHere46","static int parseInt(String s, int radix) <newline46mondego>"
"4252splitHere46","3032033splitHere46","Objects"
"4253splitHere46","3032033splitHere46","List<Object>"
"4254splitHere46","3032033splitHere46","List<Double>"
"4255splitHere46","3032033splitHere46","Double"
"4256splitHere46","3032033splitHere46","String"
"4257splitHere46","3032033splitHere46","[Ljava.lang.String;@18b352f"
"4258splitHere46","3032085splitHere46","not found"
"4259splitHere46","3032085splitHere46","found"
"4260splitHere46","3032085splitHere46","not-found"
"4261splitHere46","3032085splitHere46","bool indexOf(c:char, position:out Positive);<newline46mondego>"
"4262splitHere46","3032085splitHere46","Positive"
"4263splitHere46","3032085splitHere46","boolean indexOf(char c); int lastFoundIndex();"
"4264splitHere46","3032085splitHere46","boolean indexOf(char c, Position pos)"
"4265splitHere46","3032085splitHere46","class FindIndex {<newline46mondego>   boolean found;<newline46mondego>   int position;<newline46mondego>}<newline46mondego><newline46mondego>FindIndex indexOf(char c);<newline46mondego>"
"4266splitHere46","3032085splitHere46","FindIndex"
"4267splitHere46","3032085splitHere46","FindIndex indexOf(char c, FindIndex start);<newline46mondego>"
"4268splitHere46","3032085splitHere46","// get everything after the first c<newline46mondego>   int index = str.indexOf('c');<newline46mondego>   String afterC = str.substring(index);<newline46mondego>"
"4269splitHere46","3032085splitHere46","substring"
"4270splitHere46","3032085splitHere46","IndeOutOfBoundsException"
"4271splitHere46","3032195splitHere46","setSoTimeout()"
"4272splitHere46","3032205splitHere46","@AspectJ"
"4273splitHere46","3032205splitHere46","@AspectJ"
"4274splitHere46","3032205splitHere46","public class Person {<newline46mondego><newline46mondego>    private String firstName;<newline46mondego><newline46mondego>    private String lastName;<newline46mondego><newline46mondego>    public String getFirstName() {<newline46mondego>        return firstName;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setFirstName(String firstName) {<newline46mondego>        this.firstName = firstName;<newline46mondego>    }<newline46mondego><newline46mondego>    public String getLastName() {<newline46mondego>        return lastName;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setLastName(String lastName) {<newline46mondego>        this.lastName = lastName;<newline46mondego>    }   <newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        Person person = new Person();<newline46mondego>        person.setFirstName(<doubleQuotes46>James<doubleQuotes46>);<newline46mondego>        person.lastName = <doubleQuotes46>Jameson<doubleQuotes46>;<newline46mondego><newline46mondego>        DtoRepository<Person> personRepository = new DtoRepository<Person>();<newline46mondego>        personRepository.update(person);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4275splitHere46","3032205splitHere46","public class DtoRepository<T> {<newline46mondego><newline46mondego>    public void update(T t) {<newline46mondego>        System.out.println(t.getClass().getSimpleName() + <doubleQuotes46> updated..<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    public void updatePerson(T t, Set<String> updatedFields) {<newline46mondego>        System.out.print(<doubleQuotes46>Updated the following fields on <doubleQuotes46> +<newline46mondego>            t.getClass().getSimpleName() + <doubleQuotes46> in the repository: <doubleQuotes46><newline46mondego>            + updatedFields);       <newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4276splitHere46","3032205splitHere46","main()"
"4277splitHere46","3032205splitHere46","DtoRepository.update(T t)"
"4278splitHere46","3032205splitHere46","DtoRepository.update(T t, Set<String> updatedFields)"
"4279splitHere46","3032205splitHere46","@Aspect<newline46mondego>public class SetterAspect {<newline46mondego><newline46mondego>    private UpdatableDtoManager updatableDtoManager = <newline46mondego>        UpdatableDtoManager.INSTANCE;<newline46mondego><newline46mondego>    @Pointcut(<doubleQuotes46>set(private * demo.*.*)<doubleQuotes46>)<newline46mondego>    public void setterMethod() {}<newline46mondego><newline46mondego>    @AfterReturning(<doubleQuotes46>setterMethod()<doubleQuotes46>)<newline46mondego>    public void afterSetMethod(JoinPoint joinPoint) {<newline46mondego>        String fieldName = joinPoint.getSignature().getName();<newline46mondego>        updatableDtoManager.updateObjectWithUpdatedField(<newline46mondego>                fieldName, joinPoint.getTarget());      <newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4280splitHere46","3032205splitHere46","@Aspect<newline46mondego>public class UpdatableDtoRepositoryAspect {<newline46mondego><newline46mondego>    private UpdatableDtoManager updatableDtoManager = <newline46mondego>        UpdatableDtoManager.INSTANCE;<newline46mondego><newline46mondego>    @Pointcut(<doubleQuotes46>execution(void demo.DtoRepository.update(*)) <doubleQuotes46> +<newline46mondego>            <doubleQuotes46>&& args(object)<doubleQuotes46>)<newline46mondego>    public void updateMethodInRepository(Object object) {}<newline46mondego><newline46mondego>    @Around(<doubleQuotes46>updateMethodInRepository(object)<doubleQuotes46>)<newline46mondego>    public void aroundUpdateMethodInRepository(<newline46mondego>            ProceedingJoinPoint joinPoint, Object object) {<newline46mondego><newline46mondego>        Set<String> updatedFields = <newline46mondego>            updatableDtoManager.getUpdatedFieldsForObject(object);<newline46mondego><newline46mondego>        if (updatedFields.size() > 0) {<newline46mondego>            ((DtoRepository<Object>)joinPoint.getTarget()).<newline46mondego>                updatePerson(object, updatedFields);<newline46mondego>        } else {<newline46mondego><newline46mondego>            // Returns without calling the repository.<newline46mondego>            System.out.println(<doubleQuotes46>Nothing to update<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    }   <newline46mondego>}<newline46mondego>"
"4281splitHere46","3032205splitHere46","public enum UpdatableDtoManager {<newline46mondego><newline46mondego>    INSTANCE;<newline46mondego><newline46mondego>    private Map<Object, UpdatedObject> updatedObjects = <newline46mondego>        new HashMap<Object, UpdatedObject>();<newline46mondego><newline46mondego>    public void updateObjectWithUpdatedField(<newline46mondego>            String fieldName, Object object) {<newline46mondego>        if (!updatedObjects.containsKey(object)) {<newline46mondego>            updatedObjects.put(object, new UpdatedObject());<newline46mondego>        }<newline46mondego><newline46mondego>        UpdatedObject updatedObject = updatedObjects.get(object);<newline46mondego>        if (!updatedObject.containsField(fieldName)) {<newline46mondego>            updatedObject.add(fieldName);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public Set<String> getUpdatedFieldsForObject(Object object) {<newline46mondego>        UpdatedObject updatedObject = updatedObjects.get(object);<newline46mondego><newline46mondego>        final Set<String> updatedFields;<newline46mondego>        if (updatedObject != null) {<newline46mondego>            updatedFields = updatedObject.getUpdatedFields();<newline46mondego>        } else {<newline46mondego>            updatedFields = Collections.emptySet();<newline46mondego>        }<newline46mondego><newline46mondego>        return updatedFields;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4282splitHere46","3032205splitHere46","public class UpdatedObject {<newline46mondego><newline46mondego>    private Map<String, Object> updatedFields = <newline46mondego>        new HashMap<String, Object>();<newline46mondego><newline46mondego>    public boolean containsField(String fieldName) {<newline46mondego>        return updatedFields.containsKey(fieldName);<newline46mondego>    }<newline46mondego><newline46mondego>    public void add(String fieldName) {<newline46mondego>        updatedFields.put(fieldName, fieldName);        <newline46mondego>    }<newline46mondego><newline46mondego>    public Set<String> getUpdatedFields() {<newline46mondego>        return Collections.unmodifiableSet(<newline46mondego>                updatedFields.keySet());<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4283splitHere46","3032205splitHere46","Set<String>"
"4284splitHere46","3032368splitHere46","List#toArray(T[])"
"4285splitHere46","3032368splitHere46","CharSequence[] cs = list.toArray(new CharSequence[list.size()]);<newline46mondego>"
"4286splitHere46","3032368splitHere46","List<String> list = Arrays.asList(<doubleQuotes46>foo<doubleQuotes46>, <doubleQuotes46>bar<doubleQuotes46>, <doubleQuotes46>waa<doubleQuotes46>);<newline46mondego>CharSequence[] cs = list.toArray(new CharSequence[list.size()]);<newline46mondego>System.out.println(Arrays.toString(cs)); // [foo, bar, waa]<newline46mondego>"
"4287splitHere46","3032673splitHere46","List cats = session.createQuery(<doubleQuotes46>from Cat<doubleQuotes46>).list();<newline46mondego>"
"4288splitHere46","3032673splitHere46","List cats = session.createCriteria(Cat.class).list();<newline46mondego>"
"4289splitHere46","3032691splitHere46","@Extension(vendorName=<doubleQuotes46>datanucleus<doubleQuotes46>, key=<doubleQuotes46>gae.parent-pk<doubleQuotes46>)<newline46mondego>private Long parentId;<newline46mondego>"
"4290splitHere46","3032792splitHere46","<dependency><newline46mondego>  <groupId>org.slf4j</groupId><newline46mondego>  <artifactId>slf4j-api</artifactId><newline46mondego>  <version>1.5.8</version><newline46mondego></dependency><newline46mondego>"
"4291splitHere46","3032792splitHere46","<dependency><newline46mondego>  <groupId>org.springframework</groupId><newline46mondego>  <artifactId>spring-context</artifactId><newline46mondego>  <version>3.0.2.RELEASE</version><newline46mondego>  <exclusions><newline46mondego>     <exclusion><newline46mondego>       <groupId>commons-logging</groupId><newline46mondego>       <artifactId>commons-logging</artifactId><newline46mondego>     </exclusion><newline46mondego>  </exclusions><newline46mondego></dependency><newline46mondego><dependency><newline46mondego>  <groupId>org.slf4j</groupId><newline46mondego>  <artifactId>jcl-over-slf4j</artifactId><newline46mondego>  <version>1.5.8</version><newline46mondego>  <scope>runtime</scope><newline46mondego></dependency><newline46mondego>"
"4292splitHere46","3032792splitHere46","<dependency><newline46mondego>  <groupId>org.slf4j</groupId><newline46mondego>  <artifactId>slf4j-log4j12</artifactId><newline46mondego>  <version>1.5.8</version><newline46mondego>  <scope>runtime</scope><newline46mondego></dependency><newline46mondego><dependency><newline46mondego>  <groupId>log4j</groupId><newline46mondego>  <artifactId>log4j</artifactId><newline46mondego>  <version>1.2.14</version><newline46mondego>  <scope>runtime</scope><newline46mondego></dependency><newline46mondego>"
"4293splitHere46","3032849splitHere46","http://hostname/nexus/content/groups/public"
"4294splitHere46","3032849splitHere46","org/apache/maven/someartifact/maven-metadata.xml"
"4295splitHere46","3032913splitHere46","@Transient<newline46mondego>public String getTypeName() {<newline46mondego>    return unitType.get(getType());<newline46mondego>}<newline46mondego>"
"4296splitHere46","3033037splitHere46","Class"
"4297splitHere46","3033037splitHere46","class"
"4298splitHere46","3033037splitHere46","Class D extends C{}<newline46mondego>"
"4299splitHere46","3033037splitHere46","a"
"4300splitHere46","3033037splitHere46","c"
"4301splitHere46","3033037splitHere46","C c = new C(); // once<newline46mondego>B b = c;<newline46mondego>A a = (E)c;    // once a<newline46mondego>A a = (B)c;    // twice c<newline46mondego>C c = (C)(B)c; // twice<newline46mondego>"
"4302splitHere46","3033037splitHere46","ClassCastException"
"4303splitHere46","3033037splitHere46","c"
"4304splitHere46","3033037splitHere46","E"
"4305splitHere46","3033037splitHere46","____(put your class here)"
"4306splitHere46","3033037splitHere46","E"
"4307splitHere46","3033037splitHere46","ClassCastException"
"4308splitHere46","3033037splitHere46","A a = ( B ) c"
"4309splitHere46","3033037splitHere46","c"
"4310splitHere46","3033037splitHere46","C"
"4311splitHere46","3033037splitHere46","B"
"4312splitHere46","3033037splitHere46","C"
"4313splitHere46","3033037splitHere46","B"
"4314splitHere46","3033037splitHere46","class Employee extends Object {<newline46mondego>}<newline46mondego>"
"4315splitHere46","3033037splitHere46","Employee"
"4316splitHere46","3033037splitHere46","Object"
"4317splitHere46","3033037splitHere46","()"
"4318splitHere46","3033037splitHere46","Employee e = new Employee();<newline46mondego> Object o = ( Object ) e; // or much better:<newline46mondego> Object o2 = e; // no cast needed when assigning to superclass. <newline46mondego>"
"4319splitHere46","3033037splitHere46","Object"
"4320splitHere46","3033037splitHere46","Employee"
"4321splitHere46","3033037splitHere46","Object o = ....<newline46mondego> Employee e = ( Employee ) o; // will fail if o was not created as an Employee. <newline46mondego>"
"4322splitHere46","3033037splitHere46","A a = ( E ) c;"
"4323splitHere46","3033037splitHere46","c"
"4324splitHere46","3033037splitHere46","E"
"4325splitHere46","3033093splitHere46","tasks.properties"
"4326splitHere46","3033093splitHere46","../../build/pulpcore-applet-debug-0.11.jar"
"4327splitHere46","3033093splitHere46","pulpcore-applet-debug-0.11.jar"
"4328splitHere46","3033093splitHere46","c:\workspace\library\pulpcore 0.11.3"
"4329splitHere46","3033093splitHere46","c:\workspace\library\pulpcore 0.11.3"
"4330splitHere46","3033093splitHere46","pulpcore.path"
"4331splitHere46","3033093splitHere46","build.xml"
"4332splitHere46","3033093splitHere46","build.xml"
"4333splitHere46","3033093splitHere46","build.xml"
"4334splitHere46","3033093splitHere46","build.xml"
"4335splitHere46","3033178splitHere46","String.matches(<doubleQuotes46>TYPE ([AE] [NTC]|I|L .)<doubleQuotes46>)<newline46mondego>"
"4336splitHere46","3033201splitHere46","Alert foo = createOneAlert(x,y,z);<newline46mondego>Alert bar = createOneAlert(a,b,c);<newline46mondego>// etc.<newline46mondego>"
"4337splitHere46","3033201splitHere46","public class Alerts {<newline46mondego>  private final Alert foo;<newline46mondego>  private final Alert bar;<newline46mondego>  private final Alert baz;<newline46mondego>  private final Alert quux;<newline46mondego><newline46mondego>  public Alerts(Alert foo, Alert bar, Alert baz, Alert quux) {<newline46mondego>    this.foo = foo;<newline46mondego>    this.bar = bar;<newline46mondego>    this.baz = baz;<newline46mondego>    this.quux = quux;<newline46mondego>  }<newline46mondego><newline46mondego>  public Alert getFoo() { return foo; }<newline46mondego>  // etc.<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>public Alerts makeAlerts(AlertBuilder builder) {<newline46mondego>  return new Alerts(<newline46mondego>    builder.buildAlert(a,b,c),<newline46mondego>    builder.buildAlert(d,e,f),<newline46mondego>    builder.buildAlert(g,h,i),<newline46mondego>    builder.buildAlert(x,y,z));  <newline46mondego>}<newline46mondego>"
"4338splitHere46","3033204splitHere46","double"
"4339splitHere46","3033204splitHere46","float"
"4340splitHere46","3033204splitHere46","F"
"4341splitHere46","3033204splitHere46","f"
"4342splitHere46","3033204splitHere46","double"
"4343splitHere46","3033204splitHere46","D"
"4344splitHere46","3033204splitHere46","d"
"4345splitHere46","3033204splitHere46","double"
"4346splitHere46","3033204splitHere46","float"
"4347splitHere46","3033204splitHere46","f"
"4348splitHere46","3033204splitHere46","F"
"4349splitHere46","3033204splitHere46","float"
"4350splitHere46","3033204splitHere46","(float)"
"4351splitHere46","3033204splitHere46","double d = 1.1;<newline46mondego>float f = (float) d; // compiles fine!<newline46mondego>"
"4352splitHere46","3033204splitHere46","float f = 1;<newline46mondego>"
"4353splitHere46","3033204splitHere46","int"
"4354splitHere46","3033204splitHere46","float"
"4355splitHere46","3033204splitHere46","int"
"4356splitHere46","3033204splitHere46","long"
"4357splitHere46","3033204splitHere46","float"
"4358splitHere46","3033204splitHere46","double"
"4359splitHere46","3033204splitHere46","D"
"4360splitHere46","3033204splitHere46","d"
"4361splitHere46","3033204splitHere46","double"
"4362splitHere46","3033204splitHere46","static void f(int i) {<newline46mondego>    System.out.println(<doubleQuotes46>(int)<doubleQuotes46>);<newline46mondego>}<newline46mondego>static void f(double d) {<newline46mondego>    System.out.println(<doubleQuotes46>(double)<doubleQuotes46>);<newline46mondego>}<newline46mondego><newline46mondego>//...<newline46mondego>f(1);   // prints <doubleQuotes46>(int)<doubleQuotes46><newline46mondego>f(1D);  // prints <doubleQuotes46>(double)<doubleQuotes46><newline46mondego>"
"4363splitHere46","3033204splitHere46","long"
"4364splitHere46","3033204splitHere46","L"
"4365splitHere46","3033204splitHere46","l"
"4366splitHere46","3033204splitHere46","long"
"4367splitHere46","3033204splitHere46","L"
"4368splitHere46","3033204splitHere46","l"
"4369splitHere46","3033204splitHere46","ell"
"4370splitHere46","3033204splitHere46","int"
"4371splitHere46","3033204splitHere46","L"
"4372splitHere46","3033204splitHere46","l"
"4373splitHere46","3033204splitHere46","ell"
"4374splitHere46","3033204splitHere46","1"
"4375splitHere46","3033204splitHere46","one"
"4376splitHere46","3033264splitHere46","clickerButton.setOnClickListener(new View.OnClickListener());<newline46mondego><newline46mondego>public void onClick();<newline46mondego>"
"4377splitHere46","3033264splitHere46","clickerButton.setOnClickListener(new View.OnClickListener() {<newline46mondego>    public void onClick() {<newline46mondego>        clickerNumber = clickerNumber + 1;<newline46mondego>        clickerText.setText(Integer.toString(clickerNumber));<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"4378splitHere46","3033264splitHere46","clickerNumber"
"4379splitHere46","3033274splitHere46","pom.xml<newline46mondego>src<newline46mondego>   /main<newline46mondego>        /java   # all your java sources<newline46mondego>        /webapp # stuff for the web app<newline46mondego>               /WEB-INF<newline46mondego>                       /jsp/helloWorld.jsp<newline46mondego>"
"4380splitHere46","3033544splitHere46","Robot robot = new Robot();<newline46mondego>    Rectangle captureSize = new Rectangle(Toolkit.getDefaultToolkit().getScreenSize());<newline46mondego>    BufferedImage bufferedImage = robot.createScreenCapture(captureSize);<newline46mondego>    // ...<newline46mondego><newline46mondego>    int color = image.getRGB(x, y);<newline46mondego><newline46mondego>    int  red = (color & 0x00ff0000) >> 16;<newline46mondego>    int  green = (color & 0x0000ff00) >> 8;<newline46mondego>    int  blue = color & 0x000000ff;<newline46mondego>    // ...<newline46mondego>"
"4381splitHere46","3033553splitHere46","NonSplitableTextInputFormat"
"4382splitHere46","3033553splitHere46","/data/1/**/*.data"
"4383splitHere46","3033635splitHere46","int"
"4384splitHere46","3033635splitHere46","null"
"4385splitHere46","3033635splitHere46","new"
"4386splitHere46","3033635splitHere46","null"
"4387splitHere46","3033635splitHere46","Integers"
"4388splitHere46","3033635splitHere46","ints"
"4389splitHere46","3033635splitHere46","null"
"4390splitHere46","3033635splitHere46","public void test() {<newline46mondego>        Integer[] a = new Integer[3];<newline46mondego>        for(int i=0; i<a.length; i++) {<newline46mondego>            if(a[i] != null) { //should now compile<newline46mondego>                System.out.println('null!');<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"4391splitHere46","3033731splitHere46","web.xml"
"4392splitHere46","3033731splitHere46","web-common_3_0.xsd"
"4393splitHere46","3033731splitHere46","<web-app><newline46mondego>  <session-config><newline46mondego>    <cookie-config><newline46mondego>      <!--             <newline46mondego>        Specifies whether any session tracking cookies created <newline46mondego>        by this web application will be marked as HttpOnly<newline46mondego>      --><newline46mondego>      <http-only>true</http-only><newline46mondego>    </cookie-config><newline46mondego>  </session-config><newline46mondego></web-app><newline46mondego>"
"4394splitHere46","3033785splitHere46",".app"
"4395splitHere46","3033841splitHere46","public class Cell<T> { <newline46mondego>  private T value;<newline46mondego><newline46mondego>  public void set(T t) { value = t; }<newline46mondego>  public T get() { return value; }<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>Cell<Integer> ci = new Cell<Integer>();<newline46mondego>Cell<? extends Number> cn = ci;<newline46mondego><newline46mondego>cn.set(new Double(5.0));  // (A) <-- Compile error here<newline46mondego><newline46mondego><newline46mondego>Integer n = ci.get(); // (B) Runtime error!  <newline46mondego>"
"4396splitHere46","3033841splitHere46","Double"
"4397splitHere46","3033841splitHere46","cn.set()"
"4398splitHere46","3033841splitHere46","cn"
"4399splitHere46","3033841splitHere46","Cell<Integer>"
"4400splitHere46","3033841splitHere46","ci.get()"
"4401splitHere46","3033841splitHere46","Double"
"4402splitHere46","3033841splitHere46","ci"
"4403splitHere46","3033841splitHere46","get()"
"4404splitHere46","3033841splitHere46","Integer"
"4405splitHere46","3033841splitHere46","T"
"4406splitHere46","3033841splitHere46","<? extends T>"
"4407splitHere46","3033968splitHere46","Equals"
"4408splitHere46","3033968splitHere46","GetHashCode"
"4409splitHere46","3033968splitHere46","IEquatable<T>.Equals"
"4410splitHere46","3033968splitHere46","object.Equals"
"4411splitHere46","3033976splitHere46","private static final String BOM = <doubleQuotes46>\ufeff<doubleQuotes46>;<newline46mondego><newline46mondego>  public static void main(String[] args) throws IOException {<newline46mondego>    String data = <doubleQuotes46>\u250c\u2500\u2500\u2510\r\n\u251c\u2500\u2500\u2524<doubleQuotes46>;<newline46mondego>    OutputStream out = new FileOutputStream(<doubleQuotes46>data.txt<doubleQuotes46>);<newline46mondego>    Closeable resource = out;<newline46mondego>    try {<newline46mondego>      Writer writer = new OutputStreamWriter(out, Charset.forName(<doubleQuotes46>UTF-8<doubleQuotes46>));<newline46mondego>      resource = writer;<newline46mondego>      writer.write(BOM);<newline46mondego>      writer.write(data);<newline46mondego>    } finally {<newline46mondego>      resource.close();<newline46mondego>    }<newline46mondego>  }<newline46mondego>"
"4412splitHere46","3033976splitHere46","file.encoding"
"4413splitHere46","3033976splitHere46","public class Printer implements Closeable {<newline46mondego>  private PrintWriter pw;<newline46mondego>  private boolean error;<newline46mondego><newline46mondego>  public Printer(String name) {<newline46mondego>    try {<newline46mondego>      pw = new PrintWriter(name, <doubleQuotes46>UTF-8<doubleQuotes46>);<newline46mondego>      pw.print('\uFEFF'); // BOM<newline46mondego>      error = false;<newline46mondego>    } catch (IOException e) {<newline46mondego>      error = true;<newline46mondego>    }<newline46mondego>  }<newline46mondego><newline46mondego>  public void print(String s) {<newline46mondego>    if (pw == null) return;<newline46mondego>    pw.print(s);<newline46mondego>    pw.flush();<newline46mondego>  }<newline46mondego><newline46mondego>  public boolean checkError() { return error || pw.checkError(); }<newline46mondego><newline46mondego>  @Override public void close() { if (pw != null) pw.close(); }<newline46mondego>}<newline46mondego>"
"4414splitHere46","3033976splitHere46","PrintWriter"
"4415splitHere46","3034023splitHere46","java cal.class<newline46mondego>"
"4416splitHere46","3034023splitHere46","java cal<newline46mondego>"
"4417splitHere46","3034023splitHere46","cal"
"4418splitHere46","3034023splitHere46","eval"
"4419splitHere46","3034065splitHere46","body { font-family: <doubleQuotes46>/* this is not a comment */<doubleQuotes46>; }<newline46mondego>"
"4420splitHere46","3034065splitHere46","str.replaceAll(<doubleQuotes46>/\\*.*?\\*/<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>);<newline46mondego>"
"4421splitHere46","3034065splitHere46","/*"
"4422splitHere46","3034065splitHere46","*/"
"4423splitHere46","3034065splitHere46",".*?"
"4424splitHere46","3034074splitHere46","[< 350]"
"4425splitHere46","3034154splitHere46","scrollRectToVisible"
"4426splitHere46","3034154splitHere46","scrollRectToVisible"
"4427splitHere46","3034154splitHere46","java.awt.Component focusedComponent = evt.getComponent();<newline46mondego>panel.scrollRectToVisible(focusedComponent.getBounds(null));<newline46mondego>repaint();<newline46mondego>"
"4428splitHere46","3034195splitHere46","StringLiteral:<newline46mondego>   <doubleQuotes46>StringCharacters<doubleQuotes46><newline46mondego><newline46mondego>  StringCharacters:<newline46mondego>   StringCharacter<newline46mondego>   | StringCharacters StringCharacter<newline46mondego><newline46mondego>  StringCharacter:<newline46mondego>   InputCharacter but not <doubleQuotes46> or \<newline46mondego>   | EscapeSequence<newline46mondego>"
"4429splitHere46","3034195splitHere46","StringLiteral"
"4430splitHere46","3034195splitHere46","<doubleQuotes46>"
"4431splitHere46","3034195splitHere46","'''multi line string '''"
"4432splitHere46","3034195splitHere46","' <doubleQuotes46>string with single quotes<doubleQuotes46> '"
"4433splitHere46","3034195splitHere46","<doubleQuotes46>string with ${variable}<doubleQuotes46>"
"4434splitHere46","3034208splitHere46","this"
"4435splitHere46","3034208splitHere46","UncaughtExceptionHandler"
"4436splitHere46","3034208splitHere46","this"
"4437splitHere46","3034208splitHere46","TicTacToe.this"
"4438splitHere46","3034298splitHere46","String regex = <doubleQuotes46><\\d{4}-\\d{2}-\\d{2}(?!>)<doubleQuotes46>;<newline46mondego>String output = content.replaceAll(regex,<doubleQuotes46>$0><doubleQuotes46>);<newline46mondego>"
"4439splitHere46","3034555splitHere46","DIRECTORY_CHANGED_PROPERTY"
"4440splitHere46","3034555splitHere46","SELECTED_FILE_CHANGED_PROPERTY"
"4441splitHere46","3034555splitHere46","org.netbeans.swing.outline.Outline"
"4442splitHere46","3034555splitHere46","TableCellRenderer"
"4443splitHere46","3034623splitHere46",".classpath"
"4444splitHere46","3034623splitHere46",".project"
"4445splitHere46","3034623splitHere46",".settings"
"4446splitHere46","3034623splitHere46","org.eclipse.jdt.core.prefs"
"4447splitHere46","3034623splitHere46","org.eclipse.jdt.ui.prefs"
"4448splitHere46","3034655splitHere46","ArrayList"
"4449splitHere46","3034655splitHere46","private String currentFieldName;"
"4450splitHere46","3034655splitHere46","try { }"
"4451splitHere46","3034655splitHere46","currentFieldName = <doubleQuotes46>Trim Space<doubleQuotes46>"
"4452splitHere46","3034655splitHere46","p.setTrimSpace(currentLineArray[index].equals(<doubleQuotes46>yes<doubleQuotes46>) ? true : false);<newline46mondego>"
