"1splitHere46","12709445splitHere46","Path file = ...<newline46mondego>BasicFileAttributes attrs = Files.readAttributes(file, BasicFileAttributes.class);<newline46mondego>FileTime time = attrs.lastModifiedTime();<newline46mondego>"
"3786splitHere46","12797723splitHere46","public void ShowTimePicker() {<newline46mondego>    MyTimePicker myTimePicker = new MyTimePicker(this);<newline46mondego>    myTimePicker.show();<newline46mondego>    myTimePicker.setTimeListener(new onTimeSet() {<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void onTime(TimePicker view, int hourOfDay, int minute) {<newline46mondego>            Toast.makeText(MainActivity.this,<newline46mondego>                    <doubleQuotes46>time is <doubleQuotes46> + hourOfDay + <doubleQuotes46>:<doubleQuotes46> + minute,<newline46mondego>                    Toast.LENGTH_LONG).show();<newline46mondego><newline46mondego>        }<newline46mondego>    });<newline46mondego>}<newline46mondego>"
"3787splitHere46","12797750splitHere46","private final ExecutorService service = Executors.newSingleThreadExecutor();<newline46mondego><newline46mondego>service.submit(new Runnable() {<newline46mondego>   public void run() {<newline46mondego>       // task to perform here.<newline46mondego>   }<newline46mondego>});<newline46mondego>"
"3788splitHere46","12797777splitHere46","interface Strategy {<newline46mondego>  void m1(); void m2();<newline46mondego>}<newline46mondego>"
"3789splitHere46","12797777splitHere46","void actionMethod(Strategy s) {<newline46mondego>  s.m1(); s.m2();<newline46mondego>}<newline46mondego>"
"3790splitHere46","12797777splitHere46","actionMethod(new Strategy() { <newline46mondego>   public void m1() { ...stuff 1...}<newline46mondego>   public void m2() { ...stuff 2...}<newline46mondego>});<newline46mondego>"
"3791splitHere46","12797803splitHere46","private boolean isTouchOutside;<newline46mondego><newline46mondego>protected boolean touchEvent(TouchEvent message) {<newline46mondego>    isTouchOutside = message.getX(1) < 0 || message.getX(1) > getWidth() || message.getY(1) < 0 || message.getY(1) > getHeight();<newline46mondego>    return super.touchEvent(message); <newline46mondego>}<newline46mondego><newline46mondego>protected boolean navigationClick(int status, int time) {<newline46mondego>    if(! isTouchOutside)<newline46mondego>        fieldChangeNotify(0);<newline46mondego>    return true;<newline46mondego>}<newline46mondego>"
"3792splitHere46","12797962splitHere46","cas-servlet.xml"
"3793splitHere46","12797962splitHere46","<bean id=<doubleQuotes46>logoutController<doubleQuotes46> class=<doubleQuotes46>org.jasig.cas.web.LogoutController<doubleQuotes46><newline46mondego>    p:centralAuthenticationService-ref=<doubleQuotes46>centralAuthenticationService<doubleQuotes46><newline46mondego>    p:logoutView=<doubleQuotes46>casLogoutView<doubleQuotes46><newline46mondego>    p:warnCookieGenerator-ref=<doubleQuotes46>warnCookieGenerator<doubleQuotes46><newline46mondego>    p:ticketGrantingTicketCookieGenerator-ref=<doubleQuotes46>ticketGrantingTicketCookieGenerator<doubleQuotes46><newline46mondego>    p:servicesManager-ref=<doubleQuotes46>servicesManager<doubleQuotes46><newline46mondego>    p:followServiceRedirects=<doubleQuotes46>${cas.logout.followServiceRedirects:false}<doubleQuotes46>/><newline46mondego>"
"3794splitHere46","12797962splitHere46","${cas.logout.followServiceRedirects:false}"
"3795splitHere46","12797995splitHere46","client"
"3796splitHere46","12797995splitHere46","<dependency><newline46mondego>    <groupId>your.group</groupId><newline46mondego>    <artifactId>MyProjectEJB</artifactId><newline46mondego>    <version>1.0</version><newline46mondego></dependency><newline46mondego>"
"3797splitHere46","12797995splitHere46","<dependency><newline46mondego>    <groupId>your.group</groupId><newline46mondego>    <artifactId>MyProjectEJB</artifactId><newline46mondego>    <version>1.0</version><newline46mondego>    <classifier>client</classifier><newline46mondego></dependency><newline46mondego>"
"3798splitHere46","12798267splitHere46","String[] dataArray = data.split(<doubleQuotes46>,<doubleQuotes46>)<newline46mondego>"
"3799splitHere46","12798267splitHere46","dataArray"
"3800splitHere46","12798267splitHere46","byte[]"
"3801splitHere46","12798267splitHere46","String dataArray[] = data.split(<doubleQuotes46>,<doubleQuotes46>);<newline46mondego>    byte[] bytes = new byte[dataArray.length];<newline46mondego>    int count = 0;<newline46mondego>    for(String str : dataArray)<newline46mondego>    {<newline46mondego>        bytes[count++] = Byte.parseByte(str);<newline46mondego>    }<newline46mondego>"
"3802splitHere46","12798382splitHere46","mvn archetype:generate -DgroupId=com.mycompany.app -DartifactId=my-webapp -DarchetypeArtifactId=maven-archetype-webapp<newline46mondego>"
"3803splitHere46","12798382splitHere46","mvn clean install<newline46mondego>"
"3804splitHere46","12798438splitHere46","String selection = (String) webView.getEngine()<newline46mondego>                     .executeScript(<doubleQuotes46>window.getSelection().toString()<doubleQuotes46>);<newline46mondego>System.out.println(selection);<newline46mondego>"
"3805splitHere46","12798462splitHere46","super()"
"3806splitHere46","12798462splitHere46","public class MyClass extends ClassWithNoDefaultConstructor<newline46mondego>    public MyClass() {<newline46mondego>        super(); //this call will be added by the compiler if you don't have any super call here<newline46mondego>        // if the super class has no default constructor the above line will not compile<newline46mondego>        // and removing it won't help either because the compiler will add that call<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3807splitHere46","12798480splitHere46","this.img.getGraphics().drawImage(im, 0, 0, null)"
"3808splitHere46","12798480splitHere46","paintComponent"
"3809splitHere46","12798480splitHere46","JComponent"
"3810splitHere46","12798480splitHere46","JPanel"
"3811splitHere46","12798480splitHere46","GridBagLayout"
"3812splitHere46","12798480splitHere46","getPreferredSize"
"3813splitHere46","12798480splitHere46","public class ResizableImagePane {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        new ResizableImagePane();<newline46mondego>    }<newline46mondego><newline46mondego>    public ResizableImagePane() {<newline46mondego>        EventQueue.invokeLater(new Runnable() {<newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                try {<newline46mondego>                    UIManager.setLookAndFeel(UIManager.getSystemLookAndFeelClassName());<newline46mondego>                } catch (ClassNotFoundException ex) {<newline46mondego>                } catch (InstantiationException ex) {<newline46mondego>                } catch (IllegalAccessException ex) {<newline46mondego>                } catch (UnsupportedLookAndFeelException ex) {<newline46mondego>                }<newline46mondego><newline46mondego>                JFrame frame = new JFrame();<newline46mondego>                frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>                frame.setLayout(new BorderLayout());<newline46mondego>                frame.add(new ScalerPane());<newline46mondego>                frame.pack();<newline46mondego>                frame.setLocationRelativeTo(null);<newline46mondego>                frame.setVisible(true);<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>    protected class ScalerPane extends JPanel {<newline46mondego>        private JSlider slider;<newline46mondego>        private ImagePane imagePane;<newline46mondego>        public ScalerPane() {<newline46mondego><newline46mondego>            setLayout(new GridBagLayout());<newline46mondego>            GridBagConstraints gbc = new GridBagConstraints();<newline46mondego><newline46mondego>            gbc.gridx = 0;<newline46mondego>            gbc.gridy = 0;<newline46mondego><newline46mondego>            imagePane = new ImagePane();<newline46mondego><newline46mondego>            add(imagePane, gbc);<newline46mondego><newline46mondego>            gbc.gridy = 1;<newline46mondego>            gbc.weightx = 0;<newline46mondego>            gbc.weighty = 0;<newline46mondego>            gbc.fill = GridBagConstraints.HORIZONTAL;<newline46mondego><newline46mondego>            slider = new JSlider();<newline46mondego>            slider.setMinimum(1);<newline46mondego>            slider.setMaximum(100);<newline46mondego>            gbc.weightx = 1;<newline46mondego>            gbc.weighty = 1;<newline46mondego>            gbc.anchor = GridBagConstraints.SOUTH;<newline46mondego>            gbc.fill = GridBagConstraints.HORIZONTAL;<newline46mondego>            add(slider, gbc);<newline46mondego><newline46mondego>            slider.addChangeListener(new ChangeListener() {<newline46mondego>                @Override<newline46mondego>                public void stateChanged(ChangeEvent ce) {<newline46mondego>                    imagePane.setZoom(slider.getValue() / 100f);<newline46mondego>                }<newline46mondego>            });<newline46mondego>            slider.setValue(100);<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    protected class ImagePane extends JPanel {<newline46mondego>        private BufferedImage background;<newline46mondego>        private Image scaled;<newline46mondego>        private float zoom;<newline46mondego>        public ImagePane() {<newline46mondego>            try {<newline46mondego>                background = ImageIO.read(new File(<doubleQuotes46>path/to/your/image<doubleQuotes46>));<newline46mondego>            } catch (IOException ex) {<newline46mondego>                ex.printStackTrace();<newline46mondego>            }<newline46mondego><newline46mondego>            setZoom(1f);<newline46mondego>            setBorder(new LineBorder(Color.RED));<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public Dimension getPreferredSize() {<newline46mondego>            return new Dimension(scaled.getWidth(this), scaled.getHeight(this));<newline46mondego>        }<newline46mondego><newline46mondego>        public void setZoom(float zoom) {<newline46mondego>            this.zoom = zoom;<newline46mondego>            int width = Math.round(background.getWidth() * zoom);<newline46mondego>            scaled = background.getScaledInstance(width, -1, Image.SCALE_SMOOTH);<newline46mondego><newline46mondego>            invalidate();<newline46mondego>            revalidate();<newline46mondego>            repaint();<newline46mondego>        }<newline46mondego><newline46mondego>        public float getZoom() {<newline46mondego>            return zoom;<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        protected void paintComponent(Graphics grphcs) {<newline46mondego>            super.paintComponent(grphcs);<newline46mondego><newline46mondego>            int x = (getWidth() - scaled.getWidth(this)) / 2;<newline46mondego>            int y = (getHeight() - scaled.getHeight(this)) / 2;<newline46mondego><newline46mondego>            grphcs.drawImage(scaled, x, y, this);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3814splitHere46","12798698splitHere46","service.autodiscoverUrl(<doubleQuotes46>adamb@fabrikam.com<doubleQuotes46>);<newline46mondego>"
"3815splitHere46","12798698splitHere46","service.setUrl(new java.net.URI(<newline46mondego>                    <doubleQuotes46>https://myhostname/EWS/Exchange.asmx<doubleQuotes46>));<newline46mondego>"
"3816splitHere46","12798813splitHere46","JSONObject jsonObj = new JSONObject();<newline46mondego>        JSONObject obj  = jsonObj.fromObject(userReorderOption);<newline46mondego>        JSONArray columnName = (JSONArray) obj.get(<doubleQuotes46>COLUMN<doubleQuotes46>);<newline46mondego><newline46mondego>        for (int i = 0; i < columnName.size(); i++) {<newline46mondego>            System.out.println(columnName.getString(i));<newline46mondego><newline46mondego>        }<newline46mondego>"
"3817splitHere46","12799002splitHere46","compare"
"3818splitHere46","12799002splitHere46","a[]"
"3819splitHere46","12799002splitHere46","b[]"
"3820splitHere46","12799002splitHere46","java.util.Arrays.sort(d2, new java.util.Comparator<int[]>() {<newline46mondego>                public int compare(int[] a, int[] b) {<newline46mondego>                    if (a.length != b.length) {<newline46mondego>                        return a.length < b.length ? -1 : 1;<newline46mondego>                    }<newline46mondego>                    return a[0] - b[0];<newline46mondego>                }<newline46mondego>            });<newline46mondego>"
"3821splitHere46","12799002splitHere46","compare"
"3822splitHere46","12799002splitHere46","public int compare(int[] a, int[] b) {<newline46mondego><newline46mondego>    if (a.length == b.length) {<newline46mondego>        for (int i = 0; i < a.length; i++) {<newline46mondego>            if (a[i] == b[i]) {<newline46mondego><newline46mondego>            } else {<newline46mondego>                return a[i] - b[i];<newline46mondego>            }<newline46mondego>        }<newline46mondego>        return 0;<newline46mondego><newline46mondego>    } else {<newline46mondego>        return a.length < b.length ? -1 : 1;<newline46mondego>    }                       <newline46mondego>}<newline46mondego>"
"3823splitHere46","12799034splitHere46","Names"
"3824splitHere46","12799034splitHere46","java.io.Serializable"
"3825splitHere46","12799034splitHere46","out = new ObjectOutputStream(urlCon.getOutputStream());<newline46mondego>"
"3826splitHere46","12799034splitHere46","out = new ObjectOutputStream(response.getOutputStream());<newline46mondego>out.writeObject(names);<newline46mondego>out.close();<newline46mondego>"
"3827splitHere46","12799034splitHere46","Names names = new Names();<newline46mondego>names.setName(<doubleQuotes46>ABC<doubleQuotes46>);<newline46mondego>names.setPlace(<doubleQuotes46>Bangalore<doubleQuotes46>);<newline46mondego>URL url;<newline46mondego>try {<newline46mondego>    url = new URL(<doubleQuotes46>http://localhost:6080/HttpClientSerializable/HttpPostServlet<doubleQuotes46>);<newline46mondego>    urlCon = (HttpURLConnection) url.openConnection();<newline46mondego><newline46mondego>    urlCon.setDoOutput(true); // to be able to write.<newline46mondego>    urlCon.setDoInput(true); // to be able to read.<newline46mondego><newline46mondego>    out = new ObjectOutputStream(urlCon.getOutputStream());<newline46mondego>    out.writeObject(names);<newline46mondego>    out.close();<newline46mondego><newline46mondego>    ObjectInputStream ois = new ObjectInputStream(urlCon.getInputStream());<newline46mondego>    names = (Names) ois.readObject();<newline46mondego>    ois.close();<newline46mondego>} catch (IOException e) {<newline46mondego>    e.printStackTrace();<newline46mondego>}<newline46mondego>catch (MalformedURLException e1) {<newline46mondego>    e1.printStackTrace();<newline46mondego>}<newline46mondego>"
"3828splitHere46","12799034splitHere46","ObjectInputStream in = new ObjectInputStream(request.getInputStream());<newline46mondego>try {<newline46mondego>    names = (Names) in.readObject();<newline46mondego>} catch (ClassNotFoundException e) {<newline46mondego>    e.printStackTrace();<newline46mondego>}<newline46mondego>in.close();<newline46mondego>ObjectOutputStream out = new ObjectOutputStream(<newline46mondego>    new FileOutputStream(<doubleQuotes46>C:/Documents and Settings/RAGASTH/Desktop/Names<doubleQuotes46>));<newline46mondego>out.writeObject(names);<newline46mondego>out.close();<newline46mondego><newline46mondego>ObjectOutputStream oos = new ObjectOutputStream(response.getOutputStream());<newline46mondego>oos.writeObject(names);<newline46mondego>oos.close();<newline46mondego>"
"3829splitHere46","12799091splitHere46","interface Listener<T> {<newline46mondego>    void matched(T t1);<newline46mondego>    void onlyIn1(T t1);<newline46mondego>    void onlyIn2(T t2);<newline46mondego>}<newline46mondego><newline46mondego>public static <T> void compare(List<T> list1, List<T> list2, Listener<T> tListener) {<newline46mondego>    Set<T> onlyIn1 = new HashSet<T>();<newline46mondego>    Set<T> onlyIn2 = new HashSet<T>();<newline46mondego>    for (int i = 0; i < list1.size(); i++) {<newline46mondego>        T t1 = list1.get(i);<newline46mondego>        T t2 = list2.get(i);<newline46mondego>        if (t1.equals(t2)) {<newline46mondego>            tListener.matched(t1);<newline46mondego>            continue;<newline46mondego>        }<newline46mondego>        if (onlyIn2.remove(t1)) <newline46mondego>            tListener.matched(t1);<newline46mondego>         else <newline46mondego>            onlyIn1.add(t1);<newline46mondego>        if (!onlyIn1.remove(t2))<newline46mondego>            onlyIn2.add(t2);<newline46mondego>    }<newline46mondego>    for (T t1 : onlyIn1)<newline46mondego>        tListener.onlyIn1(t1);<newline46mondego>    for (T t2 : onlyIn2)<newline46mondego>        tListener.onlyIn2(t2);<newline46mondego>}<newline46mondego>"
"3830splitHere46","12799175splitHere46","setSelection(ISelection, boolean)"
"3831splitHere46","12799175splitHere46","position"
"3832splitHere46","12799175splitHere46","mListViewer.setSelection(new StructuredSelection(mListViewer.getElementAt(position)), true);<newline46mondego>"
"3833splitHere46","12799292splitHere46","MemcachedInterface"
"3834splitHere46","12799416splitHere46","try {<newline46mondego>   Thread.sleep(20000);<newline46mondego>    } catch(InterruptedException ex) {<newline46mondego>    System.out.println(<doubleQuotes46>caught <doubleQuotes46> + ex.getMessage());<newline46mondego>    }<newline46mondego><newline46mondego>    timer.cancel();<newline46mondego><newline46mondego>    }<newline46mondego>"
"3835splitHere46","12799815splitHere46","View v_iew=inflater.inflate(R.layout.activity_login, null)) ;<newline46mondego>builder.setView(v_iew);<newline46mondego>"
"3836splitHere46","12799815splitHere46","uName = (EditText) findViewById(R.id.login_username); <newline46mondego>        passWord = (EditText) findViewById(R.id.login_password);<newline46mondego>"
"3837splitHere46","12799815splitHere46","uName = (EditText) v_iew.findViewById(R.id.login_username);<newline46mondego>         passWord = (EditText) v_iew.findViewById(R.id.login_password); <newline46mondego>"
"3838splitHere46","12799905splitHere46","import groovy.swing.SwingBuilder<newline46mondego><newline46mondego>def mainMenu = { builder -><newline46mondego>  builder.panel( id:'mainM' ) {<newline46mondego>    label( text: 'Welcome Travelers' )<newline46mondego>    button( text: 'Say Hello', actionPerformed:{<newline46mondego>      builder.optionPane( message:'Hello World' )<newline46mondego>             .createDialog( null, 'Hello' )<newline46mondego>             .show()<newline46mondego>    } )<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>new SwingBuilder().with { builder -><newline46mondego>  builder.edt {<newline46mondego>    frame( size:[ 1024, 768 ], show:true ) {<newline46mondego>      panel()<newline46mondego>      mainMenu( builder )<newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"3839splitHere46","12800131splitHere46","public class MyDatePicker {<newline46mondego>DatePickerDialog mDatePickerDialog;<newline46mondego><newline46mondego><newline46mondego>public interface onDateSet {<newline46mondego>    public void onDate(DatePicker view, int year, int monthOfYear,<newline46mondego>            int dayOfMonth);<newline46mondego>}<newline46mondego><newline46mondego>onDateSet mOnDateSet;<newline46mondego><newline46mondego>public void setDateListener(onDateSet mOnDateSet) {<newline46mondego>    this.mOnDateSet = mOnDateSet;<newline46mondego>}<newline46mondego>public MyDatePicker(Context ctx) {<newline46mondego>    mDatePickerDialog = new DatePickerDialog(ctx, new OnDateSetListener() {<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void onDateSet(DatePicker view, int year, int monthOfYear,<newline46mondego>                int dayOfMonth) {<newline46mondego>            mOnDateSet.onDate(view, year, monthOfYear, dayOfMonth);<newline46mondego><newline46mondego>        }<newline46mondego>    }, 2000, 1, 1);<newline46mondego>}<newline46mondego><newline46mondego>public void show() {<newline46mondego>    mDatePickerDialog.show();<newline46mondego>}<newline46mondego>"
"3840splitHere46","12800131splitHere46","public void ShowDatePicker() {<newline46mondego>        MyDatePicker myTimePicker = new MyDatePicker(this);<newline46mondego>        myTimePicker.show();<newline46mondego>    myTimePicker.setDateListener(new onDateSet() {<newline46mondego><newline46mondego>        @Override<newline46mondego>        public void onDate(DatePicker view, int year, int monthOfYear,<newline46mondego>                int dayOfMonth) {<newline46mondego>            Toast.makeText(MainActivity.this,<newline46mondego>                    <doubleQuotes46>date is <doubleQuotes46> + year + <doubleQuotes46>:<doubleQuotes46> + monthOfYear+<doubleQuotes46>:<doubleQuotes46>+dayOfMonth,<newline46mondego>                    Toast.LENGTH_LONG).show();<newline46mondego><newline46mondego>        }<newline46mondego>    });<newline46mondego>}<newline46mondego>"
"3841splitHere46","12800374splitHere46","File.renameTo(...)"
"3842splitHere46","12800409splitHere46","JSpinner"
"3843splitHere46","12800409splitHere46","SpinnerDateModel"
"3844splitHere46","12800409splitHere46","import java.awt.*;<newline46mondego>import java.text.SimpleDateFormat;<newline46mondego>import java.util.*;<newline46mondego>import javax.swing.*;<newline46mondego>import javax.swing.event.*;<newline46mondego><newline46mondego>public class TimeZoneSpinners {<newline46mondego><newline46mondego>    private final String[] zones = {<doubleQuotes46>Asia/Tokyo<doubleQuotes46>, <doubleQuotes46>Asia/Hong_Kong<doubleQuotes46>,<newline46mondego>        <doubleQuotes46>Asia/Calcutta<doubleQuotes46>, <doubleQuotes46>Europe/Paris<doubleQuotes46>, <doubleQuotes46>Europe/London<doubleQuotes46>,<newline46mondego>        <doubleQuotes46>America/New_York<doubleQuotes46>, <doubleQuotes46>America/Los_Angeles<doubleQuotes46><newline46mondego>    };<newline46mondego>    private final JLabel[] labels = new JLabel[zones.length];<newline46mondego>    private final SimpleDateFormat[] formats = new SimpleDateFormat[zones.length];<newline46mondego>    private JSpinner spinner;<newline46mondego>    private JSpinner spinnerDate;<newline46mondego>    private JSpinner spinnerMonth;<newline46mondego>    private JSpinner spinnerYear;<newline46mondego>    private SpinnerDateModel model;<newline46mondego>    private SimpleDateFormat format;<newline46mondego>    private JPanel panel;<newline46mondego>    private JFrame frame = new JFrame();<newline46mondego><newline46mondego>    public void makeUI() {<newline46mondego>        Calendar cal = Calendar.getInstance();<newline46mondego>        Date date = cal.getTime();<newline46mondego>        model = new SpinnerDateModel();<newline46mondego>        model.setValue(date);<newline46mondego>        spinner = new JSpinner(model);<newline46mondego>        spinner.addChangeListener(new ChangeListener() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void stateChanged(ChangeEvent e) {<newline46mondego>                Date date = (Date) ((JSpinner) e.getSource()).getValue();<newline46mondego>                for (int i = 0; i < labels.length; i++) {<newline46mondego>                    labels[i].setText(formats[i].format(date));<newline46mondego>                }<newline46mondego>            }<newline46mondego>        });<newline46mondego>        format = ((JSpinner.DateEditor) spinner.getEditor()).getFormat();<newline46mondego>        format.setTimeZone(TimeZone.getTimeZone(zones[0]));<newline46mondego>        format.applyPattern(<doubleQuotes46>yyyy-MM-dd HH:mm:ss<doubleQuotes46>);<newline46mondego>        panel = new JPanel(new GridLayout(zones.length, 2, 10, 10));<newline46mondego>        for (int i = 0; i < zones.length; i++) {<newline46mondego>            formats[i] = new SimpleDateFormat(<doubleQuotes46>yyyy-MMM-dd HH:mm:ss<doubleQuotes46>);<newline46mondego>            formats[i].setTimeZone(TimeZone.getTimeZone(zones[i]));<newline46mondego>            JLabel label = new JLabel(zones[i]);<newline46mondego>            labels[i] = new JLabel(formats[i].format(date));<newline46mondego>            panel.add(label);<newline46mondego>            panel.add(labels[i]);<newline46mondego>        }<newline46mondego>        frame.setLayout(new BorderLayout(10, 10));<newline46mondego>        frame.add(spinner, BorderLayout.NORTH);<newline46mondego>        frame.add(panel, BorderLayout.CENTER);<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        frame.pack();<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                new TimeZoneSpinners().makeUI();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3845splitHere46","12800466splitHere46","Intent in=new Intent(currentclass.this,nextactivity.class);<newline46mondego>in.putExtras(<doubleQuotes46>value_name<doubleQuotes46>,value);<newline46mondego>startActivity(in);<newline46mondego>finish();<newline46mondego>"
"3846splitHere46","12800466splitHere46","If(getIntent().getExtras!=null)<newline46mondego>{<newline46mondego>   String msg=getIntent().getStringExtra(<doubleQuotes46>value_name<doubleQuotes46>); // value_name is the attribute given in second activity<newline46mondego>}<newline46mondego>"
"3847splitHere46","12800556splitHere46","<context:component-scan>"
"3848splitHere46","12800556splitHere46","<context:component-scan base-package=<doubleQuotes46>com.comviva.mfs.eig.logging.dataAccess<doubleQuotes46> /><newline46mondego>"
"3849splitHere46","12800556splitHere46","<beans:import resource=<doubleQuotes46>appnewcontext.xml<doubleQuotes46>/><newline46mondego>"
"3850splitHere46","12800568splitHere46","String filename = sc.getRealPath(<doubleQuotes46>image.gif<doubleQuotes46>);<newline46mondego>"
"3851splitHere46","12800568splitHere46","<img src=<doubleQuotes46>/ServletName?id=xxxx<doubleQuotes46> ... ... ... /><newline46mondego>"
"3852splitHere46","12800568splitHere46","< url-pattern >"
"3853splitHere46","12800568splitHere46","ServletName"
"3854splitHere46","12800568splitHere46","id=xxxx"
"3855splitHere46","12800619splitHere46","rsSize"
"3856splitHere46","12800619splitHere46","int"
"3857splitHere46","12800619splitHere46","totalRecords"
"3858splitHere46","12800619splitHere46","String"
"3859splitHere46","12800669splitHere46","import java.awt.Dimension;<newline46mondego><newline46mondego>import javax.swing.BorderFactory;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JScrollPane;<newline46mondego>import javax.swing.JSplitPane;<newline46mondego>import javax.swing.JTable;<newline46mondego>import javax.swing.SwingUtilities;<newline46mondego>import javax.swing.UIManager;<newline46mondego><newline46mondego>public class JSplitPaneToy {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        UIManager.getDefaults().put(<doubleQuotes46>SplitPane.border<doubleQuotes46>, BorderFactory.createEmptyBorder());<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                new JSplitPaneToy().initUI();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>    public void initUI() {<newline46mondego>        JSplitPane sp = new JSplitPane(JSplitPane.VERTICAL_SPLIT, makePanel(), makePanel());<newline46mondego>        sp = new JSplitPane(JSplitPane.VERTICAL_SPLIT, makePanel(), sp);<newline46mondego>        sp = new JSplitPane(JSplitPane.VERTICAL_SPLIT, makePanel(), sp);<newline46mondego>        sp = new JSplitPane(JSplitPane.VERTICAL_SPLIT, makePanel(), sp);<newline46mondego><newline46mondego>        JFrame frame = new JFrame(<doubleQuotes46>JSplitPane Toy<doubleQuotes46>);<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        frame.setContentPane(sp);<newline46mondego>        frame.pack();<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    private JScrollPane makePanel() {<newline46mondego>        JScrollPane pane = new JScrollPane(new JTable(new Object[][] { { 0, 1, 2 }, { 1, 2, 3 }, { 2, 3, 4 } }, new Object[] { 1, 2, 3 }));<newline46mondego>        pane.setPreferredSize(new Dimension(200, 100));<newline46mondego>        return pane;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3860splitHere46","12800728splitHere46","new T[...] // prohibited<newline46mondego>"
"3861splitHere46","12800746splitHere46","null"
"3862splitHere46","12800746splitHere46","int"
"3863splitHere46","12800746splitHere46","long"
"3864splitHere46","12800746splitHere46","Integer"
"3865splitHere46","12800746splitHere46","Long"
"3866splitHere46","12800746splitHere46","BigInteger"
"3867splitHere46","12800746splitHere46","BigDecimal"
"3868splitHere46","12800746splitHere46","null"
"3869splitHere46","12800746splitHere46","-Dorg.apache.el.parser.COERCE_TO_ZERO=false<newline46mondego>"
"3870splitHere46","12800801splitHere46","private int getFileSize(URL url) {<newline46mondego>    HttpURLConnection conn = null;<newline46mondego>    try {<newline46mondego>        conn = (HttpURLConnection) url.openConnection();<newline46mondego>        conn.setRequestMethod(<doubleQuotes46>HEAD<doubleQuotes46>);<newline46mondego>        conn.getInputStream();<newline46mondego>        return conn.getContentLength();<newline46mondego>    } catch (IOException e) {<newline46mondego>        return -1;<newline46mondego>    } finally {<newline46mondego>        conn.disconnect();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3871splitHere46","12800897splitHere46","init()"
"3872splitHere46","12800897splitHere46","destroy()"
"3873splitHere46","12800897splitHere46","init()"
"3874splitHere46","12800903splitHere46","struts"
"3875splitHere46","12800903splitHere46","form"
"3876splitHere46","12800903splitHere46","action"
"3877splitHere46","12800903splitHere46","controllers"
"3878splitHere46","12800903splitHere46","struts"
"3879splitHere46","12800903splitHere46","load"
"3880splitHere46","12801060splitHere46","class CommandFactory extends Factory[Command] {<newline46mondego><newline46mondego>  override def create():Command = {<newline46mondego>    new Command() {<newline46mondego>      def destroy() {}<newline46mondego><newline46mondego>      def setInputStream(in: InputStream) {}<newline46mondego><newline46mondego>      def setErrorStream(err: OutputStream) {}<newline46mondego><newline46mondego>      def setOutputStream(out: OutputStream) {}<newline46mondego><newline46mondego>      def start(env: Environment) {}<newline46mondego><newline46mondego>      def setExitCallback(callback: ExitCallback) {}<newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"3881splitHere46","12801060splitHere46","sshd.setShellFactory(new CommandFactory())<newline46mondego>"
"3882splitHere46","12801075splitHere46","int g = 0;<newline46mondego>"
"3883splitHere46","12801075splitHere46","ArrayList<Process>"
"3884splitHere46","12801221splitHere46","java -Xmx1024m  ....<newline46mondego>"
