"1splitHere46","11286360splitHere46","if(arg0.getId() == R.id.buttonId)<newline46mondego>{<newline46mondego>//Code for this button<newline46mondego>}<newline46mondego>else if(arg0.getId() == R.id.buttonId2)<newline46mondego>{<newline46mondego>//Code for second button<newline46mondego>}<newline46mondego>"
"5418splitHere46","11428523splitHere46","<doubleQuotes46>The type parameter Integer is hiding the type Integer<doubleQuotes46>"
"5419splitHere46","11428523splitHere46","@ErichSchreiner"
"5420splitHere46","11428523splitHere46","public static <T extends Comparable<? super T>> int countGreaterThan(T[] anArray, T elem) {<newline46mondego>    int count = 0;<newline46mondego>    for (T e : anArray) {<newline46mondego>        if (e.compareTo(elem) > 0) {<newline46mondego>            ++count;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    return count;<newline46mondego>}<newline46mondego>"
"5421splitHere46","11428523splitHere46","anArray"
"5422splitHere46","11428523splitHere46","elem"
"5423splitHere46","11428524splitHere46","String"
"5424splitHere46","11428524splitHere46","Object result = envelope.getResponse();<newline46mondego>"
"5425splitHere46","11428524splitHere46","SoapObject response=(SoapObject)envelope.bodyIn;<newline46mondego>"
"5426splitHere46","11428580splitHere46","Transaction.beginTransaction()"
"5427splitHere46","11428580splitHere46","Session s = HibernateUtil.getCurrentSession();<newline46mondego>Transaction trans=s.beginTransaction();<newline46mondego>CallableStatement cs = s.connection().prepareCall(<doubleQuotes46>{call PK_COMPAS_FLUX_ISU.IMPORT_EQUIPEMENT_EAI()}<doubleQuotes46>);<newline46mondego>cs.execute();<newline46mondego>trans.commit();<newline46mondego>"
"5428splitHere46","11428621splitHere46","RunnableFuture"
"5429splitHere46","11428621splitHere46","run()"
"5430splitHere46","11428621splitHere46","run()"
"5431splitHere46","11428621splitHere46","get()"
"5432splitHere46","11428634splitHere46","//join permissions by default <doubleQuotes46>LEFT<doubleQuotes46><newline46mondego>//***THIS LINE IS FAILING*** ????<newline46mondego>queryRoot.join(Role_.permissions);<newline46mondego>"
"5433splitHere46","11428634splitHere46","queryRoot.join(Role_.permissions, JoinType.LEFT);<newline46mondego>"
"5434splitHere46","11428641splitHere46","if(ID.equals(<doubleQuotes46>Stop<doubleQuotes46>))<newline46mondego>    breaker = true;<newline46mondego>else<newline46mondego>    buffer = new Directory(ID); <newline46mondego>    nameList.add(buffer); <newline46mondego>"
"5435splitHere46","11428641splitHere46","if(ID.equals(<doubleQuotes46>Stop<doubleQuotes46>))<newline46mondego>    breaker = true;<newline46mondego>else {<newline46mondego>    buffer = new Directory(ID); <newline46mondego>    nameList.add(buffer); <newline46mondego>}<newline46mondego>"
"5436splitHere46","11428641splitHere46","if (ID.equals(<doubleQuotes46>Stop<doubleQuotes46>)) {<newline46mondego>    breaker = true;<newline46mondego>} else {<newline46mondego>    buffer = new Directory(ID); <newline46mondego>    nameList.add(buffer); <newline46mondego>}<newline46mondego>"
"5437splitHere46","11428641splitHere46","buffer"
"5438splitHere46","11428641splitHere46","if (ID.equals(<doubleQuotes46>Stop<doubleQuotes46>)) {<newline46mondego>    breaker = true;<newline46mondego>} else {<newline46mondego>    nameList.add(new Directory(ID));<newline46mondego>}<newline46mondego>"
"5439splitHere46","11428641splitHere46","breaker"
"5440splitHere46","11428641splitHere46","ID"
"5441splitHere46","11428641splitHere46","while (true) {<newline46mondego>    System.out.print(<doubleQuotes46>Name:  <doubleQuotes46>);<newline46mondego>    string id = LocalInput.nextLine();<newline46mondego>    if (id.equals(<doubleQuotes46>Stop<doubleQuotes46>)) {<newline46mondego>        break;<newline46mondego>    }<newline46mondego>    nameList.add(new Directory(ID));<newline46mondego>}<newline46mondego>"
"5442splitHere46","11428641splitHere46","i"
"5443splitHere46","11428641splitHere46","buffer"
"5444splitHere46","11428641splitHere46","for (Directory entry : nameList) {<newline46mondego>    System.out.println(<doubleQuotes46>Name: <doubleQuotes46> + entry.GetID());<newline46mondego>    System.out.println( <doubleQuotes46>Age:\t<doubleQuotes46>);<newline46mondego>    double age = LocalInput.nextDouble();<newline46mondego>    entry.setAge(age);<newline46mondego>    System.out.print( <doubleQuotes46>Address:\t<doubleQuotes46>);   <newline46mondego>    String address = LocalInput.nextLine();<newline46mondego>    entry.setAddress(address);<newline46mondego>}<newline46mondego>"
"5445splitHere46","11428641splitHere46","i"
"5446splitHere46","11428641splitHere46","nameList.size()"
"5447splitHere46","11428754splitHere46","new TestTask().execute().get();<newline46mondego>"
"5448splitHere46","11428754splitHere46","get()"
"5449splitHere46","11428754splitHere46","onCreate()"
"5450splitHere46","11428754splitHere46","onCreateOptionsMenu()"
"5451splitHere46","11428754splitHere46","get()"
"5452splitHere46","11428754splitHere46","onPostExecute()"
"5453splitHere46","11428754splitHere46","get()"
"5454splitHere46","11428754splitHere46","onPostExecute()"
"5455splitHere46","11428754splitHere46","@Override<newline46mondego>public void onPostExecute(Integer result) {<newline46mondego>    TextView tv = (TextView) findViewById(R.id.sampletext);<newline46mondego>    tv.setText(<doubleQuotes46>Result was <doubleQuotes46> + result);<newline46mondego>}<newline46mondego>"
"5456splitHere46","11428818splitHere46","Connection"
"5457splitHere46","11428818splitHere46","ThreadLocal"
"5458splitHere46","11428818splitHere46","Connection"
"5459splitHere46","11428818splitHere46","DataSource"
"5460splitHere46","11428818splitHere46","getConnection()"
"5461splitHere46","11428818splitHere46","close()"
"5462splitHere46","11428818splitHere46","DataSourceUtils"
"5463splitHere46","11428818splitHere46","TransactionAwareDataSourceProxy"
"5464splitHere46","11428859splitHere46","public static void main(String[] args) {<newline46mondego>    NewJFrame1 frame = new NewJFrame1();<newline46mondego>    frame.setLayout(new GridBagLayout());<newline46mondego>    JPanel panel = new JPanel();<newline46mondego>    JLabel jlabel = new JLabel(<doubleQuotes46>This is a label<doubleQuotes46>);<newline46mondego>    jlabel.setFont(new Font(<doubleQuotes46>Verdana<doubleQuotes46>,1,20));<newline46mondego>    panel.add(jlabel);<newline46mondego>    panel.setBorder(new LineBorder(Color.BLACK)); // make it easy to see<newline46mondego>    frame.add(panel, new GridBagConstraints());<newline46mondego>    frame.setSize(400, 400);<newline46mondego>    frame.setLocationRelativeTo(null);<newline46mondego>    frame.setDefaultCloseOperation(NewJFrame1.EXIT_ON_CLOSE);<newline46mondego>    frame.setVisible(true);<newline46mondego>}<newline46mondego>"
"5465splitHere46","11428889splitHere46","service"
"5466splitHere46","11428944splitHere46","Session session = sf.withOptions()<newline46mondego>                    .interceptor(new AuditInterceptor())<newline46mondego>                    .openSession(); <newline46mondego>"
"5467splitHere46","11429050splitHere46","View"
"5468splitHere46","11429050splitHere46","ImageView"
"5469splitHere46","11429050splitHere46","import android.app.Activity;<newline46mondego>import android.content.Context;<newline46mondego>import android.graphics.*;<newline46mondego>import android.graphics.drawable.*;<newline46mondego>import android.os.Bundle;<newline46mondego>import android.view.KeyEvent;<newline46mondego>import android.view.*;<newline46mondego><newline46mondego>import java.io.IOException;<newline46mondego>import java.io.InputStream;<newline46mondego>import java.io.ByteArrayOutputStream;<newline46mondego><newline46mondego>public class BitmapDecode extends Activity {<newline46mondego><newline46mondego>    @Override<newline46mondego>    protected void onCreate(Bundle savedInstanceState) {<newline46mondego>        super.onCreate(savedInstanceState);<newline46mondego>        setContentView(new SampleView(this));<newline46mondego>    }<newline46mondego><newline46mondego>    private static class SampleView extends View {<newline46mondego>        private Bitmap mBitmap;<newline46mondego>        private Bitmap mBitmap2;<newline46mondego>        private Bitmap mBitmap3;<newline46mondego>        private Bitmap mBitmap4;<newline46mondego>        private Drawable mDrawable;<newline46mondego><newline46mondego>        private Movie mMovie;<newline46mondego>        private long mMovieStart;<newline46mondego><newline46mondego>        private static byte[] streamToBytes(InputStream is) {<newline46mondego>            ByteArrayOutputStream os = new ByteArrayOutputStream(1024);<newline46mondego>            byte[] buffer = new byte[1024];<newline46mondego>            int len;<newline46mondego>            try {<newline46mondego>                while ((len = is.read(buffer)) >= 0) {<newline46mondego>                    os.write(buffer, 0, len);<newline46mondego>                }<newline46mondego>            } catch (java.io.IOException e) {<newline46mondego>            }<newline46mondego>            return os.toByteArray();<newline46mondego>        }<newline46mondego><newline46mondego>        public SampleView(Context context) {<newline46mondego>            super(context);<newline46mondego>            setFocusable(true);<newline46mondego><newline46mondego>            java.io.InputStream is;<newline46mondego>            is = context.getResources().openRawResource(R.drawable.beach);<newline46mondego><newline46mondego>            BitmapFactory.Options opts = new BitmapFactory.Options();<newline46mondego>            Bitmap bm;<newline46mondego><newline46mondego>            opts.inJustDecodeBounds = true;<newline46mondego>            bm = BitmapFactory.decodeStream(is, null, opts);<newline46mondego><newline46mondego>            // now opts.outWidth and opts.outHeight are the dimension of the<newline46mondego>            // bitmap, even though bm is null<newline46mondego><newline46mondego>            opts.inJustDecodeBounds = false;    // this will request the bm<newline46mondego>            opts.inSampleSize = 4;             // scaled down by 4<newline46mondego>            bm = BitmapFactory.decodeStream(is, null, opts);<newline46mondego><newline46mondego>            mBitmap = bm;<newline46mondego><newline46mondego>            // decode an image with transparency<newline46mondego>            is = context.getResources().openRawResource(R.drawable.frog);<newline46mondego>            mBitmap2 = BitmapFactory.decodeStream(is);<newline46mondego><newline46mondego>            // create a deep copy of it using getPixels() into different configs<newline46mondego>            int w = mBitmap2.getWidth();<newline46mondego>            int h = mBitmap2.getHeight();<newline46mondego>            int[] pixels = new int[w*h];<newline46mondego>            mBitmap2.getPixels(pixels, 0, w, 0, 0, w, h);<newline46mondego>            mBitmap3 = Bitmap.createBitmap(pixels, 0, w, w, h,<newline46mondego>                                           Bitmap.Config.ARGB_8888);<newline46mondego>            mBitmap4 = Bitmap.createBitmap(pixels, 0, w, w, h,<newline46mondego>                                           Bitmap.Config.ARGB_4444);<newline46mondego><newline46mondego>            mDrawable = context.getResources().getDrawable(R.drawable.button);<newline46mondego>            mDrawable.setBounds(150, 20, 300, 100);<newline46mondego><newline46mondego>            is = context.getResources().openRawResource(R.drawable.animated_gif);<newline46mondego>            if (true) {<newline46mondego>                mMovie = Movie.decodeStream(is);<newline46mondego>            } else {<newline46mondego>                byte[] array = streamToBytes(is);<newline46mondego>                mMovie = Movie.decodeByteArray(array, 0, array.length);<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        @Override protected void onDraw(Canvas canvas) {<newline46mondego>            canvas.drawColor(0xFFCCCCCC);            <newline46mondego><newline46mondego>            Paint p = new Paint();<newline46mondego>            p.setAntiAlias(true);<newline46mondego><newline46mondego>            canvas.drawBitmap(mBitmap, 10, 10, null);<newline46mondego>            canvas.drawBitmap(mBitmap2, 10, 170, null);<newline46mondego>            canvas.drawBitmap(mBitmap3, 110, 170, null);<newline46mondego>            canvas.drawBitmap(mBitmap4, 210, 170, null);<newline46mondego><newline46mondego>            mDrawable.draw(canvas);<newline46mondego><newline46mondego>            long now = android.os.SystemClock.uptimeMillis();<newline46mondego>            if (mMovieStart == 0) {   // first time<newline46mondego>                mMovieStart = now;<newline46mondego>            }<newline46mondego>            if (mMovie != null) {<newline46mondego>                int dur = mMovie.duration();<newline46mondego>                if (dur == 0) {<newline46mondego>                    dur = 1000;<newline46mondego>                }<newline46mondego>                int relTime = (int)((now - mMovieStart) % dur);<newline46mondego>                mMovie.setTime(relTime);<newline46mondego>                mMovie.draw(canvas, getWidth() - mMovie.width(),<newline46mondego>                            getHeight() - mMovie.height());<newline46mondego>                invalidate();<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5470splitHere46","11429064splitHere46","<Resource name=<doubleQuotes46>jdbc/PollDatasource<doubleQuotes46> auth=<doubleQuotes46>Container<doubleQuotes46> type=<doubleQuotes46>javax.sql.DataSource<doubleQuotes46><newline46mondego>    driverClassName=<doubleQuotes46>com.YourDriver<doubleQuotes46> <newline46mondego>    url=<doubleQuotes46>jdbc:derby://localhost:1527/nameOfTheDatabase;create=true<doubleQuotes46><newline46mondego>    username=<doubleQuotes46>username<doubleQuotes46> password=<doubleQuotes46>password<doubleQuotes46> maxActive=<doubleQuotes46>20<doubleQuotes46> <newline46mondego>    maxIdle=<doubleQuotes46>10<doubleQuotes46> maxWait=<doubleQuotes46>-1<doubleQuotes46> /><newline46mondego>"
"5471splitHere46","11429064splitHere46","org.apache.derby.jdbc.ClientDriver"
"5472splitHere46","11429064splitHere46","org.apache.derby.jdbc.ClientDriver.class"
"5473splitHere46","11429064splitHere46","org.apache.derby.jdbc.EmbeddedDriver"
"5474splitHere46","11429064splitHere46","<resource-ref><newline46mondego>    <description>my connection</description><newline46mondego>    <res-ref-name>jdbc/PollDatasource</res-ref-name><newline46mondego>    <res-type>javax.sql.DataSource</res-type><newline46mondego>    <res-auth>Container</res-auth><newline46mondego>  </resource-ref><newline46mondego>"
"5475splitHere46","11429072splitHere46","Class.forName(<doubleQuotes46>com.package.Sub-A<doubleQuotes46>).getConstructor(param types).newInstance(param values)<newline46mondego>"
"5476splitHere46","11429080splitHere46","Iterator itr = list.iterator();<newline46mondego>    String strElement = <doubleQuotes46><doubleQuotes46>;<newline46mondego>    while(itr.hasNext()){<newline46mondego><newline46mondego>      strElement = (String)itr.next();<newline46mondego>      if(strElement.equals(<doubleQuotes46>2<doubleQuotes46>))<newline46mondego>      {<newline46mondego>        itr.remove();<newline46mondego>      }<newline46mondego>"
"5477splitHere46","11429245splitHere46","INSERT INTO table(column1) SELECT MAX(column1)+1 FROM table<newline46mondego>"
"5478splitHere46","11429245splitHere46","INSERT INTO table(column1, column2) SELECT MAX(column1)+1, 79  FROM table<newline46mondego>"
"5479splitHere46","11429245splitHere46","INSERT INTO<newline46mondego>     usertable(column1, column2) <newline46mondego>     SELECT CASE COUNT(column1) <newline46mondego>         WHEN 0 THEN 0 <newline46mondego>         ELSE MAX(column1) END+1,<newline46mondego>     79 FROM usertable<newline46mondego>"
"5480splitHere46","11429245splitHere46","INSERT INTO usertable(column1, column2) <newline46mondego>SELECT IFNULL(MAX(column1)+1,1),79 FROM usertable<newline46mondego>"
"5481splitHere46","11429315splitHere46","Map<String, String>"
"5482splitHere46","11429350splitHere46","public HttpServletResponse getFile (HttpServletRequest request ,HttpServletResponse httpServletResponse, .......){<newline46mondego>          HttpServletResponse response = httpServletResponse;<newline46mondego>          InputStream in =/*HERE YOU READ YOUR FILE AS BinaryStream*/<newline46mondego><newline46mondego>          String filename = <doubleQuotes46><doubleQuotes46>;<newline46mondego>          String agent = request.getHeader(<doubleQuotes46>USER-AGENT<doubleQuotes46>);<newline46mondego>          if (agent != null && agent.indexOf(<doubleQuotes46>MSIE<doubleQuotes46>) != -1)<newline46mondego>          {<newline46mondego>            filename = URLEncoder.encode(/*THIS IS THE FILENAME SHOWN TO THE USER*/, <doubleQuotes46>UTF8<doubleQuotes46>);<newline46mondego>            response.setContentType(<doubleQuotes46>application/x-download<doubleQuotes46>);<newline46mondego>            response.setHeader(<doubleQuotes46>Content-Disposition<doubleQuotes46>,<doubleQuotes46>attachment;filename=<doubleQuotes46> + filename);<newline46mondego>          }<newline46mondego>          else if ( agent != null && agent.indexOf(<doubleQuotes46>Mozilla<doubleQuotes46>) != -1)<newline46mondego>          {<newline46mondego>            response.setCharacterEncoding(<doubleQuotes46>UTF-8<doubleQuotes46>);<newline46mondego>            filename = MimeUtility.encodeText(/*THIS IS THE FILENAME SHOWN TO THE USER*/, <doubleQuotes46>UTF8<doubleQuotes46>, <doubleQuotes46>B<doubleQuotes46>);<newline46mondego>            response.setContentType(<doubleQuotes46>application/force-download<doubleQuotes46>);<newline46mondego>            response.addHeader(<doubleQuotes46>Content-Disposition<doubleQuotes46>, <doubleQuotes46>attachment; filename=\<doubleQuotes46><doubleQuotes46> + filename + <doubleQuotes46>\<doubleQuotes46><doubleQuotes46>);<newline46mondego>          }<newline46mondego><newline46mondego><newline46mondego>          BufferedOutputStream out = new BufferedOutputStream(response.getOutputStream());<newline46mondego>          byte by[] = new byte[32768];<newline46mondego>          int index = in.read(by, 0, 32768);<newline46mondego>          while (index != -1) {<newline46mondego>              out.write(by, 0, index);<newline46mondego>              index = in.read(by, 0, 32768);<newline46mondego>          }<newline46mondego>          out.flush();<newline46mondego><newline46mondego>          return response;<newline46mondego>}<newline46mondego>"
"5483splitHere46","11429350splitHere46","// read local file into InputStream<newline46mondego>InputStream inputStream = new FileInputStream(<doubleQuotes46>c:\\SOMEFILE.xml<doubleQuotes46>);<newline46mondego>"
"5484splitHere46","11429350splitHere46","//read from database<newline46mondego>Blob blob = rs.getBlob(1);<newline46mondego>InputStream in = blob.getBinaryStream();<newline46mondego>"
"5485splitHere46","11429470splitHere46","transform()"
"5486splitHere46","11429470splitHere46","com.sun.org.apache.xalan.internal.xsltc.trax.TransformerImpl"
"5487splitHere46","11429478splitHere46","// search the name<newline46mondego>boolean found = false;<newline46mondego>for (Character c : player.get_charactersOwned()) {<newline46mondego>    if (c.get_characterName().equals(charName)) {<newline46mondego>        found = true;<newline46mondego>        break;<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>// perform the check<newline46mondego>if (found) {<newline46mondego>    // do something<newline46mondego>} else {<newline46mondego>    // do something else<newline46mondego>}<newline46mondego>"
"5488splitHere46","11429478splitHere46","Character"
"5489splitHere46","11429478splitHere46","Character"
"5490splitHere46","11429478splitHere46","boolean found = false;<newline46mondego>for (int i = 0, n = player.get_charactersOwned().size(); i < n && !found; i++) {<newline46mondego>    Character c = player.get_charactersOwned().get(i);<newline46mondego>    if (c.get_characterName().equals(charName)) {<newline46mondego>        found = true;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5491splitHere46","11429529splitHere46","@Test(expected=...)"
"5492splitHere46","11429529splitHere46","@Test(expected=CustomException.class)<newline46mondego>public void checkNullObject() throws CustomException {<newline46mondego>  MyClass myClass= null;<newline46mondego>  MyCustomClass.get(null);<newline46mondego>}<newline46mondego>"
"5493splitHere46","11429529splitHere46","// These tests all pass.<newline46mondego>public static class HasExpectedException {<newline46mondego>    @Rule<newline46mondego>    public ExpectedException thrown= ExpectedException.none();<newline46mondego><newline46mondego>    @Test<newline46mondego>    public void throwsNothing() {<newline46mondego>        // no exception expected, none thrown: passes.<newline46mondego>    }<newline46mondego><newline46mondego>    @Test<newline46mondego>    public void throwsNullPointerException() {<newline46mondego>        thrown.expect(NullPointerException.class);<newline46mondego>        throw new NullPointerException();<newline46mondego>    }<newline46mondego><newline46mondego>    @Test<newline46mondego>    public void throwsNullPointerExceptionWithMessage() {<newline46mondego>        thrown.expect(NullPointerException.class);<newline46mondego>        thrown.expectMessage(<doubleQuotes46>happened?<doubleQuotes46>);<newline46mondego>        thrown.expectMessage(startsWith(<doubleQuotes46>What<doubleQuotes46>));<newline46mondego>        throw new NullPointerException(<doubleQuotes46>What happened?<doubleQuotes46>);<newline46mondego>    }<newline46mondego><newline46mondego>    @Test<newline46mondego>    public void throwsIllegalArgumentExceptionWithMessageAndCause() {<newline46mondego>        NullPointerException expectedCause = new NullPointerException();<newline46mondego>        thrown.expect(IllegalArgumentException.class);<newline46mondego>        thrown.expectMessage(<doubleQuotes46>What<doubleQuotes46>);<newline46mondego>        thrown.expectCause(is(expectedCause));<newline46mondego>        throw new IllegalArgumentException(<doubleQuotes46>What happened?<doubleQuotes46>, cause);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5494splitHere46","11429529splitHere46","startsWith()"
"5495splitHere46","11429529splitHere46","@Test<newline46mondego>public void testMe() {<newline46mondego>    try {<newline46mondego>        Integer.parseInt(<doubleQuotes46>foobar<doubleQuotes46>);<newline46mondego>        fail(<doubleQuotes46>expected Exception here<doubleQuotes46>);<newline46mondego>    } catch (Exception e) {<newline46mondego>        // OK<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"5496splitHere46","11429536splitHere46","public static void main(String args){<newline46mondego>        AnInterface y = new Y();<newline46mondego>        AClass<AnInterface> a = new AClass<AnInterface>(y);<newline46mondego>    }<newline46mondego>"
"5497splitHere46","11429601splitHere46","batchUpdate()"
"5498splitHere46","11429601splitHere46","int[]"
"5499splitHere46","11429601splitHere46","@Transactional"
"5500splitHere46","11429601splitHere46","spring aop based tx advice"
"5501splitHere46","11429601splitHere46","BasicDataSource.defaultAutoCommit =  false"
"5502splitHere46","11429639splitHere46","+"
"5503splitHere46","11429639splitHere46","'3'+'3'<newline46mondego>"
"5504splitHere46","11429639splitHere46","51 + 51<newline46mondego>"
"5505splitHere46","11429639splitHere46","<doubleQuotes46>33<doubleQuotes46>"
"5506splitHere46","11429639splitHere46","char c = '3';<newline46mondego>string s = <doubleQuotes46><doubleQuotes46> + c + c;<newline46mondego>"
"5507splitHere46","11429639splitHere46","char c = '3';<newline46mondego>String s = new StringBuilder().append(c).append(c).toString();<newline46mondego>"
"5508splitHere46","11429689splitHere46","<destinationInterceptors><newline46mondego>  <virtualDestinationInterceptor><newline46mondego>    <virtualDestinations><newline46mondego>      <compositeTopic name=<doubleQuotes46>orders<doubleQuotes46>><newline46mondego>        <forwardTo><newline46mondego>          <queue physicalName=<doubleQuotes46>orders.consumer1<doubleQuotes46> /><newline46mondego>          <queue physicalName=<doubleQuotes46>orders.consumer2<doubleQuotes46> /><newline46mondego>        </forwardTo><newline46mondego>      </compositeTopic><newline46mondego>    </virtualDestinations><newline46mondego>  </virtualDestinationInterceptor><newline46mondego></destinationInterceptors><newline46mondego>"
"5509splitHere46","11429698splitHere46","Future.cancel(true)"
"5510splitHere46","11429698splitHere46","ExecutorService.shutdownNow()"
"5511splitHere46","11429698splitHere46","for(int i = 0; i < 1000; i++){<newline46mondego>    // Uses isInterrupted() to keep interrupted status set<newline46mondego>    if (Thread.currentThread().isInterrupted()) {<newline46mondego>        // Cannot use InterruptedException since it's checked<newline46mondego>        throw new RuntimeException(); <newline46mondego>    }<newline46mondego>    System.out.println(i);<newline46mondego>}<newline46mondego>"
"5512splitHere46","11429836splitHere46","MyPanel myJPanel = new MyPanel();<newline46mondego>jPanel.add(myJPanel);<newline46mondego>"
"5513splitHere46","11429842splitHere46","ClassLoader classloader =<newline46mondego>   org.apache.poi.poifs.filesystem.POIFSFileSystem.class.getClassLoader();<newline46mondego>URL res = classloader.getResource(<newline46mondego>         <doubleQuotes46>org/apache/poi/poifs/filesystem/POIFSFileSystem.class<doubleQuotes46>);<newline46mondego>String path = res.getPath();<newline46mondego>System.out.println(<doubleQuotes46>Core POI came from <doubleQuotes46> + path);<newline46mondego>"
"5514splitHere46","11429932splitHere46","o1"
"5515splitHere46","11429932splitHere46","o2"
"5516splitHere46","11429932splitHere46","Integer.valueOf(o1.size()).compareTo(o2.size())"
"5517splitHere46","11429932splitHere46","public static <T> List<? extends List<T>> sortListByValue(List<? extends List<T>> list) {<newline46mondego><newline46mondego>    Collections.sort(list, new Comparator<List<T>>() {<newline46mondego><newline46mondego><newline46mondego>        @Override<newline46mondego>        public int compare(List<T> o1, List<T> o2) {<newline46mondego>            //return Integer.compare(o1.size(), o2.size()); //JDK7 <newline46mondego><newline46mondego>            //Use this if you're using a version prior to 1.7.<newline46mondego>            return Integer.valueOf(o1.size()).compareTo(o2.size());<newline46mondego>        }<newline46mondego>    });<newline46mondego><newline46mondego>    return list;<newline46mondego>}   <newline46mondego><newline46mondego><newline46mondego>public static void main(String[] args) {<newline46mondego><newline46mondego>    ArrayList<Map<String,String>> list1 = new ArrayList<>();<newline46mondego>    list1.add(new HashMap<String, String>(){{ put(<doubleQuotes46>1<doubleQuotes46>, <doubleQuotes46>a<doubleQuotes46>); put(<doubleQuotes46>2<doubleQuotes46>, <doubleQuotes46>b<doubleQuotes46>);}});<newline46mondego>    list1.add(new HashMap<String, String>(){{ put(<doubleQuotes46>1<doubleQuotes46>, <doubleQuotes46>a<doubleQuotes46>); put(<doubleQuotes46>2<doubleQuotes46>, <doubleQuotes46>b<doubleQuotes46>); put(<doubleQuotes46>3<doubleQuotes46>, <doubleQuotes46>c<doubleQuotes46>);}});<newline46mondego>    list1.add(new HashMap<String, String>(){{ put(<doubleQuotes46>1<doubleQuotes46>, <doubleQuotes46>a<doubleQuotes46>); }});<newline46mondego><newline46mondego>    ArrayList<Map<String,String>> list2 = new ArrayList<>();<newline46mondego>    list2.add(new HashMap<String, String>(){{ put(<doubleQuotes46>1<doubleQuotes46>, <doubleQuotes46>a<doubleQuotes46>); put(<doubleQuotes46>2<doubleQuotes46>, <doubleQuotes46>b<doubleQuotes46>);}});<newline46mondego>    list2.add(new HashMap<String, String>(){{ put(<doubleQuotes46>1<doubleQuotes46>, <doubleQuotes46>a<doubleQuotes46>); put(<doubleQuotes46>2<doubleQuotes46>, <doubleQuotes46>b<doubleQuotes46>); put(<doubleQuotes46>3<doubleQuotes46>, <doubleQuotes46>c<doubleQuotes46>);}});<newline46mondego><newline46mondego>    ArrayList<Map<String,String>> list3 = new ArrayList<>();<newline46mondego>    list3.add(new HashMap<String, String>(){{ put(<doubleQuotes46>1<doubleQuotes46>, <doubleQuotes46>a<doubleQuotes46>); put(<doubleQuotes46>2<doubleQuotes46>, <doubleQuotes46>b<doubleQuotes46>);}});<newline46mondego><newline46mondego>    ArrayList<ArrayList<Map<String,String>>> list = new ArrayList<>();<newline46mondego>    list.add(list1);<newline46mondego>    list.add(list2);<newline46mondego>    list.add(list3);<newline46mondego>    System.out.println(list);<newline46mondego>    System.out.println(sortListByValue(list));<newline46mondego>}<newline46mondego>"
"5518splitHere46","11430087splitHere46","@Entity<newline46mondego>public class EntityA {<newline46mondego>    @GeneratedValue (strategy = GenerationType.TABLE)<newline46mondego>    @Id public int id;<newline46mondego>    @OneToMany(mappedBy = <doubleQuotes46>a<doubleQuotes46>)<newline46mondego>    public List<EntityB> bList;<newline46mondego>     ...<newline46mondego>}<newline46mondego><newline46mondego>@Entity<newline46mondego>public class EntityB {<newline46mondego>    @GeneratedValue (strategy = GenerationType.TABLE)<newline46mondego>    @Id<newline46mondego>    public int id;<newline46mondego><newline46mondego>    @ManyToOne<newline46mondego>    private EntityA a;<newline46mondego>}<newline46mondego>"
"5519splitHere46","11430087splitHere46","EntityA<newline46mondego>|ID | <newline46mondego>| 1 |<newline46mondego>| 2 |<newline46mondego><newline46mondego>EntityB<newline46mondego>|ID |A_ID |<newline46mondego>| 1 |  2  |<newline46mondego>"
"5520splitHere46","11430087splitHere46","Query q = em.createQuery(<doubleQuotes46>Select SIZE(a.bList) FROM EntityA a<doubleQuotes46>);<newline46mondego>"
"5521splitHere46","11430087splitHere46","SELECT COUNT(t0.ID) FROM ENTITYB t0, ENTITYA t1 <newline46mondego>WHERE (t0.A_ID = t1.ID) GROUP BY t1.ID<newline46mondego>"
"5522splitHere46","11430261splitHere46","int a = x;<newline46mondego>int b = y;<newline46mondego>"
"5523splitHere46","11430372splitHere46","FileInputStream"
"5524splitHere46","11430372splitHere46","Properties"
"5525splitHere46","11430372splitHere46","Properties.load()"
"5526splitHere46","11430372splitHere46","FileInputStream"
"5527splitHere46","11430372splitHere46","try"
"5528splitHere46","11430372splitHere46","finally"
"5529splitHere46","11430372splitHere46","FileInputStream"
"5530splitHere46","11430372splitHere46","Properties properties = new Properties();<newline46mondego>FileInputStream fis = null;<newline46mondego>try {<newline46mondego>    fis = new FileInputStream(<doubleQuotes46>filename.properties<doubleQuotes46>);<newline46mondego>    properties.load(fis);<newline46mondego>} catch (FileNotFoundException e) {<newline46mondego>    system.out.println(<doubleQuotes46>FileNotFound<doubleQuotes46>);<newline46mondego>} catch (IOException e) {<newline46mondego>    system.out.println(<doubleQuotes46>IOEXCeption<doubleQuotes46>);<newline46mondego>} finally {<newline46mondego>    if (null != fis)<newline46mondego>    {<newline46mondego>        try<newline46mondego>        {<newline46mondego>            fis.close();<newline46mondego>        }<newline46mondego>        catch (Exception e)<newline46mondego>        {<newline46mondego>            e.printStackTrace();<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
