"1splitHere46","6611642splitHere46","rename"
"4265splitHere46","6753113splitHere46","import java.math.BigDecimal;<newline46mondego>import java.net.URI;<newline46mondego>import java.util.List;<newline46mondego><newline46mondego>import org.json.JSONArray;<newline46mondego>import org.json.JSONObject;<newline46mondego><newline46mondego>public class Foo<newline46mondego>{<newline46mondego>  public static void main(String[] args) throws Exception<newline46mondego>  {<newline46mondego>    JSONArray outerArray = new JSONArray(<doubleQuotes46>[{\<doubleQuotes46>store_id\<doubleQuotes46>:\<doubleQuotes46>81\<doubleQuotes46>,\<doubleQuotes46>store_name\<doubleQuotes46>:\<doubleQuotes46>Mayo - Castlebar McDrive\<doubleQuotes46>,\<doubleQuotes46>store_type\<doubleQuotes46>:\<doubleQuotes46>Drive-Thru\<doubleQuotes46>,\<doubleQuotes46>vouchers_available\<doubleQuotes46>:\<doubleQuotes46>Vouchers available\<doubleQuotes46>,\<doubleQuotes46>store_limit\<doubleQuotes46>:\<doubleQuotes46>10\<doubleQuotes46>,\<doubleQuotes46>distance\<doubleQuotes46>:\<doubleQuotes46>8123.33 km\<doubleQuotes46>,\<doubleQuotes46>latitude\<doubleQuotes46>:\<doubleQuotes46>53.8501090162671\<doubleQuotes46>,\<doubleQuotes46>longitude\<doubleQuotes46>:\<doubleQuotes46>-9.29713726043701\<doubleQuotes46>,\<doubleQuotes46>image_name\<doubleQuotes46>:\<doubleQuotes46>http:\\/\\/www.mcfinder.ie\\/admin\\/images\\/stores\\/default.png\<doubleQuotes46>,\<doubleQuotes46>voucher_count\<doubleQuotes46>:\<doubleQuotes46>2\<doubleQuotes46>,\<doubleQuotes46>is_open\<doubleQuotes46>:\<doubleQuotes46>Restaurant Open\<doubleQuotes46>,\<doubleQuotes46>attributes\<doubleQuotes46>:[{\<doubleQuotes46>attribute_name\<doubleQuotes46>:\<doubleQuotes46>Wi-Fiiiii\<doubleQuotes46>,\<doubleQuotes46>image_name\<doubleQuotes46>:\<doubleQuotes46>http:\\/\\/www.mcfinder.ie\\/admin\\/images\\/attributes\\/t_wifi_icon.gif\<doubleQuotes46>},{\<doubleQuotes46>attribute_name\<doubleQuotes46>:\<doubleQuotes46>Cashless\<doubleQuotes46>,\<doubleQuotes46>image_name\<doubleQuotes46>:\<doubleQuotes46>http:\\/\\/www.mcfinder.ie\\/admin\\/images\\/attributes\\/t_cashless_icon.gif\<doubleQuotes46>},{\<doubleQuotes46>attribute_name\<doubleQuotes46>:\<doubleQuotes46>McDrive\<doubleQuotes46>,\<doubleQuotes46>image_name\<doubleQuotes46>:\<doubleQuotes46>http:\\/\\/www.mcfinder.ie\\/admin\\/images\\/attributes\\/car_icon.png\<doubleQuotes46>}]}]<doubleQuotes46>);<newline46mondego>    JSONObject object = outerArray.getJSONObject(0);<newline46mondego>    JSONArray attributes = object.getJSONArray(<doubleQuotes46>attributes<doubleQuotes46>);<newline46mondego>    for (int i = 0, length = attributes.length(); i < length; i++)<newline46mondego>    {<newline46mondego>      JSONObject attribute = attributes.getJSONObject(i);<newline46mondego>      System.out.printf(<doubleQuotes46>attribute name=%s, image=%s\n<doubleQuotes46>, attribute.getString(<doubleQuotes46>attribute_name<doubleQuotes46>), attribute.getString(<doubleQuotes46>image_name<doubleQuotes46>));<newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"4266splitHere46","6753113splitHere46","import java.io.File;<newline46mondego>import java.math.BigDecimal;<newline46mondego>import java.net.URI;<newline46mondego>import java.util.List;<newline46mondego><newline46mondego>import org.codehaus.jackson.map.ObjectMapper;<newline46mondego><newline46mondego>public class Foo<newline46mondego>{<newline46mondego>  public static void main(String[] args) throws Exception<newline46mondego>  {<newline46mondego>    ObjectMapper mapper = new ObjectMapper();<newline46mondego>    Store[] stores = mapper.readValue(new File(<doubleQuotes46>input.json<doubleQuotes46>), Store[].class);<newline46mondego>    Store store = stores[0];<newline46mondego>    List<Attribute> attributes = store.attributes;<newline46mondego>    for (Attribute attribute : attributes)<newline46mondego>    {<newline46mondego>      System.out.printf(<doubleQuotes46>attribute name=%s, image=%s\n<doubleQuotes46>, attribute.attribute_name, attribute.image_name);<newline46mondego>    }<newline46mondego>    // output:<newline46mondego>    // attribute name=Wi-Fiiiii, image=http://www.mcfinder.ie/admin/images/attributes/t_wifi_icon.gif<newline46mondego>    // attribute name=Cashless, image=http://www.mcfinder.ie/admin/images/attributes/t_cashless_icon.gif<newline46mondego>    // attribute name=McDrive, image=http://www.mcfinder.ie/admin/images/attributes/car_icon.png<newline46mondego>  }<newline46mondego>}<newline46mondego><newline46mondego>class Store<newline46mondego>{<newline46mondego>  public String store_id;<newline46mondego>  public String store_name;<newline46mondego>  public String store_type;<newline46mondego>  public String vouchers_available;<newline46mondego>  public String store_limit;<newline46mondego>  public String distance;<newline46mondego>  public BigDecimal latitude;<newline46mondego>  public BigDecimal longitude;<newline46mondego>  public URI image_name;<newline46mondego>  public int voucher_count;<newline46mondego>  public String is_open;<newline46mondego>  public List<Attribute> attributes;<newline46mondego>}<newline46mondego><newline46mondego>class Attribute<newline46mondego>{<newline46mondego>  public String attribute_name;<newline46mondego>  public URI image_name;<newline46mondego>}<newline46mondego>"
"4267splitHere46","6753207splitHere46","[root@red6 ~]# yum list '*openjdk*'<newline46mondego>Loaded plugins: rhnplugin<newline46mondego>Installed Packages<newline46mondego>java-1.6.0-openjdk.x86_64            1:1.6.0.0-1.39.1.9.8.el6_1   @rhel-x86_64-server-6<newline46mondego>Available Packages<newline46mondego>java-1.6.0-openjdk-devel.x86_64      1:1.6.0.0-1.39.1.9.8.el6_1   rhel-x86_64-server-6 <newline46mondego>java-1.6.0-openjdk-javadoc.x86_64    1:1.6.0.0-1.39.1.9.8.el6_1   rhel-x86_64-server-6 <newline46mondego>"
"4268splitHere46","6753207splitHere46","root"
"4269splitHere46","6753207splitHere46","yum install java-1.6.0-openjdk<newline46mondego>"
"4270splitHere46","6753337splitHere46","JScrollPane scrollPane = new JScrollPane(...);<newline46mondego>scrollPane.setViewportView( scrollPanel );<newline46mondego>add( scrollPane );<newline46mondego>"
"4271splitHere46","6753425splitHere46","Export-Package"
"4272splitHere46","6753425splitHere46","<constructor-arg ... />"
"4273splitHere46","6753436splitHere46","DISTINCT_ROOT_ENTITY"
"4274splitHere46","6753436splitHere46","protected List<T> findByCriteria(Session session, Criterion... criterion) {<newline46mondego>    Criteria crit = session.createCriteria(getPersistentClass());<newline46mondego>    for (Criterion c : criterion) {<newline46mondego>        crit.add(c);<newline46mondego>    }<newline46mondego>    crit.setResultTransformer(Criteria.DISTINCT_ROOT_ENTITY);<newline46mondego>    return crit.list();<newline46mondego>}<newline46mondego>"
"4275splitHere46","6753499splitHere46","accelerate()"
"4276splitHere46","6753499splitHere46","releaseGas()"
"4277splitHere46","6753499splitHere46","releaseGas"
"4278splitHere46","6753499splitHere46","protected final"
"4279splitHere46","6753499splitHere46","final"
"4280splitHere46","6753644splitHere46","Collections.synchronizedList"
"4281splitHere46","6753644splitHere46","CopyOnWriteArrayList"
"4282splitHere46","6753644splitHere46","Vector"
"4283splitHere46","6753644splitHere46","ArrayList"
"4284splitHere46","6753644splitHere46","Vector"
"4285splitHere46","6753644splitHere46","List"
"4286splitHere46","6753644splitHere46","List"
"4287splitHere46","6753644splitHere46","List"
"4288splitHere46","6753644splitHere46","Executors.newSingleThreadExecutor"
"4289splitHere46","6753644splitHere46","ExecutorService"
"4290splitHere46","6753644splitHere46","personNameIdMap.get(newPersonName)"
"4291splitHere46","6753644splitHere46","PersonId id = personNameIdMap.get(newPersonName);<newline46mondego>if (id != null){<newline46mondego>    myPersonId.add(id);<newline46mondego>} <newline46mondego>else <newline46mondego>{<newline46mondego>    // something else<newline46mondego>}<newline46mondego>"
"4292splitHere46","6754210splitHere46","add"
"4293splitHere46","6754210splitHere46","remove"
"4294splitHere46","6754210splitHere46","synchronized"
"4295splitHere46","6754210splitHere46","add"
"4296splitHere46","6754210splitHere46","remove"
"4297splitHere46","6754210splitHere46","listenerList"
"4298splitHere46","6754210splitHere46","listenerList"
"4299splitHere46","6754210splitHere46","volatile"
"4300splitHere46","6754210splitHere46","getListenerList()"
"4301splitHere46","6754210splitHere46","synchronized"
"4302splitHere46","6754210splitHere46","add"
"4303splitHere46","6754210splitHere46","remove"
"4304splitHere46","6754210splitHere46","getListenerList"
"4305splitHere46","6754335splitHere46","System.setProperty(<doubleQuotes46>http.keepAlive<doubleQuotes46>, <doubleQuotes46>false<doubleQuotes46>);<newline46mondego>"
"4306splitHere46","6754444splitHere46","SAXException"
"4307splitHere46","6754460splitHere46","FileInputStream"
"4308splitHere46","6754460splitHere46","get"
"4309splitHere46","6754460splitHere46","ChannelSftp"
"4310splitHere46","6754460splitHere46","put"
"4311splitHere46","6754573splitHere46","String re1=<doubleQuotes46>^([+-]?\\d*\\.?\\d*)$<doubleQuotes46>;<newline46mondego>"
"4312splitHere46","6754619splitHere46","FontMetrics metrics = table.getFontMetrics(); <newline46mondego>int fontHeight = metrics.getHeight();<newline46mondego>table.setRowHeight( fontHeight + delta );<newline46mondego>"
"4313splitHere46","6754679splitHere46","<tx:advice id=<doubleQuotes46>txAdvice<doubleQuotes46> transaction-manager=<doubleQuotes46>transactionManager<doubleQuotes46>><newline46mondego> <!-- the transactional semantics... --><newline46mondego> <tx:attributes><newline46mondego>  <!-- all methods starting with 'get' are read-only --><newline46mondego>  <tx:method name=<doubleQuotes46>get*<doubleQuotes46> read-only=<doubleQuotes46>true<doubleQuotes46>/><newline46mondego>  <!-- other methods use the default transaction settings (see below) --><newline46mondego>  <tx:method name=<doubleQuotes46>*<doubleQuotes46>/><newline46mondego> </tx:attributes><newline46mondego></tx:advice><newline46mondego><newline46mondego><!-- ensure that the above transactional advice runs for any execution<newline46mondego>of an operation defined by the FooService interface --><newline46mondego><aop:config><newline46mondego> <aop:pointcut id=<doubleQuotes46>UserServiceOperation<doubleQuotes46> expression=<doubleQuotes46>execution(* de.codemetrix.lokalit.model.database.UserService.*(..))<doubleQuotes46>/><newline46mondego> <aop:advisor advice-ref=<doubleQuotes46>txAdvice<doubleQuotes46> pointcut-ref=<doubleQuotes46>UserServiceOperation<doubleQuotes46>/><newline46mondego></aop:config><newline46mondego>"
"4314splitHere46","6754910splitHere46","Iterables.toArray"
"4315splitHere46","6754910splitHere46","/**<newline46mondego>   * Copies an iterable's elements into an array.<newline46mondego>   *<newline46mondego>   * @param iterable the iterable to copy<newline46mondego>   * @param type the type of the elements<newline46mondego>   * @return a newly-allocated array into which all the elements of the iterable<newline46mondego>   *     have been copied<newline46mondego>   */<newline46mondego>  public static <T> T[] toArray(Iterable<? extends T> iterable, Class<T> type) {<newline46mondego>    Collection<? extends T> collection = toCollection(iterable);<newline46mondego>    T[] array = ObjectArrays.newArray(type, collection.size());<newline46mondego>    return collection.toArray(array);<newline46mondego>  }<newline46mondego>"
"4316splitHere46","6754910splitHere46","ObjectArrays.newArray"
"4317splitHere46","6754910splitHere46","/**<newline46mondego>   * Returns a new array of the given length with the specified component type.<newline46mondego>   *<newline46mondego>   * @param type the component type<newline46mondego>   * @param length the length of the new array<newline46mondego>   */<newline46mondego>  @SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>)<newline46mondego>  static <T> T[] newArray(Class<T> type, int length) {<newline46mondego>    return (T[]) Array.newInstance(type, length);<newline46mondego>  }<newline46mondego>"
"4318splitHere46","6754910splitHere46","@SuppressWarnings"
"4319splitHere46","6755370splitHere46","public static void main(String[] args) {<newline46mondego>    String xml = <doubleQuotes46><x:foo xmlns:x=\<doubleQuotes46>http://foo.com\<doubleQuotes46>><doubleQuotes46> +<newline46mondego>                         <doubleQuotes46><bar xmlns=\<doubleQuotes46>http://bar.com\<doubleQuotes46>/><doubleQuotes46> +<newline46mondego>                         <doubleQuotes46></x:foo><doubleQuotes46>;<newline46mondego>    XStream xstream = new XStream();<newline46mondego>    xstream.alias(<doubleQuotes46>x:foo<doubleQuotes46>, Foo.class);<newline46mondego>    xstream.useAttributeFor(Foo.class, <doubleQuotes46>xmlns<doubleQuotes46>);<newline46mondego>    xstream.aliasField(<doubleQuotes46>xmlns:x<doubleQuotes46>, Foo.class, <doubleQuotes46>xmlns<doubleQuotes46>);<newline46mondego>    xstream.alias(<doubleQuotes46>bar<doubleQuotes46>, Bar.class);<newline46mondego>    xstream.useAttributeFor(Bar.class, <doubleQuotes46>xmlns<doubleQuotes46>);<newline46mondego>    xstream.aliasField(<doubleQuotes46>xmlns<doubleQuotes46>, Foo.class, <doubleQuotes46>xmlns<doubleQuotes46>);<newline46mondego>    Object o = xstream.fromXML(xml);<newline46mondego>    System.out.println(<doubleQuotes46>Unmarshalled a <doubleQuotes46> + o.getClass());<newline46mondego>    System.out.println(<doubleQuotes46>Value: <doubleQuotes46> + o);<newline46mondego>}<newline46mondego><newline46mondego>static class Foo {<newline46mondego>    private String xmlns;<newline46mondego>    private Bar bar;<newline46mondego>    public String toString() {<newline46mondego>        return <doubleQuotes46>Foo{xmlns='<doubleQuotes46> + xmlns + <doubleQuotes46>', bar=<doubleQuotes46> + bar + '}';<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>static class Bar {<newline46mondego>    private String xmlns;<newline46mondego>    public String toString() {<newline46mondego>        return <doubleQuotes46>Bar{xmlns='<doubleQuotes46> + xmlns + <doubleQuotes46>'}<doubleQuotes46>;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4320splitHere46","6755459splitHere46","SSLContext ctx = SSLContext.getInstance(<doubleQuotes46>TLS<doubleQuotes46>);<newline46mondego>"
"4321splitHere46","6755459splitHere46","X509TrustManager"
"4322splitHere46","6755459splitHere46","TrustManager tm = new X509TrustManager() {<newline46mondego>    public void checkClientTrusted(X509Certificate[] chain,<newline46mondego>                    String authType)<newline46mondego>                    throws CertificateException {<newline46mondego>        //do nothing, you're the client<newline46mondego>    }<newline46mondego><newline46mondego>    public X509Certificate[] getAcceptedIssuers() {<newline46mondego>        //also only relevant for servers<newline46mondego>    }<newline46mondego><newline46mondego>    public void checkServerTrusted(X509Certificate[] chain,<newline46mondego>                    String authType)<newline46mondego>                    throws CertificateException {<newline46mondego>        /* chain[chain.length -1] is the candidate for the<newline46mondego>         * root certificate. <newline46mondego>         * Look it up to see whether it's in your list.<newline46mondego>         * If not, ask the user for permission to add it.<newline46mondego>         * If not granted, reject.<newline46mondego>         * Validate the chain using CertPathValidator and <newline46mondego>         * your list of trusted roots.<newline46mondego>         */<newline46mondego>    }<newline46mondego>};<newline46mondego>"
"4323splitHere46","6755459splitHere46","cacerts"
"4324splitHere46","6755459splitHere46","KeyStore ks = KeyStore.getInstance(<doubleQuotes46>JKS<doubleQuotes46>);<newline46mondego>FileInputStream in = new FileInputStream(<doubleQuotes46><path to cacerts<doubleQuotes46><doubleQuotes46>);<newline46mondego>ks.load(in, <doubleQuotes46>changeit<doubleQuotes46>.toCharArray);<newline46mondego>"
"4325splitHere46","6755459splitHere46","cacerts"
"4326splitHere46","6755459splitHere46","KeyStore.Entry newEntry = new KeyStore.TrustedCertificateEntry(newRoot);<newline46mondego>ks.setEntry(<doubleQuotes46>someAlias<doubleQuotes46>, newEntry, null);<newline46mondego>"
"4327splitHere46","6755578splitHere46","Cipher.getInstance(<doubleQuotes46>RSA<doubleQuotes46>)"
"4328splitHere46","6755812splitHere46","SwingWorker"
"4329splitHere46","6755812splitHere46","SwingUtilities.invokeLater(Runnable)"
"4330splitHere46","6755898splitHere46","private Bar bar;"
"4331splitHere46","6755985splitHere46","public class AA {<newline46mondego><newline46mondego>        public static void main(String[] args) {<newline46mondego><newline46mondego>                System.out.println(getNextShot(1, 9));<newline46mondego><newline46mondego>        }<newline46mondego><newline46mondego>        public static int getNextShot(int shotCount, int Countdown)<newline46mondego>    {<newline46mondego>        if ((shotCount == 1) && (Countdown != 10)) return 2;<newline46mondego>        else if (shotCount == 0) return 1;<newline46mondego>        else return -1;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4332splitHere46","6756033splitHere46","/[A-Z]+:/<newline46mondego>"
"4333splitHere46","6756098splitHere46","-optimizations !method/inlining/unique"
"4334splitHere46","6756098splitHere46","-dontoptimize"
"4335splitHere46","6756251splitHere46","Collection<Object>"
"4336splitHere46","6756251splitHere46","Collection<Object>"
"4337splitHere46","6756251splitHere46","public static void main(String[] args) {<newline46mondego>    String[] stringArray = {<doubleQuotes46>A<doubleQuotes46>, <doubleQuotes46>B<doubleQuotes46>, <doubleQuotes46>C<doubleQuotes46>};<newline46mondego>    List<String> stringList = new ArrayList<String>();<newline46mondego>    fromArrayToCollection(stringArray, stringList);<newline46mondego>    Integer[] intArray = {1, 2, 3};<newline46mondego>    List<Integer> intList = new ArrayList<Integer>();<newline46mondego>    fromArrayToCollection(intArray, intList);<newline46mondego>}<newline46mondego><newline46mondego>public static <T> void fromArrayToCollection(T[] array, Collection<T> collection) {<newline46mondego>    for (T item: array) {<newline46mondego>        collection.add(item);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4338splitHere46","6756251splitHere46","Collection<Object>"
"4339splitHere46","6756251splitHere46","Collection<Object>"
"4340splitHere46","6756251splitHere46","List<String>"
"4341splitHere46","6756251splitHere46","Collection<Object>"
"4342splitHere46","6756251splitHere46","Collection<String>"
"4343splitHere46","6756251splitHere46","Collection<Object>"
"4344splitHere46","6756251splitHere46","List<Integer> intList = new ArrayList<Integer>();<newline46mondego>List<Object> objList = intList; //doom impending!!!<newline46mondego>objList.add(<doubleQuotes46>NOTANUMBER<doubleQuotes46>);<newline46mondego>int i = intList.get(0).intValue(); //runtime exception!<newline46mondego>"
"4345splitHere46","6756251splitHere46","Collection<Object>"
"4346splitHere46","6756330splitHere46","JAVA_HOME=C:\Program Files (x86)\Java\jdk1.6.0_17<newline46mondego>"
"4347splitHere46","6756346splitHere46","<result name=<doubleQuotes46>success/error<doubleQuotes46>>wherever_your_jsp_is.jsp</result>"
"4348splitHere46","6756346splitHere46","<action blablabla><newline46mondego>   <result name=<doubleQuotes46>anotherblablabla<doubleQuotes46> type=<doubleQuotes46>redirectAction<doubleQuotes46>><newline46mondego>        <param name=<doubleQuotes46>namespace<doubleQuotes46>>/</param><newline46mondego>        <param name=<doubleQuotes46>actionName<doubleQuotes46>>mainDashboardHome</param><newline46mondego>   </result><newline46mondego></action><newline46mondego>"
"4349splitHere46","6756521splitHere46","IEnumerable<JCode> GetCodes(IEnumerable<JClass> classes)<newline46mondego>{<newline46mondego>    return from @class in classes<newline46mondego>           from method in @class.Methods<newline46mondego>           where method.Code != null<newline46mondego>           select method.Code;<newline46mondego>}<newline46mondego><newline46mondego>IEnumerable<Tuple<JCode, JException>> GetCandidates(IEnumerable<JCode> codes)<newline46mondego>{<newline46mondego>    return from code in codes<newline46mondego>           from ex in code.ExceptionTable<newline46mondego>           where !code.Instructions<newline46mondego>                      .Skip(ex.Start)<newline46mondego>                      .Take(ex.End - ex.Start + 1)<newline46mondego>                      .Any(i => i.OpCode == New && ...)<newline46mondego>           select Tuple.Create(code, ex);<newline46mondego>}<newline46mondego>"
"4350splitHere46","6756521splitHere46","void RewriteMethods(IEnumerable<JClass> classes)<newline46mondego>{<newline46mondego>    var codes = GetCodes(classes);<newline46mondego><newline46mondego>    var candidates = GetCandidates(codes);<newline46mondego><newline46mondego>    foreach (var candidate in candidates)<newline46mondego>    {<newline46mondego>        var code = candidate.Item1;<newline46mondego>        var ex = candidate.Item2;<newline46mondego><newline46mondego>        var instructionsToRemove = code.Instructions<newline46mondego>                                       .Skip(ex.HandlerStart)<newline46mondego>                                       .TakeWhile(i => i.OpCode != Return)<newline46mondego>                                       .Where(i => i.OpCode == AThrow);<newline46mondego><newline46mondego>        code.RemoveAll(instructionsToRemove);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4351splitHere46","6756533splitHere46","...<newline46mondego>String[] array = new String[2];<newline46mondego><newline46mondego>array[0] = <doubleQuotes46>One<doubleQuotes46>;<newline46mondego>array[1] = <doubleQuotes46>Two<doubleQuotes46>;<newline46mondego>this.all[0] = new List(array);<newline46mondego><newline46mondego>array = new String[2]; // CREATE A NEW ARRAY<newline46mondego>array[0] = <doubleQuotes46>Three<doubleQuotes46>;<newline46mondego>array[1] = <doubleQuotes46>Four<doubleQuotes46>;<newline46mondego>this.all[1] = new List(array);<newline46mondego>...<newline46mondego>"
"4352splitHere46","6756533splitHere46","List"
"4353splitHere46","6756533splitHere46","MyList"
"4354splitHere46","6756533splitHere46","static"
"4355splitHere46","6756533splitHere46","Test"
"4356splitHere46","6756533splitHere46","static MyList {<newline46mondego>    String[] words;<newline46mondego><newline46mondego>    public MyList(String... words) {<newline46mondego>        this.words = words;<newline46mondego>    }<newline46mondego>}<newline46mondego>...<newline46mondego>this.all[0] = new List(<doubleQuotes46>one<doubleQuotes46>, <doubleQuotes46>two<doubleQuotes46>);<newline46mondego>"
"4357splitHere46","6756533splitHere46","String... words"
"4358splitHere46","6756564splitHere46","List<Integer> values = // the list of values you have<newline46mondego>Map<Integer,Integer> counts = new HashMap<Integer,Integer>();<newline46mondego><newline46mondego>for(Integer value : values) {<newline46mondego>    if(counts.containsKey(value)) {<newline46mondego>        counts.put(value, counts.get(value)+1);<newline46mondego>    } else {<newline46mondego>        counts.put(value, 1);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>List<Integer> resultValues = new ArrayList<Integer>();<newline46mondego>for(Integer value : counts.keySet()) {<newline46mondego>    Integer valueCount = counts.get(value);<newline46mondego>    for(int i=0; i<(valueCount/2); i++) { //add one instance for each 2<newline46mondego>        resultValues.add(value);<newline46mondego>    }<newline46mondego>}<newline46mondego>return resultValues;<newline46mondego>"
"4359splitHere46","6756578splitHere46","onCreate"
"4360splitHere46","6756578splitHere46","public void onCreate() {<newline46mondego>   try {<newline46mondego>      String apiurl = getString(R.string.api_url);<newline46mondego>   }<newline46mondego>   catch (Exception e) {<newline46mondego>       Log.v(<doubleQuotes46>MyApp<doubleQuotes46>, e.toString());<newline46mondego>}<newline46mondego>"
"4361splitHere46","6756634splitHere46","public int read(char[] cbuf,<newline46mondego>                int off,<newline46mondego>                int len)<newline46mondego>         throws IOException<newline46mondego>"
"4362splitHere46","6756634splitHere46","System.getProperty(<doubleQuotes46>line.separator<doubleQuotes46>);<newline46mondego>"
"4363splitHere46","6756678splitHere46","i=1<newline46mondego>test1<newline46mondego>  i=0 (invoked on the test1 path)<newline46mondego>  test1<newline46mondego>    i=-1 (invoked on the test1 path)<newline46mondego>  test2<newline46mondego>    i=-1 (invoked on the test2 path)<newline46mondego>test2<newline46mondego>  i=0 (invoked on the test2 path)<newline46mondego>  test1<newline46mondego>    i=-1 (invoked on the test 1 path)<newline46mondego>  test2<newline46mondego>    i=-1 (invoked on the test 2 path)<newline46mondego>"
"4364splitHere46","6756678splitHere46","test"
"4365splitHere46","6756678splitHere46","test"
"4366splitHere46","6756678splitHere46","test(1)"
"4367splitHere46","6756678splitHere46","i=0<newline46mondego>  test1<newline46mondego>    i=-1<newline46mondego>  test2<newline46mondego>    i=-1<newline46mondego>"
"4368splitHere46","6756678splitHere46","test"
"4369splitHere46","6756678splitHere46","test(2)"
"4370splitHere46","6756678splitHere46","(i = 2)<newline46mondego>Decrement i  (i = 1)<newline46mondego>Print i<newline46mondego>Print <doubleQuotes46>test1<doubleQuotes46><newline46mondego>Call test(i) (test(1))<newline46mondego>Print <doubleQuotes46>test2<doubleQuotes46><newline46mondego>Call test(i) (test(1))<newline46mondego>"
"4371splitHere46","6756678splitHere46","test(1)"
"4372splitHere46","6756678splitHere46","(i = 1)<newline46mondego>Decrement i  (i = 0)<newline46mondego>Print i<newline46mondego>Print <doubleQuotes46>test 1<doubleQuotes46><newline46mondego>Call test(i) (test(0))<newline46mondego>Print <doubleQuotes46>test 2<doubleQuotes46><newline46mondego>Call test(i) (test(0))<newline46mondego>"
"4373splitHere46","6756678splitHere46","test(1)"
"4374splitHere46","6756678splitHere46","i=0"
"4375splitHere46","6756787splitHere46","xterm"
"4376splitHere46","6756787splitHere46","ssh -X myserver.example.com"
"4377splitHere46","6756787splitHere46","java -jar myapplication.jar"
"4378splitHere46","6756965splitHere46","Cage<?> cage1 = new Cage<Integer>();<newline46mondego>Cage<?> cage2 = new Cage<String>();<newline46mondego>Cage<?> cage3 = new Cage<T>();<newline46mondego><newline46mondego>someMethod(cage1);<newline46mondego>someMethod(cage2);<newline46mondego>someMethod(cage3);<newline46mondego><newline46mondego>public void someMethod(Cage<?> cage) {<newline46mondego>  cage.add(1);                // Will not compile<newline46mondego>  cage.add(<doubleQuotes46>A String<doubleQuotes46>);       // Will not compile<newline46mondego>  cage.add(someValueOfTypeT); // Will not compile<newline46mondego>}<newline46mondego>"
"4379splitHere46","6756965splitHere46","Cage<?>"
"4380splitHere46","6756965splitHere46","Cage<String>"
"4381splitHere46","6756965splitHere46","Cage<Anything>"
"4382splitHere46","6756965splitHere46","T"
"4383splitHere46","6756965splitHere46","Cage"
"4384splitHere46","6756965splitHere46","Cage<T>"
"4385splitHere46","6756965splitHere46","Cage<? super T>"
"4386splitHere46","6756965splitHere46","public class Zoo<T> {<newline46mondego>  private List<? extends Cage<? super T>> cages = new ArrayList<>();<newline46mondego><newline46mondego>  public void addAnimal(String cageName, T animal) {<newline46mondego>    for(Cage<? super T> cage : cages) {<newline46mondego>      // Now you can add animal to a cage<newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"4387splitHere46","6757009splitHere46","YYYY"
"4388splitHere46","6757009splitHere46","yyyy"
"4389splitHere46","6757009splitHere46","'W'"
"4390splitHere46","6757009splitHere46","new SimpleDateFormat( <doubleQuotes46>YYYY-'W'ww<doubleQuotes46> )"
"4391splitHere46","6757009splitHere46","calendar.getMinimalDaysInFirstWeek() == 1"
"4392splitHere46","6757009splitHere46","calendar.setMinimalDaysInFirstWeek( 4 );<newline46mondego>"
"4393splitHere46","6757009splitHere46","Calendar"
"4394splitHere46","6757009splitHere46","YYYY"
"4395splitHere46","6757176splitHere46","<doubleQuotes46>/reports/<doubleQuotes46>"
"4396splitHere46","6757176splitHere46","$P{ROOT_DIR} + <doubleQuotes46>images/<doubleQuotes46>"
"4397splitHere46","6757176splitHere46","$P{ROOT_DIR} + <doubleQuotes46>styles/<doubleQuotes46>"
"4398splitHere46","6757176splitHere46","$P{ROOT_DIR} + <doubleQuotes46>subreports/<doubleQuotes46>"
"4399splitHere46","6757176splitHere46","$P{SUBREPORT_DIR} + <doubleQuotes46>common/<doubleQuotes46>"
"4400splitHere46","6757176splitHere46","ROOT_DIR"
"4401splitHere46","6757176splitHere46","ROOT_DIR"
"4402splitHere46","6757176splitHere46","<doubleQuotes46>/home/user/<doubleQuotes46>"
"4403splitHere46","6757176splitHere46","$P{ROOT_DIR} + <doubleQuotes46>Pictures/<doubleQuotes46>"
"4404splitHere46","6757291splitHere46","destroyApp(...)"
"4405splitHere46","6757291splitHere46","notifyDestroyed();"
"4406splitHere46","6757291splitHere46","public class Sample extends MIDlet {<newline46mondego><newline46mondego>public Sample() {<newline46mondego><newline46mondego>  // do something<newline46mondego>  new Sample1(this); // pass the MIDlet to another class.<newline46mondego> }<newline46mondego>}<newline46mondego>"
"4407splitHere46","6757291splitHere46","public class Sample1 {<newline46mondego>public Sample1(final MIDlet midlet) {<newline46mondego><newline46mondego>  // do something<newline46mondego>  Command exitCmd = new Command(<doubleQuotes46>Exit<doubleQuotes46>) {<newline46mondego><newline46mondego>            public void actionPerformed(ActionEvent evt) {<newline46mondego>                midlat.notifyDestroyed();<newline46mondego>            }<newline46mondego>        };<newline46mondego> }<newline46mondego>}<newline46mondego>"
