"1splitHere46","16802813splitHere46","JDialog dialog = new JDialog(parentFrame, true); // owner, modal<newline46mondego>"
"3754splitHere46","16903673splitHere46","i++;<newline46mondego>"
"3755splitHere46","16903673splitHere46","i = i + 1;<newline46mondego>"
"3756splitHere46","16903673splitHere46","i"
"3757splitHere46","16903673splitHere46","Integer"
"3758splitHere46","16903673splitHere46","5"
"3759splitHere46","16903708splitHere46","SessionFactory"
"3760splitHere46","16903708splitHere46","IDatabaseService"
"3761splitHere46","16903708splitHere46","getSession"
"3762splitHere46","16903708splitHere46","HibernateService"
"3763splitHere46","16903802splitHere46","FutureTask"
"3764splitHere46","16903802splitHere46","import java.util.*;<newline46mondego>import java.lang.*;<newline46mondego>import java.util.concurrent.FutureTask;<newline46mondego><newline46mondego>class Main<newline46mondego>{<newline46mondego>    public static void main (String[] args) throws java.lang.Exception<newline46mondego>    {<newline46mondego>        System.out.println(<doubleQuotes46>Before<doubleQuotes46>);<newline46mondego>        ExecutorService executorService = Executors.newFixedThreadPool(1);<newline46mondego>        FutureTask<Object> futureTask = new FutureTask<Object>(new Runnable() {<newline46mondego>            public void run()<newline46mondego>            {<newline46mondego>                System.out.println(<doubleQuotes46>Hello async world!<doubleQuotes46>);<newline46mondego>            }<newline46mondego>        }, null);<newline46mondego>        System.out.println(<doubleQuotes46>Defined<doubleQuotes46>);<newline46mondego>        executorService.execute(futureTask);<newline46mondego>        System.out.println(<doubleQuotes46>Running<doubleQuotes46>);<newline46mondego>        while (!futureTask.isDone())<newline46mondego>        {<newline46mondego>            System.out.println(<doubleQuotes46>Task not yet completed.<doubleQuotes46>);<newline46mondego><newline46mondego>            try<newline46mondego>            {<newline46mondego>                    Thread.sleep(1);<newline46mondego>            }<newline46mondego>            catch (InterruptedException interruptedException)<newline46mondego>            {<newline46mondego>            }<newline46mondego>        }<newline46mondego>        System.out.println(<doubleQuotes46>Done<doubleQuotes46>);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3765splitHere46","16903835splitHere46","Set"
"3766splitHere46","16903835splitHere46","equals"
"3767splitHere46","16903835splitHere46","hashCode"
"3768splitHere46","16903835splitHere46","Person"
"3769splitHere46","16903835splitHere46","final Set<Person> contactsBackup = new HashSet<>(contacts);<newline46mondego>contacts.removeAll(updatedContacts);<newline46mondego>updatedContacts.removeAll(contactsBackup);<newline46mondego>"
"3770splitHere46","16903835splitHere46","List"
"3771splitHere46","16903835splitHere46","removeAll"
"3772splitHere46","16903881splitHere46","@XmlType"
"3773splitHere46","16903881splitHere46","xsi:type"
"3774splitHere46","16903881splitHere46","canadianAddress"
"3775splitHere46","16903881splitHere46","address"
"3776splitHere46","16903881splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><schema <newline46mondego>    xmlns=<doubleQuotes46>http://www.w3.org/2001/XMLSchema<doubleQuotes46> <newline46mondego>    targetNamespace=<doubleQuotes46>http://www.example.org/customer<doubleQuotes46> <newline46mondego>    xmlns:tns=<doubleQuotes46>http://www.example.org/customer<doubleQuotes46> <newline46mondego>    elementFormDefault=<doubleQuotes46>qualified<doubleQuotes46>><newline46mondego><newline46mondego>    <element name=<doubleQuotes46>customer<doubleQuotes46>><newline46mondego>        <complexType><newline46mondego>            <sequence><newline46mondego>                <element name=<doubleQuotes46>address<doubleQuotes46> type=<doubleQuotes46>tns:address<doubleQuotes46>/><newline46mondego>            </sequence><newline46mondego>        </complexType><newline46mondego>    </element><newline46mondego><newline46mondego>    <complexType name=<doubleQuotes46>address<doubleQuotes46>><newline46mondego>        <sequence><newline46mondego>            <element name=<doubleQuotes46>street<doubleQuotes46> type=<doubleQuotes46>string<doubleQuotes46>/><newline46mondego>        </sequence><newline46mondego>    </complexType><newline46mondego><newline46mondego>    <complexType name=<doubleQuotes46>canadianAddress<doubleQuotes46>><newline46mondego>        <complexContent><newline46mondego>            <extension base=<doubleQuotes46>tns:address<doubleQuotes46>><newline46mondego>                <sequence><newline46mondego>                    <element name=<doubleQuotes46>postalCode<doubleQuotes46> type=<doubleQuotes46>string<doubleQuotes46>/><newline46mondego>                </sequence><newline46mondego>            </extension><newline46mondego>        </complexContent><newline46mondego>    </complexType><newline46mondego><newline46mondego></schema><newline46mondego>"
"3777splitHere46","16903881splitHere46","import java.io.File;<newline46mondego>import javax.xml.bind.*;<newline46mondego><newline46mondego>public class Demo {<newline46mondego><newline46mondego>    public static void main(String[] args) throws Exception {<newline46mondego>        JAXBContext jc = JAXBContext.newInstance(<doubleQuotes46>org.example.customer<doubleQuotes46>);<newline46mondego><newline46mondego>        Unmarshaller unmarshaller = jc.createUnmarshaller();<newline46mondego>        File xml = new File(<doubleQuotes46>src/org/example/customer/input.xml<doubleQuotes46>);<newline46mondego>        Customer customer = (Customer) unmarshaller.unmarshal(xml);<newline46mondego><newline46mondego>        Marshaller marshaller = jc.createMarshaller();<newline46mondego>        marshaller.setProperty(Marshaller.JAXB_FORMATTED_OUTPUT, true);<newline46mondego>        marshaller.marshal(customer, System.out);<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"3778splitHere46","16903881splitHere46","address"
"3779splitHere46","16903881splitHere46","xsi:type"
"3780splitHere46","16903881splitHere46","canadianAddress"
"3781splitHere46","16903881splitHere46","address"
"3782splitHere46","16903881splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46> standalone=<doubleQuotes46>yes<doubleQuotes46>?><newline46mondego><customer xmlns=<doubleQuotes46>http://www.example.org/customer<doubleQuotes46>><newline46mondego>    <address xmlns:xsi=<doubleQuotes46>http://www.w3.org/2001/XMLSchema-instance<doubleQuotes46> xsi:type=<doubleQuotes46>canadianAddress<doubleQuotes46>><newline46mondego>        <street>1 A Street</street><newline46mondego>        <postalCode>Ontario</postalCode><newline46mondego>    </address><newline46mondego></customer><newline46mondego>"
"3783splitHere46","16903904splitHere46","public void onClick(DialogInterface dialog, int button) {<newline46mondego>    // deleteFile();     <-- not needed<newline46mondego>    file.delete();   //  <-- do this instead<newline46mondego>}<newline46mondego>"
"3784splitHere46","16904012splitHere46","Point"
"3785splitHere46","16904012splitHere46","Integer"
"3786splitHere46","16904012splitHere46","Number"
"3787splitHere46","16904012splitHere46","add"
"3788splitHere46","16904012splitHere46","+"
"3789splitHere46","16904012splitHere46","+="
"3790splitHere46","16904012splitHere46","add"
"3791splitHere46","16904012splitHere46","abstract class Numeric<T extends Number> {<newline46mondego>    public abstract T getValue();<newline46mondego><newline46mondego>    public abstract Numeric<T> add(Numeric<T> other);<newline46mondego><newline46mondego>    @Override<newline46mondego>    public String toString() {<newline46mondego>        return getValue().toString();<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class MyInt extends Numeric<Integer> {<newline46mondego>    public final Integer value;<newline46mondego><newline46mondego>    public MyInt(Integer _value) {<newline46mondego>        super();<newline46mondego>        this.value = _value;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public Integer getValue() {<newline46mondego>        return this.value;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public Numeric<Integer> add(Numeric<Integer> other) {<newline46mondego>        return new MyInt(this.value + other.getValue());<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class MyDouble extends Numeric<Double> {<newline46mondego>    public final double value;<newline46mondego><newline46mondego>    public MyDouble(Double _value) {<newline46mondego>        super();<newline46mondego>        this.value = _value;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public Double getValue() {<newline46mondego>        return this.value;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public Numeric<Double> add(Numeric<Double> other) {<newline46mondego>        return new MyDouble(this.value + other.getValue());<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3792splitHere46","16904012splitHere46","class NumericPoint<T extends Number> {<newline46mondego>    public final Numeric<T> x;<newline46mondego>    public final Numeric<T> y;<newline46mondego><newline46mondego>    public NumericPoint(Numeric<T> _x, Numeric<T> _y) {<newline46mondego>        super();<newline46mondego>        this.x = _x;<newline46mondego>        this.y = _y;<newline46mondego>    }<newline46mondego><newline46mondego>    public NumericPoint<T> add(NumericPoint<T> other) {<newline46mondego>        return new NumericPoint<T>(this.x.add(other.x), this.y.add(other.y));<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public String toString() {<newline46mondego>        return <doubleQuotes46>(<doubleQuotes46> + this.x + <doubleQuotes46>/<doubleQuotes46> + this.y + <doubleQuotes46>)<doubleQuotes46>;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3793splitHere46","16904012splitHere46","NumericPoint<Integer> ip1 =<newline46mondego>    new NumericPoint<Integer>(new MyInt(1), new MyInt(2));<newline46mondego>NumericPoint<Integer> ip2 =<newline46mondego>    new NumericPoint<Integer>(new MyInt(3), new MyInt(4));<newline46mondego>NumericPoint<Integer> ip = ip1.add(ip2);<newline46mondego>System.out.println(ip);<newline46mondego><newline46mondego>NumericPoint<Double> dp1 = <newline46mondego>  new NumericPoint<Double>(new MyDouble(1.1), new MyDouble(2.1));<newline46mondego>NumericPoint<Double> dp2 = <newline46mondego>  new NumericPoint<Double>(new MyDouble(3.1), new MyDouble(4.1));<newline46mondego>NumericPoint<Double> dp = dp1.add(dp2);<newline46mondego>System.out.println(dp);<newline46mondego>"
"3794splitHere46","16904012splitHere46","BigDecimal"
"3795splitHere46","16904012splitHere46","add"
"3796splitHere46","16904056splitHere46","<s:iterator value=<doubleQuotes46>animalsList<doubleQuotes46> id=<doubleQuotes46>eachAnimal<doubleQuotes46>><newline46mondego>  <s:property value=<doubleQuotes46>#attr[#eachAnimal].lifespan<doubleQuotes46> /><newline46mondego></s:iterator><newline46mondego>"
"3797splitHere46","16904121splitHere46","ImageIcon ii = new ImageIcon(<doubleQuotes46>Image.png<doubleQuotes46>)<newline46mondego>"
"3798splitHere46","16904121splitHere46","URL"
"3799splitHere46","16904121splitHere46","public final class MyImageLoader<newline46mondego>{<newline46mondego>    // Utility class: no instantiation<newline46mondego>    private MyImageLoader() {}<newline46mondego><newline46mondego>    public static ImageIcon getImage(final String resourcePath)<newline46mondego>    {<newline46mondego>        final URL url = MyImageLoader.class.getResource(resourcePath);<newline46mondego>        return new ImageIcon(url);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3800splitHere46","16904121splitHere46","final ImageIcon i1 = MyImageLoader.getImage(<doubleQuotes46>/path/to/image.png<doubleQuotes46>);<newline46mondego>"
"3801splitHere46","16904138splitHere46","(.*)(&lt;m&gt;)(.*)(&lt;xm&gt;)(.*)<newline46mondego>"
"3802splitHere46","16904138splitHere46","(.*)(<m>)(.*)(<xm>)(.*)<newline46mondego>"
"3803splitHere46","16904138splitHere46","(.*)(&amp;lt;m&amp;gt;)(.*)(&amp;lt;xm&amp;gt;)(.*)<newline46mondego>"
"3804splitHere46","16904155splitHere46","MultivaluedMap"
"3805splitHere46","16904155splitHere46","jsr311-api-1.1.1.jar"
"3806splitHere46","16904155splitHere46","javax\ws\rs\core\MultiValuedMap.class"
"3807splitHere46","16904155splitHere46","libs"
"3808splitHere46","16904198splitHere46","Pattern regEx = Pattern.compile(<doubleQuotes46>^(.*)(&lt;m&gt;)(.*)(&lt;xm&gt;)(.*)$<doubleQuotes46>, Pattern.MULTILINE);<newline46mondego>Matcher matcher = regEx.matcher(content);<newline46mondego>if (matcher.find()) { // calling find() is important<newline46mondego>// if the regex matches multiple times, use while instead of if<newline46mondego>    System.out.println(matcher.group(1));<newline46mondego>    System.out.println(matcher.group(2));<newline46mondego>    System.out.println(matcher.group(3));<newline46mondego>    System.out.println(matcher.group(4));<newline46mondego>    System.out.println(matcher.group(5));<newline46mondego>} else {<newline46mondego>    System.out.println(<doubleQuotes46>Regex didn't match<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"3809splitHere46","16904402splitHere46","clone()"
"3810splitHere46","16904402splitHere46","Arrays.copyOf"
"3811splitHere46","16904402splitHere46","System.arrayCopy()"
"3812splitHere46","16904402splitHere46","selectedObjectsList"
"3813splitHere46","16904402splitHere46","public final void setSelectedSchedules(List<ScheduleDTO> selectedSchedules) {<newline46mondego>    this.selectedSchedules = selectedSchedules != null ? new ArrayList<ScheduleDTO>(selectedSchedules) : null;<newline46mondego>}<newline46mondego>"
"3814splitHere46","16904837splitHere46","fillOval"
"3815splitHere46","16904837splitHere46","paintComponent"
"3816splitHere46","16904837splitHere46","super.paintComponent(g);<newline46mondego>"
"3817splitHere46","16904837splitHere46","repaint"
"3818splitHere46","16904837splitHere46","List<Point>"
"3819splitHere46","16904837splitHere46","repaint"
"3820splitHere46","16904837splitHere46","paintComponent"
"3821splitHere46","16904837splitHere46","repaint"
"3822splitHere46","16904837splitHere46","ActionListener"
"3823splitHere46","16904899splitHere46","ResourceBundle"
"3824splitHere46","16904899splitHere46","/WEB-INF/classes/properties/example.properties"
"3825splitHere46","16904915splitHere46","LinkedHashMap"
"3826splitHere46","16904915splitHere46","HashMap"
"3827splitHere46","16904925splitHere46","//import java.util.Scanner;//delete this part after <newline46mondego>public class findingRoots {<newline46mondego>    public static void main(String[] args) { <newline46mondego>        double temp = printRoots(Integer.parseInt(args[0]), Integer.parseInt(args[1]), Integer.parseInt(args[2]));<newline46mondego>    }<newline46mondego>    public static double printRoots (int a, int b, int c){ //should it be double here or int? <newline46mondego>       //read in the coefficients a,b,and c <newline46mondego>       //now compte the discrimintat d <newline46mondego>       double discriminant = (Math.pow(b, 2.0)) - (4 * a * c);<newline46mondego>       double d=Math.sqrt(discriminant);<newline46mondego>       double X = 0,Y = 0; //root 1 & root 2, respectively<newline46mondego>       // is the step double X,Y necessary? <newline46mondego>       d = (b*b)-(4.0*a*c);<newline46mondego><newline46mondego>       if (discriminant > 0.0) { <newline46mondego>           X = (-b + d)/(2.0 * a ); //X= root 1, which is larger <newline46mondego>           //do i put int or double in front of X?** <newline46mondego>           Y = (-b - d)/(2.0 *a); //Y= root 2, which is the smaller root <newline46mondego>           String root1 = Double.toString(X);<newline46mondego>           String root2 = Double.toString(Y);<newline46mondego>           System.out.println(<doubleQuotes46>The two roots are X and Y:<doubleQuotes46> + root1 + <doubleQuotes46>and<doubleQuotes46> + root2);<newline46mondego>       }<newline46mondego>       else if (discriminant==0.0){<newline46mondego>           X = (-b + 0.0)/(2.0 * a);//repeated root<newline46mondego>           String root2 = Double.toString(X);<newline46mondego>           System.out.println(<doubleQuotes46>The equation has one root X:<doubleQuotes46>  + root2);//where X is the only root <newline46mondego>       }<newline46mondego>       else if (discriminant < 0.0){<newline46mondego>           double X1 = -b/(2*a);<newline46mondego>           double Y1 = (Math.sqrt(-c))/(2*a);<newline46mondego>           double X2 = -b/(2*a);<newline46mondego>           double Y2 = (-(Math.sqrt(-c)))/(2*a);<newline46mondego>           String root1 = Double.toString(X1);<newline46mondego>           String root2 = Double.toString(Y1);<newline46mondego>           String root3 = Double.toString(X2);<newline46mondego>           String root4 = Double.toString(Y2);<newline46mondego>           System.out.println(<doubleQuotes46>The equation has two roots:<doubleQuotes46> + root1 + root2  + <doubleQuotes46>and<doubleQuotes46> + root3 + root4);<newline46mondego>           // where i represents the square root of negative 1 <newline46mondego>      }<newline46mondego>      return -1;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3828splitHere46","16904925splitHere46","java findingRoots 1 2 3"
"3829splitHere46","16904977splitHere46","BAND_VENUES"
"3830splitHere46","16904977splitHere46","GIG"
"3831splitHere46","16904977splitHere46","BAND_VENUES"
"3832splitHere46","16904977splitHere46","BAND"
"3833splitHere46","16904977splitHere46","VENUE"
"3834splitHere46","16905010splitHere46","(?:[Î±a].*){3}<newline46mondego>"
"3835splitHere46","16905171splitHere46","String sharePointDWSLocation = spDir + <doubleQuotes46>_vti_bin/Dws.asmx<doubleQuotes46><newline46mondego>DwsSoap port = service.getDwsSoap();<newline46mondego>((BindingProvider)port).getRequestContext().put(<newline46mondego>    BindingProvider.ENDPOINT_ADDRESS_PROPERTY, sharePointDWSLocation)<newline46mondego>"
"3836splitHere46","16905317splitHere46","...<newline46mondego>double fovyInDegrees = 50; // Change this if you want.<newline46mondego>double ymax, xmax, aspectRatio;<newline46mondego>aspectRatio = OpenGL.WIDTH / OpenGL.HEIGHT;<newline46mondego>ymax = znear * Math.tan(fovyInDegrees * Math.PI / 360);<newline46mondego>xmax = ymax * aspectRatio;<newline46mondego>GL11.glFrustum(-xmax, xmax, -ymax, ymax, znear, zfar);<newline46mondego>...<newline46mondego>"
"3837splitHere46","16905335splitHere46","futureTask = new FutureTask<Object>(new Callable() {<newline46mondego>    public Object call() throws ResponseException {<newline46mondego>        SendAggregateEvent(request);<newline46mondego>        return null;<newline46mondego>    }<newline46mondego>};<newline46mondego>"
"3838splitHere46","16905335splitHere46","Void"
"3839splitHere46","16905335splitHere46","Object"
"3840splitHere46","16905335splitHere46","call()"
"3841splitHere46","16905335splitHere46","get()"
"3842splitHere46","16905453splitHere46","ArrayList"
"3843splitHere46","16905453splitHere46","public ArrayList detectPingPongArray(<newline46mondego>        int threshold_access_session_time,<newline46mondego>        int threshold_transition_time,<newline46mondego>        ArrayList<Dados> dadosSTA<newline46mondego>) {<newline46mondego>    dadosArray=dadosSTA;<newline46mondego>    for(int i = 1; i<arrayDeDados.size()-1; i++) {<newline46mondego>        dadosArray.get(i).setPingPong();<newline46mondego>    }<newline46mondego>    return dadosArray;<newline46mondego>}<newline46mondego>"
"3844splitHere46","16905453splitHere46","ArrayList<Dados> dadosSTA"
"3845splitHere46","16905453splitHere46","dadosArray"
"3846splitHere46","16905453splitHere46","arrayDeDados"
"3847splitHere46","16905453splitHere46","ArrayList<Dados>"
"3848splitHere46","16905453splitHere46","ArrayList<Dados> arrayDeDados = new ArrayList<>();<newline46mondego>"
"3849splitHere46","16905453splitHere46","size()"
"3850splitHere46","16905453splitHere46","setPingPong()"
"3851splitHere46","16905453splitHere46","public class Queries extends LigarBD"
"3852splitHere46","16905453splitHere46","super.ligar()"
"3853splitHere46","16905453splitHere46","super.getConexao()"
"3854splitHere46","16905453splitHere46","super.desligar()"
"3855splitHere46","16905453splitHere46","LigarBD"
"3856splitHere46","16905453splitHere46","LigarBD"
"3857splitHere46","16905453splitHere46","public ArrayList detectPingPongArray"
"3858splitHere46","16905453splitHere46","ArrayList"
"3859splitHere46","16905453splitHere46","ArrayList<Dados>"
"3860splitHere46","16905453splitHere46","public ArrayList<Dados> detectPingPongArray"
"3861splitHere46","16905453splitHere46","ArrayList<Dados>"
"3862splitHere46","16905453splitHere46","ArrayList"
"3863splitHere46","16905453splitHere46","ArrayList<Dados> dadosSTA = new ArrayList<>();<newline46mondego>ArrayList<Dados> dataForPPong = new ArrayList();<newline46mondego><newline46mondego>ArrayList uniqueSTA = q.getUniqueStations(<doubleQuotes46>localserver<doubleQuotes46>);<newline46mondego><newline46mondego>for(int i = 0; i<uniqueSTA.size(); i++)<newline46mondego>{<newline46mondego>    dadosSTA = q.getStationData(uniqueSTA.get(i).toString(), <doubleQuotes46>localserver<doubleQuotes46>);<newline46mondego>    dataForPPong = p.detectPingPongArray(5, 3, dadosSTA);<newline46mondego>}<newline46mondego><newline46mondego>for(int i=0; i<dataForPPong.size(); i++)<newline46mondego>{<newline46mondego>    System.out.println(<doubleQuotes46>ID: <doubleQuotes46>+dataForPPong.get(i).getId()+<doubleQuotes46> STA: <doubleQuotes46>+dataForPPong.get(i).getStation()<newline46mondego>            + <doubleQuotes46> PingPong: <doubleQuotes46>+dataForPPong.get(i).getPingPong());<newline46mondego>}<newline46mondego>"
"3864splitHere46","16905453splitHere46","for"
"3865splitHere46","16905453splitHere46","ArrayList"
"3866splitHere46","16905453splitHere46","dataForPPong"
"3867splitHere46","16905469splitHere46","System.setProperty(<doubleQuotes46>javax.xml.transform.TransformerFactory<doubleQuotes46>,<newline46mondego><doubleQuotes46>com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl<doubleQuotes46>);<newline46mondego>"
"3868splitHere46","16905576splitHere46","PieDataset"
"3869splitHere46","16905576splitHere46","generateSectionLabel"
"3870splitHere46","16905576splitHere46","CategoryDataset"
"3871splitHere46","16905576splitHere46","CategoryToPieDataset#equals(PieDataset)"
"3872splitHere46","16905576splitHere46","static class CustomLabelGenerator implements PieSectionLabelGenerator {<newline46mondego>  private final CategoryDataset catDataset;<newline46mondego><newline46mondego>  public CustomLabelGenerator(CategoryDataset catDataset) {<newline46mondego>    this.catDataset = catDataset;<newline46mondego>  }<newline46mondego><newline46mondego>  public String generateSectionLabel(PieDataset dataset, Comparable key) {<newline46mondego>    int column = 0;<newline46mondego>    for (int c = 0; c < catDataset.getColumnCount(); c++) {<newline46mondego>      CategoryToPieDataset categoryToPieDataset = <newline46mondego>          new CategoryToPieDataset(catDataset, TableOrder.BY_COLUMN, c);<newline46mondego>      if (categoryToPieDataset.equals(dataset)) {<newline46mondego>        column = c;<newline46mondego>        break;<newline46mondego>      }<newline46mondego>    }<newline46mondego>    NumberFormat nf;<newline46mondego>    switch (column) {<newline46mondego>      case 0: // the 'Sales Quantity' column<newline46mondego>        nf = new DecimalFormat(<doubleQuotes46>#,##0<doubleQuotes46>);<newline46mondego>        break;<newline46mondego>      case 1: // the 'Sales Total' column<newline46mondego>        nf = new DecimalFormat(<doubleQuotes46>$ #,##0.00<doubleQuotes46>);<newline46mondego>        break;<newline46mondego>      default:<newline46mondego>        throw new IllegalStateException(<doubleQuotes46>Invalid column. This is impossible<doubleQuotes46>);<newline46mondego>    }<newline46mondego>    return nf.format(dataset.getValue(key));<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"3873splitHere46","16905576splitHere46","X_AXIS"
"3874splitHere46","16905576splitHere46","BoxLayout"
"3875splitHere46","16905582splitHere46","CallableStatement statement = session.connection().prepareCall(<newline46mondego>        <doubleQuotes46>{ ? = call name_of_your_function(?) }<doubleQuotes46>);<newline46mondego>"
"3876splitHere46","16905582splitHere46","Connection"
"3877splitHere46","16905582splitHere46","PreparedStatement"
"3878splitHere46","16905582splitHere46","CallableStatement"
"3879splitHere46","16905582splitHere46","Session#doWork"
"3880splitHere46","16905582splitHere46","session.doWork(new Work() {<newline46mondego>  public void execute(Connection connection) throws SQLException {<newline46mondego>    CallableStatement call = connection.prepareCall(<doubleQuotes46>{ ? = call name_of_your_function(?) }<doubleQuotes46>);<newline46mondego>"
"3881splitHere46","16905608splitHere46","View"
"3882splitHere46","16905608splitHere46","Model"
"3883splitHere46","16905608splitHere46","DispatcherServlet"
"3884splitHere46","16905608splitHere46","render"
"3885splitHere46","16905608splitHere46","HandlerMethodReturnValueHandler"
"3886splitHere46","16905608splitHere46","mavContainer.setRequestHandled(true);"
"3887splitHere46","16905608splitHere46","DispatcherServlet"
"3888splitHere46","16905647splitHere46","Callable"
"3889splitHere46","16905647splitHere46","ExecutorService"
"3890splitHere46","16905647splitHere46","Future<String> stringResult = executor.submit(new MyCallable<String>());<newline46mondego>Future<Integer> stringResult = executor.submit(new MyCallable<Integer>());<newline46mondego>"
"3891splitHere46","16905647splitHere46","Future result"
"3892splitHere46","16905647splitHere46","String"
"3893splitHere46","16905647splitHere46","Integer"
"3894splitHere46","16905647splitHere46","ExecutorService"
"3895splitHere46","16905647splitHere46","public class StringOrInteger {<newline46mondego>    final String s;<newline46mondego>    final Integer i;<newline46mondego>    public StringOrInteger(String s) {<newline46mondego>        this.s = s;<newline46mondego>        this.i = null;<newline46mondego>    }<newline46mondego>    public StringOrInteger(Integer i) {<newline46mondego>        this.s = null;<newline46mondego>        this.i = i;<newline46mondego>    }<newline46mondego>    public boolean isString() {<newline46mondego>        return this.s != null;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3896splitHere46","16905647splitHere46","Callable<StringOrInteger>"
"3897splitHere46","16905647splitHere46","StringOrInteger"
"3898splitHere46","16905647splitHere46","Future<StringOrInteger>"
"3899splitHere46","16905647splitHere46","s"
"3900splitHere46","16905647splitHere46","i"
"3901splitHere46","16905647splitHere46","Object"
"3902splitHere46","16905647splitHere46","instanceof"
"3903splitHere46","16905731splitHere46","OverviewPage page = new OverViewPage(driver);<newline46mondego>"
"3904splitHere46","16905731splitHere46","driver.get(<doubleQuotes46>http://www.google.com<doubleQuotes46>);"
"3905splitHere46","16905731splitHere46","driver.get(page.URL);"
"3906splitHere46","16905731splitHere46","driver.findElement(searchBox).sendKeys(searchQuery);<newline46mondego>driver.findElement(submitSearch).click();<newline46mondego>String search = driver.getPageSource();<newline46mondego>boolean searchResults = search.contains(searchQuery);<newline46mondego>return searchResults; // added this one...<newline46mondego>"
"3907splitHere46","16905731splitHere46","@Test<newline46mondego>public void searchResults(){<newline46mondego>    boolean searchResults = page.searchResults();<newline46mondego>    Assert.assertTrue(searchResults);<newline46mondego>}<newline46mondego>"
"3908splitHere46","16905784splitHere46","ChangeEventListener"
"3909splitHere46","16905784splitHere46","ActionListener"
"3910splitHere46","16905784splitHere46","Timer"
"3911splitHere46","16906035splitHere46","<uses-permission android:name=<doubleQuotes46>android.permission.INTERNET<doubleQuotes46> /><newline46mondego>"
"3912splitHere46","16906090splitHere46","component-scan"
"3913splitHere46","16906090splitHere46","exclude-filter"
"3914splitHere46","16906090splitHere46","<context:component-scan base-package=<doubleQuotes46>mypackage<doubleQuotes46>><newline46mondego>    <context:exclude-filter type=<doubleQuotes46>regex<doubleQuotes46> expression=<doubleQuotes46>.*ToBeIgnoredNaming<doubleQuotes46>/><newline46mondego></context:component-scan><newline46mondego>"
"3915splitHere46","16906121splitHere46","with"
"3916splitHere46","16906121splitHere46","and"
"3917splitHere46","16906121splitHere46","with()"
"3918splitHere46","16906121splitHere46","and()"
"3919splitHere46","16906121splitHere46","this"
"3920splitHere46","16906121splitHere46",".parameters()"
"3921splitHere46","16906121splitHere46","Mockito.when(xxx).then(xxx);<newline46mondego>"
"3922splitHere46","16906121splitHere46","import static org.mockito.Mockito.*;<newline46mondego><newline46mondego>// the compiler know where `when()` comes from<newline46mondego>when(xxx).then(xxx);<newline46mondego>"
"3923splitHere46","16906121splitHere46","ProcessorSelector<IN, OUT> selector = new ProcessorSelector<IN, OUT>();<newline46mondego><newline46mondego>selector = selector.when(predicate1).then(p1)<newline46mondego>    .when(predicate2).then(p2)<newline46mondego>    .otherwise(defaultProcessor);<newline46mondego><newline46mondego>final Processor<IN, OUT> processor = selector.getProcessor();<newline46mondego>"
"3924splitHere46","16906121splitHere46","ProcessorSelector"
"3925splitHere46","16906121splitHere46","when()"
"3926splitHere46","16906121splitHere46","then()"
"3927splitHere46","16906121splitHere46","then()"
"3928splitHere46","16906121splitHere46","ProcessorSelector"
"3929splitHere46","16906121splitHere46","when()"
"3930splitHere46","16906121splitHere46","otherwise()"
"3931splitHere46","16906121splitHere46","ProcessorSelector"
"3932splitHere46","16906121splitHere46",".getProcessor()"
"3933splitHere46","16906121splitHere46","Processor"
