"1splitHere46","4540662splitHere46","-Djava.awt.headless=true"
"4263splitHere46","4682096splitHere46","result = 6.0<newline46mondego>"
"4264splitHere46","4682137splitHere46","try {<newline46mondego>        String dest = <doubleQuotes46>sms://<doubleQuotes46> + yourRecipientNumberString;<newline46mondego>        MessageConnection mConn = (MessageConnection) Connector.open(dest);<newline46mondego>        TextMessage sms = (TextMessage) mConn.newMessage(MessageConnection.TEXT_MESSAGE);<newline46mondego>        sms.setPayloadText(msgText);<newline46mondego>        mConn.send(sms);<newline46mondego>        mConn.close();<newline46mondego>    sent = true;<newline46mondego>} catch (IOException ioe) {<newline46mondego>    ioe.printStackTrace();<newline46mondego>    sent = false;<newline46mondego>} catch (IllegalArgumentException iae) {<newline46mondego>    iae.printStackTrace();<newline46mondego>    sent = false;<newline46mondego>} catch (SecurityException se) {<newline46mondego>    se.printStackTrace();<newline46mondego>    sent = false;<newline46mondego>}<newline46mondego>"
"4265splitHere46","4682164splitHere46","java.util.Date"
"4266splitHere46","4682551splitHere46","String saltContents = Arrays.toString(bytAuthSalt);<newline46mondego>"
"4267splitHere46","4682558splitHere46","Float.parseFloat(number);<newline46mondego>"
"4268splitHere46","4682666splitHere46","void exchange(int i, int j) {<newline46mondego>    ListIterator<int[]> it1 = matrix.listIterator(i),<newline46mondego>                        it2 = matrix.listIterator(j);<newline46mondego>    int[] temp = it1.next();<newline46mondego>    it1.set(it2.next());<newline46mondego>    it2.set(temp);<newline46mondego>}<newline46mondego>"
"4269splitHere46","4682666splitHere46","void exchange(int i, int j) {<newline46mondego>    matrix.set(i, matrix.set(j, matrix.get(i)));<newline46mondego>}<newline46mondego>"
"4270splitHere46","4682666splitHere46","Collections.swap"
"4271splitHere46","4682680splitHere46","Folder folder = _message.getFolder();<newline46mondego>// Open folder in read-only mode<newline46mondego>if (folder.isOpen()) {<newline46mondego>    if ((folder.getMode() & Folder.READ_WRITE) != 0) {<newline46mondego>        folder.close(false);<newline46mondego>        folder.open(Folder.READ_ONLY);<newline46mondego>    }<newline46mondego>} else {<newline46mondego>    folder.open(Folder.READ_ONLY);<newline46mondego>}<newline46mondego><newline46mondego>Object content = _message.getContent();<newline46mondego>String body = null;<newline46mondego>if (content instanceof String) {<newline46mondego>    body = (String) content;<newline46mondego>} else if (content instanceof Multipart) {<newline46mondego>    Multipart multipart = (Multipart) content;<newline46mondego>    BodyPart part = multipart.getBodyPart(0);<newline46mondego>    body = (String) part.getContent();<newline46mondego>}<newline46mondego>if (folder.isOpen()) {<newline46mondego>    folder.close(false);<newline46mondego>}<newline46mondego>"
"4272splitHere46","4682812splitHere46","scope=<doubleQuotes46>prototype<doubleQuotes46>"
"4273splitHere46","4682812splitHere46","@Scope(<doubleQuotes46>prototype<doubleQuotes46>)"
"4274splitHere46","4682812splitHere46","lookup-method"
"4275splitHere46","4682812splitHere46","@Configurable"
"4276splitHere46","4682812splitHere46","@Async"
"4277splitHere46","4682812splitHere46","@Scheduled"
"4278splitHere46","4682812splitHere46","@Service"
"4279splitHere46","4682986splitHere46","ByteBuffer buffer = <newline46mondego>StringBuilder sb = new StringBuilder();<newline46mondego>char ch;<newline46mondego>while(buffer.remaining() > 0 && !Character.isWhitespace(ch = (char) buffer.get()))<newline46mondego>    sb.append(ch);<newline46mondego>"
"4280splitHere46","4683145splitHere46","private static String getJSONPObject(String callback, String s) throws JSONException {<newline46mondego>    return callback + <doubleQuotes46>(<doubleQuotes46> + new JSONObject(s) + <doubleQuotes46>)<doubleQuotes46>;<newline46mondego>}<newline46mondego>"
"4281splitHere46","4683193splitHere46","Ctrl+space"
"4282splitHere46","4683592splitHere46","JTable"
"4283splitHere46","4683592splitHere46","(Object[][] rowData, Object[] columnNames)"
"4284splitHere46","4683592splitHere46","String[]"
"4285splitHere46","4683592splitHere46","Object[]"
"4286splitHere46","4683592splitHere46","String"
"4287splitHere46","4683592splitHere46","Object"
"4288splitHere46","4683592splitHere46","float[][]"
"4289splitHere46","4683592splitHere46","Object[][]"
"4290splitHere46","4683592splitHere46","float"
"4291splitHere46","4683592splitHere46","Object"
"4292splitHere46","4683592splitHere46","float"
"4293splitHere46","4683592splitHere46","Float"
"4294splitHere46","4683592splitHere46","Float a = 0.1f;"
"4295splitHere46","4683592splitHere46","dataValues"
"4296splitHere46","4683592splitHere46","Float[][]"
"4297splitHere46","4683666splitHere46","<h:dataTable value=<doubleQuotes46>#{contacts.list}<doubleQuotes46> var=<doubleQuotes46>contact<doubleQuotes46>><newline46mondego>  <h:column><newline46mondego>    #{contact.name}<newline46mondego>  </h:column><newline46mondego>  <h:column><newline46mondego>    <h:commandButton value=<doubleQuotes46>View info<doubleQuotes46> action=<doubleQuotes46>#{contacts.view(contact)}<doubleQuotes46>><newline46mondego>  </h:column><newline46mondego></h:dataTable><newline46mondego>"
"4298splitHere46","4683666splitHere46","Contacts"
"4299splitHere46","4683666splitHere46","List<Address>"
"4300splitHere46","4683666splitHere46","List<Phone>"
"4301splitHere46","4683666splitHere46","Contact"
"4302splitHere46","4683666splitHere46","public String view(Contact contact) {<newline46mondego>    this.contact = contact;<newline46mondego>    contact.setAddresses(addressDAO.list(contact));<newline46mondego>    contact.setPhones(phoneDAO.list(contact));<newline46mondego>    return <doubleQuotes46>view<doubleQuotes46>;<newline46mondego>}<newline46mondego>"
"4303splitHere46","4683666splitHere46","view"
"4304splitHere46","4683666splitHere46","<h:dataTable value=<doubleQuotes46>#{contacts.contact.addresses}<doubleQuotes46> var=<doubleQuotes46>address<doubleQuotes46>><newline46mondego>    ...<newline46mondego></h:dataTable><newline46mondego><h:dataTable value=<doubleQuotes46>#{contacts.contact.phones}<doubleQuotes46> var=<doubleQuotes46>phone<doubleQuotes46>><newline46mondego>    ...<newline46mondego></h:dataTable><newline46mondego>"
"4305splitHere46","4683791splitHere46","jythonc"
"4306splitHere46","4683791splitHere46","jythonroid"
"4307splitHere46","4684058splitHere46","ibfxSym[i] = symbols[i] + <doubleQuotes46>m<doubleQuotes46>;<newline46mondego><newline46mondego>for (int i = 0; i < connections.length; i++) {<newline46mondego>    try {<newline46mondego>        connections[i].getQuote(ibfxSym[i]);<newline46mondego>"
"4308splitHere46","4684058splitHere46","i"
"4309splitHere46","4684058splitHere46","connections"
"4310splitHere46","4684058splitHere46","ibfxSym"
"4311splitHere46","4684148splitHere46","<bean name=<doubleQuotes46>dataSource<doubleQuotes46> class=<doubleQuotes46>org.springframework.jdbc.datasource.DriverManagerDataSource<doubleQuotes46>><newline46mondego>    <property name=<doubleQuotes46>driverClassName<doubleQuotes46> value=<doubleQuotes46>org.gjt.mm.mysql.Driver<doubleQuotes46>/><newline46mondego>    <property name=<doubleQuotes46>url<doubleQuotes46> value=<doubleQuotes46>dburl<doubleQuotes46>/><newline46mondego>    <property name=<doubleQuotes46>username<doubleQuotes46> value=<doubleQuotes46>dbusername<doubleQuotes46>/><newline46mondego>    <property name=<doubleQuotes46>password<doubleQuotes46> value=<doubleQuotes46>password<doubleQuotes46>/><newline46mondego></bean><newline46mondego><newline46mondego><bean name=<doubleQuotes46>jdbcTemplate<doubleQuotes46> class=<doubleQuotes46>org.springframework.jdbc.core.simple.SimpleJdbcTemplate<doubleQuotes46>><newline46mondego>    <constructor-arg><ref bean=<doubleQuotes46>dataSource<doubleQuotes46>/></constructor-arg><newline46mondego></bean><newline46mondego>"
"4312splitHere46","4684148splitHere46","<listener><newline46mondego>    <listener-class><newline46mondego>        org.springframework.web.context.ContextLoaderListener<newline46mondego>    </listener-class><newline46mondego></listener><newline46mondego><newline46mondego><context-param><newline46mondego>    <param-name>contextConfigLocation</param-name><newline46mondego>    <param-value>classpath:ApplicationContext.xml</param-value><newline46mondego></context-param><newline46mondego>"
"4313splitHere46","4684155splitHere46","<doubleQuotes46>EEEE, MMMM dd, yyyy h:mm:ss aa<doubleQuotes46>.<newline46mondego>"
"4314splitHere46","4684305splitHere46","@EJB EJBService ejbService;<newline46mondego>"
"4315splitHere46","4684305splitHere46","@Inject EJBService ejbService;<newline46mondego>"
"4316splitHere46","4684334splitHere46","EventQueue.isDispatchThread()<newline46mondego>"
"4317splitHere46","4684563splitHere46","byte[] image = services.getImageBuffer(1024, 600);<newline46mondego><newline46mondego>    Bitmap bmp = Bitmap.createBitmap(1024, 600, Bitmap.Config.RGB_565);<newline46mondego>    int row = 0, col = 0;<newline46mondego>    for (int i = 0; i < image.length; i += 3) {<newline46mondego>        bmp.setPixel(col++, row, image[i + 2] & image[i + 1] & image[i]);<newline46mondego><newline46mondego>        if (col == 1024) {<newline46mondego>            col = 0;<newline46mondego>            row++;<newline46mondego>        }<newline46mondego>"
"4318splitHere46","4684563splitHere46","for (i < image.length) 。。。bmp.setPixel(image[i + 2] & image[i + 1] & image[i]); <newline46mondego>"
"4319splitHere46","4684939splitHere46","int total = 0;<newline46mondego>"
"4320splitHere46","4685001splitHere46","vData.equals(<doubleQuotes46>S<doubleQuotes46>) ? true : false<newline46mondego>"
"4321splitHere46","4685001splitHere46","vData.equals(<doubleQuotes46>S<doubleQuotes46>)<newline46mondego>"
"4322splitHere46","4685109splitHere46","total"
"4323splitHere46","4685109splitHere46","total"
"4324splitHere46","4685172splitHere46","toString"
"4325splitHere46","4685225splitHere46","Bundle_en_US.properties"
"4326splitHere46","4685225splitHere46","Bundle_en.properties"
"4327splitHere46","4685225splitHere46","Bundle.properties"
"4328splitHere46","4685225splitHere46","com.example.Bundle"
"4329splitHere46","4685225splitHere46","com.example"
"4330splitHere46","4685310splitHere46","try {<newline46mondego>    DefaultHttpClient httpclient = new DefaultHttpClient();<newline46mondego>    File f = new File(filename);<newline46mondego><newline46mondego>    HttpPost httpost = new HttpPost(<doubleQuotes46>http://myremotehost:8080/upload/upload<doubleQuotes46>);<newline46mondego>    MultipartEntity entity = new MultipartEntity();<newline46mondego>    entity.addPart(<doubleQuotes46>myIdentifier<doubleQuotes46>, new StringBody(<doubleQuotes46>somevalue<doubleQuotes46>));<newline46mondego>    entity.addPart(<doubleQuotes46>myFile<doubleQuotes46>, new FileBody(f));<newline46mondego>    httpost.setEntity(entity);<newline46mondego><newline46mondego>    HttpResponse response;<newline46mondego><newline46mondego>    response = httpclient.execute(httpost);<newline46mondego><newline46mondego>    Log.d(<doubleQuotes46>httpPost<doubleQuotes46>, <doubleQuotes46>Login form get: <doubleQuotes46> + response.getStatusLine());<newline46mondego><newline46mondego>    if (entity != null) {<newline46mondego>        entity.consumeContent();<newline46mondego>    }<newline46mondego>    success = true;<newline46mondego>} catch (Exception ex) {<newline46mondego>    Log.d(<doubleQuotes46>FormReviewer<doubleQuotes46>, <doubleQuotes46>Upload failed: <doubleQuotes46> + ex.getMessage() +<newline46mondego>        <doubleQuotes46> Stacktrace: <doubleQuotes46> + ex.getStackTrace());<newline46mondego>    success = false;<newline46mondego>} finally {<newline46mondego>     mDebugHandler.post(mFinishUpload);<newline46mondego>} <newline46mondego>"
"4331splitHere46","4685381splitHere46","char[] chars = content.toCharArray();  // removed from loop per leonbloy's excellent comment  <newline46mondego>CharBuffer cbuf = my_content.asCharBuffer();<newline46mondego><newline46mondego>for (int i = 0; i < content.length(); i++) {<newline46mondego>    cbuf.putChar(chars[i]);<newline46mondego>}<newline46mondego><newline46mondego>CharBuffer debug = my_content.asCharBuffer();<newline46mondego>System.out.println(debug);<newline46mondego><newline46mondego>my_content.position(my_content.position() + 2*chars.length);<newline46mondego>"
"4332splitHere46","4685406splitHere46","Method method = YourClass.getMethod(nameReadFromConsole); //no parameters<newline46mondego>method.invoke(null); // invoking without a target object - i.e. static<newline46mondego>"
"4333splitHere46","4685406splitHere46","java"
"4334splitHere46","4685406splitHere46","java ClassName"
"4335splitHere46","4685462splitHere46","java.lang.reflect.Method"
"4336splitHere46","4685462splitHere46","Method method = SomeClass.getMethod(<doubleQuotes46>methodName<doubleQuotes46>, methodParameterTypes)"
"4337splitHere46","4685462splitHere46","method"
"4338splitHere46","4685462splitHere46","invoke(..)"
"4339splitHere46","4685462splitHere46","null"
"4340splitHere46","4685462splitHere46","Runnable"
"4341splitHere46","4685462splitHere46","Callable"
"4342splitHere46","4685468splitHere46","0.333..."
"4343splitHere46","4685468splitHere46","0.333..."
"4344splitHere46","4685604splitHere46","JLabel[][] labels = new JLabel[10][10];<newline46mondego>for (int i = 0; i < 10; ++i) {<newline46mondego>  for (int j = 0; j < 10; ++j) {<newline46mondego>    labels[i][j] = new JLabel(<doubleQuotes46><doubleQuotes46>);<newline46mondego>    //Do whatever with it here<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"4345splitHere46","4685606splitHere46","Callable"
"4346splitHere46","4685606splitHere46","public T myMethod(Callable<T> func) {<newline46mondego>    return func.call();<newline46mondego>}<newline46mondego>"
"4347splitHere46","4685606splitHere46","public int methodToPass() { <newline46mondego>        // do something<newline46mondego>}<newline46mondego><newline46mondego>public void dansMethod(int i, Callable<Integer> myFunc) {<newline46mondego>       // do something<newline46mondego>}<newline46mondego>"
"4348splitHere46","4685606splitHere46","dansMethod(100, new Callable<Integer>() {<newline46mondego>   public Integer call() {<newline46mondego>        return methodToPass();<newline46mondego>   }<newline46mondego>});<newline46mondego>"
"4349splitHere46","4685664splitHere46","roleOccupants"
"4350splitHere46","4685664splitHere46","@LDAPGetter"
"4351splitHere46","4685664splitHere46","@LDAPSetter"
"4352splitHere46","4685664splitHere46","encoderClass"
"4353splitHere46","4685664splitHere46","DefaultObjectEncoder"
"4354splitHere46","4685781splitHere46","public Node copy(){<newline46mondego>    return new Node(copy of this.data, this.link.copy());<newline46mondego> }<newline46mondego>"
"4355splitHere46","4685876splitHere46","<classpathentry kind=<doubleQuotes46>src<doubleQuotes46> path=<doubleQuotes46>src/java/com<doubleQuotes46> including=<doubleQuotes46>**/*.java<doubleQuotes46>/><newline46mondego>"
"4356splitHere46","4685939splitHere46","Protobuf   = XML Schema<newline46mondego>.proto     = xsd<newline46mondego>protoc.exe = xjc<newline46mondego>"
"4357splitHere46","4685956splitHere46","long"
"4358splitHere46","4685956splitHere46","BigInteger"
"4359splitHere46","4685956splitHere46","public void processOne(int nProcs, int nTasks, int[] assignment) {<newline46mondego>    /* ... */<newline46mondego>}<newline46mondego><newline46mondego>public void checkAll(int nProcs, int nTasks) {<newline46mondego>    long count = power(nProcs, nTasks);<newline46mondego>    /* Iterate over all the possible assignments */<newline46mondego>    for (long j = 0; j < count; j++) {<newline46mondego>        int[] assignment = new int[nTasks];<newline46mondego>        for (int i = 0; i < nTasks; i++)<newline46mondego>            assignment[i] = (int) (j / power(nProcs, i) % nProcs);<newline46mondego>        processOne(nProcs, nTasks, assignment);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4360splitHere46","4685956splitHere46","nTasks"
"4361splitHere46","4685956splitHere46","nProcs"
"4362splitHere46","4685956splitHere46","nProcs"
"4363splitHere46","4685956splitHere46","nTasks"
"4364splitHere46","4685956splitHere46","processOne(int, int, int[])"
"4365splitHere46","4686024splitHere46","<doubleQuotes46>select p.name from Project p where p.parent_id = ?<doubleQuotes46><newline46mondego>"
"4366splitHere46","4686078splitHere46","runAsync()"
"4367splitHere46","4686078splitHere46","runAsync()"
"4368splitHere46","4686078splitHere46","(initial + 2 split chunks) * 6 user agents * 10 languages<newline46mondego>"
"4369splitHere46","4686078splitHere46","cache.html"
"4370splitHere46","4686140splitHere46","void reverseList(Node node) {<newline46mondego>    if (node == null) return;      // Reverse of empty list is itself.<newline46mondego>    if (node.next == null) return; // Reverse of singleton list is itself.<newline46mondego><newline46mondego>    reverseList(node.next); // Reverse the rest of the list<newline46mondego>    appendNodeToList(node, node.next); // Append the new value.<newline46mondego>}<newline46mondego>"
"4371splitHere46","4686140splitHere46","n1 --> n2 --> [rest of the list]<newline46mondego>"
"4372splitHere46","4686140splitHere46","n1       [reverse of rest of the list] --> n2<newline46mondego> |                                          ^<newline46mondego> +------------------------------------------+<newline46mondego>"
"4373splitHere46","4686140splitHere46","n1.next.next = n1"
"4374splitHere46","4686140splitHere46","n2"
"4375splitHere46","4686140splitHere46","[reverse of the rest of the list] --> n2 --> n1<newline46mondego>"
"4376splitHere46","4686140splitHere46","void reverseList(Node node) {<newline46mondego>    if (node == null) return;      // Reverse of empty list is itself.<newline46mondego>    if (node.next == null) return; // Reverse of singleton list is itself.<newline46mondego><newline46mondego>    reverseList(node.next); // Reverse the rest of the list<newline46mondego>    node.next.next = node; // Append the new value.<newline46mondego>}<newline46mondego>"
"4377splitHere46","4686140splitHere46","void reverseList(Node node) {<newline46mondego>    /* Make a stack of the reverse of the nodes. */<newline46mondego>    Stack<Node> s = new Stack<Node>();<newline46mondego>    for (Node curr = node; node != null; node = node.next)<newline46mondego>        s.push(curr);<newline46mondego><newline46mondego>    /* Start unwinding it. */<newline46mondego>    Node curr = null;<newline46mondego>    while (!s.empty()) {<newline46mondego>        Node top = s.pop();<newline46mondego><newline46mondego>        /* If there is no node in the list yet, set it to the current node. */<newline46mondego>        if (curr == null)<newline46mondego>            curr = top;<newline46mondego>        /* Otherwise, have the current node point to this next node. */<newline46mondego>        else<newline46mondego>            curr.next = top;<newline46mondego><newline46mondego>        /* Update the current pointer to be this new node. */<newline46mondego>        curr = top;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4378splitHere46","4686405splitHere46","@Aspect<newline46mondego>public class AspectAroundTransactions() {<newline46mondego>   @Pointcut(<doubleQuotes46>execution(* org.springframework.*.AbstractPlatformTransactionManager.getTransaction(..))<doubleQuotes46> )<newline46mondego>   public void newTransaction() {}<newline46mondego><newline46mondego>   @Before(<doubleQuotes46>newTransaction() && args(transactionDefinition,..)<doubleQuotes46>)<newline46mondego>   public void beforeStartOfTransaction(TransactionDefinition transactionDefinition) {<newline46mondego>      // here goes you code<newline46mondego>      long start = System.nanoTime();<newline46mondego>      System.out.println(<doubleQuotes46>Transaction <doubleQuotes46> + transactionDefinition.getName() + <doubleQuotes46> started at <doubleQuotes46> + start );<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"4379splitHere46","4686673splitHere46","setMnemonic"
"4380splitHere46","4686677splitHere46","HashMap<Integer, boolean[][]> map = new HashMap();<newline46mondego>int rowNumber = 1;<newline46mondego>boolean[][] array2D = map.get(rowNumber);<newline46mondego>array2D[10][20] = true;<newline46mondego>"
"4381splitHere46","4686718splitHere46","for (int k = 0; k < 3; k++) {<newline46mondego>    for (int u = 0; u < 10; u++) {<newline46mondego>        dataValues[k][u] = dataValues_all[2 + (k * 40) + (u * 4)];<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4382splitHere46","4686815splitHere46","*---*---*---*<newline46mondego>|   |   |   |<newline46mondego>*---*---*---*<newline46mondego>|   |   |   |<newline46mondego>*---*---*---*<newline46mondego>|   |   |   |<newline46mondego>*---*---*---*<newline46mondego>"
"4383splitHere46","4686815splitHere46","*---*---*---*<newline46mondego>|   |   |   |<newline46mondego>*   *   *   *<newline46mondego>|   |   |   |<newline46mondego>*   *   *   *<newline46mondego>|   |   |   |<newline46mondego>*   *   *   *<newline46mondego>"
"4384splitHere46","4686815splitHere46","*   *---*   *<newline46mondego>|   |   |   |<newline46mondego>*---*   *   *<newline46mondego>        |   |<newline46mondego>*---*---*---*<newline46mondego>    |       |<newline46mondego>*---*   *---*<newline46mondego>"
"4385splitHere46","4686907splitHere46","TreeSet(comparator)"
"4386splitHere46","4686913splitHere46","List<Person> persons = new ArrayList<Person>(1024);<newline46mondego>"
"4387splitHere46","4686932splitHere46","Map result = simpleJdbcTemplate.queryForMap(<newline46mondego> <doubleQuotes46>SELECT COUNT(*) AS intRecords <doubleQuotes46> +<newline46mondego> <doubleQuotes46>FROM tblUsers<doubleQuotes46>,<newline46mondego> new Object[]);<newline46mondego><newline46mondego>Integer users = result.get(<doubleQuotes46>intRecords<doubleQuotes46>);<newline46mondego>"
"4388splitHere46","4687133splitHere46","<resource-ref><newline46mondego>      <description>mydatabase</description><newline46mondego>      <res-ref-name>jdbc/mydatabase</res-ref-name><newline46mondego>      <res-type>javax.sql.DataSource</res-type><newline46mondego>      <res-auth>Container</res-auth><newline46mondego>      <res-sharing-scope>Shareable</res-sharing-scope><newline46mondego>   </resource-ref><newline46mondego>"
"4389splitHere46","4687147splitHere46","final AtomicBoolean pass = new AtomicBoolean(false); //making this final means we can access it in the anonymous Thread instance<newline46mondego>Thread simpleThread=new Thread(){<newline46mondego>  public void run(){<newline46mondego>    x=doStuff();<newline46mondego>    if (x==0) pass.set(true);<newline46mondego>  }<newline46mondego>}<newline46mondego>simpleThread.start();<newline46mondego>...<newline46mondego>pass.get(); //of course, this could return false simply because the newly spawned thread has not completed execution yet<newline46mondego>"
"4390splitHere46","4687180splitHere46","final"
"4391splitHere46","4687180splitHere46","final"
"4392splitHere46","4687180splitHere46","SecuredDataObject"
"4393splitHere46","4687180splitHere46","@MappedSuperclass<newline46mondego>public abstract class SecuredDataObject extends DataObject {<newline46mondego><newline46mondego>    @Version<newline46mondego>    @Column(name = <doubleQuotes46>Version<doubleQuotes46>)<newline46mondego>    private int version;<newline46mondego><newline46mondego>    @Basic<newline46mondego>    @Column(name = <doubleQuotes46>SecurityId<doubleQuotes46>, nullable = true)<newline46mondego>    private Integer securityId;<newline46mondego><newline46mondego>    // Note - method IS NOT final<newline46mondego>    public Integer getSecurityId() {<newline46mondego>        return securityId;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setSecurityId(Integer securityId) {<newline46mondego>        this.securityId = securityId;<newline46mondego>    }   <newline46mondego><newline46mondego>    // Note - method IS final<newline46mondego>    public final int getVersion() {<newline46mondego>        return version;<newline46mondego>    }<newline46mondego><newline46mondego>    public final void setVersion(final int version) {<newline46mondego>        this.version = version;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4394splitHere46","4687180splitHere46","securityId"
"4395splitHere46","4687180splitHere46","version"
"4396splitHere46","4687180splitHere46","getVersion()"
"4397splitHere46","4687180splitHere46","final"
"4398splitHere46","4687180splitHere46","getSecurityId()"
"4399splitHere46","4687180splitHere46","final"
"4400splitHere46","4687197splitHere46","Stack"
"4401splitHere46","4687197splitHere46","number"
"4402splitHere46","4687197splitHere46","NullPointerException"
"4403splitHere46","4687197splitHere46","number"
"4404splitHere46","4687197splitHere46","number"
"4405splitHere46","4687197splitHere46","while"
"4406splitHere46","4687197splitHere46","private Stack<Integer> number;<newline46mondego>"
"4407splitHere46","4687197splitHere46","private Stack<Integer> number = new Stack<Integer>();<newline46mondego>"
"4408splitHere46","4687378splitHere46","Class-Path: lib/mail.jar"
"4409splitHere46","4687537splitHere46","class XmlDatabase {<newline46mondego><newline46mondego>Document doc = readXml();<newline46mondego><newline46mondego>synchronized Date readDate()  {<newline46mondego>    Date _date = getDateFromDoc(doc);<newline46mondego>    return _date;<newline46mondego>}<newline46mondego><newline46mondego>synchronized void writeDate(Date _date) {<newline46mondego>    addDateToDoc(_date);<newline46mondego>    writeDocToFile(doc);<newline46mondego>}  <newline46mondego>"
"4410splitHere46","4687706splitHere46","package filesendtest;<newline46mondego><newline46mondego>import java.io.*;<newline46mondego>import java.net.*;<newline46mondego><newline46mondego>class TCPServer {<newline46mondego><newline46mondego>    private final String fileToSend = <doubleQuotes46>C:\\test1.pdf<doubleQuotes46>;<newline46mondego><newline46mondego>    public static void main(String args[]) {<newline46mondego><newline46mondego>        while (true) {<newline46mondego>            ServerSocket welcomeSocket = null;<newline46mondego>            Socket connectionSocket = null;<newline46mondego>            BufferedOutputStream outToClient = null;<newline46mondego><newline46mondego>            try {<newline46mondego>                welcomeSocket = new ServerSocket(3248);<newline46mondego>                connectionSocket = welcomeSocket.accept();<newline46mondego>                outToClient = new BufferedOutputStream(connectionSocket.getOutputStream());<newline46mondego>            } catch (IOException ex) {<newline46mondego>                // Do exception handling<newline46mondego>            }<newline46mondego><newline46mondego>            if (outToClient != null) {<newline46mondego>                File myFile = new File( fileToSend );<newline46mondego>                byte[] mybytearray = new byte[(int) myFile.length()];<newline46mondego><newline46mondego>                FileInputStream fis = null;<newline46mondego><newline46mondego>                try {<newline46mondego>                    fis = new FileInputStream(myFile);<newline46mondego>                } catch (FileNotFoundException ex) {<newline46mondego>                    // Do exception handling<newline46mondego>                }<newline46mondego>                BufferedInputStream bis = new BufferedInputStream(fis);<newline46mondego><newline46mondego>                try {<newline46mondego>                    bis.read(mybytearray, 0, mybytearray.length);<newline46mondego>                    outToClient.write(mybytearray, 0, mybytearray.length);<newline46mondego>                    outToClient.flush();<newline46mondego>                    outToClient.close();<newline46mondego>                    connectionSocket.close();<newline46mondego><newline46mondego>                    // File sent, exit the main method<newline46mondego>                    return;<newline46mondego>                } catch (IOException ex) {<newline46mondego>                    // Do exception handling<newline46mondego>                }<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4411splitHere46","4687706splitHere46","package filesendtest;<newline46mondego><newline46mondego>import java.io.*;<newline46mondego>import java.io.ByteArrayOutputStream;<newline46mondego>import java.net.*;<newline46mondego><newline46mondego>class TCPClient {<newline46mondego><newline46mondego>    private final String serverIP = <doubleQuotes46>127.0.0.1<doubleQuotes46>;<newline46mondego>    private final int serverPort = 3248;<newline46mondego>    private final String fileOutput = <doubleQuotes46>C:\\testout.pdf<doubleQuotes46>;<newline46mondego><newline46mondego>    public static void main(String args[]) {<newline46mondego>        byte[] aByte = new byte[1];<newline46mondego>        int bytesRead;<newline46mondego><newline46mondego>        Socket clientSocket = null;<newline46mondego>        InputStream is = null;<newline46mondego><newline46mondego>        try {<newline46mondego>            clientSocket = new Socket( serverIP , serverPort );<newline46mondego>            is = clientSocket.getInputStream();<newline46mondego>        } catch (IOException ex) {<newline46mondego>            // Do exception handling<newline46mondego>        }<newline46mondego><newline46mondego>        ByteArrayOutputStream baos = new ByteArrayOutputStream();<newline46mondego><newline46mondego>        if (is != null) {<newline46mondego><newline46mondego>            FileOutputStream fos = null;<newline46mondego>            BufferedOutputStream bos = null;<newline46mondego>            try {<newline46mondego>                fos = new FileOutputStream( fileOutput );<newline46mondego>                bos = new BufferedOutputStream(fos);<newline46mondego>                bytesRead = is.read(aByte, 0, aByte.length);<newline46mondego><newline46mondego>                do {<newline46mondego>                        baos.write(aByte);<newline46mondego>                        bytesRead = is.read(aByte);<newline46mondego>                } while (bytesRead != -1);<newline46mondego><newline46mondego>                bos.write(baos.toByteArray());<newline46mondego>                bos.flush();<newline46mondego>                bos.close();<newline46mondego>                clientSocket.close();<newline46mondego>            } catch (IOException ex) {<newline46mondego>                // Do exception handling<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"4412splitHere46","4687706splitHere46","public static String md5String(File file) {<newline46mondego>    try {<newline46mondego>        InputStream fin = new FileInputStream(file);<newline46mondego>        java.security.MessageDigest md5er = MessageDigest.getInstance(<doubleQuotes46>MD5<doubleQuotes46>);<newline46mondego>        byte[] buffer = new byte[1024];<newline46mondego>        int read;<newline46mondego>        do {<newline46mondego>            read = fin.read(buffer);<newline46mondego>            if (read > 0) {<newline46mondego>                md5er.update(buffer, 0, read);<newline46mondego>            }<newline46mondego>        } while (read != -1);<newline46mondego>        fin.close();<newline46mondego>        byte[] digest = md5er.digest();<newline46mondego>        if (digest == null) {<newline46mondego>            return null;<newline46mondego>        }<newline46mondego>        String strDigest = <doubleQuotes46>0x<doubleQuotes46>;<newline46mondego>        for (int i = 0; i < digest.length; i++) {<newline46mondego>            strDigest += Integer.toString((digest[i] & 0xff)<newline46mondego>                    + 0x100, 16).substring(1).toUpperCase();<newline46mondego>        }<newline46mondego>        return strDigest;<newline46mondego>    } catch (Exception e) {<newline46mondego>        return null;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
